CONIDX,PRESSURE,CONBPRES,DEPTH,DRAWDOWN,WELL,DATE,WELLMODEL,CONJPOS,CONIPOS,SGAS,CONKPOS,SWAT
1,300.048828125,300.048828125,1631.1873779296875,0,R_A4,2018-01-01,STANDARD,52,30,0.0,1,0.049657437950372696
2,299.7969055175781,299.7969055175781,1627.4293212890625,0,R_A4,2018-01-01,STANDARD,52,31,0.0,1,0.08272481709718704
3,299.9350280761719,299.9350280761719,1629.4896240234375,0,R_A4,2018-01-01,STANDARD,52,31,0.0,2,0.051842864602804184
4,300.0731506347656,300.0731506347656,1631.5498046875,0,R_A4,2018-01-01,STANDARD,52,31,0.0,3,0.05291643738746643
5,300.2112731933594,300.2112731933594,1633.610107421875,0,R_A4,2018-01-01,STANDARD,52,31,0.0,4,0.05569111555814743
6,300.12994384765625,300.12994384765625,1632.3968505859375,0,R_A4,2018-01-01,STANDARD,52,32,0.0,4,0.0558917373418808
7,300.3634948730469,300.3634948730469,1635.880615234375,0,R_A4,2018-01-01,STANDARD,51,32,0.0,4,0.059452056884765625
8,300.4600830078125,300.4600830078125,1637.321044921875,0,R_A4,2018-01-01,STANDARD,51,33,0.0,4,0.06121744588017464
9,300.3362731933594,300.3362731933594,1635.474609375,0,R_A4,2018-01-01,STANDARD,51,33,0.0,3,0.05780358240008354
10,300.78375244140625,300.78375244140625,1642.1485595703125,0,R_A4,2018-01-01,STANDARD,50,33,0.0,4,0.06197554990649223
11,300.7156066894531,300.7156066894531,1641.132080078125,0,R_A4,2018-01-01,STANDARD,50,34,0.0,4,0.06144585460424423
12,300.5865173339844,300.5865173339844,1639.20703125,0,R_A4,2018-01-01,STANDARD,50,34,0.0,3,0.11668676882982254
13,300.7004699707031,300.7004699707031,1640.9061279296875,0,R_A4,2018-01-01,STANDARD,50,35,0.0,3,0.098944291472435
14,300.57550048828125,300.57550048828125,1639.0426025390625,0,R_A4,2018-01-01,STANDARD,50,35,0.0,2,0.18019583821296692
15,300.7692565917969,300.7692565917969,1641.93212890625,0,R_A4,2018-01-01,STANDARD,49,35,0.0,2,0.2364758998155594
16,300.7977600097656,300.7977600097656,1642.357421875,0,R_A4,2018-01-01,STANDARD,49,36,0.0,30,0.05722438544034958
17,300.61334228515625,300.61334228515625,1639.6068115234375,0,R_A4,2018-01-01,STANDARD,48,36,0.0,30,0.6481541991233826
18,301.0924072265625,301.0924072265625,1646.7513427734375,0,R_A4,2018-01-01,STANDARD,48,37,0.0,30,0.05854135379195213
19,301.54241943359375,301.54241943359375,1653.461669921875,0,R_A4,2018-01-01,STANDARD,48,38,0.0,30,0.10597705841064453
20,301.8346252441406,301.8346252441406,1657.8184814453125,0,R_A4,2018-01-01,STANDARD,47,38,0.0,30,0.07040253281593323
1,303.8440856933594,303.8440856933594,1685.026611328125,0,R_A5,2018-01-01,STANDARD,20,31,0.0,1,1.0
2,304.0601806640625,304.0601806640625,1687.3070068359375,0,R_A5,2018-01-01,STANDARD,20,31,0.0,2,1.0
3,304.27630615234375,304.27630615234375,1689.5875244140625,0,R_A5,2018-01-01,STANDARD,20,31,0.0,3,1.0
4,304.4924011230469,304.4924011230469,1691.8680419921875,0,R_A5,2018-01-01,STANDARD,20,31,0.0,4,1.0
5,304.7085266113281,304.7085266113281,1694.1485595703125,0,R_A5,2018-01-01,STANDARD,20,31,0.0,5,1.0
6,304.9246520996094,304.9246520996094,1696.4290771484375,0,R_A5,2018-01-01,STANDARD,20,31,0.0,6,1.0
7,305.446533203125,305.446533203125,1698.70947265625,0,R_A5,2018-01-01,STANDARD,20,31,0.0,7,1.0
8,305.988037109375,305.988037109375,1707.6488037109375,0,R_A5,2018-01-01,STANDARD,20,31,0.0,11,1.0
9,306.1695251464844,306.1695251464844,1709.5638427734375,0,R_A5,2018-01-01,STANDARD,20,31,0.0,12,1.0
10,305.4322814941406,305.4322814941406,1701.7845458984375,0,R_A5,2018-01-01,STANDARD,21,31,0.0,12,1.0
11,305.6291198730469,305.6291198730469,1703.735107421875,0,R_A5,2018-01-01,STANDARD,21,31,0.0,13,1.0
12,305.81396484375,305.81396484375,1705.6856689453125,0,R_A5,2018-01-01,STANDARD,21,31,0.0,14,1.0
13,305.9988098144531,305.9988098144531,1707.63623046875,0,R_A5,2018-01-01,STANDARD,21,31,0.0,15,1.0
14,306.3287048339844,306.3287048339844,1709.5867919921875,0,R_A5,2018-01-01,STANDARD,21,31,0.0,16,1.0
15,306.5135498046875,306.5135498046875,1711.537353515625,0,R_A5,2018-01-01,STANDARD,21,31,0.0,17,1.0
16,306.6856994628906,306.6856994628906,1713.35400390625,0,R_A5,2018-01-01,STANDARD,21,31,0.0,18,1.0
17,306.7843933105469,306.7843933105469,1714.3951416015625,0,R_A5,2018-01-01,STANDARD,21,31,0.0,19,1.0
18,306.75689697265625,306.75689697265625,1715.7628173828125,0,R_A5,2018-01-01,STANDARD,21,31,0.0,27,1.0
19,306.978271484375,306.978271484375,1718.098388671875,0,R_A5,2018-01-01,STANDARD,21,31,0.0,28,1.0
20,307.5054016113281,307.5054016113281,1720.43408203125,0,R_A5,2018-01-01,STANDARD,21,31,0.0,29,1.0
21,307.7267761230469,307.7267761230469,1722.7696533203125,0,R_A5,2018-01-01,STANDARD,21,31,0.0,30,1.0
22,307.9481506347656,307.9481506347656,1725.105224609375,0,R_A5,2018-01-01,STANDARD,21,31,0.0,31,1.0
1,305.11419677734375,305.11419677734375,1695.20263671875,0,R_A6,2018-01-01,STANDARD,42,17,0.0,1,1.0
2,305.2609558105469,305.2609558105469,1696.7510986328125,0,R_A6,2018-01-01,STANDARD,42,17,0.0,2,1.0
3,305.4076843261719,305.4076843261719,1698.299560546875,0,R_A6,2018-01-01,STANDARD,42,17,0.0,3,1.0
4,305.554443359375,305.554443359375,1699.84814453125,0,R_A6,2018-01-01,STANDARD,42,17,0.0,4,1.0
5,305.7012023925781,305.7012023925781,1701.3966064453125,0,R_A6,2018-01-01,STANDARD,42,17,0.0,5,1.0
6,305.84796142578125,305.84796142578125,1702.9451904296875,0,R_A6,2018-01-01,STANDARD,42,17,0.0,6,1.0
7,305.6956481933594,305.6956481933594,1704.49365234375,0,R_A6,2018-01-01,STANDARD,42,17,0.0,7,1.0
8,306.1414489746094,306.1414489746094,1706.042236328125,0,R_A6,2018-01-01,STANDARD,42,17,0.0,8,1.0
9,306.2882080078125,306.2882080078125,1707.5906982421875,0,R_A6,2018-01-01,STANDARD,42,17,0.0,9,1.0
10,306.1291809082031,306.1291809082031,1709.1392822265625,0,R_A6,2018-01-01,STANDARD,42,17,0.0,10,1.0
11,306.3109130859375,306.3109130859375,1711.055419921875,0,R_A6,2018-01-01,STANDARD,42,17,0.0,11,1.0
12,306.52734375,306.52734375,1713.3392333984375,0,R_A6,2018-01-01,STANDARD,42,17,0.0,12,1.0
13,306.7557678222656,306.7557678222656,1715.623046875,0,R_A6,2018-01-01,STANDARD,42,17,0.0,13,1.0
14,306.9721984863281,306.9721984863281,1717.9068603515625,0,R_A6,2018-01-01,STANDARD,42,17,0.0,14,1.0
15,307.18865966796875,307.18865966796875,1720.190673828125,0,R_A6,2018-01-01,STANDARD,42,17,0.0,15,1.0
16,307.55010986328125,307.55010986328125,1722.474365234375,0,R_A6,2018-01-01,STANDARD,42,17,0.0,16,1.0
17,307.7665710449219,307.7665710449219,1724.7581787109375,0,R_A6,2018-01-01,STANDARD,42,17,0.0,17,1.0
18,307.921630859375,307.921630859375,1726.394287109375,0,R_A6,2018-01-01,STANDARD,42,17,0.0,18,1.0
19,307.8930969238281,307.8930969238281,1727.7508544921875,0,R_A6,2018-01-01,STANDARD,42,17,0.0,27,1.0
20,308.3623352050781,308.3623352050781,1729.4755859375,0,R_A6,2018-01-01,STANDARD,42,17,0.0,28,1.0
21,308.22003173828125,308.22003173828125,1731.2001953125,0,R_A6,2018-01-01,STANDARD,42,17,0.0,29,1.0
22,308.68927001953125,308.68927001953125,1732.9249267578125,0,R_A6,2018-01-01,STANDARD,42,17,0.0,30,1.0
23,308.5469665527344,308.5469665527344,1734.649658203125,0,R_A6,2018-01-01,STANDARD,42,17,0.0,31,1.0
1,298.47967529296875,298.47967529296875,1641.094970703125,0,R_A2,2018-03-01,STANDARD,30,22,0.0,1,0.05582072585821152
2,298.59991455078125,298.59991455078125,1642.8890380859375,0,R_A2,2018-03-01,STANDARD,30,22,0.0,2,0.058756984770298004
3,298.7201232910156,298.7201232910156,1644.68310546875,0,R_A2,2018-03-01,STANDARD,30,22,0.0,3,0.06141968443989754
4,298.8403625488281,298.8403625488281,1646.4771728515625,0,R_A2,2018-03-01,STANDARD,30,22,0.0,4,0.06511608511209488
5,298.9605712890625,298.9605712890625,1648.2713623046875,0,R_A2,2018-03-01,STANDARD,30,22,0.0,5,0.06932953745126724
6,299.0807800292969,299.0807800292969,1650.0654296875,0,R_A2,2018-03-01,STANDARD,30,22,0.0,6,0.23684360086917877
7,299.2102355957031,299.2102355957031,1651.859619140625,0,R_A2,2018-03-01,STANDARD,30,22,0.0,7,0.888563334941864
8,299.33807373046875,299.33807373046875,1653.6536865234375,0,R_A2,2018-03-01,STANDARD,30,22,0.0,8,0.861706554889679
9,299.4650573730469,299.4650573730469,1655.44775390625,0,R_A2,2018-03-01,STANDARD,30,22,0.0,9,0.886750340461731
10,299.77423095703125,299.77423095703125,1657.2418212890625,0,R_A2,2018-03-01,STANDARD,30,22,0.0,10,0.897982656955719
11,299.9385681152344,299.9385681152344,1659.1368408203125,0,R_A2,2018-03-01,STANDARD,30,22,0.0,11,0.07502138614654541
12,300.0723571777344,300.0723571777344,1661.132568359375,0,R_A2,2018-03-01,STANDARD,30,22,0.0,12,0.07801887392997742
13,300.20721435546875,300.20721435546875,1663.12841796875,0,R_A2,2018-03-01,STANDARD,30,22,0.0,13,0.45286568999290466
14,300.3429870605469,300.3429870605469,1665.1241455078125,0,R_A2,2018-03-01,STANDARD,30,22,0.0,14,0.49348559975624084
15,300.4811096191406,300.4811096191406,1667.1199951171875,0,R_A2,2018-03-01,STANDARD,30,22,0.0,15,0.662039577960968
16,300.6153869628906,300.6153869628906,1669.11572265625,0,R_A2,2018-03-01,STANDARD,30,22,0.0,16,0.9643769860267639
17,300.7498474121094,300.7498474121094,1671.111572265625,0,R_A2,2018-03-01,STANDARD,30,22,0.0,17,0.9299655556678772
18,300.8758850097656,300.8758850097656,1672.9881591796875,0,R_A2,2018-03-01,STANDARD,30,22,0.0,18,0.9671221971511841
19,300.8465576171875,300.8465576171875,1674.229736328125,0,R_A2,2018-03-01,STANDARD,29,22,0.0,18,0.9799829125404358
20,301.1487121582031,301.1487121582031,1676.1676025390625,0,R_A2,2018-03-01,STANDARD,29,22,0.0,27,0.4191078245639801
21,302.011474609375,302.011474609375,1677.9368896484375,0,R_A2,2018-03-01,STANDARD,29,22,-4.970554133218452e-13,28,1.0
22,303.1623229980469,303.1623229980469,1679.7061767578125,0,R_A2,2018-03-01,STANDARD,29,22,-3.2280666177218406e-14,29,1.0
23,303.61199951171875,303.61199951171875,1681.4754638671875,0,R_A2,2018-03-01,STANDARD,29,22,-2.203821333594553e-15,30,1.0
24,303.876220703125,303.876220703125,1683.2447509765625,0,R_A2,2018-03-01,STANDARD,29,22,-2.804709523931628e-16,31,1.0
1,274.9591369628906,274.9591369628906,1685.026611328125,0,R_A5,2018-04-28,STANDARD,20,31,-7.771796308722254e-14,1,1.0
2,275.175048828125,275.175048828125,1687.3070068359375,0,R_A5,2018-04-28,STANDARD,20,31,-6.468308148214336e-14,2,1.0
3,275.39056396484375,275.39056396484375,1689.5875244140625,0,R_A5,2018-04-28,STANDARD,20,31,-6.342578643282054e-14,3,1.0
4,275.6058654785156,275.6058654785156,1691.8680419921875,0,R_A5,2018-04-28,STANDARD,20,31,-6.82935018215744e-14,4,1.0
5,275.8214416503906,275.8214416503906,1694.1485595703125,0,R_A5,2018-04-28,STANDARD,20,31,-6.559885284713324e-14,5,1.0
6,276.0372314453125,276.0372314453125,1696.4290771484375,0,R_A5,2018-04-28,STANDARD,20,31,-6.577204736792422e-14,6,1.0
7,276.576904296875,276.576904296875,1698.70947265625,0,R_A5,2018-04-28,STANDARD,20,31,-1.7784166541213835e-14,7,1.0
8,277.36614990234375,277.36614990234375,1707.6488037109375,0,R_A5,2018-04-28,STANDARD,20,31,-1.2695420886429942e-12,11,1.0
9,277.919189453125,277.919189453125,1709.5638427734375,0,R_A5,2018-04-28,STANDARD,20,31,-2.6415460530754276e-12,12,1.0
10,276.2530822753906,276.2530822753906,1701.7845458984375,0,R_A5,2018-04-28,STANDARD,21,31,-1.4374418322304905e-11,12,1.0
11,276.4523010253906,276.4523010253906,1703.735107421875,0,R_A5,2018-04-28,STANDARD,21,31,-8.693195360613692e-13,13,1.0
12,276.6411437988281,276.6411437988281,1705.6856689453125,0,R_A5,2018-04-28,STANDARD,21,31,-1.2000910248194385e-12,14,1.0
13,276.8440856933594,276.8440856933594,1707.63623046875,0,R_A5,2018-04-28,STANDARD,21,31,-2.26862460566378e-13,15,1.0
14,277.2503356933594,277.2503356933594,1709.5867919921875,0,R_A5,2018-04-28,STANDARD,21,31,-2.4617184376032886e-13,16,1.0
15,277.6221618652344,277.6221618652344,1711.537353515625,0,R_A5,2018-04-28,STANDARD,21,31,-5.2801923125728525e-14,17,1.0
16,278.0126953125,278.0126953125,1713.35400390625,0,R_A5,2018-04-28,STANDARD,21,31,-5.939064344484546e-14,18,1.0
17,278.2300720214844,278.2300720214844,1714.3951416015625,0,R_A5,2018-04-28,STANDARD,21,31,0.0,19,1.0
18,278.2671203613281,278.2671203613281,1715.7628173828125,0,R_A5,2018-04-28,STANDARD,21,31,-5.947201064948615e-12,27,1.0
19,278.52703857421875,278.52703857421875,1718.098388671875,0,R_A5,2018-04-28,STANDARD,21,31,-7.433523414868137e-12,28,1.0
20,279.57147216796875,279.57147216796875,1720.43408203125,0,R_A5,2018-04-28,STANDARD,21,31,-3.9844703057789754e-12,29,1.0
21,292.0901794433594,292.0901794433594,1722.7696533203125,0,R_A5,2018-04-28,STANDARD,21,31,-8.299392268086675e-17,30,1.0
22,302.4255065917969,302.4255065917969,1725.105224609375,0,R_A5,2018-04-28,STANDARD,21,31,-5.013916508898964e-19,31,1.0
1,282.0441589355469,282.0441589355469,1609.243408203125,0,R_A3,2018-07-03,STANDARD,41,28,0.0,1,0.6492763757705688
2,282.189697265625,282.189697265625,1611.3077392578125,0,R_A3,2018-07-03,STANDARD,41,28,0.0,2,0.1958933025598526
3,282.3275451660156,282.3275451660156,1613.3720703125,0,R_A3,2018-07-03,STANDARD,41,28,0.0,3,0.19640640914440155
4,282.4900207519531,282.4900207519531,1615.4365234375,0,R_A3,2018-07-03,STANDARD,41,28,0.0,4,0.38458114862442017
5,283.80645751953125,283.80645751953125,1617.5008544921875,0,R_A3,2018-07-03,STANDARD,41,28,0.0,5,0.797054648399353
6,284.01654052734375,284.01654052734375,1619.565185546875,0,R_A3,2018-07-03,STANDARD,41,28,0.0,6,0.64924556016922
7,283.02984619140625,283.02984619140625,1609.3663330078125,0,R_A3,2018-07-03,STANDARD,41,29,0.0,6,0.6491638422012329
8,283.17822265625,283.17822265625,1611.4163818359375,0,R_A3,2018-07-03,STANDARD,41,29,0.0,7,0.1980557143688202
9,283.3153991699219,283.3153991699219,1613.46630859375,0,R_A3,2018-07-03,STANDARD,41,29,0.0,8,0.19775938987731934
10,283.5695495605469,283.5695495605469,1615.516357421875,0,R_A3,2018-07-03,STANDARD,41,29,0.0,9,0.7964717149734497
11,284.4388122558594,284.4388122558594,1617.5662841796875,0,R_A3,2018-07-03,STANDARD,41,29,0.0,10,0.7959966659545898
12,284.2857971191406,284.2857971191406,1619.750732421875,0,R_A3,2018-07-03,STANDARD,41,29,0.0,11,0.050056781619787216
13,284.440673828125,284.440673828125,1622.0697021484375,0,R_A3,2018-07-03,STANDARD,41,29,0.0,12,0.05389508232474327
14,284.5960998535156,284.5960998535156,1624.388671875,0,R_A3,2018-07-03,STANDARD,41,29,0.0,13,0.371320903301239
15,285.4308166503906,285.4308166503906,1626.707763671875,0,R_A3,2018-07-03,STANDARD,41,29,0.0,14,0.39862698316574097
16,286.1918640136719,286.1918640136719,1629.026611328125,0,R_A3,2018-07-03,STANDARD,41,29,0.0,15,0.49541836977005005
17,286.3364562988281,286.3364562988281,1630.9468994140625,0,R_A3,2018-07-03,STANDARD,41,29,0.0,16,0.8044697046279907
18,288.3232421875,288.3232421875,1633.5262451171875,0,R_A3,2018-07-03,STANDARD,41,29,-2.1152530393919733e-08,27,0.9999997019767761
19,285.4977722167969,285.4977722167969,1637.1630859375,0,R_A3,2018-07-03,STANDARD,41,29,0.0,28,0.04316459968686104
20,285.74072265625,285.74072265625,1640.8001708984375,0,R_A3,2018-07-03,STANDARD,41,29,0.0,29,0.05118679255247116
21,288.8506164550781,288.8506164550781,1644.4371337890625,0,R_A3,2018-07-03,STANDARD,41,29,-4.937097397572643e-09,30,0.9999999403953552
22,286.22930908203125,286.22930908203125,1648.0740966796875,0,R_A3,2018-07-03,STANDARD,41,29,0.0,31,0.06304223090410233
1,276.614501953125,276.614501953125,1631.1873779296875,0,R_A4,2018-09-12,STANDARD,52,30,0.0,1,0.04980573058128357
2,276.4533996582031,276.4533996582031,1627.4293212890625,0,R_A4,2018-09-12,STANDARD,52,31,0.0,1,0.08293691277503967
3,276.59063720703125,276.59063720703125,1629.4896240234375,0,R_A4,2018-09-12,STANDARD,52,31,0.0,2,0.05196736007928848
4,276.7279052734375,276.7279052734375,1631.5498046875,0,R_A4,2018-09-12,STANDARD,52,31,0.0,3,0.0530586801469326
5,276.8652038574219,276.8652038574219,1633.610107421875,0,R_A4,2018-09-12,STANDARD,52,31,0.0,4,0.055835191160440445
6,276.8556823730469,276.8556823730469,1632.3968505859375,0,R_A4,2018-09-12,STANDARD,52,32,0.0,4,0.05600929632782936
7,276.8952941894531,276.8952941894531,1635.880615234375,0,R_A4,2018-09-12,STANDARD,51,32,0.0,4,0.0600237138569355
8,277.0390625,277.0390625,1637.321044921875,0,R_A4,2018-09-12,STANDARD,51,33,0.0,4,0.06248494237661362
9,276.916015625,276.916015625,1635.474609375,0,R_A4,2018-09-12,STANDARD,51,33,0.0,3,0.058262232691049576
10,277.1192321777344,277.1192321777344,1642.1485595703125,0,R_A4,2018-09-12,STANDARD,50,33,0.0,4,0.06300606578588486
11,277.1562805175781,277.1562805175781,1641.132080078125,0,R_A4,2018-09-12,STANDARD,50,34,0.0,4,0.062048424035310745
12,277.02825927734375,277.02825927734375,1639.20703125,0,R_A4,2018-09-12,STANDARD,50,34,0.0,3,0.11697322130203247
13,277.2938537597656,277.2938537597656,1640.9061279296875,0,R_A4,2018-09-12,STANDARD,50,35,0.0,3,0.09911938011646271
14,277.1703186035156,277.1703186035156,1639.0426025390625,0,R_A4,2018-09-12,STANDARD,50,35,0.0,2,0.18056195974349976
15,277.2073059082031,277.2073059082031,1641.93212890625,0,R_A4,2018-09-12,STANDARD,49,35,0.0,2,0.23661835491657257
16,278.7813415527344,278.7813415527344,1642.357421875,0,R_A4,2018-09-12,STANDARD,49,36,0.0,30,0.05748262628912926
17,278.53729248046875,278.53729248046875,1639.6068115234375,0,R_A4,2018-09-12,STANDARD,48,36,0.0,30,0.6496930122375488
18,279.09368896484375,279.09368896484375,1646.7513427734375,0,R_A4,2018-09-12,STANDARD,48,37,0.0,30,0.05937689542770386
19,279.6337890625,279.6337890625,1653.461669921875,0,R_A4,2018-09-12,STANDARD,48,38,0.0,30,0.14918389916419983
20,279.82952880859375,279.82952880859375,1657.8184814453125,0,R_A4,2018-09-12,STANDARD,47,38,0.0,30,0.08812174946069717
1,275.7428894042969,275.7428894042969,1695.20263671875,0,R_A6,2018-11-07,STANDARD,42,17,-4.9181358719721166e-15,1,1.0
2,275.8871765136719,275.8871765136719,1696.7510986328125,0,R_A6,2018-11-07,STANDARD,42,17,-2.5718067507161848e-15,2,1.0
3,276.02703857421875,276.02703857421875,1698.299560546875,0,R_A6,2018-11-07,STANDARD,42,17,-1.8638297201049652e-15,3,1.0
4,276.1614685058594,276.1614685058594,1699.84814453125,0,R_A6,2018-11-07,STANDARD,42,17,-1.5868039948154205e-15,4,1.0
5,276.2933044433594,276.2933044433594,1701.3966064453125,0,R_A6,2018-11-07,STANDARD,42,17,-1.861052934345629e-15,5,1.0
6,276.4274597167969,276.4274597167969,1702.9451904296875,0,R_A6,2018-11-07,STANDARD,42,17,-3.051808675222172e-15,6,1.0
7,276.2679443359375,276.2679443359375,1704.49365234375,0,R_A6,2018-11-07,STANDARD,42,17,-1.209288474478959e-13,7,1.0
8,276.7068176269531,276.7068176269531,1706.042236328125,0,R_A6,2018-11-07,STANDARD,42,17,-6.934641374995538e-15,8,1.0
9,276.8387145996094,276.8387145996094,1707.5906982421875,0,R_A6,2018-11-07,STANDARD,42,17,-7.600309745166116e-15,9,1.0
10,276.6525573730469,276.6525573730469,1709.1392822265625,0,R_A6,2018-11-07,STANDARD,42,17,-1.5520925473674896e-12,10,1.0
11,276.82568359375,276.82568359375,1711.055419921875,0,R_A6,2018-11-07,STANDARD,42,17,-1.6099957738519022e-12,11,1.0
12,277.0420227050781,277.0420227050781,1713.3392333984375,0,R_A6,2018-11-07,STANDARD,42,17,-8.952840638981607e-13,12,1.0
13,277.2762451171875,277.2762451171875,1715.623046875,0,R_A6,2018-11-07,STANDARD,42,17,-6.458293508272359e-14,13,1.0
14,277.4924621582031,277.4924621582031,1717.9068603515625,0,R_A6,2018-11-07,STANDARD,42,17,-3.8445192396350386e-14,14,1.0
15,277.70855712890625,277.70855712890625,1720.190673828125,0,R_A6,2018-11-07,STANDARD,42,17,-2.862643390562358e-14,15,1.0
