CONIDX,DATE,WELLMODEL,WELL,CONKPOS,DRAWDOWN,SWAT,SGAS,PRESSURE,CONIPOS,CONJPOS,DEPTH,CONBPRES
8,2018-11-07,STANDARD,R_A6,8,0,1.0,5.596257138251737e-11,277.1690673828125,17,42,1705.287109375,277.1690673828125
9,2018-11-07,STANDARD,R_A6,9,0,1.0,2.1876847122043186e-12,277.6412353515625,17,42,1706.82421875,277.6412353515625
10,2018-11-07,STANDARD,R_A6,10,0,1.0,1.0506197691342867e-12,277.9122314453125,17,42,1708.3614501953125,277.9122314453125
11,2018-11-07,STANDARD,R_A6,11,0,1.0,3.3234183634267556e-12,281.27691650390625,17,42,1710.27490234375,281.27691650390625
12,2018-11-07,STANDARD,R_A6,12,0,1.0,0.0,281.47235107421875,17,42,1712.564697265625,281.47235107421875
13,2018-11-07,STANDARD,R_A6,13,0,1.0,1.492971198058246e-11,281.7096252441406,17,42,1714.8543701171875,281.7096252441406
14,2018-11-07,STANDARD,R_A6,14,0,1.0,1.2656866006655054e-11,281.9263916015625,17,42,1717.14404296875,281.9263916015625
15,2018-11-07,STANDARD,R_A6,15,0,1.0,9.768882751337582e-12,282.1435241699219,17,42,1719.4337158203125,282.1435241699219
16,2018-11-07,STANDARD,R_A6,16,0,1.0,2.4587473983900265e-12,282.5059509277344,17,42,1721.723388671875,282.5059509277344
17,2018-11-07,STANDARD,R_A6,17,0,1.0,5.084886071232697e-12,282.72314453125,17,42,1724.0130615234375,282.72314453125
18,2018-11-07,STANDARD,R_A6,18,0,1.0,5.300278445308226e-12,282.8696594238281,17,42,1725.5604248046875,282.8696594238281
19,2018-11-07,STANDARD,R_A6,25,0,1.0,1.8770544146784474e-11,282.7862243652344,17,42,1726.8189697265625,282.7862243652344
20,2018-11-07,STANDARD,R_A6,26,0,1.0,1.4235199824463862e-11,282.9483337402344,17,42,1728.531005859375,282.9483337402344
21,2018-11-07,STANDARD,R_A6,27,0,1.0,2.3052904940754692e-17,284.01605224609375,17,42,1730.2430419921875,284.01605224609375
22,2018-11-07,STANDARD,R_A6,28,0,1.0,1.7668857057589408e-18,284.3550109863281,17,42,1731.9549560546875,284.3550109863281
23,2018-11-07,STANDARD,R_A6,29,0,1.0,2.096366835549826e-13,283.4305419921875,17,42,1733.6671142578125,283.4305419921875
