PRESSURE,DEPTH,CONKPOS,SGAS,WELL,DATE,CONJPOS,DRAWDOWN,CONIPOS,SWAT,CONBPRES,CONIDX,WELLMODEL
276.5100402832031,1717.9068603515625,14,-2.3329343738386238e-17,R_A6,2018-11-07,42,0,17,1.0,276.5100402832031,14,STANDARD
276.7174072265625,1720.190673828125,15,4.2916835059854124e-18,R_A6,2018-11-07,42,0,17,1.0,276.7174072265625,15,STANDARD
277.0531921386719,1722.474365234375,16,-6.668308649880413e-18,R_A6,2018-11-07,42,0,17,1.0,277.0531921386719,16,STANDARD
277.2437744140625,1724.7581787109375,17,-1.039432159204414e-18,R_A6,2018-11-07,42,0,17,1.0,277.2437744140625,17,STANDARD
277.38665771484375,1726.394287109375,18,-2.27043872789065e-18,R_A6,2018-11-07,42,0,17,1.0,277.38665771484375,18,STANDARD
277.30633544921875,1727.7508544921875,27,-2.4865848600687983e-16,R_A6,2018-11-07,42,0,17,1.0,277.30633544921875,19,STANDARD
277.6293029785156,1729.4755859375,28,-7.158950933613818e-19,R_A6,2018-11-07,42,0,17,1.0,277.6293029785156,20,STANDARD
278.63812255859375,1731.2001953125,29,-2.166680818441217e-22,R_A6,2018-11-07,42,0,17,1.0,278.63812255859375,21,STANDARD
278.973388671875,1732.9249267578125,30,-3.4791321829579537e-23,R_A6,2018-11-07,42,0,17,1.0,278.973388671875,22,STANDARD
278.0043029785156,1734.649658203125,31,-3.980152894355284e-17,R_A6,2018-11-07,42,0,17,1.0,278.0043029785156,23,STANDARD
