SGAS,DRAWDOWN,CONKPOS,DATE,CONJPOS,WELLMODEL,CONIDX,CONBPRES,SWAT,WELL,CONIPOS,PRESSURE,DEPTH
0.0,0,3,2018-01-01,41,STANDARD,3,299.0472106933594,0.11823459714651108,R_A3,28,299.0472106933594,1615.4287109375
0.0,0,3,2018-01-01,41,STANDARD,4,298.0695495605469,0.18496917188167572,R_A3,29,298.0695495605469,1600.8406982421875
0.0,0,4,2018-01-01,41,STANDARD,5,298.2169189453125,0.36421796679496765,R_A3,29,298.2169189453125,1603.0399169921875
0.0,0,5,2018-01-01,41,STANDARD,6,298.36431884765625,0.8051382303237915,R_A3,29,298.36431884765625,1605.2392578125
0.0,0,6,2018-01-01,41,STANDARD,7,298.5116882324219,0.2170661985874176,R_A3,29,298.5116882324219,1607.4385986328125
0.0,0,7,2018-01-01,41,STANDARD,8,298.6590881347656,0.1938234567642212,R_A3,29,298.6590881347656,1609.637939453125
0.0,0,8,2018-01-01,41,STANDARD,9,298.8064880371094,0.19502943754196167,R_A3,29,298.8064880371094,1611.837158203125
0.0,0,9,2018-01-01,41,STANDARD,10,298.9538879394531,0.6481541991233826,R_A3,29,298.9538879394531,1614.0364990234375
0.0,0,10,2018-01-01,41,STANDARD,11,299.1012878417969,0.1782979667186737,R_A3,29,299.1012878417969,1616.23583984375
0.0,0,11,2018-01-01,41,STANDARD,12,299.2511291503906,0.04616748169064522,R_A3,29,299.2511291503906,1618.4710693359375
0.0,0,12,2018-01-01,41,STANDARD,13,299.4033508300781,0.0514645092189312,R_A3,29,299.4033508300781,1620.7421875
0.0,0,13,2018-01-01,41,STANDARD,14,299.55560302734375,0.295317143201828,R_A3,29,299.55560302734375,1623.0133056640625
0.0,0,14,2018-01-01,41,STANDARD,15,299.7078552246094,0.29520973563194275,R_A3,29,299.7078552246094,1625.2845458984375
0.0,0,15,2018-01-01,41,STANDARD,16,299.860107421875,0.34767746925354004,R_A3,29,299.860107421875,1627.5556640625
0.0,0,16,2018-01-01,41,STANDARD,17,300.0065612792969,0.7917795181274414,R_A3,29,300.0065612792969,1629.7406005859375
0.0,0,17,2018-01-01,41,STANDARD,18,300.0905456542969,0.7800760865211487,R_A3,29,300.0905456542969,1630.9932861328125
0.0,0,26,2018-01-01,41,STANDARD,19,300.2330627441406,0.6767589449882507,R_A3,29,300.2330627441406,1633.1187744140625
0.0,0,27,2018-01-01,41,STANDARD,20,300.4908142089844,0.044591039419174194,R_A3,29,300.4908142089844,1636.962890625
0.0,0,28,2018-01-01,41,STANDARD,21,300.7485656738281,0.051350031048059464,R_A3,29,300.7485656738281,1640.80712890625
0.0,0,29,2018-01-01,41,STANDARD,22,301.00634765625,0.22865234315395355,R_A3,29,301.00634765625,1644.6513671875
0.0,0,30,2018-01-01,41,STANDARD,23,301.2641296386719,0.14713476598262787,R_A3,29,301.2641296386719,1648.49560546875
0.0,0,1,2018-01-01,52,STANDARD,1,299.9930114746094,0.05155230686068535,R_A4,30,299.9930114746094,1629.538330078125
0.0,0,1,2018-01-01,52,STANDARD,2,299.748046875,0.05043913424015045,R_A4,31,299.748046875,1625.88427734375
0.0,0,2,2018-01-01,52,STANDARD,3,299.88433837890625,0.18914557993412018,R_A4,31,299.88433837890625,1627.9171142578125
0.0,0,3,2018-01-01,52,STANDARD,4,300.0205993652344,0.15670929849147797,R_A4,31,300.0205993652344,1629.9498291015625
0.0,0,4,2018-01-01,52,STANDARD,5,300.1568908691406,0.05238932743668556,R_A4,31,300.1568908691406,1631.9825439453125
0.0,0,5,2018-01-01,52,STANDARD,6,300.29315185546875,0.09457267820835114,R_A4,31,300.29315185546875,1634.0152587890625
0.0,0,5,2018-01-01,52,STANDARD,7,300.23077392578125,0.05414007231593132,R_A4,32,300.23077392578125,1633.0848388671875
0.0,0,5,2018-01-01,51,STANDARD,8,300.4490051269531,0.05758063122630119,R_A4,32,300.4490051269531,1636.33984375
0.0,0,5,2018-01-01,51,STANDARD,9,300.56243896484375,0.05724586918950081,R_A4,33,300.56243896484375,1638.031494140625
0.0,0,4,2018-01-01,51,STANDARD,10,300.438720703125,0.05641297623515129,R_A4,33,300.438720703125,1636.1861572265625
0.0,0,4,2018-01-01,50,STANDARD,11,300.7922058105469,0.05789519101381302,R_A4,33,300.7922058105469,1641.4580078125
0.0,0,4,2018-01-01,50,STANDARD,12,300.7524108886719,0.05970581993460655,R_A4,34,300.7524108886719,1640.86474609375
0.0,0,3,2018-01-01,50,STANDARD,13,300.62408447265625,0.20137624442577362,R_A4,34,300.62408447265625,1638.95068359375
0.0,0,3,2018-01-01,50,STANDARD,14,300.78570556640625,0.15981657803058624,R_A4,35,300.78570556640625,1641.361328125
0.0,0,3,2018-01-01,49,STANDARD,15,300.9067077636719,0.12224575877189636,R_A4,35,300.9067077636719,1643.1656494140625
0.0,0,2,2018-01-01,49,STANDARD,16,300.7793273925781,0.22943361103534698,R_A4,35,300.7793273925781,1641.2659912109375
0.0,0,29,2018-01-01,49,STANDARD,17,300.8438415527344,0.052489448338747025,R_A4,36,300.8438415527344,1642.22802734375
0.0,0,29,2018-01-01,48,STANDARD,18,300.76678466796875,0.04879441484808922,R_A4,36,300.76678466796875,1641.0791015625
0.0,0,29,2018-01-01,48,STANDARD,19,301.2259216308594,0.295335978269577,R_A4,37,301.2259216308594,1647.92578125
0.0,0,29,2018-01-01,48,STANDARD,20,301.5259094238281,0.09845490753650665,R_A4,38,301.5259094238281,1652.399169921875
0.0,0,29,2018-01-01,47,STANDARD,21,302.0494079589844,0.2945308983325958,R_A4,38,302.0494079589844,1660.2042236328125
0.0,0,1,2018-01-01,20,STANDARD,1,303.7805480957031,1.0,R_A5,31,303.7805480957031,1684.356201171875
0.0,0,2,2018-01-01,20,STANDARD,2,303.98333740234375,1.0,R_A5,31,303.98333740234375,1686.49609375
0.0,0,3,2018-01-01,20,STANDARD,3,304.1861267089844,1.0,R_A5,31,304.1861267089844,1688.6358642578125
0.0,0,4,2018-01-01,20,STANDARD,4,304.388916015625,1.0,R_A5,31,304.388916015625,1690.7757568359375
0.0,0,5,2018-01-01,20,STANDARD,5,304.5917053222656,1.0,R_A5,31,304.5917053222656,1692.9156494140625
0.0,0,6,2018-01-01,20,STANDARD,6,304.7944641113281,1.0,R_A5,31,304.7944641113281,1695.0555419921875
0.0,0,7,2018-01-01,20,STANDARD,7,305.3030700683594,1.0,R_A5,31,305.3030700683594,1697.1954345703125
0.0,0,8,2018-01-01,20,STANDARD,8,305.505859375,1.0,R_A5,31,305.505859375,1699.3353271484375
0.0,0,11,2018-01-01,21,STANDARD,9,305.4615173339844,1.0,R_A5,31,305.4615173339844,1702.0931396484375
0.0,0,12,2018-01-01,21,STANDARD,10,305.64630126953125,1.0,R_A5,31,305.64630126953125,1704.0428466796875
0.0,0,13,2018-01-01,21,STANDARD,11,305.8430480957031,1.0,R_A5,31,305.8430480957031,1705.99267578125
0.0,0,14,2018-01-01,21,STANDARD,12,306.02783203125,1.0,R_A5,31,306.02783203125,1707.9423828125
0.0,0,15,2018-01-01,21,STANDARD,13,306.2126159667969,1.0,R_A5,31,306.2126159667969,1709.8922119140625
0.0,0,16,2018-01-01,21,STANDARD,14,306.54241943359375,1.0,R_A5,31,306.54241943359375,1711.8419189453125
0.0,0,17,2018-01-01,21,STANDARD,15,306.7272033691406,1.0,R_A5,31,306.7272033691406,1713.7916259765625
0.0,0,18,2018-01-01,21,STANDARD,16,306.8638000488281,1.0,R_A5,31,306.8638000488281,1715.233154296875
0.0,0,19,2018-01-01,21,STANDARD,17,306.9255676269531,1.0,R_A5,31,306.9255676269531,1715.884765625
0.0,0,26,2018-01-01,21,STANDARD,18,306.8891906738281,1.0,R_A5,31,306.8891906738281,1717.158447265625
0.0,0,27,2018-01-01,21,STANDARD,19,307.0954895019531,1.0,R_A5,31,307.0954895019531,1719.3353271484375
0.0,0,28,2018-01-01,21,STANDARD,20,307.60760498046875,1.0,R_A5,31,307.60760498046875,1721.51220703125
0.0,0,29,2018-01-01,21,STANDARD,21,307.8139343261719,1.0,R_A5,31,307.8139343261719,1723.6890869140625
0.0,0,30,2018-01-01,21,STANDARD,22,308.0202331542969,1.0,R_A5,31,308.0202331542969,1725.865966796875
0.0,0,1,2018-01-01,42,STANDARD,1,305.04010009765625,1.0,R_A6,17,305.04010009765625,1694.4207763671875
0.0,0,2,2018-01-01,42,STANDARD,2,305.1852722167969,1.0,R_A6,17,305.1852722167969,1695.9525146484375
0.0,0,3,2018-01-01,42,STANDARD,3,305.3304443359375,1.0,R_A6,17,305.3304443359375,1697.484375
0.0,0,4,2018-01-01,42,STANDARD,4,305.4755859375,1.0,R_A6,17,305.4755859375,1699.01611328125
0.0,0,5,2018-01-01,42,STANDARD,5,305.6207580566406,1.0,R_A6,17,305.6207580566406,1700.5478515625
0.0,0,6,2018-01-01,42,STANDARD,6,305.76593017578125,1.0,R_A6,17,305.76593017578125,1702.07958984375
0.0,0,7,2018-01-01,42,STANDARD,7,305.6120300292969,1.0,R_A6,17,305.6120300292969,1703.611328125
0.0,0,8,2018-01-01,42,STANDARD,8,305.7572021484375,1.0,R_A6,17,305.7572021484375,1705.14306640625
0.0,0,9,2018-01-01,42,STANDARD,9,306.201416015625,1.0,R_A6,17,306.201416015625,1706.6749267578125
0.0,0,10,2018-01-01,42,STANDARD,10,306.0408020019531,1.0,R_A6,17,306.0408020019531,1708.2066650390625
0.0,0,11,2018-01-01,42,STANDARD,11,306.2186279296875,1.0,R_A6,17,306.2186279296875,1710.0816650390625
0.0,0,12,2018-01-01,42,STANDARD,12,306.4288635253906,1.0,R_A6,17,306.4288635253906,1712.300048828125
0.0,0,13,2018-01-01,42,STANDARD,13,306.65106201171875,1.0,R_A6,17,306.65106201171875,1714.5184326171875
0.0,0,14,2018-01-01,42,STANDARD,14,306.8612976074219,1.0,R_A6,17,306.8612976074219,1716.7366943359375
0.0,0,15,2018-01-01,42,STANDARD,15,307.0715637207031,1.0,R_A6,17,307.0715637207031,1718.955078125
0.0,0,16,2018-01-01,42,STANDARD,16,307.42681884765625,1.0,R_A6,17,307.42681884765625,1721.1734619140625
0.0,0,17,2018-01-01,42,STANDARD,17,307.6370544433594,1.0,R_A6,17,307.6370544433594,1723.391845703125
0.0,0,18,2018-01-01,42,STANDARD,18,307.8011169433594,1.0,R_A6,17,307.8011169433594,1725.1229248046875
0.0,0,26,2018-01-01,42,STANDARD,19,307.7838134765625,1.0,R_A6,17,307.7838134765625,1726.59765625
0.0,0,27,2018-01-01,42,STANDARD,20,308.2512512207031,1.0,R_A6,17,308.2512512207031,1728.3033447265625
0.0,0,28,2018-01-01,42,STANDARD,21,308.41290283203125,1.0,R_A6,17,308.41290283203125,1730.009033203125
0.0,0,29,2018-01-01,42,STANDARD,22,308.5745849609375,1.0,R_A6,17,308.5745849609375,1731.71484375
0.0,0,30,2018-01-01,42,STANDARD,23,308.4304504394531,1.0,R_A6,17,308.4304504394531,1733.4205322265625
0.0,0,1,2018-03-01,30,STANDARD,1,298.0339050292969,0.1433938890695572,R_A2,22,298.0339050292969,1641.6710205078125
0.0,0,2,2018-03-01,30,STANDARD,2,298.1529541015625,0.056237488985061646,R_A2,22,298.1529541015625,1643.4471435546875
0.0,0,3,2018-03-01,30,STANDARD,3,298.27203369140625,0.05819908529520035,R_A2,22,298.27203369140625,1645.22314453125
0.0,0,4,2018-03-01,30,STANDARD,4,298.3910827636719,0.06395863741636276,R_A2,22,298.3910827636719,1646.999267578125
0.0,0,5,2018-03-01,30,STANDARD,5,298.5101318359375,0.0687655508518219,R_A2,22,298.5101318359375,1648.7752685546875
0.0,0,6,2018-03-01,30,STANDARD,6,298.6509094238281,0.3180280327796936,R_A2,22,298.6509094238281,1650.55126953125
0.0,0,7,2018-03-01,30,STANDARD,7,298.7784118652344,0.881624162197113,R_A2,22,298.7784118652344,1652.327392578125
0.0,0,8,2018-03-01,30,STANDARD,8,298.9046325683594,0.8649559020996094,R_A2,22,298.9046325683594,1654.1033935546875
0.0,0,9,2018-03-01,30,STANDARD,9,299.3171081542969,0.8941864967346191,R_A2,22,299.3171081542969,1655.87939453125
0.0,0,10,2018-03-01,30,STANDARD,10,299.7995300292969,0.8928646445274353,R_A2,22,299.7995300292969,1657.655517578125
0.0,0,11,2018-03-01,30,STANDARD,11,300.1929626464844,0.07160740345716476,R_A2,22,300.1929626464844,1659.5325927734375
0.0,0,12,2018-03-01,30,STANDARD,12,300.3341064453125,0.07323424518108368,R_A2,22,300.3341064453125,1661.5108642578125
0.0,0,13,2018-03-01,30,STANDARD,13,300.4829406738281,0.4251517057418823,R_A2,22,300.4829406738281,1663.4891357421875
0.0,0,14,2018-03-01,30,STANDARD,14,300.61669921875,0.47608521580696106,R_A2,22,300.61669921875,1665.4674072265625
0.0,0,15,2018-03-01,30,STANDARD,15,300.7667541503906,0.5633957386016846,R_A2,22,300.7667541503906,1667.445556640625
0.0,0,16,2018-03-01,30,STANDARD,16,300.9047546386719,0.9492775201797485,R_A2,22,300.9047546386719,1669.423828125
0.0,0,17,2018-03-01,30,STANDARD,17,301.04119873046875,0.9254772663116455,R_A2,22,301.04119873046875,1671.402099609375
0.0,0,17,2018-03-01,29,STANDARD,18,300.9214782714844,0.8985698223114014,R_A2,22,300.9214782714844,1670.105712890625
0.0,0,18,2018-03-01,29,STANDARD,19,301.0545349121094,0.9322934150695801,R_A2,22,301.0545349121094,1672.09130859375
0.0,0,19,2018-03-01,29,STANDARD,20,301.1382141113281,0.9808482527732849,R_A2,22,301.1382141113281,1673.339599609375
0.0,0,26,2018-03-01,29,STANDARD,21,302.8515319824219,0.7941494584083557,R_A2,22,302.8515319824219,1674.5
-1.97410194857639e-08,0,27,2018-03-01,29,STANDARD,22,302.718994140625,0.9999998211860657,R_A2,22,302.718994140625,1676.3095703125
-2.955870411717326e-13,0,28,2018-03-01,29,STANDARD,23,302.52276611328125,1.0,R_A2,22,302.52276611328125,1678.1190185546875
0.0,0,29,2018-03-01,29,STANDARD,24,302.1700744628906,0.6786458492279053,R_A2,22,302.1700744628906,1679.928466796875
0.0,0,30,2018-03-01,29,STANDARD,25,302.6316223144531,0.9999949932098389,R_A2,22,302.6316223144531,1681.738037109375
-1.1813768713286876e-11,0,1,2018-04-28,20,STANDARD,1,278.7944030761719,1.0,R_A5,31,278.7944030761719,1684.356201171875
-1.8789162933852133e-11,0,2,2018-04-28,20,STANDARD,2,278.99676513671875,1.0,R_A5,31,278.99676513671875,1686.49609375
-1.73420913046618e-11,0,3,2018-04-28,20,STANDARD,3,279.1990966796875,1.0,R_A5,31,279.1990966796875,1688.6358642578125
-1.767363512483744e-11,0,4,2018-04-28,20,STANDARD,4,279.40155029296875,1.0,R_A5,31,279.40155029296875,1690.7757568359375
-1.5036633396747767e-11,0,5,2018-04-28,20,STANDARD,5,279.60394287109375,1.0,R_A5,31,279.60394287109375,1692.9156494140625
-1.3900791975829385e-11,0,6,2018-04-28,20,STANDARD,6,279.806396484375,1.0,R_A5,31,279.806396484375,1695.0555419921875
-5.617619000183871e-13,0,7,2018-04-28,20,STANDARD,7,280.3206787109375,1.0,R_A5,31,280.3206787109375,1697.1954345703125
-2.201049807909819e-13,0,8,2018-04-28,20,STANDARD,8,280.5419921875,1.0,R_A5,31,280.5419921875,1699.3353271484375
-2.2913152278314364e-11,0,11,2018-04-28,21,STANDARD,9,276.15423583984375,1.0,R_A5,31,276.15423583984375,1702.0931396484375
-2.4774167092789234e-11,0,12,2018-04-28,21,STANDARD,10,276.2898864746094,1.0,R_A5,31,276.2898864746094,1704.0428466796875
-1.03719994832413e-12,0,13,2018-04-28,21,STANDARD,11,276.4864501953125,1.0,R_A5,31,276.4864501953125,1705.99267578125
-1.751610466914355e-12,0,14,2018-04-28,21,STANDARD,12,276.6709899902344,1.0,R_A5,31,276.6709899902344,1707.9423828125
-5.234343232289607e-13,0,15,2018-04-28,21,STANDARD,13,276.8558349609375,1.0,R_A5,31,276.8558349609375,1709.8922119140625
-1.422384074672295e-13,0,16,2018-04-28,21,STANDARD,14,277.18951416015625,1.0,R_A5,31,277.18951416015625,1711.8419189453125
-1.828902833215032e-13,0,17,2018-04-28,21,STANDARD,15,277.3785095214844,1.0,R_A5,31,277.3785095214844,1713.7916259765625
-1.8569087240072335e-13,0,18,2018-04-28,21,STANDARD,16,277.5156555175781,1.0,R_A5,31,277.5156555175781,1715.233154296875
0.0,0,19,2018-04-28,21,STANDARD,17,277.57745361328125,1.0,R_A5,31,277.57745361328125,1715.884765625
-6.945417751666981e-15,0,26,2018-04-28,21,STANDARD,18,281.16046142578125,1.0,R_A5,31,281.16046142578125,1717.158447265625
-6.943148126884813e-15,0,27,2018-04-28,21,STANDARD,19,281.3974609375,1.0,R_A5,31,281.3974609375,1719.3353271484375
-4.926427012992101e-22,0,28,2018-04-28,21,STANDARD,20,293.5581359863281,1.0,R_A5,31,293.5581359863281,1721.51220703125
-9.886207443710181e-23,0,29,2018-04-28,21,STANDARD,21,301.9332580566406,1.0,R_A5,31,301.9332580566406,1723.6890869140625
-5.5848650241047254e-24,0,30,2018-04-28,21,STANDARD,22,306.111083984375,1.0,R_A5,31,306.111083984375,1725.865966796875
0.0,0,1,2018-07-03,41,STANDARD,1,283.8062744140625,0.3114396035671234,R_A3,28,283.8062744140625,1611.287109375
0.0,0,2,2018-07-03,41,STANDARD,2,283.9442443847656,0.19943957030773163,R_A3,28,283.9442443847656,1613.35791015625
0.0,0,3,2018-07-03,41,STANDARD,3,284.0825500488281,0.11845927685499191,R_A3,28,284.0825500488281,1615.4287109375
0.0,0,3,2018-07-03,41,STANDARD,4,283.0484313964844,0.18554002046585083,R_A3,29,283.0484313964844,1600.8406982421875
0.0,0,4,2018-07-03,41,STANDARD,5,283.2205505371094,0.3651478588581085,R_A3,29,283.2205505371094,1603.0399169921875
0.0,0,5,2018-07-03,41,STANDARD,6,283.4460144042969,0.8038952350616455,R_A3,29,283.4460144042969,1605.2392578125
0.0,0,6,2018-07-03,41,STANDARD,7,283.5713806152344,0.21724849939346313,R_A3,29,283.5713806152344,1607.4385986328125
0.0,0,7,2018-07-03,41,STANDARD,8,283.7183532714844,0.19402532279491425,R_A3,29,283.7183532714844,1609.637939453125
0.0,0,8,2018-07-03,41,STANDARD,9,283.8653259277344,0.19525818526744843,R_A3,29,283.8653259277344,1611.837158203125
0.0,0,9,2018-07-03,41,STANDARD,10,284.0202331542969,0.6493056416511536,R_A3,29,284.0202331542969,1614.0364990234375
0.0,0,10,2018-07-03,41,STANDARD,11,284.177978515625,0.17838722467422485,R_A3,29,284.177978515625,1616.23583984375
0.0,0,11,2018-07-03,41,STANDARD,12,294.7656555175781,0.046192482113838196,R_A3,29,294.7656555175781,1618.4710693359375
0.0,0,12,2018-07-03,41,STANDARD,13,294.917724609375,0.05149195343255997,R_A3,29,294.917724609375,1620.7421875
0.0,0,13,2018-07-03,41,STANDARD,14,295.0705871582031,0.2954382598400116,R_A3,29,295.0705871582031,1623.0133056640625
0.0,0,14,2018-07-03,41,STANDARD,15,295.2235412597656,0.29534491896629333,R_A3,29,295.2235412597656,1625.2845458984375
0.0,0,15,2018-07-03,41,STANDARD,16,295.4974670410156,0.34824293851852417,R_A3,29,295.4974670410156,1627.5556640625
0.0,0,16,2018-07-03,41,STANDARD,17,295.742919921875,0.79151451587677,R_A3,29,295.742919921875,1629.7406005859375
0.0,0,17,2018-07-03,41,STANDARD,18,295.8273620605469,0.7798199653625488,R_A3,29,295.8273620605469,1630.9932861328125
0.0,0,26,2018-07-03,41,STANDARD,19,287.1319885253906,0.677618145942688,R_A3,29,287.1319885253906,1633.1187744140625
0.0,0,27,2018-07-03,41,STANDARD,20,285.96044921875,0.04463612288236618,R_A3,29,285.96044921875,1636.962890625
0.0,0,28,2018-07-03,41,STANDARD,21,286.217041015625,0.051334962248802185,R_A3,29,286.217041015625,1640.80712890625
0.0,0,29,2018-07-03,41,STANDARD,22,286.4728088378906,0.22711409628391266,R_A3,29,286.4728088378906,1644.6513671875
0.0,0,30,2018-07-03,41,STANDARD,23,286.7259521484375,0.14633753895759583,R_A3,29,286.7259521484375,1648.49560546875
0.0,0,1,2018-09-12,52,STANDARD,1,277.9238586425781,0.05175470933318138,R_A4,30,277.9238586425781,1629.538330078125
0.0,0,1,2018-09-12,52,STANDARD,2,277.7978210449219,0.05046134442090988,R_A4,31,277.7978210449219,1625.88427734375
0.0,0,2,2018-09-12,52,STANDARD,3,277.9334411621094,0.1891348510980606,R_A4,31,277.9334411621094,1627.9171142578125
0.0,0,3,2018-09-12,52,STANDARD,4,278.06890869140625,0.15673665702342987,R_A4,31,278.06890869140625,1629.9498291015625
0.0,0,4,2018-09-12,52,STANDARD,5,278.2044982910156,0.052454330027103424,R_A4,31,278.2044982910156,1631.9825439453125
0.0,0,5,2018-09-12,52,STANDARD,6,278.3400573730469,0.0947071760892868,R_A4,31,278.3400573730469,1634.0152587890625
0.0,0,5,2018-09-12,52,STANDARD,7,278.3577880859375,0.05424926057457924,R_A4,32,278.3577880859375,1633.0848388671875
0.0,0,5,2018-09-12,51,STANDARD,8,278.47412109375,0.057724129408597946,R_A4,32,278.47412109375,1636.33984375
0.0,0,5,2018-09-12,51,STANDARD,9,278.670654296875,0.05743877962231636,R_A4,33,278.670654296875,1638.031494140625
0.0,0,4,2018-09-12,51,STANDARD,10,278.5476379394531,0.05659472569823265,R_A4,33,278.5476379394531,1636.1861572265625
0.0,0,4,2018-09-12,50,STANDARD,11,278.8077392578125,0.058040689677000046,R_A4,33,278.8077392578125,1641.4580078125
0.0,0,4,2018-09-12,50,STANDARD,12,278.84967041015625,0.05982513353228569,R_A4,34,278.84967041015625,1640.86474609375
0.0,0,3,2018-09-12,50,STANDARD,13,278.7219543457031,0.20187866687774658,R_A4,34,278.7219543457031,1638.95068359375
0.0,0,3,2018-09-12,50,STANDARD,14,278.9648132324219,0.1602204442024231,R_A4,35,278.9648132324219,1641.361328125
0.0,0,3,2018-09-12,49,STANDARD,15,278.9939270019531,0.12253093719482422,R_A4,35,278.9939270019531,1643.1656494140625
0.0,0,2,2018-09-12,49,STANDARD,16,278.8671875,0.2297070175409317,R_A4,35,278.8671875,1641.2659912109375
0.0,0,29,2018-09-12,49,STANDARD,17,278.3230285644531,0.053016211837530136,R_A4,36,278.3230285644531,1642.22802734375
0.0,0,29,2018-09-12,48,STANDARD,18,278.02606201171875,0.05314764752984047,R_A4,36,278.02606201171875,1641.0791015625
0.0,0,29,2018-09-12,48,STANDARD,19,278.88653564453125,0.2665112614631653,R_A4,37,278.88653564453125,1647.92578125
0.0,0,29,2018-09-12,48,STANDARD,20,279.3485107421875,0.09860517084598541,R_A4,38,279.3485107421875,1652.399169921875
0.0,0,29,2018-09-12,47,STANDARD,21,279.78509521484375,0.26691752672195435,R_A4,38,279.78509521484375,1660.2042236328125
-9.894908243462952e-13,0,1,2018-11-07,42,STANDARD,1,271.0587158203125,1.0,R_A6,17,271.0587158203125,1694.4207763671875
-5.842657087307135e-13,0,2,2018-11-07,42,STANDARD,2,271.2018737792969,1.0,R_A6,17,271.2018737792969,1695.9525146484375
-4.192907414497793e-13,0,3,2018-11-07,42,STANDARD,3,271.34271240234375,1.0,R_A6,17,271.34271240234375,1697.484375
-3.6103723634849094e-13,0,4,2018-11-07,42,STANDARD,4,271.4801940917969,1.0,R_A6,17,271.4801940917969,1699.01611328125
-4.285576613635017e-13,0,5,2018-11-07,42,STANDARD,5,271.61566162109375,1.0,R_A6,17,271.61566162109375,1700.5478515625
-2.805024615359919e-11,0,6,2018-11-07,42,STANDARD,6,271.7539978027344,1.0,R_A6,17,271.7539978027344,1702.07958984375
-4.526518743164232e-11,0,7,2018-11-07,42,STANDARD,7,271.59912109375,1.0,R_A6,17,271.59912109375,1703.611328125
-3.9625632636264285e-11,0,8,2018-11-07,42,STANDARD,8,271.7440490722656,1.0,R_A6,17,271.7440490722656,1705.14306640625
-3.1361397853646444e-12,0,9,2018-11-07,42,STANDARD,9,272.1858215332031,1.0,R_A6,17,272.1858215332031,1706.6749267578125
