WELLMODEL,CONBPRES,CONJPOS,PRESSURE,CONKPOS,DEPTH,DRAWDOWN,SWAT,WELL,CONIPOS,SGAS,CONIDX,DATE
STANDARD,306.978271484375,21,306.978271484375,28,1718.098388671875,0,1.0,R_A5,31,0.0,19,2018-01-01
STANDARD,307.5054016113281,21,307.5054016113281,29,1720.43408203125,0,1.0,R_A5,31,0.0,20,2018-01-01
STANDARD,307.7267761230469,21,307.7267761230469,30,1722.7696533203125,0,1.0,R_A5,31,0.0,21,2018-01-01
STANDARD,307.9481506347656,21,307.9481506347656,31,1725.105224609375,0,1.0,R_A5,31,0.0,22,2018-01-01
STANDARD,305.11419677734375,42,305.11419677734375,1,1695.20263671875,0,1.0,R_A6,17,0.0,1,2018-01-01
STANDARD,305.2609558105469,42,305.2609558105469,2,1696.7510986328125,0,1.0,R_A6,17,0.0,2,2018-01-01
STANDARD,305.4076843261719,42,305.4076843261719,3,1698.299560546875,0,1.0,R_A6,17,0.0,3,2018-01-01
STANDARD,305.554443359375,42,305.554443359375,4,1699.84814453125,0,1.0,R_A6,17,0.0,4,2018-01-01
STANDARD,305.7012023925781,42,305.7012023925781,5,1701.3966064453125,0,1.0,R_A6,17,0.0,5,2018-01-01
STANDARD,305.84796142578125,42,305.84796142578125,6,1702.9451904296875,0,1.0,R_A6,17,0.0,6,2018-01-01
STANDARD,305.6956481933594,42,305.6956481933594,7,1704.49365234375,0,1.0,R_A6,17,0.0,7,2018-01-01
STANDARD,305.8424072265625,42,305.8424072265625,8,1706.042236328125,0,1.0,R_A6,17,0.0,8,2018-01-01
STANDARD,306.2882080078125,42,306.2882080078125,9,1707.5906982421875,0,1.0,R_A6,17,0.0,9,2018-01-01
STANDARD,306.1291809082031,42,306.1291809082031,10,1709.1392822265625,0,1.0,R_A6,17,0.0,10,2018-01-01
STANDARD,306.3109130859375,42,306.3109130859375,11,1711.055419921875,0,1.0,R_A6,17,0.0,11,2018-01-01
STANDARD,306.52734375,42,306.52734375,12,1713.3392333984375,0,1.0,R_A6,17,0.0,12,2018-01-01
STANDARD,306.7557678222656,42,306.7557678222656,13,1715.623046875,0,1.0,R_A6,17,0.0,13,2018-01-01
STANDARD,306.9721984863281,42,306.9721984863281,14,1717.9068603515625,0,1.0,R_A6,17,0.0,14,2018-01-01
STANDARD,307.18865966796875,42,307.18865966796875,15,1720.190673828125,0,1.0,R_A6,17,0.0,15,2018-01-01
STANDARD,307.55010986328125,42,307.55010986328125,16,1722.474365234375,0,1.0,R_A6,17,0.0,16,2018-01-01
STANDARD,307.7665710449219,42,307.7665710449219,17,1724.7581787109375,0,1.0,R_A6,17,0.0,17,2018-01-01
STANDARD,307.921630859375,42,307.921630859375,18,1726.394287109375,0,1.0,R_A6,17,0.0,18,2018-01-01
STANDARD,307.8930969238281,42,307.8930969238281,27,1727.7508544921875,0,1.0,R_A6,17,0.0,19,2018-01-01
STANDARD,308.3623352050781,42,308.3623352050781,28,1729.4755859375,0,1.0,R_A6,17,0.0,20,2018-01-01
STANDARD,308.52581787109375,42,308.52581787109375,29,1731.2001953125,0,1.0,R_A6,17,0.0,21,2018-01-01
STANDARD,308.68927001953125,42,308.68927001953125,30,1732.9249267578125,0,1.0,R_A6,17,0.0,22,2018-01-01
STANDARD,308.5469665527344,42,308.5469665527344,31,1734.649658203125,0,1.0,R_A6,17,0.0,23,2018-01-01
STANDARD,298.350341796875,30,298.350341796875,1,1641.094970703125,0,0.0605221763253212,R_A2,22,0.0,1,2018-03-01
STANDARD,298.4705505371094,30,298.4705505371094,2,1642.8890380859375,0,0.06141384690999985,R_A2,22,0.0,2,2018-03-01
STANDARD,298.5907897949219,30,298.5907897949219,3,1644.68310546875,0,0.06628405302762985,R_A2,22,0.0,3,2018-03-01
STANDARD,298.71099853515625,30,298.71099853515625,4,1646.4771728515625,0,0.07334081828594208,R_A2,22,0.0,4,2018-03-01
STANDARD,298.83123779296875,30,298.83123779296875,5,1648.2713623046875,0,0.07759145647287369,R_A2,22,0.0,5,2018-03-01
STANDARD,298.9526672363281,30,298.9526672363281,6,1650.0654296875,0,0.33408933877944946,R_A2,22,0.0,6,2018-03-01
STANDARD,299.14959716796875,30,299.14959716796875,7,1651.859619140625,0,0.7121586203575134,R_A2,22,0.0,7,2018-03-01
STANDARD,299.29034423828125,30,299.29034423828125,8,1653.6536865234375,0,0.6482878923416138,R_A2,22,0.0,8,2018-03-01
STANDARD,299.41571044921875,30,299.41571044921875,9,1655.44775390625,0,0.6485578417778015,R_A2,22,0.0,9,2018-03-01
STANDARD,299.7237854003906,30,299.7237854003906,10,1657.2418212890625,0,0.9530521035194397,R_A2,22,0.0,10,2018-03-01
STANDARD,299.929443359375,30,299.929443359375,11,1659.1368408203125,0,0.09385356307029724,R_A2,22,0.0,11,2018-03-01
STANDARD,300.0632629394531,30,300.0632629394531,12,1661.132568359375,0,0.10222846269607544,R_A2,22,0.0,12,2018-03-01
STANDARD,300.2005615234375,30,300.2005615234375,13,1663.12841796875,0,0.5103520750999451,R_A2,22,0.0,13,2018-03-01
STANDARD,300.339599609375,30,300.339599609375,14,1665.1241455078125,0,0.5877556800842285,R_A2,22,0.0,14,2018-03-01
STANDARD,300.47528076171875,30,300.47528076171875,15,1667.1199951171875,0,0.7729054093360901,R_A2,22,0.0,15,2018-03-01
STANDARD,300.6098327636719,30,300.6098327636719,16,1669.11572265625,0,0.9999999403953552,R_A2,22,-7.237892063471918e-09,16,2018-03-01
STANDARD,300.74444580078125,30,300.74444580078125,17,1671.111572265625,0,0.9997701644897461,R_A2,22,0.0,17,2018-03-01
STANDARD,301.05706787109375,30,301.05706787109375,18,1672.9881591796875,0,0.9999998211860657,R_A2,22,-1.4203967779735649e-08,18,2018-03-01
STANDARD,301.0941467285156,29,301.0941467285156,18,1674.229736328125,0,0.9999998211860657,R_A2,22,-1.4183787477861642e-08,19,2018-03-01
STANDARD,303.2627868652344,29,303.2627868652344,27,1676.1676025390625,0,1.0,R_A2,22,5.402632894450064e-16,20,2018-03-01
STANDARD,303.431884765625,29,303.431884765625,28,1677.9368896484375,0,1.0,R_A2,22,9.64914946040155e-16,21,2018-03-01
STANDARD,302.93377685546875,29,302.93377685546875,29,1679.7061767578125,0,1.0,R_A2,22,1.846164714158771e-12,22,2018-03-01
STANDARD,303.7575988769531,29,303.7575988769531,30,1681.4754638671875,0,1.0,R_A2,22,5.704029134060654e-15,23,2018-03-01
STANDARD,303.9346618652344,29,303.9346618652344,31,1683.2447509765625,0,1.0,R_A2,22,8.689962998183675e-16,24,2018-03-01
STANDARD,275.62640380859375,20,275.62640380859375,1,1685.026611328125,0,1.0,R_A5,31,-7.413525427769387e-15,1,2018-04-28
STANDARD,275.8424987792969,20,275.8424987792969,2,1687.3070068359375,0,1.0,R_A5,31,-4.35194632067426e-12,2,2018-04-28
STANDARD,276.05853271484375,20,276.05853271484375,3,1689.5875244140625,0,1.0,R_A5,31,-5.9394611624796756e-12,3,2018-04-28
STANDARD,276.27447509765625,20,276.27447509765625,4,1691.8680419921875,0,1.0,R_A5,31,-5.0606910155515106e-12,4,2018-04-28
STANDARD,276.4904479980469,20,276.4904479980469,5,1694.1485595703125,0,1.0,R_A5,31,-4.561390327950665e-12,5,2018-04-28
STANDARD,276.7063903808594,20,276.7063903808594,6,1696.4290771484375,0,1.0,R_A5,31,-4.5614397675697305e-12,6,2018-04-28
STANDARD,277.2410888671875,20,277.2410888671875,7,1698.70947265625,0,1.0,R_A5,31,-3.228230603300429e-14,7,2018-04-28
STANDARD,276.80328369140625,20,276.80328369140625,11,1707.6488037109375,0,1.0,R_A5,31,-1.3513344956916917e-11,8,2018-04-28
STANDARD,276.9850769042969,20,276.9850769042969,12,1709.5638427734375,0,1.0,R_A5,31,-1.6479689141091214e-11,9,2018-04-28
STANDARD,275.59698486328125,21,275.59698486328125,12,1701.7845458984375,0,1.0,R_A5,31,-3.3176653091437913e-10,10,2018-04-28
STANDARD,275.79736328125,21,275.79736328125,13,1703.735107421875,0,1.0,R_A5,31,-8.476488608244459e-12,11,2018-04-28
STANDARD,275.9876708984375,21,275.9876708984375,14,1705.6856689453125,0,1.0,R_A5,31,-1.4078290616614808e-11,12,2018-04-28
STANDARD,276.1929016113281,21,276.1929016113281,15,1707.63623046875,0,1.0,R_A5,31,-2.8715302705095702e-12,13,2018-04-28
STANDARD,276.5987548828125,21,276.5987548828125,16,1709.5867919921875,0,1.0,R_A5,31,-2.4993091363861852e-12,14,2018-04-28
STANDARD,276.97711181640625,21,276.97711181640625,17,1711.537353515625,0,1.0,R_A5,31,-7.966674737437673e-13,15,2018-04-28
STANDARD,277.35015869140625,21,277.35015869140625,18,1713.35400390625,0,1.0,R_A5,31,-1.813441432609031e-12,16,2018-04-28
STANDARD,277.52984619140625,21,277.52984619140625,19,1714.3951416015625,0,1.0,R_A5,31,0.0,17,2018-04-28
STANDARD,277.5588073730469,21,277.5588073730469,27,1715.7628173828125,0,1.0,R_A5,31,-5.319988698702927e-13,18,2018-04-28
STANDARD,277.8036193847656,21,277.8036193847656,28,1718.098388671875,0,1.0,R_A5,31,-7.379190574557937e-13,19,2018-04-28
STANDARD,278.3699951171875,21,278.3699951171875,29,1720.43408203125,0,1.0,R_A5,31,-3.559974011781724e-18,20,2018-04-28
STANDARD,282.7406921386719,21,282.7406921386719,30,1722.7696533203125,0,1.0,R_A5,31,-2.7099019202388424e-15,21,2018-04-28
STANDARD,298.2209777832031,21,298.2209777832031,31,1725.105224609375,0,1.0,R_A5,31,-4.235922769754724e-20,22,2018-04-28
STANDARD,279.79425048828125,41,279.79425048828125,1,1609.243408203125,0,0.6501405239105225,R_A3,28,0.0,1,2018-07-03
STANDARD,279.9376220703125,41,279.9376220703125,2,1611.3077392578125,0,0.23481032252311707,R_A3,28,0.0,2,2018-07-03
STANDARD,280.0755310058594,41,280.0755310058594,3,1613.3720703125,0,0.204305499792099,R_A3,28,0.0,3,2018-07-03
STANDARD,280.2565612792969,41,280.2565612792969,4,1615.4365234375,0,0.3882797658443451,R_A3,28,0.0,4,2018-07-03
STANDARD,280.60223388671875,41,280.60223388671875,5,1617.5008544921875,0,0.8282670974731445,R_A3,28,0.0,5,2018-07-03
STANDARD,280.7705993652344,41,280.7705993652344,6,1619.565185546875,0,0.23228096961975098,R_A3,28,0.0,6,2018-07-03
STANDARD,280.0662536621094,41,280.0662536621094,6,1609.3663330078125,0,0.2710508406162262,R_A3,29,0.0,7,2018-07-03
STANDARD,280.2032470703125,41,280.2032470703125,7,1611.4163818359375,0,0.2031099796295166,R_A3,29,0.0,8,2018-07-03
STANDARD,280.34344482421875,41,280.34344482421875,8,1613.46630859375,0,0.388601690530777,R_A3,29,0.0,9,2018-07-03
STANDARD,280.5411071777344,41,280.5411071777344,9,1615.516357421875,0,0.809614360332489,R_A3,29,0.0,10,2018-07-03
STANDARD,282.48883056640625,41,282.48883056640625,10,1617.5662841796875,0,0.8063011765480042,R_A3,29,0.0,11,2018-07-03
STANDARD,282.93304443359375,41,282.93304443359375,11,1619.750732421875,0,0.05116616562008858,R_A3,29,0.0,12,2018-07-03
STANDARD,283.0878601074219,41,283.0878601074219,12,1622.0697021484375,0,0.05679979547858238,R_A3,29,0.0,13,2018-07-03
STANDARD,283.2437438964844,41,283.2437438964844,13,1624.388671875,0,0.37845557928085327,R_A3,29,0.0,14,2018-07-03
STANDARD,283.3999328613281,41,283.3999328613281,14,1626.707763671875,0,0.3768429756164551,R_A3,29,0.0,15,2018-07-03
STANDARD,283.5635681152344,41,283.5635681152344,15,1629.026611328125,0,0.45127618312835693,R_A3,29,0.0,16,2018-07-03
STANDARD,283.7124328613281,41,283.7124328613281,16,1630.9468994140625,0,0.8222242593765259,R_A3,29,0.0,17,2018-07-03
STANDARD,283.63482666015625,41,283.63482666015625,27,1633.5262451171875,0,0.3807728886604309,R_A3,29,0.0,18,2018-07-03
STANDARD,283.8535461425781,41,283.8535461425781,28,1637.1630859375,0,0.04873444139957428,R_A3,29,0.0,19,2018-07-03
STANDARD,284.0964050292969,41,284.0964050292969,29,1640.8001708984375,0,0.05425781011581421,R_A3,29,0.0,20,2018-07-03
STANDARD,284.3462829589844,41,284.3462829589844,30,1644.4371337890625,0,0.6495569348335266,R_A3,29,0.0,21,2018-07-03
STANDARD,284.588623046875,41,284.588623046875,31,1648.0740966796875,0,0.06839893013238907,R_A3,29,0.0,22,2018-07-03
STANDARD,275.7959289550781,52,275.7959289550781,1,1631.1873779296875,0,0.05458775535225868,R_A4,30,0.0,1,2018-09-12
STANDARD,275.7185363769531,52,275.7185363769531,1,1627.4293212890625,0,0.051153022795915604,R_A4,31,0.0,2,2018-09-12
STANDARD,275.8557434082031,52,275.8557434082031,2,1629.4896240234375,0,0.05503963306546211,R_A4,31,0.0,3,2018-09-12
STANDARD,275.9929504394531,52,275.9929504394531,3,1631.5498046875,0,0.057370901107788086,R_A4,31,0.0,4,2018-09-12
STANDARD,276.1301574707031,52,276.1301574707031,4,1633.610107421875,0,0.060862790793180466,R_A4,31,0.0,5,2018-09-12
STANDARD,276.2158508300781,52,276.2158508300781,4,1632.3968505859375,0,0.05963835120201111,R_A4,32,0.0,6,2018-09-12
STANDARD,276.25335693359375,51,276.25335693359375,4,1635.880615234375,0,0.06286913901567459,R_A4,32,0.0,7,2018-09-12
STANDARD,276.52972412109375,51,276.52972412109375,4,1637.321044921875,0,0.06130889803171158,R_A4,33,0.0,8,2018-09-12
STANDARD,276.4067077636719,51,276.4067077636719,3,1635.474609375,0,0.059782858937978745,R_A4,33,0.0,9,2018-09-12
STANDARD,276.6481018066406,50,276.6481018066406,4,1642.1485595703125,0,0.0679444819688797,R_A4,33,0.0,10,2018-09-12
STANDARD,276.78668212890625,50,276.78668212890625,4,1641.132080078125,0,0.06600550562143326,R_A4,34,0.0,11,2018-09-12
STANDARD,276.6588134765625,50,276.6588134765625,3,1639.20703125,0,0.1473415493965149,R_A4,34,0.0,12,2018-09-12
STANDARD,276.9243469238281,50,276.9243469238281,3,1640.9061279296875,0,0.1501079797744751,R_A4,35,0.0,13,2018-09-12
STANDARD,276.7999572753906,50,276.7999572753906,2,1639.0426025390625,0,0.24337686598300934,R_A4,35,0.0,14,2018-09-12
STANDARD,276.9037780761719,49,276.9037780761719,2,1641.93212890625,0,0.24826382100582123,R_A4,35,0.0,15,2018-09-12
STANDARD,284.7201843261719,49,284.7201843261719,30,1642.357421875,0,1.0,R_A4,36,1.8531808032573593e-12,16,2018-09-12
STANDARD,277.86102294921875,48,277.86102294921875,30,1639.6068115234375,0,0.649969220161438,R_A4,36,0.0,17,2018-09-12
STANDARD,278.5512390136719,48,278.5512390136719,30,1646.7513427734375,0,0.6512058973312378,R_A4,37,0.0,18,2018-09-12
STANDARD,279.2575378417969,48,279.2575378417969,30,1653.461669921875,0,0.6642773151397705,R_A4,38,0.0,19,2018-09-12
STANDARD,279.4656677246094,47,279.4656677246094,30,1657.8184814453125,0,0.7207080125808716,R_A4,38,0.0,20,2018-09-12
STANDARD,273.1792297363281,42,273.1792297363281,1,1695.20263671875,0,1.0,R_A6,17,-3.407659248532894e-18,1,2018-11-07
STANDARD,273.3241882324219,42,273.3241882324219,2,1696.7510986328125,0,1.0,R_A6,17,-1.960424462400423e-18,2,2018-11-07
STANDARD,273.46624755859375,42,273.46624755859375,3,1698.299560546875,0,1.0,R_A6,17,-1.7979188340049396e-18,3,2018-11-07
STANDARD,273.6036682128906,42,273.6036682128906,4,1699.84814453125,0,1.0,R_A6,17,-2.204095534041447e-18,4,2018-11-07
STANDARD,273.73876953125,42,273.73876953125,5,1701.3966064453125,0,1.0,R_A6,17,-1.8407159181275144e-18,5,2018-11-07
STANDARD,273.8782653808594,42,273.8782653808594,6,1702.9451904296875,0,1.0,R_A6,17,-1.972621612763793e-17,6,2018-11-07
STANDARD,273.7223205566406,42,273.7223205566406,7,1704.49365234375,0,1.0,R_A6,17,-6.30419491117284e-17,7,2018-11-07
STANDARD,273.86920166015625,42,273.86920166015625,8,1706.042236328125,0,1.0,R_A6,17,-2.1382737948503973e-17,8,2018-11-07
STANDARD,274.31439208984375,42,274.31439208984375,9,1707.5906982421875,0,1.0,R_A6,17,-5.919514153714748e-18,9,2018-11-07
STANDARD,274.1527404785156,42,274.1527404785156,10,1709.1392822265625,0,1.0,R_A6,17,-3.0466734850398837e-16,10,2018-11-07
STANDARD,274.34759521484375,42,274.34759521484375,11,1711.055419921875,0,1.0,R_A6,17,-3.752457335592425e-16,11,2018-11-07
STANDARD,274.563720703125,42,274.563720703125,12,1713.3392333984375,0,1.0,R_A6,17,-2.5083025201386026e-16,12,2018-11-07
STANDARD,274.79150390625,42,274.79150390625,13,1715.623046875,0,1.0,R_A6,17,-1.0745997636266214e-17,13,2018-11-07
STANDARD,275.0068054199219,42,275.0068054199219,14,1717.9068603515625,0,1.0,R_A6,17,-1.0165303611364187e-17,14,2018-11-07
STANDARD,275.21429443359375,42,275.21429443359375,15,1720.190673828125,0,1.0,R_A6,17,-2.4678215582747885e-17,15,2018-11-07
