CONIDX,DATE,SGAS,DEPTH,WELL,DRAWDOWN,PRESSURE,SWAT,CONKPOS,CONIPOS,CONBPRES,WELLMODEL,CONJPOS
19,2018-09-12,0.0,1653.461669921875,R_A4,0,281.3253173828125,0.649929940700531,30,38,281.3253173828125,STANDARD,48
20,2018-09-12,0.0,1657.8184814453125,R_A4,0,281.6258239746094,0.6494808793067932,30,38,281.6258239746094,STANDARD,47
1,2018-11-07,-5.4032499711870286e-17,1695.20263671875,R_A6,0,272.5412902832031,1.0,1,17,272.5412902832031,STANDARD,42
2,2018-11-07,-3.633093055618655e-17,1696.7510986328125,R_A6,0,272.6864318847656,1.0,2,17,272.6864318847656,STANDARD,42
3,2018-11-07,-3.079169242316805e-17,1698.299560546875,R_A6,0,272.8287353515625,1.0,3,17,272.8287353515625,STANDARD,42
4,2018-11-07,-1.8930397240829237e-17,1699.84814453125,R_A6,0,272.9671936035156,1.0,4,17,272.9671936035156,STANDARD,42
5,2018-11-07,-3.1286108201458344e-17,1701.3966064453125,R_A6,0,273.1033630371094,1.0,5,17,273.1033630371094,STANDARD,42
6,2018-11-07,-1.5268458147319592e-15,1702.9451904296875,R_A6,0,273.2427978515625,1.0,6,17,273.2427978515625,STANDARD,42
7,2018-11-07,-3.1579285627442166e-15,1704.49365234375,R_A6,0,273.0888366699219,1.0,7,17,273.0888366699219,STANDARD,42
8,2018-11-07,-1.7081824397284224e-15,1706.042236328125,R_A6,0,273.2341003417969,1.0,8,17,273.2341003417969,STANDARD,42
9,2018-11-07,-1.0353462385301624e-16,1707.5906982421875,R_A6,0,273.6806640625,1.0,9,17,273.6806640625,STANDARD,42
10,2018-11-07,0.0,1709.1392822265625,R_A6,0,274.0788879394531,1.0,10,17,274.0788879394531,STANDARD,42
11,2018-11-07,-1.7505968734083527e-16,1711.055419921875,R_A6,0,274.6329345703125,1.0,11,17,274.6329345703125,STANDARD,42
12,2018-11-07,-9.712458952810602e-17,1713.3392333984375,R_A6,0,274.85064697265625,1.0,12,17,274.85064697265625,STANDARD,42
13,2018-11-07,-8.90411746142653e-19,1715.623046875,R_A6,0,275.0646667480469,1.0,13,17,275.0646667480469,STANDARD,42
14,2018-11-07,3.379383061569746e-19,1717.9068603515625,R_A6,0,275.2806701660156,1.0,14,17,275.2806701660156,STANDARD,42
15,2018-11-07,-1.8329218088057335e-18,1720.190673828125,R_A6,0,275.49530029296875,1.0,15,17,275.49530029296875,STANDARD,42
