CONKPOS,WELLMODEL,DATE,SGAS,CONJPOS,DEPTH,CONIDX,CONBPRES,WELL,DRAWDOWN,PRESSURE,SWAT,CONIPOS
8,STANDARD,2018-11-07,-8.793576283805393e-11,42,1705.25244140625,8,277.9154968261719,R_A6,0,277.9154968261719,1.0,17
9,STANDARD,2018-11-07,-6.570629023511243e-12,42,1706.7877197265625,9,278.58770751953125,R_A6,0,278.58770751953125,1.0,17
10,STANDARD,2018-11-07,-1.0839375187352007e-12,42,1708.3228759765625,10,279.0976257324219,R_A6,0,279.0976257324219,1.0,17
11,STANDARD,2018-11-07,-1.497114064663574e-11,42,1710.245361328125,11,281.64068603515625,R_A6,0,281.64068603515625,1.0,17
12,STANDARD,2018-11-07,-6.995608085869076e-12,42,1712.554931640625,12,281.8594665527344,R_A6,0,281.8594665527344,1.0,17
13,STANDARD,2018-11-07,-6.964531490578907e-13,42,1714.8646240234375,13,282.09027099609375,R_A6,0,282.09027099609375,1.0,17
14,STANDARD,2018-11-07,-5.88082750899166e-13,42,1717.17431640625,14,282.3091125488281,R_A6,0,282.3091125488281,1.0,17
15,STANDARD,2018-11-07,-2.999405465751309e-13,42,1719.4840087890625,15,282.5286560058594,R_A6,0,282.5286560058594,1.0,17
16,STANDARD,2018-11-07,-1.2477809042087118e-13,42,1721.793701171875,16,282.8930969238281,R_A6,0,282.8930969238281,1.0,17
17,STANDARD,2018-11-07,-1.6513231212121615e-13,42,1724.1033935546875,17,283.1123046875,R_A6,0,283.1123046875,1.0,17
18,STANDARD,2018-11-07,-1.345740467846579e-13,42,1725.58740234375,18,283.2528991699219,R_A6,0,283.2528991699219,1.0,17
26,STANDARD,2018-11-07,-3.1121338958575023e-14,42,1726.77197265625,19,283.18426513671875,R_A6,0,283.18426513671875,1.0,17
27,STANDARD,2018-11-07,-4.541866896142811e-15,42,1728.4827880859375,20,283.6945495605469,R_A6,0,283.6945495605469,1.0,17
28,STANDARD,2018-11-07,-2.365902763505994e-19,42,1730.193603515625,21,284.1274108886719,R_A6,0,284.1274108886719,1.0,17
29,STANDARD,2018-11-07,-4.0304428286205477e-17,42,1731.9044189453125,22,283.84991455078125,R_A6,0,283.84991455078125,1.0,17
30,STANDARD,2018-11-07,-1.086160075908193e-16,42,1733.615234375,23,283.70611572265625,R_A6,0,283.70611572265625,1.0,17
