CONIDX,PRESSURE,WELLMODEL,CONKPOS,DEPTH,CONIPOS,SWAT,SGAS,DRAWDOWN,WELL,DATE,CONBPRES,CONJPOS
11,279.0666198730469,STANDARD,11,1710.405029296875,17,1.0,-4.736494182977502e-12,0,R_A6,2018-11-07,279.0666198730469,42
12,279.2840881347656,STANDARD,12,1712.7025146484375,17,1.0,-2.45129502633723e-12,0,R_A6,2018-11-07,279.2840881347656,42
13,279.5135803222656,STANDARD,13,1715.0,17,1.0,-1.9371869830909355e-13,0,R_A6,2018-11-07,279.5135803222656,42
14,279.73114013671875,STANDARD,14,1717.2974853515625,17,1.0,-1.4973008184877845e-13,0,R_A6,2018-11-07,279.73114013671875,42
15,279.94903564453125,STANDARD,15,1719.594970703125,17,1.0,-1.1466385295682419e-13,0,R_A6,2018-11-07,279.94903564453125,42
16,280.3121643066406,STANDARD,16,1721.892333984375,17,1.0,-3.7517803127455965e-14,0,R_A6,2018-11-07,280.3121643066406,42
17,280.53009033203125,STANDARD,17,1724.1898193359375,17,1.0,-6.470532795547004e-14,0,R_A6,2018-11-07,280.53009033203125,42
18,280.67608642578125,STANDARD,18,1725.731201171875,17,1.0,-5.119419360546766e-14,0,R_A6,2018-11-07,280.67608642578125,42
19,280.6631774902344,STANDARD,26,1726.9814453125,17,1.0,9.514533258481173e-13,0,R_A6,2018-11-07,280.6631774902344,42
20,281.1698303222656,STANDARD,27,1728.696533203125,17,1.0,4.2120845114741734e-13,0,R_A6,2018-11-07,281.1698303222656,42
21,282.03277587890625,STANDARD,28,1730.41162109375,17,1.0,4.828489809127213e-18,0,R_A6,2018-11-07,282.03277587890625,42
22,282.3002624511719,STANDARD,29,1732.126708984375,17,1.0,2.3381784094089956e-18,0,R_A6,2018-11-07,282.3002624511719,42
23,281.26849365234375,STANDARD,30,1733.841796875,17,1.0,6.865416438475713e-13,0,R_A6,2018-11-07,281.26849365234375,42
