CONBPRES,CONJPOS,PRESSURE,CONKPOS,CONIDX,CONIPOS,DRAWDOWN,WELLMODEL,DATE,SWAT,WELL,DEPTH,SGAS
307.9389953613281,42,307.9389953613281,18,18,17,0,STANDARD,2018-01-01,1.0,R_A6,1726.57763671875,0.0
307.9297790527344,42,307.9297790527344,25,19,17,0,STANDARD,2018-01-01,1.0,R_A6,1728.1378173828125,0.0
308.3999938964844,42,308.3999938964844,26,20,17,0,STANDARD,2018-01-01,1.0,R_A6,1729.872802734375,0.0
308.564453125,42,308.564453125,27,21,17,0,STANDARD,2018-01-01,1.0,R_A6,1731.60791015625,0.0
308.7289123535156,42,308.7289123535156,28,22,17,0,STANDARD,2018-01-01,1.0,R_A6,1733.3428955078125,0.0
308.5875549316406,42,308.5875549316406,29,23,17,0,STANDARD,2018-01-01,1.0,R_A6,1735.077880859375,0.0
297.72113037109375,30,297.72113037109375,1,1,22,0,STANDARD,2018-03-01,0.1053118035197258,R_A2,1641.39208984375,0.0
297.84405517578125,30,297.84405517578125,2,2,22,0,STANDARD,2018-03-01,0.09582778811454773,R_A2,1643.22265625,0.0
297.9669189453125,30,297.9669189453125,3,3,22,0,STANDARD,2018-03-01,0.05869762971997261,R_A2,1645.0533447265625,0.0
298.0897521972656,30,298.0897521972656,4,4,22,0,STANDARD,2018-03-01,0.06522521376609802,R_A2,1646.884033203125,0.0
298.2125244140625,30,298.2125244140625,5,5,22,0,STANDARD,2018-03-01,0.06799355149269104,R_A2,1648.714599609375,0.0
298.5139465332031,30,298.5139465332031,6,6,22,0,STANDARD,2018-03-01,0.3092276453971863,R_A2,1650.5452880859375,0.0
298.6316833496094,30,298.6316833496094,7,7,22,0,STANDARD,2018-03-01,0.8811922669410706,R_A2,1652.3758544921875,0.0
298.7651062011719,30,298.7651062011719,8,8,22,0,STANDARD,2018-03-01,0.8599879145622253,R_A2,1654.20654296875,0.0
299.359130859375,30,299.359130859375,9,9,22,0,STANDARD,2018-03-01,0.8965628147125244,R_A2,1656.037109375,0.0
300.1179504394531,30,300.1179504394531,10,10,22,0,STANDARD,2018-03-01,0.8904234766960144,R_A2,1657.8677978515625,0.0
299.02911376953125,30,299.02911376953125,11,11,22,0,STANDARD,2018-03-01,0.07208915054798126,R_A2,1659.8065185546875,0.0
299.1842041015625,30,299.1842041015625,12,12,22,0,STANDARD,2018-03-01,0.0730651468038559,R_A2,1661.853271484375,0.0
299.3502502441406,30,299.3502502441406,13,13,22,0,STANDARD,2018-03-01,0.43291720747947693,R_A2,1663.900146484375,0.0
299.4892883300781,30,299.4892883300781,14,14,22,0,STANDARD,2018-03-01,0.47874143719673157,R_A2,1665.947021484375,0.0
299.63323974609375,30,299.63323974609375,15,15,22,0,STANDARD,2018-03-01,0.6612980961799622,R_A2,1667.993896484375,0.0
299.7712097167969,30,299.7712097167969,16,16,22,0,STANDARD,2018-03-01,0.9480645656585693,R_A2,1670.0406494140625,0.0
299.9095458984375,30,299.9095458984375,17,17,22,0,STANDARD,2018-03-01,0.9114238023757935,R_A2,1672.08740234375,0.0
300.0419006347656,30,300.0419006347656,18,18,22,0,STANDARD,2018-03-01,0.9564272165298462,R_A2,1674.057373046875,0.0
300.11712646484375,30,300.11712646484375,19,19,22,0,STANDARD,2018-03-01,0.9658047556877136,R_A2,1675.178955078125,0.0
302.9496154785156,30,302.9496154785156,25,20,22,0,STANDARD,2018-03-01,1.0,R_A2,1676.26904296875,-4.196310064431526e-15
302.954833984375,30,302.954833984375,26,21,22,0,STANDARD,2018-03-01,1.0,R_A2,1678.099365234375,-1.960099037966916e-15
302.866455078125,30,302.866455078125,27,22,22,0,STANDARD,2018-03-01,0.7037485837936401,R_A2,1679.9298095703125,0.0
302.98785400390625,29,302.98785400390625,27,23,22,0,STANDARD,2018-03-01,1.0,R_A2,1679.895263671875,6.475432203520513e-15
303.511962890625,29,303.511962890625,28,24,22,0,STANDARD,2018-03-01,1.0,R_A2,1681.6419677734375,4.678014313403258e-15
303.4892578125,29,303.4892578125,29,25,22,0,STANDARD,2018-03-01,1.0,R_A2,1683.388671875,8.55681068942472e-15
276.78369140625,20,276.78369140625,1,1,31,0,STANDARD,2018-04-28,1.0,R_A5,1685.052734375,-2.2841726773914495e-11
276.9950256347656,20,276.9950256347656,2,2,31,0,STANDARD,2018-04-28,1.0,R_A5,1687.285400390625,-3.3686716610636935e-11
277.20635986328125,20,277.20635986328125,3,3,31,0,STANDARD,2018-04-28,1.0,R_A5,1689.51806640625,-3.733784462167655e-11
277.4176940917969,20,277.4176940917969,4,4,31,0,STANDARD,2018-04-28,1.0,R_A5,1691.750732421875,-3.619111607622294e-11
277.6289978027344,20,277.6289978027344,5,5,31,0,STANDARD,2018-04-28,1.0,R_A5,1693.9833984375,-3.220666094927438e-11
277.84033203125,20,277.84033203125,6,6,31,0,STANDARD,2018-04-28,1.0,R_A5,1696.216064453125,-3.033470696856e-11
278.44805908203125,20,278.44805908203125,7,7,31,0,STANDARD,2018-04-28,1.0,R_A5,1698.44873046875,-1.4724203800664526e-10
280.188720703125,20,280.188720703125,10,8,31,0,STANDARD,2018-04-28,0.9999998807907104,R_A5,1705.1466064453125,-5.806293223997727e-09
278.63214111328125,21,278.63214111328125,11,9,31,0,STANDARD,2018-04-28,0.9999999403953552,R_A5,1699.5538330078125,-1.873838417765228e-09
279.1808166503906,21,279.1808166503906,12,10,31,0,STANDARD,2018-04-28,0.9999999403953552,R_A5,1701.4918212890625,-2.100906781876688e-09
279.4351501464844,21,279.4351501464844,13,11,31,0,STANDARD,2018-04-28,1.0,R_A5,1703.4298095703125,-7.688685105255999e-11
279.6217346191406,21,279.6217346191406,14,12,31,0,STANDARD,2018-04-28,1.0,R_A5,1705.3677978515625,-2.049983377494513e-10
279.80731201171875,21,279.80731201171875,15,13,31,0,STANDARD,2018-04-28,1.0,R_A5,1707.3057861328125,-4.914399789890389e-11
280.1482849121094,21,280.1482849121094,16,14,31,0,STANDARD,2018-04-28,1.0,R_A5,1709.24365234375,-4.22791385235044e-11
280.3661193847656,21,280.3661193847656,17,15,31,0,STANDARD,2018-04-28,1.0,R_A5,1711.181640625,-5.968172570730568e-12
280.58038330078125,21,280.58038330078125,18,16,31,0,STANDARD,2018-04-28,1.0,R_A5,1713.068115234375,-1.1494827659164208e-11
280.7092590332031,21,280.7092590332031,19,17,31,0,STANDARD,2018-04-28,1.0,R_A5,1714.2716064453125,-4.5304779892896274e-12
280.7493591308594,21,280.7493591308594,20,18,31,0,STANDARD,2018-04-28,1.0,R_A5,1714.6572265625,0.0
285.8221435546875,21,285.8221435546875,25,19,31,0,STANDARD,2018-04-28,1.0,R_A5,1715.9462890625,-7.179341149354812e-11
286.0531921386719,21,286.0531921386719,26,20,31,0,STANDARD,2018-04-28,1.0,R_A5,1718.3248291015625,-8.271431456430278e-11
296.4135437011719,21,296.4135437011719,27,21,31,0,STANDARD,2018-04-28,1.0,R_A5,1720.7032470703125,1.2474181422320176e-17
300.206787109375,21,300.206787109375,28,22,31,0,STANDARD,2018-04-28,1.0,R_A5,1723.081787109375,-1.2670325400844507e-15
305.3056640625,21,305.3056640625,29,23,31,0,STANDARD,2018-04-28,1.0,R_A5,1725.4603271484375,9.54769251572392e-18
281.12469482421875,41,281.12469482421875,1,1,28,0,STANDARD,2018-07-03,0.6493121981620789,R_A3,1610.5361328125,0.0
281.26824951171875,41,281.26824951171875,2,2,28,0,STANDARD,2018-07-03,0.1990021914243698,R_A3,1612.6048583984375,0.0
281.40625,41,281.40625,3,3,28,0,STANDARD,2018-07-03,0.15698182582855225,R_A3,1614.6737060546875,0.0
281.54437255859375,41,281.54437255859375,4,4,28,0,STANDARD,2018-07-03,0.19888083636760712,R_A3,1616.742431640625,0.0
281.84124755859375,41,281.84124755859375,5,5,28,0,STANDARD,2018-07-03,0.8279557228088379,R_A3,1618.811279296875,0.0
280.9410095214844,41,280.9410095214844,5,6,29,0,STANDARD,2018-07-03,0.795243501663208,R_A3,1606.0838623046875,0.0
281.06915283203125,41,281.06915283203125,6,7,29,0,STANDARD,2018-07-03,0.6499040126800537,R_A3,1608.1982421875,0.0
281.2252197265625,41,281.2252197265625,7,8,29,0,STANDARD,2018-07-03,0.19315357506275177,R_A3,1610.3125,0.0
281.3663635253906,41,281.3663635253906,8,9,29,0,STANDARD,2018-07-03,0.1963893622159958,R_A3,1612.4268798828125,0.0
281.5832214355469,41,281.5832214355469,9,10,29,0,STANDARD,2018-07-03,0.7942191958427429,R_A3,1614.5411376953125,0.0
282.7215576171875,41,282.7215576171875,10,11,29,0,STANDARD,2018-07-03,0.7878786325454712,R_A3,1616.6553955078125,0.0
288.9419250488281,41,288.9419250488281,11,12,29,0,STANDARD,2018-07-03,0.048366256058216095,R_A3,1618.824951171875,0.0
289.0906982421875,41,289.0906982421875,12,13,29,0,STANDARD,2018-07-03,0.051351696252822876,R_A3,1621.0498046875,0.0
289.24005126953125,41,289.24005126953125,13,14,29,0,STANDARD,2018-07-03,0.36608070135116577,R_A3,1623.274658203125,0.0
289.6394958496094,41,289.6394958496094,14,15,29,0,STANDARD,2018-07-03,0.3748261332511902,R_A3,1625.4996337890625,0.0
290.06756591796875,41,290.06756591796875,15,16,29,0,STANDARD,2018-07-03,0.4898480176925659,R_A3,1627.7244873046875,0.0
290.21966552734375,41,290.21966552734375,16,17,29,0,STANDARD,2018-07-03,0.7969744801521301,R_A3,1629.834716796875,0.0
292.9704284667969,41,292.9704284667969,25,18,29,0,STANDARD,2018-07-03,0.9999924302101135,R_A3,1632.883056640625,0.0
285.2040100097656,41,285.2040100097656,26,19,29,0,STANDARD,2018-07-03,0.26420292258262634,R_A3,1636.568115234375,0.0
285.4435729980469,41,285.4435729980469,27,20,29,0,STANDARD,2018-07-03,0.0836651399731636,R_A3,1640.253173828125,0.0
285.7255554199219,41,285.7255554199219,28,21,29,0,STANDARD,2018-07-03,0.2872234582901001,R_A3,1643.9383544921875,0.0
285.95068359375,41,285.95068359375,29,22,29,0,STANDARD,2018-07-03,0.061155054718256,R_A3,1647.6234130859375,0.0
278.9468688964844,52,278.9468688964844,1,1,30,0,STANDARD,2018-09-12,0.04907560348510742,R_A4,1631.25537109375,0.0
278.7172546386719,52,278.7172546386719,1,2,31,0,STANDARD,2018-09-12,0.04711068421602249,R_A4,1626.25048828125,0.0
278.85577392578125,52,278.85577392578125,2,3,31,0,STANDARD,2018-09-12,0.04976092651486397,R_A4,1628.3280029296875,0.0
278.99432373046875,52,278.99432373046875,3,4,31,0,STANDARD,2018-09-12,0.051276277750730515,R_A4,1630.4056396484375,0.0
279.13287353515625,52,279.13287353515625,4,5,31,0,STANDARD,2018-09-12,0.05203612893819809,R_A4,1632.483154296875,0.0
279.2714538574219,52,279.2714538574219,5,6,31,0,STANDARD,2018-09-12,0.05265069752931595,R_A4,1634.560791015625,0.0
279.111083984375,52,279.111083984375,5,7,32,0,STANDARD,2018-09-12,0.053975023329257965,R_A4,1630.5875244140625,0.0
279.40594482421875,51,279.40594482421875,5,8,32,0,STANDARD,2018-09-12,0.058678239583969116,R_A4,1636.947021484375,0.0
279.28546142578125,51,279.28546142578125,4,9,32,0,STANDARD,2018-09-12,0.056430522352457047,R_A4,1635.14111328125,0.0
279.43597412109375,51,279.43597412109375,4,10,33,0,STANDARD,2018-09-12,0.05709126219153404,R_A4,1635.7896728515625,0.0
279.3152160644531,51,279.3152160644531,3,11,33,0,STANDARD,2018-09-12,0.05450480058789253,R_A4,1633.9794921875,0.0
279.6807556152344,50,279.6807556152344,3,12,33,0,STANDARD,2018-09-12,0.09836077690124512,R_A4,1642.561767578125,0.0
279.572998046875,50,279.572998046875,3,13,34,0,STANDARD,2018-09-12,0.15266411006450653,R_A4,1638.602783203125,0.0
279.6993408203125,50,279.6993408203125,4,14,34,0,STANDARD,2018-09-12,0.10295585542917252,R_A4,1640.4949951171875,0.0
279.8065490722656,50,279.8065490722656,4,15,35,0,STANDARD,2018-09-12,0.20355074107646942,R_A4,1638.8695068359375,0.0
279.68487548828125,50,279.68487548828125,3,16,35,0,STANDARD,2018-09-12,0.21995332837104797,R_A4,1637.047607421875,0.0
279.90948486328125,49,279.90948486328125,3,17,35,0,STANDARD,2018-09-12,0.23444412648677826,R_A4,1643.08544921875,0.0
280.34478759765625,49,280.34478759765625,28,18,36,0,STANDARD,2018-09-12,0.1730877161026001,R_A4,1641.4404296875,0.0
279.86004638671875,48,279.86004638671875,28,19,36,0,STANDARD,2018-09-12,0.6572305560112,R_A4,1637.5615234375,0.0
280.6421813964844,48,280.6421813964844,28,20,37,0,STANDARD,2018-09-12,0.220267191529274,R_A4,1645.9029541015625,0.0
281.3172912597656,48,281.3172912597656,28,21,38,0,STANDARD,2018-09-12,0.07390687614679337,R_A4,1654.552734375,0.0
281.4698181152344,47,281.4698181152344,28,22,38,0,STANDARD,2018-09-12,0.12097595632076263,R_A4,1658.8878173828125,0.0
281.0890197753906,47,281.0890197753906,27,23,38,0,STANDARD,2018-09-12,0.06847664713859558,R_A4,1653.1759033203125,0.0
277.8603820800781,42,277.8603820800781,1,1,17,0,STANDARD,2018-11-07,1.0,R_A6,1695.41650390625,-2.447373900760219e-12
278.0090026855469,42,278.0090026855469,2,2,17,0,STANDARD,2018-11-07,1.0,R_A6,1696.9725341796875,-6.225495379624801e-13
278.1563720703125,42,278.1563720703125,3,3,17,0,STANDARD,2018-11-07,1.0,R_A6,1698.5284423828125,-4.0022333862820003e-13
278.3017578125,42,278.3017578125,4,4,17,0,STANDARD,2018-11-07,1.0,R_A6,1700.0843505859375,-2.3345759461897153e-13
278.4450378417969,42,278.4450378417969,5,5,17,0,STANDARD,2018-11-07,1.0,R_A6,1701.6402587890625,-3.0333878854940655e-13
278.58917236328125,42,278.58917236328125,6,6,17,0,STANDARD,2018-11-07,1.0,R_A6,1703.1962890625,-1.2365932063052032e-11
