CONBPRES,CONKPOS,PRESSURE,DATE,SWAT,CONIDX,DRAWDOWN,CONJPOS,SGAS,DEPTH,CONIPOS,WELLMODEL,WELL
276.72637939453125,8,276.72637939453125,2018-11-07,0.9999999403953552,8,0,42,-1.8387272815445499e-09,1706.064453125,17,STANDARD,R_A6
277.1722106933594,9,277.1722106933594,2018-11-07,1.0,9,0,42,-1.2900254475756157e-10,1707.613525390625,17,STANDARD,R_A6
277.01373291015625,10,277.01373291015625,2018-11-07,0.9999997019767761,10,0,42,-1.2700679619115363e-08,1709.16259765625,17,STANDARD,R_A6
279.96337890625,11,279.96337890625,2018-11-07,1.0,11,0,42,7.536895413329248e-11,1711.0748291015625,17,STANDARD,R_A6
280.3020935058594,12,280.3020935058594,2018-11-07,1.0,12,0,42,4.8143882272738e-14,1713.35009765625,17,STANDARD,R_A6
280.58001708984375,13,280.58001708984375,2018-11-07,1.0,13,0,42,1.669193754570697e-12,1715.625244140625,17,STANDARD,R_A6
280.7956848144531,14,280.7956848144531,2018-11-07,1.0,14,0,42,1.1675079306106007e-12,1717.9005126953125,17,STANDARD,R_A6
281.0136413574219,15,281.0136413574219,2018-11-07,1.0,15,0,42,7.970619607042262e-13,1720.17578125,17,STANDARD,R_A6
281.3821105957031,16,281.3821105957031,2018-11-07,1.0,16,0,42,2.2104261238227452e-13,1722.450927734375,17,STANDARD,R_A6
281.60540771484375,17,281.60540771484375,2018-11-07,1.0,17,0,42,3.818986956099363e-13,1724.7261962890625,17,STANDARD,R_A6
281.76458740234375,18,281.76458740234375,2018-11-07,1.0,18,0,42,4.0209139186633824e-13,1726.376220703125,17,STANDARD,R_A6
282.8768005371094,27,282.8768005371094,2018-11-07,1.0,19,0,42,5.444289984113393e-12,1727.7508544921875,17,STANDARD,R_A6
283.3241271972656,28,283.3241271972656,2018-11-07,1.0,20,0,42,3.951790283895917e-12,1729.475341796875,17,STANDARD,R_A6
283.6793212890625,29,283.6793212890625,2018-11-07,1.0,21,0,42,3.6458856089325795e-15,1731.1998291015625,17,STANDARD,R_A6
284.1290588378906,30,284.1290588378906,2018-11-07,1.0,22,0,42,9.62339132909625e-19,1732.92431640625,17,STANDARD,R_A6
283.3953857421875,31,283.3953857421875,2018-11-07,1.0,23,0,42,2.601858844410057e-15,1734.6488037109375,17,STANDARD,R_A6
