SGAS,CONKPOS,PRESSURE,DEPTH,CONBPRES,CONIDX,CONIPOS,CONJPOS,DATE,WELL,WELLMODEL,DRAWDOWN,SWAT
-1.0676025628863009e-13,2,276.8838195800781,1696.2945556640625,276.8838195800781,2,17,42,2018-11-07,R_A6,STANDARD,0,1.0
-6.35596854011225e-14,3,277.0256042480469,1697.8343505859375,277.0256042480469,3,17,42,2018-11-07,R_A6,STANDARD,0,1.0
-3.458094677581333e-14,4,277.163330078125,1699.3741455078125,277.163330078125,4,17,42,2018-11-07,R_A6,STANDARD,0,1.0
-3.58334442305229e-14,5,277.2991943359375,1700.9139404296875,277.2991943359375,5,17,42,2018-11-07,R_A6,STANDARD,0,1.0
-1.3204994823295957e-12,6,277.4388122558594,1702.45361328125,277.4388122558594,6,17,42,2018-11-07,R_A6,STANDARD,0,1.0
-2.263014428627308e-12,7,277.2843933105469,1703.993408203125,277.2843933105469,7,17,42,2018-11-07,R_A6,STANDARD,0,1.0
-1.7006500374616706e-12,8,277.4301452636719,1705.5333251953125,277.4301452636719,8,17,42,2018-11-07,R_A6,STANDARD,0,1.0
-8.200264198145873e-14,9,277.87548828125,1707.072998046875,277.87548828125,9,17,42,2018-11-07,R_A6,STANDARD,0,1.0
0.0,10,277.98626708984375,1708.61279296875,277.98626708984375,10,17,42,2018-11-07,R_A6,STANDARD,0,1.0
2.196132609100232e-09,11,278.5303955078125,1710.502197265625,278.5303955078125,11,17,42,2018-11-07,R_A6,STANDARD,0,1.0
0.0,12,278.8465270996094,1712.7413330078125,278.8465270996094,12,17,42,2018-11-07,R_A6,STANDARD,0,1.0
2.774121037052435e-11,13,279.0816345214844,1714.98046875,279.0816345214844,13,17,42,2018-11-07,R_A6,STANDARD,0,1.0
2.177431498995297e-11,14,279.2936096191406,1717.2196044921875,279.2936096191406,14,17,42,2018-11-07,R_A6,STANDARD,0,1.0
1.2474903055004205e-11,15,279.5059814453125,1719.458740234375,279.5059814453125,15,17,42,2018-11-07,R_A6,STANDARD,0,1.0
3.859902848735164e-12,16,279.8649597167969,1721.6978759765625,279.8649597167969,16,17,42,2018-11-07,R_A6,STANDARD,0,1.0
8.363681275325163e-12,17,280.0787658691406,1723.93701171875,280.0787658691406,17,17,42,2018-11-07,R_A6,STANDARD,0,1.0
6.668112242924629e-12,18,280.24188232421875,1725.6556396484375,280.24188232421875,18,17,42,2018-11-07,R_A6,STANDARD,0,1.0
1.8622993772088314e-11,26,281.0462951660156,1727.111572265625,281.0462951660156,19,17,42,2018-11-07,R_A6,STANDARD,0,1.0
2.126850995667895e-12,27,281.5268249511719,1728.825439453125,281.5268249511719,20,17,42,2018-11-07,R_A6,STANDARD,0,1.0
1.1937465718616508e-13,28,281.3535461425781,1730.539306640625,281.3535461425781,21,17,42,2018-11-07,R_A6,STANDARD,0,1.0
-2.2307410994494787e-15,29,281.83197021484375,1732.253173828125,281.83197021484375,22,17,42,2018-11-07,R_A6,STANDARD,0,1.0
-8.907022797273456e-13,30,281.6941223144531,1733.967041015625,281.6941223144531,23,17,42,2018-11-07,R_A6,STANDARD,0,1.0
