PRESSURE,DEPTH,DRAWDOWN,SWAT,WELL,WELLMODEL,DATE,CONJPOS,CONKPOS,SGAS,CONIDX,CONIPOS,CONBPRES
277.7679443359375,1710.6873779296875,0,1.0,R_A6,STANDARD,2018-11-07,42,11,7.411546419991422e-13,11,17,277.7679443359375
277.98968505859375,1713.033203125,0,1.0,R_A6,STANDARD,2018-11-07,42,12,0.0,12,17,277.98968505859375
278.2238464355469,1715.379150390625,0,1.0,R_A6,STANDARD,2018-11-07,42,13,2.4001417173180606e-12,13,17,278.2238464355469
278.4462890625,1717.7249755859375,0,1.0,R_A6,STANDARD,2018-11-07,42,14,1.851557535764714e-12,14,17,278.4462890625
278.81591796875,1720.07080078125,0,1.0,R_A6,STANDARD,2018-11-07,42,15,9.502380436329783e-13,15,17,278.81591796875
279.0416259765625,1722.4166259765625,0,1.0,R_A6,STANDARD,2018-11-07,42,16,5.268911392256048e-13,16,17,279.0416259765625
279.2657775878906,1724.7554931640625,0,1.0,R_A6,STANDARD,2018-11-07,42,17,6.389284717620014e-13,17,17,279.2657775878906
279.397216796875,1726.1417236328125,0,1.0,R_A6,STANDARD,2018-11-07,42,18,7.167433421946534e-13,18,17,279.397216796875
280.5328674316406,1727.21826171875,0,1.0,R_A6,STANDARD,2018-11-07,42,26,6.931845288743466e-12,19,17,280.5328674316406
281.0397644042969,1728.930908203125,0,1.0,R_A6,STANDARD,2018-11-07,42,27,7.536035055537293e-13,20,17,281.0397644042969
282.001708984375,1730.6435546875,0,1.0,R_A6,STANDARD,2018-11-07,42,28,2.6439235957578365e-18,21,17,282.001708984375
282.1826477050781,1732.356201171875,0,1.0,R_A6,STANDARD,2018-11-07,42,29,8.978772579660973e-19,22,17,282.1826477050781
281.3069763183594,1734.0687255859375,0,1.0,R_A6,STANDARD,2018-11-07,42,30,-2.8541097030253607e-14,23,17,281.3069763183594
