WELL,PRESSURE,SGAS,CONIDX,CONIPOS,CONJPOS,DRAWDOWN,DATE,CONKPOS,SWAT,DEPTH,WELLMODEL,CONBPRES
R_A6,275.04803466796875,1.0455125654118547e-09,12,17,42,0,2018-11-07,12,1.0,1712.76220703125,STANDARD,275.04803466796875
R_A6,275.2755432128906,4.961807353875969e-11,13,17,42,0,2018-11-07,13,1.0,1714.9591064453125,STANDARD,275.2755432128906
R_A6,275.4834899902344,3.642818338644993e-11,14,17,42,0,2018-11-07,14,1.0,1717.1558837890625,STANDARD,275.4834899902344
R_A6,275.69140625,2.887656086469903e-11,15,17,42,0,2018-11-07,15,1.0,1719.352783203125,STANDARD,275.69140625
R_A6,276.0438537597656,6.972286897138913e-12,16,17,42,0,2018-11-07,16,1.0,1721.549560546875,STANDARD,276.0438537597656
R_A6,276.2510681152344,6.313843111532824e-12,17,17,42,0,2018-11-07,17,1.0,1723.7464599609375,STANDARD,276.2510681152344
R_A6,276.422119140625,1.4341377748989387e-13,18,17,42,0,2018-11-07,18,1.0,1725.5592041015625,STANDARD,276.422119140625
R_A6,276.3954162597656,-2.1762621002160976e-13,19,17,42,0,2018-11-07,27,1.0,1727.1256103515625,STANDARD,276.3954162597656
R_A6,276.95770263671875,-8.080431939880284e-13,20,17,42,0,2018-11-07,28,1.0,1728.829833984375,STANDARD,276.95770263671875
R_A6,277.1459045410156,-2.878529662894702e-13,21,17,42,0,2018-11-07,29,1.0,1730.5338134765625,STANDARD,277.1459045410156
R_A6,277.2851867675781,-4.390507187357429e-19,22,17,42,0,2018-11-07,30,1.0,1732.2379150390625,STANDARD,277.2851867675781
R_A6,277.0507507324219,-3.4201679303350746e-14,23,17,42,0,2018-11-07,31,1.0,1733.942138671875,STANDARD,277.0507507324219
