CONIDX,CONJPOS,CONBPRES,SWAT,SGAS,DRAWDOWN,CONKPOS,DEPTH,PRESSURE,DATE,WELL,WELLMODEL,CONIPOS
4,41,298.9532165527344,0.1718059778213501,0.0,0,4,1615.4365234375,298.9532165527344,2018-01-01,R_A3,STANDARD,28
5,41,299.0915832519531,0.6481541991233826,0.0,0,5,1617.5008544921875,299.0915832519531,2018-01-01,R_A3,STANDARD,28
6,41,299.2299499511719,0.3384052515029907,0.0,0,6,1619.565185546875,299.2299499511719,2018-01-01,R_A3,STANDARD,28
7,41,298.54638671875,0.6481541991233826,0.0,0,6,1609.3663330078125,298.54638671875,2018-01-01,R_A3,STANDARD,29
8,41,298.68377685546875,0.19685770571231842,0.0,0,7,1611.4163818359375,298.68377685546875,2018-01-01,R_A3,STANDARD,29
9,41,298.8211669921875,0.3490063548088074,0.0,0,8,1613.46630859375,298.8211669921875,2018-01-01,R_A3,STANDARD,29
10,41,298.95855712890625,0.8026683926582336,0.0,0,9,1615.516357421875,298.95855712890625,2018-01-01,R_A3,STANDARD,29
11,41,299.095947265625,0.7972224354743958,0.0,0,10,1617.5662841796875,299.095947265625,2018-01-01,R_A3,STANDARD,29
12,41,299.24237060546875,0.04908576235175133,0.0,0,11,1619.750732421875,299.24237060546875,2018-01-01,R_A3,STANDARD,29
13,41,299.3978271484375,0.054848283529281616,0.0,0,12,1622.0697021484375,299.3978271484375,2018-01-01,R_A3,STANDARD,29
14,41,299.5532531738281,0.37202560901641846,0.0,0,13,1624.388671875,299.5532531738281,2018-01-01,R_A3,STANDARD,29
15,41,299.8641662597656,0.4873570203781128,0.0,0,15,1629.026611328125,299.8641662597656,2018-01-01,R_A3,STANDARD,29
16,41,299.992919921875,0.8076774477958679,0.0,0,16,1630.9468994140625,299.992919921875,2018-01-01,R_A3,STANDARD,29
17,41,300.16583251953125,1.0,0.0,0,27,1633.5262451171875,300.16583251953125,2018-01-01,R_A3,STANDARD,29
18,41,300.40966796875,0.04337825998663902,0.0,0,28,1637.1630859375,300.40966796875,2018-01-01,R_A3,STANDARD,29
19,41,300.6535339355469,0.05151337385177612,0.0,0,29,1640.8001708984375,300.6535339355469,2018-01-01,R_A3,STANDARD,29
20,41,300.89739990234375,1.0,0.0,0,30,1644.4371337890625,300.89739990234375,2018-01-01,R_A3,STANDARD,29
21,41,301.14129638671875,0.06231296807527542,0.0,0,31,1648.0740966796875,301.14129638671875,2018-01-01,R_A3,STANDARD,29
1,52,300.009033203125,0.053005583584308624,0.0,0,1,1631.1873779296875,300.009033203125,2018-01-01,R_A4,STANDARD,30
2,52,299.7571105957031,0.04966719448566437,0.0,0,1,1627.4293212890625,299.7571105957031,2018-01-01,R_A4,STANDARD,31
3,52,299.89520263671875,0.050943583250045776,0.0,0,2,1629.4896240234375,299.89520263671875,2018-01-01,R_A4,STANDARD,31
4,52,300.0333251953125,0.05345940962433815,0.0,0,3,1631.5498046875,300.0333251953125,2018-01-01,R_A4,STANDARD,31
5,52,300.17144775390625,0.058497145771980286,0.0,0,4,1633.610107421875,300.17144775390625,2018-01-01,R_A4,STANDARD,31
6,52,300.0901184082031,0.05785714462399483,0.0,0,4,1632.3968505859375,300.0901184082031,2018-01-01,R_A4,STANDARD,32
7,51,300.3236999511719,0.058354947715997696,0.0,0,4,1635.880615234375,300.3236999511719,2018-01-01,R_A4,STANDARD,32
8,51,300.4202575683594,0.0618814118206501,0.0,0,4,1637.321044921875,300.4202575683594,2018-01-01,R_A4,STANDARD,33
9,51,300.29644775390625,0.05655122175812721,0.0,0,3,1635.474609375,300.29644775390625,2018-01-01,R_A4,STANDARD,33
10,50,300.74395751953125,0.14695020020008087,0.0,0,4,1642.1485595703125,300.74395751953125,2018-01-01,R_A4,STANDARD,33
11,50,300.67578125,0.08094248175621033,0.0,0,4,1641.132080078125,300.67578125,2018-01-01,R_A4,STANDARD,34
12,50,300.5467224121094,0.12245088070631027,0.0,0,3,1639.20703125,300.5467224121094,2018-01-01,R_A4,STANDARD,34
13,50,300.66064453125,0.12450994551181793,0.0,0,3,1640.9061279296875,300.66064453125,2018-01-01,R_A4,STANDARD,35
14,50,300.53570556640625,0.22938384115695953,0.0,0,2,1639.0426025390625,300.53570556640625,2018-01-01,R_A4,STANDARD,35
15,49,300.72943115234375,0.23677265644073486,0.0,0,2,1641.93212890625,300.72943115234375,2018-01-01,R_A4,STANDARD,35
16,49,300.7579650878906,0.12670636177062988,0.0,0,30,1642.357421875,300.7579650878906,2018-01-01,R_A4,STANDARD,36
17,48,300.5735168457031,0.04889002442359924,0.0,0,30,1639.6068115234375,300.5735168457031,2018-01-01,R_A4,STANDARD,36
18,48,301.0526123046875,0.2428145408630371,0.0,0,30,1646.7513427734375,301.0526123046875,2018-01-01,R_A4,STANDARD,37
19,48,301.5025939941406,0.3171052634716034,0.0,0,30,1653.461669921875,301.5025939941406,2018-01-01,R_A4,STANDARD,38
20,47,301.7947998046875,0.6481541991233826,0.0,0,30,1657.8184814453125,301.7947998046875,2018-01-01,R_A4,STANDARD,38
1,20,304.1498718261719,1.0,0.0,0,1,1685.026611328125,304.1498718261719,2018-01-01,R_A5,STANDARD,31
2,20,304.0601806640625,1.0,0.0,0,2,1687.3070068359375,304.0601806640625,2018-01-01,R_A5,STANDARD,31
3,20,304.27630615234375,1.0,0.0,0,3,1689.5875244140625,304.27630615234375,2018-01-01,R_A5,STANDARD,31
4,20,304.4924011230469,1.0,0.0,0,4,1691.8680419921875,304.4924011230469,2018-01-01,R_A5,STANDARD,31
5,20,304.7085266113281,1.0,0.0,0,5,1694.1485595703125,304.7085266113281,2018-01-01,R_A5,STANDARD,31
6,20,304.9246520996094,1.0,0.0,0,6,1696.4290771484375,304.9246520996094,2018-01-01,R_A5,STANDARD,31
7,20,305.446533203125,1.0,0.0,0,7,1698.70947265625,305.446533203125,2018-01-01,R_A5,STANDARD,31
8,20,305.66265869140625,1.0,0.0,0,8,1700.989990234375,305.66265869140625,2018-01-01,R_A5,STANDARD,31
9,20,305.8787841796875,1.0,0.0,0,9,1703.2706298828125,305.8787841796875,2018-01-01,R_A5,STANDARD,31
10,20,305.988037109375,1.0,0.0,0,11,1707.6488037109375,305.988037109375,2018-01-01,R_A5,STANDARD,31
11,20,306.1695251464844,1.0,0.0,0,12,1709.5638427734375,306.1695251464844,2018-01-01,R_A5,STANDARD,31
12,21,305.4322814941406,1.0,0.0,0,12,1701.7845458984375,305.4322814941406,2018-01-01,R_A5,STANDARD,31
13,21,305.6291198730469,1.0,0.0,0,13,1703.735107421875,305.6291198730469,2018-01-01,R_A5,STANDARD,31
14,21,305.81396484375,1.0,0.0,0,14,1705.6856689453125,305.81396484375,2018-01-01,R_A5,STANDARD,31
15,21,305.9988098144531,1.0,0.0,0,15,1707.63623046875,305.9988098144531,2018-01-01,R_A5,STANDARD,31
16,21,306.3287048339844,1.0,0.0,0,16,1709.5867919921875,306.3287048339844,2018-01-01,R_A5,STANDARD,31
17,21,306.5135498046875,1.0,0.0,0,17,1711.537353515625,306.5135498046875,2018-01-01,R_A5,STANDARD,31
18,21,306.6856994628906,1.0,0.0,0,18,1713.35400390625,306.6856994628906,2018-01-01,R_A5,STANDARD,31
19,21,306.7843933105469,1.0,0.0,0,19,1714.3951416015625,306.7843933105469,2018-01-01,R_A5,STANDARD,31
20,21,306.75689697265625,1.0,0.0,0,27,1715.7628173828125,306.75689697265625,2018-01-01,R_A5,STANDARD,31
21,21,306.978271484375,1.0,0.0,0,28,1718.098388671875,306.978271484375,2018-01-01,R_A5,STANDARD,31
22,21,307.5054016113281,1.0,0.0,0,29,1720.43408203125,307.5054016113281,2018-01-01,R_A5,STANDARD,31
23,21,307.7267761230469,1.0,0.0,0,30,1722.7696533203125,307.7267761230469,2018-01-01,R_A5,STANDARD,31
24,21,307.9481506347656,1.0,0.0,0,31,1725.105224609375,307.9481506347656,2018-01-01,R_A5,STANDARD,31
1,42,305.11419677734375,1.0,0.0,0,1,1695.20263671875,305.11419677734375,2018-01-01,R_A6,STANDARD,17
2,42,305.2609558105469,1.0,0.0,0,2,1696.7510986328125,305.2609558105469,2018-01-01,R_A6,STANDARD,17
3,42,305.4076843261719,1.0,0.0,0,3,1698.299560546875,305.4076843261719,2018-01-01,R_A6,STANDARD,17
4,42,305.554443359375,1.0,0.0,0,4,1699.84814453125,305.554443359375,2018-01-01,R_A6,STANDARD,17
5,42,305.7012023925781,1.0,0.0,0,5,1701.3966064453125,305.7012023925781,2018-01-01,R_A6,STANDARD,17
6,42,305.84796142578125,1.0,0.0,0,6,1702.9451904296875,305.84796142578125,2018-01-01,R_A6,STANDARD,17
7,42,305.6956481933594,1.0,0.0,0,7,1704.49365234375,305.6956481933594,2018-01-01,R_A6,STANDARD,17
8,42,305.8424072265625,1.0,0.0,0,8,1706.042236328125,305.8424072265625,2018-01-01,R_A6,STANDARD,17
9,42,306.2882080078125,1.0,0.0,0,9,1707.5906982421875,306.2882080078125,2018-01-01,R_A6,STANDARD,17
10,42,306.4349670410156,1.0,0.0,0,10,1709.1392822265625,306.4349670410156,2018-01-01,R_A6,STANDARD,17
11,42,306.3109130859375,1.0,0.0,0,11,1711.055419921875,306.3109130859375,2018-01-01,R_A6,STANDARD,17
12,42,306.52734375,1.0,0.0,0,12,1713.3392333984375,306.52734375,2018-01-01,R_A6,STANDARD,17
13,42,306.7557678222656,1.0,0.0,0,13,1715.623046875,306.7557678222656,2018-01-01,R_A6,STANDARD,17
14,42,306.9721984863281,1.0,0.0,0,14,1717.9068603515625,306.9721984863281,2018-01-01,R_A6,STANDARD,17
15,42,307.18865966796875,1.0,0.0,0,15,1720.190673828125,307.18865966796875,2018-01-01,R_A6,STANDARD,17
16,42,307.55010986328125,1.0,0.0,0,16,1722.474365234375,307.55010986328125,2018-01-01,R_A6,STANDARD,17
17,42,307.7665710449219,1.0,0.0,0,17,1724.7581787109375,307.7665710449219,2018-01-01,R_A6,STANDARD,17
18,42,307.921630859375,1.0,0.0,0,18,1726.394287109375,307.921630859375,2018-01-01,R_A6,STANDARD,17
19,42,307.8930969238281,1.0,0.0,0,27,1727.7508544921875,307.8930969238281,2018-01-01,R_A6,STANDARD,17
20,42,308.3623352050781,1.0,0.0,0,28,1729.4755859375,308.3623352050781,2018-01-01,R_A6,STANDARD,17
21,42,308.52581787109375,1.0,0.0,0,29,1731.2001953125,308.52581787109375,2018-01-01,R_A6,STANDARD,17
22,42,308.68927001953125,1.0,0.0,0,30,1732.9249267578125,308.68927001953125,2018-01-01,R_A6,STANDARD,17
23,42,308.5469665527344,1.0,0.0,0,31,1734.649658203125,308.5469665527344,2018-01-01,R_A6,STANDARD,17
1,30,298.51727294921875,0.05576019734144211,0.0,0,1,1641.094970703125,298.51727294921875,2018-03-01,R_A2,STANDARD,22
2,30,298.6374816894531,0.05882420018315315,0.0,0,2,1642.8890380859375,298.6374816894531,2018-03-01,R_A2,STANDARD,22
3,30,298.7576599121094,0.06131954491138458,0.0,0,3,1644.68310546875,298.7576599121094,2018-03-01,R_A2,STANDARD,22
4,30,298.8779602050781,0.0673069953918457,0.0,0,4,1646.4771728515625,298.8779602050781,2018-03-01,R_A2,STANDARD,22
5,30,298.9984130859375,0.1340533047914505,0.0,0,5,1648.2713623046875,298.9984130859375,2018-03-01,R_A2,STANDARD,22
6,30,299.2267150878906,0.30913689732551575,0.0,0,6,1650.0654296875,299.2267150878906,2018-03-01,R_A2,STANDARD,22
7,30,299.4909973144531,0.8865045309066772,0.0,0,7,1651.859619140625,299.4909973144531,2018-03-01,R_A2,STANDARD,22
8,30,299.6615295410156,0.6482802033424377,0.0,0,8,1653.6536865234375,299.6615295410156,2018-03-01,R_A2,STANDARD,22
9,30,299.78179931640625,0.1873141974210739,0.0,0,9,1655.44775390625,299.78179931640625,2018-03-01,R_A2,STANDARD,22
10,30,300.0204162597656,0.9045065641403198,0.0,0,10,1657.2418212890625,300.0204162597656,2018-03-01,R_A2,STANDARD,22
11,30,300.11639404296875,0.078965924680233,0.0,0,11,1659.1368408203125,300.11639404296875,2018-03-01,R_A2,STANDARD,22
12,30,300.2677001953125,0.07906436175107956,0.0,0,12,1661.132568359375,300.2677001953125,2018-03-01,R_A2,STANDARD,22
13,30,300.6139831542969,0.4531307816505432,0.0,0,13,1663.12841796875,300.6139831542969,2018-03-01,R_A2,STANDARD,22
14,30,300.91986083984375,0.5043683648109436,0.0,0,14,1665.1241455078125,300.91986083984375,2018-03-01,R_A2,STANDARD,22
15,30,301.05426025390625,0.690606951713562,0.0,0,15,1667.1199951171875,301.05426025390625,2018-03-01,R_A2,STANDARD,22
16,30,301.18487548828125,0.9648944139480591,0.0,0,16,1669.11572265625,301.18487548828125,2018-03-01,R_A2,STANDARD,22
17,30,301.318359375,0.9507981538772583,0.0,0,17,1671.111572265625,301.318359375,2018-03-01,R_A2,STANDARD,22
18,30,301.444091796875,0.9831549525260925,0.0,0,18,1672.9881591796875,301.444091796875,2018-03-01,R_A2,STANDARD,22
19,29,301.5142822265625,0.9968769550323486,0.0,0,18,1674.229736328125,301.5142822265625,2018-03-01,R_A2,STANDARD,22
20,29,302.8630676269531,1.0,-3.321033862342215e-15,0,27,1676.1676025390625,302.8630676269531,2018-03-01,R_A2,STANDARD,22
21,29,303.25384521484375,1.0,-6.678284630047538e-16,0,28,1677.9368896484375,303.25384521484375,2018-03-01,R_A2,STANDARD,22
22,29,303.1560363769531,1.0,-6.859136222802579e-16,0,29,1679.7061767578125,303.1560363769531,2018-03-01,R_A2,STANDARD,22
23,29,302.6795349121094,1.0,-6.183140403422604e-16,0,30,1681.4754638671875,302.6795349121094,2018-03-01,R_A2,STANDARD,22
24,29,302.09429931640625,1.0,-7.54026876761206e-16,0,31,1683.2447509765625,302.09429931640625,2018-03-01,R_A2,STANDARD,22
1,20,271.69781494140625,1.0,-3.9968837802970263e-17,0,1,1685.026611328125,271.69781494140625,2018-04-28,R_A5,STANDARD,31
2,20,271.60809326171875,1.0,-1.3912029114707212e-14,0,2,1687.3070068359375,271.60809326171875,2018-04-28,R_A5,STANDARD,31
3,20,271.8240661621094,1.0,-2.0832275588280637e-14,0,3,1689.5875244140625,271.8240661621094,2018-04-28,R_A5,STANDARD,31
4,20,272.0400390625,1.0,-2.4450495407089996e-14,0,4,1691.8680419921875,272.0400390625,2018-04-28,R_A5,STANDARD,31
5,20,272.25592041015625,1.0,-7.920480575931716e-15,0,5,1694.1485595703125,272.25592041015625,2018-04-28,R_A5,STANDARD,31
6,20,272.47186279296875,1.0,-3.941959538194921e-14,0,6,1696.4290771484375,272.47186279296875,2018-04-28,R_A5,STANDARD,31
7,20,273.04620361328125,1.0,-5.416567327586226e-15,0,7,1698.70947265625,273.04620361328125,2018-04-28,R_A5,STANDARD,31
8,20,273.337158203125,1.0,-2.5647215742222867e-14,0,8,1700.989990234375,273.337158203125,2018-04-28,R_A5,STANDARD,31
9,20,275.8062744140625,1.0,0.0,0,9,1703.2706298828125,275.8062744140625,2018-04-28,R_A5,STANDARD,31
10,20,277.4717712402344,1.0,-1.5265601283065422e-12,0,11,1707.6488037109375,277.4717712402344,2018-04-28,R_A5,STANDARD,31
11,20,277.7169189453125,1.0,-5.500028058859352e-13,0,12,1709.5638427734375,277.7169189453125,2018-04-28,R_A5,STANDARD,31
12,21,276.44329833984375,1.0,-1.8505603993634878e-10,0,12,1701.7845458984375,276.44329833984375,2018-04-28,R_A5,STANDARD,31
13,21,277.31353759765625,1.0,0.0,0,13,1703.735107421875,277.31353759765625,2018-04-28,R_A5,STANDARD,31
14,21,277.5227355957031,1.0,-1.5600326586096003e-10,0,14,1705.6856689453125,277.5227355957031,2018-04-28,R_A5,STANDARD,31
15,21,277.7223815917969,1.0,-3.020726724312084e-11,0,15,1707.63623046875,277.7223815917969,2018-04-28,R_A5,STANDARD,31
16,21,278.114013671875,1.0,-8.333830153750554e-12,0,16,1709.5867919921875,278.114013671875,2018-04-28,R_A5,STANDARD,31
17,21,278.4304504394531,1.0,-8.928979083888677e-12,0,17,1711.537353515625,278.4304504394531,2018-04-28,R_A5,STANDARD,31
18,21,278.8772888183594,1.0,-1.726766125920154e-11,0,18,1713.35400390625,278.8772888183594,2018-04-28,R_A5,STANDARD,31
19,21,279.17254638671875,1.0,0.0,0,19,1714.3951416015625,279.17254638671875,2018-04-28,R_A5,STANDARD,31
20,21,279.23760986328125,1.0,-1.8238816706928063e-11,0,27,1715.7628173828125,279.23760986328125,2018-04-28,R_A5,STANDARD,31
21,21,279.67132568359375,1.0,-1.2383213378319713e-11,0,28,1718.098388671875,279.67132568359375,2018-04-28,R_A5,STANDARD,31
22,21,285.2957458496094,1.0,-6.599553500762582e-19,0,29,1720.43408203125,285.2957458496094,2018-04-28,R_A5,STANDARD,31
23,21,279.5882568359375,1.0,-4.1675755728387553e-13,0,30,1722.7696533203125,279.5882568359375,2018-04-28,R_A5,STANDARD,31
24,21,281.58746337890625,1.0,-4.998539221311603e-19,0,31,1725.105224609375,281.58746337890625,2018-04-28,R_A5,STANDARD,31
1,41,278.7581481933594,0.649496853351593,0.0,0,1,1609.243408203125,278.7581481933594,2018-07-03,R_A3,STANDARD,28
2,41,278.8935546875,0.19759732484817505,0.0,0,2,1611.3077392578125,278.8935546875,2018-07-03,R_A3,STANDARD,28
3,41,279.0311279296875,0.15808692574501038,0.0,0,3,1613.3720703125,279.0311279296875,2018-07-03,R_A3,STANDARD,28
4,41,279.1687927246094,0.17235518991947174,0.0,0,4,1615.4365234375,279.1687927246094,2018-07-03,R_A3,STANDARD,28
5,41,279.31512451171875,0.6495466232299805,0.0,0,5,1617.5008544921875,279.31512451171875,2018-07-03,R_A3,STANDARD,28
6,41,279.4540710449219,0.3387830853462219,0.0,0,6,1619.565185546875,279.4540710449219,2018-07-03,R_A3,STANDARD,28
7,41,278.7069091796875,0.6494698524475098,0.0,0,6,1609.3663330078125,278.7069091796875,2018-07-03,R_A3,STANDARD,29
8,41,278.85906982421875,0.19831717014312744,0.0,0,7,1611.4163818359375,278.85906982421875,2018-07-03,R_A3,STANDARD,29
9,41,278.99639892578125,0.35234323143959045,0.0,0,8,1613.46630859375,278.99639892578125,2018-07-03,R_A3,STANDARD,29
10,41,279.2171936035156,0.8014548420906067,0.0,0,9,1615.516357421875,279.2171936035156,2018-07-03,R_A3,STANDARD,29
11,41,280.38134765625,0.7957234978675842,0.0,0,10,1617.5662841796875,280.38134765625,2018-07-03,R_A3,STANDARD,29
12,41,280.74969482421875,0.0491846464574337,0.0,0,11,1619.750732421875,280.74969482421875,2018-07-03,R_A3,STANDARD,29
13,41,280.9044189453125,0.05496502295136452,0.0,0,12,1622.0697021484375,280.9044189453125,2018-07-03,R_A3,STANDARD,29
14,41,281.0592346191406,0.3726777136325836,0.0,0,13,1624.388671875,281.0592346191406,2018-07-03,R_A3,STANDARD,29
15,41,282.46258544921875,0.4888954758644104,0.0,0,15,1629.026611328125,282.46258544921875,2018-07-03,R_A3,STANDARD,29
16,41,282.62213134765625,0.8066478967666626,0.0,0,16,1630.9468994140625,282.62213134765625,2018-07-03,R_A3,STANDARD,29
17,41,286.7282409667969,1.0,1.5433154971003504e-12,0,27,1633.5262451171875,286.7282409667969,2018-07-03,R_A3,STANDARD,29
18,41,283.0988464355469,0.04367327690124512,0.0,0,28,1637.1630859375,283.0988464355469,2018-07-03,R_A3,STANDARD,29
19,41,283.3415222167969,0.05190318822860718,0.0,0,29,1640.8001708984375,283.3415222167969,2018-07-03,R_A3,STANDARD,29
20,41,287.1258544921875,1.0,2.6670555954705355e-12,0,30,1644.4371337890625,287.1258544921875,2018-07-03,R_A3,STANDARD,29
21,41,283.8042907714844,0.06268894672393799,0.0,0,31,1648.0740966796875,283.8042907714844,2018-07-03,R_A3,STANDARD,29
1,52,276.3827819824219,0.053127095103263855,0.0,0,1,1631.1873779296875,276.3827819824219,2018-09-12,R_A4,STANDARD,30
2,52,276.190673828125,0.04978105425834656,0.0,0,1,1627.4293212890625,276.190673828125,2018-09-12,R_A4,STANDARD,31
3,52,276.3279724121094,0.05106232687830925,0.0,0,2,1629.4896240234375,276.3279724121094,2018-09-12,R_A4,STANDARD,31
4,52,276.46527099609375,0.05358491837978363,0.0,0,3,1631.5498046875,276.46527099609375,2018-09-12,R_A4,STANDARD,31
5,52,276.6025695800781,0.058614619076251984,0.0,0,4,1633.610107421875,276.6025695800781,2018-09-12,R_A4,STANDARD,31
6,52,276.562744140625,0.05798802897334099,0.0,0,4,1632.3968505859375,276.562744140625,2018-09-12,R_A4,STANDARD,32
7,51,276.7598876953125,0.05848280340433121,0.0,0,4,1635.880615234375,276.7598876953125,2018-09-12,R_A4,STANDARD,32
8,51,276.8888854980469,0.06204904988408089,0.0,0,4,1637.321044921875,276.8888854980469,2018-09-12,R_A4,STANDARD,33
9,51,276.7657470703125,0.056672196835279465,0.0,0,3,1635.474609375,276.7657470703125,2018-09-12,R_A4,STANDARD,33
10,50,277.1246032714844,0.1486118733882904,0.0,0,4,1642.1485595703125,277.1246032714844,2018-09-12,R_A4,STANDARD,33
11,50,277.080078125,0.08266609162092209,0.0,0,4,1641.132080078125,277.080078125,2018-09-12,R_A4,STANDARD,34
12,50,276.951904296875,0.12292356044054031,0.0,0,3,1639.20703125,276.951904296875,2018-09-12,R_A4,STANDARD,34
13,50,277.138916015625,0.12482866644859314,0.0,0,3,1640.9061279296875,277.138916015625,2018-09-12,R_A4,STANDARD,35
14,50,277.01507568359375,0.22984349727630615,0.0,0,2,1639.0426025390625,277.01507568359375,2018-09-12,R_A4,STANDARD,35
15,49,277.11541748046875,0.23721840977668762,0.0,0,2,1641.93212890625,277.11541748046875,2018-09-12,R_A4,STANDARD,35
16,49,278.514892578125,0.12668313086032867,0.0,0,30,1642.357421875,278.514892578125,2018-09-12,R_A4,STANDARD,36
17,48,278.2908630371094,0.051731646060943604,0.0,0,30,1639.6068115234375,278.2908630371094,2018-09-12,R_A4,STANDARD,36
18,48,278.8309631347656,0.2408050298690796,0.0,0,30,1646.7513427734375,278.8309631347656,2018-09-12,R_A4,STANDARD,37
19,48,279.3589782714844,0.3022754192352295,0.0,0,30,1653.461669921875,279.3589782714844,2018-09-12,R_A4,STANDARD,38
20,47,279.5770263671875,0.6600119471549988,0.0,0,30,1657.8184814453125,279.5770263671875,2018-09-12,R_A4,STANDARD,38
1,42,272.9471740722656,1.0,1.4953110957430368e-15,0,1,1695.20263671875,272.9471740722656,2018-11-07,R_A6,STANDARD,17
2,42,273.092529296875,1.0,9.462506809265248e-16,0,2,1696.7510986328125,273.092529296875,2018-11-07,R_A6,STANDARD,17
3,42,273.2353515625,1.0,6.441618330628766e-16,0,3,1698.299560546875,273.2353515625,2018-11-07,R_A6,STANDARD,17
4,42,273.374755859375,1.0,5.806695668256743e-16,0,4,1699.84814453125,273.374755859375,2018-11-07,R_A6,STANDARD,17
5,42,273.5126037597656,1.0,1.4819354925938257e-15,0,5,1701.3966064453125,273.5126037597656,2018-11-07,R_A6,STANDARD,17
6,42,273.6531982421875,1.0,3.7096461834437364e-14,0,6,1702.9451904296875,273.6531982421875,2018-11-07,R_A6,STANDARD,17
7,42,273.4971008300781,1.0,7.100062589726272e-14,0,7,1704.49365234375,273.4971008300781,2018-11-07,R_A6,STANDARD,17
8,42,273.6436462402344,1.0,3.8127548264866445e-14,0,8,1706.042236328125,273.6436462402344,2018-11-07,R_A6,STANDARD,17
9,42,274.0903015136719,1.0,2.7569914463920243e-15,0,9,1707.5906982421875,274.0903015136719,2018-11-07,R_A6,STANDARD,17
10,42,274.3851013183594,1.0,2.361898433859413e-16,0,10,1709.1392822265625,274.3851013183594,2018-11-07,R_A6,STANDARD,17
11,42,274.3310546875,1.0,3.863137701442046e-14,0,11,1711.055419921875,274.3310546875,2018-11-07,R_A6,STANDARD,17
12,42,274.5472717285156,1.0,1.734650969956522e-14,0,12,1713.3392333984375,274.5472717285156,2018-11-07,R_A6,STANDARD,17
13,42,274.7761535644531,1.0,1.4148295191058406e-15,0,13,1715.623046875,274.7761535644531,2018-11-07,R_A6,STANDARD,17
