DRAWDOWN,SWAT,WELLMODEL,CONKPOS,PRESSURE,CONBPRES,CONIDX,DATE,CONIPOS,DEPTH,SGAS,WELL,CONJPOS
0,0.05159545689821243,STANDARD,1,300.009033203125,300.009033203125,1,2018-01-01,30,1631.1873779296875,0.0,R_A4,52
0,0.049295369535684586,STANDARD,1,299.7571105957031,299.7571105957031,2,2018-01-01,31,1627.4293212890625,0.0,R_A4,52
0,0.05215280130505562,STANDARD,2,299.89520263671875,299.89520263671875,3,2018-01-01,31,1629.4896240234375,0.0,R_A4,52
0,0.054117489606142044,STANDARD,3,300.0333251953125,300.0333251953125,4,2018-01-01,31,1631.5498046875,0.0,R_A4,52
0,0.05574403703212738,STANDARD,4,300.17144775390625,300.17144775390625,5,2018-01-01,31,1633.610107421875,0.0,R_A4,52
0,0.05757410079240799,STANDARD,4,300.0901184082031,300.0901184082031,6,2018-01-01,32,1632.3968505859375,0.0,R_A4,52
0,0.05810001865029335,STANDARD,4,300.3236999511719,300.3236999511719,7,2018-01-01,32,1635.880615234375,0.0,R_A4,51
0,0.06064717099070549,STANDARD,4,300.4202575683594,300.4202575683594,8,2018-01-01,33,1637.321044921875,0.0,R_A4,51
0,0.058206330984830856,STANDARD,3,300.29644775390625,300.29644775390625,9,2018-01-01,33,1635.474609375,0.0,R_A4,51
0,0.2798222005367279,STANDARD,4,300.74395751953125,300.74395751953125,10,2018-01-01,33,1642.1485595703125,0.0,R_A4,50
0,0.6481541991233826,STANDARD,4,300.67578125,300.67578125,11,2018-01-01,34,1641.132080078125,0.0,R_A4,50
0,0.09663576632738113,STANDARD,3,300.5467224121094,300.5467224121094,12,2018-01-01,34,1639.20703125,0.0,R_A4,50
0,0.16213864088058472,STANDARD,3,300.66064453125,300.66064453125,13,2018-01-01,35,1640.9061279296875,0.0,R_A4,50
0,0.18770018219947815,STANDARD,2,300.53570556640625,300.53570556640625,14,2018-01-01,35,1639.0426025390625,0.0,R_A4,50
0,0.2386992871761322,STANDARD,2,300.72943115234375,300.72943115234375,15,2018-01-01,35,1641.93212890625,0.0,R_A4,49
0,0.09703515470027924,STANDARD,30,300.7579650878906,300.7579650878906,16,2018-01-01,36,1642.357421875,0.0,R_A4,49
0,0.05722138658165932,STANDARD,30,300.5735168457031,300.5735168457031,17,2018-01-01,36,1639.6068115234375,0.0,R_A4,48
0,0.06256399303674698,STANDARD,30,301.0526123046875,301.0526123046875,18,2018-01-01,37,1646.7513427734375,0.0,R_A4,48
0,0.6481541991233826,STANDARD,30,301.5025939941406,301.5025939941406,19,2018-01-01,38,1653.461669921875,0.0,R_A4,48
0,0.17424188554286957,STANDARD,30,301.7947998046875,301.7947998046875,20,2018-01-01,38,1657.8184814453125,0.0,R_A4,47
0,1.0,STANDARD,1,303.8440856933594,303.8440856933594,1,2018-01-01,31,1685.026611328125,0.0,R_A5,20
0,1.0,STANDARD,2,304.0601806640625,304.0601806640625,2,2018-01-01,31,1687.3070068359375,0.0,R_A5,20
0,1.0,STANDARD,3,304.27630615234375,304.27630615234375,3,2018-01-01,31,1689.5875244140625,0.0,R_A5,20
0,1.0,STANDARD,4,304.4924011230469,304.4924011230469,4,2018-01-01,31,1691.8680419921875,0.0,R_A5,20
0,1.0,STANDARD,5,304.7085266113281,304.7085266113281,5,2018-01-01,31,1694.1485595703125,0.0,R_A5,20
0,1.0,STANDARD,6,304.9246520996094,304.9246520996094,6,2018-01-01,31,1696.4290771484375,0.0,R_A5,20
0,1.0,STANDARD,7,305.446533203125,305.446533203125,7,2018-01-01,31,1698.70947265625,0.0,R_A5,20
0,1.0,STANDARD,11,305.988037109375,305.988037109375,8,2018-01-01,31,1707.6488037109375,0.0,R_A5,20
0,1.0,STANDARD,12,306.1695251464844,306.1695251464844,9,2018-01-01,31,1709.5638427734375,0.0,R_A5,20
0,1.0,STANDARD,12,305.4322814941406,305.4322814941406,10,2018-01-01,31,1701.7845458984375,0.0,R_A5,21
0,1.0,STANDARD,13,305.6291198730469,305.6291198730469,11,2018-01-01,31,1703.735107421875,0.0,R_A5,21
0,1.0,STANDARD,14,305.81396484375,305.81396484375,12,2018-01-01,31,1705.6856689453125,0.0,R_A5,21
0,1.0,STANDARD,15,305.9988098144531,305.9988098144531,13,2018-01-01,31,1707.63623046875,0.0,R_A5,21
0,1.0,STANDARD,16,306.3287048339844,306.3287048339844,14,2018-01-01,31,1709.5867919921875,0.0,R_A5,21
0,1.0,STANDARD,17,306.5135498046875,306.5135498046875,15,2018-01-01,31,1711.537353515625,0.0,R_A5,21
0,1.0,STANDARD,18,306.6856994628906,306.6856994628906,16,2018-01-01,31,1713.35400390625,0.0,R_A5,21
0,1.0,STANDARD,19,306.7843933105469,306.7843933105469,17,2018-01-01,31,1714.3951416015625,0.0,R_A5,21
0,1.0,STANDARD,27,306.75689697265625,306.75689697265625,18,2018-01-01,31,1715.7628173828125,0.0,R_A5,21
0,1.0,STANDARD,28,306.978271484375,306.978271484375,19,2018-01-01,31,1718.098388671875,0.0,R_A5,21
0,1.0,STANDARD,29,307.5054016113281,307.5054016113281,20,2018-01-01,31,1720.43408203125,0.0,R_A5,21
0,1.0,STANDARD,30,307.7267761230469,307.7267761230469,21,2018-01-01,31,1722.7696533203125,0.0,R_A5,21
0,1.0,STANDARD,31,307.9481506347656,307.9481506347656,22,2018-01-01,31,1725.105224609375,0.0,R_A5,21
0,1.0,STANDARD,1,305.11419677734375,305.11419677734375,1,2018-01-01,17,1695.20263671875,0.0,R_A6,42
0,1.0,STANDARD,2,305.2609558105469,305.2609558105469,2,2018-01-01,17,1696.7510986328125,0.0,R_A6,42
0,1.0,STANDARD,3,305.4076843261719,305.4076843261719,3,2018-01-01,17,1698.299560546875,0.0,R_A6,42
0,1.0,STANDARD,4,305.554443359375,305.554443359375,4,2018-01-01,17,1699.84814453125,0.0,R_A6,42
0,1.0,STANDARD,5,305.7012023925781,305.7012023925781,5,2018-01-01,17,1701.3966064453125,0.0,R_A6,42
0,1.0,STANDARD,6,305.84796142578125,305.84796142578125,6,2018-01-01,17,1702.9451904296875,0.0,R_A6,42
0,1.0,STANDARD,7,305.6956481933594,305.6956481933594,7,2018-01-01,17,1704.49365234375,0.0,R_A6,42
0,1.0,STANDARD,8,306.1414489746094,306.1414489746094,8,2018-01-01,17,1706.042236328125,0.0,R_A6,42
0,1.0,STANDARD,9,306.2882080078125,306.2882080078125,9,2018-01-01,17,1707.5906982421875,0.0,R_A6,42
0,1.0,STANDARD,10,306.1291809082031,306.1291809082031,10,2018-01-01,17,1709.1392822265625,0.0,R_A6,42
0,1.0,STANDARD,11,306.3109130859375,306.3109130859375,11,2018-01-01,17,1711.055419921875,0.0,R_A6,42
0,1.0,STANDARD,12,306.52734375,306.52734375,12,2018-01-01,17,1713.3392333984375,0.0,R_A6,42
0,1.0,STANDARD,13,306.7557678222656,306.7557678222656,13,2018-01-01,17,1715.623046875,0.0,R_A6,42
0,1.0,STANDARD,14,306.9721984863281,306.9721984863281,14,2018-01-01,17,1717.9068603515625,0.0,R_A6,42
0,1.0,STANDARD,15,307.18865966796875,307.18865966796875,15,2018-01-01,17,1720.190673828125,0.0,R_A6,42
0,1.0,STANDARD,16,307.55010986328125,307.55010986328125,16,2018-01-01,17,1722.474365234375,0.0,R_A6,42
0,1.0,STANDARD,17,307.7665710449219,307.7665710449219,17,2018-01-01,17,1724.7581787109375,0.0,R_A6,42
0,1.0,STANDARD,18,307.921630859375,307.921630859375,18,2018-01-01,17,1726.394287109375,0.0,R_A6,42
0,1.0,STANDARD,27,307.8930969238281,307.8930969238281,19,2018-01-01,17,1727.7508544921875,0.0,R_A6,42
0,1.0,STANDARD,28,308.3623352050781,308.3623352050781,20,2018-01-01,17,1729.4755859375,0.0,R_A6,42
0,1.0,STANDARD,29,308.52581787109375,308.52581787109375,21,2018-01-01,17,1731.2001953125,0.0,R_A6,42
0,1.0,STANDARD,30,308.68927001953125,308.68927001953125,22,2018-01-01,17,1732.9249267578125,0.0,R_A6,42
0,1.0,STANDARD,31,308.5469665527344,308.5469665527344,23,2018-01-01,17,1734.649658203125,0.0,R_A6,42
0,0.056736528873443604,STANDARD,1,299.61114501953125,299.61114501953125,1,2018-03-01,22,1641.094970703125,0.0,R_A2,30
0,0.05777958780527115,STANDARD,2,299.73138427734375,299.73138427734375,2,2018-03-01,22,1642.8890380859375,0.0,R_A2,30
0,0.060038235038518906,STANDARD,3,299.8516540527344,299.8516540527344,3,2018-03-01,22,1644.68310546875,0.0,R_A2,30
0,0.06768469512462616,STANDARD,4,299.9719543457031,299.9719543457031,4,2018-03-01,22,1646.4771728515625,0.0,R_A2,30
0,0.06884673237800598,STANDARD,5,300.09222412109375,300.09222412109375,5,2018-03-01,22,1648.2713623046875,0.0,R_A2,30
0,0.3103933334350586,STANDARD,6,300.2185363769531,300.2185363769531,6,2018-03-01,22,1650.0654296875,0.0,R_A2,30
0,0.8913718461990356,STANDARD,7,300.3427429199219,300.3427429199219,7,2018-03-01,22,1651.859619140625,0.0,R_A2,30
0,0.8774359226226807,STANDARD,8,300.4654846191406,300.4654846191406,8,2018-03-01,22,1653.6536865234375,0.0,R_A2,30
0,0.9038087725639343,STANDARD,9,300.6293640136719,300.6293640136719,9,2018-03-01,22,1655.44775390625,0.0,R_A2,30
0,0.9149386286735535,STANDARD,10,300.7559509277344,300.7559509277344,10,2018-03-01,22,1657.2418212890625,0.0,R_A2,30
0,0.07617103308439255,STANDARD,11,300.8211975097656,300.8211975097656,11,2018-03-01,22,1659.1368408203125,0.0,R_A2,30
0,0.07731091231107712,STANDARD,12,300.9546813964844,300.9546813964844,12,2018-03-01,22,1661.132568359375,0.0,R_A2,30
0,0.46180081367492676,STANDARD,13,301.0999755859375,301.0999755859375,13,2018-03-01,22,1663.12841796875,0.0,R_A2,30
0,0.5058287382125854,STANDARD,14,301.2348327636719,301.2348327636719,14,2018-03-01,22,1665.1241455078125,0.0,R_A2,30
0,0.6889401078224182,STANDARD,15,301.37017822265625,301.37017822265625,15,2018-03-01,22,1667.1199951171875,0.0,R_A2,30
0,0.9704082608222961,STANDARD,16,301.5041809082031,301.5041809082031,16,2018-03-01,22,1669.11572265625,0.0,R_A2,30
0,0.9496062397956848,STANDARD,17,301.63824462890625,301.63824462890625,17,2018-03-01,22,1671.111572265625,0.0,R_A2,30
0,0.982889711856842,STANDARD,18,301.7641906738281,301.7641906738281,18,2018-03-01,22,1672.9881591796875,0.0,R_A2,30
0,0.9966244697570801,STANDARD,18,301.8148498535156,301.8148498535156,19,2018-03-01,22,1674.229736328125,0.0,R_A2,29
0,1.0,STANDARD,27,302.7225646972656,302.7225646972656,20,2018-03-01,22,1676.1676025390625,-3.3439420676906195e-10,R_A2,29
0,1.0,STANDARD,28,303.3541564941406,303.3541564941406,21,2018-03-01,22,1677.9368896484375,6.884300767442385e-23,R_A2,29
0,1.0,STANDARD,29,303.5914611816406,303.5914611816406,22,2018-03-01,22,1679.7061767578125,8.119411451504785e-23,R_A2,29
0,1.0,STANDARD,30,303.7805480957031,303.7805480957031,23,2018-03-01,22,1681.4754638671875,1.1626173960984648e-22,R_A2,29
0,1.0,STANDARD,31,303.95062255859375,303.95062255859375,24,2018-03-01,22,1683.2447509765625,1.157472382165741e-22,R_A2,29
0,1.0,STANDARD,1,265.5885009765625,265.5885009765625,1,2018-04-28,31,1685.026611328125,-1.0021094333035122e-14,R_A5,20
0,1.0,STANDARD,2,265.8043212890625,265.8043212890625,2,2018-04-28,31,1687.3070068359375,-1.0356741302780005e-14,R_A5,20
0,1.0,STANDARD,3,266.0201416015625,266.0201416015625,3,2018-04-28,31,1689.5875244140625,-9.602325479077332e-15,R_A5,20
0,1.0,STANDARD,4,266.23583984375,266.23583984375,4,2018-04-28,31,1691.8680419921875,-1.0552339845025863e-14,R_A5,20
0,1.0,STANDARD,5,266.45147705078125,266.45147705078125,5,2018-04-28,31,1694.1485595703125,-1.0389518089706958e-14,R_A5,20
0,1.0,STANDARD,6,266.66717529296875,266.66717529296875,6,2018-04-28,31,1696.4290771484375,-8.30935509608206e-15,R_A5,20
0,1.0,STANDARD,7,267.205810546875,267.205810546875,7,2018-04-28,31,1698.70947265625,-3.1832876703938263e-15,R_A5,20
0,1.0,STANDARD,11,267.7942810058594,267.7942810058594,8,2018-04-28,31,1707.6488037109375,-1.616611250247757e-12,R_A5,20
0,1.0,STANDARD,12,267.9775695800781,267.9775695800781,9,2018-04-28,31,1709.5638427734375,-6.951528111823202e-13,R_A5,20
0,1.0,STANDARD,12,266.4483947753906,266.4483947753906,10,2018-04-28,31,1701.7845458984375,-1.7864349322743722e-12,R_A5,21
0,1.0,STANDARD,13,266.6456298828125,266.6456298828125,11,2018-04-28,31,1703.735107421875,-1.385494908905105e-13,R_A5,21
0,1.0,STANDARD,14,266.8309631347656,266.8309631347656,12,2018-04-28,31,1705.6856689453125,-1.934775310883513e-13,R_A5,21
0,1.0,STANDARD,15,267.7259216308594,267.7259216308594,13,2018-04-28,31,1707.63623046875,-5.044127008441146e-13,R_A5,21
0,1.0,STANDARD,16,268.22857666015625,268.22857666015625,14,2018-04-28,31,1709.5867919921875,-5.680883823251659e-13,R_A5,21
0,1.0,STANDARD,17,268.37237548828125,268.37237548828125,15,2018-04-28,31,1711.537353515625,-1.7199668067829216e-13,R_A5,21
0,1.0,STANDARD,18,268.43829345703125,268.43829345703125,16,2018-04-28,31,1713.35400390625,-3.4730836370906737e-13,R_A5,21
0,1.0,STANDARD,19,268.4396667480469,268.4396667480469,17,2018-04-28,31,1714.3951416015625,0.0,R_A5,21
0,1.0,STANDARD,27,268.3878173828125,268.3878173828125,18,2018-04-28,31,1715.7628173828125,-3.714808341037483e-14,R_A5,21
0,1.0,STANDARD,28,268.65142822265625,268.65142822265625,19,2018-04-28,31,1718.098388671875,-4.801101668463169e-14,R_A5,21
0,1.0,STANDARD,29,283.04144287109375,283.04144287109375,20,2018-04-28,31,1720.43408203125,-5.053469313110923e-20,R_A5,21
0,1.0,STANDARD,30,284.0327453613281,284.0327453613281,21,2018-04-28,31,1722.7696533203125,2.854972266702206e-19,R_A5,21
0,1.0,STANDARD,31,274.179443359375,274.179443359375,22,2018-04-28,31,1725.105224609375,5.80229833906272e-14,R_A5,21
0,0.6489289402961731,STANDARD,1,288.4296875,288.4296875,1,2018-07-03,28,1609.243408203125,0.0,R_A3,41
0,0.19738535583019257,STANDARD,2,288.5607604980469,288.5607604980469,2,2018-07-03,28,1611.3077392578125,0.0,R_A3,41
0,0.1506156027317047,STANDARD,3,288.6985168457031,288.6985168457031,3,2018-07-03,28,1613.3720703125,0.0,R_A3,41
0,0.6510774493217468,STANDARD,4,288.83306884765625,288.83306884765625,4,2018-07-03,28,1615.4365234375,0.0,R_A3,41
0,0.8294323682785034,STANDARD,5,288.96368408203125,288.96368408203125,5,2018-07-03,28,1617.5008544921875,0.0,R_A3,41
0,0.649181604385376,STANDARD,6,288.9895935058594,288.9895935058594,6,2018-07-03,28,1619.565185546875,0.0,R_A3,41
0,0.6491353511810303,STANDARD,6,288.3244323730469,288.3244323730469,7,2018-07-03,29,1609.3663330078125,0.0,R_A3,41
0,0.19818797707557678,STANDARD,7,288.45635986328125,288.45635986328125,8,2018-07-03,29,1611.4163818359375,0.0,R_A3,41
0,0.20039761066436768,STANDARD,8,288.5931701660156,288.5931701660156,9,2018-07-03,29,1613.46630859375,0.0,R_A3,41
0,0.7991358637809753,STANDARD,9,288.7810363769531,288.7810363769531,10,2018-07-03,29,1615.516357421875,0.0,R_A3,41
0,0.8009533286094666,STANDARD,10,288.9833679199219,288.9833679199219,11,2018-07-03,29,1617.5662841796875,0.0,R_A3,41
0,0.049244511872529984,STANDARD,11,287.8227233886719,287.8227233886719,12,2018-07-03,29,1619.750732421875,0.0,R_A3,41
0,0.05445661395788193,STANDARD,12,287.9776916503906,287.9776916503906,13,2018-07-03,29,1622.0697021484375,0.0,R_A3,41
0,0.3682998716831207,STANDARD,13,288.13330078125,288.13330078125,14,2018-07-03,29,1624.388671875,0.0,R_A3,41
0,0.5006609559059143,STANDARD,15,288.18060302734375,288.18060302734375,15,2018-07-03,29,1629.026611328125,0.0,R_A3,41
0,0.8010462522506714,STANDARD,16,288.2762451171875,288.2762451171875,16,2018-07-03,29,1630.9468994140625,0.0,R_A3,41
0,0.6535652279853821,STANDARD,27,288.2274169921875,288.2274169921875,17,2018-07-03,29,1633.5262451171875,0.0,R_A3,41
0,0.04677506536245346,STANDARD,28,288.4670104980469,288.4670104980469,18,2018-07-03,29,1637.1630859375,0.0,R_A3,41
0,0.05207314342260361,STANDARD,29,288.71014404296875,288.71014404296875,19,2018-07-03,29,1640.8001708984375,0.0,R_A3,41
0,0.6731647849082947,STANDARD,30,288.95703125,288.95703125,20,2018-07-03,29,1644.4371337890625,0.0,R_A3,41
0,0.06573472917079926,STANDARD,31,289.2049255371094,289.2049255371094,21,2018-07-03,29,1648.0740966796875,0.0,R_A3,41
0,0.051706865429878235,STANDARD,1,278.2458190917969,278.2458190917969,1,2018-09-12,30,1631.1873779296875,0.0,R_A4,52
0,0.04940285533666611,STANDARD,1,278.1422119140625,278.1422119140625,2,2018-09-12,31,1627.4293212890625,0.0,R_A4,52
0,0.05226292833685875,STANDARD,2,278.2795715332031,278.2795715332031,3,2018-09-12,31,1629.4896240234375,0.0,R_A4,52
0,0.05423298850655556,STANDARD,3,278.41693115234375,278.41693115234375,4,2018-09-12,31,1631.5498046875,0.0,R_A4,52
0,0.05586593598127365,STANDARD,4,278.5543212890625,278.5543212890625,5,2018-09-12,31,1633.610107421875,0.0,R_A4,52
0,0.057693373411893845,STANDARD,4,278.62060546875,278.62060546875,6,2018-09-12,32,1632.3968505859375,0.0,R_A4,52
0,0.05821603536605835,STANDARD,4,278.7731018066406,278.7731018066406,7,2018-09-12,32,1635.880615234375,0.0,R_A4,51
0,0.06087316572666168,STANDARD,4,279.0338134765625,279.0338134765625,8,2018-09-12,33,1637.321044921875,0.0,R_A4,51
0,0.05830264464020729,STANDARD,3,278.9106750488281,278.9106750488281,9,2018-09-12,33,1635.474609375,0.0,R_A4,51
0,0.27843770384788513,STANDARD,4,279.342041015625,279.342041015625,10,2018-09-12,33,1642.1485595703125,0.0,R_A4,50
0,0.6512678861618042,STANDARD,4,279.3840637207031,279.3840637207031,11,2018-09-12,34,1641.132080078125,0.0,R_A4,50
0,0.09685084968805313,STANDARD,3,279.2557373046875,279.2557373046875,12,2018-09-12,34,1639.20703125,0.0,R_A4,50
0,0.16273844242095947,STANDARD,3,279.4797058105469,279.4797058105469,13,2018-09-12,35,1640.9061279296875,0.0,R_A4,50
0,0.1880551278591156,STANDARD,2,279.35540771484375,279.35540771484375,14,2018-09-12,35,1639.0426025390625,0.0,R_A4,50
0,0.239305779337883,STANDARD,2,279.451416015625,279.451416015625,15,2018-09-12,35,1641.93212890625,0.0,R_A4,49
0,0.0965953916311264,STANDARD,30,281.8653869628906,281.8653869628906,16,2018-09-12,36,1642.357421875,0.0,R_A4,49
0,0.05960389971733093,STANDARD,30,281.75927734375,281.75927734375,17,2018-09-12,36,1639.6068115234375,0.0,R_A4,48
0,0.07798609882593155,STANDARD,30,282.1743469238281,282.1743469238281,18,2018-09-12,37,1646.7513427734375,0.0,R_A4,48
0,0.7081541419029236,STANDARD,30,282.5928649902344,282.5928649902344,19,2018-09-12,38,1653.461669921875,0.0,R_A4,48
0,0.1930684596300125,STANDARD,30,282.9158935546875,282.9158935546875,20,2018-09-12,38,1657.8184814453125,0.0,R_A4,47
0,1.0,STANDARD,1,278.6154479980469,278.6154479980469,1,2018-11-07,17,1695.20263671875,6.36900782088882e-18,R_A6,42
0,1.0,STANDARD,2,278.7589416503906,278.7589416503906,2,2018-11-07,17,1696.7510986328125,8.255329514908833e-18,R_A6,42
0,1.0,STANDARD,3,278.8982238769531,278.8982238769531,3,2018-11-07,17,1698.299560546875,-1.4361358834683876e-18,R_A6,42
0,1.0,STANDARD,4,279.0329895019531,279.0329895019531,4,2018-11-07,17,1699.84814453125,-2.0943696121959815e-18,R_A6,42
0,1.0,STANDARD,5,279.1658020019531,279.1658020019531,5,2018-11-07,17,1701.3966064453125,-3.2652245373155503e-18,R_A6,42
0,1.0,STANDARD,6,279.30267333984375,279.30267333984375,6,2018-11-07,17,1702.9451904296875,1.7946276312401013e-16,R_A6,42
0,1.0,STANDARD,7,279.14569091796875,279.14569091796875,7,2018-11-07,17,1704.49365234375,3.226694191413228e-16,R_A6,42
0,1.0,STANDARD,8,279.58221435546875,279.58221435546875,8,2018-11-07,17,1706.042236328125,5.459715470469491e-18,R_A6,42
0,1.0,STANDARD,9,279.70648193359375,279.70648193359375,9,2018-11-07,17,1707.5906982421875,2.8242326324772986e-18,R_A6,42
0,1.0,STANDARD,10,279.5029602050781,279.5029602050781,10,2018-11-07,17,1709.1392822265625,5.357880967473067e-16,R_A6,42
0,1.0,STANDARD,11,279.58203125,279.58203125,11,2018-11-07,17,1711.055419921875,3.528614056203899e-16,R_A6,42
0,1.0,STANDARD,12,279.79827880859375,279.79827880859375,12,2018-11-07,17,1713.3392333984375,2.0276462626808614e-16,R_A6,42
0,1.0,STANDARD,13,280.0270690917969,280.0270690917969,13,2018-11-07,17,1715.623046875,1.0004350807773619e-17,R_A6,42
0,1.0,STANDARD,14,280.24456787109375,280.24456787109375,14,2018-11-07,17,1717.9068603515625,7.98639241825253e-18,R_A6,42
0,1.0,STANDARD,15,280.47955322265625,280.47955322265625,15,2018-11-07,17,1720.190673828125,5.748180647026946e-18,R_A6,42
0,1.0,STANDARD,16,280.8785705566406,280.8785705566406,16,2018-11-07,17,1722.474365234375,4.3086175991843863e-19,R_A6,42
0,1.0,STANDARD,17,281.1266784667969,281.1266784667969,17,2018-11-07,17,1724.7581787109375,1.9759924409683713e-19,R_A6,42
