CONIDX,CONIPOS,CONBPRES,PRESSURE,WELL,SGAS,DRAWDOWN,SWAT,DATE,DEPTH,WELLMODEL,CONKPOS,CONJPOS
9,31,305.3078918457031,305.3078918457031,R_A5,0.0,0,1.0,2018-01-01,1700.4718017578125,STANDARD,11,21
10,31,305.4971923828125,305.4971923828125,R_A5,0.0,0,1.0,2018-01-01,1702.4693603515625,STANDARD,12,21
11,31,305.6984558105469,305.6984558105469,R_A5,0.0,0,1.0,2018-01-01,1704.466796875,STANDARD,13,21
12,31,305.88775634765625,305.88775634765625,R_A5,0.0,0,1.0,2018-01-01,1706.46435546875,STANDARD,14,21
13,31,306.07708740234375,306.07708740234375,R_A5,0.0,0,1.0,2018-01-01,1708.4619140625,STANDARD,15,21
14,31,306.4114074707031,306.4114074707031,R_A5,0.0,0,1.0,2018-01-01,1710.45947265625,STANDARD,16,21
15,31,306.6007080078125,306.6007080078125,R_A5,0.0,0,1.0,2018-01-01,1712.45703125,STANDARD,17,21
16,31,306.7632141113281,306.7632141113281,R_A5,0.0,0,1.0,2018-01-01,1714.1715087890625,STANDARD,18,21
17,31,306.84942626953125,306.84942626953125,R_A5,0.0,0,1.0,2018-01-01,1715.08154296875,STANDARD,19,21
18,31,306.8221435546875,306.8221435546875,R_A5,0.0,0,1.0,2018-01-01,1716.451171875,STANDARD,25,21
19,31,307.0449523925781,307.0449523925781,R_A5,0.0,0,1.0,2018-01-01,1718.8021240234375,STANDARD,26,21
20,31,307.5735778808594,307.5735778808594,R_A5,0.0,0,1.0,2018-01-01,1721.153076171875,STANDARD,27,21
21,31,307.79638671875,307.79638671875,R_A5,0.0,0,1.0,2018-01-01,1723.504150390625,STANDARD,28,21
22,31,308.0191955566406,308.0191955566406,R_A5,0.0,0,1.0,2018-01-01,1725.85498046875,STANDARD,29,21
1,17,305.06243896484375,305.06243896484375,R_A6,0.0,0,1.0,2018-01-01,1694.6563720703125,STANDARD,1,42
2,17,305.2081604003906,305.2081604003906,R_A6,0.0,0,1.0,2018-01-01,1696.1939697265625,STANDARD,2,42
3,17,305.3538513183594,305.3538513183594,R_A6,0.0,0,1.0,2018-01-01,1697.7315673828125,STANDARD,3,42
4,17,305.49957275390625,305.49957275390625,R_A6,0.0,0,1.0,2018-01-01,1699.2691650390625,STANDARD,4,42
5,17,305.6452941894531,305.6452941894531,R_A6,0.0,0,1.0,2018-01-01,1700.806884765625,STANDARD,5,42
6,17,305.791015625,305.791015625,R_A6,0.0,0,1.0,2018-01-01,1702.344482421875,STANDARD,6,42
7,17,305.6376953125,305.6376953125,R_A6,0.0,0,1.0,2018-01-01,1703.882080078125,STANDARD,7,42
8,17,305.7834167480469,305.7834167480469,R_A6,0.0,0,1.0,2018-01-01,1705.419677734375,STANDARD,8,42
9,17,306.2281799316406,306.2281799316406,R_A6,0.0,0,1.0,2018-01-01,1706.957275390625,STANDARD,9,42
10,17,306.068115234375,306.068115234375,R_A6,0.0,0,1.0,2018-01-01,1708.494873046875,STANDARD,10,42
11,17,306.2496032714844,306.2496032714844,R_A6,0.0,0,1.0,2018-01-01,1710.40869140625,STANDARD,11,42
12,17,306.4666442871094,306.4666442871094,R_A6,0.0,0,1.0,2018-01-01,1712.69873046875,STANDARD,12,42
13,17,306.69561767578125,306.69561767578125,R_A6,0.0,0,1.0,2018-01-01,1714.9886474609375,STANDARD,13,42
14,17,306.91265869140625,306.91265869140625,R_A6,0.0,0,1.0,2018-01-01,1717.278564453125,STANDARD,14,42
15,17,307.12969970703125,307.12969970703125,R_A6,0.0,0,1.0,2018-01-01,1719.568603515625,STANDARD,15,42
16,17,307.4917297363281,307.4917297363281,R_A6,0.0,0,1.0,2018-01-01,1721.8585205078125,STANDARD,16,42
17,17,307.7087707519531,307.7087707519531,R_A6,0.0,0,1.0,2018-01-01,1724.1484375,STANDARD,17,42
18,17,307.8559265136719,307.8559265136719,R_A6,0.0,0,1.0,2018-01-01,1725.701171875,STANDARD,18,42
19,17,307.8185729980469,307.8185729980469,R_A6,0.0,0,1.0,2018-01-01,1726.964599609375,STANDARD,25,42
20,17,308.28656005859375,308.28656005859375,R_A6,0.0,0,1.0,2018-01-01,1728.67578125,STANDARD,26,42
21,17,308.44873046875,308.44873046875,R_A6,0.0,0,1.0,2018-01-01,1730.386962890625,STANDARD,27,42
22,17,308.6109313964844,308.6109313964844,R_A6,0.0,0,1.0,2018-01-01,1732.09814453125,STANDARD,28,42
23,17,308.4673156738281,308.4673156738281,R_A6,0.0,0,1.0,2018-01-01,1733.8094482421875,STANDARD,29,42
1,22,298.3411560058594,298.3411560058594,R_A2,0.0,0,0.052372079342603683,2018-03-01,1640.11083984375,STANDARD,1,30
2,22,298.4598693847656,298.4598693847656,R_A2,0.0,0,0.05355501174926758,2018-03-01,1641.8828125,STANDARD,2,30
3,22,298.57861328125,298.57861328125,R_A2,0.0,0,0.05791696906089783,2018-03-01,1643.655029296875,STANDARD,3,30
4,22,298.6973876953125,298.6973876953125,R_A2,0.0,0,0.06176191195845604,2018-03-01,1645.4271240234375,STANDARD,4,30
5,22,298.8161315917969,298.8161315917969,R_A2,0.0,0,0.06465890258550644,2018-03-01,1647.19921875,STANDARD,5,30
6,22,298.94976806640625,298.94976806640625,R_A2,0.0,0,0.30263182520866394,2018-03-01,1648.97119140625,STANDARD,6,30
7,22,299.0544128417969,299.0544128417969,R_A2,0.0,0,0.6487693786621094,2018-03-01,1650.7432861328125,STANDARD,7,30
8,22,299.1872863769531,299.1872863769531,R_A2,0.0,0,0.8583437204360962,2018-03-01,1652.515380859375,STANDARD,8,30
9,22,299.6349182128906,299.6349182128906,R_A2,0.0,0,0.8785229325294495,2018-03-01,1654.2874755859375,STANDARD,9,30
10,22,300.08685302734375,300.08685302734375,R_A2,0.0,0,0.8847798705101013,2018-03-01,1656.0595703125,STANDARD,10,30
11,22,300.2340087890625,300.2340087890625,R_A2,0.0,0,0.06599406898021698,2018-03-01,1657.9527587890625,STANDARD,11,30
12,22,300.36822509765625,300.36822509765625,R_A2,0.0,0,0.0676041692495346,2018-03-01,1659.967041015625,STANDARD,12,30
13,22,300.5241394042969,300.5241394042969,R_A2,0.0,0,0.4241684675216675,2018-03-01,1661.9813232421875,STANDARD,13,30
14,22,300.6599426269531,300.6599426269531,R_A2,0.0,0,0.4620312452316284,2018-03-01,1663.99560546875,STANDARD,14,30
15,22,300.79693603515625,300.79693603515625,R_A2,0.0,0,0.8906126618385315,2018-03-01,1666.0098876953125,STANDARD,15,30
16,22,300.93280029296875,300.93280029296875,R_A2,0.0,0,0.9108274579048157,2018-03-01,1668.024169921875,STANDARD,16,30
17,22,301.068603515625,301.068603515625,R_A2,0.0,0,0.8521431088447571,2018-03-01,1670.0384521484375,STANDARD,17,30
18,22,301.1778564453125,301.1778564453125,R_A2,0.0,0,0.8968443870544434,2018-03-01,1672.488037109375,STANDARD,17,29
19,22,301.2996520996094,301.2996520996094,R_A2,0.0,0,0.9504795670509338,2018-03-01,1674.3023681640625,STANDARD,18,29
20,22,302.792236328125,302.792236328125,R_A2,-2.6578565126555986e-08,0,0.9999997019767761,2018-03-01,1675.98388671875,STANDARD,25,29
21,22,302.6714172363281,302.6714172363281,R_A2,-2.7590631168639135e-11,0,1.0,2018-03-01,1677.752685546875,STANDARD,26,29
22,22,302.4211120605469,302.4211120605469,R_A2,0.0,0,0.7209025621414185,2018-03-01,1679.5213623046875,STANDARD,27,29
23,22,302.7701721191406,302.7701721191406,R_A2,-7.808094171224411e-10,0,1.0,2018-03-01,1681.2901611328125,STANDARD,28,29
24,22,303.0412902832031,303.0412902832031,R_A2,-7.832403059460091e-10,0,1.0,2018-03-01,1683.0589599609375,STANDARD,29,29
1,31,284.36737060546875,284.36737060546875,R_A5,-9.766427250257337e-11,0,1.0,2018-04-28,1685.2142333984375,STANDARD,1,20
2,31,284.581298828125,284.581298828125,R_A5,-1.0067899292032223e-10,0,1.0,2018-04-28,1687.4744873046875,STANDARD,2,20
3,31,284.7951965332031,284.7951965332031,R_A5,-1.0265087391214678e-10,0,1.0,2018-04-28,1689.73486328125,STANDARD,3,20
4,31,285.00909423828125,285.00909423828125,R_A5,-8.884789431951035e-11,0,1.0,2018-04-28,1691.9952392578125,STANDARD,4,20
5,31,285.2230529785156,285.2230529785156,R_A5,-8.234216780644843e-11,0,1.0,2018-04-28,1694.2554931640625,STANDARD,5,20
6,31,285.43695068359375,285.43695068359375,R_A5,-5.5753044542194985e-11,0,1.0,2018-04-28,1696.5157470703125,STANDARD,6,20
7,31,285.97613525390625,285.97613525390625,R_A5,-7.115338049659692e-13,0,1.0,2018-04-28,1698.776123046875,STANDARD,7,20
8,31,285.80908203125,285.80908203125,R_A5,-1.260295340310691e-10,0,1.0,2018-04-28,1693.468505859375,STANDARD,8,21
9,31,278.1744079589844,278.1744079589844,R_A5,-3.3146468209066526e-11,0,1.0,2018-04-28,1700.4718017578125,STANDARD,11,21
10,31,278.36383056640625,278.36383056640625,R_A5,-2.5687577065447442e-11,0,1.0,2018-04-28,1702.4693603515625,STANDARD,12,21
11,31,278.5666198730469,278.5666198730469,R_A5,-1.1337756905191454e-12,0,1.0,2018-04-28,1704.466796875,STANDARD,13,21
12,31,278.7576904296875,278.7576904296875,R_A5,-2.0187640621671665e-12,0,1.0,2018-04-28,1706.46435546875,STANDARD,14,21
13,31,280.54144287109375,280.54144287109375,R_A5,-1.647450838943021e-12,0,1.0,2018-04-28,1708.4619140625,STANDARD,15,21
14,31,282.43212890625,282.43212890625,R_A5,-5.260492020285612e-13,0,1.0,2018-04-28,1710.45947265625,STANDARD,16,21
15,31,282.6241760253906,282.6241760253906,R_A5,-1.2905379076586648e-13,0,1.0,2018-04-28,1712.45703125,STANDARD,17,21
16,31,282.7886047363281,282.7886047363281,R_A5,-2.5042042549848487e-13,0,1.0,2018-04-28,1714.1715087890625,STANDARD,18,21
17,31,282.87615966796875,282.87615966796875,R_A5,0.0,0,1.0,2018-04-28,1715.08154296875,STANDARD,19,21
18,31,284.6062316894531,284.6062316894531,R_A5,-2.6555383326326565e-12,0,1.0,2018-04-28,1716.451171875,STANDARD,25,21
19,31,284.91925048828125,284.91925048828125,R_A5,-4.5871600788671696e-12,0,1.0,2018-04-28,1718.8021240234375,STANDARD,26,21
20,31,297.021240234375,297.021240234375,R_A5,-8.695822138699227e-20,0,1.0,2018-04-28,1721.153076171875,STANDARD,27,21
21,31,304.9544372558594,304.9544372558594,R_A5,-1.307149840580417e-21,0,1.0,2018-04-28,1723.504150390625,STANDARD,28,21
22,31,307.40325927734375,307.40325927734375,R_A5,6.3842319788614706e-24,0,1.0,2018-04-28,1725.85498046875,STANDARD,29,21
1,28,277.5503845214844,277.5503845214844,R_A3,0.0,0,0.6498510241508484,2018-07-03,1611.094482421875,STANDARD,1,41
2,28,277.69073486328125,277.69073486328125,R_A3,0.0,0,0.09308751672506332,2018-07-03,1613.0672607421875,STANDARD,2,41
3,29,276.79266357421875,276.79266357421875,R_A3,0.0,0,0.11869944632053375,2018-07-03,1601.5924072265625,STANDARD,2,41
4,29,276.9308776855469,276.9308776855469,R_A3,0.0,0,0.12017209827899933,2018-07-03,1603.6658935546875,STANDARD,3,41
5,29,277.0694274902344,277.0694274902344,R_A3,0.0,0,0.22393541038036346,2018-07-03,1605.7393798828125,STANDARD,4,41
6,29,277.5217590332031,277.5217590332031,R_A3,0.0,0,0.8052338361740112,2018-07-03,1607.8128662109375,STANDARD,5,41
7,29,277.6402893066406,277.6402893066406,R_A3,0.0,0,0.6501554250717163,2018-07-03,1609.8863525390625,STANDARD,6,41
8,29,277.8108215332031,277.8108215332031,R_A3,0.0,0,0.1953379213809967,2018-07-03,1611.9598388671875,STANDARD,7,41
9,29,277.94921875,277.94921875,R_A3,0.0,0,0.19633571803569794,2018-07-03,1614.0333251953125,STANDARD,8,41
10,29,278.24755859375,278.24755859375,R_A3,0.0,0,0.7873313426971436,2018-07-03,1616.1068115234375,STANDARD,9,41
11,29,280.25579833984375,280.25579833984375,R_A3,0.0,0,0.7730851173400879,2018-07-03,1618.1802978515625,STANDARD,10,41
12,29,287.4710693359375,287.4710693359375,R_A3,0.0,0,0.04627671465277672,2018-07-03,1620.3563232421875,STANDARD,11,41
13,29,287.62335205078125,287.62335205078125,R_A3,0.0,0,0.05305942893028259,2018-07-03,1622.6348876953125,STANDARD,12,41
14,29,287.77655029296875,287.77655029296875,R_A3,0.0,0,0.3665286898612976,2018-07-03,1624.91357421875,STANDARD,13,41
15,29,288.0633850097656,288.0633850097656,R_A3,0.0,0,0.19382469356060028,2018-07-03,1627.192138671875,STANDARD,14,41
16,29,288.5386657714844,288.5386657714844,R_A3,0.0,0,0.49038735032081604,2018-07-03,1629.470703125,STANDARD,15,41
17,29,288.6752014160156,288.6752014160156,R_A3,0.0,0,0.8001801371574402,2018-07-03,1631.3988037109375,STANDARD,16,41
18,29,288.4988098144531,288.4988098144531,R_A3,-2.6473538028426447e-08,0,0.9999995827674866,2018-07-03,1634.0687255859375,STANDARD,25,41
19,29,285.3485412597656,285.3485412597656,R_A3,0.0,0,0.047149643301963806,2018-07-03,1637.7052001953125,STANDARD,26,41
20,29,285.5919494628906,285.5919494628906,R_A3,0.0,0,0.05161799117922783,2018-07-03,1641.3416748046875,STANDARD,27,41
21,29,285.8971862792969,285.8971862792969,R_A3,0.0,0,0.6850176453590393,2018-07-03,1644.9781494140625,STANDARD,28,41
22,29,285.9186096191406,285.9186096191406,R_A3,0.0,0,0.09812579303979874,2018-07-03,1648.6146240234375,STANDARD,29,41
1,30,281.56109619140625,281.56109619140625,R_A4,0.0,0,0.04822172969579697,2018-09-12,1630.28076171875,STANDARD,1,52
2,31,281.3825378417969,281.3825378417969,R_A4,0.0,0,0.048569802194833755,2018-09-12,1626.7725830078125,STANDARD,1,52
3,31,281.51934814453125,281.51934814453125,R_A4,0.0,0,0.048466481268405914,2018-09-12,1628.8236083984375,STANDARD,2,52
4,31,281.6560974121094,281.6560974121094,R_A4,0.0,0,0.049557164311409,2018-09-12,1630.874755859375,STANDARD,3,52
5,31,281.7927551269531,281.7927551269531,R_A4,0.0,0,0.05202649161219597,2018-09-12,1632.92578125,STANDARD,4,52
6,32,281.8063049316406,281.8063049316406,R_A4,0.0,0,0.05380747839808464,2018-09-12,1632.104736328125,STANDARD,4,52
7,32,281.9306640625,281.9306640625,R_A4,0.0,0,0.05415239557623863,2018-09-12,1633.96875,STANDARD,5,52
8,32,282.10516357421875,282.10516357421875,R_A4,0.0,0,0.17877177894115448,2018-09-12,1637.059814453125,STANDARD,5,51
9,32,281.9851379394531,281.9851379394531,R_A4,0.0,0,0.054299838840961456,2018-09-12,1635.262451171875,STANDARD,4,51
10,33,282.1279602050781,282.1279602050781,R_A4,0.0,0,0.0570342130959034,2018-09-12,1636.9964599609375,STANDARD,4,51
11,33,282.0067138671875,282.0067138671875,R_A4,0.0,0,0.05571018531918526,2018-09-12,1635.18017578125,STANDARD,3,51
12,33,282.5240783691406,282.5240783691406,R_A4,0.0,0,0.06113312765955925,2018-09-12,1643.4176025390625,STANDARD,4,50
13,34,282.3814392089844,282.3814392089844,R_A4,0.0,0,0.07717911154031754,2018-09-12,1641.5419921875,STANDARD,4,50
14,34,282.2578125,282.2578125,R_A4,0.0,0,0.09593144804239273,2018-09-12,1639.69091796875,STANDARD,3,50
15,35,282.12725830078125,282.12725830078125,R_A4,0.0,0,0.1342715620994568,2018-09-12,1638.775634765625,STANDARD,3,50
16,35,282.0078430175781,282.0078430175781,R_A4,0.0,0,0.1314418464899063,2018-09-12,1636.989990234375,STANDARD,2,50
17,35,282.3271484375,282.3271484375,R_A4,0.0,0,0.2264348268508911,2018-09-12,1643.0299072265625,STANDARD,2,49
18,36,275.57806396484375,275.57806396484375,R_A4,0.0,0,0.21808189153671265,2018-09-12,1642.34375,STANDARD,28,49
19,36,275.1658020019531,275.1658020019531,R_A4,0.0,0,0.0598163940012455,2018-09-12,1642.633544921875,STANDARD,28,48
20,37,275.9515380859375,275.9515380859375,R_A4,0.0,0,0.17771422863006592,2018-09-12,1647.852294921875,STANDARD,28,48
21,38,276.395263671875,276.395263671875,R_A4,0.0,0,0.6644847393035889,2018-09-12,1649.950439453125,STANDARD,28,48
22,38,276.5780029296875,276.5780029296875,R_A4,0.0,0,0.6521754264831543,2018-09-12,1658.4490966796875,STANDARD,28,47
1,17,278.5756530761719,278.5756530761719,R_A6,-1.9249968914898663e-14,0,1.0,2018-11-07,1694.6563720703125,STANDARD,1,42
2,17,278.7179870605469,278.7179870605469,R_A6,-1.0097969349262027e-14,0,1.0,2018-11-07,1696.1939697265625,STANDARD,2,42
3,17,278.8560791015625,278.8560791015625,R_A6,-7.800766021364477e-15,0,1.0,2018-11-07,1697.7315673828125,STANDARD,3,42
4,17,278.98980712890625,278.98980712890625,R_A6,-6.446553885733298e-15,0,1.0,2018-11-07,1699.2691650390625,STANDARD,4,42
5,17,279.1224365234375,279.1224365234375,R_A6,-8.597659700339006e-15,0,1.0,2018-11-07,1700.806884765625,STANDARD,5,42
6,17,279.2597351074219,279.2597351074219,R_A6,-4.617047304374122e-13,0,1.0,2018-11-07,1702.344482421875,STANDARD,6,42
7,17,279.10400390625,279.10400390625,R_A6,-8.185329042169343e-13,0,1.0,2018-11-07,1703.882080078125,STANDARD,7,42
8,17,279.24957275390625,279.24957275390625,R_A6,-4.684317712368158e-13,0,1.0,2018-11-07,1705.419677734375,STANDARD,8,42
9,17,279.6941223144531,279.6941223144531,R_A6,-6.84524052024793e-14,0,1.0,2018-11-07,1706.957275390625,STANDARD,9,42
10,17,279.5338134765625,279.5338134765625,R_A6,-6.0690103116656235e-12,0,1.0,2018-11-07,1708.494873046875,STANDARD,10,42
11,17,280.90313720703125,280.90313720703125,R_A6,-1.0631118381454474e-11,0,1.0,2018-11-07,1710.40869140625,STANDARD,11,42
