SGAS,CONIPOS,CONBPRES,DATE,WELL,CONKPOS,DEPTH,SWAT,CONJPOS,WELLMODEL,PRESSURE,DRAWDOWN,CONIDX
-1.0613531754855021e-11,17,277.81707763671875,2018-11-07,R_A6,8,1705.2789306640625,1.0,42,STANDARD,277.81707763671875,0,8
-6.220500460216161e-13,17,278.294677734375,2018-11-07,R_A6,9,1706.8197021484375,1.0,42,STANDARD,278.294677734375,0,9
-1.0026395685924783e-10,17,278.2130126953125,2018-11-07,R_A6,10,1708.3604736328125,1.0,42,STANDARD,278.2130126953125,0,10
6.388005142216047e-12,17,280.49755859375,2018-11-07,R_A6,11,1710.268798828125,1.0,42,STANDARD,280.49755859375,0,11
6.2019265591184425e-12,17,280.683837890625,2018-11-07,R_A6,12,1712.5447998046875,1.0,42,STANDARD,280.683837890625,0,12
6.893151414250065e-12,17,280.92755126953125,2018-11-07,R_A6,13,1714.8206787109375,1.0,42,STANDARD,280.92755126953125,0,13
5.581762482775865e-12,17,281.14306640625,2018-11-07,R_A6,14,1717.0965576171875,1.0,42,STANDARD,281.14306640625,0,14
3.2546248682208123e-12,17,281.35906982421875,2018-11-07,R_A6,15,1719.37255859375,1.0,42,STANDARD,281.35906982421875,0,15
7.06320798290333e-13,17,281.7201843261719,2018-11-07,R_A6,16,1721.6484375,1.0,42,STANDARD,281.7201843261719,0,16
1.67279601628878e-12,17,281.9361877441406,2018-11-07,R_A6,17,1723.92431640625,1.0,42,STANDARD,281.9361877441406,0,17
1.5873388757928208e-12,17,282.08917236328125,2018-11-07,R_A6,18,1725.5390625,1.0,42,STANDARD,282.08917236328125,0,18
-8.158664173939234e-13,17,282.20257568359375,2018-11-07,R_A6,26,1726.874267578125,1.0,42,STANDARD,282.20257568359375,0,19
-7.85558141973286e-13,17,282.65673828125,2018-11-07,R_A6,27,1728.591064453125,1.0,42,STANDARD,282.65673828125,0,20
2.6358703721091734e-18,17,283.10552978515625,2018-11-07,R_A6,28,1730.307861328125,1.0,42,STANDARD,283.10552978515625,0,21
1.6797762460291706e-18,17,283.0783996582031,2018-11-07,R_A6,29,1732.024658203125,1.0,42,STANDARD,283.0783996582031,0,22
2.8421037225057066e-13,17,282.904541015625,2018-11-07,R_A6,30,1733.7415771484375,1.0,42,STANDARD,282.904541015625,0,23
