CONIPOS,CONIDX,DATE,CONJPOS,SWAT,PRESSURE,DRAWDOWN,CONKPOS,WELLMODEL,DEPTH,WELL,CONBPRES,SGAS
17,9,2018-11-07,42,1.0,278.27392578125,0,9,STANDARD,1707.3392333984375,R_A6,278.27392578125,-1.772405030901758e-12
17,10,2018-11-07,42,1.0,278.1783142089844,0,10,STANDARD,1708.87939453125,R_A6,278.1783142089844,-2.5018562221923446e-10
17,11,2018-11-07,42,1.0,278.5435791015625,0,11,STANDARD,1710.7818603515625,R_A6,278.5435791015625,-1.3101289497718938e-10
17,12,2018-11-07,42,1.0,278.75390625,0,12,STANDARD,1713.046630859375,R_A6,278.75390625,-7.612822178204581e-11
17,13,2018-11-07,42,1.0,279.00634765625,0,13,STANDARD,1715.3114013671875,R_A6,279.00634765625,-3.8217918413296914e-12
17,14,2018-11-07,42,1.0,279.2209167480469,0,14,STANDARD,1717.576171875,R_A6,279.2209167480469,-3.7634392130447836e-12
17,15,2018-11-07,42,1.0,279.43634033203125,0,15,STANDARD,1719.841064453125,R_A6,279.43634033203125,-2.4517375976640388e-12
17,16,2018-11-07,42,1.0,279.79779052734375,0,16,STANDARD,1722.1058349609375,R_A6,279.79779052734375,-7.245550188474115e-13
17,17,2018-11-07,42,1.0,280.0140380859375,0,17,STANDARD,1724.37060546875,R_A6,280.0140380859375,-1.1397411877125951e-12
17,18,2018-11-07,42,1.0,280.170654296875,0,18,STANDARD,1726.0166015625,R_A6,280.170654296875,-1.0298670553507416e-12
17,19,2018-11-07,42,1.0,281.5589904785156,0,28,STANDARD,1727.3883056640625,R_A6,281.5589904785156,-4.3783343107745704e-14
17,20,2018-11-07,42,1.0,281.72564697265625,0,29,STANDARD,1729.104248046875,R_A6,281.72564697265625,-3.3559489415928637e-14
17,21,2018-11-07,42,1.0,282.85906982421875,0,30,STANDARD,1730.820068359375,R_A6,282.85906982421875,1.2575413595142006e-19
17,22,2018-11-07,42,1.0,283.23553466796875,0,31,STANDARD,1732.5360107421875,R_A6,283.23553466796875,7.565943182035515e-20
17,23,2018-11-07,42,1.0,282.2261962890625,0,32,STANDARD,1734.2520751953125,R_A6,282.2261962890625,3.2328447094014784e-16
