DEPTH,CONBPRES,SWAT,CONJPOS,CONIPOS,CONKPOS,WELLMODEL,DRAWDOWN,CONIDX,SGAS,DATE,PRESSURE,WELL
1708.1246337890625,278.4218444824219,1.0,42,17,10,STANDARD,0,10,2.947677865683396e-11,2018-11-07,278.4218444824219,R_A6
1710.0106201171875,281.9118957519531,1.0,42,17,11,STANDARD,0,11,6.210927605554417e-11,2018-11-07,281.9118957519531,R_A6
1712.249755859375,282.1040954589844,1.0,42,17,12,STANDARD,0,12,1.3881618077249414e-11,2018-11-07,282.1040954589844,R_A6
1714.489013671875,282.3408508300781,1.0,42,17,13,STANDARD,0,13,6.041846168335085e-13,2018-11-07,282.3408508300781,R_A6
1716.7281494140625,282.5528564453125,1.0,42,17,14,STANDARD,0,14,7.181962815260012e-13,2018-11-07,282.5528564453125,R_A6
1718.96728515625,282.76507568359375,1.0,42,17,15,STANDARD,0,15,3.922171832107524e-13,2018-11-07,282.76507568359375,R_A6
1721.206298828125,283.12255859375,1.0,42,17,16,STANDARD,0,16,1.1585143380645618e-13,2018-11-07,283.12255859375,R_A6
1723.445556640625,283.3349304199219,1.0,42,17,17,STANDARD,0,17,2.8560980620470633e-13,2018-11-07,283.3349304199219,R_A6
1725.12158203125,283.4936828613281,1.0,42,17,18,STANDARD,0,18,2.338686969777237e-13,2018-11-07,283.4936828613281,R_A6
1726.53125,283.4517822265625,1.0,42,17,25,STANDARD,0,19,9.55402816864466e-14,2018-11-07,283.4517822265625,R_A6
1728.2381591796875,283.91534423828125,1.0,42,17,26,STANDARD,0,20,3.8245733077930943e-14,2018-11-07,283.91534423828125,R_A6
1729.945068359375,284.6914367675781,1.0,42,17,27,STANDARD,0,21,1.0259888198892023e-19,2018-11-07,284.6914367675781,R_A6
1731.65185546875,285.042236328125,1.0,42,17,28,STANDARD,0,22,1.1143722282351836e-20,2018-11-07,285.042236328125,R_A6
1733.3587646484375,284.2666931152344,1.0,42,17,29,STANDARD,0,23,2.6086182202687054e-16,2018-11-07,284.2666931152344,R_A6
