CONJPOS,CONIDX,PRESSURE,CONIPOS,SWAT,SGAS,WELLMODEL,DATE,WELL,DRAWDOWN,CONBPRES,CONKPOS,DEPTH
42,11,276.4604187011719,17,1.0,-8.26892753488101e-13,STANDARD,2018-11-07,R_A6,0,276.4604187011719,11,1711.055419921875
42,12,276.6770324707031,17,1.0,-4.492419348849086e-13,STANDARD,2018-11-07,R_A6,0,276.6770324707031,12,1713.3392333984375
42,13,276.9117736816406,17,1.0,-3.0929384352068254e-14,STANDARD,2018-11-07,R_A6,0,276.9117736816406,13,1715.623046875
42,14,277.12799072265625,17,1.0,-1.838348639710951e-14,STANDARD,2018-11-07,R_A6,0,277.12799072265625,14,1717.9068603515625
42,15,277.3441162109375,17,1.0,-1.3640148479297527e-14,STANDARD,2018-11-07,R_A6,0,277.3441162109375,15,1720.190673828125
42,16,277.7048034667969,17,1.0,-3.5189977440932803e-15,STANDARD,2018-11-07,R_A6,0,277.7048034667969,16,1722.474365234375
42,17,277.9201354980469,17,1.0,-3.87567971829204e-15,STANDARD,2018-11-07,R_A6,0,277.9201354980469,17,1724.7581787109375
42,18,278.074462890625,17,1.0,-4.05753430393575e-15,STANDARD,2018-11-07,R_A6,0,278.074462890625,18,1726.394287109375
42,19,278.0448303222656,17,1.0,-8.642540893014083e-13,STANDARD,2018-11-07,R_A6,0,278.0448303222656,27,1727.7508544921875
42,20,278.5846862792969,17,1.0,-4.012205877864522e-13,STANDARD,2018-11-07,R_A6,0,278.5846862792969,28,1729.4755859375
42,21,278.41143798828125,17,1.0,-1.746080764784136e-13,STANDARD,2018-11-07,R_A6,0,278.41143798828125,29,1731.2001953125
42,22,278.99005126953125,17,1.0,-2.4775566323455463e-14,STANDARD,2018-11-07,R_A6,0,278.99005126953125,30,1732.9249267578125
42,23,278.69000244140625,17,1.0,-3.2870871958601625e-14,STANDARD,2018-11-07,R_A6,0,278.69000244140625,31,1734.649658203125
