CONJPOS,DEPTH,WELLMODEL,SWAT,CONKPOS,PRESSURE,CONBPRES,DATE,WELL,CONIPOS,CONIDX,SGAS,DRAWDOWN
41,1613.46630859375,STANDARD,0.1995648592710495,8,298.8211669921875,298.8211669921875,2018-01-01,R_A3,29,9,0.0,0
41,1615.516357421875,STANDARD,0.7997170090675354,9,298.95855712890625,298.95855712890625,2018-01-01,R_A3,29,10,0.0,0
41,1617.5662841796875,STANDARD,0.8015515208244324,10,299.095947265625,299.095947265625,2018-01-01,R_A3,29,11,0.0,0
41,1619.750732421875,STANDARD,0.04906727373600006,11,299.24237060546875,299.24237060546875,2018-01-01,R_A3,29,12,0.0,0
41,1622.0697021484375,STANDARD,0.05435820296406746,12,299.3978271484375,299.3978271484375,2018-01-01,R_A3,29,13,0.0,0
41,1624.388671875,STANDARD,0.36790597438812256,13,299.5532531738281,299.5532531738281,2018-01-01,R_A3,29,14,0.0,0
41,1629.026611328125,STANDARD,0.5019171237945557,15,299.8641662597656,299.8641662597656,2018-01-01,R_A3,29,15,0.0,0
41,1630.9468994140625,STANDARD,0.8088846802711487,16,299.992919921875,299.992919921875,2018-01-01,R_A3,29,16,0.0,0
41,1633.5262451171875,STANDARD,0.6481541991233826,27,300.16583251953125,300.16583251953125,2018-01-01,R_A3,29,17,0.0,0
41,1637.1630859375,STANDARD,0.04671987146139145,28,300.40966796875,300.40966796875,2018-01-01,R_A3,29,18,0.0,0
41,1640.8001708984375,STANDARD,0.052011314779520035,29,300.6535339355469,300.6535339355469,2018-01-01,R_A3,29,19,0.0,0
41,1644.4371337890625,STANDARD,0.6723677515983582,30,300.89739990234375,300.89739990234375,2018-01-01,R_A3,29,20,0.0,0
41,1648.0740966796875,STANDARD,0.06565839052200317,31,301.14129638671875,301.14129638671875,2018-01-01,R_A3,29,21,0.0,0
52,1631.1873779296875,STANDARD,0.05159545689821243,1,300.009033203125,300.009033203125,2018-01-01,R_A4,30,1,0.0,0
52,1627.4293212890625,STANDARD,0.049295369535684586,1,299.7571105957031,299.7571105957031,2018-01-01,R_A4,31,2,0.0,0
52,1629.4896240234375,STANDARD,0.05215280130505562,2,299.89520263671875,299.89520263671875,2018-01-01,R_A4,31,3,0.0,0
52,1631.5498046875,STANDARD,0.054117489606142044,3,300.0333251953125,300.0333251953125,2018-01-01,R_A4,31,4,0.0,0
52,1633.610107421875,STANDARD,0.05574403703212738,4,300.17144775390625,300.17144775390625,2018-01-01,R_A4,31,5,0.0,0
52,1632.3968505859375,STANDARD,0.05757410079240799,4,300.0901184082031,300.0901184082031,2018-01-01,R_A4,32,6,0.0,0
51,1635.880615234375,STANDARD,0.05810001865029335,4,300.3236999511719,300.3236999511719,2018-01-01,R_A4,32,7,0.0,0
51,1637.321044921875,STANDARD,0.06064717099070549,4,300.4202575683594,300.4202575683594,2018-01-01,R_A4,33,8,0.0,0
51,1635.474609375,STANDARD,0.058206330984830856,3,300.29644775390625,300.29644775390625,2018-01-01,R_A4,33,9,0.0,0
50,1642.1485595703125,STANDARD,0.2798222005367279,4,300.74395751953125,300.74395751953125,2018-01-01,R_A4,33,10,0.0,0
50,1641.132080078125,STANDARD,0.6481541991233826,4,300.67578125,300.67578125,2018-01-01,R_A4,34,11,0.0,0
50,1639.20703125,STANDARD,0.09663576632738113,3,300.5467224121094,300.5467224121094,2018-01-01,R_A4,34,12,0.0,0
50,1640.9061279296875,STANDARD,0.16213864088058472,3,300.66064453125,300.66064453125,2018-01-01,R_A4,35,13,0.0,0
50,1639.0426025390625,STANDARD,0.18770018219947815,2,300.53570556640625,300.53570556640625,2018-01-01,R_A4,35,14,0.0,0
49,1641.93212890625,STANDARD,0.2386992871761322,2,300.72943115234375,300.72943115234375,2018-01-01,R_A4,35,15,0.0,0
49,1642.357421875,STANDARD,0.09703515470027924,30,300.7579650878906,300.7579650878906,2018-01-01,R_A4,36,16,0.0,0
48,1639.6068115234375,STANDARD,0.05722138658165932,30,300.5735168457031,300.5735168457031,2018-01-01,R_A4,36,17,0.0,0
48,1646.7513427734375,STANDARD,0.06256399303674698,30,301.0526123046875,301.0526123046875,2018-01-01,R_A4,37,18,0.0,0
48,1653.461669921875,STANDARD,0.6481541991233826,30,301.5025939941406,301.5025939941406,2018-01-01,R_A4,38,19,0.0,0
47,1657.8184814453125,STANDARD,0.17424188554286957,30,301.7947998046875,301.7947998046875,2018-01-01,R_A4,38,20,0.0,0
20,1685.026611328125,STANDARD,1.0,1,303.8440856933594,303.8440856933594,2018-01-01,R_A5,31,1,0.0,0
20,1687.3070068359375,STANDARD,1.0,2,304.0601806640625,304.0601806640625,2018-01-01,R_A5,31,2,0.0,0
20,1689.5875244140625,STANDARD,1.0,3,304.27630615234375,304.27630615234375,2018-01-01,R_A5,31,3,0.0,0
20,1691.8680419921875,STANDARD,1.0,4,304.4924011230469,304.4924011230469,2018-01-01,R_A5,31,4,0.0,0
20,1694.1485595703125,STANDARD,1.0,5,304.7085266113281,304.7085266113281,2018-01-01,R_A5,31,5,0.0,0
20,1696.4290771484375,STANDARD,1.0,6,304.9246520996094,304.9246520996094,2018-01-01,R_A5,31,6,0.0,0
20,1698.70947265625,STANDARD,1.0,7,305.446533203125,305.446533203125,2018-01-01,R_A5,31,7,0.0,0
20,1707.6488037109375,STANDARD,1.0,11,305.988037109375,305.988037109375,2018-01-01,R_A5,31,8,0.0,0
20,1709.5638427734375,STANDARD,1.0,12,306.1695251464844,306.1695251464844,2018-01-01,R_A5,31,9,0.0,0
21,1701.7845458984375,STANDARD,1.0,12,305.4322814941406,305.4322814941406,2018-01-01,R_A5,31,10,0.0,0
21,1703.735107421875,STANDARD,1.0,13,305.6291198730469,305.6291198730469,2018-01-01,R_A5,31,11,0.0,0
21,1705.6856689453125,STANDARD,1.0,14,305.81396484375,305.81396484375,2018-01-01,R_A5,31,12,0.0,0
21,1707.63623046875,STANDARD,1.0,15,305.9988098144531,305.9988098144531,2018-01-01,R_A5,31,13,0.0,0
21,1709.5867919921875,STANDARD,1.0,16,306.3287048339844,306.3287048339844,2018-01-01,R_A5,31,14,0.0,0
21,1711.537353515625,STANDARD,1.0,17,306.5135498046875,306.5135498046875,2018-01-01,R_A5,31,15,0.0,0
21,1713.35400390625,STANDARD,1.0,18,306.6856994628906,306.6856994628906,2018-01-01,R_A5,31,16,0.0,0
21,1714.3951416015625,STANDARD,1.0,19,306.7843933105469,306.7843933105469,2018-01-01,R_A5,31,17,0.0,0
21,1715.7628173828125,STANDARD,1.0,27,306.75689697265625,306.75689697265625,2018-01-01,R_A5,31,18,0.0,0
21,1718.098388671875,STANDARD,1.0,28,306.978271484375,306.978271484375,2018-01-01,R_A5,31,19,0.0,0
21,1720.43408203125,STANDARD,1.0,29,307.5054016113281,307.5054016113281,2018-01-01,R_A5,31,20,0.0,0
21,1722.7696533203125,STANDARD,1.0,30,307.7267761230469,307.7267761230469,2018-01-01,R_A5,31,21,0.0,0
21,1725.105224609375,STANDARD,1.0,31,307.9481506347656,307.9481506347656,2018-01-01,R_A5,31,22,0.0,0
42,1695.20263671875,STANDARD,1.0,1,305.11419677734375,305.11419677734375,2018-01-01,R_A6,17,1,0.0,0
42,1696.7510986328125,STANDARD,1.0,2,305.2609558105469,305.2609558105469,2018-01-01,R_A6,17,2,0.0,0
42,1698.299560546875,STANDARD,1.0,3,305.4076843261719,305.4076843261719,2018-01-01,R_A6,17,3,0.0,0
42,1699.84814453125,STANDARD,1.0,4,305.554443359375,305.554443359375,2018-01-01,R_A6,17,4,0.0,0
42,1701.3966064453125,STANDARD,1.0,5,305.7012023925781,305.7012023925781,2018-01-01,R_A6,17,5,0.0,0
42,1702.9451904296875,STANDARD,1.0,6,305.84796142578125,305.84796142578125,2018-01-01,R_A6,17,6,0.0,0
42,1704.49365234375,STANDARD,1.0,7,305.6956481933594,305.6956481933594,2018-01-01,R_A6,17,7,0.0,0
42,1706.042236328125,STANDARD,1.0,8,306.1414489746094,306.1414489746094,2018-01-01,R_A6,17,8,0.0,0
42,1707.5906982421875,STANDARD,1.0,9,306.2882080078125,306.2882080078125,2018-01-01,R_A6,17,9,0.0,0
42,1709.1392822265625,STANDARD,1.0,10,306.1291809082031,306.1291809082031,2018-01-01,R_A6,17,10,0.0,0
42,1711.055419921875,STANDARD,1.0,11,306.3109130859375,306.3109130859375,2018-01-01,R_A6,17,11,0.0,0
42,1713.3392333984375,STANDARD,1.0,12,306.52734375,306.52734375,2018-01-01,R_A6,17,12,0.0,0
42,1715.623046875,STANDARD,1.0,13,306.7557678222656,306.7557678222656,2018-01-01,R_A6,17,13,0.0,0
42,1717.9068603515625,STANDARD,1.0,14,306.9721984863281,306.9721984863281,2018-01-01,R_A6,17,14,0.0,0
42,1720.190673828125,STANDARD,1.0,15,307.18865966796875,307.18865966796875,2018-01-01,R_A6,17,15,0.0,0
42,1722.474365234375,STANDARD,1.0,16,307.55010986328125,307.55010986328125,2018-01-01,R_A6,17,16,0.0,0
42,1724.7581787109375,STANDARD,1.0,17,307.7665710449219,307.7665710449219,2018-01-01,R_A6,17,17,0.0,0
42,1726.394287109375,STANDARD,1.0,18,307.921630859375,307.921630859375,2018-01-01,R_A6,17,18,0.0,0
42,1727.7508544921875,STANDARD,1.0,27,307.8930969238281,307.8930969238281,2018-01-01,R_A6,17,19,0.0,0
42,1729.4755859375,STANDARD,1.0,28,308.3623352050781,308.3623352050781,2018-01-01,R_A6,17,20,0.0,0
42,1731.2001953125,STANDARD,1.0,29,308.52581787109375,308.52581787109375,2018-01-01,R_A6,17,21,0.0,0
42,1732.9249267578125,STANDARD,1.0,30,308.68927001953125,308.68927001953125,2018-01-01,R_A6,17,22,0.0,0
42,1734.649658203125,STANDARD,1.0,31,308.5469665527344,308.5469665527344,2018-01-01,R_A6,17,23,0.0,0
30,1641.094970703125,STANDARD,0.05674567446112633,1,298.3606872558594,298.3606872558594,2018-03-01,R_A2,22,1,0.0,0
30,1642.8890380859375,STANDARD,0.057790130376815796,2,298.4809265136719,298.4809265136719,2018-03-01,R_A2,22,2,0.0,0
30,1644.68310546875,STANDARD,0.06005047261714935,3,298.60113525390625,298.60113525390625,2018-03-01,R_A2,22,3,0.0,0
30,1646.4771728515625,STANDARD,0.06772509962320328,4,298.72137451171875,298.72137451171875,2018-03-01,R_A2,22,4,0.0,0
30,1648.2713623046875,STANDARD,0.06892558932304382,5,298.84161376953125,298.84161376953125,2018-03-01,R_A2,22,5,0.0,0
30,1650.0654296875,STANDARD,0.310652494430542,6,298.97894287109375,298.97894287109375,2018-03-01,R_A2,22,6,0.0,0
30,1651.859619140625,STANDARD,0.8913176655769348,7,299.1082458496094,299.1082458496094,2018-03-01,R_A2,22,7,0.0,0
30,1653.6536865234375,STANDARD,0.8773499727249146,8,299.23443603515625,299.23443603515625,2018-03-01,R_A2,22,8,0.0,0
30,1655.44775390625,STANDARD,0.9037757515907288,9,299.5080871582031,299.5080871582031,2018-03-01,R_A2,22,9,0.0,0
30,1657.2418212890625,STANDARD,0.9149129986763,10,299.77215576171875,299.77215576171875,2018-03-01,R_A2,22,10,0.0,0
30,1659.1368408203125,STANDARD,0.07620088756084442,11,299.8701171875,299.8701171875,2018-03-01,R_A2,22,11,0.0,0
30,1661.132568359375,STANDARD,0.07750031352043152,12,300.00262451171875,300.00262451171875,2018-03-01,R_A2,22,12,0.0,0
30,1663.12841796875,STANDARD,0.4619832932949066,13,300.15887451171875,300.15887451171875,2018-03-01,R_A2,22,13,0.0,0
30,1665.1241455078125,STANDARD,0.5060725212097168,14,300.29473876953125,300.29473876953125,2018-03-01,R_A2,22,14,0.0,0
30,1667.1199951171875,STANDARD,0.6888588070869446,15,300.4317321777344,300.4317321777344,2018-03-01,R_A2,22,15,0.0,0
30,1669.11572265625,STANDARD,0.9703996777534485,16,300.56597900390625,300.56597900390625,2018-03-01,R_A2,22,16,0.0,0
30,1671.111572265625,STANDARD,0.9495915770530701,17,300.7003479003906,300.7003479003906,2018-03-01,R_A2,22,17,0.0,0
30,1672.9881591796875,STANDARD,0.9828847050666809,18,300.8263854980469,300.8263854980469,2018-03-01,R_A2,22,18,0.0,0
29,1674.229736328125,STANDARD,0.9966232776641846,18,300.8275146484375,300.8275146484375,2018-03-01,R_A2,22,19,0.0,0
29,1676.1676025390625,STANDARD,1.0,27,302.4554138183594,302.4554138183594,2018-03-01,R_A2,22,20,-7.334429175109847e-10,0
29,1677.9368896484375,STANDARD,1.0,28,303.2386474609375,303.2386474609375,2018-03-01,R_A2,22,21,6.4898894494419964e-21,0
29,1679.7061767578125,STANDARD,1.0,29,303.5390319824219,303.5390319824219,2018-03-01,R_A2,22,22,-7.095077080688239e-21,0
29,1681.4754638671875,STANDARD,1.0,30,303.7489013671875,303.7489013671875,2018-03-01,R_A2,22,23,-3.368429703919381e-20,0
29,1683.2447509765625,STANDARD,1.0,31,303.92205810546875,303.92205810546875,2018-03-01,R_A2,22,24,-4.052062814686634e-20,0
20,1685.026611328125,STANDARD,1.0,1,274.4127197265625,274.4127197265625,2018-04-28,R_A5,31,1,-8.93532430256425e-15,0
20,1687.3070068359375,STANDARD,1.0,2,274.628662109375,274.628662109375,2018-04-28,R_A5,31,2,-9.073681205267609e-15,0
20,1689.5875244140625,STANDARD,1.0,3,274.84466552734375,274.84466552734375,2018-04-28,R_A5,31,3,-8.288684104037266e-15,0
20,1691.8680419921875,STANDARD,1.0,4,275.0603332519531,275.0603332519531,2018-04-28,R_A5,31,4,-8.981901797300816e-15,0
20,1694.1485595703125,STANDARD,1.0,5,275.2758483886719,275.2758483886719,2018-04-28,R_A5,31,5,-8.722471699182822e-15,0
20,1696.4290771484375,STANDARD,1.0,6,275.49151611328125,275.49151611328125,2018-04-28,R_A5,31,6,-6.8705108164930206e-15,0
20,1698.70947265625,STANDARD,1.0,7,276.0282897949219,276.0282897949219,2018-04-28,R_A5,31,7,-2.1372322619626297e-15,0
20,1707.6488037109375,STANDARD,1.0,11,278.5653991699219,278.5653991699219,2018-04-28,R_A5,31,8,1.2339042114450915e-11,0
20,1709.5638427734375,STANDARD,1.0,12,278.7435302734375,278.7435302734375,2018-04-28,R_A5,31,9,5.243610233518492e-12,0
21,1701.7845458984375,STANDARD,1.0,12,276.6430358886719,276.6430358886719,2018-04-28,R_A5,31,10,1.644404057365989e-11,0
21,1703.735107421875,STANDARD,1.0,13,276.84075927734375,276.84075927734375,2018-04-28,R_A5,31,11,1.2580917210791576e-12,0
21,1705.6856689453125,STANDARD,1.0,14,277.0266418457031,277.0266418457031,2018-04-28,R_A5,31,12,1.7339480545830455e-12,0
21,1707.63623046875,STANDARD,1.0,15,278.2186279296875,278.2186279296875,2018-04-28,R_A5,31,13,2.191664818379513e-12,0
21,1709.5867919921875,STANDARD,1.0,16,279.5373229980469,279.5373229980469,2018-04-28,R_A5,31,14,1.2677027396573726e-12,0
21,1711.537353515625,STANDARD,1.0,17,279.7408447265625,279.7408447265625,2018-04-28,R_A5,31,15,3.718317700181911e-13,0
21,1713.35400390625,STANDARD,1.0,18,279.94830322265625,279.94830322265625,2018-04-28,R_A5,31,16,7.12326519384382e-13,0
21,1714.3951416015625,STANDARD,1.0,19,280.06927490234375,280.06927490234375,2018-04-28,R_A5,31,17,0.0,0
21,1715.7628173828125,STANDARD,1.0,27,280.0472412109375,280.0472412109375,2018-04-28,R_A5,31,18,2.1984376938257583e-13,0
21,1718.098388671875,STANDARD,1.0,28,280.3699035644531,280.3699035644531,2018-04-28,R_A5,31,19,3.3244026563690465e-13,0
21,1720.43408203125,STANDARD,1.0,29,292.1921691894531,292.1921691894531,2018-04-28,R_A5,31,20,1.0208999013631995e-18,0
21,1722.7696533203125,STANDARD,1.0,30,294.49072265625,294.49072265625,2018-04-28,R_A5,31,21,6.225548439687676e-19,0
21,1725.105224609375,STANDARD,1.0,31,288.0163269042969,288.0163269042969,2018-04-28,R_A5,31,22,5.190713852666617e-13,0
41,1609.243408203125,STANDARD,0.649699330329895,1,279.12469482421875,279.12469482421875,2018-07-03,R_A3,28,1,0.0,0
41,1611.3077392578125,STANDARD,0.1976281702518463,2,279.25970458984375,279.25970458984375,2018-07-03,R_A3,28,2,0.0,0
41,1613.3720703125,STANDARD,0.15089929103851318,3,279.3973693847656,279.3973693847656,2018-07-03,R_A3,28,3,0.0,0
41,1615.4365234375,STANDARD,0.6760722398757935,4,279.5502014160156,279.5502014160156,2018-07-03,R_A3,28,4,0.0,0
41,1617.5008544921875,STANDARD,0.7907556891441345,5,281.44500732421875,281.44500732421875,2018-07-03,R_A3,28,5,0.0,0
41,1619.565185546875,STANDARD,0.6493415832519531,6,281.6936950683594,281.6936950683594,2018-07-03,R_A3,28,6,0.0,0
41,1609.3663330078125,STANDARD,0.6493256092071533,6,280.8915100097656,280.8915100097656,2018-07-03,R_A3,29,7,0.0,0
41,1611.4163818359375,STANDARD,0.19868631660938263,7,281.0777587890625,281.0777587890625,2018-07-03,R_A3,29,8,0.0,0
41,1613.46630859375,STANDARD,0.2012677937746048,8,281.215087890625,281.215087890625,2018-07-03,R_A3,29,9,0.0,0
41,1615.516357421875,STANDARD,0.7986684441566467,9,281.4300842285156,281.4300842285156,2018-07-03,R_A3,29,10,0.0,0
41,1617.5662841796875,STANDARD,0.8003849387168884,10,282.64532470703125,282.64532470703125,2018-07-03,R_A3,29,11,0.0,0
41,1619.750732421875,STANDARD,0.04918420687317848,11,282.8220520019531,282.8220520019531,2018-07-03,R_A3,29,12,0.0,0
41,1622.0697021484375,STANDARD,0.05447385832667351,12,282.97686767578125,282.97686767578125,2018-07-03,R_A3,29,13,0.0,0
41,1624.388671875,STANDARD,0.3684440553188324,13,283.132080078125,283.132080078125,2018-07-03,R_A3,29,14,0.0,0
41,1629.026611328125,STANDARD,0.500766932964325,15,283.6277160644531,283.6277160644531,2018-07-03,R_A3,29,15,0.0,0
41,1630.9468994140625,STANDARD,0.8021684288978577,16,283.7643127441406,283.7643127441406,2018-07-03,R_A3,29,16,0.0,0
41,1633.5262451171875,STANDARD,0.6545848250389099,27,283.7450866699219,283.7450866699219,2018-07-03,R_A3,29,17,0.0,0
41,1637.1630859375,STANDARD,0.04682406783103943,28,283.98455810546875,283.98455810546875,2018-07-03,R_A3,29,18,0.0,0
41,1640.8001708984375,STANDARD,0.052249424159526825,29,284.2274169921875,284.2274169921875,2018-07-03,R_A3,29,19,0.0,0
41,1644.4371337890625,STANDARD,0.6739100217819214,30,284.4905700683594,284.4905700683594,2018-07-03,R_A3,29,20,0.0,0
41,1648.0740966796875,STANDARD,0.0657786950469017,31,284.7181701660156,284.7181701660156,2018-07-03,R_A3,29,21,0.0,0
52,1631.1873779296875,STANDARD,0.0517396405339241,1,275.2635803222656,275.2635803222656,2018-09-12,R_A4,30,1,0.0,0
52,1627.4293212890625,STANDARD,0.049417730420827866,1,275.2026062011719,275.2026062011719,2018-09-12,R_A4,31,2,0.0,0
52,1629.4896240234375,STANDARD,0.052278198301792145,2,275.33984375,275.33984375,2018-09-12,R_A4,31,3,0.0,0
52,1631.5498046875,STANDARD,0.05424885079264641,3,275.47711181640625,275.47711181640625,2018-09-12,R_A4,31,4,0.0,0
52,1633.610107421875,STANDARD,0.05588235706090927,4,275.6143798828125,275.6143798828125,2018-09-12,R_A4,31,5,0.0,0
52,1632.3968505859375,STANDARD,0.05770952254533768,4,275.7229309082031,275.7229309082031,2018-09-12,R_A4,32,6,0.0,0
51,1635.880615234375,STANDARD,0.05823381245136261,4,275.8544921875,275.8544921875,2018-09-12,R_A4,32,7,0.0,0
51,1637.321044921875,STANDARD,0.06091329827904701,4,276.1646728515625,276.1646728515625,2018-09-12,R_A4,33,8,0.0,0
51,1635.474609375,STANDARD,0.05832098796963692,3,276.0416259765625,276.0416259765625,2018-09-12,R_A4,33,9,0.0,0
50,1642.1485595703125,STANDARD,0.2783623933792114,4,276.4694519042969,276.4694519042969,2018-09-12,R_A4,33,10,0.0,0
50,1641.132080078125,STANDARD,0.6517791152000427,4,276.5459289550781,276.5459289550781,2018-09-12,R_A4,34,11,0.0,0
50,1639.20703125,STANDARD,0.09681161493062973,3,276.4179382324219,276.4179382324219,2018-09-12,R_A4,34,12,0.0,0
50,1640.9061279296875,STANDARD,0.16249680519104004,3,276.67291259765625,276.67291259765625,2018-09-12,R_A4,35,13,0.0,0
50,1639.0426025390625,STANDARD,0.1879701316356659,2,276.5486755371094,276.5486755371094,2018-09-12,R_A4,35,14,0.0,0
49,1641.93212890625,STANDARD,0.23936520516872406,2,276.6020202636719,276.6020202636719,2018-09-12,R_A4,35,15,0.0,0
49,1642.357421875,STANDARD,0.09688238054513931,30,277.04852294921875,277.04852294921875,2018-09-12,R_A4,36,16,0.0,0
48,1639.6068115234375,STANDARD,0.05930367484688759,30,276.70416259765625,276.70416259765625,2018-09-12,R_A4,36,17,0.0,0
48,1646.7513427734375,STANDARD,0.07473428547382355,30,277.3163757324219,277.3163757324219,2018-09-12,R_A4,37,18,0.0,0
48,1653.461669921875,STANDARD,0.692360520362854,30,277.9095458984375,277.9095458984375,2018-09-12,R_A4,38,19,0.0,0
47,1657.8184814453125,STANDARD,0.18824610114097595,30,278.1195983886719,278.1195983886719,2018-09-12,R_A4,38,20,0.0,0
42,1695.20263671875,STANDARD,1.0,1,274.5810546875,274.5810546875,2018-11-07,R_A6,17,1,1.868123555107724e-17,0
42,1696.7510986328125,STANDARD,1.0,2,274.7260437011719,274.7260437011719,2018-11-07,R_A6,17,2,2.1278005302426184e-17,0
42,1698.299560546875,STANDARD,1.0,3,274.8678283691406,274.8678283691406,2018-11-07,R_A6,17,3,1.418185940098895e-17,0
42,1699.84814453125,STANDARD,1.0,4,275.005615234375,275.005615234375,2018-11-07,R_A6,17,4,1.2903357465698414e-17,0
42,1701.3966064453125,STANDARD,1.0,5,275.14111328125,275.14111328125,2018-11-07,R_A6,17,5,1.755522601607208e-17,0
42,1702.9451904296875,STANDARD,1.0,6,275.2794189453125,275.2794189453125,2018-11-07,R_A6,17,6,4.4240226432626687e-16,0
42,1704.49365234375,STANDARD,1.0,7,275.1251525878906,275.1251525878906,2018-11-07,R_A6,17,7,7.95797830099019e-16,0
42,1706.042236328125,STANDARD,1.0,8,275.56927490234375,275.56927490234375,2018-11-07,R_A6,17,8,3.571130279421288e-17,0
42,1707.5906982421875,STANDARD,1.0,9,275.71209716796875,275.71209716796875,2018-11-07,R_A6,17,9,2.843096527705601e-17,0
42,1709.1392822265625,STANDARD,1.0,10,275.54473876953125,275.54473876953125,2018-11-07,R_A6,17,10,1.3109625274652557e-15,0
42,1711.055419921875,STANDARD,1.0,11,275.7086181640625,275.7086181640625,2018-11-07,R_A6,17,11,7.88583597547695e-16,0
42,1713.3392333984375,STANDARD,1.0,12,275.9249572753906,275.9249572753906,2018-11-07,R_A6,17,12,3.95975038528499e-16,0
42,1715.623046875,STANDARD,1.0,13,276.154296875,276.154296875,2018-11-07,R_A6,17,13,2.718810489999916e-17,0
42,1717.9068603515625,STANDARD,1.0,14,276.3729248046875,276.3729248046875,2018-11-07,R_A6,17,14,6.909904118569389e-18,0
42,1720.190673828125,STANDARD,1.0,15,276.62451171875,276.62451171875,2018-11-07,R_A6,17,15,5.047996246738572e-18,0
42,1722.474365234375,STANDARD,1.0,16,277.0571594238281,277.0571594238281,2018-11-07,R_A6,17,16,8.268855675682877e-19,0
42,1724.7581787109375,STANDARD,1.0,17,277.3338623046875,277.3338623046875,2018-11-07,R_A6,17,17,6.3692519425671e-19,0
