WELL,SWAT,CONJPOS,DATE,PRESSURE,SGAS,WELLMODEL,CONIDX,DEPTH,DRAWDOWN,CONKPOS,CONBPRES,CONIPOS
R_A3,0.8033986687660217,41,2018-01-01,300.1533508300781,0.0,STANDARD,17,1632.263671875,0,16,300.1533508300781,29
R_A3,0.6481541991233826,41,2018-01-01,300.3192138671875,0.0,STANDARD,18,1634.737548828125,0,24,300.3192138671875,29
R_A3,0.04480474814772606,41,2018-01-01,300.5522155761719,0.0,STANDARD,19,1638.2130126953125,0,25,300.5522155761719,29
R_A3,0.04988551512360573,41,2018-01-01,300.7852478027344,0.0,STANDARD,20,1641.6884765625,0,26,300.7852478027344,29
R_A3,0.2841801047325134,41,2018-01-01,301.018310546875,0.0,STANDARD,21,1645.163818359375,0,27,301.018310546875,29
R_A3,0.06432951241731644,41,2018-01-01,301.2513732910156,0.0,STANDARD,22,1648.6392822265625,0,28,301.2513732910156,29
R_A4,0.053218308836221695,52,2018-01-01,300.1705322265625,0.0,STANDARD,1,1632.52001953125,0,1,300.1705322265625,30
R_A4,0.09402129054069519,52,2018-01-01,299.844970703125,0.0,STANDARD,2,1627.6639404296875,0,1,299.844970703125,31
R_A4,0.05133042111992836,52,2018-01-01,299.9818420410156,0.0,STANDARD,3,1629.70556640625,0,2,299.9818420410156,31
R_A4,0.05177063122391701,52,2018-01-01,300.11871337890625,0.0,STANDARD,4,1631.7470703125,0,3,300.11871337890625,31
R_A4,0.05504875257611275,52,2018-01-01,300.2555847167969,0.0,STANDARD,5,1633.7886962890625,0,4,300.2555847167969,31
R_A4,0.054901961237192154,52,2018-01-01,300.2071533203125,0.0,STANDARD,6,1633.0665283203125,0,4,300.2071533203125,32
R_A4,0.058976903557777405,51,2018-01-01,300.5290222167969,0.0,STANDARD,7,1637.8668212890625,0,4,300.5290222167969,32
R_A4,0.05678608641028404,51,2018-01-01,300.40673828125,0.0,STANDARD,8,1636.0430908203125,0,3,300.40673828125,32
R_A4,0.05684925988316536,51,2018-01-01,300.41925048828125,0.0,STANDARD,9,1636.2296142578125,0,3,300.41925048828125,33
R_A4,0.05524162948131561,51,2018-01-01,300.427001953125,0.0,STANDARD,10,1636.345458984375,0,3,300.427001953125,34
R_A4,0.05973763018846512,50,2018-01-01,300.8080749511719,0.0,STANDARD,11,1642.0286865234375,0,3,300.8080749511719,34
R_A4,0.07944513112306595,50,2018-01-01,300.6846923828125,0.0,STANDARD,12,1640.1884765625,0,2,300.6846923828125,34
R_A4,0.1017596498131752,50,2018-01-01,300.73931884765625,0.0,STANDARD,13,1641.003173828125,0,2,300.73931884765625,35
R_A4,0.15846675634384155,50,2018-01-01,300.6217956542969,0.0,STANDARD,14,1639.25048828125,0,1,300.6217956542969,35
R_A4,0.08423218876123428,49,2018-01-01,300.515625,0.0,STANDARD,15,1637.6671142578125,0,26,300.515625,35
R_A4,0.17312617599964142,49,2018-01-01,300.9471435546875,0.0,STANDARD,16,1644.102783203125,0,26,300.9471435546875,36
R_A4,0.09304105490446091,48,2018-01-01,300.8787536621094,0.0,STANDARD,17,1643.082763671875,0,26,300.8787536621094,36
R_A4,0.24845296144485474,48,2018-01-01,301.35577392578125,0.0,STANDARD,18,1650.1962890625,0,26,301.35577392578125,37
R_A4,0.2819139063358307,48,2018-01-01,300.9792785644531,0.0,STANDARD,19,1644.5816650390625,0,25,300.9792785644531,37
R_A4,0.845535159111023,48,2018-01-01,301.20587158203125,0.0,STANDARD,20,1647.9610595703125,0,25,301.20587158203125,38
R_A4,0.7010402679443359,47,2018-01-01,301.7264099121094,0.0,STANDARD,21,1655.72216796875,0,25,301.7264099121094,38
R_A5,1.0,20,2018-01-01,303.911865234375,0.0,STANDARD,1,1685.741943359375,0,1,303.911865234375,31
R_A5,1.0,20,2018-01-01,304.1313781738281,0.0,STANDARD,2,1688.0582275390625,0,2,304.1313781738281,31
R_A5,1.0,20,2018-01-01,304.65667724609375,0.0,STANDARD,3,1690.3746337890625,0,3,304.65667724609375,31
R_A5,1.0,20,2018-01-01,304.5704040527344,0.0,STANDARD,4,1692.69091796875,0,4,304.5704040527344,31
R_A5,1.0,20,2018-01-01,304.7899169921875,0.0,STANDARD,5,1695.00732421875,0,5,304.7899169921875,31
R_A5,1.0,20,2018-01-01,305.0094299316406,0.0,STANDARD,6,1697.32373046875,0,6,305.0094299316406,31
R_A5,1.0,20,2018-01-01,305.53472900390625,0.0,STANDARD,7,1699.64013671875,0,7,305.53472900390625,31
R_A5,1.0,20,2018-01-01,306.08740234375,0.0,STANDARD,8,1708.697265625,0,11,306.08740234375,31
R_A5,1.0,20,2018-01-01,306.2674255371094,0.0,STANDARD,9,1710.596923828125,0,12,306.2674255371094,31
R_A5,1.0,21,2018-01-01,305.5051574707031,0.0,STANDARD,10,1702.5533447265625,0,12,305.5051574707031,31
R_A5,1.0,21,2018-01-01,305.6979064941406,0.0,STANDARD,11,1704.4609375,0,13,305.6979064941406,31
R_A5,1.0,21,2018-01-01,305.8786926269531,0.0,STANDARD,12,1706.3685302734375,0,14,305.8786926269531,31
R_A5,1.0,21,2018-01-01,306.0594787597656,0.0,STANDARD,13,1708.276123046875,0,15,306.0594787597656,31
R_A5,1.0,21,2018-01-01,306.38525390625,0.0,STANDARD,14,1710.1837158203125,0,16,306.38525390625,31
R_A5,1.0,21,2018-01-01,306.5660400390625,0.0,STANDARD,15,1712.09130859375,0,17,306.5660400390625,31
R_A5,1.0,21,2018-01-01,306.7249755859375,0.0,STANDARD,16,1713.768310546875,0,18,306.7249755859375,31
R_A5,1.0,21,2018-01-01,306.7579345703125,0.0,STANDARD,17,1715.7734375,0,24,306.7579345703125,31
R_A5,1.0,21,2018-01-01,306.9747009277344,0.0,STANDARD,18,1718.060791015625,0,25,306.9747009277344,31
R_A5,1.0,21,2018-01-01,307.49725341796875,0.0,STANDARD,19,1720.3480224609375,0,26,307.49725341796875,31
R_A5,1.0,21,2018-01-01,307.7140197753906,0.0,STANDARD,20,1722.63525390625,0,27,307.7140197753906,31
R_A5,1.0,21,2018-01-01,307.9308166503906,0.0,STANDARD,21,1724.9224853515625,0,28,307.9308166503906,31
R_A6,1.0,42,2018-01-01,305.1573791503906,0.0,STANDARD,1,1695.6583251953125,0,1,305.1573791503906,17
R_A6,1.0,42,2018-01-01,305.3050231933594,0.0,STANDARD,2,1697.21630859375,0,2,305.3050231933594,17
R_A6,1.0,42,2018-01-01,305.45269775390625,0.0,STANDARD,3,1698.7744140625,0,3,305.45269775390625,17
R_A6,1.0,42,2018-01-01,305.600341796875,0.0,STANDARD,4,1700.3323974609375,0,4,305.600341796875,17
R_A6,1.0,42,2018-01-01,305.74798583984375,0.0,STANDARD,5,1701.8905029296875,0,5,305.74798583984375,17
R_A6,1.0,42,2018-01-01,305.8956604003906,0.0,STANDARD,6,1703.448486328125,0,6,305.8956604003906,17
R_A6,1.0,42,2018-01-01,305.7442626953125,0.0,STANDARD,7,1705.006591796875,0,7,305.7442626953125,17
R_A6,1.0,42,2018-01-01,305.89190673828125,0.0,STANDARD,8,1706.5645751953125,0,8,305.89190673828125,17
R_A6,1.0,42,2018-01-01,306.338623046875,0.0,STANDARD,9,1708.12255859375,0,9,306.338623046875,17
R_A6,1.0,42,2018-01-01,306.18048095703125,0.0,STANDARD,10,1709.6806640625,0,10,306.18048095703125,17
R_A6,1.0,42,2018-01-01,306.3621826171875,0.0,STANDARD,11,1711.5965576171875,0,11,306.3621826171875,17
R_A6,1.0,42,2018-01-01,306.57769775390625,0.0,STANDARD,12,1713.87060546875,0,12,306.57769775390625,17
R_A6,1.0,42,2018-01-01,306.80517578125,0.0,STANDARD,13,1716.1446533203125,0,13,306.80517578125,17
R_A6,1.0,42,2018-01-01,307.02069091796875,0.0,STANDARD,14,1718.4185791015625,0,14,307.02069091796875,17
R_A6,1.0,42,2018-01-01,307.3812255859375,0.0,STANDARD,15,1720.692626953125,0,15,307.3812255859375,17
R_A6,1.0,42,2018-01-01,307.5967712402344,0.0,STANDARD,16,1722.9666748046875,0,16,307.5967712402344,17
R_A6,1.0,42,2018-01-01,307.8122863769531,0.0,STANDARD,17,1725.2406005859375,0,17,307.8122863769531,17
R_A6,1.0,42,2018-01-01,307.9743957519531,0.0,STANDARD,18,1726.951171875,0,18,307.9743957519531,17
R_A6,1.0,42,2018-01-01,307.9538269042969,0.0,STANDARD,19,1728.3916015625,0,24,307.9538269042969,17
R_A6,1.0,42,2018-01-01,308.4239501953125,0.0,STANDARD,20,1730.1253662109375,0,25,308.4239501953125,17
R_A6,1.0,42,2018-01-01,308.5882568359375,0.0,STANDARD,21,1731.859130859375,0,26,308.5882568359375,17
R_A6,1.0,42,2018-01-01,308.7525939941406,0.0,STANDARD,22,1733.5928955078125,0,27,308.7525939941406,17
R_A6,1.0,42,2018-01-01,308.61114501953125,0.0,STANDARD,23,1735.32666015625,0,28,308.61114501953125,17
R_A2,0.05459553748369217,30,2018-03-01,298.0386047363281,0.0,STANDARD,1,1641.684326171875,0,1,298.0386047363281,22
R_A2,0.056918155401945114,30,2018-03-01,298.1584777832031,0.0,STANDARD,2,1643.4727783203125,0,2,298.1584777832031,22
R_A2,0.05893135070800781,30,2018-03-01,298.2783203125,0.0,STANDARD,3,1645.26123046875,0,3,298.2783203125,22
R_A2,0.06387253850698471,30,2018-03-01,298.398193359375,0.0,STANDARD,4,1647.0498046875,0,4,298.398193359375,22
R_A2,0.06890769302845001,30,2018-03-01,298.5180358886719,0.0,STANDARD,5,1648.838134765625,0,5,298.5180358886719,22
R_A2,0.30222734808921814,30,2018-03-01,298.6520690917969,0.0,STANDARD,6,1650.626708984375,0,6,298.6520690917969,22
R_A2,0.8877875804901123,30,2018-03-01,298.7840576171875,0.0,STANDARD,7,1652.4150390625,0,7,298.7840576171875,22
R_A2,0.8835715651512146,30,2018-03-01,298.9145202636719,0.0,STANDARD,8,1654.2034912109375,0,8,298.9145202636719,22
R_A2,0.8864911198616028,30,2018-03-01,299.0462646484375,0.0,STANDARD,9,1655.991943359375,0,9,299.0462646484375,22
R_A2,0.8986799716949463,30,2018-03-01,299.4105224609375,0.0,STANDARD,10,1657.7803955078125,0,10,299.4105224609375,22
R_A2,0.0737118199467659,30,2018-03-01,299.4761047363281,0.0,STANDARD,11,1659.6942138671875,0,11,299.4761047363281,22
R_A2,0.08005405962467194,30,2018-03-01,299.5985412597656,0.0,STANDARD,12,1661.7332763671875,0,12,299.5985412597656,22
R_A2,0.4368831515312195,30,2018-03-01,299.77703857421875,0.0,STANDARD,13,1663.7724609375,0,13,299.77703857421875,22
R_A2,0.4944759011268616,30,2018-03-01,299.915283203125,0.0,STANDARD,14,1665.8116455078125,0,14,299.915283203125,22
R_A2,0.9324431419372559,30,2018-03-01,300.0556945800781,0.0,STANDARD,15,1667.8507080078125,0,15,300.0556945800781,22
R_A2,0.9907937049865723,30,2018-03-01,300.19671630859375,0.0,STANDARD,16,1669.889892578125,0,16,300.19671630859375,22
R_A2,0.9393108487129211,30,2018-03-01,300.3402404785156,0.0,STANDARD,17,1671.928955078125,0,17,300.3402404785156,22
R_A2,0.9382424354553223,29,2018-03-01,300.4997253417969,0.0,STANDARD,18,1673.5054931640625,0,17,300.4997253417969,22
R_A2,0.9874010682106018,29,2018-03-01,300.620849609375,0.0,STANDARD,19,1675.3116455078125,0,18,300.620849609375,22
R_A2,1.0,29,2018-03-01,302.8405456542969,-2.2823350848133472e-11,STANDARD,20,1676.933837890625,0,24,302.8405456542969,22
R_A2,1.0,29,2018-03-01,302.7867126464844,-3.6585936768104723e-20,STANDARD,21,1678.67626953125,0,25,302.7867126464844,22
R_A2,1.0,29,2018-03-01,302.6634521484375,-4.789956324074466e-19,STANDARD,22,1680.418701171875,0,26,302.6634521484375,22
R_A2,1.0,29,2018-03-01,302.158447265625,-4.146737461193468e-15,STANDARD,23,1682.1611328125,0,27,302.158447265625,22
R_A2,1.0,29,2018-03-01,302.4056701660156,2.7527578740776937e-13,STANDARD,24,1683.903564453125,0,28,302.4056701660156,22
R_A5,1.0,20,2018-04-28,280.39666748046875,0.0,STANDARD,1,1685.741943359375,0,1,280.39666748046875,31
R_A5,1.0,20,2018-04-28,280.6231994628906,-1.1219700481145936e-16,STANDARD,2,1688.0582275390625,0,2,280.6231994628906,31
R_A5,1.0,20,2018-04-28,281.1583557128906,-3.5170165340296525e-15,STANDARD,3,1690.3746337890625,0,3,281.1583557128906,31
R_A5,1.0,20,2018-04-28,281.0797119140625,-6.378757765046483e-12,STANDARD,4,1692.69091796875,0,4,281.0797119140625,31
R_A5,1.0,20,2018-04-28,281.30126953125,-5.100951779024587e-12,STANDARD,5,1695.00732421875,0,5,281.30126953125,31
R_A5,1.0,20,2018-04-28,281.52166748046875,-4.8780432818085195e-12,STANDARD,6,1697.32373046875,0,6,281.52166748046875,31
R_A5,1.0,20,2018-04-28,282.0825500488281,-6.146513419763577e-13,STANDARD,7,1699.64013671875,0,7,282.0825500488281,31
R_A5,1.0,20,2018-04-28,278.809814453125,3.962895820958795e-14,STANDARD,8,1708.697265625,0,11,278.809814453125,31
R_A5,1.0,20,2018-04-28,278.98974609375,4.5142658193367616e-14,STANDARD,9,1710.596923828125,0,12,278.98974609375,31
R_A5,1.0,21,2018-04-28,276.9703674316406,-1.513354025428626e-11,STANDARD,10,1702.5533447265625,0,12,276.9703674316406,31
R_A5,1.0,21,2018-04-28,277.16351318359375,-5.741194195399424e-13,STANDARD,11,1704.4609375,0,13,277.16351318359375,31
R_A5,1.0,21,2018-04-28,277.3447265625,-9.543879358683838e-13,STANDARD,12,1706.3685302734375,0,14,277.3447265625,31
R_A5,1.0,21,2018-04-28,277.8280334472656,-3.958914630581428e-13,STANDARD,13,1708.276123046875,0,15,277.8280334472656,31
R_A5,1.0,21,2018-04-28,278.33148193359375,-4.4733986480360866e-13,STANDARD,14,1710.1837158203125,0,16,278.33148193359375,31
R_A5,1.0,21,2018-04-28,278.5159606933594,-3.622527150752737e-14,STANDARD,15,1712.09130859375,0,17,278.5159606933594,31
R_A5,1.0,21,2018-04-28,278.6767578125,-7.961458505260574e-14,STANDARD,16,1713.768310546875,0,18,278.6767578125,31
R_A5,1.0,21,2018-04-28,283.3680419921875,-2.1875341436276147e-13,STANDARD,17,1715.7734375,0,24,283.3680419921875,31
R_A5,1.0,21,2018-04-28,283.62347412109375,-1.6592190945838303e-13,STANDARD,18,1718.060791015625,0,25,283.62347412109375,31
R_A5,1.0,21,2018-04-28,284.2848815917969,-7.608524948314946e-14,STANDARD,19,1720.3480224609375,0,26,284.2848815917969,31
R_A5,1.0,21,2018-04-28,293.3226318359375,-2.5240041527404697e-20,STANDARD,20,1722.63525390625,0,27,293.3226318359375,31
R_A5,1.0,21,2018-04-28,303.2673645019531,-9.748736124745298e-23,STANDARD,21,1724.9224853515625,0,28,303.2673645019531,31
R_A3,0.7713426947593689,41,2018-07-03,285.4068298339844,0.0,STANDARD,1,1609.744140625,0,1,285.4068298339844,28
R_A3,0.22943401336669922,41,2018-07-03,284.7518005371094,0.0,STANDARD,2,1601.263427734375,0,1,284.7518005371094,29
R_A3,0.12752394378185272,41,2018-07-03,284.8878173828125,0.0,STANDARD,3,1603.2958984375,0,2,284.8878173828125,29
R_A3,0.15270163118839264,41,2018-07-03,285.0237121582031,0.0,STANDARD,4,1605.328369140625,0,3,285.0237121582031,29
R_A3,0.14582672715187073,41,2018-07-03,285.1595458984375,0.0,STANDARD,5,1607.36083984375,0,4,285.1595458984375,29
R_A3,0.8078375458717346,41,2018-07-03,285.3731994628906,0.0,STANDARD,6,1609.3934326171875,0,5,285.3731994628906,29
R_A3,0.6490078568458557,41,2018-07-03,285.4933166503906,0.0,STANDARD,7,1611.4259033203125,0,6,285.4933166503906,29
R_A3,0.1978328675031662,41,2018-07-03,285.6399841308594,0.0,STANDARD,8,1613.4583740234375,0,7,285.6399841308594,29
R_A3,0.1987837553024292,41,2018-07-03,285.7757263183594,0.0,STANDARD,9,1615.490966796875,0,8,285.7757263183594,29
R_A3,0.6505204439163208,41,2018-07-03,285.91119384765625,0.0,STANDARD,10,1617.5234375,0,9,285.91119384765625,29
R_A3,0.2772347331047058,41,2018-07-03,286.17144775390625,0.0,STANDARD,11,1619.555908203125,0,10,286.17144775390625,29
R_A3,0.048270829021930695,41,2018-07-03,288.0892028808594,0.0,STANDARD,12,1621.67578125,0,11,288.0892028808594,29
R_A3,0.05454292893409729,41,2018-07-03,288.2367858886719,0.0,STANDARD,13,1623.883056640625,0,12,288.2367858886719,29
R_A3,0.36925768852233887,41,2018-07-03,288.3856506347656,0.0,STANDARD,14,1626.09033203125,0,13,288.3856506347656,29
R_A3,0.14854830503463745,41,2018-07-03,288.5709533691406,0.0,STANDARD,15,1628.297607421875,0,14,288.5709533691406,29
R_A3,0.5153821706771851,41,2018-07-03,288.82220458984375,0.0,STANDARD,16,1630.5048828125,0,15,288.82220458984375,29
R_A3,0.8027471899986267,41,2018-07-03,288.9457702636719,0.0,STANDARD,17,1632.263671875,0,16,288.9457702636719,29
R_A3,0.654744565486908,41,2018-07-03,282.5899963378906,0.0,STANDARD,18,1634.737548828125,0,24,282.5899963378906,29
R_A3,0.04553831368684769,41,2018-07-03,282.89453125,0.0,STANDARD,19,1638.2130126953125,0,25,282.89453125,29
R_A3,0.050618696957826614,41,2018-07-03,283.1272888183594,0.0,STANDARD,20,1641.6884765625,0,26,283.1272888183594,29
R_A3,0.2839236557483673,41,2018-07-03,283.3695983886719,0.0,STANDARD,21,1645.163818359375,0,27,283.3695983886719,29
R_A3,0.06448104977607727,41,2018-07-03,283.6019287109375,0.0,STANDARD,22,1648.6392822265625,0,28,283.6019287109375,29
R_A4,0.0533132366836071,52,2018-09-12,278.5900573730469,0.0,STANDARD,1,1632.52001953125,0,1,278.5900573730469,30
R_A4,0.09419079124927521,52,2018-09-12,278.35980224609375,0.0,STANDARD,2,1627.6639404296875,0,1,278.35980224609375,31
R_A4,0.051460497081279755,52,2018-09-12,278.4958801269531,0.0,STANDARD,3,1629.70556640625,0,2,278.4958801269531,31
R_A4,0.05193418264389038,52,2018-09-12,278.6318664550781,0.0,STANDARD,4,1631.7470703125,0,3,278.6318664550781,31
R_A4,0.055236633867025375,52,2018-09-12,278.767822265625,0.0,STANDARD,5,1633.7886962890625,0,4,278.767822265625,31
R_A4,0.055067744106054306,52,2018-09-12,278.8406066894531,0.0,STANDARD,6,1633.0665283203125,0,4,278.8406066894531,32
R_A4,0.05917738005518913,51,2018-09-12,279.088134765625,0.0,STANDARD,7,1637.8668212890625,0,4,279.088134765625,32
R_A4,0.05696631595492363,51,2018-09-12,278.96661376953125,0.0,STANDARD,8,1636.0430908203125,0,3,278.96661376953125,32
R_A4,0.057046182453632355,51,2018-09-12,279.1377258300781,0.0,STANDARD,9,1636.2296142578125,0,3,279.1377258300781,33
R_A4,0.055400509387254715,51,2018-09-12,279.3110046386719,0.0,STANDARD,10,1636.345458984375,0,3,279.3110046386719,34
R_A4,0.05995471403002739,50,2018-09-12,279.5744323730469,0.0,STANDARD,11,1642.0286865234375,0,3,279.5744323730469,34
R_A4,0.07974586635828018,50,2018-09-12,279.4516296386719,0.0,STANDARD,12,1640.1884765625,0,2,279.4516296386719,34
R_A4,0.10174324363470078,50,2018-09-12,279.71856689453125,0.0,STANDARD,13,1641.003173828125,0,2,279.71856689453125,35
R_A4,0.15852917730808258,50,2018-09-12,279.6014709472656,0.0,STANDARD,14,1639.25048828125,0,1,279.6014709472656,35
R_A4,0.08666947484016418,49,2018-09-12,279.657470703125,0.0,STANDARD,15,1637.6671142578125,0,26,279.657470703125,35
R_A4,0.1781729906797409,49,2018-09-12,280.1467590332031,0.0,STANDARD,16,1644.102783203125,0,26,280.1467590332031,36
R_A4,0.09762689471244812,48,2018-09-12,280.0111999511719,0.0,STANDARD,17,1643.082763671875,0,26,280.0111999511719,36
R_A4,0.2457927167415619,48,2018-09-12,280.6491394042969,0.0,STANDARD,18,1650.1962890625,0,26,280.6491394042969,37
R_A4,0.2771643102169037,48,2018-09-12,280.2633972167969,0.0,STANDARD,19,1644.5816650390625,0,25,280.2633972167969,37
R_A4,0.8446412682533264,48,2018-09-12,282.4234313964844,0.0,STANDARD,20,1647.9610595703125,0,25,282.4234313964844,38
R_A4,0.7037431001663208,47,2018-09-12,281.07110595703125,0.0,STANDARD,21,1655.72216796875,0,25,281.07110595703125,38
R_A6,1.0,42,2018-11-07,274.9033508300781,-5.641725810913821e-17,STANDARD,1,1695.6583251953125,0,1,274.9033508300781,17
R_A6,1.0,42,2018-11-07,275.0581970214844,-3.796638574121209e-17,STANDARD,2,1697.21630859375,0,2,275.0581970214844,17
R_A6,1.0,42,2018-11-07,275.22174072265625,-2.266198930942948e-17,STANDARD,3,1698.7744140625,0,3,275.22174072265625,17
R_A6,1.0,42,2018-11-07,275.3883056640625,-2.6175490246446445e-17,STANDARD,4,1700.3323974609375,0,4,275.3883056640625,17
R_A6,1.0,42,2018-11-07,275.5514831542969,-3.8719844708851945e-17,STANDARD,5,1701.8905029296875,0,5,275.5514831542969,17
R_A6,1.0,42,2018-11-07,275.7062072753906,-1.3289955412749445e-15,STANDARD,6,1703.448486328125,0,6,275.7062072753906,17
R_A6,1.0,42,2018-11-07,275.55999755859375,-2.488019733881447e-15,STANDARD,7,1705.006591796875,0,7,275.55999755859375,17
R_A6,1.0,42,2018-11-07,275.7079772949219,-2.2250854604606617e-15,STANDARD,8,1706.5645751953125,0,8,275.7079772949219,17
R_A6,1.0,42,2018-11-07,276.1835021972656,-8.62314017192809e-17,STANDARD,9,1708.12255859375,0,9,276.1835021972656,17
R_A6,1.0,42,2018-11-07,276.126220703125,-1.7648644657784936e-14,STANDARD,10,1709.6806640625,0,10,276.126220703125,17
R_A6,1.0,42,2018-11-07,280.50604248046875,-6.022076283820899e-13,STANDARD,11,1711.5965576171875,0,11,280.50604248046875,17
R_A6,1.0,42,2018-11-07,280.7213134765625,-3.1318001035389453e-13,STANDARD,12,1713.87060546875,0,12,280.7213134765625,17
R_A6,1.0,42,2018-11-07,280.9486389160156,-3.136562664869495e-14,STANDARD,13,1716.1446533203125,0,13,280.9486389160156,17
R_A6,1.0,42,2018-11-07,281.16400146484375,-1.847820670346917e-14,STANDARD,14,1718.4185791015625,0,14,281.16400146484375,17
R_A6,1.0,42,2018-11-07,281.5249328613281,-7.320372132362148e-15,STANDARD,15,1720.692626953125,0,15,281.5249328613281,17
