CONIPOS,SGAS,CONJPOS,DRAWDOWN,CONIDX,DEPTH,CONBPRES,SWAT,CONKPOS,DATE,WELLMODEL,WELL,PRESSURE
17,1.215995755693769e-13,42,0,5,1701.0096435546875,277.6685485839844,1.0,5,2018-11-07,STANDARD,R_A6,277.6685485839844
17,4.0841718028372664e-12,42,0,6,1702.5548095703125,277.9678039550781,1.0,6,2018-11-07,STANDARD,R_A6,277.9678039550781
17,6.162190983177718e-12,42,0,7,1704.0999755859375,277.85223388671875,1.0,7,2018-11-07,STANDARD,R_A6,277.85223388671875
17,5.431487724860684e-12,42,0,8,1705.645263671875,277.9988098144531,1.0,8,2018-11-07,STANDARD,R_A6,277.9988098144531
17,1.988261443507111e-13,42,0,9,1707.1905517578125,278.4794006347656,1.0,9,2018-11-07,STANDARD,R_A6,278.4794006347656
17,2.6451184992337673e-11,42,0,10,1708.7357177734375,278.443115234375,1.0,10,2018-11-07,STANDARD,R_A6,278.443115234375
17,-1.032402895811968e-11,42,0,11,1710.7064208984375,279.68499755859375,1.0,11,2018-11-07,STANDARD,R_A6,279.68499755859375
17,-6.4392449705685806e-12,42,0,12,1713.1025390625,279.911865234375,1.0,12,2018-11-07,STANDARD,R_A6,279.911865234375
17,-5.942187930943477e-13,42,0,13,1715.4986572265625,280.15087890625,1.0,13,2018-11-07,STANDARD,R_A6,280.15087890625
17,-3.550648273661916e-13,42,0,14,1717.894775390625,280.3787841796875,1.0,14,2018-11-07,STANDARD,R_A6,280.3787841796875
17,-2.838857621201285e-13,42,0,15,1720.291015625,280.61114501953125,1.0,15,2018-11-07,STANDARD,R_A6,280.61114501953125
17,-6.33577459702335e-14,42,0,16,1722.68701171875,280.9948425292969,1.0,16,2018-11-07,STANDARD,R_A6,280.9948425292969
17,-6.001189128967965e-14,42,0,17,1725.0657958984375,281.2436218261719,1.0,17,2018-11-07,STANDARD,R_A6,281.2436218261719
17,-1.1325157120694457e-13,42,0,18,1726.349365234375,281.38153076171875,1.0,18,2018-11-07,STANDARD,R_A6,281.38153076171875
17,1.6153976756510396e-13,42,0,19,1727.31396484375,283.5921936035156,1.0,26,2018-11-07,STANDARD,R_A6,283.5921936035156
17,1.636551679763676e-13,42,0,20,1729.0372314453125,284.0713195800781,1.0,27,2018-11-07,STANDARD,R_A6,284.0713195800781
17,1.749163361134992e-18,42,0,21,1730.760498046875,284.72686767578125,1.0,28,2018-11-07,STANDARD,R_A6,284.72686767578125
17,1.5055613849245104e-19,42,0,22,1732.48388671875,285.1570739746094,1.0,29,2018-11-07,STANDARD,R_A6,285.1570739746094
17,2.3727817060887994e-14,42,0,23,1734.207275390625,284.31243896484375,1.0,30,2018-11-07,STANDARD,R_A6,284.31243896484375
