DATE,WELL,SWAT,CONIDX,WELLMODEL,CONBPRES,CONJPOS,DRAWDOWN,CONKPOS,CONIPOS,DEPTH,PRESSURE,SGAS
2018-01-01,R_A4,0.10109613835811615,12,STANDARD,300.5467224121094,50,0,3,34,1639.20703125,300.5467224121094,0.0
2018-01-01,R_A4,0.09800664335489273,13,STANDARD,300.66064453125,50,0,3,35,1640.9061279296875,300.66064453125,0.0
2018-01-01,R_A4,0.20057255029678345,14,STANDARD,300.53570556640625,50,0,2,35,1639.0426025390625,300.53570556640625,0.0
2018-01-01,R_A4,0.23823222517967224,15,STANDARD,300.72943115234375,49,0,2,35,1641.93212890625,300.72943115234375,0.0
2018-01-01,R_A4,0.05358772352337837,16,STANDARD,300.7579650878906,49,0,30,36,1642.357421875,300.7579650878906,0.0
2018-01-01,R_A4,0.08878301084041595,17,STANDARD,300.5735168457031,48,0,30,36,1639.6068115234375,300.5735168457031,0.0
2018-01-01,R_A4,0.18201863765716553,18,STANDARD,301.0526123046875,48,0,30,37,1646.7513427734375,301.0526123046875,0.0
2018-01-01,R_A4,0.32039687037467957,19,STANDARD,301.5025939941406,48,0,30,38,1653.461669921875,301.5025939941406,0.0
2018-01-01,R_A4,0.15317369997501373,20,STANDARD,301.7947998046875,47,0,30,38,1657.8184814453125,301.7947998046875,0.0
2018-01-01,R_A5,1.0,1,STANDARD,303.8440856933594,20,0,1,31,1685.026611328125,303.8440856933594,0.0
2018-01-01,R_A5,1.0,2,STANDARD,304.0601806640625,20,0,2,31,1687.3070068359375,304.0601806640625,0.0
2018-01-01,R_A5,1.0,3,STANDARD,304.27630615234375,20,0,3,31,1689.5875244140625,304.27630615234375,0.0
2018-01-01,R_A5,1.0,4,STANDARD,304.4924011230469,20,0,4,31,1691.8680419921875,304.4924011230469,0.0
2018-01-01,R_A5,1.0,5,STANDARD,304.7085266113281,20,0,5,31,1694.1485595703125,304.7085266113281,0.0
2018-01-01,R_A5,1.0,6,STANDARD,304.9246520996094,20,0,6,31,1696.4290771484375,304.9246520996094,0.0
2018-01-01,R_A5,1.0,7,STANDARD,305.446533203125,20,0,7,31,1698.70947265625,305.446533203125,0.0
2018-01-01,R_A5,1.0,8,STANDARD,305.988037109375,20,0,11,31,1707.6488037109375,305.988037109375,0.0
2018-01-01,R_A5,1.0,9,STANDARD,306.1695251464844,20,0,12,31,1709.5638427734375,306.1695251464844,0.0
2018-01-01,R_A5,1.0,10,STANDARD,305.4322814941406,21,0,12,31,1701.7845458984375,305.4322814941406,0.0
2018-01-01,R_A5,1.0,11,STANDARD,305.6291198730469,21,0,13,31,1703.735107421875,305.6291198730469,0.0
2018-01-01,R_A5,1.0,12,STANDARD,305.81396484375,21,0,14,31,1705.6856689453125,305.81396484375,0.0
2018-01-01,R_A5,1.0,13,STANDARD,305.9988098144531,21,0,15,31,1707.63623046875,305.9988098144531,0.0
2018-01-01,R_A5,1.0,14,STANDARD,306.3287048339844,21,0,16,31,1709.5867919921875,306.3287048339844,0.0
2018-01-01,R_A5,1.0,15,STANDARD,306.5135498046875,21,0,17,31,1711.537353515625,306.5135498046875,0.0
2018-01-01,R_A5,1.0,16,STANDARD,306.6856994628906,21,0,18,31,1713.35400390625,306.6856994628906,0.0
2018-01-01,R_A5,1.0,17,STANDARD,306.7843933105469,21,0,19,31,1714.3951416015625,306.7843933105469,0.0
2018-01-01,R_A5,1.0,18,STANDARD,306.75689697265625,21,0,27,31,1715.7628173828125,306.75689697265625,0.0
2018-01-01,R_A5,1.0,19,STANDARD,306.978271484375,21,0,28,31,1718.098388671875,306.978271484375,0.0
2018-01-01,R_A5,1.0,20,STANDARD,307.5054016113281,21,0,29,31,1720.43408203125,307.5054016113281,0.0
2018-01-01,R_A5,1.0,21,STANDARD,307.7267761230469,21,0,30,31,1722.7696533203125,307.7267761230469,0.0
2018-01-01,R_A5,1.0,22,STANDARD,307.9481506347656,21,0,31,31,1725.105224609375,307.9481506347656,0.0
2018-01-01,R_A6,1.0,1,STANDARD,305.11419677734375,42,0,1,17,1695.20263671875,305.11419677734375,0.0
2018-01-01,R_A6,1.0,2,STANDARD,305.2609558105469,42,0,2,17,1696.7510986328125,305.2609558105469,0.0
2018-01-01,R_A6,1.0,3,STANDARD,305.4076843261719,42,0,3,17,1698.299560546875,305.4076843261719,0.0
2018-01-01,R_A6,1.0,4,STANDARD,305.554443359375,42,0,4,17,1699.84814453125,305.554443359375,0.0
2018-01-01,R_A6,1.0,5,STANDARD,305.7012023925781,42,0,5,17,1701.3966064453125,305.7012023925781,0.0
2018-01-01,R_A6,1.0,6,STANDARD,305.54888916015625,42,0,6,17,1702.9451904296875,305.54888916015625,0.0
2018-01-01,R_A6,1.0,7,STANDARD,305.6956481933594,42,0,7,17,1704.49365234375,305.6956481933594,0.0
2018-01-01,R_A6,1.0,8,STANDARD,305.8424072265625,42,0,8,17,1706.042236328125,305.8424072265625,0.0
2018-01-01,R_A6,1.0,9,STANDARD,306.2882080078125,42,0,9,17,1707.5906982421875,306.2882080078125,0.0
2018-01-01,R_A6,1.0,10,STANDARD,306.1291809082031,42,0,10,17,1709.1392822265625,306.1291809082031,0.0
2018-01-01,R_A6,1.0,11,STANDARD,306.3109130859375,42,0,11,17,1711.055419921875,306.3109130859375,0.0
2018-01-01,R_A6,1.0,12,STANDARD,306.52734375,42,0,12,17,1713.3392333984375,306.52734375,0.0
2018-01-01,R_A6,1.0,13,STANDARD,306.7557678222656,42,0,13,17,1715.623046875,306.7557678222656,0.0
2018-01-01,R_A6,1.0,14,STANDARD,306.9721984863281,42,0,14,17,1717.9068603515625,306.9721984863281,0.0
2018-01-01,R_A6,1.0,15,STANDARD,307.18865966796875,42,0,15,17,1720.190673828125,307.18865966796875,0.0
2018-01-01,R_A6,1.0,16,STANDARD,307.55010986328125,42,0,16,17,1722.474365234375,307.55010986328125,0.0
2018-01-01,R_A6,1.0,17,STANDARD,307.7665710449219,42,0,17,17,1724.7581787109375,307.7665710449219,0.0
2018-01-01,R_A6,1.0,18,STANDARD,307.921630859375,42,0,18,17,1726.394287109375,307.921630859375,0.0
2018-01-01,R_A6,1.0,19,STANDARD,307.8930969238281,42,0,27,17,1727.7508544921875,307.8930969238281,0.0
2018-01-01,R_A6,1.0,20,STANDARD,308.3623352050781,42,0,28,17,1729.4755859375,308.3623352050781,0.0
2018-01-01,R_A6,1.0,21,STANDARD,308.52581787109375,42,0,29,17,1731.2001953125,308.52581787109375,0.0
2018-01-01,R_A6,1.0,22,STANDARD,308.68927001953125,42,0,30,17,1732.9249267578125,308.68927001953125,0.0
2018-01-01,R_A6,1.0,23,STANDARD,308.5469665527344,42,0,31,17,1734.649658203125,308.5469665527344,0.0
2018-03-01,R_A2,0.11640874296426773,1,STANDARD,299.5517272949219,30,0,1,22,1641.094970703125,299.5517272949219,0.0
2018-03-01,R_A2,0.05914418026804924,2,STANDARD,299.6720275878906,30,0,2,22,1642.8890380859375,299.6720275878906,0.0
2018-03-01,R_A2,0.1264834851026535,3,STANDARD,299.7923889160156,30,0,3,22,1644.68310546875,299.7923889160156,0.0
2018-03-01,R_A2,0.1085524782538414,4,STANDARD,299.9127197265625,30,0,4,22,1646.4771728515625,299.9127197265625,0.0
2018-03-01,R_A2,0.11085738986730576,5,STANDARD,300.0329895019531,30,0,5,22,1648.2713623046875,300.0329895019531,0.0
2018-03-01,R_A2,0.3155028820037842,6,STANDARD,300.1720886230469,30,0,6,22,1650.0654296875,300.1720886230469,0.0
2018-03-01,R_A2,0.8966397643089294,7,STANDARD,300.2938232421875,30,0,7,22,1651.859619140625,300.2938232421875,0.0
2018-03-01,R_A2,0.8729175925254822,8,STANDARD,300.41595458984375,30,0,8,22,1653.6536865234375,300.41595458984375,0.0
2018-03-01,R_A2,0.9158449172973633,9,STANDARD,300.6054382324219,30,0,9,22,1655.44775390625,300.6054382324219,0.0
2018-03-01,R_A2,0.9034585952758789,10,STANDARD,300.8480529785156,30,0,10,22,1657.2418212890625,300.8480529785156,0.0
2018-03-01,R_A2,0.07598487287759781,11,STANDARD,300.926513671875,30,0,11,22,1659.1368408203125,300.926513671875,0.0
2018-03-01,R_A2,0.08026246726512909,12,STANDARD,301.05609130859375,30,0,12,22,1661.132568359375,301.05609130859375,0.0
2018-03-01,R_A2,0.4549400210380554,13,STANDARD,301.2723693847656,30,0,13,22,1663.12841796875,301.2723693847656,0.0
2018-03-01,R_A2,0.5153236389160156,14,STANDARD,301.4573059082031,30,0,14,22,1665.1241455078125,301.4573059082031,0.0
2018-03-01,R_A2,0.7126598358154297,15,STANDARD,301.590576171875,30,0,15,22,1667.1199951171875,301.590576171875,0.0
2018-03-01,R_A2,0.9808007478713989,16,STANDARD,301.7206726074219,30,0,16,22,1669.11572265625,301.7206726074219,0.0
2018-03-01,R_A2,0.9451611042022705,17,STANDARD,301.8535461425781,30,0,17,22,1671.111572265625,301.8535461425781,0.0
2018-03-01,R_A2,0.9814809560775757,18,STANDARD,301.9792785644531,30,0,18,22,1672.9881591796875,301.9792785644531,0.0
2018-03-01,R_A2,0.9939960241317749,19,STANDARD,301.9951477050781,29,0,18,22,1674.229736328125,301.9951477050781,0.0
2018-03-01,R_A2,1.0,20,STANDARD,302.8656005859375,29,0,27,22,1676.1676025390625,302.8656005859375,-2.0557617830263553e-09
2018-03-01,R_A2,1.0,21,STANDARD,303.1987609863281,29,0,28,22,1677.9368896484375,303.1987609863281,-1.1467676258597329e-15
2018-03-01,R_A2,1.0,22,STANDARD,303.0262451171875,29,0,29,22,1679.7061767578125,303.0262451171875,-2.061524880653514e-15
2018-03-01,R_A2,1.0,23,STANDARD,302.7456970214844,29,0,30,22,1681.4754638671875,302.7456970214844,-1.0456206733788775e-10
2018-03-01,R_A2,1.0,24,STANDARD,303.2001037597656,29,0,31,22,1683.2447509765625,303.2001037597656,-4.0223098564890283e-16
2018-04-28,R_A5,1.0,1,STANDARD,262.5272521972656,20,0,1,31,1685.026611328125,262.5272521972656,-1.0342552865638785e-15
2018-04-28,R_A5,1.0,2,STANDARD,262.7429504394531,20,0,2,31,1687.3070068359375,262.7429504394531,-1.1003614435367483e-15
2018-04-28,R_A5,1.0,3,STANDARD,262.95867919921875,20,0,3,31,1689.5875244140625,262.95867919921875,-9.782045753452197e-16
2018-04-28,R_A5,1.0,4,STANDARD,263.1744079589844,20,0,4,31,1691.8680419921875,263.1744079589844,-1.0478959051464618e-15
2018-04-28,R_A5,1.0,5,STANDARD,263.39013671875,20,0,5,31,1694.1485595703125,263.39013671875,-1.0641522673492847e-15
2018-04-28,R_A5,1.0,6,STANDARD,263.60589599609375,20,0,6,31,1696.4290771484375,263.60589599609375,-8.059441730763823e-16
2018-04-28,R_A5,1.0,7,STANDARD,264.1390380859375,20,0,7,31,1698.70947265625,264.1390380859375,-3.6491510797629224e-16
2018-04-28,R_A5,1.0,8,STANDARD,264.5627136230469,20,0,11,31,1707.6488037109375,264.5627136230469,-2.098828042244004e-14
2018-04-28,R_A5,1.0,9,STANDARD,264.74542236328125,20,0,12,31,1709.5638427734375,264.74542236328125,-1.9131663823155655e-14
2018-04-28,R_A5,1.0,10,STANDARD,263.7678527832031,21,0,12,31,1701.7845458984375,263.7678527832031,-1.5050382272917273e-13
2018-04-28,R_A5,1.0,11,STANDARD,263.9643249511719,21,0,13,31,1703.735107421875,263.9643249511719,-3.7761335264186943e-14
2018-04-28,R_A5,1.0,12,STANDARD,264.1487731933594,21,0,14,31,1705.6856689453125,264.1487731933594,-5.823936981546457e-14
2018-04-28,R_A5,1.0,13,STANDARD,264.3330383300781,21,0,15,31,1707.63623046875,264.3330383300781,-2.4503994008038578e-14
2018-04-28,R_A5,1.0,14,STANDARD,264.6598815917969,21,0,16,31,1709.5867919921875,264.6598815917969,-2.871396967852463e-14
2018-04-28,R_A5,1.0,15,STANDARD,264.83154296875,21,0,17,31,1711.537353515625,264.83154296875,-2.5991959845821262e-15
2018-04-28,R_A5,1.0,16,STANDARD,264.98779296875,21,0,18,31,1713.35400390625,264.98779296875,-2.6023621937389628e-15
2018-04-28,R_A5,1.0,17,STANDARD,265.0791931152344,21,0,19,31,1714.3951416015625,265.0791931152344,0.0
2018-04-28,R_A5,1.0,18,STANDARD,265.0470886230469,21,0,27,31,1715.7628173828125,265.0470886230469,-1.211345477050707e-13
2018-04-28,R_A5,1.0,19,STANDARD,265.26605224609375,21,0,28,31,1718.098388671875,265.26605224609375,-9.145459454844296e-14
2018-04-28,R_A5,1.0,20,STANDARD,284.48516845703125,21,0,29,31,1720.43408203125,284.48516845703125,7.453745502348073e-21
2018-04-28,R_A5,1.0,21,STANDARD,300.3957214355469,21,0,30,31,1722.7696533203125,300.3957214355469,7.110352457039194e-22
2018-04-28,R_A5,1.0,22,STANDARD,305.1515197753906,21,0,31,31,1725.105224609375,305.1515197753906,-1.167917026768612e-22
2018-07-03,R_A3,0.6487716436386108,1,STANDARD,288.98834228515625,41,0,1,28,1609.243408203125,288.98834228515625,0.0
2018-07-03,R_A3,0.11838853359222412,2,STANDARD,289.117919921875,41,0,2,28,1611.3077392578125,289.117919921875,0.0
2018-07-03,R_A3,0.17581956088542938,3,STANDARD,289.25579833984375,41,0,3,28,1613.3720703125,289.25579833984375,0.0
2018-07-03,R_A3,0.18954743444919586,4,STANDARD,289.39349365234375,41,0,4,28,1615.4365234375,289.39349365234375,0.0
2018-07-03,R_A3,0.6488282680511475,5,STANDARD,289.53143310546875,41,0,5,28,1617.5008544921875,289.53143310546875,0.0
2018-07-03,R_A3,0.2594832479953766,6,STANDARD,289.66973876953125,41,0,6,28,1619.565185546875,289.66973876953125,0.0
2018-07-03,R_A3,0.23060789704322815,7,STANDARD,289.0126953125,41,0,6,29,1609.3663330078125,289.0126953125,0.0
2018-07-03,R_A3,0.197508305311203,8,STANDARD,289.1494445800781,41,0,7,29,1611.4163818359375,289.1494445800781,0.0
2018-07-03,R_A3,0.24348968267440796,9,STANDARD,289.286376953125,41,0,8,29,1613.46630859375,289.286376953125,0.0
2018-07-03,R_A3,0.7978096008300781,10,STANDARD,289.46429443359375,41,0,9,29,1615.516357421875,289.46429443359375,0.0
2018-07-03,R_A3,0.7982192039489746,11,STANDARD,289.135009765625,41,0,10,29,1617.5662841796875,289.135009765625,0.0
2018-07-03,R_A3,0.048946406692266464,12,STANDARD,287.2225646972656,41,0,11,29,1619.750732421875,287.2225646972656,0.0
2018-07-03,R_A3,0.054104454815387726,13,STANDARD,287.3775329589844,41,0,12,29,1622.0697021484375,287.3775329589844,0.0
2018-07-03,R_A3,0.3701264262199402,14,STANDARD,287.533203125,41,0,13,29,1624.388671875,287.533203125,0.0
2018-07-03,R_A3,0.386043906211853,15,STANDARD,288.08892822265625,41,0,14,29,1626.707763671875,288.08892822265625,0.0
2018-07-03,R_A3,0.5033563375473022,16,STANDARD,288.5375061035156,41,0,15,29,1629.026611328125,288.5375061035156,0.0
2018-07-03,R_A3,0.814723789691925,17,STANDARD,288.6765441894531,41,0,16,29,1630.9468994140625,288.6765441894531,0.0
2018-07-03,R_A3,1.0,18,STANDARD,290.12164306640625,41,0,27,29,1633.5262451171875,290.12164306640625,1.1439334722529448e-12
2018-07-03,R_A3,0.05044453963637352,19,STANDARD,287.7142028808594,41,0,28,29,1637.1630859375,287.7142028808594,0.0
2018-07-03,R_A3,0.08590710163116455,20,STANDARD,287.957275390625,41,0,29,29,1640.8001708984375,287.957275390625,0.0
2018-07-03,R_A3,0.689975380897522,21,STANDARD,288.2055969238281,41,0,30,29,1644.4371337890625,288.2055969238281,0.0
2018-07-03,R_A3,0.09470538794994354,22,STANDARD,288.4326171875,41,0,31,29,1648.0740966796875,288.4326171875,0.0
2018-09-12,R_A4,0.04998098313808441,1,STANDARD,279.51617431640625,52,0,1,30,1631.1873779296875,279.51617431640625,0.0
2018-09-12,R_A4,0.06249057129025459,2,STANDARD,279.38702392578125,52,0,1,31,1627.4293212890625,279.38702392578125,0.0
2018-09-12,R_A4,0.06664345413446426,3,STANDARD,279.5243835449219,52,0,2,31,1629.4896240234375,279.5243835449219,0.0
2018-09-12,R_A4,0.05395657941699028,4,STANDARD,279.6617126464844,52,0,3,31,1631.5498046875,279.6617126464844,0.0
2018-09-12,R_A4,0.05762188881635666,5,STANDARD,279.7991027832031,52,0,4,31,1633.610107421875,279.7991027832031,0.0
2018-09-12,R_A4,0.05660764500498772,6,STANDARD,279.83282470703125,52,0,4,32,1632.3968505859375,279.83282470703125,0.0
2018-09-12,R_A4,0.05984964594244957,7,STANDARD,279.8751525878906,51,0,4,32,1635.880615234375,279.8751525878906,0.0
2018-09-12,R_A4,0.06085784360766411,8,STANDARD,280.08966064453125,51,0,4,33,1637.321044921875,280.08966064453125,0.0
2018-09-12,R_A4,0.05888144299387932,9,STANDARD,279.9664001464844,51,0,3,33,1635.474609375,279.9664001464844,0.0
2018-09-12,R_A4,0.06420121341943741,10,STANDARD,280.2367248535156,50,0,4,33,1642.1485595703125,280.2367248535156,0.0
2018-09-12,R_A4,0.06132614612579346,11,STANDARD,280.33160400390625,50,0,4,34,1641.132080078125,280.33160400390625,0.0
2018-09-12,R_A4,0.1013021171092987,12,STANDARD,280.20343017578125,50,0,3,34,1639.20703125,280.20343017578125,0.0
2018-09-12,R_A4,0.09815864264965057,13,STANDARD,280.457275390625,50,0,3,35,1640.9061279296875,280.457275390625,0.0
2018-09-12,R_A4,0.20089469850063324,14,STANDARD,280.33331298828125,50,0,2,35,1639.0426025390625,280.33331298828125,0.0
2018-09-12,R_A4,0.23863418400287628,15,STANDARD,280.4186706542969,49,0,2,35,1641.93212890625,280.4186706542969,0.0
2018-09-12,R_A4,0.05500368773937225,16,STANDARD,284.30645751953125,49,0,30,36,1642.357421875,284.30645751953125,0.0
2018-09-12,R_A4,0.102033331990242,17,STANDARD,284.3428649902344,48,0,30,36,1639.6068115234375,284.3428649902344,0.0
2018-09-12,R_A4,0.19092503190040588,18,STANDARD,284.5715026855469,48,0,30,37,1646.7513427734375,284.5715026855469,0.0
2018-09-12,R_A4,0.33887824416160583,19,STANDARD,284.8725280761719,48,0,30,38,1653.461669921875,284.8725280761719,0.0
2018-09-12,R_A4,0.19403699040412903,20,STANDARD,285.3347473144531,47,0,30,38,1657.8184814453125,285.3347473144531,0.0
2018-11-07,R_A6,1.0,1,STANDARD,278.9649353027344,42,0,1,17,1695.20263671875,278.9649353027344,-2.258270834905546e-16
2018-11-07,R_A6,1.0,2,STANDARD,279.1103210449219,42,0,2,17,1696.7510986328125,279.1103210449219,-1.3763463506225748e-16
2018-11-07,R_A6,1.0,3,STANDARD,279.2532958984375,42,0,3,17,1698.299560546875,279.2532958984375,-1.0320923085237259e-16
2018-11-07,R_A6,1.0,4,STANDARD,279.393310546875,42,0,4,17,1699.84814453125,279.393310546875,-8.837505682032432e-17
2018-11-07,R_A6,1.0,5,STANDARD,279.5315246582031,42,0,5,17,1701.3966064453125,279.5315246582031,-1.0458154334093276e-16
2018-11-07,R_A6,1.0,6,STANDARD,279.3726806640625,42,0,6,17,1702.9451904296875,279.3726806640625,-6.015665684366194e-15
2018-11-07,R_A6,1.0,7,STANDARD,279.5169982910156,42,0,7,17,1704.49365234375,279.5169982910156,-1.1367645479174859e-14
2018-11-07,R_A6,1.0,8,STANDARD,279.662353515625,42,0,8,17,1706.042236328125,279.662353515625,-7.778659308474087e-15
2018-11-07,R_A6,1.0,9,STANDARD,280.1049499511719,42,0,9,17,1707.5906982421875,280.1049499511719,-7.441411022942419e-16
2018-11-07,R_A6,1.0,10,STANDARD,279.9378356933594,42,0,10,17,1709.1392822265625,279.9378356933594,-8.654891175486137e-14
2018-11-07,R_A6,1.0,11,STANDARD,280.1250305175781,42,0,11,17,1711.055419921875,280.1250305175781,-6.050287224348971e-14
2018-11-07,R_A6,1.0,12,STANDARD,280.3414001464844,42,0,12,17,1713.3392333984375,280.3414001464844,-2.0542957932618774e-14
2018-11-07,R_A6,1.0,13,STANDARD,280.5700378417969,42,0,13,17,1715.623046875,280.5700378417969,-1.3084462043372e-15
2018-11-07,R_A6,1.0,14,STANDARD,280.7870178222656,42,0,14,17,1717.9068603515625,280.7870178222656,-9.140692522823738e-16
2018-11-07,R_A6,1.0,15,STANDARD,281.010986328125,42,0,15,17,1720.190673828125,281.010986328125,-6.229692804808108e-16
