WELL,DRAWDOWN,CONIPOS,PRESSURE,CONJPOS,DATE,DEPTH,CONKPOS,SGAS,CONBPRES,SWAT,WELLMODEL,CONIDX
R_A3,0,29,298.8211669921875,41,2018-01-01,1613.46630859375,8,0.0,298.8211669921875,0.19695129990577698,STANDARD,9
R_A3,0,29,298.95855712890625,41,2018-01-01,1615.516357421875,9,0.0,298.95855712890625,0.7978300452232361,STANDARD,10
R_A3,0,29,299.095947265625,41,2018-01-01,1617.5662841796875,10,0.0,299.095947265625,0.8037355542182922,STANDARD,11
R_A3,0,29,299.24237060546875,41,2018-01-01,1619.750732421875,11,0.0,299.24237060546875,0.0496298223733902,STANDARD,12
R_A3,0,29,299.3978271484375,41,2018-01-01,1622.0697021484375,12,0.0,299.3978271484375,0.053643446415662766,STANDARD,13
R_A3,0,29,299.5532531738281,41,2018-01-01,1624.388671875,13,0.0,299.5532531738281,0.37673479318618774,STANDARD,14
R_A3,0,29,299.8641662597656,41,2018-01-01,1629.026611328125,15,0.0,299.8641662597656,0.5016454458236694,STANDARD,15
R_A3,0,29,299.992919921875,41,2018-01-01,1630.9468994140625,16,0.0,299.992919921875,0.8152031302452087,STANDARD,16
R_A3,0,29,300.16583251953125,41,2018-01-01,1633.5262451171875,27,0.0,300.16583251953125,0.7525281310081482,STANDARD,17
R_A3,0,29,300.40966796875,41,2018-01-01,1637.1630859375,28,0.0,300.40966796875,0.04628218337893486,STANDARD,18
R_A3,0,29,300.6535339355469,41,2018-01-01,1640.8001708984375,29,0.0,300.6535339355469,0.05226979777216911,STANDARD,19
R_A3,0,29,300.89739990234375,41,2018-01-01,1644.4371337890625,30,0.0,300.89739990234375,0.8057911992073059,STANDARD,20
R_A3,0,29,301.14129638671875,41,2018-01-01,1648.0740966796875,31,0.0,301.14129638671875,0.13994601368904114,STANDARD,21
R_A4,0,30,300.009033203125,52,2018-01-01,1631.1873779296875,1,0.0,300.009033203125,0.05151934176683426,STANDARD,1
R_A4,0,31,299.7571105957031,52,2018-01-01,1627.4293212890625,1,0.0,299.7571105957031,0.04863721504807472,STANDARD,2
R_A4,0,31,299.89520263671875,52,2018-01-01,1629.4896240234375,2,0.0,299.89520263671875,0.0520753338932991,STANDARD,3
R_A4,0,31,300.0333251953125,52,2018-01-01,1631.5498046875,3,0.0,300.0333251953125,0.05323897302150726,STANDARD,4
R_A4,0,31,300.17144775390625,52,2018-01-01,1633.610107421875,4,0.0,300.17144775390625,0.0529385581612587,STANDARD,5
R_A4,0,32,300.0901184082031,52,2018-01-01,1632.3968505859375,4,0.0,300.0901184082031,0.056289657950401306,STANDARD,6
R_A4,0,32,300.3236999511719,51,2018-01-01,1635.880615234375,4,0.0,300.3236999511719,0.057290755212306976,STANDARD,7
R_A4,0,33,300.4202575683594,51,2018-01-01,1637.321044921875,4,0.0,300.4202575683594,0.05848418176174164,STANDARD,8
R_A4,0,33,300.29644775390625,51,2018-01-01,1635.474609375,3,0.0,300.29644775390625,0.056494034826755524,STANDARD,9
R_A4,0,33,300.74395751953125,50,2018-01-01,1642.1485595703125,4,0.0,300.74395751953125,0.06261570006608963,STANDARD,10
R_A4,0,34,300.67578125,50,2018-01-01,1641.132080078125,4,0.0,300.67578125,0.06255142390727997,STANDARD,11
R_A4,0,34,300.5467224121094,50,2018-01-01,1639.20703125,3,0.0,300.5467224121094,0.09832502156496048,STANDARD,12
R_A4,0,35,300.66064453125,50,2018-01-01,1640.9061279296875,3,0.0,300.66064453125,0.0954970121383667,STANDARD,13
R_A4,0,35,300.53570556640625,50,2018-01-01,1639.0426025390625,2,0.0,300.53570556640625,0.16065853834152222,STANDARD,14
R_A4,0,35,300.72943115234375,49,2018-01-01,1641.93212890625,2,0.0,300.72943115234375,0.2374390959739685,STANDARD,15
R_A4,0,36,300.7579650878906,49,2018-01-01,1642.357421875,30,0.0,300.7579650878906,0.24230048060417175,STANDARD,16
R_A4,0,36,300.5735168457031,48,2018-01-01,1639.6068115234375,30,0.0,300.5735168457031,0.19549621641635895,STANDARD,17
R_A4,0,37,301.0526123046875,48,2018-01-01,1646.7513427734375,30,0.0,301.0526123046875,0.2985859513282776,STANDARD,18
R_A4,0,38,301.5025939941406,48,2018-01-01,1653.461669921875,30,0.0,301.5025939941406,0.6481541991233826,STANDARD,19
R_A4,0,38,301.7947998046875,47,2018-01-01,1657.8184814453125,30,0.0,301.7947998046875,0.6481541991233826,STANDARD,20
R_A5,0,31,303.8440856933594,20,2018-01-01,1685.026611328125,1,0.0,303.8440856933594,1.0,STANDARD,1
R_A5,0,31,304.0601806640625,20,2018-01-01,1687.3070068359375,2,0.0,304.0601806640625,1.0,STANDARD,2
R_A5,0,31,304.27630615234375,20,2018-01-01,1689.5875244140625,3,0.0,304.27630615234375,1.0,STANDARD,3
R_A5,0,31,304.4924011230469,20,2018-01-01,1691.8680419921875,4,0.0,304.4924011230469,1.0,STANDARD,4
R_A5,0,31,304.7085266113281,20,2018-01-01,1694.1485595703125,5,0.0,304.7085266113281,1.0,STANDARD,5
R_A5,0,31,304.9246520996094,20,2018-01-01,1696.4290771484375,6,0.0,304.9246520996094,1.0,STANDARD,6
R_A5,0,31,305.446533203125,20,2018-01-01,1698.70947265625,7,0.0,305.446533203125,1.0,STANDARD,7
R_A5,0,31,305.988037109375,20,2018-01-01,1707.6488037109375,11,0.0,305.988037109375,1.0,STANDARD,8
R_A5,0,31,306.1695251464844,20,2018-01-01,1709.5638427734375,12,0.0,306.1695251464844,1.0,STANDARD,9
R_A5,0,31,305.4322814941406,21,2018-01-01,1701.7845458984375,12,0.0,305.4322814941406,1.0,STANDARD,10
R_A5,0,31,305.6291198730469,21,2018-01-01,1703.735107421875,13,0.0,305.6291198730469,1.0,STANDARD,11
R_A5,0,31,305.81396484375,21,2018-01-01,1705.6856689453125,14,0.0,305.81396484375,1.0,STANDARD,12
R_A5,0,31,305.9988098144531,21,2018-01-01,1707.63623046875,15,0.0,305.9988098144531,1.0,STANDARD,13
R_A5,0,31,306.3287048339844,21,2018-01-01,1709.5867919921875,16,0.0,306.3287048339844,1.0,STANDARD,14
R_A5,0,31,306.5135498046875,21,2018-01-01,1711.537353515625,17,0.0,306.5135498046875,1.0,STANDARD,15
R_A5,0,31,306.6856994628906,21,2018-01-01,1713.35400390625,18,0.0,306.6856994628906,1.0,STANDARD,16
R_A5,0,31,306.7843933105469,21,2018-01-01,1714.3951416015625,19,0.0,306.7843933105469,1.0,STANDARD,17
R_A5,0,31,306.75689697265625,21,2018-01-01,1715.7628173828125,27,0.0,306.75689697265625,1.0,STANDARD,18
R_A5,0,31,306.978271484375,21,2018-01-01,1718.098388671875,28,0.0,306.978271484375,1.0,STANDARD,19
R_A5,0,31,307.5054016113281,21,2018-01-01,1720.43408203125,29,0.0,307.5054016113281,1.0,STANDARD,20
R_A5,0,31,307.7267761230469,21,2018-01-01,1722.7696533203125,30,0.0,307.7267761230469,1.0,STANDARD,21
R_A5,0,31,307.9481506347656,21,2018-01-01,1725.105224609375,31,0.0,307.9481506347656,1.0,STANDARD,22
R_A6,0,17,305.11419677734375,42,2018-01-01,1695.20263671875,1,0.0,305.11419677734375,1.0,STANDARD,1
R_A6,0,17,305.2609558105469,42,2018-01-01,1696.7510986328125,2,0.0,305.2609558105469,1.0,STANDARD,2
R_A6,0,17,305.4076843261719,42,2018-01-01,1698.299560546875,3,0.0,305.4076843261719,1.0,STANDARD,3
R_A6,0,17,305.554443359375,42,2018-01-01,1699.84814453125,4,0.0,305.554443359375,1.0,STANDARD,4
R_A6,0,17,305.7012023925781,42,2018-01-01,1701.3966064453125,5,0.0,305.7012023925781,1.0,STANDARD,5
R_A6,0,17,305.84796142578125,42,2018-01-01,1702.9451904296875,6,0.0,305.84796142578125,1.0,STANDARD,6
R_A6,0,17,305.6956481933594,42,2018-01-01,1704.49365234375,7,0.0,305.6956481933594,1.0,STANDARD,7
R_A6,0,17,305.8424072265625,42,2018-01-01,1706.042236328125,8,0.0,305.8424072265625,1.0,STANDARD,8
R_A6,0,17,306.2882080078125,42,2018-01-01,1707.5906982421875,9,0.0,306.2882080078125,1.0,STANDARD,9
R_A6,0,17,306.1291809082031,42,2018-01-01,1709.1392822265625,10,0.0,306.1291809082031,1.0,STANDARD,10
R_A6,0,17,306.3109130859375,42,2018-01-01,1711.055419921875,11,0.0,306.3109130859375,1.0,STANDARD,11
R_A6,0,17,306.52734375,42,2018-01-01,1713.3392333984375,12,0.0,306.52734375,1.0,STANDARD,12
R_A6,0,17,306.7557678222656,42,2018-01-01,1715.623046875,13,0.0,306.7557678222656,1.0,STANDARD,13
R_A6,0,17,306.9721984863281,42,2018-01-01,1717.9068603515625,14,0.0,306.9721984863281,1.0,STANDARD,14
R_A6,0,17,307.18865966796875,42,2018-01-01,1720.190673828125,15,0.0,307.18865966796875,1.0,STANDARD,15
R_A6,0,17,307.55010986328125,42,2018-01-01,1722.474365234375,16,0.0,307.55010986328125,1.0,STANDARD,16
R_A6,0,17,307.7665710449219,42,2018-01-01,1724.7581787109375,17,0.0,307.7665710449219,1.0,STANDARD,17
R_A6,0,17,307.921630859375,42,2018-01-01,1726.394287109375,18,0.0,307.921630859375,1.0,STANDARD,18
R_A6,0,17,307.8930969238281,42,2018-01-01,1727.7508544921875,27,0.0,307.8930969238281,1.0,STANDARD,19
R_A6,0,17,308.3623352050781,42,2018-01-01,1729.4755859375,28,0.0,308.3623352050781,1.0,STANDARD,20
R_A6,0,17,308.52581787109375,42,2018-01-01,1731.2001953125,29,0.0,308.52581787109375,1.0,STANDARD,21
R_A6,0,17,308.68927001953125,42,2018-01-01,1732.9249267578125,30,0.0,308.68927001953125,1.0,STANDARD,22
R_A6,0,17,308.5469665527344,42,2018-01-01,1734.649658203125,31,0.0,308.5469665527344,1.0,STANDARD,23
R_A2,0,22,296.2132263183594,30,2018-03-01,1641.094970703125,1,0.0,296.2132263183594,0.055919889360666275,STANDARD,1
R_A2,0,22,296.3333740234375,30,2018-03-01,1642.8890380859375,2,0.0,296.3333740234375,0.05799361690878868,STANDARD,2
R_A2,0,22,296.45355224609375,30,2018-03-01,1644.68310546875,3,0.0,296.45355224609375,0.060700345784425735,STANDARD,3
R_A2,0,22,296.5738220214844,30,2018-03-01,1646.4771728515625,4,0.0,296.5738220214844,0.06786532700061798,STANDARD,4
R_A2,0,22,296.69415283203125,30,2018-03-01,1648.2713623046875,5,0.0,296.69415283203125,0.07157079130411148,STANDARD,5
R_A2,0,22,296.81463623046875,30,2018-03-01,1650.0654296875,6,0.0,296.81463623046875,0.1433447152376175,STANDARD,6
R_A2,0,22,296.9353942871094,30,2018-03-01,1651.859619140625,7,0.0,296.9353942871094,0.2598930895328522,STANDARD,7
R_A2,0,22,297.0827941894531,30,2018-03-01,1653.6536865234375,8,0.0,297.0827941894531,0.6485363245010376,STANDARD,8
R_A2,0,22,297.2170104980469,30,2018-03-01,1655.44775390625,9,0.0,297.2170104980469,0.6490097045898438,STANDARD,9
R_A2,0,22,298.68115234375,30,2018-03-01,1657.2418212890625,10,0.0,298.68115234375,0.9121717810630798,STANDARD,10
R_A2,0,22,299.9476013183594,30,2018-03-01,1659.1368408203125,11,0.0,299.9476013183594,0.078793466091156,STANDARD,11
R_A2,0,22,300.4649963378906,30,2018-03-01,1661.132568359375,12,0.0,300.4649963378906,0.08625375479459763,STANDARD,12
R_A2,0,22,300.55078125,30,2018-03-01,1663.12841796875,13,0.0,300.55078125,0.4577924609184265,STANDARD,13
R_A2,0,22,300.676513671875,30,2018-03-01,1665.1241455078125,14,0.0,300.676513671875,0.519895613193512,STANDARD,14
R_A2,0,22,300.808837890625,30,2018-03-01,1667.1199951171875,15,0.0,300.808837890625,0.6916051506996155,STANDARD,15
R_A2,0,22,300.9381103515625,30,2018-03-01,1669.11572265625,16,0.0,300.9381103515625,0.9726871252059937,STANDARD,16
R_A2,0,22,301.0709228515625,30,2018-03-01,1671.111572265625,17,0.0,301.0709228515625,0.9493895173072815,STANDARD,17
R_A2,0,22,301.19647216796875,30,2018-03-01,1672.9881591796875,18,0.0,301.19647216796875,0.9820533394813538,STANDARD,18
R_A2,0,22,300.8728942871094,29,2018-03-01,1674.229736328125,18,0.0,300.8728942871094,0.992169201374054,STANDARD,19
R_A2,0,22,301.03094482421875,29,2018-03-01,1676.1676025390625,27,0.0,301.03094482421875,0.4966210126876831,STANDARD,20
R_A2,0,22,301.2377624511719,29,2018-03-01,1677.9368896484375,28,0.0,301.2377624511719,0.9980743527412415,STANDARD,21
R_A2,0,22,301.63262939453125,29,2018-03-01,1679.7061767578125,29,-2.90683033199457e-10,301.63262939453125,1.0,STANDARD,22
R_A2,0,22,302.8592529296875,29,2018-03-01,1681.4754638671875,30,-3.074888163100836e-14,302.8592529296875,1.0,STANDARD,23
R_A2,0,22,303.4916076660156,29,2018-03-01,1683.2447509765625,31,-1.2696925411761844e-15,303.4916076660156,1.0,STANDARD,24
R_A5,0,31,279.91015625,20,2018-04-28,1685.026611328125,1,2.5551387850949167e-18,279.91015625,1.0,STANDARD,1
R_A5,0,31,280.12713623046875,20,2018-04-28,1687.3070068359375,2,7.5620438671036e-16,280.12713623046875,1.0,STANDARD,2
R_A5,0,31,280.34368896484375,20,2018-04-28,1689.5875244140625,3,1.0125023158080856e-15,280.34368896484375,1.0,STANDARD,3
R_A5,0,31,280.5600280761719,20,2018-04-28,1691.8680419921875,4,1.0630810883083632e-15,280.5600280761719,1.0,STANDARD,4
R_A5,0,31,280.7762145996094,20,2018-04-28,1694.1485595703125,5,1.0556422332073392e-15,280.7762145996094,1.0,STANDARD,5
R_A5,0,31,280.9922180175781,20,2018-04-28,1696.4290771484375,6,8.803203891693287e-16,280.9922180175781,1.0,STANDARD,6
R_A5,0,31,281.53564453125,20,2018-04-28,1698.70947265625,7,3.322348563355472e-16,281.53564453125,1.0,STANDARD,7
R_A5,0,31,283.77734375,20,2018-04-28,1707.6488037109375,11,-1.9980247924905603e-12,283.77734375,1.0,STANDARD,8
R_A5,0,31,283.958740234375,20,2018-04-28,1709.5638427734375,12,-1.3182739405301347e-12,283.958740234375,1.0,STANDARD,9
R_A5,0,31,282.5876770019531,21,2018-04-28,1701.7845458984375,12,-5.129395796998892e-10,282.5876770019531,1.0,STANDARD,10
R_A5,0,31,282.7847595214844,21,2018-04-28,1703.735107421875,13,-3.053312810918918e-11,282.7847595214844,1.0,STANDARD,11
R_A5,0,31,282.9698791503906,21,2018-04-28,1705.6856689453125,14,-4.92478141600472e-11,282.9698791503906,1.0,STANDARD,12
R_A5,0,31,283.3282165527344,21,2018-04-28,1707.63623046875,15,-3.8939455826447755e-11,283.3282165527344,1.0,STANDARD,13
R_A5,0,31,284.1478271484375,21,2018-04-28,1709.5867919921875,16,-6.17440265582303e-11,284.1478271484375,1.0,STANDARD,14
R_A5,0,31,284.3752136230469,21,2018-04-28,1711.537353515625,17,-7.254874652418142e-12,284.3752136230469,1.0,STANDARD,15
R_A5,0,31,284.59759521484375,21,2018-04-28,1713.35400390625,18,-1.1308475857119138e-11,284.59759521484375,1.0,STANDARD,16
R_A5,0,31,284.7189025878906,21,2018-04-28,1714.3951416015625,19,0.0,284.7189025878906,1.0,STANDARD,17
R_A5,0,31,284.70819091796875,21,2018-04-28,1715.7628173828125,27,-2.1648493761516896e-11,284.70819091796875,1.0,STANDARD,18
R_A5,0,31,284.9208068847656,21,2018-04-28,1718.098388671875,28,-2.7588840934011927e-11,284.9208068847656,1.0,STANDARD,19
R_A5,0,31,296.84893798828125,21,2018-04-28,1720.43408203125,29,-7.971402044396691e-19,296.84893798828125,1.0,STANDARD,20
R_A5,0,31,304.41259765625,21,2018-04-28,1722.7696533203125,30,-4.671085041677826e-20,304.41259765625,1.0,STANDARD,21
R_A5,0,31,307.0202941894531,21,2018-04-28,1725.105224609375,31,-1.0981408281977478e-21,307.0202941894531,1.0,STANDARD,22
R_A3,0,28,272.7536926269531,41,2018-07-03,1609.243408203125,1,0.0,272.7536926269531,0.30854538083076477,STANDARD,1
R_A3,0,28,272.89129638671875,41,2018-07-03,1611.3077392578125,2,0.0,272.89129638671875,0.20088006556034088,STANDARD,2
R_A3,0,28,273.02874755859375,41,2018-07-03,1613.3720703125,3,0.0,273.02874755859375,0.2016369253396988,STANDARD,3
R_A3,0,28,273.1621398925781,41,2018-07-03,1615.4365234375,4,0.0,273.1621398925781,0.37612682580947876,STANDARD,4
R_A3,0,28,273.4364318847656,41,2018-07-03,1617.5008544921875,5,0.0,273.4364318847656,0.8143652677536011,STANDARD,5
R_A3,0,28,273.434814453125,41,2018-07-03,1619.565185546875,6,0.0,273.434814453125,0.26736465096473694,STANDARD,6
R_A3,0,29,272.8125,41,2018-07-03,1609.3663330078125,6,0.0,272.8125,0.6498460173606873,STANDARD,7
R_A3,0,29,272.9449768066406,41,2018-07-03,1611.4163818359375,7,0.0,272.9449768066406,0.19579944014549255,STANDARD,8
R_A3,0,29,273.0813903808594,41,2018-07-03,1613.46630859375,8,0.0,273.0813903808594,0.20087458193302155,STANDARD,9
R_A3,0,29,273.3914794921875,41,2018-07-03,1615.516357421875,9,0.0,273.3914794921875,0.7964759469032288,STANDARD,10
R_A3,0,29,282.9106750488281,41,2018-07-03,1617.5662841796875,10,0.0,282.9106750488281,0.7937937378883362,STANDARD,11
R_A3,0,29,285.2776794433594,41,2018-07-03,1619.750732421875,11,0.0,285.2776794433594,0.04972057789564133,STANDARD,12
R_A3,0,29,285.4325866699219,41,2018-07-03,1622.0697021484375,12,0.0,285.4325866699219,0.05375009775161743,STANDARD,13
R_A3,0,29,285.5879821777344,41,2018-07-03,1624.388671875,13,0.0,285.5879821777344,0.3771817982196808,STANDARD,14
R_A3,0,29,286.5706481933594,41,2018-07-03,1629.026611328125,15,0.0,286.5706481933594,0.5017157196998596,STANDARD,15
R_A3,0,29,286.7127990722656,41,2018-07-03,1630.9468994140625,16,0.0,286.7127990722656,0.8144561052322388,STANDARD,16
R_A3,0,29,285.40802001953125,41,2018-07-03,1633.5262451171875,27,0.0,285.40802001953125,0.7476152777671814,STANDARD,17
R_A3,0,29,285.4498596191406,41,2018-07-03,1637.1630859375,28,0.0,285.4498596191406,0.04650856927037239,STANDARD,18
R_A3,0,29,285.69293212890625,41,2018-07-03,1640.8001708984375,29,0.0,285.69293212890625,0.05261682718992233,STANDARD,19
R_A3,0,29,294.77545166015625,41,2018-07-03,1644.4371337890625,30,0.0,294.77545166015625,0.8054336309432983,STANDARD,20
R_A3,0,29,286.0855407714844,41,2018-07-03,1648.0740966796875,31,0.0,286.0855407714844,0.14080601930618286,STANDARD,21
R_A4,0,30,278.8197326660156,52,2018-09-12,1631.1873779296875,1,0.0,278.8197326660156,0.051624007523059845,STANDARD,1
R_A4,0,31,278.59210205078125,52,2018-09-12,1627.4293212890625,1,0.0,278.59210205078125,0.04873796924948692,STANDARD,2
R_A4,0,31,278.7294921875,52,2018-09-12,1629.4896240234375,2,0.0,278.7294921875,0.052175890654325485,STANDARD,3
R_A4,0,31,278.8668518066406,52,2018-09-12,1631.5498046875,3,0.0,278.8668518066406,0.05334605649113655,STANDARD,4
R_A4,0,31,279.00421142578125,52,2018-09-12,1633.610107421875,4,0.0,279.00421142578125,0.053059402853250504,STANDARD,5
R_A4,0,32,278.95562744140625,52,2018-09-12,1632.3968505859375,4,0.0,278.95562744140625,0.05639425292611122,STANDARD,6
R_A4,0,32,279.1496276855469,51,2018-09-12,1635.880615234375,4,0.0,279.1496276855469,0.05740516260266304,STANDARD,7
R_A4,0,33,279.26519775390625,51,2018-09-12,1637.321044921875,4,0.0,279.26519775390625,0.05881166830658913,STANDARD,8
R_A4,0,33,279.1419982910156,51,2018-09-12,1635.474609375,3,0.0,279.1419982910156,0.05677655339241028,STANDARD,9
R_A4,0,33,279.5118408203125,50,2018-09-12,1642.1485595703125,4,0.0,279.5118408203125,0.06338652223348618,STANDARD,10
R_A4,0,34,279.4389343261719,50,2018-09-12,1641.132080078125,4,0.0,279.4389343261719,0.0630357638001442,STANDARD,11
R_A4,0,34,279.31072998046875,50,2018-09-12,1639.20703125,3,0.0,279.31072998046875,0.0984364002943039,STANDARD,12
R_A4,0,35,279.3849182128906,50,2018-09-12,1640.9061279296875,3,0.0,279.3849182128906,0.09558691084384918,STANDARD,13
R_A4,0,35,279.2610168457031,50,2018-09-12,1639.0426025390625,2,0.0,279.2610168457031,0.16081520915031433,STANDARD,14
R_A4,0,35,279.25115966796875,49,2018-09-12,1641.93212890625,2,0.0,279.25115966796875,0.23706312477588654,STANDARD,15
R_A4,0,36,277.6378479003906,49,2018-09-12,1642.357421875,30,0.0,277.6378479003906,0.23763351142406464,STANDARD,16
R_A4,0,36,277.1706237792969,48,2018-09-12,1639.6068115234375,30,0.0,277.1706237792969,0.20800085365772247,STANDARD,17
R_A4,0,37,277.9041442871094,48,2018-09-12,1646.7513427734375,30,0.0,277.9041442871094,0.2916495203971863,STANDARD,18
R_A4,0,38,278.596435546875,48,2018-09-12,1653.461669921875,30,0.0,278.596435546875,0.7020498514175415,STANDARD,19
R_A4,0,38,278.6958312988281,47,2018-09-12,1657.8184814453125,30,0.0,278.6958312988281,0.6577918529510498,STANDARD,20
R_A6,0,17,274.5293273925781,42,2018-11-07,1695.20263671875,1,-5.365117699337053e-15,274.5293273925781,1.0,STANDARD,1
R_A6,0,17,274.6753234863281,42,2018-11-07,1696.7510986328125,2,-6.670271698366512e-16,274.6753234863281,1.0,STANDARD,2
R_A6,0,17,274.81939697265625,42,2018-11-07,1698.299560546875,3,-1.2601779259587952e-15,274.81939697265625,1.0,STANDARD,3
R_A6,0,17,274.96099853515625,42,2018-11-07,1699.84814453125,4,-1.12054147410949e-15,274.96099853515625,1.0,STANDARD,4
R_A6,0,17,275.10089111328125,42,2018-11-07,1701.3966064453125,5,-1.464621927393711e-15,275.10089111328125,1.0,STANDARD,5
R_A6,0,17,275.24261474609375,42,2018-11-07,1702.9451904296875,6,-8.775819020047024e-14,275.24261474609375,1.0,STANDARD,6
R_A6,0,17,275.0955810546875,42,2018-11-07,1704.49365234375,7,-1.228712498500123e-13,275.0955810546875,1.0,STANDARD,7
R_A6,0,17,275.2425842285156,42,2018-11-07,1706.042236328125,8,-8.561680959464843e-14,275.2425842285156,1.0,STANDARD,8
R_A6,0,17,275.71783447265625,42,2018-11-07,1707.5906982421875,9,-5.330359278829999e-15,275.71783447265625,1.0,STANDARD,9
R_A6,0,17,275.6755065917969,42,2018-11-07,1709.1392822265625,10,0.0,275.6755065917969,1.0,STANDARD,10
R_A6,0,17,275.9505310058594,42,2018-11-07,1711.055419921875,11,-7.817628922685005e-14,275.9505310058594,1.0,STANDARD,11
R_A6,0,17,276.1725769042969,42,2018-11-07,1713.3392333984375,12,0.0,276.1725769042969,1.0,STANDARD,12
R_A6,0,17,276.47015380859375,42,2018-11-07,1715.623046875,13,-1.8554953394204566e-15,276.47015380859375,1.0,STANDARD,13
R_A6,0,17,276.68658447265625,42,2018-11-07,1717.9068603515625,14,-1.3532770112574099e-15,276.68658447265625,1.0,STANDARD,14
R_A6,0,17,276.90447998046875,42,2018-11-07,1720.190673828125,15,-8.289765870990028e-16,276.90447998046875,1.0,STANDARD,15
R_A6,0,17,277.270263671875,42,2018-11-07,1722.474365234375,16,-2.7481361933845135e-16,277.270263671875,1.0,STANDARD,16
R_A6,0,17,277.49102783203125,42,2018-11-07,1724.7581787109375,17,-5.186027511595826e-16,277.49102783203125,1.0,STANDARD,17
