DEPTH,PRESSURE,WELLMODEL,CONIPOS,SGAS,DRAWDOWN,CONIDX,CONBPRES,CONJPOS,DATE,SWAT,CONKPOS,WELL
1632.5777587890625,300.2341003417969,STANDARD,32,0.0,0,6,300.2341003417969,52,2018-01-01,0.054163187742233276,4,R_A4
1634.4571533203125,300.360107421875,STANDARD,32,0.0,0,7,300.360107421875,52,2018-01-01,0.23441153764724731,5,R_A4
1637.453125,300.56097412109375,STANDARD,32,0.0,0,8,300.56097412109375,51,2018-01-01,0.3186096251010895,5,R_A4
1635.621337890625,300.43817138671875,STANDARD,32,0.0,0,9,300.43817138671875,51,2018-01-01,0.05426475405693054,4,R_A4
1636.9605712890625,300.5279541015625,STANDARD,33,0.0,0,10,300.5279541015625,51,2018-01-01,0.05762322247028351,4,R_A4
1641.6099853515625,300.8397216796875,STANDARD,33,0.0,0,11,300.8397216796875,50,2018-01-01,0.06076982989907265,4,R_A4
1639.8134765625,300.71923828125,STANDARD,34,0.0,0,12,300.71923828125,50,2018-01-01,0.056622784584760666,4,R_A4
1638.6759033203125,300.6429748535156,STANDARD,35,0.0,0,13,300.6429748535156,50,2018-01-01,0.05601096898317337,4,R_A4
1636.89794921875,300.52374267578125,STANDARD,35,0.0,0,14,300.52374267578125,50,2018-01-01,0.08857772499322891,3,R_A4
1643.291748046875,300.9524841308594,STANDARD,35,0.0,0,15,300.9524841308594,49,2018-01-01,0.22575010359287262,3,R_A4
1641.5748291015625,300.83734130859375,STANDARD,36,0.0,0,16,300.83734130859375,49,2018-01-01,0.2903682589530945,29,R_A4
1643.3680419921875,300.9576110839844,STANDARD,36,0.0,0,17,300.9576110839844,48,2018-01-01,0.05303214490413666,29,R_A4
1647.6033935546875,301.2416076660156,STANDARD,37,0.0,0,18,301.2416076660156,48,2018-01-01,0.6481541991233826,29,R_A4
1651.84912109375,301.5263671875,STANDARD,38,0.0,0,19,301.5263671875,48,2018-01-01,0.29949477314949036,29,R_A4
1661.5626220703125,302.1778564453125,STANDARD,38,0.0,0,20,302.1778564453125,47,2018-01-01,0.859006404876709,29,R_A4
1685.643798828125,303.902587890625,STANDARD,31,0.0,0,1,303.902587890625,20,2018-01-01,1.0,1,R_A5
1687.857177734375,304.1123352050781,STANDARD,31,0.0,0,2,304.1123352050781,20,2018-01-01,1.0,2,R_A5
1690.070556640625,304.32208251953125,STANDARD,31,0.0,0,3,304.32208251953125,20,2018-01-01,1.0,3,R_A5
1692.2840576171875,304.5318298339844,STANDARD,31,0.0,0,4,304.5318298339844,20,2018-01-01,1.0,4,R_A5
1694.4974365234375,304.7415771484375,STANDARD,31,0.0,0,5,304.7415771484375,20,2018-01-01,1.0,5,R_A5
1696.7109375,304.95135498046875,STANDARD,31,0.0,0,6,304.95135498046875,20,2018-01-01,1.0,6,R_A5
1698.92431640625,305.4668884277344,STANDARD,31,0.0,0,7,305.4668884277344,20,2018-01-01,1.0,7,R_A5
1701.1376953125,305.6766662597656,STANDARD,31,0.0,0,8,305.6766662597656,20,2018-01-01,1.0,8,R_A5
1700.1806640625,305.2803039550781,STANDARD,31,0.0,0,9,305.2803039550781,21,2018-01-01,1.0,11,R_A5
1702.2060546875,305.47222900390625,STANDARD,31,0.0,0,10,305.47222900390625,21,2018-01-01,1.0,12,R_A5
1704.2314453125,305.6761474609375,STANDARD,31,0.0,0,11,305.6761474609375,21,2018-01-01,1.0,13,R_A5
1706.2568359375,305.86810302734375,STANDARD,31,0.0,0,12,305.86810302734375,21,2018-01-01,1.0,14,R_A5
1708.2823486328125,306.06005859375,STANDARD,31,0.0,0,13,306.06005859375,21,2018-01-01,1.0,15,R_A5
1710.3077392578125,306.3970031738281,STANDARD,31,0.0,0,14,306.3970031738281,21,2018-01-01,1.0,16,R_A5
1712.3331298828125,306.5889587402344,STANDARD,31,0.0,0,15,306.5889587402344,21,2018-01-01,1.0,17,R_A5
1713.801025390625,306.72808837890625,STANDARD,31,0.0,0,16,306.72808837890625,21,2018-01-01,1.0,18,R_A5
1714.3701171875,306.7820129394531,STANDARD,31,0.0,0,17,306.7820129394531,21,2018-01-01,1.0,19,R_A5
1715.622802734375,306.74365234375,STANDARD,31,0.0,0,18,306.74365234375,21,2018-01-01,1.0,26,R_A5
1717.8997802734375,306.9594421386719,STANDARD,31,0.0,0,19,306.9594421386719,21,2018-01-01,1.0,27,R_A5
1720.1768798828125,307.4810485839844,STANDARD,31,0.0,0,20,307.4810485839844,21,2018-01-01,1.0,28,R_A5
1722.453857421875,307.69683837890625,STANDARD,31,0.0,0,21,307.69683837890625,21,2018-01-01,1.0,29,R_A5
1724.73095703125,307.91265869140625,STANDARD,31,0.0,0,22,307.91265869140625,21,2018-01-01,1.0,30,R_A5
1694.074951171875,305.00732421875,STANDARD,17,0.0,0,1,305.00732421875,42,2018-01-01,1.0,1,R_A6
1695.603271484375,305.15216064453125,STANDARD,17,0.0,0,2,305.15216064453125,42,2018-01-01,1.0,2,R_A6
1697.1314697265625,305.2969970703125,STANDARD,17,0.0,0,3,305.2969970703125,42,2018-01-01,1.0,3,R_A6
1698.6597900390625,305.44183349609375,STANDARD,17,0.0,0,4,305.44183349609375,42,2018-01-01,1.0,4,R_A6
1700.18798828125,305.586669921875,STANDARD,17,0.0,0,5,305.586669921875,42,2018-01-01,1.0,5,R_A6
1701.71630859375,305.73150634765625,STANDARD,17,0.0,0,6,305.73150634765625,42,2018-01-01,1.0,6,R_A6
1703.24462890625,305.5772705078125,STANDARD,17,0.0,0,7,305.5772705078125,42,2018-01-01,1.0,7,R_A6
1704.77294921875,305.72210693359375,STANDARD,17,0.0,0,8,305.72210693359375,42,2018-01-01,1.0,8,R_A6
1706.3011474609375,306.1659851074219,STANDARD,17,0.0,0,9,306.1659851074219,42,2018-01-01,1.0,9,R_A6
1707.8294677734375,306.0050354003906,STANDARD,17,0.0,0,10,306.0050354003906,42,2018-01-01,1.0,10,R_A6
1709.7298583984375,306.1852722167969,STANDARD,17,0.0,0,11,306.1852722167969,42,2018-01-01,1.0,11,R_A6
1712.00244140625,306.400634765625,STANDARD,17,0.0,0,12,306.400634765625,42,2018-01-01,1.0,12,R_A6
1714.27490234375,306.62799072265625,STANDARD,17,0.0,0,13,306.62799072265625,42,2018-01-01,1.0,13,R_A6
1716.54736328125,306.8433532714844,STANDARD,17,0.0,0,14,306.8433532714844,42,2018-01-01,1.0,14,R_A6
1718.81982421875,307.0587463378906,STANDARD,17,0.0,0,15,307.0587463378906,42,2018-01-01,1.0,15,R_A6
1721.0924072265625,307.41912841796875,STANDARD,17,0.0,0,16,307.41912841796875,42,2018-01-01,1.0,16,R_A6
1723.3648681640625,307.6344909667969,STANDARD,17,0.0,0,17,307.6344909667969,42,2018-01-01,1.0,17,R_A6
1724.9130859375,307.78125,STANDARD,17,0.0,0,18,307.78125,42,2018-01-01,1.0,18,R_A6
1726.1756591796875,307.7438049316406,STANDARD,17,0.0,0,19,307.7438049316406,42,2018-01-01,1.0,26,R_A6
1727.87646484375,308.2107849121094,STANDARD,17,0.0,0,20,308.2107849121094,42,2018-01-01,1.0,27,R_A6
1729.577392578125,308.37200927734375,STANDARD,17,0.0,0,21,308.37200927734375,42,2018-01-01,1.0,28,R_A6
1731.2783203125,308.5332336425781,STANDARD,17,0.0,0,22,308.5332336425781,42,2018-01-01,1.0,29,R_A6
1732.979248046875,308.3886413574219,STANDARD,17,0.0,0,23,308.3886413574219,42,2018-01-01,1.0,30,R_A6
1640.3138427734375,298.0860595703125,STANDARD,22,0.0,0,1,298.0860595703125,30,2018-03-01,0.05282708257436752,1,R_A2
1642.0537109375,298.20269775390625,STANDARD,22,0.0,0,2,298.20269775390625,30,2018-03-01,0.05354022979736328,2,R_A2
1643.793701171875,298.3193054199219,STANDARD,22,0.0,0,3,298.3193054199219,30,2018-03-01,0.05784662067890167,3,R_A2
1645.53369140625,298.4359130859375,STANDARD,22,0.0,0,4,298.4359130859375,30,2018-03-01,0.06426798552274704,4,R_A2
1647.273681640625,298.552490234375,STANDARD,22,0.0,0,5,298.552490234375,30,2018-03-01,0.06435543298721313,5,R_A2
1649.0135498046875,298.63165283203125,STANDARD,22,0.0,0,6,298.63165283203125,30,2018-03-01,0.649407684803009,6,R_A2
1650.7535400390625,298.7816467285156,STANDARD,22,0.0,0,7,298.7816467285156,30,2018-03-01,0.869081974029541,7,R_A2
1652.493408203125,298.9128723144531,STANDARD,22,0.0,0,8,298.9128723144531,30,2018-03-01,0.8517246246337891,8,R_A2
1654.2333984375,299.4700012207031,STANDARD,22,0.0,0,9,299.4700012207031,30,2018-03-01,0.8709297776222229,9,R_A2
1655.973388671875,299.8862609863281,STANDARD,22,0.0,0,10,299.8862609863281,30,2018-03-01,0.705398440361023,10,R_A2
1657.8699951171875,299.9340515136719,STANDARD,22,0.0,0,11,299.9340515136719,30,2018-03-01,0.06712601333856583,11,R_A2
1659.9232177734375,300.0716857910156,STANDARD,22,0.0,0,12,300.0716857910156,30,2018-03-01,0.11042598634958267,12,R_A2
1661.9764404296875,300.2097473144531,STANDARD,22,0.0,0,13,300.2097473144531,30,2018-03-01,0.42244166135787964,13,R_A2
1664.02978515625,300.3483581542969,STANDARD,22,0.0,0,14,300.3483581542969,30,2018-03-01,0.4680469334125519,14,R_A2
1666.0830078125,300.4895324707031,STANDARD,22,0.0,0,15,300.4895324707031,30,2018-03-01,0.8947061896324158,15,R_A2
1668.1363525390625,300.6294250488281,STANDARD,22,0.0,0,16,300.6294250488281,30,2018-03-01,0.9096341133117676,16,R_A2
1670.1895751953125,300.7686767578125,STANDARD,22,0.0,0,17,300.7686767578125,30,2018-03-01,0.8615437746047974,17,R_A2
1673.9520263671875,300.9501037597656,STANDARD,22,0.0,0,18,300.9501037597656,29,2018-03-01,0.912558376789093,17,R_A2
1675.7161865234375,301.06854248046875,STANDARD,22,0.0,0,19,301.06854248046875,29,2018-03-01,0.9722997546195984,18,R_A2
1677.3134765625,301.78082275390625,STANDARD,22,0.0,0,20,301.78082275390625,29,2018-03-01,0.648310661315918,26,R_A2
1679.0792236328125,302.1607360839844,STANDARD,22,0.0,0,21,302.1607360839844,29,2018-03-01,0.841530442237854,27,R_A2
1680.844970703125,303.11444091796875,STANDARD,22,0.0,0,22,303.11444091796875,29,2018-03-01,0.864142656326294,28,R_A2
1682.6107177734375,303.7458190917969,STANDARD,22,-1.5681805355140244e-14,0,23,303.7458190917969,29,2018-03-01,1.0,29,R_A2
1684.37646484375,303.9764709472656,STANDARD,22,-4.2699296789322494e-14,0,24,303.9764709472656,29,2018-03-01,1.0,30,R_A2
1685.643798828125,283.5848083496094,STANDARD,31,-2.6964075416913147e-09,0,1,283.5848083496094,20,2018-04-28,0.9999999403953552,1,R_A5
1687.857177734375,283.79437255859375,STANDARD,31,-3.3151579259538266e-09,0,2,283.79437255859375,20,2018-04-28,0.9999999403953552,2,R_A5
1690.070556640625,284.00384521484375,STANDARD,31,-3.74890918308779e-09,0,3,284.00384521484375,20,2018-04-28,0.9999999403953552,3,R_A5
1692.2840576171875,284.2132263183594,STANDARD,31,-3.0339828427372595e-09,0,4,284.2132263183594,20,2018-04-28,0.9999999403953552,4,R_A5
1694.4974365234375,284.422607421875,STANDARD,31,-2.798915765822585e-09,0,5,284.422607421875,20,2018-04-28,0.9999999403953552,5,R_A5
1696.7109375,284.6319580078125,STANDARD,31,-2.533606657806331e-09,0,6,284.6319580078125,20,2018-04-28,0.9999999403953552,6,R_A5
1698.92431640625,285.1513366699219,STANDARD,31,-1.922980871760238e-11,0,7,285.1513366699219,20,2018-04-28,1.0,7,R_A5
1701.1376953125,285.36224365234375,STANDARD,31,-1.4002139725466378e-11,0,8,285.36224365234375,20,2018-04-28,1.0,8,R_A5
1700.1806640625,275.8725280761719,STANDARD,31,2.4354978103713343e-11,0,9,275.8725280761719,21,2018-04-28,1.0,11,R_A5
1702.2060546875,276.0651550292969,STANDARD,31,4.7137436315347614e-11,0,10,276.0651550292969,21,2018-04-28,1.0,12,R_A5
1704.2314453125,276.2784729003906,STANDARD,31,1.7128772358820932e-12,0,11,276.2784729003906,21,2018-04-28,1.0,13,R_A5
1706.2568359375,276.4813537597656,STANDARD,31,2.6484725870745685e-11,0,12,276.4813537597656,21,2018-04-28,1.0,14,R_A5
1708.2823486328125,276.6778564453125,STANDARD,31,2.1499758570686645e-11,0,13,276.6778564453125,21,2018-04-28,1.0,15,R_A5
1710.3077392578125,277.0409851074219,STANDARD,31,2.3482958199511073e-12,0,14,277.0409851074219,21,2018-04-28,1.0,16,R_A5
1712.3331298828125,277.2726135253906,STANDARD,31,3.008697240999836e-12,0,15,277.2726135253906,21,2018-04-28,1.0,17,R_A5
1713.801025390625,277.43377685546875,STANDARD,31,3.38376028585774e-12,0,16,277.43377685546875,21,2018-04-28,1.0,18,R_A5
1714.3701171875,277.4949035644531,STANDARD,31,0.0,0,17,277.4949035644531,21,2018-04-28,1.0,19,R_A5
1715.622802734375,282.2925109863281,STANDARD,31,-1.0217197747575124e-11,0,18,282.2925109863281,21,2018-04-28,1.0,26,R_A5
1717.8997802734375,282.6136779785156,STANDARD,31,-5.34477887295659e-12,0,19,282.6136779785156,21,2018-04-28,1.0,27,R_A5
1720.1768798828125,294.86846923828125,STANDARD,31,-1.3670689906572005e-19,0,20,294.86846923828125,21,2018-04-28,1.0,28,R_A5
1722.453857421875,303.6808166503906,STANDARD,31,-1.719373839769088e-22,0,21,303.6808166503906,21,2018-04-28,1.0,29,R_A5
1724.73095703125,306.7372131347656,STANDARD,31,-2.557231069362776e-24,0,22,306.7372131347656,21,2018-04-28,1.0,30,R_A5
1608.6822509765625,269.34478759765625,STANDARD,28,0.0,0,1,269.34478759765625,41,2018-07-03,0.6504944562911987,1,R_A3
1610.7083740234375,269.4778747558594,STANDARD,28,0.0,0,2,269.4778747558594,41,2018-07-03,0.11864647269248962,2,R_A3
1612.734619140625,269.6126403808594,STANDARD,28,0.0,0,3,269.6126403808594,41,2018-07-03,0.11875282973051071,3,R_A3
1604.1578369140625,269.04766845703125,STANDARD,29,0.0,0,4,269.04766845703125,41,2018-07-03,0.11928419768810272,3,R_A3
1606.2369384765625,269.18597412109375,STANDARD,29,0.0,0,5,269.18597412109375,41,2018-07-03,0.11561376601457596,4,R_A3
1608.31591796875,269.4298095703125,STANDARD,29,0.0,0,6,269.4298095703125,41,2018-07-03,0.8017428517341614,5,R_A3
1610.3948974609375,269.4888000488281,STANDARD,29,0.0,0,7,269.4888000488281,41,2018-07-03,0.6501268148422241,6,R_A3
1612.473876953125,269.6420593261719,STANDARD,29,0.0,0,8,269.6420593261719,41,2018-07-03,0.19306431710720062,7,R_A3
1614.552978515625,269.7805480957031,STANDARD,29,0.0,0,9,269.7805480957031,41,2018-07-03,0.22671939432621002,8,R_A3
1616.6319580078125,270.0368957519531,STANDARD,29,0.0,0,10,270.0368957519531,41,2018-07-03,0.7952342629432678,9,R_A3
1618.7109375,272.34136962890625,STANDARD,29,0.0,0,11,272.34136962890625,41,2018-07-03,0.7955747246742249,10,R_A3
1620.8857421875,294.4747009277344,STANDARD,29,0.0,0,12,294.4747009277344,41,2018-07-03,0.046073656529188156,11,R_A3
1623.15625,294.6267395019531,STANDARD,29,0.0,0,13,294.6267395019531,41,2018-07-03,0.05224188417196274,12,R_A3
1625.4267578125,294.779052734375,STANDARD,29,0.0,0,14,294.779052734375,41,2018-07-03,0.3635047376155853,13,R_A3
1629.9678955078125,295.0788269042969,STANDARD,29,0.0,0,15,295.0788269042969,41,2018-07-03,0.4903828799724579,15,R_A3
1631.9739990234375,295.2079772949219,STANDARD,29,0.0,0,16,295.2079772949219,41,2018-07-03,0.7965551614761353,16,R_A3
1634.6390380859375,284.2252197265625,STANDARD,29,0.0,0,17,284.2252197265625,41,2018-07-03,0.3588235676288605,26,R_A3
1638.2275390625,284.31573486328125,STANDARD,29,0.0,0,18,284.31573486328125,41,2018-07-03,0.045484233647584915,27,R_A3
1641.81591796875,284.5554504394531,STANDARD,29,0.0,0,19,284.5554504394531,41,2018-07-03,0.05033889412879944,28,R_A3
1645.404296875,284.83380126953125,STANDARD,29,0.0,0,20,284.83380126953125,41,2018-07-03,0.654014527797699,29,R_A3
1648.99267578125,285.09454345703125,STANDARD,29,0.0,0,21,285.09454345703125,41,2018-07-03,0.10156944394111633,30,R_A3
1631.7344970703125,278.9632263183594,STANDARD,30,0.0,0,1,278.9632263183594,52,2018-09-12,0.05119937285780907,1,R_A4
1627.1719970703125,278.6911315917969,STANDARD,31,0.0,0,2,278.6911315917969,52,2018-09-12,0.04814555123448372,1,R_A4
1629.2459716796875,278.8293762207031,STANDARD,31,0.0,0,3,278.8293762207031,52,2018-09-12,0.04862291365861893,2,R_A4
1631.31982421875,278.9676513671875,STANDARD,31,0.0,0,4,278.9676513671875,52,2018-09-12,0.051953136920928955,3,R_A4
1633.393798828125,279.1059265136719,STANDARD,31,0.0,0,5,279.1059265136719,52,2018-09-12,0.05394504964351654,4,R_A4
1632.5777587890625,279.0740661621094,STANDARD,32,0.0,0,6,279.0740661621094,52,2018-09-12,0.054378725588321686,4,R_A4
1634.4571533203125,279.19952392578125,STANDARD,32,0.0,0,7,279.19952392578125,52,2018-09-12,0.23554633557796478,5,R_A4
1637.453125,279.3711853027344,STANDARD,32,0.0,0,8,279.3711853027344,51,2018-09-12,0.3179958462715149,5,R_A4
1635.621337890625,279.2383728027344,STANDARD,32,0.0,0,9,279.2383728027344,51,2018-09-12,0.05445968732237816,4,R_A4
1636.9605712890625,279.3401794433594,STANDARD,33,0.0,0,10,279.3401794433594,51,2018-09-12,0.05776333063840866,4,R_A4
1641.6099853515625,279.6286926269531,STANDARD,33,0.0,0,11,279.6286926269531,50,2018-09-12,0.060929231345653534,4,R_A4
1639.8134765625,279.5071716308594,STANDARD,34,0.0,0,12,279.5071716308594,50,2018-09-12,0.05677279457449913,4,R_A4
1638.6759033203125,279.4018249511719,STANDARD,35,0.0,0,13,279.4018249511719,50,2018-09-12,0.05606936663389206,4,R_A4
1636.89794921875,279.28326416015625,STANDARD,35,0.0,0,14,279.28326416015625,50,2018-09-12,0.08870894461870193,3,R_A4
1643.291748046875,279.7192687988281,STANDARD,35,0.0,0,15,279.7192687988281,49,2018-09-12,0.22619867324829102,3,R_A4
1641.5748291015625,274.5350341796875,STANDARD,36,0.0,0,16,274.5350341796875,49,2018-09-12,0.24355801939964294,29,R_A4
1643.3680419921875,272.7322082519531,STANDARD,36,0.0,0,17,272.7322082519531,48,2018-09-12,0.07082759588956833,29,R_A4
1647.6033935546875,274.5484619140625,STANDARD,37,0.0,0,18,274.5484619140625,48,2018-09-12,0.6783075332641602,29,R_A4
1651.84912109375,276.0557556152344,STANDARD,38,0.0,0,19,276.0557556152344,48,2018-09-12,0.2675085961818695,29,R_A4
1661.5626220703125,277.2632141113281,STANDARD,38,0.0,0,20,277.2632141113281,47,2018-09-12,0.8579093813896179,29,R_A4
1694.074951171875,275.0089416503906,STANDARD,17,-5.808609344383486e-13,0,1,275.0089416503906,42,2018-11-07,1.0,1,R_A6
1695.603271484375,275.1519470214844,STANDARD,17,-3.7581016857496374e-13,0,2,275.1519470214844,42,2018-11-07,1.0,2,R_A6
1697.1314697265625,275.2929992675781,STANDARD,17,-2.6223681971575263e-13,0,3,275.2929992675781,42,2018-11-07,1.0,3,R_A6
1698.6597900390625,275.431396484375,STANDARD,17,-2.2186207948929337e-13,0,4,275.431396484375,42,2018-11-07,1.0,4,R_A6
1700.18798828125,275.5688171386719,STANDARD,17,-3.0655382746158644e-13,0,5,275.5688171386719,42,2018-11-07,1.0,5,R_A6
1701.71630859375,275.70867919921875,STANDARD,17,-1.410099554483013e-11,0,6,275.70867919921875,42,2018-11-07,1.0,6,R_A6
1703.24462890625,275.5570068359375,STANDARD,17,-2.4823424565889596e-11,0,7,275.5570068359375,42,2018-11-07,1.0,7,R_A6
1704.77294921875,275.7020568847656,STANDARD,17,-2.377559780997185e-11,0,8,275.7020568847656,42,2018-11-07,1.0,8,R_A6
1706.3011474609375,276.1793518066406,STANDARD,17,-9.14651492565921e-13,0,9,276.1793518066406,42,2018-11-07,1.0,9,R_A6
1707.8294677734375,276.1243591308594,STANDARD,17,-5.3901477031770284e-11,0,10,276.1243591308594,42,2018-11-07,1.0,10,R_A6
1709.7298583984375,280.6502685546875,STANDARD,17,5.5445728008862716e-09,0,11,280.6502685546875,42,2018-11-07,1.0000001192092896,11,R_A6
1712.00244140625,280.8441162109375,STANDARD,17,2.274556237802372e-11,0,12,280.8441162109375,42,2018-11-07,1.0,12,R_A6
1714.27490234375,281.1011962890625,STANDARD,17,2.707875312868424e-10,0,13,281.1011962890625,42,2018-11-07,1.0,13,R_A6
1716.54736328125,281.3164978027344,STANDARD,17,3.0338145884378775e-10,0,14,281.3164978027344,42,2018-11-07,1.0,14,R_A6
1718.81982421875,281.53228759765625,STANDARD,17,1.9842617826615339e-10,0,15,281.53228759765625,42,2018-11-07,1.0,15,R_A6
1721.0924072265625,281.8933410644531,STANDARD,17,6.899494170431453e-11,0,16,281.8933410644531,42,2018-11-07,1.0,16,R_A6
