PRESSURE,CONKPOS,WELL,DRAWDOWN,DATE,CONIDX,CONIPOS,SGAS,CONBPRES,DEPTH,SWAT,CONJPOS,WELLMODEL
287.0863037109375,27,R_A4,0,2018-09-12,20,38,0.0,287.0863037109375,1653.417236328125,0.7722028493881226,48,STANDARD
286.2187194824219,26,R_A4,0,2018-09-12,21,38,0.0,286.2187194824219,1647.802978515625,0.14428865909576416,48,STANDARD
286.91937255859375,26,R_A4,0,2018-09-12,22,38,0.0,286.91937255859375,1657.8267822265625,0.07899529486894608,47,STANDARD
275.3569030761719,1,R_A6,0,2018-11-07,1,17,-1.3494145410179303e-16,275.3569030761719,1696.5533447265625,1.0,42,STANDARD
275.5111083984375,2,R_A6,0,2018-11-07,2,17,-8.013246009658451e-17,275.5111083984375,1698.1297607421875,1.0,42,STANDARD
275.6675720214844,3,R_A6,0,2018-11-07,3,17,-7.310622253743659e-17,275.6675720214844,1699.7061767578125,1.0,42,STANDARD
275.8253479003906,4,R_A6,0,2018-11-07,4,17,-6.724728240638879e-17,275.8253479003906,1701.282470703125,1.0,42,STANDARD
275.9810791015625,5,R_A6,0,2018-11-07,5,17,-8.776232774465934e-17,275.9810791015625,1702.8590087890625,1.0,42,STANDARD
276.1327209472656,6,R_A6,0,2018-11-07,6,17,-2.2627272869992876e-16,276.1327209472656,1704.4354248046875,1.0,42,STANDARD
275.98358154296875,7,R_A6,0,2018-11-07,7,17,-6.950753212201736e-15,275.98358154296875,1706.0118408203125,1.0,42,STANDARD
276.4749450683594,8,R_A6,0,2018-11-07,8,17,-7.423832442308932e-16,276.4749450683594,1707.5882568359375,1.0,42,STANDARD
276.72283935546875,9,R_A6,0,2018-11-07,9,17,-2.6112572572949946e-16,276.72283935546875,1709.1646728515625,1.0,42,STANDARD
277.3981628417969,10,R_A6,0,2018-11-07,10,17,-2.4996826575871336e-14,277.3981628417969,1710.7410888671875,1.0,42,STANDARD
283.70587158203125,11,R_A6,0,2018-11-07,11,17,-6.274891314190113e-19,283.70587158203125,1712.673583984375,1.0,42,STANDARD
283.97039794921875,12,R_A6,0,2018-11-07,12,17,-4.612305845843749e-19,283.97039794921875,1714.9620361328125,1.0,42,STANDARD
284.2160339355469,13,R_A6,0,2018-11-07,13,17,-3.525842174488222e-20,284.2160339355469,1717.2506103515625,1.0,42,STANDARD
284.4327697753906,14,R_A6,0,2018-11-07,14,17,-2.3787481675606036e-20,284.4327697753906,1719.5390625,1.0,42,STANDARD
284.6497497558594,15,R_A6,0,2018-11-07,15,17,-1.4429018719122504e-20,284.6497497558594,1721.8275146484375,1.0,42,STANDARD
285.01171875,16,R_A6,0,2018-11-07,16,17,-4.298730819848074e-21,285.01171875,1724.115966796875,1.0,42,STANDARD
285.2284240722656,17,R_A6,0,2018-11-07,17,17,-7.330740352528457e-21,285.2284240722656,1726.404541015625,1.0,42,STANDARD
285.3965148925781,18,R_A6,0,2018-11-07,18,17,0.0,285.3965148925781,1728.181884765625,1.0,42,STANDARD
283.90533447265625,25,R_A6,0,2018-11-07,19,17,-3.5469965613477965e-22,283.90533447265625,1729.693115234375,1.0,42,STANDARD
284.3631896972656,26,R_A6,0,2018-11-07,20,17,-2.4069457699548e-24,284.3631896972656,1731.4495849609375,1.0,42,STANDARD
285.6518859863281,27,R_A6,0,2018-11-07,21,17,-2.7392759192149717e-28,285.6518859863281,1733.2060546875,1.0,42,STANDARD
285.9493408203125,28,R_A6,0,2018-11-07,22,17,-4.528603985989196e-29,285.9493408203125,1734.962646484375,1.0,42,STANDARD
284.594482421875,29,R_A6,0,2018-11-07,23,17,2.389500229364973e-23,284.594482421875,1736.7191162109375,1.0,42,STANDARD
