WELLMODEL,CONJPOS,CONKPOS,CONBPRES,DRAWDOWN,CONIDX,SGAS,DEPTH,WELL,CONIPOS,SWAT,DATE,PRESSURE
STANDARD,48,26,277.9720764160156,0,23,0.0,1644.8682861328125,R_A4,37,0.2870485782623291,2018-09-12,277.9720764160156
STANDARD,48,26,278.7953186035156,0,24,0.0,1650.609130859375,R_A4,38,0.26382726430892944,2018-09-12,278.7953186035156
STANDARD,47,26,278.9224548339844,0,25,0.0,1656.698486328125,R_A4,38,0.6656329035758972,2018-09-12,278.9224548339844
STANDARD,42,1,276.734375,0,1,-2.4414669504840836e-12,1694.07861328125,R_A6,17,1.0,2018-11-07,276.734375
STANDARD,42,2,276.8771667480469,0,2,-1.2318709420588991e-12,1695.613525390625,R_A6,17,1.0,2018-11-07,276.8771667480469
STANDARD,42,3,277.01605224609375,0,3,-9.513819853451677e-13,1697.1483154296875,R_A6,17,1.0,2018-11-07,277.01605224609375
STANDARD,42,4,277.1506652832031,0,4,-8.747923717876416e-13,1698.68310546875,R_A6,17,1.0,2018-11-07,277.1506652832031
STANDARD,42,5,277.2828063964844,0,5,-1.0239966426878189e-12,1700.218017578125,R_A6,17,1.0,2018-11-07,277.2828063964844
STANDARD,42,6,277.418701171875,0,6,-6.237609040393721e-11,1701.7529296875,R_A6,17,1.0,2018-11-07,277.418701171875
STANDARD,42,7,277.2648620605469,0,7,-1.0775590836287208e-10,1703.2877197265625,R_A6,17,1.0,2018-11-07,277.2648620605469
STANDARD,42,8,277.41015625,0,8,-9.892059393834529e-11,1704.822509765625,R_A6,17,1.0,2018-11-07,277.41015625
STANDARD,42,9,277.85565185546875,0,9,-4.454516183000079e-12,1706.357421875,R_A6,17,1.0,2018-11-07,277.85565185546875
STANDARD,42,10,278.00341796875,0,10,-8.408848270469171e-12,1707.8922119140625,R_A6,17,1.0,2018-11-07,278.00341796875
STANDARD,42,11,282.806640625,0,11,-5.696137450605931e-10,1709.794921875,R_A6,17,1.0,2018-11-07,282.806640625
STANDARD,42,12,283.02032470703125,0,12,-3.6716921170132366e-10,1712.0655517578125,R_A6,17,1.0,2018-11-07,283.02032470703125
STANDARD,42,13,283.2644958496094,0,13,-3.271884846389739e-11,1714.336181640625,R_A6,17,1.0,2018-11-07,283.2644958496094
STANDARD,42,14,283.4794921875,0,14,-2.7544012209945734e-11,1716.60693359375,R_A6,17,1.0,2018-11-07,283.4794921875
STANDARD,42,15,283.6947326660156,0,15,-2.0295272407100384e-11,1718.8775634765625,R_A6,17,1.0,2018-11-07,283.6947326660156
STANDARD,42,16,284.05560302734375,0,16,-6.126693770369673e-12,1721.148193359375,R_A6,17,1.0,2018-11-07,284.05560302734375
STANDARD,42,17,284.27117919921875,0,17,-1.9254008110092258e-11,1723.4188232421875,R_A6,17,1.0,2018-11-07,284.27117919921875
STANDARD,42,18,284.4222106933594,0,18,-1.68746735335068e-11,1725.014404296875,R_A6,17,1.0,2018-11-07,284.4222106933594
STANDARD,42,24,283.2613830566406,0,19,-9.117418191956217e-13,1726.3297119140625,R_A6,17,1.0,2018-11-07,283.2613830566406
STANDARD,42,25,283.7477111816406,0,20,-3.307279851458983e-13,1728.0399169921875,R_A6,17,1.0,2018-11-07,283.7477111816406
STANDARD,42,26,284.4200439453125,0,21,2.3210563911146074e-18,1729.75,R_A6,17,1.0,2018-11-07,284.4200439453125
STANDARD,42,27,284.8719177246094,0,22,-2.0837685171642902e-19,1731.460205078125,R_A6,17,1.0,2018-11-07,284.8719177246094
STANDARD,42,28,283.9458923339844,0,23,6.5552530944588505e-16,1733.17041015625,R_A6,17,1.0,2018-11-07,283.9458923339844
