CONKPOS,CONBPRES,CONIPOS,CONIDX,CONJPOS,DEPTH,WELL,DATE,SGAS,SWAT,PRESSURE,WELLMODEL,DRAWDOWN
11,299.3421630859375,29,12,41,1619.742431640625,R_A3,2018-01-01,0.0,0.04574529081583023,299.3421630859375,STANDARD,0
12,299.50262451171875,29,13,41,1622.13671875,R_A3,2018-01-01,0.0,0.053788188844919205,299.50262451171875,STANDARD,0
13,299.66314697265625,29,14,41,1624.531005859375,R_A3,2018-01-01,0.0,0.37087640166282654,299.66314697265625,STANDARD,0
14,299.8236389160156,29,15,41,1626.92529296875,R_A3,2018-01-01,0.0,0.35286232829093933,299.8236389160156,STANDARD,0
15,299.9789733886719,29,16,41,1629.2421875,R_A3,2018-01-01,0.0,0.6350873112678528,299.9789733886719,STANDARD,0
16,300.0897521972656,29,17,41,1630.894775390625,R_A3,2018-01-01,0.0,0.8011974692344666,300.0897521972656,STANDARD,0
29,300.2453918457031,29,18,41,1633.216064453125,R_A3,2018-01-01,0.0,0.30597540736198425,300.2453918457031,STANDARD,0
30,300.4852294921875,29,19,41,1636.7933349609375,R_A3,2018-01-01,0.0,0.04449240863323212,300.4852294921875,STANDARD,0
31,300.72509765625,29,20,41,1640.37060546875,R_A3,2018-01-01,0.0,0.05164214223623276,300.72509765625,STANDARD,0
32,300.9649658203125,29,21,41,1643.9478759765625,R_A3,2018-01-01,0.0,0.28678950667381287,300.9649658203125,STANDARD,0
33,301.2048645019531,29,22,41,1647.525146484375,R_A3,2018-01-01,0.0,0.09847208112478256,301.2048645019531,STANDARD,0
1,300.0853271484375,30,1,52,1630.8287353515625,R_A4,2018-01-01,0.0,0.04997168853878975,300.0853271484375,STANDARD,0
1,299.80096435546875,31,2,52,1626.587158203125,R_A4,2018-01-01,0.0,0.04829995706677437,299.80096435546875,STANDARD,0
2,299.9434509277344,31,3,52,1628.7125244140625,R_A4,2018-01-01,0.0,0.04870327562093735,299.9434509277344,STANDARD,0
3,300.0859680175781,31,4,52,1630.8380126953125,R_A4,2018-01-01,0.0,0.049707040190696716,300.0859680175781,STANDARD,0
4,300.22845458984375,31,5,52,1632.9635009765625,R_A4,2018-01-01,0.0,0.052963677793741226,300.22845458984375,STANDARD,0
4,300.118896484375,32,6,52,1631.3292236328125,R_A4,2018-01-01,0.0,0.05260356143116951,300.118896484375,STANDARD,0
4,300.39654541015625,32,7,51,1635.470458984375,R_A4,2018-01-01,0.0,0.057523734867572784,300.39654541015625,STANDARD,0
4,300.54998779296875,33,8,51,1637.75927734375,R_A4,2018-01-01,0.0,0.056617140769958496,300.54998779296875,STANDARD,0
3,300.4217834472656,33,9,51,1635.846923828125,R_A4,2018-01-01,0.0,0.05796797201037407,300.4217834472656,STANDARD,0
3,300.7171936035156,33,10,50,1640.2528076171875,R_A4,2018-01-01,0.0,0.06454519182443619,300.7171936035156,STANDARD,0
3,300.7023620605469,34,11,50,1640.031494140625,R_A4,2018-01-01,0.0,0.06067167595028877,300.7023620605469,STANDARD,0
3,300.7964782714844,35,12,50,1641.43505859375,R_A4,2018-01-01,0.0,0.061816293746232986,300.7964782714844,STANDARD,0
2,300.6669921875,35,13,50,1639.504150390625,R_A4,2018-01-01,0.0,0.2283949851989746,300.6669921875,STANDARD,0
32,300.6026916503906,35,14,49,1638.5452880859375,R_A4,2018-01-01,0.0,0.049138933420181274,300.6026916503906,STANDARD,0
32,300.8946838378906,36,15,49,1642.8997802734375,R_A4,2018-01-01,0.0,0.13994289934635162,300.8946838378906,STANDARD,0
32,300.8800964355469,36,16,48,1642.68212890625,R_A4,2018-01-01,0.0,0.18141134083271027,300.8800964355469,STANDARD,0
32,301.299560546875,37,17,48,1648.9371337890625,R_A4,2018-01-01,0.0,0.257949560880661,301.299560546875,STANDARD,0
31,300.9361267089844,37,18,48,1643.517578125,R_A4,2018-01-01,0.0,0.23659640550613403,300.9361267089844,STANDARD,0
31,301.42181396484375,38,19,48,1650.7603759765625,R_A4,2018-01-01,0.0,0.28877922892570496,301.42181396484375,STANDARD,0
31,301.9142761230469,38,20,47,1658.1026611328125,R_A4,2018-01-01,0.0,0.06869003176689148,301.9142761230469,STANDARD,0
1,304.21337890625,31,1,20,1685.6968994140625,R_A5,2018-01-01,0.0,1.0,304.21337890625,STANDARD,0
2,304.1119689941406,31,2,20,1687.853515625,R_A5,2018-01-01,0.0,1.0,304.1119689941406,STANDARD,0
3,304.31634521484375,31,3,20,1690.0101318359375,R_A5,2018-01-01,0.0,1.0,304.31634521484375,STANDARD,0
4,304.5207214355469,31,4,20,1692.166748046875,R_A5,2018-01-01,0.0,1.0,304.5207214355469,STANDARD,0
5,304.72509765625,31,5,20,1694.3233642578125,R_A5,2018-01-01,0.0,1.0,304.72509765625,STANDARD,0
6,304.9294738769531,31,6,20,1696.47998046875,R_A5,2018-01-01,0.0,1.0,304.9294738769531,STANDARD,0
7,305.43963623046875,31,7,20,1698.6365966796875,R_A5,2018-01-01,0.0,1.0,305.43963623046875,STANDARD,0
11,305.1930847167969,31,8,21,1699.260498046875,R_A5,2018-01-01,0.0,1.0,305.1930847167969,STANDARD,0
12,305.39080810546875,31,9,21,1701.3466796875,R_A5,2018-01-01,0.0,1.0,305.39080810546875,STANDARD,0
13,305.6004638671875,31,10,21,1703.432861328125,R_A5,2018-01-01,0.0,1.0,305.6004638671875,STANDARD,0
14,305.7981872558594,31,11,21,1705.51904296875,R_A5,2018-01-01,0.0,1.0,305.7981872558594,STANDARD,0
15,305.9958801269531,31,12,21,1707.6053466796875,R_A5,2018-01-01,0.0,1.0,305.9958801269531,STANDARD,0
16,306.338623046875,31,13,21,1709.6915283203125,R_A5,2018-01-01,0.0,1.0,306.338623046875,STANDARD,0
17,306.53485107421875,31,14,21,1711.76220703125,R_A5,2018-01-01,0.0,1.0,306.53485107421875,STANDARD,0
18,306.6901550292969,31,15,21,1713.40087890625,R_A5,2018-01-01,0.0,1.0,306.6901550292969,STANDARD,0
19,306.7642517089844,31,16,21,1714.1827392578125,R_A5,2018-01-01,0.0,1.0,306.7642517089844,STANDARD,0
29,306.7338562011719,31,17,21,1715.5196533203125,R_A5,2018-01-01,0.0,1.0,306.7338562011719,STANDARD,0
30,306.9549255371094,31,18,21,1717.85205078125,R_A5,2018-01-01,0.0,1.0,306.9549255371094,STANDARD,0
31,307.48175048828125,31,19,21,1720.1844482421875,R_A5,2018-01-01,0.0,1.0,307.48175048828125,STANDARD,0
32,307.70281982421875,31,20,21,1722.516845703125,R_A5,2018-01-01,0.0,1.0,307.70281982421875,STANDARD,0
33,307.92388916015625,31,21,21,1724.8492431640625,R_A5,2018-01-01,0.0,1.0,307.92388916015625,STANDARD,0
1,305.05767822265625,17,1,42,1694.6060791015625,R_A6,2018-01-01,0.0,1.0,305.05767822265625,STANDARD,0
2,305.2032775878906,17,2,42,1696.1424560546875,R_A6,2018-01-01,0.0,1.0,305.2032775878906,STANDARD,0
3,305.3488464355469,17,3,42,1697.6787109375,R_A6,2018-01-01,0.0,1.0,305.3488464355469,STANDARD,0
4,305.49444580078125,17,4,42,1699.2149658203125,R_A6,2018-01-01,0.0,1.0,305.49444580078125,STANDARD,0
5,305.6400451660156,17,5,42,1700.751220703125,R_A6,2018-01-01,0.0,1.0,305.6400451660156,STANDARD,0
6,305.78564453125,17,6,42,1702.28759765625,R_A6,2018-01-01,0.0,1.0,305.78564453125,STANDARD,0
7,305.6321716308594,17,7,42,1703.823974609375,R_A6,2018-01-01,0.0,1.0,305.6321716308594,STANDARD,0
8,305.77777099609375,17,8,42,1705.3602294921875,R_A6,2018-01-01,0.0,1.0,305.77777099609375,STANDARD,0
9,306.222412109375,17,9,42,1706.896484375,R_A6,2018-01-01,0.0,1.0,306.222412109375,STANDARD,0
10,306.3680114746094,17,10,42,1708.432861328125,R_A6,2018-01-01,0.0,1.0,306.3680114746094,STANDARD,0
11,306.245361328125,17,11,42,1710.36376953125,R_A6,2018-01-01,0.0,1.0,306.245361328125,STANDARD,0
12,306.4657287597656,17,12,42,1712.689208984375,R_A6,2018-01-01,0.0,1.0,306.4657287597656,STANDARD,0
13,306.6980895996094,17,13,42,1715.0146484375,R_A6,2018-01-01,0.0,1.0,306.6980895996094,STANDARD,0
14,306.9184875488281,17,14,42,1717.340087890625,R_A6,2018-01-01,0.0,1.0,306.9184875488281,STANDARD,0
15,307.1388854980469,17,15,42,1719.66552734375,R_A6,2018-01-01,0.0,1.0,307.1388854980469,STANDARD,0
16,307.5043029785156,17,16,42,1721.990966796875,R_A6,2018-01-01,0.0,1.0,307.5043029785156,STANDARD,0
17,307.7247009277344,17,17,42,1724.31640625,R_A6,2018-01-01,0.0,1.0,307.7247009277344,STANDARD,0
18,307.86077880859375,17,18,42,1725.75244140625,R_A6,2018-01-01,0.0,1.0,307.86077880859375,STANDARD,0
29,307.81060791015625,17,19,42,1726.880615234375,R_A6,2018-01-01,0.0,1.0,307.81060791015625,STANDARD,0
30,308.2784423828125,17,20,42,1728.59033203125,R_A6,2018-01-01,0.0,1.0,308.2784423828125,STANDARD,0
31,308.44049072265625,17,21,42,1730.300048828125,R_A6,2018-01-01,0.0,1.0,308.44049072265625,STANDARD,0
32,308.6025390625,17,22,42,1732.0096435546875,R_A6,2018-01-01,0.0,1.0,308.6025390625,STANDARD,0
33,308.45880126953125,17,23,42,1733.7193603515625,R_A6,2018-01-01,0.0,1.0,308.45880126953125,STANDARD,0
1,298.82574462890625,22,1,30,1639.4833984375,R_A2,2018-03-01,0.0,0.052971478551626205,298.82574462890625,STANDARD,0
2,298.94268798828125,22,2,30,1641.2281494140625,R_A2,2018-03-01,0.0,0.054927464574575424,298.94268798828125,STANDARD,0
3,299.05963134765625,22,3,30,1642.972900390625,R_A2,2018-03-01,0.0,0.05780700594186783,299.05963134765625,STANDARD,0
4,299.17657470703125,22,4,30,1644.7176513671875,R_A2,2018-03-01,0.0,0.06245622783899307,299.17657470703125,STANDARD,0
5,299.2934875488281,22,5,30,1646.46240234375,R_A2,2018-03-01,0.0,0.1579277366399765,299.2934875488281,STANDARD,0
6,299.400390625,22,6,30,1648.207275390625,R_A2,2018-03-01,0.0,0.31349340081214905,299.400390625,STANDARD,0
7,299.5271911621094,22,7,30,1649.9520263671875,R_A2,2018-03-01,0.0,0.8739513754844666,299.5271911621094,STANDARD,0
8,299.6506042480469,22,8,30,1651.69677734375,R_A2,2018-03-01,0.0,0.8348917961120605,299.6506042480469,STANDARD,0
9,299.8955383300781,22,9,30,1653.4415283203125,R_A2,2018-03-01,0.0,0.8847691416740417,299.8955383300781,STANDARD,0
10,300.0047302246094,22,10,30,1655.186279296875,R_A2,2018-03-01,0.0,0.1620597243309021,300.0047302246094,STANDARD,0
11,300.2065734863281,22,11,30,1657.0634765625,R_A2,2018-03-01,0.0,0.06859764456748962,300.2065734863281,STANDARD,0
12,300.3372497558594,22,12,30,1659.0732421875,R_A2,2018-03-01,0.0,0.06789398193359375,300.3372497558594,STANDARD,0
13,300.48602294921875,22,13,30,1661.0830078125,R_A2,2018-03-01,0.0,0.431233286857605,300.48602294921875,STANDARD,0
14,300.6221618652344,22,14,30,1663.0928955078125,R_A2,2018-03-01,0.0,0.4734993875026703,300.6221618652344,STANDARD,0
15,300.76092529296875,22,15,30,1665.1026611328125,R_A2,2018-03-01,0.0,0.8938063383102417,300.76092529296875,STANDARD,0
16,300.8967590332031,22,16,30,1667.1124267578125,R_A2,2018-03-01,0.0,0.915771484375,300.8967590332031,STANDARD,0
17,301.03253173828125,22,17,30,1669.1221923828125,R_A2,2018-03-01,0.0,0.8558606505393982,301.03253173828125,STANDARD,0
17,301.2419128417969,22,18,29,1671.202392578125,R_A2,2018-03-01,0.0,0.8964064121246338,301.2419128417969,STANDARD,0
18,301.3693542480469,22,19,29,1673.105224609375,R_A2,2018-03-01,0.0,0.9466089010238647,301.3693542480469,STANDARD,0
29,302.9635009765625,22,20,29,1674.906005859375,R_A2,2018-03-01,0.0,0.7318596839904785,302.9635009765625,STANDARD,0
30,303.1176452636719,22,21,29,1676.6845703125,R_A2,2018-03-01,-5.495249594485217e-16,1.0,303.1176452636719,STANDARD,0
31,303.2550964355469,22,22,29,1678.4632568359375,R_A2,2018-03-01,-3.0468545383323593e-16,1.0,303.2550964355469,STANDARD,0
32,303.3743896484375,22,23,29,1680.241943359375,R_A2,2018-03-01,-8.227105020530115e-16,1.0,303.3743896484375,STANDARD,0
33,303.83355712890625,22,24,29,1682.0206298828125,R_A2,2018-03-01,-5.882935621531445e-15,1.0,303.83355712890625,STANDARD,0
1,276.9010314941406,31,1,20,1685.6968994140625,R_A5,2018-04-28,-2.7342673523622044e-16,1.0,276.9010314941406,STANDARD,0
2,276.7995910644531,31,2,20,1687.853515625,R_A5,2018-04-28,-1.0133813242490988e-14,1.0,276.7995910644531,STANDARD,0
3,277.004150390625,31,3,20,1690.0101318359375,R_A5,2018-04-28,-8.754660137024611e-14,1.0,277.004150390625,STANDARD,0
4,277.2085266113281,31,4,20,1692.166748046875,R_A5,2018-04-28,-1.0335628159536744e-13,1.0,277.2085266113281,STANDARD,0
5,277.4128112792969,31,5,20,1694.3233642578125,R_A5,2018-04-28,-8.588363852556069e-14,1.0,277.4128112792969,STANDARD,0
6,277.6170349121094,31,6,20,1696.47998046875,R_A5,2018-04-28,-8.751922526539085e-14,1.0,277.6170349121094,STANDARD,0
7,278.1414489746094,31,7,20,1698.6365966796875,R_A5,2018-04-28,-5.925800676739314e-16,1.0,278.1414489746094,STANDARD,0
11,278.1008605957031,31,8,21,1699.260498046875,R_A5,2018-04-28,-5.060449281835133e-11,1.0,278.1008605957031,STANDARD,0
12,278.2984924316406,31,9,21,1701.3466796875,R_A5,2018-04-28,-4.8209856245984284e-11,1.0,278.2984924316406,STANDARD,0
13,278.50994873046875,31,10,21,1703.432861328125,R_A5,2018-04-28,-2.042862623855002e-12,1.0,278.50994873046875,STANDARD,0
14,278.71063232421875,31,11,21,1705.51904296875,R_A5,2018-04-28,-2.803672008097613e-12,1.0,278.71063232421875,STANDARD,0
15,278.91357421875,31,12,21,1707.6053466796875,R_A5,2018-04-28,-8.999493316362572e-13,1.0,278.91357421875,STANDARD,0
16,279.30621337890625,31,13,21,1709.6915283203125,R_A5,2018-04-28,2.3519882330798325e-13,1.0,279.30621337890625,STANDARD,0
17,279.5906066894531,31,14,21,1711.76220703125,R_A5,2018-04-28,-9.338011267012725e-12,1.0,279.5906066894531,STANDARD,0
18,279.8042297363281,31,15,21,1713.40087890625,R_A5,2018-04-28,-1.2639988881957276e-11,1.0,279.8042297363281,STANDARD,0
19,279.89996337890625,31,16,21,1714.1827392578125,R_A5,2018-04-28,0.0,1.0,279.89996337890625,STANDARD,0
29,280.88519287109375,31,17,21,1715.5196533203125,R_A5,2018-04-28,-1.3491475714388912e-09,1.0,280.88519287109375,STANDARD,0
30,281.0935363769531,31,18,21,1717.85205078125,R_A5,2018-04-28,-1.1545749911689995e-09,1.0,281.0935363769531,STANDARD,0
31,285.913330078125,31,19,21,1720.1844482421875,R_A5,2018-04-28,-2.545295890016546e-16,1.0,285.913330078125,STANDARD,0
32,298.5920104980469,31,20,21,1722.516845703125,R_A5,2018-04-28,-8.448282627676628e-18,1.0,298.5920104980469,STANDARD,0
33,305.1553039550781,31,21,21,1724.8492431640625,R_A5,2018-04-28,-2.0773560579594143e-19,1.0,305.1553039550781,STANDARD,0
1,280.79498291015625,28,1,41,1610.5220947265625,R_A3,2018-07-03,0.0,0.18500347435474396,280.79498291015625,STANDARD,0
2,280.9286804199219,28,2,41,1612.5255126953125,R_A3,2018-07-03,0.0,0.09419111907482147,280.9286804199219,STANDARD,0
3,281.0623474121094,28,3,41,1614.529052734375,R_A3,2018-07-03,0.0,0.11660712957382202,281.0623474121094,STANDARD,0
4,281.196044921875,28,4,41,1616.532470703125,R_A3,2018-07-03,0.0,0.13686341047286987,281.196044921875,STANDARD,0
5,281.3299255371094,28,5,41,1618.5360107421875,R_A3,2018-07-03,0.0,0.6495723724365234,281.3299255371094,STANDARD,0
5,280.6401062011719,29,6,41,1607.4073486328125,R_A3,2018-07-03,0.0,0.809836745262146,280.6401062011719,STANDARD,0
6,280.72930908203125,29,7,41,1609.4324951171875,R_A3,2018-07-03,0.0,0.2700306177139282,280.72930908203125,STANDARD,0
7,280.8646240234375,29,8,41,1611.45751953125,R_A3,2018-07-03,0.0,0.19554151594638824,280.8646240234375,STANDARD,0
8,280.9998474121094,29,9,41,1613.482666015625,R_A3,2018-07-03,0.0,0.1961178183555603,280.9998474121094,STANDARD,0
9,281.1325988769531,29,10,41,1615.5076904296875,R_A3,2018-07-03,0.0,0.6671735644340515,281.1325988769531,STANDARD,0
10,282.97821044921875,29,11,41,1617.53271484375,R_A3,2018-07-03,0.0,0.7945452928543091,282.97821044921875,STANDARD,0
11,284.8855285644531,29,12,41,1619.742431640625,R_A3,2018-07-03,0.0,0.04582462087273598,284.8855285644531,STANDARD,0
12,285.04547119140625,29,13,41,1622.13671875,R_A3,2018-07-03,0.0,0.0538848415017128,285.04547119140625,STANDARD,0
13,285.2060852050781,29,14,41,1624.531005859375,R_A3,2018-07-03,0.0,0.3713606894016266,285.2060852050781,STANDARD,0
14,285.67596435546875,29,15,41,1626.92529296875,R_A3,2018-07-03,0.0,0.3533356785774231,285.67596435546875,STANDARD,0
15,285.9285888671875,29,16,41,1629.2421875,R_A3,2018-07-03,0.0,0.6363665461540222,285.9285888671875,STANDARD,0
16,286.0336608886719,29,17,41,1630.894775390625,R_A3,2018-07-03,0.0,0.7909806370735168,286.0336608886719,STANDARD,0
29,285.42803955078125,29,18,41,1633.216064453125,R_A3,2018-07-03,0.0,0.30796003341674805,285.42803955078125,STANDARD,0
30,285.65350341796875,29,19,41,1636.7933349609375,R_A3,2018-07-03,0.0,0.04494865983724594,285.65350341796875,STANDARD,0
31,285.8924255371094,29,20,41,1640.37060546875,R_A3,2018-07-03,0.0,0.051773883402347565,285.8924255371094,STANDARD,0
32,286.1392517089844,29,21,41,1643.9478759765625,R_A3,2018-07-03,0.0,0.28624284267425537,286.1392517089844,STANDARD,0
33,286.35784912109375,29,22,41,1647.525146484375,R_A3,2018-07-03,0.0,0.09987914562225342,286.35784912109375,STANDARD,0
1,276.4856262207031,30,1,52,1630.8287353515625,R_A4,2018-09-12,0.0,0.050079572945833206,276.4856262207031,STANDARD,0
1,276.3809509277344,31,2,52,1626.587158203125,R_A4,2018-09-12,0.0,0.048403773456811905,276.3809509277344,STANDARD,0
2,276.5225830078125,31,3,52,1628.7125244140625,R_A4,2018-09-12,0.0,0.048815518617630005,276.5225830078125,STANDARD,0
3,276.6641845703125,31,4,52,1630.8380126953125,R_A4,2018-09-12,0.0,0.049825768917798996,276.6641845703125,STANDARD,0
4,276.8058166503906,31,5,52,1632.9635009765625,R_A4,2018-09-12,0.0,0.05307960510253906,276.8058166503906,STANDARD,0
4,276.8952331542969,32,6,52,1631.3292236328125,R_A4,2018-09-12,0.0,0.052720826119184494,276.8952331542969,STANDARD,0
4,276.9648132324219,32,7,51,1635.470458984375,R_A4,2018-09-12,0.0,0.05765048414468765,276.9648132324219,STANDARD,0
4,277.3314208984375,33,8,51,1637.75927734375,R_A4,2018-09-12,0.0,0.0567399300634861,277.3314208984375,STANDARD,0
3,277.20343017578125,33,9,51,1635.846923828125,R_A4,2018-09-12,0.0,0.058090467005968094,277.20343017578125,STANDARD,0
3,277.10211181640625,33,10,50,1640.2528076171875,R_A4,2018-09-12,0.0,0.06540915369987488,277.10211181640625,STANDARD,0
3,277.3618469238281,34,11,50,1640.031494140625,R_A4,2018-09-12,0.0,0.06087930500507355,277.3618469238281,STANDARD,0
3,277.89727783203125,35,12,50,1641.43505859375,R_A4,2018-09-12,0.0,0.06203967332839966,277.89727783203125,STANDARD,0
2,277.7685546875,35,13,50,1639.504150390625,R_A4,2018-09-12,0.0,0.22875654697418213,277.7685546875,STANDARD,0
32,279.1131896972656,35,14,49,1638.5452880859375,R_A4,2018-09-12,0.0,0.0498868003487587,279.1131896972656,STANDARD,0
32,279.49749755859375,36,15,49,1642.8997802734375,R_A4,2018-09-12,0.0,0.14002874493598938,279.49749755859375,STANDARD,0
32,279.3915710449219,36,16,48,1642.68212890625,R_A4,2018-09-12,0.0,0.18238303065299988,279.3915710449219,STANDARD,0
32,280.0184326171875,37,17,48,1648.9371337890625,R_A4,2018-09-12,0.0,0.24929693341255188,280.0184326171875,STANDARD,0
31,279.622314453125,37,18,48,1643.517578125,R_A4,2018-09-12,0.0,0.2373443990945816,279.622314453125,STANDARD,0
31,280.3102722167969,38,19,48,1650.7603759765625,R_A4,2018-09-12,0.0,0.2755207419395447,280.3102722167969,STANDARD,0
31,280.7037048339844,38,20,47,1658.1026611328125,R_A4,2018-09-12,0.0,0.07143104821443558,280.7037048339844,STANDARD,0
1,273.7543640136719,17,1,42,1694.6060791015625,R_A6,2018-11-07,-1.561978324460256e-11,1.0,273.7543640136719,STANDARD,0
2,273.9009094238281,17,2,42,1696.1424560546875,R_A6,2018-11-07,-3.781439571193257e-12,1.0,273.9009094238281,STANDARD,0
3,274.0469665527344,17,3,42,1697.6787109375,R_A6,2018-11-07,-2.6002069421215968e-12,1.0,274.0469665527344,STANDARD,0
4,274.1915283203125,17,4,42,1699.2149658203125,R_A6,2018-11-07,-1.59518242798945e-12,1.0,274.1915283203125,STANDARD,0
5,274.3341369628906,17,5,42,1700.751220703125,R_A6,2018-11-07,-1.5561078901132896e-12,1.0,274.3341369628906,STANDARD,0
6,274.476806640625,17,6,42,1702.28759765625,R_A6,2018-11-07,-6.493752063851943e-11,1.0,274.476806640625,STANDARD,0
7,274.3216552734375,17,7,42,1703.823974609375,R_A6,2018-11-07,-1.1537115707227485e-10,1.0,274.3216552734375,STANDARD,0
8,274.4674377441406,17,8,42,1705.3602294921875,R_A6,2018-11-07,-8.91193507879251e-11,1.0,274.4674377441406,STANDARD,0
9,274.9139709472656,17,9,42,1706.896484375,R_A6,2018-11-07,-4.428012210372367e-12,1.0,274.9139709472656,STANDARD,0
10,275.51116943359375,17,10,42,1708.432861328125,R_A6,2018-11-07,-2.711475141636832e-12,1.0,275.51116943359375,STANDARD,0
11,277.51922607421875,17,11,42,1710.36376953125,R_A6,2018-11-07,-1.9386837968315973e-10,1.0,277.51922607421875,STANDARD,0
12,277.72076416015625,17,12,42,1712.689208984375,R_A6,2018-11-07,-4.072407341904061e-11,1.0,277.72076416015625,STANDARD,0
13,278.00445556640625,17,13,42,1715.0146484375,R_A6,2018-11-07,-7.2531798275821124e-12,1.0,278.00445556640625,STANDARD,0
14,278.2247314453125,17,14,42,1717.340087890625,R_A6,2018-11-07,-1.8697803721989814e-12,1.0,278.2247314453125,STANDARD,0
15,278.4462890625,17,15,42,1719.66552734375,R_A6,2018-11-07,-1.243514189189221e-12,1.0,278.4462890625,STANDARD,0
16,278.8146667480469,17,16,42,1721.990966796875,R_A6,2018-11-07,-4.4900308514631004e-13,1.0,278.8146667480469,STANDARD,0
17,279.0404052734375,17,17,42,1724.31640625,R_A6,2018-11-07,-4.153900801887739e-13,1.0,279.0404052734375,STANDARD,0
