PRESSURE,CONJPOS,WELL,DEPTH,CONKPOS,SWAT,SGAS,CONIPOS,CONIDX,CONBPRES,WELLMODEL,DRAWDOWN,DATE
277.0028381347656,50,R_A4,1641.132080078125,4,0.1611737310886383,0.0,34,11,277.0028381347656,STANDARD,0,2018-09-12
276.8747253417969,50,R_A4,1639.20703125,3,0.2544249892234802,0.0,34,12,276.8747253417969,STANDARD,0,2018-09-12
277.1778259277344,50,R_A4,1640.9061279296875,3,0.16994385421276093,0.0,35,13,277.1778259277344,STANDARD,0,2018-09-12
277.05401611328125,50,R_A4,1639.0426025390625,2,0.23137149214744568,0.0,35,14,277.05401611328125,STANDARD,0,2018-09-12
277.00738525390625,49,R_A4,1641.93212890625,2,0.23854345083236694,0.0,35,15,277.00738525390625,STANDARD,0,2018-09-12
282.10260009765625,49,R_A4,1642.357421875,30,0.8377871513366699,0.0,36,16,282.10260009765625,STANDARD,0,2018-09-12
275.2207946777344,48,R_A4,1639.6068115234375,30,0.6561028361320496,0.0,36,17,275.2207946777344,STANDARD,0,2018-09-12
278.01641845703125,48,R_A4,1646.7513427734375,30,0.8316224813461304,0.0,37,18,278.01641845703125,STANDARD,0,2018-09-12
277.38372802734375,48,R_A4,1653.461669921875,30,0.7023430466651917,0.0,38,19,277.38372802734375,STANDARD,0,2018-09-12
278.3680114746094,47,R_A4,1657.8184814453125,30,0.8442189693450928,0.0,38,20,278.3680114746094,STANDARD,0,2018-09-12
274.134765625,42,R_A6,1695.20263671875,1,1.0,-5.752469681152839e-12,17,1,274.134765625,STANDARD,0,2018-11-07
273.98193359375,42,R_A6,1696.7510986328125,2,1.0,-1.4409625402611592e-11,17,2,273.98193359375,STANDARD,0,2018-11-07
274.4524841308594,42,R_A6,1698.299560546875,3,1.0,-2.2337879809763983e-11,17,3,274.4524841308594,STANDARD,0,2018-11-07
274.59033203125,42,R_A6,1699.84814453125,4,1.0,-1.810069563852601e-13,17,4,274.59033203125,STANDARD,0,2018-11-07
274.72564697265625,42,R_A6,1701.3966064453125,5,1.0,-1.9328482770471916e-13,17,5,274.72564697265625,STANDARD,0,2018-11-07
274.8647155761719,42,R_A6,1702.9451904296875,6,1.0,-7.61863228754267e-12,17,6,274.8647155761719,STANDARD,0,2018-11-07
274.7123718261719,42,R_A6,1704.49365234375,7,1.0,-1.174094935857406e-11,17,7,274.7123718261719,STANDARD,0,2018-11-07
274.8633728027344,42,R_A6,1706.042236328125,8,1.0,-2.323696573700018e-12,17,8,274.8633728027344,STANDARD,0,2018-11-07
275.3132019042969,42,R_A6,1707.5906982421875,9,1.0,-2.600190299618249e-13,17,9,275.3132019042969,STANDARD,0,2018-11-07
275.16009521484375,42,R_A6,1709.1392822265625,10,1.0,-1.3366621177957061e-11,17,10,275.16009521484375,STANDARD,0,2018-11-07
275.23858642578125,42,R_A6,1711.055419921875,11,1.0,-2.5905447492008404e-12,17,11,275.23858642578125,STANDARD,0,2018-11-07
275.4547119140625,42,R_A6,1713.3392333984375,12,1.0,-3.0656542842483203e-13,17,12,275.4547119140625,STANDARD,0,2018-11-07
275.6827392578125,42,R_A6,1715.623046875,13,1.0,-1.591094640209737e-14,17,13,275.6827392578125,STANDARD,0,2018-11-07
275.8985900878906,42,R_A6,1717.9068603515625,14,1.0,-1.100765986472357e-14,17,14,275.8985900878906,STANDARD,0,2018-11-07
276.1107482910156,42,R_A6,1720.190673828125,15,1.0,-5.964517599846243e-15,17,15,276.1107482910156,STANDARD,0,2018-11-07
276.45989990234375,42,R_A6,1722.474365234375,16,1.0,-1.5479879688536633e-15,17,16,276.45989990234375,STANDARD,0,2018-11-07
276.662353515625,42,R_A6,1724.7581787109375,17,1.0,-2.189024091522494e-15,17,17,276.662353515625,STANDARD,0,2018-11-07
