CONIPOS,DRAWDOWN,DATE,CONJPOS,CONBPRES,SGAS,CONKPOS,WELLMODEL,DEPTH,PRESSURE,WELL,CONIDX,SWAT
31,0,2018-01-01,20,306.3777160644531,0.0,14,STANDARD,1711.63427734375,306.3777160644531,R_A5,11,1.0
31,0,2018-01-01,20,306.5511474609375,0.0,15,STANDARD,1713.464111328125,306.5511474609375,R_A5,12,1.0
31,0,2018-01-01,21,306.3528747558594,0.0,15,STANDARD,1711.3720703125,306.3528747558594,R_A5,13,1.0
31,0,2018-01-01,21,306.66827392578125,0.0,16,STANDARD,1713.169921875,306.66827392578125,R_A5,14,1.0
31,0,2018-01-01,21,306.8386535644531,0.0,17,STANDARD,1714.9676513671875,306.8386535644531,R_A5,15,1.0
31,0,2018-01-01,21,306.9698791503906,0.0,18,STANDARD,1716.3521728515625,306.9698791503906,R_A5,16,1.0
31,0,2018-01-01,21,306.9736022949219,0.0,25,STANDARD,1718.04931640625,306.9736022949219,R_A5,17,1.0
31,0,2018-01-01,21,307.1755065917969,0.0,26,STANDARD,1720.1795654296875,307.1755065917969,R_A5,18,1.0
31,0,2018-01-01,21,307.6831970214844,0.0,27,STANDARD,1722.3096923828125,307.6831970214844,R_A5,19,1.0
31,0,2018-01-01,21,307.88507080078125,0.0,28,STANDARD,1724.43994140625,307.88507080078125,R_A5,20,1.0
31,0,2018-01-01,21,308.08697509765625,0.0,29,STANDARD,1726.570068359375,308.08697509765625,R_A5,21,1.0
17,0,2018-01-01,42,305.054443359375,0.0,1,STANDARD,1694.5721435546875,305.054443359375,R_A6,1,1.0
17,0,2018-01-01,42,305.199951171875,0.0,2,STANDARD,1696.107421875,305.199951171875,R_A6,2,1.0
17,0,2018-01-01,42,305.3454284667969,0.0,3,STANDARD,1697.642578125,305.3454284667969,R_A6,3,1.0
17,0,2018-01-01,42,305.4909362792969,0.0,4,STANDARD,1699.1778564453125,305.4909362792969,R_A6,4,1.0
17,0,2018-01-01,42,305.63641357421875,0.0,5,STANDARD,1700.713134765625,305.63641357421875,R_A6,5,1.0
17,0,2018-01-01,42,305.78192138671875,0.0,6,STANDARD,1702.2484130859375,305.78192138671875,R_A6,6,1.0
17,0,2018-01-01,42,305.62835693359375,0.0,7,STANDARD,1703.7835693359375,305.62835693359375,R_A6,7,1.0
17,0,2018-01-01,42,305.77386474609375,0.0,8,STANDARD,1705.31884765625,305.77386474609375,R_A6,8,1.0
17,0,2018-01-01,42,306.2184143066406,0.0,9,STANDARD,1706.8541259765625,306.2184143066406,R_A6,9,1.0
17,0,2018-01-01,42,306.05810546875,0.0,10,STANDARD,1708.389404296875,306.05810546875,R_A6,10,1.0
17,0,2018-01-01,42,306.2398681640625,0.0,11,STANDARD,1710.305908203125,306.2398681640625,R_A6,11,1.0
17,0,2018-01-01,42,306.4576416015625,0.0,12,STANDARD,1712.603759765625,306.4576416015625,R_A6,12,1.0
17,0,2018-01-01,42,306.6873779296875,0.0,13,STANDARD,1714.9014892578125,306.6873779296875,R_A6,13,1.0
17,0,2018-01-01,42,306.9051513671875,0.0,14,STANDARD,1717.1993408203125,306.9051513671875,R_A6,14,1.0
17,0,2018-01-01,42,307.1229248046875,0.0,15,STANDARD,1719.4971923828125,307.1229248046875,R_A6,15,1.0
17,0,2018-01-01,42,307.4857177734375,0.0,16,STANDARD,1721.7950439453125,307.4857177734375,R_A6,16,1.0
17,0,2018-01-01,42,307.7034912109375,0.0,17,STANDARD,1724.0928955078125,307.7034912109375,R_A6,17,1.0
17,0,2018-01-01,42,307.84661865234375,0.0,18,STANDARD,1725.602783203125,307.84661865234375,R_A6,18,1.0
17,0,2018-01-01,42,307.8047790527344,0.0,25,STANDARD,1726.819091796875,307.8047790527344,R_A6,19,1.0
17,0,2018-01-01,42,308.272705078125,0.0,26,STANDARD,1728.529541015625,308.272705078125,R_A6,20,1.0
17,0,2018-01-01,42,308.434814453125,0.0,27,STANDARD,1730.2401123046875,308.434814453125,R_A6,21,1.0
17,0,2018-01-01,42,308.596923828125,0.0,28,STANDARD,1731.9505615234375,308.596923828125,R_A6,22,1.0
17,0,2018-01-01,42,308.4532775878906,0.0,29,STANDARD,1733.6610107421875,308.4532775878906,R_A6,23,1.0
22,0,2018-03-01,30,299.07196044921875,0.0,1,STANDARD,1639.6009521484375,299.07196044921875,R_A2,1,0.056501224637031555
22,0,2018-03-01,30,299.1929016113281,0.0,2,STANDARD,1641.405517578125,299.1929016113281,R_A2,2,0.05950235202908516
22,0,2018-03-01,30,299.3138427734375,0.0,3,STANDARD,1643.2099609375,299.3138427734375,R_A2,3,0.0620962455868721
22,0,2018-03-01,30,299.4347839355469,0.0,4,STANDARD,1645.014404296875,299.4347839355469,R_A2,4,0.06775577366352081
22,0,2018-03-01,30,299.5557556152344,0.0,5,STANDARD,1646.81884765625,299.5557556152344,R_A2,5,0.07209672778844833
22,0,2018-03-01,30,299.6799011230469,0.0,6,STANDARD,1648.6234130859375,299.6799011230469,R_A2,6,0.32268452644348145
22,0,2018-03-01,30,299.8077697753906,0.0,7,STANDARD,1650.4278564453125,299.8077697753906,R_A2,7,0.8946130871772766
22,0,2018-03-01,30,299.9366149902344,0.0,8,STANDARD,1652.2322998046875,299.9366149902344,R_A2,8,0.8891456723213196
22,0,2018-03-01,30,300.1671142578125,0.0,9,STANDARD,1654.036865234375,300.1671142578125,R_A2,9,0.9288489818572998
22,0,2018-03-01,30,300.53558349609375,0.0,10,STANDARD,1655.84130859375,300.53558349609375,R_A2,10,0.9407793879508972
22,0,2018-03-01,30,300.9127502441406,0.0,11,STANDARD,1657.7391357421875,300.9127502441406,R_A2,11,0.08098869770765305
22,0,2018-03-01,30,301.04412841796875,0.0,12,STANDARD,1659.73046875,301.04412841796875,R_A2,12,0.08604375272989273
22,0,2018-03-01,30,301.1877136230469,0.0,13,STANDARD,1661.7216796875,301.1877136230469,R_A2,13,0.4359112083911896
22,0,2018-03-01,30,301.3232727050781,0.0,14,STANDARD,1663.712890625,301.3232727050781,R_A2,14,0.526682436466217
22,0,2018-03-01,30,301.4594421386719,0.0,15,STANDARD,1665.7042236328125,301.4594421386719,R_A2,15,0.6998460292816162
22,0,2018-03-01,30,301.5931396484375,0.0,16,STANDARD,1667.6954345703125,301.5931396484375,R_A2,16,0.9716236591339111
22,0,2018-03-01,30,301.7269287109375,0.0,17,STANDARD,1669.6866455078125,301.7269287109375,R_A2,17,0.9478258490562439
22,0,2018-03-01,30,301.855224609375,0.0,18,STANDARD,1671.5975341796875,301.855224609375,R_A2,18,0.9734319448471069
22,0,2018-03-01,29,301.8880615234375,0.0,18,STANDARD,1672.92724609375,301.8880615234375,R_A2,19,0.9858068227767944
22,0,2018-03-01,29,302.8079833984375,8.956983782058489e-15,25,STANDARD,1674.7952880859375,302.8079833984375,R_A2,20,1.0
22,0,2018-03-01,29,303.2576599121094,7.761518749753449e-15,26,STANDARD,1676.5849609375,303.2576599121094,R_A2,21,1.0
22,0,2018-03-01,29,303.3522033691406,1.1839777769306892e-10,27,STANDARD,1678.37451171875,303.3522033691406,R_A2,22,1.0
22,0,2018-03-01,29,303.61505126953125,3.5442712675338994e-13,28,STANDARD,1680.1641845703125,303.61505126953125,R_A2,23,1.0
22,0,2018-03-01,29,303.81622314453125,6.314817917706106e-13,29,STANDARD,1681.953857421875,303.81622314453125,R_A2,24,1.0
31,0,2018-04-28,20,255.64341735839844,8.482418103272355e-22,1,STANDARD,1683.890380859375,255.64341735839844,R_A5,1,1.0
31,0,2018-04-28,20,255.85585021972656,9.163775821120234e-22,2,STANDARD,1686.13671875,255.85585021972656,R_A5,2,1.0
31,0,2018-04-28,20,256.06829833984375,5.271106469556342e-22,3,STANDARD,1688.3829345703125,256.06829833984375,R_A5,3,1.0
31,0,2018-04-28,20,256.2807312011719,7.233817140424207e-22,4,STANDARD,1690.6292724609375,256.2807312011719,R_A5,4,1.0
31,0,2018-04-28,20,256.4931945800781,8.206359700478245e-22,5,STANDARD,1692.87548828125,256.4931945800781,R_A5,5,1.0
31,0,2018-04-28,20,256.70562744140625,7.051290125520935e-22,6,STANDARD,1695.121826171875,256.70562744140625,R_A5,6,1.0
31,0,2018-04-28,20,257.2262878417969,2.826826847519999e-25,7,STANDARD,1697.3681640625,257.2262878417969,R_A5,7,1.0
31,0,2018-04-28,20,258.5742492675781,9.975847156481777e-17,11,STANDARD,1706.14501953125,258.5742492675781,R_A5,8,1.0
31,0,2018-04-28,20,258.763916015625,8.243552282783425e-17,12,STANDARD,1707.974853515625,258.763916015625,R_A5,9,1.0
31,0,2018-04-28,20,259.0154113769531,2.4237684417510825e-18,13,STANDARD,1709.8045654296875,259.0154113769531,R_A5,10,1.0
31,0,2018-04-28,20,259.19268798828125,7.018450480861353e-18,14,STANDARD,1711.63427734375,259.19268798828125,R_A5,11,1.0
31,0,2018-04-28,20,259.3731384277344,1.4618583053866428e-18,15,STANDARD,1713.464111328125,259.3731384277344,R_A5,12,1.0
31,0,2018-04-28,21,258.7662658691406,-7.54301474254794e-15,15,STANDARD,1711.3720703125,258.7662658691406,R_A5,13,1.0
31,0,2018-04-28,21,259.08575439453125,-8.889338036824866e-15,16,STANDARD,1713.169921875,259.08575439453125,R_A5,14,1.0
31,0,2018-04-28,21,259.2604675292969,-2.6042188899593442e-15,17,STANDARD,1714.9676513671875,259.2604675292969,R_A5,15,1.0
31,0,2018-04-28,21,259.3937072753906,-1.473493263439308e-14,18,STANDARD,1716.3521728515625,259.3937072753906,R_A5,16,1.0
31,0,2018-04-28,21,270.0564880371094,-7.470163132820493e-14,25,STANDARD,1718.04931640625,270.0564880371094,R_A5,17,1.0
31,0,2018-04-28,21,270.2901611328125,-6.586734196262212e-14,26,STANDARD,1720.1795654296875,270.2901611328125,R_A5,18,1.0
31,0,2018-04-28,21,270.8009033203125,-2.780530322589632e-14,27,STANDARD,1722.3096923828125,270.8009033203125,R_A5,19,1.0
31,0,2018-04-28,21,282.9629821777344,-3.867436425082225e-19,28,STANDARD,1724.43994140625,282.9629821777344,R_A5,20,1.0
31,0,2018-04-28,21,297.9979248046875,-1.3352357121869859e-21,29,STANDARD,1726.570068359375,297.9979248046875,R_A5,21,1.0
28,0,2018-07-03,41,294.99530029296875,0.0,1,STANDARD,1610.18505859375,294.99530029296875,R_A3,1,0.6485511660575867
28,0,2018-07-03,41,295.16009521484375,0.0,2,STANDARD,1612.1429443359375,295.16009521484375,R_A3,2,0.3051248788833618
28,0,2018-07-03,41,295.2930603027344,0.0,3,STANDARD,1614.100830078125,295.2930603027344,R_A3,3,0.35989367961883545
28,0,2018-07-03,41,295.4573059082031,0.0,4,STANDARD,1616.0587158203125,295.4573059082031,R_A3,4,0.6563629508018494
29,0,2018-07-03,41,294.8323059082031,0.0,4,STANDARD,1603.867919921875,294.8323059082031,R_A3,5,0.6512471437454224
29,0,2018-07-03,41,295.1723937988281,0.0,5,STANDARD,1606.08203125,295.1723937988281,R_A3,6,0.803960382938385
29,0,2018-07-03,41,295.3352355957031,0.0,6,STANDARD,1608.296142578125,295.3352355957031,R_A3,7,0.2492280751466751
29,0,2018-07-03,41,295.48345947265625,0.0,7,STANDARD,1610.5101318359375,295.48345947265625,R_A3,8,0.1300034523010254
29,0,2018-07-03,41,295.6317443847656,0.0,8,STANDARD,1612.7242431640625,295.6317443847656,R_A3,9,0.17660817503929138
29,0,2018-07-03,41,295.8053894042969,0.0,9,STANDARD,1614.938232421875,295.8053894042969,R_A3,10,0.797815203666687
29,0,2018-07-03,41,296.5464782714844,0.0,10,STANDARD,1617.15234375,296.5464782714844,R_A3,11,0.8009659051895142
29,0,2018-07-03,41,296.9007568359375,0.0,11,STANDARD,1619.4254150390625,296.9007568359375,R_A3,12,0.04797457158565521
29,0,2018-07-03,41,297.0569763183594,0.0,12,STANDARD,1621.757568359375,297.0569763183594,R_A3,13,0.05552392080426216
29,0,2018-07-03,41,297.2134704589844,0.0,13,STANDARD,1624.089599609375,297.2134704589844,R_A3,14,0.37726232409477234
29,0,2018-07-03,41,297.77093505859375,0.0,15,STANDARD,1628.75390625,297.77093505859375,R_A3,15,0.4474857449531555
29,0,2018-07-03,41,297.9124755859375,0.0,16,STANDARD,1630.8106689453125,297.9124755859375,R_A3,16,0.814747154712677
29,0,2018-07-03,41,296.4315185546875,-1.93283122840171e-09,25,STANDARD,1633.564208984375,296.4315185546875,R_A3,17,1.0
29,0,2018-07-03,41,293.23297119140625,0.0,26,STANDARD,1637.206787109375,293.23297119140625,R_A3,18,0.08374537527561188
29,0,2018-07-03,41,293.4767761230469,0.0,27,STANDARD,1640.8492431640625,293.4767761230469,R_A3,19,0.051848236471414566
29,0,2018-07-03,41,296.1689147949219,-3.6185947901307136e-12,28,STANDARD,1644.49169921875,296.1689147949219,R_A3,20,1.0
29,0,2018-07-03,41,293.9710998535156,0.0,29,STANDARD,1648.13427734375,293.9710998535156,R_A3,21,0.6487503051757812
30,0,2018-09-12,52,284.7295227050781,0.0,1,STANDARD,1634.85546875,284.7295227050781,R_A4,1,0.05485253781080246
31,0,2018-09-12,52,284.5027160644531,0.0,1,STANDARD,1629.64599609375,284.5027160644531,R_A4,2,0.052313726395368576
31,0,2018-09-12,52,284.63726806640625,0.0,2,STANDARD,1631.661865234375,284.63726806640625,R_A4,3,0.05439351126551628
31,0,2018-09-12,52,284.7716979980469,0.0,3,STANDARD,1633.677734375,284.7716979980469,R_A4,4,0.058385226875543594
32,0,2018-09-12,52,284.63690185546875,0.0,3,STANDARD,1629.79150390625,284.63690185546875,R_A4,5,0.056242186576128006
32,0,2018-09-12,51,285.0357666015625,0.0,3,STANDARD,1635.96923828125,285.0357666015625,R_A4,6,0.06008502095937729
33,0,2018-09-12,51,285.0650329589844,0.0,3,STANDARD,1634.5240478515625,285.0650329589844,R_A4,7,0.06217923015356064
33,0,2018-09-12,51,285.18560791015625,0.0,4,STANDARD,1636.3287353515625,285.18560791015625,R_A4,8,0.0603976733982563
33,0,2018-09-12,50,285.57855224609375,0.0,4,STANDARD,1642.17529296875,285.57855224609375,R_A4,9,0.06590016186237335
33,0,2018-09-12,50,285.68927001953125,0.0,5,STANDARD,1644.02197265625,285.68927001953125,R_A4,10,0.288583368062973
34,0,2018-09-12,50,285.6656188964844,0.0,5,STANDARD,1642.51416015625,285.6656188964844,R_A4,11,0.6494580507278442
34,0,2018-09-12,50,285.58380126953125,0.0,4,STANDARD,1640.6129150390625,285.58380126953125,R_A4,12,0.06329197436571121
34,0,2018-09-12,50,285.456787109375,0.0,3,STANDARD,1638.711669921875,285.456787109375,R_A4,13,0.06458242982625961
35,0,2018-09-12,50,285.736328125,0.0,3,STANDARD,1641.5694580078125,285.736328125,R_A4,14,0.1071840226650238
35,0,2018-09-12,50,285.6184997558594,0.0,2,STANDARD,1639.8045654296875,285.6184997558594,R_A4,15,0.23734034597873688
35,0,2018-09-12,49,285.8310546875,0.0,2,STANDARD,1643.836181640625,285.8310546875,R_A4,16,0.2472047507762909
35,0,2018-09-12,49,285.7146911621094,0.0,1,STANDARD,1642.093505859375,285.7146911621094,R_A4,17,0.23619195818901062
36,0,2018-09-12,49,282.3202819824219,0.0,28,STANDARD,1642.72998046875,282.3202819824219,R_A4,18,0.0601174421608448
36,0,2018-09-12,48,281.8387451171875,0.0,28,STANDARD,1636.6932373046875,281.8387451171875,R_A4,19,0.22114045917987823
37,0,2018-09-12,48,282.37115478515625,0.0,28,STANDARD,1643.2545166015625,282.37115478515625,R_A4,20,0.06095825880765915
37,0,2018-09-12,48,282.75830078125,0.0,29,STANDARD,1649.0567626953125,282.75830078125,R_A4,21,0.063633993268013
38,0,2018-09-12,48,283.2843933105469,0.0,29,STANDARD,1655.9036865234375,283.2843933105469,R_A4,22,0.6840724349021912
38,0,2018-09-12,47,283.24749755859375,0.0,29,STANDARD,1656.0916748046875,283.24749755859375,R_A4,23,0.1503990739583969
17,0,2018-11-07,42,282.1828308105469,-3.1050698951872856e-15,1,STANDARD,1694.5721435546875,282.1828308105469,R_A6,1,1.0
17,0,2018-11-07,42,282.327392578125,-2.1296354352169427e-15,2,STANDARD,1696.107421875,282.327392578125,R_A6,2,1.0
17,0,2018-11-07,42,282.4702453613281,-1.3729476573914965e-15,3,STANDARD,1697.642578125,282.4702453613281,R_A6,3,1.0
17,0,2018-11-07,42,282.6099548339844,-1.1968248378227387e-15,4,STANDARD,1699.1778564453125,282.6099548339844,R_A6,4,1.0
17,0,2018-11-07,42,282.7483825683594,-1.729292406598131e-15,5,STANDARD,1700.713134765625,282.7483825683594,R_A6,5,1.0
17,0,2018-11-07,42,282.8893127441406,-8.441276920078539e-14,6,STANDARD,1702.2484130859375,282.8893127441406,R_A6,6,1.0
17,0,2018-11-07,42,282.73797607421875,-1.4362580677725056e-13,7,STANDARD,1703.7835693359375,282.73797607421875,R_A6,7,1.0
17,0,2018-11-07,42,282.888427734375,-1.0415946534100828e-13,8,STANDARD,1705.31884765625,282.888427734375,R_A6,8,1.0
17,0,2018-11-07,42,283.3536071777344,-6.405344885816429e-15,9,STANDARD,1706.8541259765625,283.3536071777344,R_A6,9,1.0
17,0,2018-11-07,42,283.2393493652344,-1.3452945354930357e-12,10,STANDARD,1708.389404296875,283.2393493652344,R_A6,10,1.0
17,0,2018-11-07,42,283.70257568359375,-3.117159037401701e-13,11,STANDARD,1710.305908203125,283.70257568359375,R_A6,11,1.0
17,0,2018-11-07,42,283.92022705078125,-1.1447086497012177e-13,12,STANDARD,1712.603759765625,283.92022705078125,R_A6,12,1.0
17,0,2018-11-07,42,284.1498718261719,-1.2548545779951861e-14,13,STANDARD,1714.9014892578125,284.1498718261719,R_A6,13,1.0
