CONIPOS,DEPTH,CONKPOS,WELL,SWAT,DATE,SGAS,PRESSURE,CONBPRES,CONJPOS,WELLMODEL,CONIDX,DRAWDOWN
31,1697.585693359375,7,R_A5,1.0,2018-01-01,0.0,305.34002685546875,305.34002685546875,20,STANDARD,7,0
31,1706.09912109375,11,R_A5,1.0,2018-01-01,0.0,305.8411865234375,305.8411865234375,20,STANDARD,8,0
31,1701.0458984375,11,R_A5,1.0,2018-01-01,0.0,305.3622741699219,305.3622741699219,21,STANDARD,9,0
31,1702.995849609375,12,R_A5,1.0,2018-01-01,0.0,305.5470886230469,305.5470886230469,21,STANDARD,10,0
31,1704.94580078125,13,R_A5,1.0,2018-01-01,0.0,305.74383544921875,305.74383544921875,21,STANDARD,11,0
31,1706.8958740234375,14,R_A5,1.0,2018-01-01,0.0,305.92864990234375,305.92864990234375,21,STANDARD,12,0
31,1708.8458251953125,15,R_A5,1.0,2018-01-01,0.0,306.11346435546875,306.11346435546875,21,STANDARD,13,0
31,1710.795654296875,16,R_A5,1.0,2018-01-01,0.0,306.4432678222656,306.4432678222656,21,STANDARD,14,0
31,1712.7457275390625,17,R_A5,1.0,2018-01-01,0.0,306.6280822753906,306.6280822753906,21,STANDARD,15,0
31,1714.2835693359375,18,R_A5,1.0,2018-01-01,0.0,306.7738037109375,306.7738037109375,21,STANDARD,16,0
31,1715.092041015625,19,R_A5,1.0,2018-01-01,0.0,306.8504333496094,306.8504333496094,21,STANDARD,17,0
31,1716.554931640625,28,R_A5,1.0,2018-01-01,0.0,306.8320007324219,306.8320007324219,21,STANDARD,18,0
31,1718.7957763671875,29,R_A5,1.0,2018-01-01,0.0,307.04437255859375,307.04437255859375,21,STANDARD,19,0
31,1721.03662109375,30,R_A5,1.0,2018-01-01,0.0,307.5625305175781,307.5625305175781,21,STANDARD,20,0
31,1723.2774658203125,31,R_A5,1.0,2018-01-01,0.0,307.77490234375,307.77490234375,21,STANDARD,21,0
31,1725.518310546875,32,R_A5,1.0,2018-01-01,0.0,307.9872741699219,307.9872741699219,21,STANDARD,22,0
17,1694.647705078125,1,R_A6,1.0,2018-01-01,0.0,305.0616149902344,305.0616149902344,42,STANDARD,1,0
17,1696.18505859375,2,R_A6,1.0,2018-01-01,0.0,305.2073059082031,305.2073059082031,42,STANDARD,2,0
17,1697.722412109375,3,R_A6,1.0,2018-01-01,0.0,305.3529968261719,305.3529968261719,42,STANDARD,3,0
17,1699.259765625,4,R_A6,1.0,2018-01-01,0.0,305.4986877441406,305.4986877441406,42,STANDARD,4,0
17,1700.797119140625,5,R_A6,1.0,2018-01-01,0.0,305.6443786621094,305.6443786621094,42,STANDARD,5,0
17,1702.33447265625,6,R_A6,1.0,2018-01-01,0.0,305.49102783203125,305.49102783203125,42,STANDARD,6,0
17,1703.871826171875,7,R_A6,1.0,2018-01-01,0.0,305.63671875,305.63671875,42,STANDARD,7,0
17,1705.4091796875,8,R_A6,1.0,2018-01-01,0.0,305.78240966796875,305.78240966796875,42,STANDARD,8,0
17,1706.946533203125,9,R_A6,1.0,2018-01-01,0.0,306.2271728515625,306.2271728515625,42,STANDARD,9,0
17,1708.4840087890625,10,R_A6,1.0,2018-01-01,0.0,306.06707763671875,306.06707763671875,42,STANDARD,10,0
17,1710.407470703125,11,R_A6,1.0,2018-01-01,0.0,306.2494812011719,306.2494812011719,42,STANDARD,11,0
17,1712.71728515625,12,R_A6,1.0,2018-01-01,0.0,306.4683837890625,306.4683837890625,42,STANDARD,12,0
17,1715.02685546875,13,R_A6,1.0,2018-01-01,0.0,306.6992492675781,306.6992492675781,42,STANDARD,13,0
17,1717.3365478515625,14,R_A6,1.0,2018-01-01,0.0,306.91815185546875,306.91815185546875,42,STANDARD,14,0
17,1719.646240234375,15,R_A6,1.0,2018-01-01,0.0,307.1370544433594,307.1370544433594,42,STANDARD,15,0
17,1721.9559326171875,16,R_A6,1.0,2018-01-01,0.0,307.5009765625,307.5009765625,42,STANDARD,16,0
17,1724.265625,17,R_A6,1.0,2018-01-01,0.0,307.7198791503906,307.7198791503906,42,STANDARD,17,0
17,1725.762939453125,18,R_A6,1.0,2018-01-01,0.0,307.8617858886719,307.8617858886719,42,STANDARD,18,0
17,1726.9622802734375,28,R_A6,1.0,2018-01-01,0.0,307.818359375,307.818359375,42,STANDARD,19,0
17,1728.67578125,29,R_A6,1.0,2018-01-01,0.0,308.28656005859375,308.28656005859375,42,STANDARD,20,0
17,1730.3892822265625,30,R_A6,1.0,2018-01-01,0.0,308.4489440917969,308.4489440917969,42,STANDARD,21,0
17,1732.1029052734375,31,R_A6,1.0,2018-01-01,0.0,308.6113586425781,308.6113586425781,42,STANDARD,22,0
17,1733.81640625,32,R_A6,1.0,2018-01-01,0.0,308.4679870605469,308.4679870605469,42,STANDARD,23,0
22,1641.288330078125,1,R_A2,0.054445475339889526,2018-03-01,0.0,297.8304138183594,297.8304138183594,30,STANDARD,1,0
22,1643.0582275390625,2,R_A2,0.056227583438158035,2018-03-01,0.0,297.9490051269531,297.9490051269531,30,STANDARD,2,0
22,1644.828125,3,R_A2,0.05976958945393562,2018-03-01,0.0,298.0675964355469,298.0675964355469,30,STANDARD,3,0
22,1646.59814453125,4,R_A2,0.06594870984554291,2018-03-01,0.0,298.1861877441406,298.1861877441406,30,STANDARD,4,0
22,1648.3680419921875,5,R_A2,0.06917086988687515,2018-03-01,0.0,298.3048095703125,298.3048095703125,30,STANDARD,5,0
22,1650.1380615234375,6,R_A2,0.3153940737247467,2018-03-01,0.0,298.4430236816406,298.4430236816406,30,STANDARD,6,0
22,1651.907958984375,7,R_A2,0.8792494535446167,2018-03-01,0.0,298.57122802734375,298.57122802734375,30,STANDARD,7,0
22,1653.6778564453125,8,R_A2,0.8498235940933228,2018-03-01,0.0,298.6954040527344,298.6954040527344,30,STANDARD,8,0
22,1655.4478759765625,9,R_A2,0.8889930844306946,2018-03-01,0.0,299.0381774902344,299.0381774902344,30,STANDARD,9,0
22,1657.2177734375,10,R_A2,0.9032043814659119,2018-03-01,0.0,299.4090270996094,299.4090270996094,30,STANDARD,10,0
22,1659.1253662109375,11,R_A2,0.07426717877388,2018-03-01,0.0,300.0975036621094,300.0975036621094,30,STANDARD,11,0
22,1661.170654296875,12,R_A2,0.13740481436252594,2018-03-01,0.0,300.234619140625,300.234619140625,30,STANDARD,12,0
22,1663.2159423828125,13,R_A2,0.4428420960903168,2018-03-01,0.0,300.3721008300781,300.3721008300781,30,STANDARD,13,0
22,1665.26123046875,14,R_A2,0.49069979786872864,2018-03-01,0.0,300.5100402832031,300.5100402832031,30,STANDARD,14,0
22,1667.306396484375,15,R_A2,0.6718948483467102,2018-03-01,0.0,300.650390625,300.650390625,30,STANDARD,15,0
22,1669.3516845703125,16,R_A2,0.9617562890052795,2018-03-01,0.0,300.78857421875,300.78857421875,30,STANDARD,16,0
22,1671.39697265625,17,R_A2,0.9266110062599182,2018-03-01,0.0,300.92706298828125,300.92706298828125,30,STANDARD,17,0
22,1673.22314453125,18,R_A2,0.9764596223831177,2018-03-01,0.0,301.05035400390625,301.05035400390625,30,STANDARD,18,0
22,1674.8819580078125,28,R_A2,0.4306139349937439,2018-03-01,0.0,301.2773132324219,301.2773132324219,30,STANDARD,19,0
22,1678.5615234375,28,R_A2,0.9999997019767761,2018-03-01,-2.8143103847355633e-08,301.1948547363281,301.1948547363281,29,STANDARD,20,0
22,1680.3048095703125,29,R_A2,1.0,2018-03-01,-1.9639184375974672e-11,300.7739562988281,300.7739562988281,29,STANDARD,21,0
22,1682.048095703125,30,R_A2,1.0,2018-03-01,-7.216434914913972e-12,301.47802734375,301.47802734375,29,STANDARD,22,0
22,1683.79150390625,31,R_A2,1.0,2018-03-01,-9.518308281039178e-16,302.8008117675781,302.8008117675781,29,STANDARD,23,0
22,1685.534912109375,32,R_A2,1.0,2018-03-01,-3.463551073245132e-16,303.4245300292969,303.4245300292969,29,STANDARD,24,0
31,1684.6719970703125,1,R_A5,1.0,2018-04-28,-4.217970306255418e-14,275.28875732421875,275.28875732421875,20,STANDARD,1,0
31,1686.82421875,2,R_A5,1.0,2018-04-28,-1.2744965097123608e-14,275.4927062988281,275.4927062988281,20,STANDARD,2,0
31,1688.9765625,3,R_A5,1.0,2018-04-28,-1.0949926099038717e-14,275.6968994140625,275.6968994140625,20,STANDARD,3,0
31,1691.12890625,4,R_A5,1.0,2018-04-28,-2.405677003089468e-12,275.9012451171875,275.9012451171875,20,STANDARD,4,0
31,1693.2811279296875,5,R_A5,1.0,2018-04-28,-2.341215112403039e-12,276.1053466796875,276.1053466796875,20,STANDARD,5,0
31,1695.433349609375,6,R_A5,1.0,2018-04-28,-1.541761943807396e-12,276.3092346191406,276.3092346191406,20,STANDARD,6,0
31,1697.585693359375,7,R_A5,1.0,2018-04-28,-1.1667167340752294e-13,276.83355712890625,276.83355712890625,20,STANDARD,7,0
31,1706.09912109375,11,R_A5,1.0,2018-04-28,-5.98680306718169e-12,279.2200012207031,279.2200012207031,20,STANDARD,8,0
31,1701.0458984375,11,R_A5,1.0,2018-04-28,-8.432697595761596e-11,278.2005920410156,278.2005920410156,21,STANDARD,9,0
31,1702.995849609375,12,R_A5,1.0,2018-04-28,-6.195141621923028e-11,278.38525390625,278.38525390625,21,STANDARD,10,0
31,1704.94580078125,13,R_A5,1.0,2018-04-28,-2.9046708614755e-12,278.5823669433594,278.5823669433594,21,STANDARD,11,0
31,1706.8958740234375,14,R_A5,1.0,2018-04-28,-5.946829400443887e-12,278.767822265625,278.767822265625,21,STANDARD,12,0
31,1708.8458251953125,15,R_A5,1.0,2018-04-28,-1.0283532922775174e-12,278.9621887207031,278.9621887207031,21,STANDARD,13,0
31,1710.795654296875,16,R_A5,1.0,2018-04-28,-2.1743464505025872e-13,279.30517578125,279.30517578125,21,STANDARD,14,0
31,1712.7457275390625,17,R_A5,1.0,2018-04-28,-2.7659930010477674e-13,279.49859619140625,279.49859619140625,21,STANDARD,15,0
31,1714.2835693359375,18,R_A5,1.0,2018-04-28,-2.8774630790075195e-13,279.6466064453125,279.6466064453125,21,STANDARD,16,0
31,1715.092041015625,19,R_A5,1.0,2018-04-28,0.0,279.7231140136719,279.7231140136719,21,STANDARD,17,0
31,1716.554931640625,28,R_A5,1.0,2018-04-28,-1.262313719535297e-14,281.273681640625,281.273681640625,21,STANDARD,18,0
31,1718.7957763671875,29,R_A5,1.0,2018-04-28,-1.61883971261682e-14,281.5262451171875,281.5262451171875,21,STANDARD,19,0
31,1721.03662109375,30,R_A5,1.0,2018-04-28,-4.924115924579732e-15,282.18792724609375,282.18792724609375,21,STANDARD,20,0
31,1723.2774658203125,31,R_A5,1.0,2018-04-28,-1.2665590822194491e-20,288.37689208984375,288.37689208984375,21,STANDARD,21,0
31,1725.518310546875,32,R_A5,1.0,2018-04-28,1.1720360166535691e-22,283.8987121582031,283.8987121582031,21,STANDARD,22,0
28,1611.41796875,1,R_A3,0.6495529413223267,2018-07-03,0.0,282.3513488769531,282.3513488769531,41,STANDARD,1,0
28,1613.4937744140625,2,R_A3,0.20062334835529327,2018-07-03,0.0,282.49017333984375,282.49017333984375,41,STANDARD,2,0
28,1615.569580078125,3,R_A3,0.11849750578403473,2018-07-03,0.0,282.6286926269531,282.6286926269531,41,STANDARD,3,0
28,1617.6453857421875,4,R_A3,0.15789560973644257,2018-07-03,0.0,282.76727294921875,282.76727294921875,41,STANDARD,4,0
28,1619.72119140625,5,R_A3,0.6492858529090881,2018-07-03,0.0,282.90631103515625,282.90631103515625,41,STANDARD,5,0
29,1606.593017578125,5,R_A3,0.805496871471405,2018-07-03,0.0,282.0586242675781,282.0586242675781,41,STANDARD,6,0
29,1608.644775390625,6,R_A3,0.34211012721061707,2018-07-03,0.0,282.15362548828125,282.15362548828125,41,STANDARD,7,0
29,1610.6964111328125,7,R_A3,0.19780366122722626,2018-07-03,0.0,282.2883605957031,282.2883605957031,41,STANDARD,8,0
29,1612.7481689453125,8,R_A3,0.23681245744228363,2018-07-03,0.0,282.4250183105469,282.4250183105469,41,STANDARD,9,0
29,1614.7998046875,9,R_A3,0.7974382042884827,2018-07-03,0.0,282.65423583984375,282.65423583984375,41,STANDARD,10,0
29,1616.8514404296875,10,R_A3,0.7998639345169067,2018-07-03,0.0,284.1129150390625,284.1129150390625,41,STANDARD,11,0
29,1619.023193359375,11,R_A3,0.0495494045317173,2018-07-03,0.0,286.4698181152344,286.4698181152344,41,STANDARD,12,0
29,1621.315185546875,12,R_A3,0.054434023797512054,2018-07-03,0.0,286.6229553222656,286.6229553222656,41,STANDARD,13,0
29,1623.6070556640625,13,R_A3,0.3689916133880615,2018-07-03,0.0,286.77655029296875,286.77655029296875,41,STANDARD,14,0
29,1625.89892578125,14,R_A3,0.35134342312812805,2018-07-03,0.0,287.0527648925781,287.0527648925781,41,STANDARD,15,0
29,1628.15380859375,15,R_A3,0.6387342810630798,2018-07-03,0.0,287.2810363769531,287.2810363769531,41,STANDARD,16,0
29,1630.0560302734375,16,R_A3,0.8055467009544373,2018-07-03,0.0,287.4679260253906,287.4679260253906,41,STANDARD,17,0
29,1632.7149658203125,28,R_A3,0.12784770131111145,2018-07-03,0.0,285.9406433105469,285.9406433105469,41,STANDARD,18,0
29,1636.35107421875,29,R_A3,0.04504432529211044,2018-07-03,0.0,286.17803955078125,286.17803955078125,41,STANDARD,19,0
29,1639.987060546875,30,R_A3,0.05255064368247986,2018-07-03,0.0,286.4210205078125,286.4210205078125,41,STANDARD,20,0
29,1643.623046875,31,R_A3,1.0,2018-07-03,1.5417849288934526e-11,288.3747863769531,288.3747863769531,41,STANDARD,21,0
29,1647.2591552734375,32,R_A3,0.06228691339492798,2018-07-03,0.0,286.9673156738281,286.9673156738281,41,STANDARD,22,0
30,1629.6458740234375,1,R_A4,0.05002617835998535,2018-09-12,0.0,279.17315673828125,279.17315673828125,52,STANDARD,1,0
31,1626.331298828125,1,R_A4,0.04885214939713478,2018-09-12,0.0,279.0102844238281,279.0102844238281,52,STANDARD,2,0
31,1628.4306640625,2,R_A4,0.049815237522125244,2018-09-12,0.0,279.1502990722656,279.1502990722656,52,STANDARD,3,0
31,1630.530029296875,3,R_A4,0.05256343260407448,2018-09-12,0.0,279.29034423828125,279.29034423828125,52,STANDARD,4,0
31,1632.6295166015625,4,R_A4,0.0534231960773468,2018-09-12,0.0,279.430419921875,279.430419921875,52,STANDARD,5,0
32,1632.77001953125,4,R_A4,0.05381238833069801,2018-09-12,0.0,279.4900207519531,279.4900207519531,52,STANDARD,6,0
32,1634.6700439453125,5,R_A4,0.05711654946208,2018-09-12,0.0,279.6167907714844,279.6167907714844,52,STANDARD,7,0
32,1636.9478759765625,5,R_A4,0.058898210525512695,2018-09-12,0.0,279.71832275390625,279.71832275390625,51,STANDARD,8,0
32,1635.13525390625,4,R_A4,0.058463871479034424,2018-09-12,0.0,279.597412109375,279.597412109375,51,STANDARD,9,0
33,1637.6405029296875,4,R_A4,0.058256860822439194,2018-09-12,0.0,279.8110046386719,279.8110046386719,51,STANDARD,10,0
33,1635.76025390625,3,R_A4,0.05684346705675125,2018-09-12,0.0,279.6855773925781,279.6855773925781,51,STANDARD,11,0
33,1642.02587890625,4,R_A4,0.06253893673419952,2018-09-12,0.0,280.0647888183594,280.0647888183594,50,STANDARD,12,0
34,1640.76806640625,4,R_A4,0.0636332556605339,2018-09-12,0.0,280.023193359375,280.023193359375,50,STANDARD,13,0
34,1638.7978515625,3,R_A4,0.10444152355194092,2018-09-12,0.0,279.891845703125,279.891845703125,50,STANDARD,14,0
35,1641.5010986328125,4,R_A4,0.0628226101398468,2018-09-12,0.0,280.09527587890625,280.09527587890625,50,STANDARD,15,0
35,1639.6007080078125,3,R_A4,0.0819958969950676,2018-09-12,0.0,279.9686279296875,279.9686279296875,50,STANDARD,16,0
35,1642.845458984375,3,R_A4,0.21331755816936493,2018-09-12,0.0,280.15802001953125,280.15802001953125,49,STANDARD,17,0
35,1640.937744140625,2,R_A4,0.23012560606002808,2018-09-12,0.0,280.0301513671875,280.0301513671875,49,STANDARD,18,0
36,1643.070556640625,31,R_A4,0.2647015154361725,2018-09-12,0.0,279.0344543457031,279.0344543457031,49,STANDARD,19,0
36,1641.7628173828125,31,R_A4,0.3336678743362427,2018-09-12,0.0,278.51495361328125,278.51495361328125,48,STANDARD,20,0
37,1650.3677978515625,31,R_A4,0.28788432478904724,2018-09-12,0.0,279.4933776855469,279.4933776855469,48,STANDARD,21,0
37,1644.7794189453125,30,R_A4,0.270235538482666,2018-09-12,0.0,279.1640930175781,279.1640930175781,48,STANDARD,22,0
38,1651.276123046875,30,R_A4,0.19573920965194702,2018-09-12,0.0,279.75762939453125,279.75762939453125,48,STANDARD,23,0
38,1657.673095703125,30,R_A4,0.16265970468521118,2018-09-12,0.0,279.8871154785156,279.8871154785156,47,STANDARD,24,0
17,1694.647705078125,1,R_A6,1.0,2018-11-07,5.356102930967332e-13,274.0817565917969,274.0817565917969,42,STANDARD,1,0
17,1696.18505859375,2,R_A6,1.0,2018-11-07,7.395142906989837e-16,274.2994689941406,274.2994689941406,42,STANDARD,2,0
17,1697.722412109375,3,R_A6,1.0,2018-11-07,5.106358239555047e-16,274.5762023925781,274.5762023925781,42,STANDARD,3,0
17,1699.259765625,4,R_A6,1.0,2018-11-07,8.13069308349567e-17,274.8853759765625,274.8853759765625,42,STANDARD,4,0
17,1700.797119140625,5,R_A6,1.0,2018-11-07,-4.820957899515999e-16,275.18115234375,275.18115234375,42,STANDARD,5,0
17,1702.33447265625,6,R_A6,1.0,2018-11-07,-3.210413773474703e-14,275.0869140625,275.0869140625,42,STANDARD,6,0
17,1703.871826171875,7,R_A6,1.0,2018-11-07,-3.9413405265170676e-14,275.2330322265625,275.2330322265625,42,STANDARD,7,0
17,1705.4091796875,8,R_A6,1.0,2018-11-07,-4.063134377563227e-14,275.3790283203125,275.3790283203125,42,STANDARD,8,0
