DATE,CONIPOS,SWAT,SGAS,WELLMODEL,CONJPOS,WELL,CONKPOS,PRESSURE,CONIDX,DRAWDOWN,DEPTH,CONBPRES
2018-03-01,22,0.9592686891555786,0.0,STANDARD,30,R_A2,16,299.3131408691406,16,0,1668.8682861328125,299.3131408691406
2018-03-01,22,0.9666559100151062,0.0,STANDARD,30,R_A2,17,299.46826171875,17,0,1671.00390625,299.46826171875
2018-03-01,22,0.9638791680335999,0.0,STANDARD,30,R_A2,18,299.5918884277344,18,0,1672.494140625,299.5918884277344
2018-03-01,22,0.34837085008621216,0.0,STANDARD,30,R_A2,27,300.16741943359375,19,0,1673.7420654296875,300.16741943359375
2018-03-01,22,1.0,-1.2048423223058559e-15,STANDARD,29,R_A2,27,302.2930908203125,20,0,1678.67236328125,302.2930908203125
2018-03-01,22,1.0,-8.21509497816281e-21,STANDARD,29,R_A2,28,303.18017578125,21,0,1680.509033203125,303.18017578125
2018-03-01,22,1.0,-7.609408837311566e-22,STANDARD,29,R_A2,29,303.6587829589844,22,0,1682.345703125,303.6587829589844
2018-03-01,22,1.0,-7.586835046083251e-23,STANDARD,29,R_A2,30,303.9373779296875,23,0,1684.1822509765625,303.9373779296875
2018-03-01,22,1.0,-3.032508168503129e-23,STANDARD,29,R_A2,31,304.1328125,24,0,1686.0189208984375,304.1328125
2018-04-28,31,1.0,-4.364125841304148e-14,STANDARD,20,R_A5,1,279.62152099609375,1,0,1685.116455078125,279.62152099609375
2018-04-28,31,1.0,-4.437809915012157e-14,STANDARD,20,R_A5,2,279.83380126953125,2,0,1687.357666015625,279.83380126953125
2018-04-28,31,1.0,-4.032000495740769e-14,STANDARD,20,R_A5,3,280.0461120605469,3,0,1689.598876953125,280.0461120605469
2018-04-28,31,1.0,-4.356793585299536e-14,STANDARD,20,R_A5,4,280.2578430175781,4,0,1691.8399658203125,280.2578430175781
2018-04-28,31,1.0,-4.255942115654471e-14,STANDARD,20,R_A5,5,280.46942138671875,5,0,1694.0810546875,280.46942138671875
2018-04-28,31,1.0,-3.326034448401273e-14,STANDARD,20,R_A5,6,280.6812438964844,6,0,1696.322265625,280.6812438964844
2018-04-28,31,1.0,-1.146426229230342e-14,STANDARD,20,R_A5,7,281.21612548828125,7,0,1698.5634765625,281.21612548828125
2018-04-28,31,1.0,-1.0147008927541279e-10,STANDARD,21,R_A5,11,281.52276611328125,8,0,1700.9178466796875,281.52276611328125
2018-04-28,31,1.0,-1.0606882039354559e-10,STANDARD,21,R_A5,12,281.72735595703125,9,0,1702.84619140625,281.72735595703125
2018-04-28,31,1.0,-3.0527136807984023e-12,STANDARD,21,R_A5,13,281.9233093261719,10,0,1704.7745361328125,281.9233093261719
2018-04-28,31,1.0,-6.596943911280073e-12,STANDARD,21,R_A5,14,282.1074523925781,11,0,1706.702880859375,282.1074523925781
2018-04-28,31,1.0,-9.283689268724249e-13,STANDARD,21,R_A5,15,283.0277099609375,12,0,1708.6312255859375,283.0277099609375
2018-04-28,31,1.0,-2.519485102047813e-14,STANDARD,21,R_A5,16,283.9705810546875,13,0,1710.5596923828125,283.9705810546875
2018-04-28,31,1.0,-2.066294184366324e-14,STANDARD,21,R_A5,17,284.1604309082031,14,0,1712.488037109375,284.1604309082031
2018-04-28,31,1.0,-3.6745952824599956e-14,STANDARD,21,R_A5,18,284.32073974609375,15,0,1714.12353515625,284.32073974609375
2018-04-28,31,1.0,6.250285011777379e-12,STANDARD,21,R_A5,27,287.34588623046875,16,0,1715.9853515625,287.34588623046875
2018-04-28,31,1.0,7.991231808224253e-12,STANDARD,21,R_A5,28,287.64892578125,17,0,1718.2786865234375,287.64892578125
2018-04-28,31,1.0,1.172841275283523e-17,STANDARD,21,R_A5,29,297.0345153808594,18,0,1720.572021484375,297.0345153808594
2018-04-28,31,1.0,-6.593536149547171e-20,STANDARD,21,R_A5,30,297.8363037109375,19,0,1722.8653564453125,297.8363037109375
2018-04-28,31,1.0,-2.877241156375339e-14,STANDARD,21,R_A5,31,291.60638427734375,20,0,1725.15869140625,291.60638427734375
2018-07-03,28,0.6497393250465393,0.0,STANDARD,41,R_A3,1,276.0843811035156,1,0,1611.138671875,276.0843811035156
2018-07-03,28,0.20295540988445282,0.0,STANDARD,41,R_A3,2,276.22540283203125,2,0,1613.259033203125,276.22540283203125
2018-07-03,28,0.15771129727363586,0.0,STANDARD,41,R_A3,3,276.3669738769531,3,0,1615.3792724609375,276.3669738769531
2018-07-03,28,0.19198176264762878,0.0,STANDARD,41,R_A3,4,276.5084533691406,4,0,1617.4996337890625,276.5084533691406
2018-07-03,29,0.36917129158973694,0.0,STANDARD,41,R_A3,4,275.1671447753906,5,0,1602.35595703125,275.1671447753906
2018-07-03,29,0.7877619862556458,0.0,STANDARD,41,R_A3,5,276.2572021484375,6,0,1604.5316162109375,276.2572021484375
2018-07-03,29,0.6496330499649048,0.0,STANDARD,41,R_A3,6,276.4629211425781,7,0,1606.7071533203125,276.4629211425781
2018-07-03,29,0.1982044130563736,0.0,STANDARD,41,R_A3,7,276.6416931152344,8,0,1608.8828125,276.6416931152344
2018-07-03,29,0.2403782308101654,0.0,STANDARD,41,R_A3,8,276.787109375,9,0,1611.058349609375,276.787109375
2018-07-03,29,0.7967968583106995,0.0,STANDARD,41,R_A3,9,277.0169982910156,10,0,1613.2340087890625,277.0169982910156
2018-07-03,29,0.7973715662956238,0.0,STANDARD,41,R_A3,10,279.0765380859375,11,0,1615.4095458984375,279.0765380859375
2018-07-03,29,0.0495973601937294,0.0,STANDARD,41,R_A3,11,280.2376708984375,12,0,1617.70654296875,280.2376708984375
2018-07-03,29,0.05425077676773071,0.0,STANDARD,41,R_A3,12,280.3990783691406,13,0,1620.124755859375,280.3990783691406
2018-07-03,29,0.37628352642059326,0.0,STANDARD,41,R_A3,13,280.560791015625,14,0,1622.5430908203125,280.560791015625
2018-07-03,29,0.5018328428268433,0.0,STANDARD,41,R_A3,15,282.30377197265625,15,0,1627.379638671875,282.30377197265625
2018-07-03,29,0.8068678975105286,0.0,STANDARD,41,R_A3,16,282.46337890625,16,0,1629.6064453125,282.46337890625
2018-07-03,29,0.6549617052078247,0.0,STANDARD,41,R_A3,27,282.44207763671875,17,0,1632.653076171875,282.44207763671875
2018-07-03,29,0.04758483171463013,0.0,STANDARD,41,R_A3,28,282.69683837890625,18,0,1636.5484619140625,282.69683837890625
2018-07-03,29,0.05360821262001991,0.0,STANDARD,41,R_A3,29,282.95672607421875,19,0,1640.44384765625,282.95672607421875
2018-07-03,29,0.6749077439308167,0.0,STANDARD,41,R_A3,30,283.2087707519531,20,0,1644.3392333984375,283.2087707519531
2018-07-03,29,0.06755954027175903,0.0,STANDARD,41,R_A3,31,283.2874450683594,21,0,1648.234619140625,283.2874450683594
2018-09-12,30,0.05280076339840889,0.0,STANDARD,52,R_A4,1,275.3825378417969,1,0,1629.080810546875,275.3825378417969
2018-09-12,31,0.05083632469177246,0.0,STANDARD,52,R_A4,1,275.4010009765625,2,0,1626.833740234375,275.4010009765625
2018-09-12,31,0.052702128887176514,0.0,STANDARD,52,R_A4,2,275.53985595703125,3,0,1628.9180908203125,275.53985595703125
2018-09-12,31,0.05451146140694618,0.0,STANDARD,52,R_A4,3,275.6787414550781,4,0,1631.0025634765625,275.6787414550781
2018-09-12,31,0.09490612149238586,0.0,STANDARD,52,R_A4,4,275.81768798828125,5,0,1633.0869140625,275.81768798828125
2018-09-12,32,0.060102950781583786,0.0,STANDARD,52,R_A4,4,276.1309509277344,6,0,1635.367431640625,276.1309509277344
2018-09-12,32,0.05653000995516777,0.0,STANDARD,51,R_A4,4,275.86376953125,7,0,1632.800048828125,275.86376953125
2018-09-12,32,0.05554879829287529,0.0,STANDARD,51,R_A4,3,275.7391052246094,8,0,1630.9287109375,275.7391052246094
2018-09-12,33,0.06259061396121979,0.0,STANDARD,51,R_A4,4,276.4707946777344,9,0,1639.246826171875,276.4707946777344
2018-09-12,33,0.06109556555747986,0.0,STANDARD,51,R_A4,3,276.3419189453125,10,0,1637.313720703125,276.3419189453125
2018-09-12,33,0.056781869381666183,0.0,STANDARD,50,R_A4,3,275.9664001464844,11,0,1632.5494384765625,275.9664001464844
2018-09-12,34,0.07915371656417847,0.0,STANDARD,50,R_A4,3,276.4395446777344,12,0,1637.6201171875,276.4395446777344
2018-09-12,35,0.14319124817848206,0.0,STANDARD,50,R_A4,3,276.85498046875,13,0,1642.4013671875,276.85498046875
2018-09-12,35,0.23540771007537842,0.0,STANDARD,49,R_A4,3,276.50701904296875,14,0,1641.1060791015625,276.50701904296875
2018-09-12,35,0.23480571806430817,0.0,STANDARD,49,R_A4,2,276.3809814453125,15,0,1639.20556640625,276.3809814453125
2018-09-12,36,0.06212390959262848,0.0,STANDARD,49,R_A4,30,274.42254638671875,16,0,1642.31591796875,274.42254638671875
2018-09-12,36,0.05908401682972908,0.0,STANDARD,48,R_A4,30,273.835205078125,17,0,1639.3212890625,273.835205078125
2018-09-12,37,0.13646167516708374,0.0,STANDARD,48,R_A4,30,274.93206787109375,18,0,1649.8350830078125,274.93206787109375
2018-09-12,37,0.23626980185508728,0.0,STANDARD,48,R_A4,29,274.9817199707031,19,0,1644.18994140625,274.9817199707031
2018-09-12,38,0.6638393402099609,0.0,STANDARD,48,R_A4,29,275.6996154785156,20,0,1651.99169921875,275.6996154785156
2018-09-12,38,0.23417751491069794,0.0,STANDARD,47,R_A4,29,275.8878173828125,21,0,1659.0142822265625,275.8878173828125
2018-11-07,17,1.0,-2.674893651482128e-18,STANDARD,42,R_A6,1,273.2887878417969,1,0,1694.5377197265625,273.2887878417969
2018-11-07,17,1.0,-1.0938815298208703e-18,STANDARD,42,R_A6,2,273.4295654296875,2,0,1696.075927734375,273.4295654296875
2018-11-07,17,1.0,-7.518553229260527e-19,STANDARD,42,R_A6,3,273.5649719238281,3,0,1697.6141357421875,273.5649719238281
2018-11-07,17,1.0,-7.120015542180947e-19,STANDARD,42,R_A6,4,273.69525146484375,4,0,1699.1522216796875,273.69525146484375
2018-11-07,17,1.0,-1.020963594270366e-18,STANDARD,42,R_A6,5,273.8236083984375,5,0,1700.6903076171875,273.8236083984375
2018-11-07,17,1.0,-3.209502797480865e-17,STANDARD,42,R_A6,6,273.9573974609375,6,0,1702.228515625,273.9573974609375
2018-11-07,17,1.0,-6.085015871647929e-17,STANDARD,42,R_A6,7,273.80218505859375,7,0,1703.7666015625,273.80218505859375
2018-11-07,17,1.0,-3.3684934872994268e-18,STANDARD,42,R_A6,8,274.2457580566406,8,0,1705.3048095703125,274.2457580566406
2018-11-07,17,1.0,-3.0952054206210947e-18,STANDARD,42,R_A6,9,274.38824462890625,9,0,1706.8428955078125,274.38824462890625
2018-11-07,17,1.0,-8.584177318098882e-17,STANDARD,42,R_A6,10,274.2213134765625,10,0,1708.381103515625,274.2213134765625
2018-11-07,17,1.0,-6.003321529118722e-17,STANDARD,42,R_A6,11,274.3573913574219,11,0,1710.3009033203125,274.3573913574219
2018-11-07,17,1.0,-3.4199229869355744e-17,STANDARD,42,R_A6,12,274.5755310058594,12,0,1712.6025390625,274.5755310058594
2018-11-07,17,1.0,-1.6600850047521926e-18,STANDARD,42,R_A6,13,274.8067932128906,13,0,1714.904052734375,274.8067932128906
2018-11-07,17,1.0,-8.44106072054358e-19,STANDARD,42,R_A6,14,275.0273132324219,14,0,1717.2056884765625,275.0273132324219
2018-11-07,17,1.0,-6.5784086963541955e-19,STANDARD,42,R_A6,15,275.2829284667969,15,0,1719.50732421875,275.2829284667969
2018-11-07,17,1.0,-1.4390012629596654e-19,STANDARD,42,R_A6,16,275.7178955078125,16,0,1721.8089599609375,275.7178955078125
2018-11-07,17,1.0,-1.696114200500435e-19,STANDARD,42,R_A6,17,275.9924621582031,17,0,1724.110595703125,275.9924621582031
2018-11-07,17,1.0,-1.8939741228125e-19,STANDARD,42,R_A6,18,276.15911865234375,18,0,1725.630859375,276.15911865234375
2018-11-07,17,1.0,-4.643047082731093e-18,STANDARD,42,R_A6,27,276.6363220214844,19,0,1726.8572998046875,276.6363220214844
