CONIDX,SWAT,CONBPRES,WELL,DRAWDOWN,DEPTH,CONKPOS,CONJPOS,SGAS,PRESSURE,DATE,CONIPOS,WELLMODEL
13,0.36665865778923035,299.73773193359375,R_A3,0,1625.2808837890625,13,41,0.0,299.73773193359375,2018-01-01,29,STANDARD
14,0.24018067121505737,299.8913879394531,R_A3,0,1627.5731201171875,14,41,0.0,299.8913879394531,2018-01-01,29,STANDARD
15,0.4907836318016052,300.0450439453125,R_A3,0,1629.865234375,15,41,0.0,300.0450439453125,2018-01-01,29,STANDARD
16,0.8010474443435669,300.1727600097656,R_A3,0,1631.77001953125,16,41,0.0,300.1727600097656,2018-01-01,29,STANDARD
17,1.0,300.34271240234375,R_A3,0,1634.3048095703125,25,41,0.0,300.34271240234375,2018-01-01,29,STANDARD
18,0.04492059722542763,300.58087158203125,R_A3,0,1637.8568115234375,26,41,0.0,300.58087158203125,2018-01-01,29,STANDARD
19,0.047663599252700806,300.81903076171875,R_A3,0,1641.4088134765625,27,41,0.0,300.81903076171875,2018-01-01,29,STANDARD
20,0.6813979148864746,301.0572204589844,R_A3,0,1644.9608154296875,28,41,0.0,301.0572204589844,2018-01-01,29,STANDARD
21,0.0591924749314785,301.29541015625,R_A3,0,1648.5126953125,29,41,0.0,301.29541015625,2018-01-01,29,STANDARD
1,0.052403707057237625,300.29779052734375,R_A4,0,1633.6351318359375,1,52,0.0,300.29779052734375,2018-01-01,30,STANDARD
2,0.04909216985106468,299.88604736328125,R_A4,0,1627.49365234375,1,52,0.0,299.88604736328125,2018-01-01,31,STANDARD
3,0.04927486553788185,300.02362060546875,R_A4,0,1629.5452880859375,2,52,0.0,300.02362060546875,2018-01-01,31,STANDARD
4,0.051008109003305435,300.1611633300781,R_A4,0,1631.5970458984375,3,52,0.0,300.1611633300781,2018-01-01,31,STANDARD
5,0.05111242085695267,300.2987365722656,R_A4,0,1633.6488037109375,4,52,0.0,300.2987365722656,2018-01-01,31,STANDARD
6,0.05150655657052994,300.2134094238281,R_A4,0,1632.376220703125,4,52,0.0,300.2134094238281,2018-01-01,32,STANDARD
7,0.30070123076438904,300.3379211425781,R_A4,0,1634.2335205078125,5,52,0.0,300.3379211425781,2018-01-01,32,STANDARD
8,0.23375096917152405,300.56573486328125,R_A4,0,1637.63134765625,5,51,0.0,300.56573486328125,2018-01-01,32,STANDARD
9,0.05648067593574524,300.4433288574219,R_A4,0,1635.8056640625,4,51,0.0,300.4433288574219,2018-01-01,32,STANDARD
10,0.05652078241109848,300.5023193359375,R_A4,0,1636.6854248046875,4,51,0.0,300.5023193359375,2018-01-01,33,STANDARD
11,0.06114964932203293,300.85601806640625,R_A4,0,1641.9605712890625,4,50,0.0,300.85601806640625,2018-01-01,33,STANDARD
12,0.05975070223212242,300.7289733886719,R_A4,0,1640.0655517578125,4,50,0.0,300.7289733886719,2018-01-01,34,STANDARD
13,0.06125237047672272,300.72869873046875,R_A4,0,1640.061767578125,4,50,0.0,300.72869873046875,2018-01-01,35,STANDARD
14,0.18205119669437408,300.6082763671875,R_A4,0,1638.265869140625,3,50,0.0,300.6082763671875,2018-01-01,35,STANDARD
15,0.18460634350776672,300.9225158691406,R_A4,0,1642.9521484375,3,49,0.0,300.9225158691406,2018-01-01,35,STANDARD
16,0.23111359775066376,300.916015625,R_A4,0,1642.8551025390625,28,49,0.0,300.916015625,2018-01-01,36,STANDARD
17,0.051757898181676865,300.8526306152344,R_A4,0,1641.9095458984375,28,48,0.0,300.8526306152344,2018-01-01,36,STANDARD
18,0.6961621046066284,301.32427978515625,R_A4,0,1648.943359375,28,48,0.0,301.32427978515625,2018-01-01,37,STANDARD
19,0.845155656337738,301.6812744140625,R_A4,0,1654.266357421875,28,48,0.0,301.6812744140625,2018-01-01,38,STANDARD
20,1.0,302.1017150878906,R_A4,0,1660.53466796875,28,47,0.0,302.1017150878906,2018-01-01,38,STANDARD
1,1.0,303.8533020019531,R_A5,0,1685.1239013671875,1,20,0.0,303.8533020019531,2018-01-01,31,STANDARD
2,1.0,304.05218505859375,R_A5,0,1687.222412109375,2,20,0.0,304.05218505859375,2018-01-01,31,STANDARD
3,1.0,304.25103759765625,R_A5,0,1689.321044921875,3,20,0.0,304.25103759765625,2018-01-01,31,STANDARD
4,1.0,304.4499206542969,R_A5,0,1691.419677734375,4,20,0.0,304.4499206542969,2018-01-01,31,STANDARD
5,1.0,304.6487731933594,R_A5,0,1693.5181884765625,5,20,0.0,304.6487731933594,2018-01-01,31,STANDARD
6,1.0,304.84765625,R_A5,0,1695.61669921875,6,20,0.0,304.84765625,2018-01-01,31,STANDARD
7,1.0,305.3523254394531,R_A5,0,1697.71533203125,7,20,0.0,305.3523254394531,2018-01-01,31,STANDARD
8,1.0,305.55120849609375,R_A5,0,1699.8138427734375,8,20,0.0,305.55120849609375,2018-01-01,31,STANDARD
9,1.0,305.24102783203125,R_A5,0,1696.5408935546875,9,21,0.0,305.24102783203125,2018-01-01,31,STANDARD
10,1.0,305.3609313964844,R_A5,0,1701.03173828125,11,21,0.0,305.3609313964844,2018-01-01,31,STANDARD
11,1.0,305.5538330078125,R_A5,0,1703.067138671875,12,21,0.0,305.5538330078125,2018-01-01,31,STANDARD
12,1.0,305.7586975097656,R_A5,0,1705.1025390625,13,21,0.0,305.7586975097656,2018-01-01,31,STANDARD
13,1.0,305.95159912109375,R_A5,0,1707.137939453125,14,21,0.0,305.95159912109375,2018-01-01,31,STANDARD
14,1.0,306.1445007324219,R_A5,0,1709.17333984375,15,21,0.0,306.1445007324219,2018-01-01,31,STANDARD
15,1.0,306.482421875,R_A5,0,1711.208740234375,16,21,0.0,306.482421875,2018-01-01,31,STANDARD
16,1.0,306.67071533203125,R_A5,0,1713.1956787109375,17,21,0.0,306.67071533203125,2018-01-01,31,STANDARD
17,1.0,306.79400634765625,R_A5,0,1714.4967041015625,18,21,0.0,306.79400634765625,2018-01-01,31,STANDARD
18,1.0,306.8437194824219,R_A5,0,1715.02099609375,19,21,0.0,306.8437194824219,2018-01-01,31,STANDARD
19,1.0,306.8097229003906,R_A5,0,1716.3201904296875,25,21,0.0,306.8097229003906,2018-01-01,31,STANDARD
20,1.0,307.0195007324219,R_A5,0,1718.533447265625,26,21,0.0,307.0195007324219,2018-01-01,31,STANDARD
21,1.0,307.5350341796875,R_A5,0,1720.74658203125,27,21,0.0,307.5350341796875,2018-01-01,31,STANDARD
22,1.0,307.7447814941406,R_A5,0,1722.959716796875,28,21,0.0,307.7447814941406,2018-01-01,31,STANDARD
23,1.0,307.9545593261719,R_A5,0,1725.1729736328125,29,21,0.0,307.9545593261719,2018-01-01,31,STANDARD
1,1.0,305.00665283203125,R_A6,0,1694.067626953125,1,42,0.0,305.00665283203125,2018-01-01,17,STANDARD
2,1.0,305.1516418457031,R_A6,0,1695.59765625,2,42,0.0,305.1516418457031,2018-01-01,17,STANDARD
3,1.0,305.296630859375,R_A6,0,1697.127685546875,3,42,0.0,305.296630859375,2018-01-01,17,STANDARD
4,1.0,305.4416198730469,R_A6,0,1698.65771484375,4,42,0.0,305.4416198730469,2018-01-01,17,STANDARD
5,1.0,305.5866394042969,R_A6,0,1700.187744140625,5,42,0.0,305.5866394042969,2018-01-01,17,STANDARD
6,1.0,305.73162841796875,R_A6,0,1701.7178955078125,6,42,0.0,305.73162841796875,2018-01-01,17,STANDARD
7,1.0,305.57757568359375,R_A6,0,1703.2479248046875,7,42,0.0,305.57757568359375,2018-01-01,17,STANDARD
8,1.0,305.72259521484375,R_A6,0,1704.7779541015625,8,42,0.0,305.72259521484375,2018-01-01,17,STANDARD
9,1.0,306.1666564941406,R_A6,0,1706.3079833984375,9,42,0.0,306.1666564941406,2018-01-01,17,STANDARD
10,1.0,306.005859375,R_A6,0,1707.8380126953125,10,42,0.0,306.005859375,2018-01-01,17,STANDARD
11,1.0,306.1859436035156,R_A6,0,1709.737060546875,11,42,0.0,306.1859436035156,2018-01-01,17,STANDARD
12,1.0,306.40087890625,R_A6,0,1712.0048828125,12,42,0.0,306.40087890625,2018-01-01,17,STANDARD
13,1.0,306.6277770996094,R_A6,0,1714.2725830078125,13,42,0.0,306.6277770996094,2018-01-01,17,STANDARD
14,1.0,306.8426818847656,R_A6,0,1716.5404052734375,14,42,0.0,306.8426818847656,2018-01-01,17,STANDARD
15,1.0,307.0576171875,R_A6,0,1718.8082275390625,15,42,0.0,307.0576171875,2018-01-01,17,STANDARD
16,1.0,307.4175720214844,R_A6,0,1721.0760498046875,16,42,0.0,307.4175720214844,2018-01-01,17,STANDARD
17,1.0,307.63250732421875,R_A6,0,1723.3438720703125,17,42,0.0,307.63250732421875,2018-01-01,17,STANDARD
18,1.0,307.7821044921875,R_A6,0,1724.9222412109375,18,42,0.0,307.7821044921875,2018-01-01,17,STANDARD
19,1.0,307.74786376953125,R_A6,0,1726.218505859375,25,42,0.0,307.74786376953125,2018-01-01,17,STANDARD
20,1.0,308.2151184082031,R_A6,0,1727.922119140625,26,42,0.0,308.2151184082031,2018-01-01,17,STANDARD
21,1.0,308.3765869140625,R_A6,0,1729.625732421875,27,42,0.0,308.3765869140625,2018-01-01,17,STANDARD
22,1.0,308.5380554199219,R_A6,0,1731.329345703125,28,42,0.0,308.5380554199219,2018-01-01,17,STANDARD
23,1.0,308.39373779296875,R_A6,0,1733.0328369140625,29,42,0.0,308.39373779296875,2018-01-01,17,STANDARD
1,0.05345039442181587,298.61376953125,R_A2,0,1641.44970703125,1,30,0.0,298.61376953125,2018-03-01,22,STANDARD
2,0.05469309166073799,298.7329406738281,R_A2,0,1643.2274169921875,2,30,0.0,298.7329406738281,2018-03-01,22,STANDARD
3,0.058447666466236115,298.8521423339844,R_A2,0,1645.005126953125,3,30,0.0,298.8521423339844,2018-03-01,22,STANDARD
4,0.063639797270298,298.9713439941406,R_A2,0,1646.7828369140625,4,30,0.0,298.9713439941406,2018-03-01,22,STANDARD
5,0.06718460470438004,299.090576171875,R_A2,0,1648.5606689453125,5,30,0.0,299.090576171875,2018-03-01,22,STANDARD
6,0.6547530293464661,299.2634582519531,R_A2,0,1650.33837890625,6,30,0.0,299.2634582519531,2018-03-01,22,STANDARD
7,0.8659802675247192,299.517822265625,R_A2,0,1652.1162109375,7,30,0.0,299.517822265625,2018-03-01,22,STANDARD
8,0.6483977437019348,299.6703796386719,R_A2,0,1653.8939208984375,8,30,0.0,299.6703796386719,2018-03-01,22,STANDARD
9,0.2335062175989151,299.8186950683594,R_A2,0,1655.671630859375,9,30,0.0,299.8186950683594,2018-03-01,22,STANDARD
10,0.8898851275444031,300.04913330078125,R_A2,0,1657.4493408203125,10,30,0.0,300.04913330078125,2018-03-01,22,STANDARD
11,0.06981202214956284,299.7998046875,R_A2,0,1659.3624267578125,11,30,0.0,299.7998046875,2018-03-01,22,STANDARD
12,0.06581328064203262,299.89764404296875,R_A2,0,1661.41064453125,12,30,0.0,299.89764404296875,2018-03-01,22,STANDARD
13,0.43122756481170654,300.11553955078125,R_A2,0,1663.458984375,13,30,0.0,300.11553955078125,2018-03-01,22,STANDARD
14,0.4793740510940552,300.25482177734375,R_A2,0,1665.5072021484375,14,30,0.0,300.25482177734375,2018-03-01,22,STANDARD
15,0.9176561236381531,300.40289306640625,R_A2,0,1667.5555419921875,15,30,0.0,300.40289306640625,2018-03-01,22,STANDARD
16,0.9374107122421265,300.5527648925781,R_A2,0,1669.603759765625,16,30,0.0,300.5527648925781,2018-03-01,22,STANDARD
17,0.8780109882354736,300.6990966796875,R_A2,0,1671.652099609375,17,30,0.0,300.6990966796875,2018-03-01,22,STANDARD
18,0.9033195972442627,301.03997802734375,R_A2,0,1673.269287109375,17,29,0.0,301.03997802734375,2018-03-01,22,STANDARD
19,0.9696330428123474,301.16796875,R_A2,0,1675.178955078125,18,29,0.0,301.16796875,2018-03-01,22,STANDARD
20,0.781585693359375,303.12677001953125,R_A2,0,1677.026123046875,25,29,0.0,303.12677001953125,2018-03-01,22,STANDARD
21,0.9999998807907104,303.1592102050781,R_A2,0,1678.796142578125,26,29,-9.517446386553274e-09,303.1592102050781,2018-03-01,22,STANDARD
22,1.0,303.10552978515625,R_A2,0,1680.566162109375,27,29,-1.0819494036589869e-13,303.10552978515625,2018-03-01,22,STANDARD
23,1.0,303.0728454589844,R_A2,0,1682.3360595703125,28,29,-1.7855435012481546e-12,303.0728454589844,2018-03-01,22,STANDARD
24,0.999993085861206,302.6629943847656,R_A2,0,1684.106201171875,29,29,0.0,302.6629943847656,2018-03-01,22,STANDARD
1,1.0,281.6241760253906,R_A5,0,1685.1239013671875,1,20,-2.2406836108768147e-10,281.6241760253906,2018-04-28,31,STANDARD
2,1.0,281.8227844238281,R_A5,0,1687.222412109375,2,20,-2.3722712683138525e-10,281.8227844238281,2018-04-28,31,STANDARD
3,1.0,282.021240234375,R_A5,0,1689.321044921875,3,20,-2.444675850643563e-10,282.021240234375,2018-04-28,31,STANDARD
4,1.0,282.2196044921875,R_A5,0,1691.419677734375,4,20,-2.04775807421953e-10,282.2196044921875,2018-04-28,31,STANDARD
5,1.0,282.4179992675781,R_A5,0,1693.5181884765625,5,20,-8.93706358917612e-11,282.4179992675781,2018-04-28,31,STANDARD
6,1.0,282.61669921875,R_A5,0,1695.61669921875,6,20,-1.1360987151043389e-10,282.61669921875,2018-04-28,31,STANDARD
7,1.0,283.17449951171875,R_A5,0,1697.71533203125,7,20,-2.2411248204456946e-12,283.17449951171875,2018-04-28,31,STANDARD
8,1.0,283.42864990234375,R_A5,0,1699.8138427734375,8,20,-2.352458939453017e-12,283.42864990234375,2018-04-28,31,STANDARD
9,1.0,282.7707824707031,R_A5,0,1696.5408935546875,9,21,-2.6547836845525197e-11,282.7707824707031,2018-04-28,31,STANDARD
10,1.0,278.1017761230469,R_A5,0,1701.03173828125,11,21,-9.428400768451972e-12,278.1017761230469,2018-04-28,31,STANDARD
11,1.0,278.33685302734375,R_A5,0,1703.067138671875,12,21,-1.9801920519979532e-11,278.33685302734375,2018-04-28,31,STANDARD
12,1.0,278.5438537597656,R_A5,0,1705.1025390625,13,21,-1.1007227030887523e-12,278.5438537597656,2018-04-28,31,STANDARD
13,1.0,278.73974609375,R_A5,0,1707.137939453125,14,21,-1.871002918568676e-12,278.73974609375,2018-04-28,31,STANDARD
14,1.0,278.9345703125,R_A5,0,1709.17333984375,15,21,-7.230874427867351e-13,278.9345703125,2018-04-28,31,STANDARD
15,1.0,279.28173828125,R_A5,0,1711.208740234375,16,21,-9.78353886077997e-14,279.28173828125,2018-04-28,31,STANDARD
16,1.0,279.4808654785156,R_A5,0,1713.1956787109375,17,21,-1.3066414270013205e-13,279.4808654785156,2018-04-28,31,STANDARD
17,1.0,279.60736083984375,R_A5,0,1714.4967041015625,18,21,-6.126140718841488e-14,279.60736083984375,2018-04-28,31,STANDARD
18,1.0,279.65777587890625,R_A5,0,1715.02099609375,19,21,0.0,279.65777587890625,2018-04-28,31,STANDARD
19,1.0,282.7172546386719,R_A5,0,1716.3201904296875,25,21,-4.911401688990902e-13,282.7172546386719,2018-04-28,31,STANDARD
20,1.0,282.9136657714844,R_A5,0,1718.533447265625,26,21,-4.936714557111921e-13,282.9136657714844,2018-04-28,31,STANDARD
21,1.0,290.1091613769531,R_A5,0,1720.74658203125,27,21,-1.1572526895785644e-19,290.1091613769531,2018-04-28,31,STANDARD
22,1.0,285.6384582519531,R_A5,0,1722.959716796875,28,21,-1.8149495522392173e-19,285.6384582519531,2018-04-28,31,STANDARD
23,1.0,287.204833984375,R_A5,0,1725.1729736328125,29,21,-4.411783629805485e-20,287.204833984375,2018-04-28,31,STANDARD
1,0.6492903828620911,282.19061279296875,R_A3,0,1608.732666015625,1,41,0.0,282.19061279296875,2018-07-03,28,STANDARD
2,0.1933649778366089,282.31805419921875,R_A3,0,1610.7373046875,2,41,0.0,282.31805419921875,2018-07-03,28,STANDARD
3,0.11925273388624191,282.4518127441406,R_A3,0,1612.741943359375,3,41,0.0,282.4518127441406,2018-07-03,28,STANDARD
4,0.1343127191066742,281.96746826171875,R_A3,0,1606.0064697265625,4,41,0.0,281.96746826171875,2018-07-03,29,STANDARD
5,0.8067671060562134,282.1695251464844,R_A3,0,1608.090087890625,5,41,0.0,282.1695251464844,2018-07-03,29,STANDARD
6,0.6495234370231628,282.2530517578125,R_A3,0,1610.173828125,6,41,0.0,282.2530517578125,2018-07-03,29,STANDARD
7,0.16631436347961426,282.3975830078125,R_A3,0,1612.257568359375,7,41,0.0,282.3975830078125,2018-07-03,29,STANDARD
8,0.19815385341644287,282.53680419921875,R_A3,0,1614.3411865234375,8,41,0.0,282.53680419921875,2018-07-03,29,STANDARD
9,0.7953889966011047,282.7651062011719,R_A3,0,1616.4249267578125,9,41,0.0,282.7651062011719,2018-07-03,29,STANDARD
10,0.7966737747192383,284.42864990234375,R_A3,0,1618.5086669921875,10,41,0.0,284.42864990234375,2018-07-03,29,STANDARD
11,0.0492716059088707,294.1335754394531,R_A3,0,1620.696533203125,11,41,0.0,294.1335754394531,2018-07-03,29,STANDARD
12,0.053138114511966705,294.28704833984375,R_A3,0,1622.98876953125,12,41,0.0,294.28704833984375,2018-07-03,29,STANDARD
13,0.36682048439979553,294.44110107421875,R_A3,0,1625.2808837890625,13,41,0.0,294.44110107421875,2018-07-03,29,STANDARD
14,0.24056577682495117,294.6352844238281,R_A3,0,1627.5731201171875,14,41,0.0,294.6352844238281,2018-07-03,29,STANDARD
15,0.49082309007644653,294.9595947265625,R_A3,0,1629.865234375,15,41,0.0,294.9595947265625,2018-07-03,29,STANDARD
16,0.8007498383522034,295.0931701660156,R_A3,0,1631.77001953125,16,41,0.0,295.0931701660156,2018-07-03,29,STANDARD
17,1.0,288.04052734375,R_A3,0,1634.3048095703125,25,41,-1.1637833058353309e-10,288.04052734375,2018-07-03,29,STANDARD
18,0.04510364681482315,286.1566467285156,R_A3,0,1637.8568115234375,26,41,0.0,286.1566467285156,2018-07-03,29,STANDARD
19,0.04778461903333664,286.3940124511719,R_A3,0,1641.4088134765625,27,41,0.0,286.3940124511719,2018-07-03,29,STANDARD
20,0.683061420917511,286.6146240234375,R_A3,0,1644.9608154296875,28,41,0.0,286.6146240234375,2018-07-03,29,STANDARD
21,0.059316523373126984,286.7941589355469,R_A3,0,1648.5126953125,29,41,0.0,286.7941589355469,2018-07-03,29,STANDARD
1,0.05251406505703926,280.3364562988281,R_A4,0,1633.6351318359375,1,52,0.0,280.3364562988281,2018-09-12,30,STANDARD
2,0.04920429736375809,280.0255126953125,R_A4,0,1627.49365234375,1,52,0.0,280.0255126953125,2018-09-12,31,STANDARD
3,0.04940542206168175,280.1623229980469,R_A4,0,1629.5452880859375,2,52,0.0,280.1623229980469,2018-09-12,31,STANDARD
4,0.05113932117819786,280.2991027832031,R_A4,0,1631.5970458984375,3,52,0.0,280.2991027832031,2018-09-12,31,STANDARD
5,0.05126054957509041,280.4358825683594,R_A4,0,1633.6488037109375,4,52,0.0,280.4358825683594,2018-09-12,31,STANDARD
6,0.05164514109492302,280.42559814453125,R_A4,0,1632.376220703125,4,52,0.0,280.42559814453125,2018-09-12,32,STANDARD
7,0.30063891410827637,280.5647277832031,R_A4,0,1634.2335205078125,5,52,0.0,280.5647277832031,2018-09-12,32,STANDARD
8,0.23392434418201447,280.6785888671875,R_A4,0,1637.63134765625,5,51,0.0,280.6785888671875,2018-09-12,32,STANDARD
9,0.056525543332099915,280.5568542480469,R_A4,0,1635.8056640625,4,51,0.0,280.5568542480469,2018-09-12,32,STANDARD
10,0.05671387165784836,280.6883850097656,R_A4,0,1636.6854248046875,4,51,0.0,280.6883850097656,2018-09-12,33,STANDARD
11,0.06129180267453194,280.9829406738281,R_A4,0,1641.9605712890625,4,50,0.0,280.9829406738281,2018-09-12,33,STANDARD
12,0.059839099645614624,280.92034912109375,R_A4,0,1640.0655517578125,4,50,0.0,280.92034912109375,2018-09-12,34,STANDARD
13,0.0614454410970211,280.94866943359375,R_A4,0,1640.061767578125,4,50,0.0,280.94866943359375,2018-09-12,35,STANDARD
14,0.18234564363956451,280.8290710449219,R_A4,0,1638.265869140625,3,50,0.0,280.8290710449219,2018-09-12,35,STANDARD
15,0.18484871089458466,281.0934143066406,R_A4,0,1642.9521484375,3,49,0.0,281.0934143066406,2018-09-12,35,STANDARD
16,0.22183915972709656,278.2230224609375,R_A4,0,1642.8551025390625,28,49,0.0,278.2230224609375,2018-09-12,36,STANDARD
17,0.05590061843395233,277.6997375488281,R_A4,0,1641.9095458984375,28,48,0.0,277.6997375488281,2018-09-12,36,STANDARD
18,0.698853075504303,278.5401611328125,R_A4,0,1648.943359375,28,48,0.0,278.5401611328125,2018-09-12,37,STANDARD
19,0.8441799879074097,281.2939453125,R_A4,0,1654.266357421875,28,48,0.0,281.2939453125,2018-09-12,38,STANDARD
20,1.0,287.4414978027344,R_A4,0,1660.53466796875,28,47,-6.7129973455037906e-12,287.4414978027344,2018-09-12,38,STANDARD
1,1.0,275.8574523925781,R_A6,0,1694.067626953125,1,42,-2.246121691418246e-12,275.8574523925781,2018-11-07,17,STANDARD
2,1.0,276.0005798339844,R_A6,0,1695.59765625,2,42,-1.1447122546734412e-12,276.0005798339844,2018-11-07,17,STANDARD
3,1.0,276.14056396484375,R_A6,0,1697.127685546875,3,42,-9.055761240710225e-13,276.14056396484375,2018-11-07,17,STANDARD
4,1.0,276.2767028808594,R_A6,0,1698.65771484375,4,42,-6.865664720773212e-13,276.2767028808594,2018-11-07,17,STANDARD
5,1.0,276.41131591796875,R_A6,0,1700.187744140625,5,42,-9.841904851856653e-13,276.41131591796875,2018-11-07,17,STANDARD
6,1.0,276.5494079589844,R_A6,0,1701.7178955078125,6,42,-5.335729774680331e-11,276.5494079589844,2018-11-07,17,STANDARD
7,1.0,276.3972473144531,R_A6,0,1703.2479248046875,7,42,-9.722631727493436e-11,276.3972473144531,2018-11-07,17,STANDARD
8,1.0,276.5422058105469,R_A6,0,1704.7779541015625,8,42,-8.138267143520395e-11,276.5422058105469,2018-11-07,17,STANDARD
9,1.0,276.9996643066406,R_A6,0,1706.3079833984375,9,42,-2.454095607284934e-11,276.9996643066406,2018-11-07,17,STANDARD
10,1.0,276.8951110839844,R_A6,0,1707.8380126953125,10,42,-5.40839872886778e-10,276.8951110839844,2018-11-07,17,STANDARD
11,1.0,281.6054992675781,R_A6,0,1709.737060546875,11,42,5.078421017046253e-10,281.6054992675781,2018-11-07,17,STANDARD
12,1.0,281.82025146484375,R_A6,0,1712.0048828125,12,42,2.5713298157370446e-10,281.82025146484375,2018-11-07,17,STANDARD
13,1.0,282.0469665527344,R_A6,0,1714.2725830078125,13,42,2.0163542710505133e-11,282.0469665527344,2018-11-07,17,STANDARD
14,1.0,282.26177978515625,R_A6,0,1716.5404052734375,14,42,1.6470810826341165e-11,282.26177978515625,2018-11-07,17,STANDARD
15,1.0,282.47698974609375,R_A6,0,1718.8082275390625,15,42,1.1381306487534548e-11,282.47698974609375,2018-11-07,17,STANDARD
