DATE,CONIPOS,WELL,SWAT,DEPTH,SGAS,WELLMODEL,CONKPOS,CONIDX,DRAWDOWN,PRESSURE,CONBPRES,CONJPOS
2018-11-07,17,R_A6,1.0,1709.0634765625,-6.413357936611463e-18,STANDARD,10,10,0,277.22314453125,277.22314453125,42
2018-11-07,17,R_A6,1.0,1710.98291015625,-9.58102846148089e-22,STANDARD,11,11,0,279.9775695800781,279.9775695800781,42
2018-11-07,17,R_A6,1.0,1713.2784423828125,-3.924664792573187e-22,STANDARD,12,12,0,280.1740417480469,280.1740417480469,42
2018-11-07,17,R_A6,1.0,1715.573974609375,-4.642562547550903e-23,STANDARD,13,13,0,280.4086608886719,280.4086608886719,42
2018-11-07,17,R_A6,1.0,1717.869384765625,-3.51951586596239e-23,STANDARD,14,14,0,280.6259460449219,280.6259460449219,42
2018-11-07,17,R_A6,1.0,1720.1649169921875,-2.2599577513584668e-23,STANDARD,15,15,0,280.842529296875,280.842529296875,42
2018-11-07,17,R_A6,1.0,1722.46044921875,-5.604055248915584e-24,STANDARD,16,16,0,281.20123291015625,281.20123291015625,42
2018-11-07,17,R_A6,1.0,1724.7559814453125,-9.83189373929699e-24,STANDARD,17,17,0,281.4141845703125,281.4141845703125,42
2018-11-07,17,R_A6,1.0,1726.3203125,-7.80113226643016e-24,STANDARD,18,18,0,281.56011962890625,281.56011962890625,42
2018-11-07,17,R_A6,1.0,1727.597412109375,-8.364974511186968e-22,STANDARD,27,19,0,281.5146484375,281.5146484375,42
2018-11-07,17,R_A6,1.0,1729.318359375,-1.78035064204101e-22,STANDARD,28,20,0,281.6025695800781,281.6025695800781,42
2018-11-07,17,R_A6,1.0,1731.039306640625,-2.6287090033314297e-28,STANDARD,29,21,0,282.75994873046875,282.75994873046875,42
2018-11-07,17,R_A6,1.0,1732.76025390625,-2.1282740124123582e-29,STANDARD,30,22,0,283.1918029785156,283.1918029785156,42
2018-11-07,17,R_A6,1.0,1734.481201171875,-4.6865666287937604e-24,STANDARD,31,23,0,282.2935791015625,282.2935791015625,42
