DEPTH,WELL,CONBPRES,CONJPOS,DATE,WELLMODEL,CONIDX,SWAT,DRAWDOWN,CONIPOS,CONKPOS,PRESSURE,SGAS
1705.410400390625,R_A6,276.1715393066406,42,2018-11-07,STANDARD,7,1.0,0,17,7,276.1715393066406,-7.505147075849753e-16
1706.97265625,R_A6,276.33209228515625,42,2018-11-07,STANDARD,8,1.0,0,17,8,276.33209228515625,-1.6028501075588672e-16
1708.534912109375,R_A6,276.8388671875,42,2018-11-07,STANDARD,9,1.0,0,17,9,276.8388671875,-1.6926957525419678e-17
1710.09716796875,R_A6,276.7389831542969,42,2018-11-07,STANDARD,10,1.0,0,17,10,276.7389831542969,-3.490629128382076e-15
1711.9971923828125,R_A6,277.123291015625,42,2018-11-07,STANDARD,11,1.0,0,17,11,277.123291015625,-2.3828038422723597e-15
1714.2349853515625,R_A6,277.3467102050781,42,2018-11-07,STANDARD,12,1.0,0,17,12,277.3467102050781,-8.757766926820198e-16
1716.4727783203125,R_A6,277.62518310546875,42,2018-11-07,STANDARD,13,1.0,0,17,13,277.62518310546875,-6.598678488431108e-17
1718.7105712890625,R_A6,277.837646484375,42,2018-11-07,STANDARD,14,1.0,0,17,14,277.837646484375,-2.0249785059437043e-17
1720.9483642578125,R_A6,278.05084228515625,42,2018-11-07,STANDARD,15,1.0,0,17,15,278.05084228515625,-1.4047976910124792e-17
1723.1861572265625,R_A6,278.4100036621094,42,2018-11-07,STANDARD,16,1.0,0,17,16,278.4100036621094,-4.377764883611356e-18
1725.4239501953125,R_A6,278.6240539550781,42,2018-11-07,STANDARD,17,1.0,0,17,17,278.6240539550781,-2.570529100776925e-18
1727.2852783203125,R_A6,278.80126953125,42,2018-11-07,STANDARD,18,1.0,0,17,18,278.80126953125,-6.513501384650808e-18
1728.899169921875,R_A6,280.957275390625,42,2018-11-07,STANDARD,19,1.0,0,17,27,280.957275390625,1.891679549642672e-18
1730.642333984375,R_A6,281.4679260253906,42,2018-11-07,STANDARD,20,1.0,0,17,28,281.4679260253906,8.251729935075732e-19
1732.385498046875,R_A6,282.2387390136719,42,2018-11-07,STANDARD,21,1.0,0,17,29,282.2387390136719,4.32006658539351e-24
1734.1285400390625,R_A6,282.1263427734375,42,2018-11-07,STANDARD,22,1.0,0,17,30,282.1263427734375,3.4316284938584824e-22
1735.8717041015625,R_A6,280.6878356933594,42,2018-11-07,STANDARD,23,1.0,0,17,31,280.6878356933594,3.6211557914093566e-25
