CONBPRES,DEPTH,SWAT,CONKPOS,WELL,CONIDX,DRAWDOWN,SGAS,WELLMODEL,PRESSURE,DATE,CONJPOS,CONIPOS
276.0175476074219,1717.9068603515625,1.0,14,R_A6,14,0,-4.442147824844931e-16,STANDARD,276.0175476074219,2018-11-07,42,17
276.2602844238281,1720.190673828125,1.0,15,R_A6,15,0,-2.930932520846892e-16,STANDARD,276.2602844238281,2018-11-07,42,17
276.6697998046875,1722.474365234375,1.0,16,R_A6,16,0,-1.2322384680929958e-17,STANDARD,276.6697998046875,2018-11-07,42,17
276.9158935546875,1724.7581787109375,1.0,17,R_A6,17,0,-6.694757170940368e-17,STANDARD,276.9158935546875,2018-11-07,42,17
277.0793762207031,1726.394287109375,1.0,18,R_A6,18,0,-6.889550264262725e-17,STANDARD,277.0793762207031,2018-11-07,42,17
277.0758056640625,1727.7508544921875,1.0,27,R_A6,19,0,-1.441564017679378e-14,STANDARD,277.0758056640625,2018-11-07,42,17
277.6347961425781,1729.4755859375,1.0,28,R_A6,20,0,-6.789456963220836e-15,STANDARD,277.6347961425781,2018-11-07,42,17
278.682861328125,1731.2001953125,1.0,29,R_A6,21,0,4.371757458563295e-20,STANDARD,278.682861328125,2018-11-07,42,17
279.1510009765625,1732.9249267578125,1.0,30,R_A6,22,0,3.167270041821568e-20,STANDARD,279.1510009765625,2018-11-07,42,17
278.5227966308594,1734.649658203125,1.0,31,R_A6,23,0,7.091050799736153e-17,STANDARD,278.5227966308594,2018-11-07,42,17
