DRAWDOWN,CONIPOS,DATE,WELL,DEPTH,CONIDX,PRESSURE,SWAT,WELLMODEL,CONJPOS,CONBPRES,SGAS,CONKPOS
0,17,2018-11-07,R_A6,1717.9068603515625,14,276.85015869140625,1.0,STANDARD,42,276.85015869140625,-1.8887679979635774e-17,14
0,17,2018-11-07,R_A6,1720.190673828125,15,277.070068359375,1.0,STANDARD,42,277.070068359375,-1.512654598263881e-17,15
0,17,2018-11-07,R_A6,1722.474365234375,16,277.4438781738281,1.0,STANDARD,42,277.4438781738281,1.434916722643061e-18,16
0,17,2018-11-07,R_A6,1724.7581787109375,17,277.6725769042969,1.0,STANDARD,42,277.6725769042969,-4.924996557603468e-18,17
0,17,2018-11-07,R_A6,1726.394287109375,18,277.8318176269531,1.0,STANDARD,42,277.8318176269531,-5.282668627290785e-18,18
0,17,2018-11-07,R_A6,1727.7508544921875,19,278.5160217285156,1.0,STANDARD,42,278.5160217285156,-1.2997122524034363e-17,27
0,17,2018-11-07,R_A6,1729.4755859375,20,279.10107421875,1.0,STANDARD,42,279.10107421875,-1.7274810134055378e-17,28
0,17,2018-11-07,R_A6,1731.2001953125,21,279.3238830566406,1.0,STANDARD,42,279.3238830566406,-8.350864739755645e-18,29
0,17,2018-11-07,R_A6,1732.9249267578125,22,279.7162170410156,1.0,STANDARD,42,279.7162170410156,-5.056289168991839e-24,30
0,17,2018-11-07,R_A6,1734.649658203125,23,278.9287109375,1.0,STANDARD,42,278.9287109375,5.135656815551456e-19,31
