WELLMODEL,DATE,SGAS,WELL,PRESSURE,CONBPRES,CONIPOS,DEPTH,CONIDX,SWAT,CONKPOS,DRAWDOWN,CONJPOS
STANDARD,2018-11-07,1.1125943916168168e-11,R_A6,275.333984375,275.333984375,17,1701.6263427734375,6,1.0,6,0,42
STANDARD,2018-11-07,2.0832403510584463e-11,R_A6,275.4788513183594,275.4788513183594,17,1703.1561279296875,7,1.0,7,0,42
STANDARD,2018-11-07,1.327908356191232e-11,R_A6,275.6395263671875,275.6395263671875,17,1704.6859130859375,8,1.0,8,0,42
STANDARD,2018-11-07,7.565388745155166e-13,R_A6,276.1533203125,276.1533203125,17,1706.215576171875,9,1.0,9,0,42
STANDARD,2018-11-07,1.6477615170755466e-13,R_A6,276.23577880859375,276.23577880859375,17,1707.745361328125,10,1.0,10,0,42
STANDARD,2018-11-07,2.2382525000086417e-10,R_A6,277.8379211425781,277.8379211425781,17,1709.6478271484375,11,1.0,11,0,42
STANDARD,2018-11-07,8.89252491087511e-11,R_A6,278.05328369140625,278.05328369140625,17,1711.9227294921875,12,1.0,12,0,42
STANDARD,2018-11-07,8.529466195839053e-12,R_A6,278.28070068359375,278.28070068359375,17,1714.19775390625,13,1.0,13,0,42
STANDARD,2018-11-07,7.169043136912023e-12,R_A6,278.4962463378906,278.4962463378906,17,1716.47265625,14,1.0,14,0,42
STANDARD,2018-11-07,4.111436885390063e-12,R_A6,278.7136535644531,278.7136535644531,17,1718.74755859375,15,1.0,15,0,42
STANDARD,2018-11-07,1.1335025799918963e-12,R_A6,279.0793762207031,279.0793762207031,17,1721.0225830078125,16,1.0,16,0,42
STANDARD,2018-11-07,1.187301992833234e-12,R_A6,279.2997131347656,279.2997131347656,17,1723.2974853515625,17,1.0,17,0,42
STANDARD,2018-11-07,5.877841616208634e-13,R_A6,279.44830322265625,279.44830322265625,17,1724.8514404296875,18,1.0,18,0,42
STANDARD,2018-11-07,3.56959219127706e-11,R_A6,280.2120361328125,280.2120361328125,17,1726.1197509765625,19,1.0,26,0,42
STANDARD,2018-11-07,1.1691586934703402e-11,R_A6,280.71307373046875,280.71307373046875,17,1727.823486328125,20,1.0,27,0,42
STANDARD,2018-11-07,-2.819063342138217e-12,R_A6,280.915283203125,280.915283203125,17,1729.52734375,21,1.0,28,0,42
STANDARD,2018-11-07,-3.8323294323194023e-17,R_A6,281.0072937011719,281.0072937011719,17,1731.2310791015625,22,1.0,29,0,42
STANDARD,2018-11-07,-2.643075688868457e-11,R_A6,280.7491455078125,280.7491455078125,17,1732.934814453125,23,1.0,30,0,42
