DEPTH,CONKPOS,CONJPOS,PRESSURE,DATE,SGAS,CONIPOS,CONIDX,CONBPRES,DRAWDOWN,WELLMODEL,WELL,SWAT
1712.718994140625,12,42,279.30645751953125,2018-11-07,6.102205871681698e-13,17,12,279.30645751953125,0,STANDARD,R_A6,1.0
1715.056884765625,13,42,279.5398254394531,2018-11-07,4.059837725332513e-14,17,13,279.5398254394531,0,STANDARD,R_A6,1.0
1717.3948974609375,14,42,279.76123046875,2018-11-07,3.115781897354737e-14,17,14,279.76123046875,0,STANDARD,R_A6,1.0
1719.7327880859375,15,42,279.9834289550781,2018-11-07,2.353084801933348e-14,17,15,279.9834289550781,0,STANDARD,R_A6,1.0
1722.07080078125,16,42,280.3533935546875,2018-11-07,4.015076353938154e-15,17,16,280.3533935546875,0,STANDARD,R_A6,1.0
1724.40869140625,17,42,280.57806396484375,2018-11-07,6.823964238459029e-15,17,17,280.57806396484375,0,STANDARD,R_A6,1.0
1725.8426513671875,18,42,280.71392822265625,2018-11-07,1.0750615011385044e-14,17,18,280.71392822265625,0,STANDARD,R_A6,1.0
1726.9666748046875,25,42,282.0400390625,2018-11-07,-1.3306925717847685e-14,17,19,282.0400390625,0,STANDARD,R_A6,1.0
1728.6844482421875,26,42,282.20904541015625,2018-11-07,-6.364935908518242e-15,17,20,282.20904541015625,0,STANDARD,R_A6,1.0
1730.4022216796875,27,42,282.76458740234375,2018-11-07,-2.0871452979673516e-15,17,21,282.76458740234375,0,STANDARD,R_A6,1.0
1732.1199951171875,28,42,283.2627868652344,2018-11-07,-1.117814135649746e-21,17,22,283.2627868652344,0,STANDARD,R_A6,1.0
1733.837646484375,29,42,282.5951843261719,2018-11-07,3.769675464002186e-18,17,23,282.5951843261719,0,STANDARD,R_A6,1.0
