WELL,CONBPRES,CONIPOS,DATE,SWAT,CONKPOS,PRESSURE,DRAWDOWN,SGAS,CONIDX,WELLMODEL,DEPTH,CONJPOS
R_A6,277.50384521484375,17,2018-11-07,1.0,7,277.50384521484375,0,-3.000920345552771e-11,7,STANDARD,1703.595458984375,42
R_A6,277.6700439453125,17,2018-11-07,1.0,8,277.6700439453125,0,-2.0864917432694696e-11,8,STANDARD,1705.12841796875,42
R_A6,278.2030029296875,17,2018-11-07,1.0,9,278.2030029296875,0,-1.146781129258978e-12,9,STANDARD,1706.661376953125,42
R_A6,278.2695007324219,17,2018-11-07,1.0,10,278.2695007324219,0,-4.0126940398926836e-13,10,STANDARD,1708.1944580078125,42
R_A6,278.7182312011719,17,2018-11-07,1.0,11,278.7182312011719,0,-4.831516298153815e-10,11,STANDARD,1710.11572265625,42
R_A6,278.93682861328125,17,2018-11-07,1.0,12,278.93682861328125,0,-1.7402419782985845e-10,12,STANDARD,1712.425048828125,42
R_A6,279.16748046875,17,2018-11-07,1.0,13,279.16748046875,0,-1.750951467149875e-11,13,STANDARD,1714.7342529296875,42
R_A6,279.3861999511719,17,2018-11-07,1.0,14,279.3861999511719,0,-1.1737841601466847e-11,14,STANDARD,1717.0435791015625,42
R_A6,279.6053161621094,17,2018-11-07,1.0,15,279.6053161621094,0,-7.32276045356528e-12,15,STANDARD,1719.35302734375,42
R_A6,279.9696960449219,17,2018-11-07,1.0,16,279.9696960449219,0,-2.7271331894118678e-12,16,STANDARD,1721.662353515625,42
R_A6,280.1888732910156,17,2018-11-07,1.0,17,280.1888732910156,0,-4.119641693750564e-12,17,STANDARD,1723.9716796875,42
R_A6,280.3281555175781,17,2018-11-07,1.0,18,280.3281555175781,0,-4.5274062276945415e-12,18,STANDARD,1725.441650390625,42
R_A6,281.7054138183594,17,2018-11-07,1.0,26,281.7054138183594,0,6.751960508711782e-14,19,STANDARD,1726.610595703125,42
R_A6,282.16802978515625,17,2018-11-07,1.0,27,282.16802978515625,0,-1.1941133371278119e-14,20,STANDARD,1728.3177490234375,42
R_A6,283.157470703125,17,2018-11-07,1.0,28,283.157470703125,0,-3.0845645821459097e-20,21,STANDARD,1730.02490234375,42
R_A6,283.369384765625,17,2018-11-07,1.0,29,283.369384765625,0,-2.1697146184483385e-20,22,STANDARD,1731.7320556640625,42
R_A6,282.4092712402344,17,2018-11-07,1.0,30,282.4092712402344,0,-6.463833357857286e-16,23,STANDARD,1733.4393310546875,42
