CONJPOS,SGAS,DRAWDOWN,CONIDX,PRESSURE,CONKPOS,SWAT,DEPTH,WELL,CONIPOS,CONBPRES,DATE,WELLMODEL
42,8.212113281058642e-12,0,11,281.2844543457031,11,1.0,1711.300048828125,R_A6,17,281.2844543457031,2018-11-07,STANDARD
42,4.107301738304203e-12,0,12,281.5021667480469,12,1.0,1713.6396484375,R_A6,17,281.5021667480469,2018-11-07,STANDARD
42,3.3204816392122527e-13,0,13,281.7576904296875,13,1.0,1715.9793701171875,R_A6,17,281.7576904296875,2018-11-07,STANDARD
42,1.7348790589885588e-13,0,14,281.97930908203125,14,1.0,1718.319091796875,R_A6,17,281.97930908203125,2018-11-07,STANDARD
42,1.21653162261752e-13,0,15,282.2015075683594,15,1.0,1720.6588134765625,R_A6,17,282.2015075683594,2018-11-07,STANDARD
42,4.812574560327139e-14,0,16,282.569091796875,16,1.0,1722.99853515625,R_A6,17,282.569091796875,2018-11-07,STANDARD
42,5.0631936523212046e-14,0,17,282.79150390625,17,1.0,1725.338134765625,R_A6,17,282.79150390625,2018-11-07,STANDARD
42,7.533592348042684e-14,0,18,282.9341125488281,18,1.0,1726.8428955078125,R_A6,17,282.9341125488281,2018-11-07,STANDARD
42,-7.0394540789217325e-15,0,19,283.7521057128906,27,1.0,1728.044189453125,R_A6,17,283.7521057128906,2018-11-07,STANDARD
42,-7.325210411026644e-18,0,20,284.4212951660156,28,1.0,1729.777099609375,R_A6,17,284.4212951660156,2018-11-07,STANDARD
42,2.1128708313771798e-20,0,21,285.67779541015625,29,1.0,1731.510009765625,R_A6,17,285.67779541015625,2018-11-07,STANDARD
42,2.5982104527911808e-21,0,22,285.74163818359375,30,1.0,1733.2427978515625,R_A6,17,285.74163818359375,2018-11-07,STANDARD
42,3.433796393994865e-16,0,23,284.5134582519531,31,1.0,1734.9755859375,R_A6,17,284.5134582519531,2018-11-07,STANDARD
