PROPERTY,ZONE,REGION,FACIES,Avg,Avg_Weighted,Max,Min,P10,P90,Stddev,SOURCE,ID,REAL,ENSEMBLE
PORO,LowerReek,IronIslands,Crevasse,0.20776826,,0.3686642,0.06257701,0.14106248,0.27368817,0.05066597,geogrid,geogrid,9,iter-3
SW,LowerReek,IronIslands,Crevasse,0.5489007,,1.0,0.05485888,0.10548574,1.0,0.41463974,geogrid,geogrid,9,iter-3
PERM,LowerReek,North,Background,9.384134,,100.0,0.047734488,0.9350838,22.264214,13.349435,geogrid,geogrid,9,iter-3
PORO,LowerReek,North,Background,0.09211021,,0.26758435,0.0,0.026830079,0.15427123,0.04794884,geogrid,geogrid,9,iter-3
SW,LowerReek,North,Background,0.9946325,,1.0,0.0,1.0,1.0,0.060536742,geogrid,geogrid,9,iter-3
PERM,LowerReek,North,Channel,3234.5854,,10000.0,24.479736,480.29742,9490.204,3021.0598,geogrid,geogrid,9,iter-3
PORO,LowerReek,North,Channel,0.2511193,,0.42471755,0.07056601,0.18817833,0.31408426,0.04931793,geogrid,geogrid,9,iter-3
SW,LowerReek,North,Channel,0.9890587,,1.0,0.02580582,1.0,1.0,0.10106864,geogrid,geogrid,9,iter-3
PERM,LowerReek,North,Crevasse,158.94585,,1000.0,1.17799,22.071592,371.47784,185.81396,geogrid,geogrid,9,iter-3
PORO,LowerReek,North,Crevasse,0.20056047,,0.3591294,0.0,0.13750006,0.26141438,0.04823403,geogrid,geogrid,9,iter-3
SW,LowerReek,North,Crevasse,0.9978531,,1.0,0.0992161,1.0,1.0,0.042250626,geogrid,geogrid,9,iter-3
PERM,LowerReek,Reach,Background,13.096075,,100.0,0.1659501,1.6764594,32.029133,17.0677,geogrid,geogrid,9,iter-3
PORO,LowerReek,Reach,Background,0.11357074,,0.31641746,0.0,0.049490977,0.17960289,0.050493818,geogrid,geogrid,9,iter-3
SW,LowerReek,Reach,Background,0.93125373,,1.0,0.0,0.65614694,1.0,0.16148077,geogrid,geogrid,9,iter-3
PERM,LowerReek,Reach,Channel,3151.8074,,10000.0,34.687397,482.36893,8549.815,2915.7456,geogrid,geogrid,9,iter-3
PORO,LowerReek,Reach,Channel,0.25205153,,0.44442448,0.040664613,0.18929136,0.31368932,0.048591696,geogrid,geogrid,9,iter-3
SW,LowerReek,Reach,Channel,0.57706183,,1.0,0.022590697,0.05725246,1.0,0.4410779,geogrid,geogrid,9,iter-3
PERM,LowerReek,Reach,Crevasse,182.36378,,1000.0,2.287952,23.649557,440.05652,217.08856,geogrid,geogrid,9,iter-3
PORO,LowerReek,Reach,Crevasse,0.20080176,,0.3924328,0.03602691,0.13545823,0.2643015,0.050143186,geogrid,geogrid,9,iter-3
SW,LowerReek,Reach,Crevasse,0.63239104,,1.0,0.05994763,0.16780733,1.0,0.3654994,geogrid,geogrid,9,iter-3
PERM,LowerReek,Stormlands,Background,4.5497084,,39.827244,0.52561575,1.0432731,9.459821,5.202342,geogrid,geogrid,9,iter-3
PORO,LowerReek,Stormlands,Background,0.07401204,,0.18836,0.0,0.01661603,0.12775117,0.04121208,geogrid,geogrid,9,iter-3
SW,LowerReek,Stormlands,Background,0.3249372,,0.5163317,0.0,0.23404747,0.42993298,0.099517174,geogrid,geogrid,9,iter-3
PERM,LowerReek,Stormlands,Channel,2848.9724,,10000.0,76.19398,524.29407,7220.133,2637.0051,geogrid,geogrid,9,iter-3
PORO,LowerReek,Stormlands,Channel,0.25211146,,0.4183726,0.13180247,0.19473149,0.30853388,0.044523735,geogrid,geogrid,9,iter-3
SW,LowerReek,Stormlands,Channel,0.04464116,,0.1692189,0.019387003,0.027259385,0.066050194,0.01637419,geogrid,geogrid,9,iter-3
PERM,LowerReek,Stormlands,Crevasse,173.94272,,1000.0,9.159797,23.654858,385.396,218.85063,geogrid,geogrid,9,iter-3
PORO,LowerReek,Stormlands,Crevasse,0.2021377,,0.3404495,0.08250485,0.1420162,0.2647373,0.04938668,geogrid,geogrid,9,iter-3
SW,LowerReek,Stormlands,Crevasse,0.117963314,,0.2689682,0.0525367,0.07469052,0.16710638,0.038827766,geogrid,geogrid,9,iter-3
PERM,LowerReek,Vale,Background,7.393,,100.0,0.13385633,1.0364083,16.950323,11.603813,geogrid,geogrid,9,iter-3
PORO,LowerReek,Vale,Background,0.08094971,,0.21934873,0.0,0.023147216,0.14540672,0.045149244,geogrid,geogrid,9,iter-3
SW,LowerReek,Vale,Background,0.46044984,,1.0,0.0,0.23912798,1.0,0.2681772,geogrid,geogrid,9,iter-3
PERM,LowerReek,Vale,Channel,3688.0825,,10000.0,43.51806,596.3214,10000.0,3207.871,geogrid,geogrid,9,iter-3
PORO,LowerReek,Vale,Channel,0.26175165,,0.46411884,0.0900214,0.19551075,0.3262031,0.050182186,geogrid,geogrid,9,iter-3
SW,LowerReek,Vale,Channel,0.86443347,,1.0,0.022300763,0.060807213,1.0,0.32955542,geogrid,geogrid,9,iter-3
PERM,LowerReek,Vale,Crevasse,188.0551,,1000.0,3.3589888,24.972466,445.5221,213.21922,geogrid,geogrid,9,iter-3
PORO,LowerReek,Vale,Crevasse,0.20484653,,0.35599434,0.02330923,0.14208,0.26478016,0.048501756,geogrid,geogrid,9,iter-3
SW,LowerReek,Vale,Crevasse,0.8354681,,1.0,0.056340758,0.17969963,1.0,0.3192892,geogrid,geogrid,9,iter-3
PERM,LowerReek,Westerlands,Background,8.121416,,100.0,0.04611679,0.8499714,19.249557,10.254139,geogrid,geogrid,9,iter-3
PORO,LowerReek,Westerlands,Background,0.09196972,,0.2452139,0.0,0.024254307,0.15409356,0.048462264,geogrid,geogrid,9,iter-3
SW,LowerReek,Westerlands,Background,0.99930584,,1.0,0.5572477,1.0,1.0,0.014355207,geogrid,geogrid,9,iter-3
PERM,LowerReek,Westerlands,Channel,3124.3152,,10000.0,22.257536,449.15018,8755.208,2954.2517,geogrid,geogrid,9,iter-3
PORO,LowerReek,Westerlands,Channel,0.25240055,,0.44624275,0.06156367,0.18745779,0.317114,0.050800502,geogrid,geogrid,9,iter-3
SW,LowerReek,Westerlands,Channel,0.95683855,,1.0,0.037551675,1.0,1.0,0.18649572,geogrid,geogrid,9,iter-3
PERM,LowerReek,Westerlands,Crevasse,177.86914,,1000.0,1.3309364,22.387585,435.86218,211.86334,geogrid,geogrid,9,iter-3
PORO,LowerReek,Westerlands,Crevasse,0.20180076,,0.38048473,0.02085282,0.13689047,0.2662594,0.0504807,geogrid,geogrid,9,iter-3
SW,LowerReek,Westerlands,Crevasse,0.9920808,,1.0,0.18379618,1.0,1.0,0.069124155,geogrid,geogrid,9,iter-3
PERM,MidReek,Dorne,Background,8.639223,,100.0,0.11152913,1.2028898,19.92228,11.332104,geogrid,geogrid,9,iter-3
PORO,MidReek,Dorne,Background,0.08727093,,0.2662572,0.0,0.023425631,0.15115695,0.04761486,geogrid,geogrid,9,iter-3
SW,MidReek,Dorne,Background,0.9797131,,1.0,0.0,1.0,1.0,0.11075546,geogrid,geogrid,9,iter-3
PERM,MidReek,Dorne,Channel,3224.75,,10000.0,39.923065,499.13922,9019.429,2962.7476,geogrid,geogrid,9,iter-3
PORO,MidReek,Dorne,Channel,0.25207612,,0.43136048,0.039926633,0.19060564,0.31359708,0.047698,geogrid,geogrid,9,iter-3
SW,MidReek,Dorne,Channel,0.9909302,,1.0,0.06416635,1.0,1.0,0.08374517,geogrid,geogrid,9,iter-3
PERM,MidReek,Dorne,Crevasse,174.41216,,1000.0,2.3692267,22.025038,434.40833,215.33948,geogrid,geogrid,9,iter-3
PORO,MidReek,Dorne,Crevasse,0.2009884,,0.3583179,0.026639283,0.13750643,0.26490808,0.050248124,geogrid,geogrid,9,iter-3
SW,MidReek,Dorne,Crevasse,0.99778455,,1.0,0.2990285,1.0,1.0,0.036170356,geogrid,geogrid,9,iter-3
PERM,MidReek,IronIslands,Background,13.196518,,100.0,0.17237,1.906863,30.030169,17.105473,geogrid,geogrid,9,iter-3
PORO,MidReek,IronIslands,Background,0.11229433,,0.29196447,0.0,0.050423175,0.17633024,0.048730206,geogrid,geogrid,9,iter-3
SW,MidReek,IronIslands,Background,0.6025941,,1.0,0.0,0.25864667,1.0,0.31116736,geogrid,geogrid,9,iter-3
PERM,MidReek,IronIslands,Channel,2694.008,,10000.0,2.3038018,295.52325,7479.665,2813.4038,geogrid,geogrid,9,iter-3
PORO,MidReek,IronIslands,Channel,0.24209437,,0.43442696,0.029279739,0.1732751,0.30938774,0.053281214,geogrid,geogrid,9,iter-3
SW,MidReek,IronIslands,Channel,0.39918047,,1.0,0.01833866,0.031499907,1.0,0.4447379,geogrid,geogrid,9,iter-3
PERM,MidReek,IronIslands,Crevasse,156.62927,,1000.0,1.1923366,18.967224,373.8761,196.01266,geogrid,geogrid,9,iter-3
PORO,MidReek,IronIslands,Crevasse,0.19240566,,0.36934793,0.02782631,0.12728746,0.25612366,0.050397813,geogrid,geogrid,9,iter-3
SW,MidReek,IronIslands,Crevasse,0.58713776,,1.0,0.049375102,0.0984069,1.0,0.41601005,geogrid,geogrid,9,iter-3
PERM,MidReek,North,Background,6.528562,,100.0,0.040869977,0.83991224,15.254012,9.323365,geogrid,geogrid,9,iter-3
PORO,MidReek,North,Background,0.0830509,,0.25351673,0.0,0.020766929,0.14517958,0.046428557,geogrid,geogrid,9,iter-3
SW,MidReek,North,Background,0.9930365,,1.0,0.19176346,1.0,1.0,0.06341463,geogrid,geogrid,9,iter-3
PERM,MidReek,North,Channel,3435.899,,10000.0,27.323462,522.4473,9755.251,3062.987,geogrid,geogrid,9,iter-3
PORO,MidReek,North,Channel,0.256022,,0.45908618,0.056993246,0.19180259,0.3199379,0.050045304,geogrid,geogrid,9,iter-3
SW,MidReek,North,Channel,0.99183136,,1.0,0.02809806,1.0,1.0,0.08737598,geogrid,geogrid,9,iter-3
PERM,MidReek,North,Crevasse,147.01132,,1000.0,1.9946938,21.669687,339.7972,181.60472,geogrid,geogrid,9,iter-3
PORO,MidReek,North,Crevasse,0.19755028,,0.36160737,0.013223261,0.13824636,0.25659615,0.046435572,geogrid,geogrid,9,iter-3
SW,MidReek,North,Crevasse,0.9969182,,1.0,0.057981264,1.0,1.0,0.052171484,geogrid,geogrid,9,iter-3
PERM,MidReek,Reach,Background,10.533018,,100.0,0.13025603,1.5777885,23.19402,14.264137,geogrid,geogrid,9,iter-3
PORO,MidReek,Reach,Background,0.110828735,,0.27347425,0.0,0.054869194,0.16801609,0.044298768,geogrid,geogrid,9,iter-3
SW,MidReek,Reach,Background,0.7939971,,1.0,0.0,0.41747418,1.0,0.24915805,geogrid,geogrid,9,iter-3
PERM,MidReek,Reach,Channel,3297.9897,,10000.0,31.195372,503.7437,9352.919,3000.1436,geogrid,geogrid,9,iter-3
PORO,MidReek,Reach,Channel,0.2547318,,0.44622576,0.048507333,0.19140875,0.31731853,0.049511287,geogrid,geogrid,9,iter-3
SW,MidReek,Reach,Channel,0.5858213,,1.0,0.019232608,0.050016332,1.0,0.4530362,geogrid,geogrid,9,iter-3
PERM,MidReek,Reach,Crevasse,152.11009,,1000.0,1.8946049,21.987587,346.56357,181.6622,geogrid,geogrid,9,iter-3
PORO,MidReek,Reach,Crevasse,0.19682552,,0.38890082,0.047126576,0.13358477,0.25749555,0.048571,geogrid,geogrid,9,iter-3
SW,MidReek,Reach,Crevasse,0.62901294,,1.0,0.05465543,0.14221025,1.0,0.3925966,geogrid,geogrid,9,iter-3
PERM,MidReek,Stormlands,Background,25.360666,,100.0,1.3999938,5.603638,59.48442,23.625683,geogrid,geogrid,9,iter-3
PORO,MidReek,Stormlands,Background,0.13930129,,0.25225866,0.030052178,0.097457916,0.18317246,0.03345522,geogrid,geogrid,9,iter-3
SW,MidReek,Stormlands,Background,0.23811671,,0.5672129,0.12202874,0.1626542,0.32090312,0.06491874,geogrid,geogrid,9,iter-3
PERM,MidReek,Stormlands,Channel,2566.028,,10000.0,19.368876,260.41315,7323.271,2820.9575,geogrid,geogrid,9,iter-3
PORO,MidReek,Stormlands,Channel,0.24164908,,0.4380502,0.08221519,0.17054258,0.31116945,0.054923944,geogrid,geogrid,9,iter-3
SW,MidReek,Stormlands,Channel,0.04182182,,0.108606964,0.017925834,0.024378637,0.062405325,0.015577199,geogrid,geogrid,9,iter-3
PERM,MidReek,Stormlands,Crevasse,121.94031,,884.39856,3.638621,19.507719,271.08832,140.8316,geogrid,geogrid,9,iter-3
PORO,MidReek,Stormlands,Crevasse,0.19233225,,0.30084032,0.06395042,0.1318077,0.24084796,0.042806596,geogrid,geogrid,9,iter-3
SW,MidReek,Stormlands,Crevasse,0.11254957,,0.25820434,0.04398081,0.07140553,0.15577619,0.03528557,geogrid,geogrid,9,iter-3
PERM,MidReek,Vale,Background,9.113737,,100.0,0.24715576,1.5443978,18.580475,13.092453,geogrid,geogrid,9,iter-3
PORO,MidReek,Vale,Background,0.10544266,,0.28959742,0.0,0.045414522,0.1650535,0.046684116,geogrid,geogrid,9,iter-3
SW,MidReek,Vale,Background,0.41576505,,1.0,0.0,0.23236738,1.0,0.25546268,geogrid,geogrid,9,iter-3
PERM,MidReek,Vale,Channel,3851.9792,,10000.0,35.01916,600.8409,10000.0,3219.635,geogrid,geogrid,9,iter-3
PORO,MidReek,Vale,Channel,0.26056704,,0.4428891,0.09121899,0.19688405,0.324102,0.049935,geogrid,geogrid,9,iter-3
SW,MidReek,Vale,Channel,0.721496,,1.0,0.020732703,0.03485275,1.0,0.42585382,geogrid,geogrid,9,iter-3
PERM,MidReek,Vale,Crevasse,196.70227,,1000.0,6.9965525,29.912817,462.4016,220.62172,geogrid,geogrid,9,iter-3
PORO,MidReek,Vale,Crevasse,0.21363707,,0.35020682,0.08389395,0.14923204,0.2765653,0.04820567,geogrid,geogrid,9,iter-3
SW,MidReek,Vale,Crevasse,0.7043974,,1.0,0.055314153,0.11287638,1.0,0.39928064,geogrid,geogrid,9,iter-3
PERM,MidReek,Westerlands,Background,11.475894,,100.0,0.048184566,1.3076804,26.824581,15.257546,geogrid,geogrid,9,iter-3
PORO,MidReek,Westerlands,Background,0.10358914,,0.29811954,0.0,0.036832865,0.17153102,0.05125856,geogrid,geogrid,9,iter-3
SW,MidReek,Westerlands,Background,0.98400456,,1.0,0.0,1.0,1.0,0.08690595,geogrid,geogrid,9,iter-3
PERM,MidReek,Westerlands,Channel,3213.8047,,10000.0,29.08839,452.62027,9299.179,3014.9604,geogrid,geogrid,9,iter-3
PORO,MidReek,Westerlands,Channel,0.2539934,,0.48732466,0.08245763,0.18958193,0.3183811,0.050494067,geogrid,geogrid,9,iter-3
SW,MidReek,Westerlands,Channel,0.9706884,,1.0,0.031019747,1.0,1.0,0.15751748,geogrid,geogrid,9,iter-3
PERM,MidReek,Westerlands,Crevasse,163.53613,,1000.0,1.520627,20.551872,397.69104,197.40538,geogrid,geogrid,9,iter-3
PORO,MidReek,Westerlands,Crevasse,0.19869712,,0.36162296,0.023149028,0.13536422,0.26187086,0.04917189,geogrid,geogrid,9,iter-3
SW,MidReek,Westerlands,Crevasse,0.98228025,,1.0,0.12432657,1.0,1.0,0.1093365,geogrid,geogrid,9,iter-3
PERM,UpperReek,Dorne,Background,11.398206,,100.0,0.052618895,1.5687453,26.274166,14.238331,geogrid,geogrid,9,iter-3
PORO,UpperReek,Dorne,Background,0.095718086,,0.2637741,0.0,0.035345636,0.15361524,0.045059126,geogrid,geogrid,9,iter-3
SW,UpperReek,Dorne,Background,0.9609933,,1.0,0.0,0.9457154,1.0,0.13354933,geogrid,geogrid,9,iter-3
PERM,UpperReek,Dorne,Channel,3089.128,,10000.0,18.983015,433.50314,8469.438,2914.21,geogrid,geogrid,9,iter-3
PORO,UpperReek,Dorne,Channel,0.25203267,,0.45405507,0.064663574,0.18509112,0.31674013,0.05153939,geogrid,geogrid,9,iter-3
SW,UpperReek,Dorne,Channel,0.95732975,,1.0,0.043410823,1.0,1.0,0.18531318,geogrid,geogrid,9,iter-3
PERM,UpperReek,Dorne,Crevasse,149.6154,,1000.0,3.7816002,21.62242,346.07132,176.04353,geogrid,geogrid,9,iter-3
PORO,UpperReek,Dorne,Crevasse,0.20146517,,0.3589629,0.06990224,0.1353716,0.25877237,0.047272153,geogrid,geogrid,9,iter-3
SW,UpperReek,Dorne,Crevasse,0.9629942,,1.0,0.15781477,1.0,1.0,0.16323972,geogrid,geogrid,9,iter-3
PERM,UpperReek,IronIslands,Background,22.067478,,100.0,0.09152239,1.8764449,64.78125,27.218761,geogrid,geogrid,9,iter-3
PORO,UpperReek,IronIslands,Background,0.121059485,,0.33727002,0.0,0.050975844,0.1898408,0.05398032,geogrid,geogrid,9,iter-3
SW,UpperReek,IronIslands,Background,0.510019,,1.0,0.0,0.2143504,1.0,0.31009778,geogrid,geogrid,9,iter-3
PERM,UpperReek,IronIslands,Channel,3448.9773,,10000.0,64.24445,490.06427,10000.0,3157.4707,geogrid,geogrid,9,iter-3
PORO,UpperReek,IronIslands,Channel,0.25724542,,0.43162262,0.09496844,0.19072817,0.32593167,0.051530764,geogrid,geogrid,9,iter-3
SW,UpperReek,IronIslands,Channel,0.2570843,,1.0,0.017833106,0.02533281,1.0,0.37516022,geogrid,geogrid,9,iter-3
PERM,UpperReek,IronIslands,Crevasse,134.06921,,1000.0,4.176184,18.136492,290.0532,160.89476,geogrid,geogrid,9,iter-3
PORO,UpperReek,IronIslands,Crevasse,0.19331698,,0.34068927,0.05510886,0.12394385,0.2569055,0.051701836,geogrid,geogrid,9,iter-3
SW,UpperReek,IronIslands,Crevasse,0.5011508,,1.0,0.055471696,0.0866829,1.0,0.40481737,geogrid,geogrid,9,iter-3
PERM,UpperReek,North,Background,8.622195,,100.0,0.08418001,1.1350627,19.874893,11.616146,geogrid,geogrid,9,iter-3
PORO,UpperReek,North,Background,0.089422934,,0.27480194,0.0,0.029343829,0.14914115,0.045337025,geogrid,geogrid,9,iter-3
SW,UpperReek,North,Background,0.99230283,,1.0,0.19858602,1.0,1.0,0.06960136,geogrid,geogrid,9,iter-3
PERM,UpperReek,North,Channel,3101.8093,,10000.0,50.53849,481.9239,8356.647,2885.184,geogrid,geogrid,9,iter-3
PORO,UpperReek,North,Channel,0.24951676,,0.41844282,0.08654253,0.18768597,0.31020236,0.047749914,geogrid,geogrid,9,iter-3
SW,UpperReek,North,Channel,0.99463224,,1.0,0.023354277,1.0,1.0,0.07161301,geogrid,geogrid,9,iter-3
PERM,UpperReek,North,Crevasse,163.07036,,1000.0,1.1056563,21.173843,386.69003,186.88507,geogrid,geogrid,9,iter-3
PORO,UpperReek,North,Crevasse,0.19967626,,0.35398632,0.0037641823,0.134373,0.26566538,0.0497885,geogrid,geogrid,9,iter-3
SW,UpperReek,North,Crevasse,0.98755324,,1.0,0.060973376,1.0,1.0,0.105777495,geogrid,geogrid,9,iter-3
PERM,UpperReek,Reach,Background,11.776338,,100.0,0.10869335,1.3041335,28.41298,16.750076,geogrid,geogrid,9,iter-3
PORO,UpperReek,Reach,Background,0.10177862,,0.28405705,0.0,0.039919008,0.16418533,0.04771674,geogrid,geogrid,9,iter-3
SW,UpperReek,Reach,Background,0.74809086,,1.0,0.0,0.3411446,1.0,0.291604,geogrid,geogrid,9,iter-3
PERM,UpperReek,Reach,Channel,3020.081,,10000.0,45.55689,396.36142,8641.934,2958.357,geogrid,geogrid,9,iter-3
PORO,UpperReek,Reach,Channel,0.25017697,,0.44411498,0.07578297,0.18385798,0.31689212,0.05138126,geogrid,geogrid,9,iter-3
SW,UpperReek,Reach,Channel,0.2970688,,1.0,0.018460775,0.036844555,1.0,0.3966585,geogrid,geogrid,9,iter-3
PERM,UpperReek,Reach,Crevasse,200.91833,,1000.0,1.8962661,28.414999,480.25946,214.32527,geogrid,geogrid,9,iter-3
PORO,UpperReek,Reach,Crevasse,0.21239412,,0.3739696,0.023213506,0.14495379,0.2764914,0.050465662,geogrid,geogrid,9,iter-3
SW,UpperReek,Reach,Crevasse,0.4221571,,1.0,0.05113285,0.105903,1.0,0.37532726,geogrid,geogrid,9,iter-3
PERM,UpperReek,Stormlands,Background,25.12283,,100.0,0.23799281,2.8895721,66.55604,26.816174,geogrid,geogrid,9,iter-3
PORO,UpperReek,Stormlands,Background,0.12523448,,0.31854725,0.0,0.05902887,0.19316883,0.05227022,geogrid,geogrid,9,iter-3
SW,UpperReek,Stormlands,Background,0.1965613,,0.50258464,0.0,0.1301815,0.28500184,0.06301157,geogrid,geogrid,9,iter-3
PERM,UpperReek,Stormlands,Channel,2276.233,,10000.0,43.18123,368.50574,5767.251,2501.072,geogrid,geogrid,9,iter-3
PORO,UpperReek,Stormlands,Channel,0.2444115,,0.40431976,0.084959075,0.18426323,0.30779362,0.048935156,geogrid,geogrid,9,iter-3
SW,UpperReek,Stormlands,Channel,0.038462408,,0.10814005,0.016931254,0.023008414,0.056344163,0.013323004,geogrid,geogrid,9,iter-3
PERM,UpperReek,Stormlands,Crevasse,159.5033,,1000.0,3.5684083,23.684032,375.29718,195.35115,geogrid,geogrid,9,iter-3
PORO,UpperReek,Stormlands,Crevasse,0.19519176,,0.29327267,0.080620565,0.13863514,0.25039017,0.0455027,geogrid,geogrid,9,iter-3
SW,UpperReek,Stormlands,Crevasse,0.095592566,,0.23489235,0.042308826,0.061063122,0.13187772,0.03223844,geogrid,geogrid,9,iter-3
PERM,UpperReek,Vale,Background,10.240804,,100.0,0.2110626,1.2205083,24.001024,14.42476,geogrid,geogrid,9,iter-3
PORO,UpperReek,Vale,Background,0.10119642,,0.26947415,0.0,0.038829807,0.1635608,0.047780324,geogrid,geogrid,9,iter-3
SW,UpperReek,Vale,Background,0.66548073,,1.0,0.0,0.23568252,1.0,0.34733662,geogrid,geogrid,9,iter-3
PERM,UpperReek,Vale,Channel,3371.209,,10000.0,72.62494,546.38104,8960.288,2933.2957,geogrid,geogrid,9,iter-3
PORO,UpperReek,Vale,Channel,0.25475973,,0.38555035,0.10804479,0.19475326,0.31522468,0.047113694,geogrid,geogrid,9,iter-3
SW,UpperReek,Vale,Channel,0.71809214,,1.0,0.017587932,0.030035913,1.0,0.43689796,geogrid,geogrid,9,iter-3
PERM,UpperReek,Vale,Crevasse,169.85394,,1000.0,3.7860456,31.962814,409.50876,179.13159,geogrid,geogrid,9,iter-3
PORO,UpperReek,Vale,Crevasse,0.202692,,0.33559987,0.06700082,0.1443678,0.26159114,0.047668006,geogrid,geogrid,9,iter-3
SW,UpperReek,Vale,Crevasse,0.6941218,,1.0,0.05646485,0.08564348,1.0,0.42211324,geogrid,geogrid,9,iter-3
PERM,UpperReek,Westerlands,Background,7.5016575,,100.0,0.058226246,0.96464306,17.287062,10.443791,geogrid,geogrid,9,iter-3
PORO,UpperReek,Westerlands,Background,0.086021654,,0.27228782,0.0,0.024733063,0.1472651,0.04631113,geogrid,geogrid,9,iter-3
SW,UpperReek,Westerlands,Background,0.9771941,,1.0,0.0,1.0,1.0,0.11084292,geogrid,geogrid,9,iter-3
PERM,UpperReek,Westerlands,Channel,3231.2527,,10000.0,28.808138,486.49762,9123.296,2980.6335,geogrid,geogrid,9,iter-3
PORO,UpperReek,Westerlands,Channel,0.25297445,,0.4422981,0.046904653,0.18936251,0.31665128,0.04964513,geogrid,geogrid,9,iter-3
SW,UpperReek,Westerlands,Channel,0.9535151,,1.0,0.027716724,1.0,1.0,0.19837442,geogrid,geogrid,9,iter-3
PERM,UpperReek,Westerlands,Crevasse,173.40677,,1000.0,1.7213131,25.635138,425.29742,204.33609,geogrid,geogrid,9,iter-3
PORO,UpperReek,Westerlands,Crevasse,0.2038629,,0.3637074,0.012473926,0.1429763,0.26700768,0.0484374,geogrid,geogrid,9,iter-3
SW,UpperReek,Westerlands,Crevasse,0.93504983,,1.0,0.07382861,1.0,1.0,0.20977317,geogrid,geogrid,9,iter-3
PERM,LowerReek,Dorne,Total,1900.895,,10000.0,0.15641776,5.882567,5655.4014,2612.136,geogrid,geogrid,9,iter-3
PORO,LowerReek,Dorne,Total,0.2119262,,0.43879873,0.0,0.10081363,0.3008961,0.07506358,geogrid,geogrid,9,iter-3
SW,LowerReek,Dorne,Total,0.99405247,,1.0,0.0,1.0,1.0,0.066055946,geogrid,geogrid,9,iter-3
PERM,LowerReek,IronIslands,Total,1671.224,,10000.0,0.25515664,2.7518253,5108.7954,2472.8416,geogrid,geogrid,9,iter-3
PORO,LowerReek,IronIslands,Total,0.19291236,,0.41424084,0.0,0.0605534,0.29422626,0.08745323,geogrid,geogrid,9,iter-3
SW,LowerReek,IronIslands,Total,0.5377968,,1.0,0.0,0.0422565,1.0,0.42894012,geogrid,geogrid,9,iter-3
PERM,LowerReek,North,Total,1708.2047,,10000.0,0.047734488,2.2087903,5724.048,2704.6074,geogrid,geogrid,9,iter-3
PORO,LowerReek,North,Total,0.18605398,,0.42471755,0.0,0.06102765,0.29449844,0.08905723,geogrid,geogrid,9,iter-3
SW,LowerReek,North,Total,0.99204725,,1.0,0.0,1.0,1.0,0.083097175,geogrid,geogrid,9,iter-3
PERM,LowerReek,Reach,Total,2006.2856,,10000.0,0.1659501,4.8804517,6288.691,2753.3923,geogrid,geogrid,9,iter-3
PORO,LowerReek,Reach,Total,0.2103169,,0.44442448,0.0,0.09500562,0.30108956,0.077273645,geogrid,geogrid,9,iter-3
SW,LowerReek,Reach,Total,0.6754431,,1.0,0.0,0.069318,1.0,0.40897992,geogrid,geogrid,9,iter-3
