DEPTH,DRAWDOWN,SWAT,WELL,WELLMODEL,CONIDX,CONKPOS,SGAS,CONIPOS,CONJPOS,DATE,PRESSURE,CONBPRES
1710.2152099609375,0,1.0,R_A6,STANDARD,11,11,-2.4308823852705794e-16,17,42,2018-11-07,275.4086608886719,275.4086608886719
1712.389892578125,0,1.0,R_A6,STANDARD,12,12,-1.419887152833896e-16,17,42,2018-11-07,275.5876770019531,275.5876770019531
1714.5645751953125,0,1.0,R_A6,STANDARD,13,13,-2.7162189331407874e-17,17,42,2018-11-07,275.7907409667969,275.7907409667969
1716.7392578125,0,1.0,R_A6,STANDARD,14,14,-1.538525002793722e-17,17,42,2018-11-07,275.9964294433594,275.9964294433594
1718.9140625,0,1.0,R_A6,STANDARD,15,15,-6.307315450033696e-18,17,42,2018-11-07,276.2005920410156,276.2005920410156
1721.0887451171875,0,1.0,R_A6,STANDARD,16,16,-2.814639612118368e-18,17,42,2018-11-07,276.5452575683594,276.5452575683594
1723.263427734375,0,1.0,R_A6,STANDARD,17,17,-8.881590438214568e-18,17,42,2018-11-07,276.7440490722656,276.7440490722656
1725.11328125,0,1.0,R_A6,STANDARD,18,18,-5.041354813600384e-18,17,42,2018-11-07,276.91522216796875,276.91522216796875
1726.724609375,0,1.0,R_A6,STANDARD,19,25,-1.366318142271574e-16,17,42,2018-11-07,276.88055419921875,276.88055419921875
1728.4219970703125,0,1.0,R_A6,STANDARD,20,26,-8.047398642789541e-17,17,42,2018-11-07,277.43011474609375,277.43011474609375
1730.119384765625,0,1.0,R_A6,STANDARD,21,27,-4.155690877378632e-17,17,42,2018-11-07,277.6369934082031,277.6369934082031
1731.816650390625,0,1.0,R_A6,STANDARD,22,28,-1.614392861591e-22,17,42,2018-11-07,277.8875427246094,277.8875427246094
1733.51416015625,0,1.0,R_A6,STANDARD,23,29,-1.8715925024425875e-18,17,42,2018-11-07,277.7807312011719,277.7807312011719
