DEPTH,SGAS,WELL,CONKPOS,CONIPOS,CONIDX,CONJPOS,CONBPRES,SWAT,DRAWDOWN,DATE,PRESSURE,WELLMODEL
1705.30078125,-3.441302243167854e-10,R_A6,8,17,8,42,276.08526611328125,1.0,0,2018-11-07,276.08526611328125,STANDARD
1706.8388671875,-1.799702400995251e-11,R_A6,9,17,9,42,276.6346435546875,1.0,0,2018-11-07,276.6346435546875,STANDARD
1708.3770751953125,-4.700552724834495e-10,R_A6,10,17,10,42,276.7142333984375,1.0,0,2018-11-07,276.7142333984375,STANDARD
1710.339111328125,-1.0680937904961052e-11,R_A6,11,17,11,42,279.16033935546875,1.0,0,2018-11-07,279.16033935546875,STANDARD
1712.724853515625,-2.2535606193641033e-12,R_A6,12,17,12,42,279.41180419921875,1.0,0,2018-11-07,279.41180419921875,STANDARD
1715.1107177734375,-1.5493167729654922e-13,R_A6,13,17,13,42,279.648681640625,1.0,0,2018-11-07,279.648681640625,STANDARD
1717.49658203125,-8.804376227643934e-14,R_A6,14,17,14,42,279.8746032714844,1.0,0,2018-11-07,279.8746032714844,STANDARD
1719.8824462890625,-5.647676879112773e-14,R_A6,15,17,15,42,280.10076904296875,1.0,0,2018-11-07,280.10076904296875,STANDARD
1722.2681884765625,-2.824681406745494e-14,R_A6,16,17,16,42,280.47216796875,1.0,0,2018-11-07,280.47216796875,STANDARD
1724.629150390625,-1.1420712940353288e-14,R_A6,17,17,17,42,280.69610595703125,1.0,0,2018-11-07,280.69610595703125,STANDARD
1725.89697265625,0.0,R_A6,18,17,18,42,280.8161926269531,1.0,0,2018-11-07,280.8161926269531,STANDARD
1726.85400390625,1.8380290545521832e-19,R_A6,25,17,19,42,281.3330078125,1.0,0,2018-11-07,281.3330078125,STANDARD
1728.5684814453125,9.025577689893491e-20,R_A6,26,17,20,42,281.80352783203125,1.0,0,2018-11-07,281.80352783203125,STANDARD
1730.2830810546875,1.8071755632723634e-25,R_A6,27,17,21,42,282.5354919433594,1.0,0,2018-11-07,282.5354919433594,STANDARD
1731.99755859375,4.073177357961753e-27,R_A6,28,17,22,42,282.3962707519531,1.0,0,2018-11-07,282.3962707519531,STANDARD
1733.712158203125,1.0205849717320155e-21,R_A6,29,17,23,42,281.26434326171875,1.0,0,2018-11-07,281.26434326171875,STANDARD
