Well,MD,x,y,TVD,Block,Deactivated,IsochoreThickness,IsochoreThicknessChange,TopDz,TopDzChange,BaseDz,BaseDzChange,TrueZone,CalcZone,Match,Fix
OP_6,2329.59,463277.80,5933080.24,1562.28,-,-,-999.00,-999.00,-999.00,-999.00,12.55,0.01,0,0,Y,-
OP_6,2356.59,463302.76,5933081.77,1572.46,-,-,-999.00,-999.00,-999.00,-999.00,4.41,0.05,0,0,Y,-
OP_6,2384.59,463328.65,5933083.36,1583.02,-,-,15.71,0.06,4.16,-0.01,11.55,0.08,1,1,Y,-
OP_6,2411.59,463353.77,5933084.45,1592.82,-,-,15.61,0.05,12.12,0.05,3.49,0.01,1,1,Y,-
OP_6,2445.09,463385.71,5933083.35,1602.80,-,-,17.17,1.36,4.02,-0.03,13.15,1.39,2,2,Y,-
OP_6,2471.09,463410.86,5933080.55,1608.72,-,-,17.56,1.41,7.91,-0.08,9.65,1.49,2,2,Y,-
OP_6,2496.59,463435.60,5933076.11,1612.98,-,-,17.75,1.47,10.47,-0.13,7.27,1.59,2,2,Y,-
OP_6,2522.10,463460.26,5933070.15,1615.56,-,-,17.79,1.52,11.63,-0.17,6.16,1.70,2,2,Y,-
OP_6,2547.61,463484.73,5933063.11,1616.91,-,-,17.67,1.56,11.63,-0.19,6.04,1.76,2,2,Y,-
OP_6,2573.12,463508.45,5933055.19,1617.22,-,-,17.35,1.53,10.67,-0.08,6.68,1.60,2,2,Y,-
OP_6,2598.62,463532.74,5933047.45,1617.91,-,-,16.98,1.48,9.86,0.05,7.13,1.43,2,2,Y,-
OP_6,2624.12,463557.03,5933039.71,1618.60,-,-,16.61,1.42,8.94,0.16,7.67,1.26,2,2,Y,-
OP_6,2649.62,463581.31,5933031.97,1619.28,-,-,16.25,1.37,8.20,0.25,8.05,1.11,2,2,Y,-
OP_6,2675.12,463605.60,5933024.23,1619.97,-,-,15.98,1.31,7.72,0.34,8.26,0.98,2,2,Y,-
OP_6,2700.62,463629.89,5933016.49,1620.66,-,-,15.78,1.26,7.08,0.40,8.70,0.86,2,2,Y,-
OP_6,2726.12,463654.17,5933008.74,1621.35,-,-,15.69,1.21,6.07,0.45,9.62,0.75,2,2,Y,-
OP_6,2751.62,463678.46,5933001.00,1622.03,-,-,15.70,1.15,4.98,0.49,10.72,0.67,2,2,Y,-
OP_6,2777.12,463702.75,5932993.26,1622.72,-,-,15.80,1.10,3.81,0.51,11.99,0.60,2,2,Y,-
OP_6,2802.62,463727.03,5932985.52,1623.41,-,-,15.91,1.05,2.44,0.39,13.47,0.66,2,2,Y,-
OP_6,2865.62,463787.04,5932966.40,1625.10,-,-,20.66,0.68,19.10,-0.24,1.56,0.92,1,1,Y,-
OP_6,2891.12,463811.32,5932958.66,1625.79,-,-,20.94,0.99,18.00,-0.56,2.94,1.55,1,1,Y,-
OP_6,2916.62,463835.61,5932950.91,1626.48,-,-,21.12,1.21,17.14,-0.76,3.99,1.97,1,1,Y,-
OP_6,2942.12,463859.90,5932943.17,1627.17,-,-,21.23,1.36,16.40,-0.90,4.83,2.25,1,1,Y,-
OP_6,2967.62,463884.18,5932935.43,1627.85,-,-,21.32,1.49,15.62,-1.02,5.71,2.50,1,1,Y,-
OP_6,2993.12,463908.47,5932927.69,1628.54,-,-,21.41,1.62,14.83,-1.14,6.57,2.76,1,1,Y,-
OP_6,3018.62,463932.76,5932919.95,1629.23,-,-,21.49,1.76,14.19,-1.27,7.30,3.02,1,1,Y,-
OP_6,3044.12,463957.05,5932912.21,1629.92,-,-,21.58,1.91,13.64,-1.41,7.94,3.32,1,1,Y,-
OP_6,3069.62,463981.33,5932904.47,1630.60,-,-,21.70,2.10,13.01,-1.59,8.69,3.68,1,1,Y,-
OP_6,3095.12,464005.62,5932896.73,1631.29,-,-,21.84,2.30,12.34,-1.78,9.50,4.08,1,1,Y,-
OP_6,3120.62,464029.91,5932888.99,1631.98,-,-,21.98,2.50,11.90,-1.98,10.08,4.48,1,1,Y,-
OP_6,3146.12,464054.19,5932881.25,1632.66,-,-,22.11,2.72,11.95,-2.18,10.16,4.90,1,1,Y,-
OP_6,3171.62,464078.48,5932873.50,1633.35,-,-,22.24,2.93,12.03,-2.39,10.22,5.32,1,1,Y,-
OP_6,3197.12,464102.77,5932865.76,1634.04,-,-,22.37,3.15,12.14,-2.60,10.24,5.75,1,1,Y,-
OP_6,3222.62,464127.05,5932858.02,1634.73,-,-,22.51,3.37,12.41,-2.82,10.10,6.18,1,1,Y,-
OP_6,3248.12,464151.34,5932850.28,1635.41,-,-,22.68,3.59,13.41,-3.03,9.27,6.62,1,1,Y,-
OP_6,3273.62,464175.63,5932842.54,1636.10,-,-,22.86,3.82,14.26,-3.25,8.60,7.07,1,1,Y,-
OP_6,3299.12,464199.91,5932834.80,1636.79,-,-,23.04,4.05,15.02,-3.48,8.02,7.52,1,1,Y,-
OP_6,3324.62,464224.20,5932827.06,1637.47,-,-,23.21,4.28,15.83,-3.70,7.38,7.98,1,1,Y,Y
OP_6,3350.12,464248.49,5932819.32,1638.16,-,-,23.37,4.50,16.79,-3.93,6.57,8.44,1,1,Y,Y
OP_6,3375.62,464272.78,5932811.58,1638.85,-,-,23.50,4.74,17.81,-4.16,5.69,8.90,1,1,Y,Y
OP_6,3401.12,464297.06,5932803.84,1639.54,-,-,23.63,4.96,18.85,-4.38,4.78,9.34,1,1,Y,Y
OP_6,3426.62,464321.35,5932796.09,1640.22,-,-,23.73,5.16,19.81,-4.58,3.92,9.73,1,1,Y,Y
OP_6,3452.12,464345.64,5932788.35,1640.91,-,-,23.82,5.34,20.50,-4.77,3.32,10.11,1,1,Y,Y
OP_6,3477.62,464369.92,5932780.61,1641.60,-,-,23.91,5.53,21.09,-4.95,2.82,10.48,1,1,Y,Y
OP_6,3503.12,464394.21,5932772.87,1642.29,-,-,24.00,5.71,21.64,-5.13,2.36,10.84,1,1,Y,Y
OP_6,3540.62,464429.93,5932761.49,1643.30,-,-,24.05,5.88,22.37,-5.30,1.67,11.17,1,1,Y,Y
