CONIPOS,WELLMODEL,DEPTH,CONBPRES,PRESSURE,SWAT,DRAWDOWN,CONKPOS,SGAS,CONIDX,CONJPOS,WELL,DATE
31,STANDARD,1710.40869140625,306.2496032714844,306.2496032714844,1.0,0,12,0.0,9,20,R_A5,2018-01-01
31,STANDARD,1703.3795166015625,305.5834655761719,305.5834655761719,1.0,0,12,0.0,10,21,R_A5,2018-01-01
31,STANDARD,1705.3173828125,305.779052734375,305.779052734375,1.0,0,13,0.0,11,21,R_A5,2018-01-01
31,STANDARD,1707.2552490234375,305.96270751953125,305.96270751953125,1.0,0,14,0.0,12,21,R_A5,2018-01-01
31,STANDARD,1709.193115234375,306.1463623046875,306.1463623046875,1.0,0,15,0.0,13,21,R_A5,2018-01-01
31,STANDARD,1711.1309814453125,306.47503662109375,306.47503662109375,1.0,0,16,0.0,14,21,R_A5,2018-01-01
31,STANDARD,1712.93701171875,306.64617919921875,306.64617919921875,1.0,0,17,0.0,15,21,R_A5,2018-01-01
31,STANDARD,1714.3714599609375,306.7821350097656,306.7821350097656,1.0,0,18,0.0,16,21,R_A5,2018-01-01
31,STANDARD,1715.0399169921875,306.8454895019531,306.8454895019531,1.0,0,19,0.0,17,21,R_A5,2018-01-01
31,STANDARD,1716.1990966796875,306.79827880859375,306.79827880859375,1.0,0,25,0.0,18,21,R_A5,2018-01-01
31,STANDARD,1718.37548828125,307.0045166015625,307.0045166015625,1.0,0,26,0.0,19,21,R_A5,2018-01-01
31,STANDARD,1720.5517578125,307.5165710449219,307.5165710449219,1.0,0,27,0.0,20,21,R_A5,2018-01-01
31,STANDARD,1722.7281494140625,307.41705322265625,307.41705322265625,1.0,0,28,0.0,21,21,R_A5,2018-01-01
31,STANDARD,1724.9044189453125,307.9291076660156,307.9291076660156,1.0,0,29,0.0,22,21,R_A5,2018-01-01
17,STANDARD,1695.365234375,304.8238220214844,304.8238220214844,1.0,0,1,0.0,1,42,R_A6,2018-01-01
17,STANDARD,1696.9127197265625,305.2762451171875,305.2762451171875,1.0,0,2,0.0,2,42,R_A6,2018-01-01
17,STANDARD,1698.4600830078125,305.42291259765625,305.42291259765625,1.0,0,3,0.0,3,42,R_A6,2018-01-01
17,STANDARD,1700.007568359375,305.5695495605469,305.5695495605469,1.0,0,4,0.0,4,42,R_A6,2018-01-01
17,STANDARD,1701.554931640625,305.7161865234375,305.7161865234375,1.0,0,5,0.0,5,42,R_A6,2018-01-01
17,STANDARD,1703.102294921875,305.56378173828125,305.56378173828125,1.0,0,6,0.0,6,42,R_A6,2018-01-01
17,STANDARD,1704.6497802734375,305.71044921875,305.71044921875,1.0,0,7,0.0,7,42,R_A6,2018-01-01
17,STANDARD,1706.197265625,305.85711669921875,305.85711669921875,1.0,0,8,0.0,8,42,R_A6,2018-01-01
17,STANDARD,1707.74462890625,306.30279541015625,306.30279541015625,1.0,0,9,0.0,9,42,R_A6,2018-01-01
17,STANDARD,1709.2921142578125,306.1436767578125,306.1436767578125,1.0,0,10,0.0,10,42,R_A6,2018-01-01
17,STANDARD,1711.2359619140625,306.3280029296875,306.3280029296875,1.0,0,11,0.0,11,42,R_A6,2018-01-01
17,STANDARD,1713.576416015625,306.5498046875,306.5498046875,1.0,0,12,0.0,12,42,R_A6,2018-01-01
17,STANDARD,1715.916748046875,306.7835693359375,306.7835693359375,1.0,0,13,0.0,13,42,R_A6,2018-01-01
17,STANDARD,1718.257080078125,307.0054016113281,307.0054016113281,1.0,0,14,0.0,14,42,R_A6,2018-01-01
17,STANDARD,1720.597412109375,307.2272033691406,307.2272033691406,1.0,0,15,0.0,15,42,R_A6,2018-01-01
17,STANDARD,1722.937744140625,307.5940246582031,307.5940246582031,1.0,0,16,0.0,16,42,R_A6,2018-01-01
17,STANDARD,1725.278076171875,307.8158264160156,307.8158264160156,1.0,0,17,0.0,17,42,R_A6,2018-01-01
17,STANDARD,1726.7366943359375,307.9540710449219,307.9540710449219,1.0,0,18,0.0,18,42,R_A6,2018-01-01
17,STANDARD,1727.8865966796875,307.9059753417969,307.9059753417969,1.0,0,25,0.0,19,42,R_A6,2018-01-01
17,STANDARD,1729.609619140625,308.37506103515625,308.37506103515625,1.0,0,26,0.0,20,42,R_A6,2018-01-01
17,STANDARD,1731.3326416015625,308.5383605957031,308.5383605957031,1.0,0,27,0.0,21,42,R_A6,2018-01-01
17,STANDARD,1733.0556640625,308.70166015625,308.70166015625,1.0,0,28,0.0,22,42,R_A6,2018-01-01
17,STANDARD,1734.7786865234375,308.5592041015625,308.5592041015625,1.0,0,29,0.0,23,42,R_A6,2018-01-01
22,STANDARD,1642.5269775390625,298.85064697265625,298.85064697265625,0.05376444011926651,0,1,0.0,1,30,R_A2,2018-03-01
22,STANDARD,1644.29443359375,298.9691162109375,298.9691162109375,0.055978499352931976,0,2,0.0,2,30,R_A2,2018-03-01
22,STANDARD,1646.06201171875,299.08758544921875,299.08758544921875,0.05886782333254814,0,3,0.0,3,30,R_A2,2018-03-01
22,STANDARD,1647.82958984375,299.2062072753906,299.2062072753906,0.21276642382144928,0,4,0.0,4,30,R_A2,2018-03-01
22,STANDARD,1649.59716796875,299.32489013671875,299.32489013671875,0.25229594111442566,0,5,0.0,5,30,R_A2,2018-03-01
22,STANDARD,1651.36474609375,299.4775085449219,299.4775085449219,0.6515777707099915,0,6,0.0,6,30,R_A2,2018-03-01
22,STANDARD,1653.1322021484375,299.712646484375,299.712646484375,0.8795686960220337,0,7,0.0,7,30,R_A2,2018-03-01
22,STANDARD,1654.8997802734375,299.9568176269531,299.9568176269531,0.8430827260017395,0,8,0.0,8,30,R_A2,2018-03-01
22,STANDARD,1656.6673583984375,300.11163330078125,300.11163330078125,0.12975424528121948,0,9,0.0,9,30,R_A2,2018-03-01
22,STANDARD,1658.4349365234375,300.2471618652344,300.2471618652344,0.13926419615745544,0,10,0.0,10,30,R_A2,2018-03-01
22,STANDARD,1660.3377685546875,300.4001770019531,300.4001770019531,0.06900708377361298,0,11,0.0,11,30,R_A2,2018-03-01
22,STANDARD,1662.3759765625,300.5365295410156,300.5365295410156,0.22346986830234528,0,12,0.0,12,30,R_A2,2018-03-01
22,STANDARD,1664.4140625,300.6749572753906,300.6749572753906,0.43867227435112,0,13,0.0,13,30,R_A2,2018-03-01
22,STANDARD,1666.4522705078125,300.813232421875,300.813232421875,0.48504307866096497,0,14,0.0,14,30,R_A2,2018-03-01
22,STANDARD,1668.4903564453125,300.9541320800781,300.9541320800781,0.9138060212135315,0,15,0.0,15,30,R_A2,2018-03-01
22,STANDARD,1670.528564453125,301.0965270996094,301.0965270996094,0.9290725588798523,0,16,0.0,16,30,R_A2,2018-03-01
22,STANDARD,1675.732177734375,301.3907165527344,301.3907165527344,0.9849632978439331,0,16,0.0,17,29,R_A2,2018-03-01
22,STANDARD,1677.8887939453125,301.5354309082031,301.5354309082031,0.9889917373657227,0,17,0.0,18,29,R_A2,2018-03-01
22,STANDARD,1679.504638671875,301.643798828125,301.643798828125,1.0,0,18,-2.8114839345505516e-09,19,29,R_A2,2018-03-01
22,STANDARD,1680.8751220703125,302.1411437988281,302.1411437988281,0.9999999403953552,0,25,-4.9252184552983636e-09,20,29,R_A2,2018-03-01
22,STANDARD,1682.541259765625,302.2790832519531,302.2790832519531,1.0,0,26,6.922716844215415e-10,21,29,R_A2,2018-03-01
22,STANDARD,1684.207275390625,303.3109436035156,303.3109436035156,1.0,0,27,5.067750011951075e-14,22,29,R_A2,2018-03-01
22,STANDARD,1685.8734130859375,303.85888671875,303.85888671875,1.0,0,28,6.644379224657928e-17,23,29,R_A2,2018-03-01
22,STANDARD,1687.53955078125,304.17559814453125,304.17559814453125,1.0,0,29,1.9773968385521215e-19,24,29,R_A2,2018-03-01
31,STANDARD,1685.24267578125,280.49969482421875,280.49969482421875,1.0,0,1,0.0,1,20,R_A5,2018-04-28
31,STANDARD,1687.603759765625,280.7232666015625,280.7232666015625,1.0,0,2,0.0,2,20,R_A5,2018-04-28
31,STANDARD,1689.9649658203125,280.9467468261719,280.9467468261719,1.0,0,3,0.0,3,20,R_A5,2018-04-28
31,STANDARD,1692.325927734375,281.17022705078125,281.17022705078125,1.0,0,4,0.0,4,20,R_A5,2018-04-28
31,STANDARD,1694.6871337890625,281.3937072753906,281.3937072753906,1.0,0,5,0.0,5,20,R_A5,2018-04-28
31,STANDARD,1697.0482177734375,281.6171569824219,281.6171569824219,1.0,0,6,0.0,6,20,R_A5,2018-04-28
31,STANDARD,1699.4093017578125,282.16693115234375,282.16693115234375,1.0,0,7,0.0,7,20,R_A5,2018-04-28
31,STANDARD,1708.5849609375,283.4947814941406,283.4947814941406,1.0,0,11,-4.646556195364582e-10,8,20,R_A5,2018-04-28
31,STANDARD,1710.40869140625,283.7376708984375,283.7376708984375,1.0,0,12,-2.9711852422842355e-10,9,20,R_A5,2018-04-28
31,STANDARD,1703.3795166015625,282.0459899902344,282.0459899902344,1.0,0,12,-8.214443014686879e-10,10,21,R_A5,2018-04-28
31,STANDARD,1705.3173828125,282.2440490722656,282.2440490722656,1.0,0,13,-3.148089844362545e-10,11,21,R_A5,2018-04-28
31,STANDARD,1707.2552490234375,282.4310302734375,282.4310302734375,1.0,0,14,-5.668235880662564e-10,12,21,R_A5,2018-04-28
31,STANDARD,1709.193115234375,282.6214599609375,282.6214599609375,1.0,0,15,-1.6951903769601984e-10,13,21,R_A5,2018-04-28
31,STANDARD,1711.1309814453125,282.9939880371094,282.9939880371094,1.0,0,16,-1.1983651571068066e-10,14,21,R_A5,2018-04-28
31,STANDARD,1712.93701171875,283.2926330566406,283.2926330566406,1.0,0,17,-2.834310043609012e-11,15,21,R_A5,2018-04-28
31,STANDARD,1714.3714599609375,283.5470886230469,283.5470886230469,1.0,0,18,-5.990460211213744e-11,16,21,R_A5,2018-04-28
31,STANDARD,1715.0399169921875,283.64447021484375,283.64447021484375,1.0,0,19,-6.478142328125713e-11,17,21,R_A5,2018-04-28
31,STANDARD,1716.1990966796875,286.6197509765625,286.6197509765625,1.0,0,25,-8.457162747887992e-10,18,21,R_A5,2018-04-28
31,STANDARD,1718.37548828125,286.8260192871094,286.8260192871094,1.0,0,26,-7.501598231485218e-10,19,21,R_A5,2018-04-28
31,STANDARD,1720.5517578125,291.291259765625,291.291259765625,1.0,0,27,-1.4273381310939777e-16,20,21,R_A5,2018-04-28
31,STANDARD,1722.7281494140625,286.8921813964844,286.8921813964844,1.0,0,28,-3.3364558970919926e-16,21,21,R_A5,2018-04-28
31,STANDARD,1724.9044189453125,287.40411376953125,287.40411376953125,1.0,0,29,-2.2426052252438736e-16,22,21,R_A5,2018-04-28
28,STANDARD,1611.187255859375,281.7816162109375,281.7816162109375,0.6575676202774048,0,1,0.0,1,41,R_A3,2018-07-03
28,STANDARD,1613.283447265625,281.89642333984375,281.89642333984375,0.19440226256847382,0,2,0.0,2,41,R_A3,2018-07-03
28,STANDARD,1615.379638671875,282.0361633300781,282.0361633300781,0.19690023362636566,0,3,0.0,3,41,R_A3,2018-07-03
29,STANDARD,1602.294921875,281.20098876953125,281.20098876953125,0.18690992891788483,0,3,0.0,4,41,R_A3,2018-07-03
29,STANDARD,1604.4407958984375,281.3451232910156,281.3451232910156,0.30791574716567993,0,4,0.0,5,41,R_A3,2018-07-03
29,STANDARD,1606.586669921875,281.7804870605469,281.7804870605469,0.7963360548019409,0,5,0.0,6,41,R_A3,2018-07-03
29,STANDARD,1608.732421875,281.94415283203125,281.94415283203125,0.6501106023788452,0,6,0.0,7,41,R_A3,2018-07-03
29,STANDARD,1610.8782958984375,282.1729431152344,282.1729431152344,0.19403690099716187,0,7,0.0,8,41,R_A3,2018-07-03
29,STANDARD,1613.024169921875,282.31591796875,282.31591796875,0.194074809551239,0,8,0.0,9,41,R_A3,2018-07-03
29,STANDARD,1615.1700439453125,282.5623779296875,282.5623779296875,0.7943827509880066,0,9,0.0,10,41,R_A3,2018-07-03
29,STANDARD,1617.31591796875,283.4494934082031,283.4494934082031,0.7884829044342041,0,10,0.0,11,41,R_A3,2018-07-03
29,STANDARD,1619.530517578125,286.60357666015625,286.60357666015625,0.04958334565162659,0,11,0.0,12,41,R_A3,2018-07-03
29,STANDARD,1621.8138427734375,286.7561340332031,286.7561340332031,0.05258563533425331,0,12,0.0,13,41,R_A3,2018-07-03
29,STANDARD,1624.09716796875,286.9088439941406,286.9088439941406,0.2398960441350937,0,13,0.0,14,41,R_A3,2018-07-03
29,STANDARD,1626.3804931640625,288.6895751953125,288.6895751953125,0.046166349202394485,0,14,0.0,15,41,R_A3,2018-07-03
29,STANDARD,1628.6636962890625,288.87158203125,288.87158203125,0.49929216504096985,0,15,0.0,16,41,R_A3,2018-07-03
29,STANDARD,1630.77001953125,289.0132751464844,289.0132751464844,0.794718861579895,0,16,0.0,17,41,R_A3,2018-07-03
29,STANDARD,1633.6328125,284.8077087402344,284.8077087402344,0.12161403894424438,0,25,0.0,18,41,R_A3,2018-07-03
29,STANDARD,1637.32763671875,285.04150390625,285.04150390625,0.047353025525808334,0,26,0.0,19,41,R_A3,2018-07-03
29,STANDARD,1641.0224609375,285.28826904296875,285.28826904296875,0.05037254840135574,0,27,0.0,20,41,R_A3,2018-07-03
29,STANDARD,1644.71728515625,285.4916687011719,285.4916687011719,0.6555084586143494,0,28,0.0,21,41,R_A3,2018-07-03
29,STANDARD,1648.4122314453125,285.8067932128906,285.8067932128906,0.06254017353057861,0,29,0.0,22,41,R_A3,2018-07-03
30,STANDARD,1631.59228515625,277.2484436035156,277.2484436035156,0.04966307431459427,0,1,0.0,1,52,R_A4,2018-09-12
31,STANDARD,1626.305908203125,277.35125732421875,277.35125732421875,0.06471064686775208,0,1,0.0,2,52,R_A4,2018-09-12
31,STANDARD,1628.433837890625,277.492919921875,277.492919921875,0.06440169364213943,0,2,0.0,3,52,R_A4,2018-09-12
31,STANDARD,1630.5616455078125,277.6344909667969,277.6344909667969,0.05006691440939903,0,3,0.0,4,52,R_A4,2018-09-12
31,STANDARD,1632.689453125,277.77642822265625,277.77642822265625,0.05220230296254158,0,4,0.0,5,52,R_A4,2018-09-12
31,STANDARD,1634.8173828125,277.91864013671875,277.91864013671875,0.08847466856241226,0,5,0.0,6,52,R_A4,2018-09-12
32,STANDARD,1632.5604248046875,278.1122741699219,278.1122741699219,0.05324187129735947,0,5,0.0,7,52,R_A4,2018-09-12
32,STANDARD,1635.18798828125,277.8099365234375,277.8099365234375,0.09626486897468567,0,5,0.0,8,51,R_A4,2018-09-12
33,STANDARD,1635.4307861328125,278.3152770996094,278.3152770996094,0.05611368641257286,0,5,0.0,9,51,R_A4,2018-09-12
33,STANDARD,1641.9425048828125,278.19366455078125,278.19366455078125,0.06041056662797928,0,5,0.0,10,50,R_A4,2018-09-12
34,STANDARD,1640.4766845703125,278.7132873535156,278.7132873535156,0.0596599243581295,0,5,0.0,11,50,R_A4,2018-09-12
34,STANDARD,1638.5267333984375,278.5832214355469,278.5832214355469,0.06026466190814972,0,4,0.0,12,50,R_A4,2018-09-12
35,STANDARD,1641.524169921875,279.5043640136719,279.5043640136719,0.0617668516933918,0,4,0.0,13,50,R_A4,2018-09-12
35,STANDARD,1639.677001953125,279.38189697265625,279.38189697265625,0.1181599423289299,0,3,0.0,14,50,R_A4,2018-09-12
35,STANDARD,1637.8299560546875,279.260009765625,279.260009765625,0.1977916955947876,0,2,0.0,15,50,R_A4,2018-09-12
35,STANDARD,1642.5858154296875,279.2558898925781,279.2558898925781,0.21988725662231445,0,2,0.0,16,49,R_A4,2018-09-12
35,STANDARD,1640.725830078125,279.135986328125,279.135986328125,0.22197094559669495,0,1,0.0,17,49,R_A4,2018-09-12
36,STANDARD,1642.900634765625,281.6142272949219,281.6142272949219,0.05723406746983528,0,27,0.0,18,49,R_A4,2018-09-12
36,STANDARD,1640.1380615234375,281.25653076171875,281.25653076171875,0.057066455483436584,0,27,0.0,19,48,R_A4,2018-09-12
37,STANDARD,1650.4072265625,282.2279357910156,282.2279357910156,0.07228156924247742,0,27,0.0,20,48,R_A4,2018-09-12
37,STANDARD,1644.802001953125,281.8539733886719,281.8539733886719,0.6638054251670837,0,26,0.0,21,48,R_A4,2018-09-12
38,STANDARD,1654.343505859375,282.95257568359375,282.95257568359375,0.2306881546974182,0,26,0.0,22,48,R_A4,2018-09-12
38,STANDARD,1657.12255859375,282.8583984375,282.8583984375,0.6800927519798279,0,26,0.0,23,47,R_A4,2018-09-12
17,STANDARD,1695.365234375,277.8116760253906,277.8116760253906,1.0,0,1,-2.987510195825993e-12,1,42,R_A6,2018-11-07
17,STANDARD,1696.9127197265625,278.29974365234375,278.29974365234375,1.0,0,2,-9.968922388969848e-13,2,42,R_A6,2018-11-07
17,STANDARD,1698.4600830078125,278.561279296875,278.561279296875,1.0,0,3,-5.538432922323018e-15,3,42,R_A6,2018-11-07
17,STANDARD,1700.007568359375,278.77618408203125,278.77618408203125,1.0,0,4,-3.988079719843265e-15,4,42,R_A6,2018-11-07
17,STANDARD,1701.554931640625,278.9233093261719,278.9233093261719,1.0,0,5,-4.112382228369307e-15,5,42,R_A6,2018-11-07
17,STANDARD,1703.102294921875,278.77239990234375,278.77239990234375,1.0,0,6,-3.987476717088115e-14,6,42,R_A6,2018-11-07
17,STANDARD,1704.6497802734375,278.9208984375,278.9208984375,1.0,0,7,-1.5738656851307237e-13,7,42,R_A6,2018-11-07
17,STANDARD,1706.197265625,279.0985412597656,279.0985412597656,1.0,0,8,-1.0074721005365328e-13,8,42,R_A6,2018-11-07
17,STANDARD,1707.74462890625,279.6249694824219,279.6249694824219,1.0,0,9,-4.249200495723979e-15,9,42,R_A6,2018-11-07
17,STANDARD,1709.2921142578125,279.6009521484375,279.6009521484375,1.0,0,10,-5.178868401831127e-13,10,42,R_A6,2018-11-07
