CONIDX,CONJPOS,WELL,CONIPOS,PRESSURE,SGAS,CONKPOS,DEPTH,DRAWDOWN,CONBPRES,WELLMODEL,SWAT,DATE
4,52,R_A4,31,300.0949401855469,0.0,3,1630.8115234375,0,300.0949401855469,STANDARD,0.05018799379467964,2018-01-01
5,52,R_A4,31,300.2343444824219,0.0,4,1632.8907470703125,0,300.2343444824219,STANDARD,0.0523810051381588,2018-01-01
6,52,R_A4,32,300.06732177734375,0.0,4,1630.3992919921875,0,300.06732177734375,STANDARD,0.052633509039878845,2018-01-01
7,52,R_A4,32,300.1947326660156,0.0,5,1632.2998046875,0,300.1947326660156,STANDARD,0.05370489880442619,2018-01-01
8,51,R_A4,32,300.37518310546875,0.0,5,1634.9913330078125,0,300.37518310546875,STANDARD,0.05655257776379585,2018-01-01
9,51,R_A4,33,300.4449157714844,0.0,5,1636.0311279296875,0,300.4449157714844,STANDARD,0.05597870424389839,2018-01-01
10,51,R_A4,33,300.324462890625,0.0,4,1634.2344970703125,0,300.324462890625,STANDARD,0.09067806601524353,2018-01-01
11,50,R_A4,33,300.7373046875,0.0,4,1640.391845703125,0,300.7373046875,STANDARD,0.05792691558599472,2018-01-01
12,50,R_A4,34,300.6578369140625,0.0,4,1639.2066650390625,0,300.6578369140625,STANDARD,0.09530369192361832,2018-01-01
13,50,R_A4,35,300.72711181640625,0.0,4,1640.239990234375,0,300.72711181640625,STANDARD,0.11256484687328339,2018-01-01
14,50,R_A4,35,300.609375,0.0,3,1638.484130859375,0,300.609375,STANDARD,0.22281047701835632,2018-01-01
15,49,R_A4,35,300.9391784667969,0.0,3,1643.402587890625,0,300.9391784667969,STANDARD,0.2010788768529892,2018-01-01
16,49,R_A4,35,300.8243713378906,0.0,2,1641.6904296875,0,300.8243713378906,STANDARD,0.13985982537269592,2018-01-01
17,49,R_A4,36,301.0883483886719,0.0,28,1645.6270751953125,0,301.0883483886719,STANDARD,0.05628932639956474,2018-01-01
18,48,R_A4,36,301.09283447265625,0.0,28,1645.6937255859375,0,301.09283447265625,STANDARD,0.1240750402212143,2018-01-01
19,48,R_A4,37,301.4745178222656,0.0,28,1651.385498046875,0,301.4745178222656,STANDARD,0.6481541991233826,2018-01-01
20,48,R_A4,37,301.0946960449219,0.0,27,1645.721435546875,0,301.0946960449219,STANDARD,0.6481541991233826,2018-01-01
21,48,R_A4,38,301.3818359375,0.0,27,1650.0035400390625,0,301.3818359375,STANDARD,0.8537611365318298,2018-01-01
22,47,R_A4,38,301.9076843261719,0.0,27,1657.8436279296875,0,301.9076843261719,STANDARD,0.6481541991233826,2018-01-01
1,20,R_A5,31,303.9798889160156,0.0,1,1686.4595947265625,0,303.9798889160156,STANDARD,1.0,2018-01-01
2,20,R_A5,31,304.2220153808594,0.0,2,1689.014892578125,0,304.2220153808594,STANDARD,1.0,2018-01-01
3,20,R_A5,31,304.46417236328125,0.0,3,1691.570068359375,0,304.46417236328125,STANDARD,1.0,2018-01-01
4,20,R_A5,31,304.706298828125,0.0,4,1694.125244140625,0,304.706298828125,STANDARD,1.0,2018-01-01
5,20,R_A5,31,304.9484558105469,0.0,5,1696.680419921875,0,304.9484558105469,STANDARD,1.0,2018-01-01
6,20,R_A5,31,305.19061279296875,0.0,6,1699.2357177734375,0,305.19061279296875,STANDARD,1.0,2018-01-01
7,20,R_A5,31,305.7385559082031,0.0,7,1701.7908935546875,0,305.7385559082031,STANDARD,1.0,2018-01-01
8,20,R_A5,31,306.37261962890625,0.0,11,1711.706787109375,0,306.37261962890625,STANDARD,1.0,2018-01-01
9,20,R_A5,31,306.5569763183594,0.0,12,1713.6519775390625,0,306.5569763183594,STANDARD,1.0,2018-01-01
10,20,R_A5,31,306.7413330078125,0.0,13,1715.5970458984375,0,306.7413330078125,STANDARD,1.0,2018-01-01
11,20,R_A5,31,306.9376525878906,0.0,14,1717.542236328125,0,306.9376525878906,STANDARD,1.0,2018-01-01
12,20,R_A5,31,307.1219787597656,0.0,15,1719.4873046875,0,307.1219787597656,STANDARD,1.0,2018-01-01
13,21,R_A5,31,305.83282470703125,0.0,15,1705.884765625,0,305.83282470703125,STANDARD,1.0,2018-01-01
14,21,R_A5,31,306.1495666503906,0.0,16,1707.6966552734375,0,306.1495666503906,STANDARD,1.0,2018-01-01
15,21,R_A5,31,306.3212585449219,0.0,17,1709.508544921875,0,306.3212585449219,STANDARD,1.0,2018-01-01
16,21,R_A5,31,306.4732971191406,0.0,18,1711.112548828125,0,306.4732971191406,STANDARD,1.0,2018-01-01
17,21,R_A5,31,306.56488037109375,0.0,19,1712.0789794921875,0,306.56488037109375,STANDARD,1.0,2018-01-01
18,21,R_A5,31,306.84954833984375,0.0,25,1713.513916015625,0,306.84954833984375,STANDARD,1.0,2018-01-01
19,21,R_A5,31,306.7649230957031,0.0,26,1715.8475341796875,0,306.7649230957031,STANDARD,1.0,2018-01-01
20,21,R_A5,31,306.9861145019531,0.0,27,1718.1810302734375,0,306.9861145019531,STANDARD,1.0,2018-01-01
21,21,R_A5,31,307.5130615234375,0.0,28,1720.5146484375,0,307.5130615234375,STANDARD,1.0,2018-01-01
22,21,R_A5,31,307.7342224121094,0.0,29,1722.8482666015625,0,307.7342224121094,STANDARD,1.0,2018-01-01
1,42,R_A6,17,305.1692810058594,0.0,1,1695.78369140625,0,305.1692810058594,STANDARD,1.0,2018-01-01
2,42,R_A6,17,305.3164367675781,0.0,2,1697.3365478515625,0,305.3164367675781,STANDARD,1.0,2018-01-01
3,42,R_A6,17,305.4635925292969,0.0,3,1698.889404296875,0,305.4635925292969,STANDARD,1.0,2018-01-01
4,42,R_A6,17,305.6107482910156,0.0,4,1700.4422607421875,0,305.6107482910156,STANDARD,1.0,2018-01-01
5,42,R_A6,17,305.7579040527344,0.0,5,1701.9951171875,0,305.7579040527344,STANDARD,1.0,2018-01-01
6,42,R_A6,17,305.90509033203125,0.0,6,1703.5479736328125,0,305.90509033203125,STANDARD,1.0,2018-01-01
7,42,R_A6,17,305.7532043457031,0.0,7,1705.100830078125,0,305.7532043457031,STANDARD,1.0,2018-01-01
8,42,R_A6,17,305.9003601074219,0.0,8,1706.6536865234375,0,305.9003601074219,STANDARD,1.0,2018-01-01
9,42,R_A6,17,306.3465576171875,0.0,9,1708.20654296875,0,306.3465576171875,STANDARD,1.0,2018-01-01
10,42,R_A6,17,306.1879577636719,0.0,10,1709.7593994140625,0,306.1879577636719,STANDARD,1.0,2018-01-01
11,42,R_A6,17,306.373291015625,0.0,11,1711.7138671875,0,306.373291015625,STANDARD,1.0,2018-01-01
12,42,R_A6,17,306.59661865234375,0.0,12,1714.070068359375,0,306.59661865234375,STANDARD,1.0,2018-01-01
13,42,R_A6,17,306.8318786621094,0.0,13,1716.42626953125,0,306.8318786621094,STANDARD,1.0,2018-01-01
14,42,R_A6,17,307.05517578125,0.0,14,1718.782470703125,0,307.05517578125,STANDARD,1.0,2018-01-01
15,42,R_A6,17,307.27850341796875,0.0,15,1721.138671875,0,307.27850341796875,STANDARD,1.0,2018-01-01
16,42,R_A6,17,307.6468200683594,0.0,16,1723.494873046875,0,307.6468200683594,STANDARD,1.0,2018-01-01
17,42,R_A6,17,307.8701477050781,0.0,17,1725.85107421875,0,307.8701477050781,STANDARD,1.0,2018-01-01
18,42,R_A6,17,308.0064697265625,0.0,18,1727.2896728515625,0,308.0064697265625,STANDARD,1.0,2018-01-01
19,42,R_A6,17,307.95599365234375,0.0,25,1728.4144287109375,0,307.95599365234375,STANDARD,1.0,2018-01-01
20,42,R_A6,17,308.42559814453125,0.0,26,1730.1429443359375,0,308.42559814453125,STANDARD,1.0,2018-01-01
21,42,R_A6,17,308.5894470214844,0.0,27,1731.8714599609375,0,308.5894470214844,STANDARD,1.0,2018-01-01
22,42,R_A6,17,308.7532653808594,0.0,28,1733.5999755859375,0,308.7532653808594,STANDARD,1.0,2018-01-01
23,42,R_A6,17,308.6112976074219,0.0,29,1735.3284912109375,0,308.6112976074219,STANDARD,1.0,2018-01-01
1,30,R_A2,22,296.30279541015625,0.0,1,1639.193359375,0,296.30279541015625,STANDARD,0.053468551486730576,2018-03-01
2,30,R_A2,22,296.42071533203125,0.0,2,1640.953125,0,296.42071533203125,STANDARD,0.05513313412666321,2018-03-01
3,30,R_A2,22,296.53863525390625,0.0,3,1642.712890625,0,296.53863525390625,STANDARD,0.057042233645915985,2018-03-01
4,30,R_A2,22,296.6565246582031,0.0,4,1644.4725341796875,0,296.6565246582031,STANDARD,0.06187928095459938,2018-03-01
5,30,R_A2,22,296.7744140625,0.0,5,1646.2322998046875,0,296.7744140625,STANDARD,0.06389768421649933,2018-03-01
6,30,R_A2,22,296.892333984375,0.0,6,1647.9921875,0,296.892333984375,STANDARD,0.10869741439819336,2018-03-01
7,30,R_A2,22,297.0101623535156,0.0,7,1649.7518310546875,0,297.0101623535156,STANDARD,0.6489538550376892,2018-03-01
8,30,R_A2,22,297.1430969238281,0.0,8,1651.5115966796875,0,297.1430969238281,STANDARD,0.8506067991256714,2018-03-01
9,30,R_A2,22,297.772216796875,0.0,9,1653.2713623046875,0,297.772216796875,STANDARD,0.8665953278541565,2018-03-01
10,30,R_A2,22,298.3697509765625,0.0,10,1655.031005859375,0,298.3697509765625,STANDARD,0.8852378129959106,2018-03-01
11,30,R_A2,22,299.0911560058594,0.0,11,1656.915771484375,0,299.0911560058594,STANDARD,0.06545523554086685,2018-03-01
12,30,R_A2,22,299.2258605957031,0.0,12,1658.92529296875,0,299.2258605957031,STANDARD,0.10908250510692596,2018-03-01
13,30,R_A2,22,299.36090087890625,0.0,13,1660.9349365234375,0,299.36090087890625,STANDARD,0.42015546560287476,2018-03-01
14,30,R_A2,22,299.49639892578125,0.0,14,1662.9444580078125,0,299.49639892578125,STANDARD,0.4640410840511322,2018-03-01
15,30,R_A2,22,299.6331787109375,0.0,15,1664.9541015625,0,299.6331787109375,STANDARD,0.8972834944725037,2018-03-01
16,29,R_A2,22,299.5957946777344,0.0,15,1666.6212158203125,0,299.5957946777344,STANDARD,0.899232029914856,2018-03-01
17,29,R_A2,22,299.7428283691406,0.0,16,1668.7884521484375,0,299.7428283691406,STANDARD,0.9178452491760254,2018-03-01
18,29,R_A2,22,299.8900451660156,0.0,17,1670.955810546875,0,299.8900451660156,STANDARD,0.8848532438278198,2018-03-01
19,29,R_A2,22,300.012451171875,0.0,18,1672.7764892578125,0,300.012451171875,STANDARD,0.9476146101951599,2018-03-01
20,29,R_A2,22,302.4524841308594,-3.2058202121577895e-13,25,1674.4085693359375,0,302.4524841308594,STANDARD,1.0,2018-03-01
21,29,R_A2,22,302.2519836425781,-9.214034700152918e-13,26,1676.1983642578125,0,302.2519836425781,STANDARD,1.0,2018-03-01
22,29,R_A2,22,301.80047607421875,0.0,27,1677.98828125,0,301.80047607421875,STANDARD,0.49951043725013733,2018-03-01
23,29,R_A2,22,301.8975830078125,0.0,28,1679.778076171875,0,301.8975830078125,STANDARD,0.6711763143539429,2018-03-01
24,29,R_A2,22,302.8428955078125,-1.0933121812398139e-12,29,1681.5679931640625,0,302.8428955078125,STANDARD,1.0,2018-03-01
1,20,R_A5,31,270.69091796875,8.736932076251758e-14,1,1686.4595947265625,0,270.69091796875,STANDARD,1.0,2018-04-28
2,20,R_A5,31,270.9327697753906,1.0216406578144807e-13,2,1689.014892578125,0,270.9327697753906,STANDARD,1.0,2018-04-28
3,20,R_A5,31,271.1747131347656,1.2189441079765717e-13,3,1691.570068359375,0,271.1747131347656,STANDARD,1.0,2018-04-28
4,20,R_A5,31,271.4165954589844,1.68013199923836e-13,4,1694.125244140625,0,271.4165954589844,STANDARD,1.0,2018-04-28
5,20,R_A5,31,271.658447265625,1.3756145745072446e-13,5,1696.680419921875,0,271.658447265625,STANDARD,1.0,2018-04-28
6,20,R_A5,31,271.9002990722656,1.1857837845311026e-13,6,1699.2357177734375,0,271.9002990722656,STANDARD,1.0,2018-04-28
7,20,R_A5,31,272.4738464355469,9.710018306782428e-16,7,1701.7908935546875,0,272.4738464355469,STANDARD,1.0,2018-04-28
8,20,R_A5,31,277.33172607421875,-5.717820439343768e-09,11,1711.706787109375,0,277.33172607421875,STANDARD,0.9999998807907104,2018-04-28
9,20,R_A5,31,277.5133972167969,-5.129346281051994e-09,12,1713.6519775390625,0,277.5133972167969,STANDARD,0.9999998807907104,2018-04-28
10,20,R_A5,31,277.7577209472656,-9.633418507348779e-09,13,1715.5970458984375,0,277.7577209472656,STANDARD,0.9999997615814209,2018-04-28
11,20,R_A5,31,278.0234375,-7.914871535952273e-10,14,1717.542236328125,0,278.0234375,STANDARD,1.0,2018-04-28
12,20,R_A5,31,278.2167053222656,-9.243719123475103e-10,15,1719.4873046875,0,278.2167053222656,STANDARD,1.0,2018-04-28
13,21,R_A5,31,277.6578063964844,-1.588105619232394e-10,15,1705.884765625,0,277.6578063964844,STANDARD,1.0,2018-04-28
14,21,R_A5,31,278.9975280761719,-4.09485327590442e-11,16,1707.6966552734375,0,278.9975280761719,STANDARD,1.0,2018-04-28
15,21,R_A5,31,279.9169006347656,-4.0067730383563926e-11,17,1709.508544921875,0,279.9169006347656,STANDARD,1.0,2018-04-28
16,21,R_A5,31,280.0703125,-8.271845708396341e-11,18,1711.112548828125,0,280.0703125,STANDARD,1.0,2018-04-28
17,21,R_A5,31,280.1624755859375,-1.7472250035677206e-10,19,1712.0789794921875,0,280.1624755859375,STANDARD,1.0,2018-04-28
18,21,R_A5,31,286.0996398925781,-2.307024146372405e-12,25,1713.513916015625,0,286.0996398925781,STANDARD,1.0,2018-04-28
19,21,R_A5,31,286.2998352050781,-2.918143726660105e-09,26,1715.8475341796875,0,286.2998352050781,STANDARD,0.9999999403953552,2018-04-28
20,21,R_A5,31,286.5325927734375,-2.3919679570383323e-09,27,1718.1810302734375,0,286.5325927734375,STANDARD,0.9999999403953552,2018-04-28
21,21,R_A5,31,296.1983947753906,-1.0386574650215249e-14,28,1720.5146484375,0,296.1983947753906,STANDARD,1.0,2018-04-28
22,21,R_A5,31,303.97857666015625,-5.799639222061625e-17,29,1722.8482666015625,0,303.97857666015625,STANDARD,1.0,2018-04-28
1,41,R_A3,28,281.5364074707031,0.0,1,1612.3397216796875,0,281.5364074707031,STANDARD,0.23439282178878784,2018-07-03
2,41,R_A3,28,281.671875,0.0,2,1614.38525390625,0,281.671875,STANDARD,0.19860248267650604,2018-07-03
3,41,R_A3,28,281.80780029296875,0.0,3,1616.430908203125,0,281.80780029296875,STANDARD,0.1768835335969925,2018-07-03
4,41,R_A3,28,281.9440002441406,0.0,4,1618.4765625,0,281.9440002441406,STANDARD,0.21937541663646698,2018-07-03
5,41,R_A3,28,282.08038330078125,0.0,5,1620.5220947265625,0,282.08038330078125,STANDARD,0.649376392364502,2018-07-03
6,41,R_A3,29,281.171630859375,0.0,5,1606.52099609375,0,281.171630859375,STANDARD,0.8011130094528198,2018-07-03
7,41,R_A3,29,281.24859619140625,0.0,6,1608.5458984375,0,281.24859619140625,STANDARD,0.2322598397731781,2018-07-03
8,41,R_A3,29,281.38348388671875,0.0,7,1610.571044921875,0,281.38348388671875,STANDARD,0.19326746463775635,2018-07-03
9,41,R_A3,29,281.51849365234375,0.0,8,1612.59619140625,0,281.51849365234375,STANDARD,0.19635212421417236,2018-07-03
10,41,R_A3,29,281.7158508300781,0.0,9,1614.6212158203125,0,281.7158508300781,STANDARD,0.7897302508354187,2018-07-03
11,41,R_A3,29,282.5100402832031,0.0,10,1616.646240234375,0,282.5100402832031,STANDARD,0.7912842631340027,2018-07-03
12,41,R_A3,29,296.6336364746094,0.0,11,1618.8326416015625,0,296.6336364746094,STANDARD,0.04734678938984871,2018-07-03
13,41,R_A3,29,296.7909240722656,0.0,12,1621.1805419921875,0,296.7909240722656,STANDARD,0.05204768106341362,2018-07-03
14,41,R_A3,29,296.95098876953125,0.0,13,1623.5283203125,0,296.95098876953125,STANDARD,0.3681103587150574,2018-07-03
15,41,R_A3,29,297.11328125,0.0,14,1625.876220703125,0,297.11328125,STANDARD,0.39306896924972534,2018-07-03
16,41,R_A3,29,297.2792663574219,0.0,15,1628.2109375,0,297.2792663574219,STANDARD,0.4990747272968292,2018-07-03
17,41,R_A3,29,297.4029541015625,0.0,16,1630.000732421875,0,297.4029541015625,STANDARD,0.7972842454910278,2018-07-03
18,41,R_A3,29,288.974853515625,-3.6970981831530025e-11,25,1632.4710693359375,0,288.974853515625,STANDARD,1.0,2018-07-03
19,41,R_A3,29,284.2878723144531,0.0,26,1636.15380859375,0,284.2878723144531,STANDARD,0.04571251571178436,2018-07-03
20,41,R_A3,29,284.5346374511719,0.0,27,1639.836669921875,0,284.5346374511719,STANDARD,0.0486021488904953,2018-07-03
21,41,R_A3,29,284.7840576171875,0.0,28,1643.5194091796875,0,284.7840576171875,STANDARD,0.6494858860969543,2018-07-03
22,41,R_A3,29,285.0563049316406,0.0,29,1647.2021484375,0,285.0563049316406,STANDARD,0.057472433894872665,2018-07-03
1,52,R_A4,30,276.5524597167969,0.0,1,1629.6597900390625,0,276.5524597167969,STANDARD,0.048088543117046356,2018-09-12
2,52,R_A4,31,276.6028137207031,0.0,1,1626.65283203125,0,276.6028137207031,STANDARD,0.048759572207927704,2018-09-12
3,52,R_A4,31,276.7414855957031,0.0,2,1628.732177734375,0,276.7414855957031,STANDARD,0.05001859366893768,2018-09-12
4,52,R_A4,31,276.880126953125,0.0,3,1630.8115234375,0,276.880126953125,STANDARD,0.05055397376418114,2018-09-12
5,52,R_A4,31,277.0187683105469,0.0,4,1632.8907470703125,0,277.0187683105469,STANDARD,0.05276487022638321,2018-09-12
6,52,R_A4,32,277.094970703125,0.0,4,1630.3992919921875,0,277.094970703125,STANDARD,0.05279391631484032,2018-09-12
7,52,R_A4,32,277.22161865234375,0.0,5,1632.2998046875,0,277.22161865234375,STANDARD,0.05386536568403244,2018-09-12
8,51,R_A4,32,277.11346435546875,0.0,5,1634.9913330078125,0,277.11346435546875,STANDARD,0.056677740067243576,2018-09-12
9,51,R_A4,33,277.4720458984375,0.0,5,1636.0311279296875,0,277.4720458984375,STANDARD,0.05605575814843178,2018-09-12
10,51,R_A4,33,277.3524169921875,0.0,4,1634.2344970703125,0,277.3524169921875,STANDARD,0.09084241837263107,2018-09-12
11,50,R_A4,33,277.4916076660156,0.0,4,1640.391845703125,0,277.4916076660156,STANDARD,0.058185476809740067,2018-09-12
12,50,R_A4,34,277.7707824707031,0.0,4,1639.2066650390625,0,277.7707824707031,STANDARD,0.09572301059961319,2018-09-12
13,50,R_A4,35,278.2862854003906,0.0,4,1640.239990234375,0,278.2862854003906,STANDARD,0.11257879436016083,2018-09-12
14,50,R_A4,35,278.16693115234375,0.0,3,1638.484130859375,0,278.16693115234375,STANDARD,0.22306369245052338,2018-09-12
15,49,R_A4,35,278.2341003417969,0.0,3,1643.402587890625,0,278.2341003417969,STANDARD,0.2015743851661682,2018-09-12
16,49,R_A4,35,278.12109375,0.0,2,1641.6904296875,0,278.12109375,STANDARD,0.140425443649292,2018-09-12
17,49,R_A4,36,279.59039306640625,0.0,28,1645.6270751953125,0,279.59039306640625,STANDARD,0.05770573392510414,2018-09-12
18,48,R_A4,36,279.4466552734375,0.0,28,1645.6937255859375,0,279.4466552734375,STANDARD,0.12110340595245361,2018-09-12
19,48,R_A4,37,279.984375,0.0,28,1651.385498046875,0,279.984375,STANDARD,0.6530075669288635,2018-09-12
20,48,R_A4,37,279.5863037109375,0.0,27,1645.721435546875,0,279.5863037109375,STANDARD,0.651859700679779,2018-09-12
21,48,R_A4,38,287.0533752441406,0.0,27,1650.0035400390625,0,287.0533752441406,STANDARD,0.8531191945075989,2018-09-12
22,47,R_A4,38,280.4717102050781,0.0,27,1657.8436279296875,0,280.4717102050781,STANDARD,0.6516727209091187,2018-09-12
1,42,R_A6,17,271.3181457519531,3.069168183489346e-12,1,1695.78369140625,0,271.3181457519531,STANDARD,1.0,2018-11-07
2,42,R_A6,17,271.462890625,1.7618602974125985e-12,2,1697.3365478515625,0,271.462890625,STANDARD,1.0,2018-11-07
3,42,R_A6,17,271.6072692871094,6.128285270738665e-13,3,1698.889404296875,0,271.6072692871094,STANDARD,1.0,2018-11-07
4,42,R_A6,17,271.7475891113281,4.340034462455705e-13,4,1700.4422607421875,0,271.7475891113281,STANDARD,1.0,2018-11-07
5,42,R_A6,17,271.88543701171875,4.722875736329346e-13,5,1701.9951171875,0,271.88543701171875,STANDARD,1.0,2018-11-07
6,42,R_A6,17,272.02508544921875,1.8369011173247074e-11,6,1703.5479736328125,0,272.02508544921875,STANDARD,1.0,2018-11-07
7,42,R_A6,17,271.86785888671875,3.504235443485548e-11,7,1705.100830078125,0,271.86785888671875,STANDARD,1.0,2018-11-07
8,42,R_A6,17,271.99029541015625,1.6476523270747556e-11,8,1706.6536865234375,0,271.99029541015625,STANDARD,1.0,2018-11-07
9,42,R_A6,17,272.3701171875,1.2001886030149622e-12,9,1708.20654296875,0,272.3701171875,STANDARD,1.0,2018-11-07
10,42,R_A6,17,272.0459899902344,8.82521625222843e-11,10,1709.7593994140625,0,272.0459899902344,STANDARD,1.0,2018-11-07
11,42,R_A6,17,280.4644470214844,1.3003602160644736e-15,11,1711.7138671875,0,280.4644470214844,STANDARD,1.0,2018-11-07
