DEPTH,PRESSURE,WELL,CONJPOS,CONKPOS,SGAS,CONIPOS,CONIDX,SWAT,DRAWDOWN,WELLMODEL,CONBPRES,DATE
1621.212890625,299.34039306640625,R_A3,41,10,0.0,29,11,0.8061750531196594,0,STANDARD,299.34039306640625,2018-01-01
1623.287841796875,299.4794616699219,R_A3,41,11,0.0,29,12,0.05012411251664162,0,STANDARD,299.4794616699219,2018-01-01
1625.5543212890625,299.63140869140625,R_A3,41,12,0.0,29,13,0.05665263533592224,0,STANDARD,299.63140869140625,2018-01-01
1627.82080078125,299.7833251953125,R_A3,41,13,0.0,29,14,0.38226988911628723,0,STANDARD,299.7833251953125,2018-01-01
1630.087158203125,299.9352722167969,R_A3,41,14,0.0,29,15,0.3647066354751587,0,STANDARD,299.9352722167969,2018-01-01
1632.2642822265625,300.08123779296875,R_A3,41,15,0.0,29,16,0.8004657626152039,0,STANDARD,300.08123779296875,2018-01-01
1633.58251953125,300.16961669921875,R_A3,41,16,0.0,29,17,0.7912617325782776,0,STANDARD,300.16961669921875,2018-01-01
1635.4794921875,300.2967834472656,R_A3,41,26,0.0,29,18,0.6481541991233826,0,STANDARD,300.2967834472656,2018-01-01
1638.7249755859375,300.514404296875,R_A3,41,27,0.0,29,19,0.04645358771085739,0,STANDARD,300.514404296875,2018-01-01
1641.970458984375,300.73199462890625,R_A3,41,28,0.0,29,20,0.05123886466026306,0,STANDARD,300.73199462890625,2018-01-01
1645.2158203125,300.9496154785156,R_A3,41,29,0.0,29,21,0.6481541991233826,0,STANDARD,300.9496154785156,2018-01-01
1648.4613037109375,301.1672668457031,R_A3,41,30,0.0,29,22,0.0630325973033905,0,STANDARD,301.1672668457031,2018-01-01
1628.364990234375,299.81982421875,R_A4,52,1,0.0,30,1,0.05068444088101387,0,STANDARD,299.81982421875,2018-01-01
1626.231689453125,299.67681884765625,R_A4,52,1,0.0,31,2,0.04826648160815239,0,STANDARD,299.67681884765625,2018-01-01
1628.323486328125,299.8170471191406,R_A4,52,2,0.0,31,3,0.051431313157081604,0,STANDARD,299.8170471191406,2018-01-01
1630.4151611328125,299.957275390625,R_A4,52,3,0.0,31,4,0.05261997506022453,0,STANDARD,299.957275390625,2018-01-01
1632.5069580078125,300.0975036621094,R_A4,52,4,0.0,31,5,0.055395711213350296,0,STANDARD,300.0975036621094,2018-01-01
1629.9287109375,299.9246520996094,R_A4,52,4,0.0,32,6,0.05338975042104721,0,STANDARD,299.9246520996094,2018-01-01
1631.84619140625,300.0531921386719,R_A4,52,5,0.0,32,7,0.05596787855029106,0,STANDARD,300.0531921386719,2018-01-01
1638.4041748046875,300.4928894042969,R_A4,51,5,0.0,32,8,0.06130051985383034,0,STANDARD,300.4928894042969,2018-01-01
1636.6031494140625,300.37213134765625,R_A4,51,4,0.0,32,9,0.058474741876125336,0,STANDARD,300.37213134765625,2018-01-01
1635.3201904296875,300.2861022949219,R_A4,51,4,0.0,33,10,0.05768698826432228,0,STANDARD,300.2861022949219,2018-01-01
1637.185302734375,300.4111633300781,R_A4,51,5,0.0,33,11,0.06035037338733673,0,STANDARD,300.4111633300781,2018-01-01
1645.954345703125,300.9991455078125,R_A4,50,5,0.0,33,12,0.07039105892181396,0,STANDARD,300.9991455078125,2018-01-01
1641.1278076171875,300.6755065917969,R_A4,50,5,0.0,34,13,0.06366512179374695,0,STANDARD,300.6755065917969,2018-01-01
1639.2918701171875,300.5523986816406,R_A4,50,4,0.0,34,14,0.10361199826002121,0,STANDARD,300.5523986816406,2018-01-01
1637.5107421875,300.4329833984375,R_A4,50,4,0.0,35,15,0.1436639428138733,0,STANDARD,300.4329833984375,2018-01-01
1635.7781982421875,300.3168029785156,R_A4,50,3,0.0,35,16,0.22639399766921997,0,STANDARD,300.3168029785156,2018-01-01
1644.225341796875,300.8832092285156,R_A4,49,3,0.0,35,17,0.23969969153404236,0,STANDARD,300.8832092285156,2018-01-01
1642.7132568359375,300.7818298339844,R_A4,49,29,0.0,36,18,0.6481541991233826,0,STANDARD,300.7818298339844,2018-01-01
1644.898681640625,300.9283752441406,R_A4,48,29,0.0,36,19,0.6481541991233826,0,STANDARD,300.9283752441406,2018-01-01
1645.65771484375,300.979248046875,R_A4,48,29,0.0,37,20,0.6481541991233826,0,STANDARD,300.979248046875,2018-01-01
1644.8385009765625,300.92431640625,R_A4,48,29,0.0,38,21,0.6481541991233826,0,STANDARD,300.92431640625,2018-01-01
1650.51416015625,301.304931640625,R_A4,48,30,0.0,38,22,0.06248915567994118,0,STANDARD,301.304931640625,2018-01-01
1662.734619140625,302.1245422363281,R_A4,47,30,0.0,38,23,0.08570944517850876,0,STANDARD,302.1245422363281,2018-01-01
1686.49072265625,303.98284912109375,R_A5,20,1,0.0,31,1,1.0,0,STANDARD,303.98284912109375,2018-01-01
1688.617919921875,304.1844177246094,R_A5,20,2,0.0,31,2,1.0,0,STANDARD,304.1844177246094,2018-01-01
1690.7449951171875,304.385986328125,R_A5,20,3,0.0,31,3,1.0,0,STANDARD,304.385986328125,2018-01-01
1692.8721923828125,304.58758544921875,R_A5,20,4,0.0,31,4,1.0,0,STANDARD,304.58758544921875,2018-01-01
1694.9993896484375,304.7891540527344,R_A5,20,5,0.0,31,5,1.0,0,STANDARD,304.7891540527344,2018-01-01
1697.12646484375,304.99072265625,R_A5,20,6,0.0,31,6,1.0,0,STANDARD,304.99072265625,2018-01-01
1699.253662109375,305.49810791015625,R_A5,20,7,0.0,31,7,1.0,0,STANDARD,305.49810791015625,2018-01-01
1699.512939453125,305.2170104980469,R_A5,21,11,0.0,31,8,1.0,0,STANDARD,305.2170104980469,2018-01-01
1701.5439453125,305.40948486328125,R_A5,21,12,0.0,31,9,1.0,0,STANDARD,305.40948486328125,2018-01-01
1703.5750732421875,305.61395263671875,R_A5,21,13,0.0,31,10,1.0,0,STANDARD,305.61395263671875,2018-01-01
1705.606201171875,305.8064270019531,R_A5,21,14,0.0,31,11,1.0,0,STANDARD,305.8064270019531,2018-01-01
1707.6373291015625,305.9989318847656,R_A5,21,15,0.0,31,12,1.0,0,STANDARD,305.9989318847656,2018-01-01
1709.66845703125,306.33642578125,R_A5,21,16,0.0,31,13,1.0,0,STANDARD,306.33642578125,2018-01-01
1711.6171875,306.5211181640625,R_A5,21,17,0.0,31,14,1.0,0,STANDARD,306.5211181640625,2018-01-01
1712.993896484375,306.651611328125,R_A5,21,18,0.0,31,15,1.0,0,STANDARD,306.651611328125,2018-01-01
1713.6905517578125,306.7176208496094,R_A5,21,19,0.0,31,16,1.0,0,STANDARD,306.7176208496094,2018-01-01
1715.1705322265625,306.7007751464844,R_A5,21,26,0.0,31,17,1.0,0,STANDARD,306.7007751464844,2018-01-01
1717.3831787109375,306.9104919433594,R_A5,21,27,0.0,31,18,1.0,0,STANDARD,306.9104919433594,2018-01-01
1719.5958251953125,307.42596435546875,R_A5,21,28,0.0,31,19,1.0,0,STANDARD,307.42596435546875,2018-01-01
1721.808349609375,307.63568115234375,R_A5,21,29,0.0,31,20,1.0,0,STANDARD,307.63568115234375,2018-01-01
1724.02099609375,307.8453674316406,R_A5,21,30,0.0,31,21,1.0,0,STANDARD,307.8453674316406,2018-01-01
1693.6912841796875,304.9709777832031,R_A6,42,1,0.0,17,1,1.0,0,STANDARD,304.9709777832031,2018-01-01
1695.214111328125,305.11529541015625,R_A6,42,2,0.0,17,2,1.0,0,STANDARD,305.11529541015625,2018-01-01
1696.7369384765625,305.2596130371094,R_A6,42,3,0.0,17,3,1.0,0,STANDARD,305.2596130371094,2018-01-01
1698.259765625,305.4039001464844,R_A6,42,4,0.0,17,4,1.0,0,STANDARD,305.4039001464844,2018-01-01
1699.782470703125,305.5482177734375,R_A6,42,5,0.0,17,5,1.0,0,STANDARD,305.5482177734375,2018-01-01
1701.3052978515625,305.6925354003906,R_A6,42,6,0.0,17,6,1.0,0,STANDARD,305.6925354003906,2018-01-01
1702.8280029296875,305.5378112792969,R_A6,42,7,0.0,17,7,1.0,0,STANDARD,305.5378112792969,2018-01-01
1704.350830078125,305.6820983886719,R_A6,42,8,0.0,17,8,1.0,0,STANDARD,305.6820983886719,2018-01-01
1705.8736572265625,306.12548828125,R_A6,42,9,0.0,17,9,1.0,0,STANDARD,306.12548828125,2018-01-01
1707.3963623046875,305.9640197753906,R_A6,42,10,0.0,17,10,1.0,0,STANDARD,305.9640197753906,2018-01-01
1709.33447265625,306.1477966308594,R_A6,42,11,0.0,17,11,1.0,0,STANDARD,306.1477966308594,2018-01-01
1711.6878662109375,306.370849609375,R_A6,42,12,0.0,17,12,1.0,0,STANDARD,306.370849609375,2018-01-01
1714.041259765625,306.6058349609375,R_A6,42,13,0.0,17,13,1.0,0,STANDARD,306.6058349609375,2018-01-01
1716.3946533203125,306.8288879394531,R_A6,42,14,0.0,17,14,1.0,0,STANDARD,306.8288879394531,2018-01-01
1718.748046875,307.05194091796875,R_A6,42,15,0.0,17,15,1.0,0,STANDARD,307.05194091796875,2018-01-01
1721.1015625,307.41998291015625,R_A6,42,16,0.0,17,16,1.0,0,STANDARD,307.41998291015625,2018-01-01
1723.442138671875,307.6418151855469,R_A6,42,17,0.0,17,17,1.0,0,STANDARD,307.6418151855469,2018-01-01
1724.7177734375,307.7627258300781,R_A6,42,18,0.0,17,18,1.0,0,STANDARD,307.7627258300781,2018-01-01
1725.6785888671875,308.0024719238281,R_A6,42,26,0.0,17,19,1.0,0,STANDARD,308.0024719238281,2018-01-01
1727.376708984375,308.1634216308594,R_A6,42,27,0.0,17,20,1.0,0,STANDARD,308.1634216308594,2018-01-01
1729.074951171875,308.3243713378906,R_A6,42,28,0.0,17,21,1.0,0,STANDARD,308.3243713378906,2018-01-01
1730.7730712890625,308.4853210449219,R_A6,42,29,0.0,17,22,1.0,0,STANDARD,308.4853210449219,2018-01-01
1732.47119140625,308.3404846191406,R_A6,42,30,0.0,17,23,1.0,0,STANDARD,308.3404846191406,2018-01-01
1639.59765625,298.0019226074219,R_A2,30,1,0.0,22,1,0.05549216642975807,0,STANDARD,298.0019226074219,2018-03-01
1641.25830078125,298.1131896972656,R_A2,30,2,0.0,22,2,0.05595574155449867,0,STANDARD,298.1131896972656,2018-03-01
1642.9190673828125,298.2244567871094,R_A2,30,3,0.0,22,3,0.05991765484213829,0,STANDARD,298.2244567871094,2018-03-01
1644.5797119140625,298.33575439453125,R_A2,30,4,0.0,22,4,0.06578031927347183,0,STANDARD,298.33575439453125,2018-03-01
1646.240478515625,298.447021484375,R_A2,30,5,0.0,22,5,0.06891966611146927,0,STANDARD,298.447021484375,2018-03-01
1647.901123046875,298.5576171875,R_A2,30,6,0.0,22,6,0.31723788380622864,0,STANDARD,298.5576171875,2018-03-01
1649.5618896484375,298.70965576171875,R_A2,30,7,0.0,22,7,0.6810585856437683,0,STANDARD,298.70965576171875,2018-03-01
1651.2225341796875,298.85137939453125,R_A2,30,8,0.0,22,8,0.6483132839202881,0,STANDARD,298.85137939453125,2018-03-01
1652.88330078125,298.9697265625,R_A2,30,9,0.0,22,9,0.6486222147941589,0,STANDARD,298.9697265625,2018-03-01
1654.5439453125,299.4101867675781,R_A2,30,10,0.0,22,10,0.8963043689727783,0,STANDARD,299.4101867675781,2018-03-01
1656.3751220703125,299.6819763183594,R_A2,30,11,0.0,22,11,0.07158353924751282,0,STANDARD,299.6819763183594,2018-03-01
1658.376708984375,299.8161926269531,R_A2,30,12,0.0,22,12,0.07593218982219696,0,STANDARD,299.8161926269531,2018-03-01
1660.378173828125,299.9540100097656,R_A2,30,13,0.0,22,13,0.44497156143188477,0,STANDARD,299.9540100097656,2018-03-01
1662.3797607421875,300.0986328125,R_A2,30,14,0.0,22,14,0.4996621608734131,0,STANDARD,300.0986328125,2018-03-01
1664.3812255859375,300.2531433105469,R_A2,30,15,0.0,22,15,0.9205284714698792,0,STANDARD,300.2531433105469,2018-03-01
1671.3802490234375,300.5890197753906,R_A2,29,15,0.0,22,16,0.9944180250167847,0,STANDARD,300.5890197753906,2018-03-01
1673.5672607421875,300.7363586425781,R_A2,29,16,0.0,22,17,0.9969104528427124,0,STANDARD,300.7363586425781,2018-03-01
1675.7379150390625,300.88238525390625,R_A2,29,17,6.5149192707281145e-09,22,18,1.0000001192092896,0,STANDARD,300.88238525390625,2018-03-01
1677.348876953125,301.1592712402344,R_A2,29,18,6.266689833722694e-09,22,19,1.0000001192092896,0,STANDARD,301.1592712402344,2018-03-01
1678.7655029296875,302.09527587890625,R_A2,29,26,1.0430640726144524e-12,22,20,1.0,0,STANDARD,302.09527587890625,2018-03-01
1680.5311279296875,302.8603515625,R_A2,29,27,1.2764924750899298e-13,22,21,1.0,0,STANDARD,302.8603515625,2018-03-01
1682.296630859375,302.9806213378906,R_A2,29,28,-2.6303824569862133e-12,22,22,1.0,0,STANDARD,302.9806213378906,2018-03-01
1684.0621337890625,303.9921569824219,R_A2,29,29,-3.3695436509897057e-15,22,23,1.0,0,STANDARD,303.9921569824219,2018-03-01
1685.82763671875,304.1697998046875,R_A2,29,30,3.765122066340653e-16,22,24,1.0,0,STANDARD,304.1697998046875,2018-03-01
1686.49072265625,279.7026062011719,R_A5,20,1,6.789689470376725e-12,31,1,1.0,0,STANDARD,279.7026062011719,2018-04-28
1688.617919921875,279.9043884277344,R_A5,20,2,2.213368724413023e-11,31,2,1.0,0,STANDARD,279.9043884277344,2018-04-28
1690.7449951171875,280.1060791015625,R_A5,20,3,3.0800220013338375e-11,31,3,1.0,0,STANDARD,280.1060791015625,2018-04-28
1692.8721923828125,280.3076477050781,R_A5,20,4,2.616060493232375e-11,31,4,1.0,0,STANDARD,280.3076477050781,2018-04-28
1694.9993896484375,280.5091857910156,R_A5,20,5,2.358018988402044e-11,31,5,1.0,0,STANDARD,280.5091857910156,2018-04-28
1697.12646484375,280.710693359375,R_A5,20,6,2.2960159815066383e-11,31,6,1.0,0,STANDARD,280.710693359375,2018-04-28
1699.253662109375,281.23675537109375,R_A5,20,7,2.9930729119123645e-13,31,7,1.0,0,STANDARD,281.23675537109375,2018-04-28
1699.512939453125,278.4083251953125,R_A5,21,11,8.289311649572063e-16,31,8,1.0,0,STANDARD,278.4083251953125,2018-04-28
1701.5439453125,278.6216125488281,R_A5,21,12,8.086210618875019e-16,31,9,1.0,0,STANDARD,278.6216125488281,2018-04-28
1703.5750732421875,278.8262939453125,R_A5,21,13,3.799830829541174e-17,31,10,1.0,0,STANDARD,278.8262939453125,2018-04-28
1705.606201171875,279.0190734863281,R_A5,21,14,4.305021462490585e-17,31,11,1.0,0,STANDARD,279.0190734863281,2018-04-28
1707.6373291015625,279.2117614746094,R_A5,21,15,1.3252767655427551e-17,31,12,1.0,0,STANDARD,279.2117614746094,2018-04-28
1709.66845703125,279.55126953125,R_A5,21,16,1.3182495146873568e-18,31,13,1.0,0,STANDARD,279.55126953125,2018-04-28
1711.6171875,279.73638916015625,R_A5,21,17,6.25060787634497e-19,31,14,1.0,0,STANDARD,279.73638916015625,2018-04-28
1712.993896484375,279.865966796875,R_A5,21,18,0.0,31,15,1.0,0,STANDARD,279.865966796875,2018-04-28
1713.6905517578125,279.9318542480469,R_A5,21,19,0.0,31,16,1.0,0,STANDARD,279.9318542480469,2018-04-28
1715.1705322265625,280.0473937988281,R_A5,21,26,-5.548663492139074e-16,31,17,1.0,0,STANDARD,280.0473937988281,2018-04-28
1717.3831787109375,280.2411804199219,R_A5,21,27,-5.515784320104622e-16,31,18,1.0,0,STANDARD,280.2411804199219,2018-04-28
1719.5958251953125,280.79193115234375,R_A5,21,28,-1.9060008361649453e-21,31,19,1.0,0,STANDARD,280.79193115234375,2018-04-28
1721.808349609375,285.77484130859375,R_A5,21,29,-1.8490665132063904e-18,31,20,1.0,0,STANDARD,285.77484130859375,2018-04-28
1724.02099609375,299.21405029296875,R_A5,21,30,-3.463270714508856e-23,31,21,1.0,0,STANDARD,299.21405029296875,2018-04-28
1607.6253662109375,277.772705078125,R_A3,41,1,0.0,28,1,0.650245189666748,0,STANDARD,277.772705078125,2018-07-03
1609.5162353515625,277.9189758300781,R_A3,41,2,0.0,28,2,0.2685306966304779,0,STANDARD,277.9189758300781,2018-07-03
1611.4071044921875,278.0453796386719,R_A3,41,3,0.0,28,3,0.22787491977214813,0,STANDARD,278.0453796386719,2018-07-03
1613.2978515625,278.17156982421875,R_A3,41,4,0.0,28,4,0.2031628042459488,0,STANDARD,278.17156982421875,2018-07-03
1615.188720703125,278.3817443847656,R_A3,41,5,0.0,28,5,0.8150315284729004,0,STANDARD,278.3817443847656,2018-07-03
1611.796142578125,278.0997009277344,R_A3,41,5,0.0,29,6,0.8150888681411743,0,STANDARD,278.0997009277344,2018-07-03
1613.6795654296875,278.2278747558594,R_A3,41,6,0.0,29,7,0.2330167442560196,0,STANDARD,278.2278747558594,2018-07-03
1615.5628662109375,278.3541259765625,R_A3,41,7,0.0,29,8,0.20244331657886505,0,STANDARD,278.3541259765625,2018-07-03
1617.4461669921875,278.485595703125,R_A3,41,8,0.0,29,9,0.3888774514198303,0,STANDARD,278.485595703125,2018-07-03
1619.3294677734375,278.69635009765625,R_A3,41,9,0.0,29,10,0.807334303855896,0,STANDARD,278.69635009765625,2018-07-03
1621.212890625,282.17340087890625,R_A3,41,10,0.0,29,11,0.8023564219474792,0,STANDARD,282.17340087890625,2018-07-03
1623.287841796875,283.04827880859375,R_A3,41,11,0.0,29,12,0.05026450753211975,0,STANDARD,283.04827880859375,2018-07-03
1625.5543212890625,283.1996154785156,R_A3,41,12,0.0,29,13,0.05680649355053902,0,STANDARD,283.1996154785156,2018-07-03
1627.82080078125,283.35211181640625,R_A3,41,13,0.0,29,14,0.38295918703079224,0,STANDARD,283.35211181640625,2018-07-03
1630.087158203125,283.5044250488281,R_A3,41,14,0.0,29,15,0.36648550629615784,0,STANDARD,283.5044250488281,2018-07-03
1632.2642822265625,283.6968994140625,R_A3,41,15,0.0,29,16,0.7994207739830017,0,STANDARD,283.6968994140625,2018-07-03
1633.58251953125,283.8366394042969,R_A3,41,16,0.0,29,17,0.7861583828926086,0,STANDARD,283.8366394042969,2018-07-03
1635.4794921875,287.1038818359375,R_A3,41,26,0.0,29,18,0.6489900946617126,0,STANDARD,287.1038818359375,2018-07-03
1638.7249755859375,283.9939270019531,R_A3,41,27,0.0,29,19,0.046559982001781464,0,STANDARD,283.9939270019531,2018-07-03
1641.970458984375,284.21063232421875,R_A3,41,28,0.0,29,20,0.05139750987291336,0,STANDARD,284.21063232421875,2018-07-03
1645.2158203125,284.4412536621094,R_A3,41,29,0.0,29,21,0.6495820879936218,0,STANDARD,284.4412536621094,2018-07-03
1648.4613037109375,284.658935546875,R_A3,41,30,0.0,29,22,0.06314118206501007,0,STANDARD,284.658935546875,2018-07-03
1628.364990234375,275.79132080078125,R_A4,52,1,0.0,30,1,0.05079134181141853,0,STANDARD,275.79132080078125,2018-09-12
1626.231689453125,275.7735290527344,R_A4,52,1,0.0,31,2,0.048410672694444656,0,STANDARD,275.7735290527344,2018-09-12
1628.323486328125,275.9128723144531,R_A4,52,2,0.0,31,3,0.05156626179814339,0,STANDARD,275.9128723144531,2018-09-12
1630.4151611328125,276.0522155761719,R_A4,52,3,0.0,31,4,0.05275231972336769,0,STANDARD,276.0522155761719,2018-09-12
1632.5069580078125,276.1915588378906,R_A4,52,4,0.0,31,5,0.05551212653517723,0,STANDARD,276.1915588378906,2018-09-12
1629.9287109375,276.1385498046875,R_A4,52,4,0.0,32,6,0.05352838337421417,0,STANDARD,276.1385498046875,2018-09-12
1631.84619140625,276.2662658691406,R_A4,52,5,0.0,32,7,0.056101929396390915,0,STANDARD,276.2662658691406,2018-09-12
1638.4041748046875,276.51519775390625,R_A4,51,5,0.0,32,8,0.061496708542108536,0,STANDARD,276.51519775390625,2018-09-12
1636.6031494140625,276.3954162597656,R_A4,51,4,0.0,32,9,0.058558303862810135,0,STANDARD,276.3954162597656,2018-09-12
1635.3201904296875,276.4293518066406,R_A4,51,4,0.0,33,10,0.057793278247117996,0,STANDARD,276.4293518066406,2018-09-12
1637.185302734375,276.5535583496094,R_A4,51,5,0.0,33,11,0.0604395791888237,0,STANDARD,276.5535583496094,2018-09-12
1645.954345703125,276.8740539550781,R_A4,50,5,0.0,33,12,0.07055380195379257,0,STANDARD,276.8740539550781,2018-09-12
1641.1278076171875,276.7204284667969,R_A4,50,5,0.0,34,13,0.06386367976665497,0,STANDARD,276.7204284667969,2018-09-12
1639.2918701171875,276.5980224609375,R_A4,50,4,0.0,34,14,0.10386952012777328,0,STANDARD,276.5980224609375,2018-09-12
1637.5107421875,276.62646484375,R_A4,50,4,0.0,35,15,0.14385519921779633,0,STANDARD,276.62646484375,2018-09-12
1635.7781982421875,276.5098876953125,R_A4,50,3,0.0,35,16,0.22667215764522552,0,STANDARD,276.5098876953125,2018-09-12
1644.225341796875,276.94586181640625,R_A4,49,3,0.0,35,17,0.23971977829933167,0,STANDARD,276.94586181640625,2018-09-12
1642.7132568359375,276.5153503417969,R_A4,49,29,0.0,36,18,0.6501248478889465,0,STANDARD,276.5153503417969,2018-09-12
1644.898681640625,276.2632141113281,R_A4,48,29,0.0,36,19,0.6499174237251282,0,STANDARD,276.2632141113281,2018-09-12
1645.65771484375,276.67596435546875,R_A4,48,29,0.0,37,20,0.6496950387954712,0,STANDARD,276.67596435546875,2018-09-12
1644.8385009765625,277.2752685546875,R_A4,48,29,0.0,38,21,0.6506636142730713,0,STANDARD,277.2752685546875,2018-09-12
1650.51416015625,277.6549987792969,R_A4,48,30,0.0,38,22,0.06495260447263718,0,STANDARD,277.6549987792969,2018-09-12
1662.734619140625,278.2823486328125,R_A4,47,30,0.0,38,23,0.08542264252901077,0,STANDARD,278.2823486328125,2018-09-12
1693.6912841796875,276.08880615234375,R_A6,42,1,-2.162644629349897e-12,17,1,1.0,0,STANDARD,276.08880615234375,2018-11-07
1695.214111328125,276.2318420410156,R_A6,42,2,-1.2425718006608966e-12,17,2,1.0,0,STANDARD,276.2318420410156,2018-11-07
1696.7369384765625,276.37249755859375,R_A6,42,3,-1.12855753388319e-12,17,3,1.0,0,STANDARD,276.37249755859375,2018-11-07
1698.259765625,276.5093078613281,R_A6,42,4,-1.3588845760442725e-12,17,4,1.0,0,STANDARD,276.5093078613281,2018-11-07
1699.782470703125,276.6440124511719,R_A6,42,5,-1.0867622990753945e-12,17,5,1.0,0,STANDARD,276.6440124511719,2018-11-07
1701.3052978515625,276.7821960449219,R_A6,42,6,-5.553735249463898e-11,17,6,1.0,0,STANDARD,276.7821960449219,2018-11-07
1702.8280029296875,276.6249084472656,R_A6,42,7,-9.326676236875997e-11,17,7,1.0,0,STANDARD,276.6249084472656,2018-11-07
1704.350830078125,276.7704162597656,R_A6,42,8,-1.6156560464497538e-11,17,8,1.0,0,STANDARD,276.7704162597656,2018-11-07
1705.8736572265625,277.21575927734375,R_A6,42,9,-3.1822222808230993e-12,17,9,1.0,0,STANDARD,277.21575927734375,2018-11-07
1707.3963623046875,277.0589294433594,R_A6,42,10,-4.6446338441974433e-10,17,10,1.0,0,STANDARD,277.0589294433594,2018-11-07
1709.33447265625,277.26611328125,R_A6,42,11,-3.991195152153182e-10,17,11,1.0,0,STANDARD,277.26611328125,2018-11-07
