DRAWDOWN,DEPTH,CONBPRES,CONJPOS,CONKPOS,WELL,PRESSURE,CONIDX,DATE,SGAS,CONIPOS,WELLMODEL,SWAT
0,1705.9439697265625,276.7798156738281,42,8,R_A6,276.7798156738281,8,2018-11-07,-1.189184520170375e-13,17,STANDARD,1.0
0,1707.4903564453125,277.22711181640625,42,9,R_A6,277.22711181640625,9,2018-11-07,-2.5414942367426793e-14,17,STANDARD,1.0
0,1709.03662109375,277.0721740722656,42,10,R_A6,277.0721740722656,10,2018-11-07,-4.1950172719254497e-13,17,STANDARD,1.0
0,1710.9381103515625,279.6466979980469,42,11,R_A6,279.6466979980469,11,2018-11-07,-1.896024383638917e-15,17,STANDARD,1.0
0,1713.1947021484375,279.8603515625,42,12,R_A6,279.8603515625,12,2018-11-07,-9.312804323749892e-16,17,STANDARD,1.0
0,1715.4512939453125,280.0860290527344,42,13,R_A6,280.0860290527344,13,2018-11-07,-4.710645357723723e-17,17,STANDARD,1.0
0,1717.707763671875,280.2997131347656,42,14,R_A6,280.2997131347656,14,2018-11-07,-6.489906223113855e-17,17,STANDARD,1.0
0,1719.96435546875,280.5137634277344,42,15,R_A6,280.5137634277344,15,2018-11-07,-4.36976025682368e-17,17,STANDARD,1.0
0,1722.220947265625,280.873046875,42,16,R_A6,280.873046875,16,2018-11-07,-9.544818063095298e-18,17,STANDARD,1.0
0,1724.4774169921875,281.08721923828125,42,17,R_A6,281.08721923828125,17,2018-11-07,-2.6845819216885942e-17,17,STANDARD,1.0
0,1726.1800537109375,281.2485046386719,42,18,R_A6,281.2485046386719,18,2018-11-07,-2.0679066981933688e-17,17,STANDARD,1.0
0,1727.615966796875,280.4312438964844,42,26,R_A6,280.4312438964844,19,2018-11-07,-3.5983667210339718e-19,17,STANDARD,1.0
0,1729.3392333984375,280.9080810546875,42,27,R_A6,280.9080810546875,20,2018-11-07,-5.015981875490932e-20,17,STANDARD,1.0
0,1731.0625,281.8521728515625,42,28,R_A6,281.8521728515625,21,2018-11-07,-8.565293012262329e-27,17,STANDARD,1.0
0,1732.7857666015625,282.16448974609375,42,29,R_A6,282.16448974609375,22,2018-11-07,3.010882741479358e-27,17,STANDARD,1.0
0,1734.5091552734375,281.0684509277344,42,30,R_A6,281.0684509277344,23,2018-11-07,-2.0651280909177e-21,17,STANDARD,1.0
