DEPTH,SGAS,WELL,CONJPOS,CONBPRES,PRESSURE,SWAT,DRAWDOWN,CONIDX,CONKPOS,WELLMODEL,DATE,CONIPOS
1622.0697021484375,0.0,R_A3,41,299.5360107421875,299.5360107421875,0.05213271453976631,0,13,12,STANDARD,2018-01-01,29
1624.388671875,0.0,R_A3,41,299.69146728515625,299.69146728515625,0.3621887266635895,0,14,13,STANDARD,2018-01-01,29
1626.707763671875,0.0,R_A3,41,299.846923828125,299.846923828125,0.3602728843688965,0,15,14,STANDARD,2018-01-01,29
1629.026611328125,0.0,R_A3,41,300.00238037109375,300.00238037109375,0.43336769938468933,0,16,15,STANDARD,2018-01-01,29
1630.9468994140625,0.0,R_A3,41,300.1311340332031,300.1311340332031,0.8007159233093262,0,17,16,STANDARD,2018-01-01,29
1633.5262451171875,0.0,R_A3,41,300.3040466308594,300.3040466308594,0.37759703397750854,0,18,27,STANDARD,2018-01-01,29
1637.1630859375,0.0,R_A3,41,300.54791259765625,300.54791259765625,0.0433325469493866,0,19,28,STANDARD,2018-01-01,29
1640.8001708984375,0.0,R_A3,41,300.7917785644531,300.7917785644531,0.04765577241778374,0,20,29,STANDARD,2018-01-01,29
1644.4371337890625,0.0,R_A3,41,301.03564453125,301.03564453125,0.6481541991233826,0,21,30,STANDARD,2018-01-01,29
1648.0740966796875,0.0,R_A3,41,301.279541015625,301.279541015625,0.058155570179224014,0,22,31,STANDARD,2018-01-01,29
1631.1873779296875,0.0,R_A4,52,300.1472473144531,300.1472473144531,0.04932262375950813,0,1,1,STANDARD,2018-01-01,30
1627.4293212890625,0.0,R_A4,52,299.8952941894531,299.8952941894531,0.04653134569525719,0,2,1,STANDARD,2018-01-01,31
1629.4896240234375,0.0,R_A4,52,300.0334167480469,300.0334167480469,0.04988902807235718,0,3,2,STANDARD,2018-01-01,31
1631.5498046875,0.0,R_A4,52,300.1715393066406,300.1715393066406,0.051795460283756256,0,4,3,STANDARD,2018-01-01,31
1633.610107421875,0.0,R_A4,52,300.3096618652344,300.3096618652344,0.05458543077111244,0,5,4,STANDARD,2018-01-01,31
1632.3968505859375,0.0,R_A4,52,300.22833251953125,300.22833251953125,0.05373033136129379,0,6,4,STANDARD,2018-01-01,32
1635.880615234375,0.0,R_A4,51,300.4619140625,300.4619140625,0.05609506741166115,0,7,4,STANDARD,2018-01-01,32
1637.321044921875,0.0,R_A4,51,300.5585021972656,300.5585021972656,0.054404743015766144,0,8,4,STANDARD,2018-01-01,33
1635.474609375,0.0,R_A4,51,300.4346923828125,300.4346923828125,0.053442101925611496,0,9,3,STANDARD,2018-01-01,33
1642.1485595703125,0.0,R_A4,50,300.8821716308594,300.8821716308594,0.0593993179500103,0,10,4,STANDARD,2018-01-01,33
1641.132080078125,0.0,R_A4,50,300.81402587890625,300.81402587890625,0.05791552737355232,0,11,4,STANDARD,2018-01-01,34
1639.20703125,0.0,R_A4,50,300.6849365234375,300.6849365234375,0.13437946140766144,0,12,3,STANDARD,2018-01-01,34
1640.9061279296875,0.0,R_A4,50,300.7988586425781,300.7988586425781,0.13644231855869293,0,13,3,STANDARD,2018-01-01,35
1639.0426025390625,0.0,R_A4,50,300.6739196777344,300.6739196777344,0.22415100038051605,0,14,2,STANDARD,2018-01-01,35
1641.93212890625,0.0,R_A4,49,300.86767578125,300.86767578125,0.22719299793243408,0,15,2,STANDARD,2018-01-01,35
1642.357421875,0.0,R_A4,49,300.89617919921875,300.89617919921875,1.0,0,16,30,STANDARD,2018-01-01,36
1639.6068115234375,0.0,R_A4,48,300.7117614746094,300.7117614746094,0.6481541991233826,0,17,30,STANDARD,2018-01-01,36
1646.7513427734375,0.0,R_A4,48,301.19085693359375,301.19085693359375,0.6481541991233826,0,18,30,STANDARD,2018-01-01,37
1653.461669921875,0.0,R_A4,48,301.640869140625,301.640869140625,0.6481541991233826,0,19,30,STANDARD,2018-01-01,38
1657.8184814453125,0.0,R_A4,47,301.9330749511719,301.9330749511719,0.6481541991233826,0,20,30,STANDARD,2018-01-01,38
1685.026611328125,0.0,R_A5,20,303.8440856933594,303.8440856933594,1.0,0,1,1,STANDARD,2018-01-01,31
1687.3070068359375,0.0,R_A5,20,304.0601806640625,304.0601806640625,1.0,0,2,2,STANDARD,2018-01-01,31
1689.5875244140625,0.0,R_A5,20,304.27630615234375,304.27630615234375,1.0,0,3,3,STANDARD,2018-01-01,31
1691.8680419921875,0.0,R_A5,20,304.4924011230469,304.4924011230469,1.0,0,4,4,STANDARD,2018-01-01,31
1694.1485595703125,0.0,R_A5,20,304.7085266113281,304.7085266113281,1.0,0,5,5,STANDARD,2018-01-01,31
1696.4290771484375,0.0,R_A5,20,304.9246520996094,304.9246520996094,1.0,0,6,6,STANDARD,2018-01-01,31
1698.70947265625,0.0,R_A5,20,305.446533203125,305.446533203125,1.0,0,7,7,STANDARD,2018-01-01,31
1707.6488037109375,0.0,R_A5,20,305.988037109375,305.988037109375,1.0,0,8,11,STANDARD,2018-01-01,31
1709.5638427734375,0.0,R_A5,20,306.1695251464844,306.1695251464844,1.0,0,9,12,STANDARD,2018-01-01,31
1701.7845458984375,0.0,R_A5,21,305.4322814941406,305.4322814941406,1.0,0,10,12,STANDARD,2018-01-01,31
1703.735107421875,0.0,R_A5,21,305.6291198730469,305.6291198730469,1.0,0,11,13,STANDARD,2018-01-01,31
1705.6856689453125,0.0,R_A5,21,305.81396484375,305.81396484375,1.0,0,12,14,STANDARD,2018-01-01,31
1707.63623046875,0.0,R_A5,21,305.9988098144531,305.9988098144531,1.0,0,13,15,STANDARD,2018-01-01,31
1709.5867919921875,0.0,R_A5,21,306.3287048339844,306.3287048339844,1.0,0,14,16,STANDARD,2018-01-01,31
1711.537353515625,0.0,R_A5,21,306.5135498046875,306.5135498046875,1.0,0,15,17,STANDARD,2018-01-01,31
1713.35400390625,0.0,R_A5,21,306.6856994628906,306.6856994628906,1.0,0,16,18,STANDARD,2018-01-01,31
1714.3951416015625,0.0,R_A5,21,306.7843933105469,306.7843933105469,1.0,0,17,19,STANDARD,2018-01-01,31
1715.7628173828125,0.0,R_A5,21,306.75689697265625,306.75689697265625,1.0,0,18,27,STANDARD,2018-01-01,31
1718.098388671875,0.0,R_A5,21,306.978271484375,306.978271484375,1.0,0,19,28,STANDARD,2018-01-01,31
1720.43408203125,0.0,R_A5,21,307.5054016113281,307.5054016113281,1.0,0,20,29,STANDARD,2018-01-01,31
1722.7696533203125,0.0,R_A5,21,307.7267761230469,307.7267761230469,1.0,0,21,30,STANDARD,2018-01-01,31
1725.105224609375,0.0,R_A5,21,307.9481506347656,307.9481506347656,1.0,0,22,31,STANDARD,2018-01-01,31
1695.20263671875,0.0,R_A6,42,305.11419677734375,305.11419677734375,1.0,0,1,1,STANDARD,2018-01-01,17
1696.7510986328125,0.0,R_A6,42,305.2609558105469,305.2609558105469,1.0,0,2,2,STANDARD,2018-01-01,17
1698.299560546875,0.0,R_A6,42,305.4076843261719,305.4076843261719,1.0,0,3,3,STANDARD,2018-01-01,17
1699.84814453125,0.0,R_A6,42,305.554443359375,305.554443359375,1.0,0,4,4,STANDARD,2018-01-01,17
1701.3966064453125,0.0,R_A6,42,305.7012023925781,305.7012023925781,1.0,0,5,5,STANDARD,2018-01-01,17
1702.9451904296875,0.0,R_A6,42,305.84796142578125,305.84796142578125,1.0,0,6,6,STANDARD,2018-01-01,17
1704.49365234375,0.0,R_A6,42,305.6956481933594,305.6956481933594,1.0,0,7,7,STANDARD,2018-01-01,17
1706.042236328125,0.0,R_A6,42,305.8424072265625,305.8424072265625,1.0,0,8,8,STANDARD,2018-01-01,17
1707.5906982421875,0.0,R_A6,42,306.2882080078125,306.2882080078125,1.0,0,9,9,STANDARD,2018-01-01,17
1709.1392822265625,0.0,R_A6,42,306.1291809082031,306.1291809082031,1.0,0,10,10,STANDARD,2018-01-01,17
1711.055419921875,0.0,R_A6,42,306.3109130859375,306.3109130859375,1.0,0,11,11,STANDARD,2018-01-01,17
1713.3392333984375,0.0,R_A6,42,306.52734375,306.52734375,1.0,0,12,12,STANDARD,2018-01-01,17
1715.623046875,0.0,R_A6,42,306.7557678222656,306.7557678222656,1.0,0,13,13,STANDARD,2018-01-01,17
1717.9068603515625,0.0,R_A6,42,306.9721984863281,306.9721984863281,1.0,0,14,14,STANDARD,2018-01-01,17
1720.190673828125,0.0,R_A6,42,307.18865966796875,307.18865966796875,1.0,0,15,15,STANDARD,2018-01-01,17
1722.474365234375,0.0,R_A6,42,307.55010986328125,307.55010986328125,1.0,0,16,16,STANDARD,2018-01-01,17
1724.7581787109375,0.0,R_A6,42,307.7665710449219,307.7665710449219,1.0,0,17,17,STANDARD,2018-01-01,17
1726.394287109375,0.0,R_A6,42,307.921630859375,307.921630859375,1.0,0,18,18,STANDARD,2018-01-01,17
1727.7508544921875,0.0,R_A6,42,307.8930969238281,307.8930969238281,1.0,0,19,27,STANDARD,2018-01-01,17
1729.4755859375,0.0,R_A6,42,308.3623352050781,308.3623352050781,1.0,0,20,28,STANDARD,2018-01-01,17
1731.2001953125,0.0,R_A6,42,308.52581787109375,308.52581787109375,1.0,0,21,29,STANDARD,2018-01-01,17
1732.9249267578125,0.0,R_A6,42,308.68927001953125,308.68927001953125,1.0,0,22,30,STANDARD,2018-01-01,17
1734.649658203125,0.0,R_A6,42,308.5469665527344,308.5469665527344,1.0,0,23,31,STANDARD,2018-01-01,17
1641.094970703125,0.0,R_A2,30,298.7677307128906,298.7677307128906,0.053242262452840805,0,1,1,STANDARD,2018-03-01,22
1642.8890380859375,0.0,R_A2,30,298.8879699707031,298.8879699707031,0.05364140123128891,0,2,2,STANDARD,2018-03-01,22
1644.68310546875,0.0,R_A2,30,299.0082092285156,299.0082092285156,0.057424016296863556,0,3,3,STANDARD,2018-03-01,22
1646.4771728515625,0.0,R_A2,30,299.1284484863281,299.1284484863281,0.06299960613250732,0,4,4,STANDARD,2018-03-01,22
1648.2713623046875,0.0,R_A2,30,299.2486877441406,299.2486877441406,0.06600935757160187,0,5,5,STANDARD,2018-03-01,22
1650.0654296875,0.0,R_A2,30,299.3730163574219,299.3730163574219,0.3118879497051239,0,6,6,STANDARD,2018-03-01,22
1651.859619140625,0.0,R_A2,30,299.53326416015625,299.53326416015625,0.6730341911315918,0,7,7,STANDARD,2018-03-01,22
1653.6536865234375,0.0,R_A2,30,299.68707275390625,299.68707275390625,0.6482794284820557,0,8,8,STANDARD,2018-03-01,22
1655.44775390625,0.0,R_A2,30,299.8152770996094,299.8152770996094,0.6484904885292053,0,9,9,STANDARD,2018-03-01,22
1657.2418212890625,0.0,R_A2,30,300.1502380371094,300.1502380371094,0.8891611099243164,0,10,10,STANDARD,2018-03-01,22
1659.1368408203125,0.0,R_A2,30,300.30853271484375,300.30853271484375,0.06736912578344345,0,11,11,STANDARD,2018-03-01,22
1661.132568359375,0.0,R_A2,30,300.4423522949219,300.4423522949219,0.07149866968393326,0,12,12,STANDARD,2018-03-01,22
1663.12841796875,0.0,R_A2,30,300.5767517089844,300.5767517089844,0.4250844419002533,0,13,13,STANDARD,2018-03-01,22
1665.1241455078125,0.0,R_A2,30,300.71160888671875,300.71160888671875,0.46153193712234497,0,14,14,STANDARD,2018-03-01,22
1667.1199951171875,0.0,R_A2,30,300.85015869140625,300.85015869140625,0.6344749331474304,0,15,15,STANDARD,2018-03-01,22
1669.11572265625,0.0,R_A2,30,300.98468017578125,300.98468017578125,0.9237943887710571,0,16,16,STANDARD,2018-03-01,22
1671.111572265625,0.0,R_A2,30,301.1195373535156,301.1195373535156,0.8838434815406799,0,17,17,STANDARD,2018-03-01,22
1672.9881591796875,0.0,R_A2,30,301.2456970214844,301.2456970214844,0.921035885810852,0,18,18,STANDARD,2018-03-01,22
1674.229736328125,0.0,R_A2,29,301.2524719238281,301.2524719238281,0.9470321536064148,0,19,18,STANDARD,2018-03-01,22
1676.1676025390625,-3.199740279542616e-16,R_A2,29,303.1199035644531,303.1199035644531,1.0,0,20,27,STANDARD,2018-03-01,22
1677.9368896484375,4.350820997169768e-16,R_A2,29,303.2405700683594,303.2405700683594,1.0,0,21,28,STANDARD,2018-03-01,22
1679.7061767578125,0.0,R_A2,29,303.2554016113281,303.2554016113281,0.7995949983596802,0,22,29,STANDARD,2018-03-01,22
1681.4754638671875,1.9975083327856968e-14,R_A2,29,303.4752197265625,303.4752197265625,1.0,0,23,30,STANDARD,2018-03-01,22
1683.2447509765625,2.5237010497240937e-16,R_A2,29,303.94158935546875,303.94158935546875,1.0,0,24,31,STANDARD,2018-03-01,22
1685.026611328125,-3.679540599619245e-14,R_A5,20,276.77728271484375,276.77728271484375,1.0,0,1,1,STANDARD,2018-04-28,31
1687.3070068359375,-2.1001334352122036e-11,R_A5,20,276.9933166503906,276.9933166503906,1.0,0,2,2,STANDARD,2018-04-28,31
1689.5875244140625,-2.8628684492493228e-11,R_A5,20,277.2093200683594,277.2093200683594,1.0,0,3,3,STANDARD,2018-04-28,31
1691.8680419921875,-2.436196903932153e-11,R_A5,20,277.4252624511719,277.4252624511719,1.0,0,4,4,STANDARD,2018-04-28,31
1694.1485595703125,-2.1932504423727295e-11,R_A5,20,277.6412048339844,277.6412048339844,1.0,0,5,5,STANDARD,2018-04-28,31
1696.4290771484375,-2.1909394437580332e-11,R_A5,20,277.85711669921875,277.85711669921875,1.0,0,6,6,STANDARD,2018-04-28,31
1698.70947265625,-1.541321595095041e-13,R_A5,20,278.3921813964844,278.3921813964844,1.0,0,7,7,STANDARD,2018-04-28,31
1707.6488037109375,-1.4054561681131617e-10,R_A5,20,277.84442138671875,277.84442138671875,1.0,0,8,11,STANDARD,2018-04-28,31
1709.5638427734375,-1.7088601367287737e-10,R_A5,20,278.0262756347656,278.0262756347656,1.0,0,9,12,STANDARD,2018-04-28,31
1701.7845458984375,-1.0538426797879197e-09,R_A5,21,276.6694030761719,276.6694030761719,1.0,0,10,12,STANDARD,2018-04-28,31
1703.735107421875,-2.6885715875835103e-11,R_A5,21,276.8692932128906,276.8692932128906,1.0,0,11,13,STANDARD,2018-04-28,31
1705.6856689453125,-4.457459401585595e-11,R_A5,21,277.058837890625,277.058837890625,1.0,0,12,14,STANDARD,2018-04-28,31
1707.63623046875,-9.05037676746101e-12,R_A5,21,277.2611083984375,277.2611083984375,1.0,0,13,15,STANDARD,2018-04-28,31
1709.5867919921875,-7.762830309121505e-12,R_A5,21,277.65576171875,277.65576171875,1.0,0,14,16,STANDARD,2018-04-28,31
1711.537353515625,-2.395691717921311e-12,R_A5,21,278.0049133300781,278.0049133300781,1.0,0,15,17,STANDARD,2018-04-28,31
1713.35400390625,-5.282327093097949e-12,R_A5,21,278.3473205566406,278.3473205566406,1.0,0,16,18,STANDARD,2018-04-28,31
1714.3951416015625,0.0,R_A5,21,278.5145263671875,278.5145263671875,1.0,0,17,19,STANDARD,2018-04-28,31
1715.7628173828125,-1.244579851504557e-12,R_A5,21,278.53472900390625,278.53472900390625,1.0,0,18,27,STANDARD,2018-04-28,31
1718.098388671875,-1.7212857658308045e-12,R_A5,21,278.7746276855469,278.7746276855469,1.0,0,19,28,STANDARD,2018-04-28,31
1720.43408203125,-4.756628907001975e-18,R_A5,21,279.338134765625,279.338134765625,1.0,0,20,29,STANDARD,2018-04-28,31
1722.7696533203125,-3.634198671842838e-15,R_A5,21,283.610107421875,283.610107421875,1.0,0,21,30,STANDARD,2018-04-28,31
1725.105224609375,-1.101008576139764e-20,R_A5,21,298.63037109375,298.63037109375,1.0,0,22,31,STANDARD,2018-04-28,31
1609.243408203125,0.0,R_A3,41,280.3759765625,280.3759765625,0.6499825716018677,0,1,1,STANDARD,2018-07-03,28
1611.3077392578125,0.0,R_A3,41,280.5181579589844,280.5181579589844,0.22536008059978485,0,2,2,STANDARD,2018-07-03,28
1613.3720703125,0.0,R_A3,41,280.6560363769531,280.6560363769531,0.1944875419139862,0,3,3,STANDARD,2018-07-03,28
1615.4365234375,0.0,R_A3,41,280.8310546875,280.8310546875,0.37676382064819336,0,4,4,STANDARD,2018-07-03,28
1617.5008544921875,0.0,R_A3,41,281.22003173828125,281.22003173828125,0.810985803604126,0,5,5,STANDARD,2018-07-03,28
1619.565185546875,0.0,R_A3,41,281.3803405761719,281.3803405761719,0.2229887843132019,0,6,6,STANDARD,2018-07-03,28
1609.3663330078125,0.0,R_A3,41,280.67303466796875,280.67303466796875,0.2617892920970917,0,7,6,STANDARD,2018-07-03,29
1611.4163818359375,0.0,R_A3,41,280.81011962890625,280.81011962890625,0.19375407695770264,0,8,7,STANDARD,2018-07-03,29
1613.46630859375,0.0,R_A3,41,280.9503173828125,280.9503173828125,0.37699469923973083,0,9,8,STANDARD,2018-07-03,29
1615.516357421875,0.0,R_A3,41,281.1615905761719,281.1615905761719,0.79323810338974,0,10,9,STANDARD,2018-07-03,29
1617.5662841796875,0.0,R_A3,41,283.23822021484375,283.23822021484375,0.7904052138328552,0,11,10,STANDARD,2018-07-03,29
1619.750732421875,0.0,R_A3,41,283.49395751953125,283.49395751953125,0.04722580686211586,0,12,11,STANDARD,2018-07-03,29
1622.0697021484375,0.0,R_A3,41,283.6488037109375,283.6488037109375,0.05228434503078461,0,13,12,STANDARD,2018-07-03,29
1624.388671875,0.0,R_A3,41,283.8046569824219,283.8046569824219,0.36271122097969055,0,14,13,STANDARD,2018-07-03,29
1626.707763671875,0.0,R_A3,41,283.96075439453125,283.96075439453125,0.3609600067138672,0,15,14,STANDARD,2018-07-03,29
1629.026611328125,0.0,R_A3,41,284.12347412109375,284.12347412109375,0.43444040417671204,0,16,15,STANDARD,2018-07-03,29
1630.9468994140625,0.0,R_A3,41,284.2838134765625,284.2838134765625,0.7997915148735046,0,17,16,STANDARD,2018-07-03,29
1633.5262451171875,0.0,R_A3,41,284.1015319824219,284.1015319824219,0.37761130928993225,0,18,27,STANDARD,2018-07-03,29
1637.1630859375,0.0,R_A3,41,284.3119201660156,284.3119201660156,0.043415676802396774,0,19,28,STANDARD,2018-07-03,29
1640.8001708984375,0.0,R_A3,41,284.5548095703125,284.5548095703125,0.04778719320893288,0,20,29,STANDARD,2018-07-03,29
1644.4371337890625,0.0,R_A3,41,284.8088684082031,284.8088684082031,0.6495354771614075,0,21,30,STANDARD,2018-07-03,29
1648.0740966796875,0.0,R_A3,41,285.0506286621094,285.0506286621094,0.05825028568506241,0,22,31,STANDARD,2018-07-03,29
1631.1873779296875,0.0,R_A4,52,278.69696044921875,278.69696044921875,0.04941907897591591,0,1,1,STANDARD,2018-09-12,30
1627.4293212890625,0.0,R_A4,52,278.5579833984375,278.5579833984375,0.04667176678776741,0,2,1,STANDARD,2018-09-12,31
1629.4896240234375,0.0,R_A4,52,278.6953125,278.6953125,0.050019312649965286,0,3,2,STANDARD,2018-09-12,31
1631.5498046875,0.0,R_A4,52,278.8326416015625,278.8326416015625,0.051921021193265915,0,4,3,STANDARD,2018-09-12,31
1633.610107421875,0.0,R_A4,52,278.969970703125,278.969970703125,0.05470089241862297,0,5,4,STANDARD,2018-09-12,31
1632.3968505859375,0.0,R_A4,52,278.9980163574219,278.9980163574219,0.05385453626513481,0,6,4,STANDARD,2018-09-12,32
1635.880615234375,0.0,R_A4,51,279.0897216796875,279.0897216796875,0.0561821274459362,0,7,4,STANDARD,2018-09-12,32
1637.321044921875,0.0,R_A4,51,279.3042297363281,279.3042297363281,0.05454151704907417,0,8,4,STANDARD,2018-09-12,33
1635.474609375,0.0,R_A4,51,279.1811218261719,279.1811218261719,0.05360594019293785,0,9,3,STANDARD,2018-09-12,33
1642.1485595703125,0.0,R_A4,50,279.47332763671875,279.47332763671875,0.05947611480951309,0,10,4,STANDARD,2018-09-12,33
1641.132080078125,0.0,R_A4,50,279.54913330078125,279.54913330078125,0.05801352858543396,0,11,4,STANDARD,2018-09-12,34
1639.20703125,0.0,R_A4,50,279.4210510253906,279.4210510253906,0.13465924561023712,0,12,3,STANDARD,2018-09-12,34
1640.9061279296875,0.0,R_A4,50,279.64288330078125,279.64288330078125,0.13673356175422668,0,13,3,STANDARD,2018-09-12,35
1639.0426025390625,0.0,R_A4,50,279.51837158203125,279.51837158203125,0.22454550862312317,0,14,2,STANDARD,2018-09-12,35
1641.93212890625,0.0,R_A4,49,279.6390075683594,279.6390075683594,0.2275136113166809,0,15,2,STANDARD,2018-09-12,35
1642.357421875,5.213495867656404e-12,R_A4,49,285.2396240234375,285.2396240234375,1.0,0,16,30,STANDARD,2018-09-12,36
1639.6068115234375,0.0,R_A4,48,279.0748291015625,279.0748291015625,0.6498197317123413,0,17,30,STANDARD,2018-09-12,36
1646.7513427734375,0.0,R_A4,48,279.82794189453125,279.82794189453125,0.6509823203086853,0,18,30,STANDARD,2018-09-12,37
1653.461669921875,0.0,R_A4,48,280.5169372558594,280.5169372558594,0.6521310210227966,0,19,30,STANDARD,2018-09-12,38
1657.8184814453125,0.0,R_A4,47,280.5649108886719,280.5649108886719,0.6569865942001343,0,20,30,STANDARD,2018-09-12,38
1695.20263671875,8.393451968156815e-17,R_A6,42,276.64715576171875,276.64715576171875,1.0,0,1,1,STANDARD,2018-11-07,17
1696.7510986328125,6.489288815504646e-17,R_A6,42,276.79217529296875,276.79217529296875,1.0,0,2,2,STANDARD,2018-11-07,17
1698.299560546875,5.593845950081292e-17,R_A6,42,276.9344482421875,276.9344482421875,1.0,0,3,3,STANDARD,2018-11-07,17
1699.84814453125,6.877885694136747e-17,R_A6,42,277.0724182128906,277.0724182128906,1.0,0,4,4,STANDARD,2018-11-07,17
1701.3966064453125,3.4404248238538237e-17,R_A6,42,277.20831298828125,277.20831298828125,1.0,0,5,5,STANDARD,2018-11-07,17
1702.9451904296875,2.2899698782862356e-15,R_A6,42,277.3482971191406,277.3482971191406,1.0,0,6,6,STANDARD,2018-11-07,17
1704.49365234375,3.891949527142901e-15,R_A6,42,277.1930236816406,277.1930236816406,1.0,0,7,7,STANDARD,2018-11-07,17
1706.042236328125,6.987791527765443e-16,R_A6,42,277.3403015136719,277.3403015136719,1.0,0,8,8,STANDARD,2018-11-07,17
1707.5906982421875,1.351766380935541e-16,R_A6,42,277.78546142578125,277.78546142578125,1.0,0,9,9,STANDARD,2018-11-07,17
1709.1392822265625,2.5566452844768064e-14,R_A6,42,277.62371826171875,277.62371826171875,1.0,0,10,10,STANDARD,2018-11-07,17
1711.055419921875,2.4896986802378472e-14,R_A6,42,277.8162536621094,277.8162536621094,1.0,0,11,11,STANDARD,2018-11-07,17
1713.3392333984375,1.717862438128763e-14,R_A6,42,278.03240966796875,278.03240966796875,1.0,0,12,12,STANDARD,2018-11-07,17
1715.623046875,1.1241819158376706e-15,R_A6,42,278.26031494140625,278.26031494140625,1.0,0,13,13,STANDARD,2018-11-07,17
1717.9068603515625,8.88443329254379e-16,R_A6,42,278.4758605957031,278.4758605957031,1.0,0,14,14,STANDARD,2018-11-07,17
1720.190673828125,4.853305558376049e-16,R_A6,42,278.6855773925781,278.6855773925781,1.0,0,15,15,STANDARD,2018-11-07,17
