CONIDX,CONJPOS,PRESSURE,DATE,WELL,CONKPOS,SWAT,DRAWDOWN,CONIPOS,SGAS,DEPTH,WELLMODEL,CONBPRES
6,42,272.69732666015625,2018-11-07,R_A6,6,1.0,0,17,-7.367926256086899e-15,1702.762939453125,STANDARD,272.69732666015625
7,42,272.8442077636719,2018-11-07,R_A6,7,1.0,0,17,-1.2906940666528206e-14,1704.3177490234375,STANDARD,272.8442077636719
8,42,272.99151611328125,2018-11-07,R_A6,8,1.0,0,17,-1.2744342527907376e-14,1705.87255859375,STANDARD,272.99151611328125
9,42,273.4705810546875,2018-11-07,R_A6,9,1.0,0,17,-9.842506965227209e-16,1707.42724609375,STANDARD,273.4705810546875
10,42,273.4568176269531,2018-11-07,R_A6,10,1.0,0,17,-4.8371464196737026e-17,1708.9820556640625,STANDARD,273.4568176269531
11,42,278.944580078125,2018-11-07,R_A6,11,1.0,0,17,1.0556005830091359e-16,1710.8885498046875,STANDARD,278.944580078125
12,42,279.1583557128906,2018-11-07,R_A6,12,1.0,0,17,5.3004509425091435e-17,1713.1466064453125,STANDARD,279.1583557128906
13,42,279.3843078613281,2018-11-07,R_A6,13,1.0,0,17,-5.428318486151545e-19,1715.4046630859375,STANDARD,279.3843078613281
14,42,279.5984802246094,2018-11-07,R_A6,14,1.0,0,17,7.077273775761837e-18,1717.6627197265625,STANDARD,279.5984802246094
15,42,279.81488037109375,2018-11-07,R_A6,15,1.0,0,17,3.970649333579601e-18,1719.9207763671875,STANDARD,279.81488037109375
16,42,280.1804504394531,2018-11-07,R_A6,16,1.0,0,17,8.374187820909614e-19,1722.1788330078125,STANDARD,280.1804504394531
17,42,280.40081787109375,2018-11-07,R_A6,17,1.0,0,17,1.2260107079791453e-18,1724.4368896484375,STANDARD,280.40081787109375
18,42,280.57073974609375,2018-11-07,R_A6,18,1.0,0,17,4.915987630154577e-19,1726.1953125,STANDARD,280.57073974609375
19,42,280.5829772949219,2018-11-07,R_A6,26,1.0,0,17,-1.5146093914874663e-17,1727.6939697265625,STANDARD,280.5829772949219
20,42,281.3223876953125,2018-11-07,R_A6,27,1.0,0,17,-2.1397895206048395e-17,1729.4324951171875,STANDARD,281.3223876953125
21,42,282.2976379394531,2018-11-07,R_A6,28,1.0,0,17,-1.1506889356873092e-22,1731.1710205078125,STANDARD,282.2976379394531
22,42,282.4322814941406,2018-11-07,R_A6,29,1.0,0,17,-7.163423105992374e-23,1732.9095458984375,STANDARD,282.4322814941406
23,42,281.5224609375,2018-11-07,R_A6,30,1.0,0,17,-1.866705436665563e-17,1734.648193359375,STANDARD,281.5224609375
