CONIPOS,CONBPRES,DATE,CONJPOS,CONIDX,DRAWDOWN,DEPTH,SWAT,WELLMODEL,CONKPOS,PRESSURE,WELL,SGAS
32,300.3522644042969,2018-01-01,52,7,0,1635.407958984375,0.6481541991233826,STANDARD,5,300.3522644042969,R_A4,0.0
32,300.353759765625,2018-01-01,51,8,0,1635.43017578125,0.6481541991233826,STANDARD,5,300.353759765625,R_A4,0.0
32,300.23529052734375,2018-01-01,51,9,0,1633.6634521484375,0.056730642914772034,STANDARD,4,300.23529052734375,R_A4,0.0
32,300.1168518066406,2018-01-01,51,10,0,1631.8966064453125,0.11472851783037186,STANDARD,3,300.1168518066406,R_A4,0.0
33,300.3951416015625,2018-01-01,51,11,0,1636.047607421875,0.23341095447540283,STANDARD,3,300.3951416015625,R_A4,0.0
33,300.5168762207031,2018-01-01,51,12,0,1637.86328125,0.059570636600255966,STANDARD,4,300.5168762207031,R_A4,0.0
33,300.6427001953125,2018-01-01,50,13,0,1639.739501953125,0.05995813384652138,STANDARD,4,300.6427001953125,R_A4,0.0
34,300.6914978027344,2018-01-01,50,14,0,1640.4674072265625,0.06039278954267502,STANDARD,4,300.6914978027344,R_A4,0.0
34,300.5616760253906,2018-01-01,50,15,0,1638.531005859375,0.14126357436180115,STANDARD,3,300.5616760253906,R_A4,0.0
35,300.8516540527344,2018-01-01,50,16,0,1642.8558349609375,0.1471697986125946,STANDARD,3,300.8516540527344,R_A4,0.0
35,300.8709716796875,2018-01-01,49,17,0,1643.143798828125,0.09965179860591888,STANDARD,3,300.8709716796875,R_A4,0.0
35,300.74530029296875,2018-01-01,49,18,0,1641.2696533203125,0.23117387294769287,STANDARD,2,300.74530029296875,R_A4,0.0
35,300.61962890625,2018-01-01,49,19,0,1639.3955078125,0.23157761991024017,STANDARD,1,300.61962890625,R_A4,0.0
36,301.0145568847656,2018-01-01,49,20,0,1645.285400390625,0.28895795345306396,STANDARD,30,301.0145568847656,R_A4,0.0
36,300.74365234375,2018-01-01,48,21,0,1641.2449951171875,0.6481541991233826,STANDARD,30,300.74365234375,R_A4,0.0
37,301.17633056640625,2018-01-01,48,22,0,1647.6973876953125,0.6481541991233826,STANDARD,30,301.17633056640625,R_A4,0.0
38,301.4263000488281,2018-01-01,48,23,0,1651.4251708984375,0.6481541991233826,STANDARD,30,301.4263000488281,R_A4,0.0
38,301.6629943847656,2018-01-01,47,24,0,1654.9544677734375,0.23149694502353668,STANDARD,30,301.6629943847656,R_A4,0.0
31,303.8475036621094,2018-01-01,20,1,0,1685.062744140625,1.0,STANDARD,1,303.8475036621094,R_A5,0.0
31,304.0793151855469,2018-01-01,20,2,0,1687.5089111328125,1.0,STANDARD,2,304.0793151855469,R_A5,0.0
31,304.3111267089844,2018-01-01,20,3,0,1689.9552001953125,1.0,STANDARD,3,304.3111267089844,R_A5,0.0
31,304.54296875,2018-01-01,20,4,0,1692.4013671875,1.0,STANDARD,4,304.54296875,R_A5,0.0
31,304.7747802734375,2018-01-01,20,5,0,1694.84765625,1.0,STANDARD,5,304.7747802734375,R_A5,0.0
31,305.006591796875,2018-01-01,20,6,0,1697.2939453125,1.0,STANDARD,6,305.006591796875,R_A5,0.0
31,305.5442199707031,2018-01-01,20,7,0,1699.7401123046875,1.0,STANDARD,7,305.5442199707031,R_A5,0.0
31,306.14959716796875,2018-01-01,20,8,0,1709.353515625,1.0,STANDARD,11,306.14959716796875,R_A5,0.0
31,306.34893798828125,2018-01-01,20,9,0,1711.456787109375,1.0,STANDARD,12,306.34893798828125,R_A5,0.0
31,306.56024169921875,2018-01-01,20,10,0,1713.56005859375,1.0,STANDARD,13,306.56024169921875,R_A5,0.0
31,305.81268310546875,2018-01-01,21,11,0,1705.672119140625,1.0,STANDARD,13,305.81268310546875,R_A5,0.0
31,305.9908142089844,2018-01-01,21,12,0,1707.5517578125,1.0,STANDARD,14,305.9908142089844,R_A5,0.0
31,306.1689758300781,2018-01-01,21,13,0,1709.4315185546875,1.0,STANDARD,15,306.1689758300781,R_A5,0.0
31,306.49212646484375,2018-01-01,21,14,0,1711.3111572265625,1.0,STANDARD,16,306.49212646484375,R_A5,0.0
31,306.6702575683594,2018-01-01,21,15,0,1713.19091796875,1.0,STANDARD,17,306.6702575683594,R_A5,0.0
31,306.81005859375,2018-01-01,21,16,0,1714.666015625,1.0,STANDARD,18,306.81005859375,R_A5,0.0
31,306.8214416503906,2018-01-01,21,17,0,1716.44384765625,1.0,STANDARD,27,306.8214416503906,R_A5,0.0
31,307.0401916503906,2018-01-01,21,18,0,1718.7518310546875,1.0,STANDARD,28,307.0401916503906,R_A5,0.0
31,307.2589416503906,2018-01-01,21,19,0,1721.059814453125,1.0,STANDARD,29,307.2589416503906,R_A5,0.0
31,307.7834777832031,2018-01-01,21,20,0,1723.3677978515625,1.0,STANDARD,30,307.7834777832031,R_A5,0.0
31,308.0022277832031,2018-01-01,21,21,0,1725.67578125,1.0,STANDARD,31,308.0022277832031,R_A5,0.0
17,304.9862365722656,2018-01-01,42,1,0,1693.8521728515625,1.0,STANDARD,1,304.9862365722656,R_A6,0.0
17,305.1305236816406,2018-01-01,42,2,0,1695.3748779296875,1.0,STANDARD,2,305.1305236816406,R_A6,0.0
17,305.2748107910156,2018-01-01,42,3,0,1696.8974609375,1.0,STANDARD,3,305.2748107910156,R_A6,0.0
17,305.4190979003906,2018-01-01,42,4,0,1698.4200439453125,1.0,STANDARD,4,305.4190979003906,R_A6,0.0
17,305.56341552734375,2018-01-01,42,5,0,1699.9427490234375,1.0,STANDARD,5,305.56341552734375,R_A6,0.0
17,305.70770263671875,2018-01-01,42,6,0,1701.46533203125,1.0,STANDARD,6,305.70770263671875,R_A6,0.0
17,305.552978515625,2018-01-01,42,7,0,1702.988037109375,1.0,STANDARD,7,305.552978515625,R_A6,0.0
17,305.9963073730469,2018-01-01,42,8,0,1704.5106201171875,1.0,STANDARD,8,305.9963073730469,R_A6,0.0
17,306.1405944824219,2018-01-01,42,9,0,1706.033203125,1.0,STANDARD,9,306.1405944824219,R_A6,0.0
17,305.9791259765625,2018-01-01,42,10,0,1707.555908203125,1.0,STANDARD,10,305.9791259765625,R_A6,0.0
17,306.1601257324219,2018-01-01,42,11,0,1709.46435546875,1.0,STANDARD,11,306.1601257324219,R_A6,0.0
17,306.3775634765625,2018-01-01,42,12,0,1711.7587890625,1.0,STANDARD,12,306.3775634765625,R_A6,0.0
17,306.6069641113281,2018-01-01,42,13,0,1714.0531005859375,1.0,STANDARD,13,306.6069641113281,R_A6,0.0
17,306.82440185546875,2018-01-01,42,14,0,1716.347412109375,1.0,STANDARD,14,306.82440185546875,R_A6,0.0
17,307.0418395996094,2018-01-01,42,15,0,1718.6417236328125,1.0,STANDARD,15,307.0418395996094,R_A6,0.0
17,307.404296875,2018-01-01,42,16,0,1720.93603515625,1.0,STANDARD,16,307.404296875,R_A6,0.0
17,307.62176513671875,2018-01-01,42,17,0,1723.2303466796875,1.0,STANDARD,17,307.62176513671875,R_A6,0.0
17,307.7608337402344,2018-01-01,42,18,0,1724.6978759765625,1.0,STANDARD,18,307.7608337402344,R_A6,0.0
17,307.7145080566406,2018-01-01,42,19,0,1725.866455078125,1.0,STANDARD,27,307.7145080566406,R_A6,0.0
17,308.18109130859375,2018-01-01,42,20,0,1727.5631103515625,1.0,STANDARD,28,308.18109130859375,R_A6,0.0
17,308.3418884277344,2018-01-01,42,21,0,1729.259765625,1.0,STANDARD,29,308.3418884277344,R_A6,0.0
17,308.5027160644531,2018-01-01,42,22,0,1730.9564208984375,1.0,STANDARD,30,308.5027160644531,R_A6,0.0
17,308.35772705078125,2018-01-01,42,23,0,1732.6529541015625,1.0,STANDARD,31,308.35772705078125,R_A6,0.0
22,298.3110046386719,2018-03-01,30,1,0,1642.5076904296875,0.0552314817905426,STANDARD,1,298.3110046386719,R_A2,0.0
22,298.4293518066406,2018-03-01,30,2,0,1644.2735595703125,0.05718916282057762,STANDARD,2,298.4293518066406,R_A2,0.0
22,298.5476989746094,2018-03-01,30,3,0,1646.039306640625,0.06226590648293495,STANDARD,3,298.5476989746094,R_A2,0.0
22,298.6660461425781,2018-03-01,30,4,0,1647.80517578125,0.06717173755168915,STANDARD,4,298.6660461425781,R_A2,0.0
22,298.784423828125,2018-03-01,30,5,0,1649.571044921875,0.06887765973806381,STANDARD,5,298.784423828125,R_A2,0.0
22,298.930908203125,2018-03-01,30,6,0,1651.3367919921875,0.3179701864719391,STANDARD,6,298.930908203125,R_A2,0.0
22,299.0438232421875,2018-03-01,30,7,0,1653.1025390625,0.8863904476165771,STANDARD,7,299.0438232421875,R_A2,0.0
22,299.15570068359375,2018-03-01,30,8,0,1654.868408203125,0.8705475330352783,STANDARD,8,299.15570068359375,R_A2,0.0
22,299.2649230957031,2018-03-01,30,9,0,1656.63427734375,0.13669712841510773,STANDARD,9,299.2649230957031,R_A2,0.0
22,299.3719787597656,2018-03-01,30,10,0,1658.4000244140625,0.18692229688167572,STANDARD,10,299.3719787597656,R_A2,0.0
22,299.45648193359375,2018-03-01,30,11,0,1660.305908203125,0.07343403249979019,STANDARD,11,299.45648193359375,R_A2,0.0
22,299.5651550292969,2018-03-01,30,12,0,1662.3515625,0.07480999827384949,STANDARD,12,299.5651550292969,R_A2,0.0
22,299.99859619140625,2018-03-01,30,13,0,1664.3973388671875,0.44908496737480164,STANDARD,13,299.99859619140625,R_A2,0.0
22,299.6650085449219,2018-03-01,29,14,0,1665.270263671875,0.4933873116970062,STANDARD,14,299.6650085449219,R_A2,0.0
22,299.8202819824219,2018-03-01,29,15,0,1667.431396484375,0.9309335947036743,STANDARD,15,299.8202819824219,R_A2,0.0
22,299.97198486328125,2018-03-01,29,16,0,1669.5926513671875,0.9513683319091797,STANDARD,16,299.97198486328125,R_A2,0.0
22,300.1207275390625,2018-03-01,29,17,0,1671.7537841796875,0.9151057600975037,STANDARD,17,300.1207275390625,R_A2,0.0
22,300.2556457519531,2018-03-01,29,18,0,1673.75048828125,0.9756904244422913,STANDARD,18,300.2556457519531,R_A2,0.0
22,302.2362060546875,2018-03-01,29,19,0,1675.6611328125,1.0,STANDARD,27,302.2362060546875,R_A2,-5.266718305370994e-15
22,302.0306091308594,2018-03-01,29,20,0,1677.4891357421875,1.0,STANDARD,28,302.0306091308594,R_A2,-1.0634828148594223e-14
22,301.0778503417969,2018-03-01,29,21,0,1679.3170166015625,1.0,STANDARD,29,301.0778503417969,R_A2,-1.3592892089686615e-10
22,302.6133728027344,2018-03-01,29,22,0,1681.1448974609375,1.0,STANDARD,30,302.6133728027344,R_A2,-8.447540898130074e-14
22,303.41815185546875,2018-03-01,29,23,0,1682.972900390625,1.0,STANDARD,31,303.41815185546875,R_A2,-5.657092758743525e-18
31,281.1303405761719,2018-04-28,20,1,0,1685.062744140625,1.0,STANDARD,1,281.1303405761719,R_A5,7.033523763411154e-11
31,281.36212158203125,2018-04-28,20,2,0,1687.5089111328125,1.0,STANDARD,2,281.36212158203125,R_A5,5.698801847087154e-11
31,281.5943298339844,2018-04-28,20,3,0,1689.9552001953125,1.0,STANDARD,3,281.5943298339844,R_A5,8.844300986021736e-11
31,281.8263854980469,2018-04-28,20,4,0,1692.4013671875,1.0,STANDARD,4,281.8263854980469,R_A5,8.250796573738839e-11
31,282.05859375,2018-04-28,20,5,0,1694.84765625,1.0,STANDARD,5,282.05859375,R_A5,8.03644581437446e-11
31,282.2908630371094,2018-04-28,20,6,0,1697.2939453125,1.0,STANDARD,6,282.2908630371094,R_A5,8.346264651626356e-11
31,282.84075927734375,2018-04-28,20,7,0,1699.7401123046875,1.0,STANDARD,7,282.84075927734375,R_A5,4.899764404972529e-13
31,284.2362365722656,2018-04-28,20,8,0,1709.353515625,1.0,STANDARD,11,284.2362365722656,R_A5,-6.854941093925593e-12
31,284.43603515625,2018-04-28,20,9,0,1711.456787109375,1.0,STANDARD,12,284.43603515625,R_A5,-5.859764496546349e-12
31,284.6483459472656,2018-04-28,20,10,0,1713.56005859375,1.0,STANDARD,13,284.6483459472656,R_A5,-3.252237346616782e-13
31,282.74346923828125,2018-04-28,21,11,0,1705.672119140625,1.0,STANDARD,13,282.74346923828125,R_A5,-3.6702356431828065e-11
31,283.0308837890625,2018-04-28,21,12,0,1707.5517578125,1.0,STANDARD,14,283.0308837890625,R_A5,-2.5828540695105318e-11
31,283.2096862792969,2018-04-28,21,13,0,1709.4315185546875,1.0,STANDARD,15,283.2096862792969,R_A5,-6.691586954682416e-12
31,283.5675964355469,2018-04-28,21,14,0,1711.3111572265625,1.0,STANDARD,16,283.5675964355469,R_A5,-3.764440582171291e-12
31,283.7791442871094,2018-04-28,21,15,0,1713.19091796875,1.0,STANDARD,17,283.7791442871094,R_A5,-2.86656527508089e-12
31,283.9226379394531,2018-04-28,21,16,0,1714.666015625,1.0,STANDARD,18,283.9226379394531,R_A5,-1.2175821332074954e-12
31,288.6493835449219,2018-04-28,21,17,0,1716.44384765625,1.0,STANDARD,27,288.6493835449219,R_A5,-5.16788664666915e-17
31,288.8190002441406,2018-04-28,21,18,0,1718.7518310546875,1.0,STANDARD,28,288.8190002441406,R_A5,-6.334072674898255e-17
31,289.0812072753906,2018-04-28,21,19,0,1721.059814453125,1.0,STANDARD,29,289.0812072753906,R_A5,-8.629792689286486e-17
31,298.0975036621094,2018-04-28,21,20,0,1723.3677978515625,1.0,STANDARD,30,298.0975036621094,R_A5,-1.6791787891843084e-24
31,305.04693603515625,2018-04-28,21,21,0,1725.67578125,1.0,STANDARD,31,305.04693603515625,R_A5,8.91275003352923e-27
28,281.5947570800781,2018-07-03,41,1,0,1609.255859375,0.11425318568944931,STANDARD,1,281.5947570800781,R_A3,0.0
28,281.73236083984375,2018-07-03,41,2,0,1611.3175048828125,0.11849284917116165,STANDARD,2,281.73236083984375,R_A3,0.0
28,281.8699645996094,2018-07-03,41,3,0,1613.379150390625,0.09749626368284225,STANDARD,3,281.8699645996094,R_A3,0.0
28,282.0075378417969,2018-07-03,41,4,0,1615.4407958984375,0.1386900544166565,STANDARD,4,282.0075378417969,R_A3,0.0
28,282.14508056640625,2018-07-03,41,5,0,1617.50244140625,0.1078515276312828,STANDARD,5,282.14508056640625,R_A3,0.0
29,281.5236511230469,2018-07-03,41,6,0,1608.2047119140625,0.6492780447006226,STANDARD,5,281.5236511230469,R_A3,0.0
29,281.6529846191406,2018-07-03,41,7,0,1610.1446533203125,0.20697776973247528,STANDARD,6,281.6529846191406,R_A3,0.0
29,281.78216552734375,2018-07-03,41,8,0,1612.0845947265625,0.1960929036140442,STANDARD,7,281.78216552734375,R_A3,0.0
29,281.9114990234375,2018-07-03,41,9,0,1614.0245361328125,0.199586421251297,STANDARD,8,281.9114990234375,R_A3,0.0
29,282.0958251953125,2018-07-03,41,10,0,1615.9644775390625,0.7972086071968079,STANDARD,9,282.0958251953125,R_A3,0.0
29,283.0799255371094,2018-07-03,41,11,0,1617.904296875,0.7923291325569153,STANDARD,10,283.0799255371094,R_A3,0.0
29,283.08404541015625,2018-07-03,41,12,0,1620.1070556640625,0.048703186213970184,STANDARD,11,283.08404541015625,R_A3,0.0
29,283.2486572265625,2018-07-03,41,13,0,1622.5726318359375,0.05613540858030319,STANDARD,12,283.2486572265625,R_A3,0.0
29,283.4141845703125,2018-07-03,41,14,0,1625.0382080078125,0.3774506151676178,STANDARD,13,283.4141845703125,R_A3,0.0
29,283.71270751953125,2018-07-03,41,15,0,1627.5037841796875,0.3533065915107727,STANDARD,14,283.71270751953125,R_A3,0.0
29,284.04730224609375,2018-07-03,41,16,0,1629.883056640625,0.7995253205299377,STANDARD,15,284.04730224609375,R_A3,0.0
29,284.1512145996094,2018-07-03,41,17,0,1631.432861328125,0.7974805235862732,STANDARD,16,284.1512145996094,R_A3,0.0
29,289.5247497558594,2018-07-03,41,18,0,1633.616943359375,0.7444477081298828,STANDARD,27,289.5247497558594,R_A3,0.0
29,283.6124572753906,2018-07-03,41,19,0,1637.1788330078125,0.04746583476662636,STANDARD,28,283.6124572753906,R_A3,0.0
29,283.850341796875,2018-07-03,41,20,0,1640.7406005859375,0.0500752292573452,STANDARD,29,283.850341796875,R_A3,0.0
29,286.9395446777344,2018-07-03,41,21,0,1644.302490234375,1.0,STANDARD,30,286.9395446777344,R_A3,-4.1361122860017474e-10
29,284.1986083984375,2018-07-03,41,22,0,1647.8642578125,0.17498494684696198,STANDARD,31,284.1986083984375,R_A3,0.0
30,273.85260009765625,2018-09-12,52,1,0,1627.8623046875,0.049057427793741226,STANDARD,1,273.85260009765625,R_A4,0.0
31,273.9217224121094,2018-09-12,52,2,0,1625.748291015625,0.048029810190200806,STANDARD,1,273.9217224121094,R_A4,0.0
31,274.056640625,2018-09-12,52,3,0,1627.7740478515625,0.04963574931025505,STANDARD,2,274.056640625,R_A4,0.0
31,274.191650390625,2018-09-12,52,4,0,1629.7998046875,0.09331261366605759,STANDARD,3,274.191650390625,R_A4,0.0
31,274.3265686035156,2018-09-12,52,5,0,1631.8255615234375,0.6561307907104492,STANDARD,4,274.3265686035156,R_A4,0.0
31,274.62646484375,2018-09-12,52,6,0,1633.851318359375,0.8391314744949341,STANDARD,5,274.62646484375,R_A4,0.0
32,274.71307373046875,2018-09-12,52,7,0,1635.407958984375,0.6540722846984863,STANDARD,5,274.71307373046875,R_A4,0.0
32,274.4129333496094,2018-09-12,51,8,0,1635.43017578125,0.6532664895057678,STANDARD,5,274.4129333496094,R_A4,0.0
32,274.33380126953125,2018-09-12,51,9,0,1633.6634521484375,0.0569743737578392,STANDARD,4,274.33380126953125,R_A4,0.0
32,274.21624755859375,2018-09-12,51,10,0,1631.8966064453125,0.1153159812092781,STANDARD,3,274.21624755859375,R_A4,0.0
33,274.70758056640625,2018-09-12,51,11,0,1636.047607421875,0.23249168694019318,STANDARD,3,274.70758056640625,R_A4,0.0
33,274.82489013671875,2018-09-12,51,12,0,1637.86328125,0.05995624512434006,STANDARD,4,274.82489013671875,R_A4,0.0
33,274.45941162109375,2018-09-12,50,13,0,1639.739501953125,0.06102318689227104,STANDARD,4,274.45941162109375,R_A4,0.0
34,274.9030456542969,2018-09-12,50,14,0,1640.4674072265625,0.060615815222263336,STANDARD,4,274.9030456542969,R_A4,0.0
34,274.7756652832031,2018-09-12,50,15,0,1638.531005859375,0.14181913435459137,STANDARD,3,274.7756652832031,R_A4,0.0
35,275.5106201171875,2018-09-12,50,16,0,1642.8558349609375,0.14769847691059113,STANDARD,3,275.5106201171875,R_A4,0.0
35,275.2001037597656,2018-09-12,49,17,0,1643.143798828125,0.10036569833755493,STANDARD,3,275.2001037597656,R_A4,0.0
35,275.0779724121094,2018-09-12,49,18,0,1641.2696533203125,0.23238810896873474,STANDARD,2,275.0779724121094,R_A4,0.0
35,274.9561767578125,2018-09-12,49,19,0,1639.3955078125,0.23258450627326965,STANDARD,1,274.9561767578125,R_A4,0.0
36,277.53533935546875,2018-09-12,49,20,0,1645.285400390625,0.2848827838897705,STANDARD,30,277.53533935546875,R_A4,0.0
36,277.0160217285156,2018-09-12,48,21,0,1641.2449951171875,0.6589180827140808,STANDARD,30,277.0160217285156,R_A4,0.0
37,277.7373962402344,2018-09-12,48,22,0,1647.6973876953125,0.6516065001487732,STANDARD,30,277.7373962402344,R_A4,0.0
38,278.2137756347656,2018-09-12,48,23,0,1651.4251708984375,0.6538330316543579,STANDARD,30,278.2137756347656,R_A4,0.0
38,278.32147216796875,2018-09-12,47,24,0,1654.9544677734375,0.22658945620059967,STANDARD,30,278.32147216796875,R_A4,0.0
17,275.91998291015625,2018-11-07,42,1,0,1693.8521728515625,1.0,STANDARD,1,275.91998291015625,R_A6,-2.5417686618650626e-12
17,276.0684814453125,2018-11-07,42,2,0,1695.3748779296875,1.0,STANDARD,2,276.0684814453125,R_A6,-1.1116566651578341e-12
17,276.2208557128906,2018-11-07,42,3,0,1696.8974609375,1.0,STANDARD,3,276.2208557128906,R_A6,-4.415148531066587e-13
17,276.37432861328125,2018-11-07,42,4,0,1698.4200439453125,1.0,STANDARD,4,276.37432861328125,R_A6,-2.7166121999502857e-13
17,276.52545166015625,2018-11-07,42,5,0,1699.9427490234375,1.0,STANDARD,5,276.52545166015625,R_A6,-3.0364900589600896e-13
17,276.6722412109375,2018-11-07,42,6,0,1701.46533203125,1.0,STANDARD,6,276.6722412109375,R_A6,-1.390039298942991e-11
17,276.5238037109375,2018-11-07,42,7,0,1702.988037109375,1.0,STANDARD,7,276.5238037109375,R_A6,-2.194079813666594e-11
17,276.995361328125,2018-11-07,42,8,0,1704.5106201171875,1.0,STANDARD,8,276.995361328125,R_A6,-6.016966005301105e-12
17,277.1978454589844,2018-11-07,42,9,0,1706.033203125,1.0,STANDARD,9,277.1978454589844,R_A6,-6.186398507183888e-13
17,277.1324462890625,2018-11-07,42,10,0,1707.555908203125,1.0,STANDARD,10,277.1324462890625,R_A6,-5.5163228152022015e-11
17,277.3486633300781,2018-11-07,42,11,0,1709.46435546875,1.0,STANDARD,11,277.3486633300781,R_A6,-1.067358267742291e-11
