WELL,DEPTH,CONIPOS,PRESSURE,CONKPOS,CONIDX,SWAT,CONBPRES,DATE,DRAWDOWN,WELLMODEL,CONJPOS,SGAS
R_A6,1707.5906982421875,17,276.5997314453125,9,9,1.0,276.5997314453125,2018-11-07,0,STANDARD,42,-8.525149974284894e-16
R_A6,1709.1392822265625,17,276.4129333496094,10,10,1.0,276.4129333496094,2018-11-07,0,STANDARD,42,-2.1214433475972433e-13
R_A6,1711.055419921875,17,276.58587646484375,11,11,1.0,276.58587646484375,2018-11-07,0,STANDARD,42,-2.7391018056141525e-13
R_A6,1713.3392333984375,17,276.8023986816406,12,12,1.0,276.8023986816406,2018-11-07,0,STANDARD,42,-1.727352663032436e-13
R_A6,1715.623046875,17,277.03765869140625,13,13,1.0,277.03765869140625,2018-11-07,0,STANDARD,42,-1.5645489664559663e-14
R_A6,1717.9068603515625,17,277.2538757324219,14,14,1.0,277.2538757324219,2018-11-07,0,STANDARD,42,-9.342898769091126e-15
R_A6,1720.190673828125,17,277.47003173828125,15,15,1.0,277.47003173828125,2018-11-07,0,STANDARD,42,-7.0732070713203955e-15
R_A6,1722.474365234375,17,277.8308410644531,16,16,1.0,277.8308410644531,2018-11-07,0,STANDARD,42,-1.971558758468556e-15
R_A6,1724.7581787109375,17,278.04632568359375,17,17,1.0,278.04632568359375,2018-11-07,0,STANDARD,42,-2.3529196728602807e-15
R_A6,1726.394287109375,17,278.2007141113281,18,18,1.0,278.2007141113281,2018-11-07,0,STANDARD,42,-2.6371265434766474e-15
R_A6,1727.7508544921875,17,278.17120361328125,27,19,1.0,278.17120361328125,2018-11-07,0,STANDARD,42,-5.904935286397961e-13
R_A6,1729.4755859375,17,278.7121887207031,28,20,1.0,278.7121887207031,2018-11-07,0,STANDARD,42,-3.2862449740600486e-13
R_A6,1731.2001953125,17,278.53900146484375,29,21,1.0,278.53900146484375,2018-11-07,0,STANDARD,42,-2.012574541699827e-13
R_A6,1732.9249267578125,17,279.1205139160156,30,22,1.0,279.1205139160156,2018-11-07,0,STANDARD,42,-2.6145579435201197e-14
R_A6,1734.649658203125,17,278.81768798828125,31,23,1.0,278.81768798828125,2018-11-07,0,STANDARD,42,-4.9974923559212986e-14
