CONJPOS,DATE,CONKPOS,WELLMODEL,CONIPOS,DEPTH,CONIDX,WELL,CONBPRES,DRAWDOWN,PRESSURE,SWAT,SGAS
30,2018-01-01,16,STANDARD,22,1669.2889404296875,16,R_A2,302.6745910644531,0,302.6745910644531,0.9367005825042725,0.0
29,2018-01-01,17,STANDARD,22,1672.3170166015625,17,R_A2,302.87774658203125,0,302.87774658203125,0.9003761410713196,0.0
29,2018-01-01,18,STANDARD,22,1674.2601318359375,18,R_A2,303.0080871582031,0,303.0080871582031,0.9535059332847595,0.0
29,2018-01-01,26,STANDARD,22,1676.181396484375,19,R_A2,303.1369934082031,0,303.1369934082031,0.6481541991233826,0.0
29,2018-01-01,27,STANDARD,22,1677.965087890625,20,R_A2,303.2566833496094,0,303.2566833496094,1.0,0.0
29,2018-01-01,28,STANDARD,22,1679.7490234375,21,R_A2,303.3763732910156,0,303.3763732910156,0.6481541991233826,0.0
29,2018-01-01,29,STANDARD,22,1681.53271484375,22,R_A2,303.81878662109375,0,303.81878662109375,1.0,0.0
29,2018-01-01,30,STANDARD,22,1683.3165283203125,23,R_A2,303.9878234863281,0,303.9878234863281,1.0,0.0
41,2018-01-01,1,STANDARD,28,1609.628662109375,1,R_A3,298.6742248535156,0,298.6742248535156,0.6481541991233826,0.0
41,2018-01-01,2,STANDARD,28,1611.619140625,2,R_A3,298.8076171875,0,298.8076171875,0.13030368089675903,0.0
41,2018-01-01,3,STANDARD,28,1613.609619140625,3,R_A3,298.9410400390625,0,298.9410400390625,0.11823459714651108,0.0
41,2018-01-01,3,STANDARD,29,1604.1380615234375,4,R_A3,298.3062744140625,0,298.3062744140625,0.14456237852573395,0.0
41,2018-01-01,4,STANDARD,29,1606.2159423828125,5,R_A3,298.4455261230469,0,298.4455261230469,0.14442487061023712,0.0
41,2018-01-01,5,STANDARD,29,1608.2938232421875,6,R_A3,298.58477783203125,0,298.58477783203125,0.8098292946815491,0.0
41,2018-01-01,6,STANDARD,29,1610.3717041015625,7,R_A3,298.7240295410156,0,298.7240295410156,0.6481541991233826,0.0
41,2018-01-01,7,STANDARD,29,1612.449462890625,8,R_A3,298.86328125,0,298.86328125,0.1948830932378769,0.0
41,2018-01-01,8,STANDARD,29,1614.5274658203125,9,R_A3,299.0025329589844,0,299.0025329589844,0.1955796331167221,0.0
41,2018-01-01,9,STANDARD,29,1616.6053466796875,10,R_A3,299.1418151855469,0,299.1418151855469,0.8010497689247131,0.0
41,2018-01-01,10,STANDARD,29,1618.6832275390625,11,R_A3,299.2810974121094,0,299.2810974121094,0.8010132312774658,0.0
41,2018-01-01,11,STANDARD,29,1620.8419189453125,12,R_A3,299.4258117675781,0,299.4258117675781,0.04934510216116905,0.0
41,2018-01-01,12,STANDARD,29,1623.0816650390625,13,R_A3,299.575927734375,0,299.575927734375,0.05314250662922859,0.0
41,2018-01-01,13,STANDARD,29,1625.3212890625,14,R_A3,299.72607421875,0,299.72607421875,0.36627528071403503,0.0
41,2018-01-01,15,STANDARD,29,1629.800537109375,15,R_A3,300.0263366699219,0,300.0263366699219,0.4936690330505371,0.0
41,2018-01-01,16,STANDARD,29,1631.72265625,16,R_A3,300.15521240234375,0,300.15521240234375,0.8000768423080444,0.0
41,2018-01-01,26,STANDARD,29,1634.3896484375,17,R_A3,300.3340148925781,0,300.3340148925781,0.683085560798645,0.0
41,2018-01-01,27,STANDARD,29,1637.9443359375,18,R_A3,300.5723571777344,0,300.5723571777344,0.04453934356570244,0.0
41,2018-01-01,28,STANDARD,29,1641.4990234375,19,R_A3,300.8106994628906,0,300.8106994628906,0.04954377934336662,0.0
41,2018-01-01,29,STANDARD,29,1645.0537109375,20,R_A3,301.049072265625,0,301.049072265625,0.2694598436355591,0.0
41,2018-01-01,30,STANDARD,29,1648.6082763671875,21,R_A3,301.2874450683594,0,301.2874450683594,0.09485962241888046,0.0
52,2018-01-01,1,STANDARD,30,1631.044921875,1,R_A4,300.1097717285156,0,300.1097717285156,0.04748629406094551,0.0
52,2018-01-01,1,STANDARD,31,1626.3414306640625,2,R_A4,299.79443359375,0,299.79443359375,0.04874885827302933,0.0
52,2018-01-01,2,STANDARD,31,1628.418212890625,3,R_A4,299.9336853027344,0,299.9336853027344,0.0484217144548893,0.0
52,2018-01-01,3,STANDARD,31,1630.4951171875,4,R_A4,300.0729064941406,0,300.0729064941406,0.050210628658533096,0.0
52,2018-01-01,4,STANDARD,31,1632.5718994140625,5,R_A4,300.212158203125,0,300.212158203125,0.05232350155711174,0.0
52,2018-01-01,4,STANDARD,32,1630.736572265625,6,R_A4,300.089111328125,0,300.089111328125,0.05213770642876625,0.0
52,2018-01-01,5,STANDARD,32,1632.6357421875,7,R_A4,300.2164306640625,0,300.2164306640625,0.054247211664915085,0.0
51,2018-01-01,5,STANDARD,32,1637.133544921875,8,R_A4,300.51800537109375,0,300.51800537109375,0.2853337526321411,0.0
51,2018-01-01,4,STANDARD,32,1635.279052734375,9,R_A4,300.3936462402344,0,300.3936462402344,0.054655518382787704,0.0
51,2018-01-01,4,STANDARD,33,1635.4833984375,10,R_A4,300.4073486328125,0,300.4073486328125,0.0876249372959137,0.0
51,2018-01-01,5,STANDARD,33,1637.3388671875,11,R_A4,300.5317687988281,0,300.5317687988281,0.2781655788421631,0.0
50,2018-01-01,5,STANDARD,33,1643.6485595703125,12,R_A4,300.9548645019531,0,300.9548645019531,0.2704432010650635,0.0
50,2018-01-01,5,STANDARD,34,1641.770263671875,13,R_A4,300.8288879394531,0,300.8288879394531,0.19564057886600494,0.0
50,2018-01-01,4,STANDARD,34,1639.890869140625,14,R_A4,300.702880859375,0,300.702880859375,0.060065045952796936,0.0
50,2018-01-01,4,STANDARD,35,1640.960693359375,15,R_A4,300.77459716796875,0,300.77459716796875,0.061272572726011276,0.0
50,2018-01-01,3,STANDARD,35,1639.14697265625,16,R_A4,300.6529846191406,0,300.6529846191406,0.22399240732192993,0.0
49,2018-01-01,3,STANDARD,35,1643.7060546875,17,R_A4,300.9587097167969,0,300.9587097167969,0.2304147481918335,0.0
49,2018-01-01,2,STANDARD,35,1641.87353515625,18,R_A4,300.8358154296875,0,300.8358154296875,0.23127499222755432,0.0
49,2018-01-01,29,STANDARD,36,1641.8944091796875,19,R_A4,300.83721923828125,0,300.83721923828125,0.2779068052768707,0.0
48,2018-01-01,29,STANDARD,36,1641.81103515625,20,R_A4,300.8316345214844,0,300.8316345214844,0.12902149558067322,0.0
48,2018-01-01,29,STANDARD,37,1646.723876953125,21,R_A4,301.16107177734375,0,301.16107177734375,0.8408275842666626,0.0
48,2018-01-01,29,STANDARD,38,1651.5760498046875,22,R_A4,301.4864807128906,0,301.4864807128906,0.7480481863021851,0.0
47,2018-01-01,29,STANDARD,38,1659.17919921875,23,R_A4,301.9964294433594,0,301.9964294433594,0.8649910688400269,0.0
20,2018-01-01,1,STANDARD,31,1685.4964599609375,1,R_A5,303.88861083984375,0,303.88861083984375,1.0,0.0
20,2018-01-01,2,STANDARD,31,1687.5985107421875,2,R_A5,304.0877990722656,0,304.0877990722656,1.0,0.0
20,2018-01-01,3,STANDARD,31,1689.700439453125,3,R_A5,304.2869873046875,0,304.2869873046875,1.0,0.0
20,2018-01-01,4,STANDARD,31,1691.802490234375,4,R_A5,304.4862060546875,0,304.4862060546875,1.0,0.0
20,2018-01-01,5,STANDARD,31,1693.904541015625,5,R_A5,304.6853942871094,0,304.6853942871094,1.0,0.0
20,2018-01-01,6,STANDARD,31,1696.0064697265625,6,R_A5,304.88458251953125,0,304.88458251953125,1.0,0.0
20,2018-01-01,7,STANDARD,31,1698.1085205078125,7,R_A5,305.38958740234375,0,305.38958740234375,1.0,0.0
20,2018-01-01,8,STANDARD,31,1700.2105712890625,8,R_A5,305.58880615234375,0,305.58880615234375,1.0,0.0
21,2018-01-01,8,STANDARD,31,1693.6243896484375,9,R_A5,304.9646301269531,0,304.9646301269531,1.0,0.0
21,2018-01-01,9,STANDARD,31,1695.9541015625,10,R_A5,305.1854248046875,0,305.1854248046875,1.0,0.0
21,2018-01-01,10,STANDARD,31,1698.283935546875,11,R_A5,305.4062194824219,0,305.4062194824219,1.0,0.0
21,2018-01-01,11,STANDARD,31,1700.47802734375,12,R_A5,305.3084716796875,0,305.3084716796875,1.0,0.0
21,2018-01-01,12,STANDARD,31,1702.536376953125,13,R_A5,305.5035400390625,0,305.5035400390625,1.0,0.0
21,2018-01-01,13,STANDARD,31,1704.5948486328125,14,R_A5,305.7106018066406,0,305.7106018066406,1.0,0.0
21,2018-01-01,14,STANDARD,31,1706.6533203125,15,R_A5,305.9056701660156,0,305.9056701660156,1.0,0.0
21,2018-01-01,15,STANDARD,31,1708.7117919921875,16,R_A5,306.1007385253906,0,306.1007385253906,1.0,0.0
21,2018-01-01,16,STANDARD,31,1710.770263671875,17,R_A5,306.44085693359375,0,306.44085693359375,1.0,0.0
21,2018-01-01,17,STANDARD,31,1712.8154296875,18,R_A5,306.6346740722656,0,306.6346740722656,1.0,0.0
21,2018-01-01,18,STANDARD,31,1714.1888427734375,19,R_A5,306.76483154296875,0,306.76483154296875,1.0,0.0
21,2018-01-01,19,STANDARD,31,1714.74365234375,20,R_A5,306.8174133300781,0,306.8174133300781,1.0,0.0
21,2018-01-01,26,STANDARD,31,1716.061279296875,21,R_A5,306.7851867675781,0,306.7851867675781,1.0,0.0
21,2018-01-01,27,STANDARD,31,1718.3017578125,22,R_A5,307.3033142089844,0,307.3033142089844,1.0,0.0
21,2018-01-01,28,STANDARD,31,1720.542236328125,23,R_A5,307.5156555175781,0,307.5156555175781,1.0,0.0
21,2018-01-01,29,STANDARD,31,1722.7828369140625,24,R_A5,307.72802734375,0,307.72802734375,1.0,0.0
21,2018-01-01,30,STANDARD,31,1725.0233154296875,25,R_A5,307.94036865234375,0,307.94036865234375,1.0,0.0
42,2018-01-01,1,STANDARD,17,1694.5079345703125,1,R_A6,305.0483703613281,0,305.0483703613281,1.0,0.0
42,2018-01-01,2,STANDARD,17,1696.0478515625,2,R_A6,305.1943054199219,0,305.1943054199219,1.0,0.0
42,2018-01-01,3,STANDARD,17,1697.587646484375,3,R_A6,305.3402404785156,0,305.3402404785156,1.0,0.0
42,2018-01-01,4,STANDARD,17,1699.1275634765625,4,R_A6,305.48614501953125,0,305.48614501953125,1.0,0.0
42,2018-01-01,5,STANDARD,17,1700.66748046875,5,R_A6,305.632080078125,0,305.632080078125,1.0,0.0
42,2018-01-01,6,STANDARD,17,1702.2073974609375,6,R_A6,305.77801513671875,0,305.77801513671875,1.0,0.0
42,2018-01-01,7,STANDARD,17,1703.747314453125,7,R_A6,305.6249084472656,0,305.6249084472656,1.0,0.0
42,2018-01-01,8,STANDARD,17,1705.287109375,8,R_A6,305.7708435058594,0,305.7708435058594,1.0,0.0
42,2018-01-01,9,STANDARD,17,1706.8270263671875,9,R_A6,306.2158203125,0,306.2158203125,1.0,0.0
42,2018-01-01,10,STANDARD,17,1708.366943359375,10,R_A6,306.05596923828125,0,306.05596923828125,1.0,0.0
42,2018-01-01,11,STANDARD,17,1710.27392578125,11,R_A6,306.2368469238281,0,306.2368469238281,1.0,0.0
42,2018-01-01,12,STANDARD,17,1712.548095703125,12,R_A6,306.4523620605469,0,306.4523620605469,1.0,0.0
42,2018-01-01,13,STANDARD,17,1714.822265625,13,R_A6,306.67987060546875,0,306.67987060546875,1.0,0.0
42,2018-01-01,14,STANDARD,17,1717.096435546875,14,R_A6,306.8953857421875,0,306.8953857421875,1.0,0.0
42,2018-01-01,15,STANDARD,17,1719.3707275390625,15,R_A6,307.1109313964844,0,307.1109313964844,1.0,0.0
42,2018-01-01,16,STANDARD,17,1721.6448974609375,16,R_A6,307.47149658203125,0,307.47149658203125,1.0,0.0
42,2018-01-01,17,STANDARD,17,1723.9190673828125,17,R_A6,307.68701171875,0,307.68701171875,1.0,0.0
42,2018-01-01,18,STANDARD,17,1725.5286865234375,18,R_A6,307.8395690917969,0,307.8395690917969,1.0,0.0
42,2018-01-01,26,STANDARD,17,1726.858642578125,19,R_A6,307.80853271484375,0,307.80853271484375,1.0,0.0
42,2018-01-01,27,STANDARD,17,1728.5733642578125,20,R_A6,308.27685546875,0,308.27685546875,1.0,0.0
42,2018-01-01,28,STANDARD,17,1730.2880859375,21,R_A6,308.4393615722656,0,308.4393615722656,1.0,0.0
42,2018-01-01,29,STANDARD,17,1732.0029296875,22,R_A6,308.6018981933594,0,308.6018981933594,1.0,0.0
42,2018-01-01,30,STANDARD,17,1733.7176513671875,23,R_A6,308.4586181640625,0,308.4586181640625,1.0,0.0
30,2018-03-01,1,STANDARD,22,1641.2664794921875,1,R_A2,298.7006530761719,0,298.7006530761719,0.1443578600883484,0.0
30,2018-03-01,2,STANDARD,22,1643.04296875,2,R_A2,298.81976318359375,0,298.81976318359375,0.05556250736117363,0.0
30,2018-03-01,3,STANDARD,22,1644.8193359375,3,R_A2,298.9388732910156,0,298.9388732910156,0.05746862664818764,0.0
30,2018-03-01,4,STANDARD,22,1646.595703125,4,R_A2,299.0580139160156,0,299.0580139160156,0.06507337838411331,0.0
30,2018-03-01,5,STANDARD,22,1648.3721923828125,5,R_A2,299.1771545410156,0,299.1771545410156,0.06887250393629074,0.0
30,2018-03-01,6,STANDARD,22,1650.1484375,6,R_A2,299.3241271972656,0,299.3241271972656,0.30832573771476746,0.0
30,2018-03-01,7,STANDARD,22,1651.9248046875,7,R_A2,299.42108154296875,0,299.42108154296875,0.8747133612632751,0.0
30,2018-03-01,8,STANDARD,22,1653.7012939453125,8,R_A2,299.5086364746094,0,299.5086364746094,0.6495780348777771,0.0
30,2018-03-01,9,STANDARD,22,1655.4776611328125,9,R_A2,299.8871154785156,0,299.8871154785156,0.876380443572998,0.0
30,2018-03-01,10,STANDARD,22,1657.254150390625,10,R_A2,300.1716003417969,0,300.1716003417969,0.8890776634216309,0.0
30,2018-03-01,11,STANDARD,22,1659.1556396484375,11,R_A2,300.15936279296875,0,300.15936279296875,0.06888896226882935,0.0
30,2018-03-01,12,STANDARD,22,1661.1822509765625,12,R_A2,300.6388854980469,0,300.6388854980469,0.07367978245019913,0.0
30,2018-03-01,13,STANDARD,22,1663.208984375,13,R_A2,300.6715087890625,0,300.6715087890625,0.44191476702690125,0.0
30,2018-03-01,14,STANDARD,22,1665.235595703125,14,R_A2,300.8074951171875,0,300.8074951171875,0.4732952415943146,0.0
30,2018-03-01,15,STANDARD,22,1667.26220703125,15,R_A2,300.9423522949219,0,300.9423522949219,0.9183630347251892,0.0
30,2018-03-01,16,STANDARD,22,1669.2889404296875,16,R_A2,301.0771789550781,0,301.0771789550781,0.9366697072982788,0.0
29,2018-03-01,17,STANDARD,22,1672.3170166015625,17,R_A2,301.1354064941406,0,301.1354064941406,0.9003230929374695,0.0
29,2018-03-01,18,STANDARD,22,1674.2601318359375,18,R_A2,301.26544189453125,0,301.26544189453125,0.953481137752533,0.0
29,2018-03-01,26,STANDARD,22,1676.181396484375,19,R_A2,301.92938232421875,0,301.92938232421875,0.6485077142715454,0.0
29,2018-03-01,27,STANDARD,22,1677.965087890625,20,R_A2,302.3978576660156,0,302.3978576660156,1.0,-2.1681021236154285e-14
29,2018-03-01,28,STANDARD,22,1679.7490234375,21,R_A2,302.21722412109375,0,302.21722412109375,0.6483762860298157,0.0
29,2018-03-01,29,STANDARD,22,1681.53271484375,22,R_A2,302.7590637207031,0,302.7590637207031,1.0,-1.7826705667189913e-09
29,2018-03-01,30,STANDARD,22,1683.3165283203125,23,R_A2,302.9129638671875,0,302.9129638671875,0.9999989867210388,1.6517352818823383e-08
20,2018-04-28,1,STANDARD,31,1685.4964599609375,1,R_A5,286.0361633300781,0,286.0361633300781,1.0,-9.144516255332746e-10
20,2018-04-28,2,STANDARD,31,1687.5985107421875,2,R_A5,286.23516845703125,0,286.23516845703125,1.0,-8.056995626226637e-10
20,2018-04-28,3,STANDARD,31,1689.700439453125,3,R_A5,286.4341735839844,0,286.4341735839844,1.0,-8.683216923266457e-10
20,2018-04-28,4,STANDARD,31,1691.802490234375,4,R_A5,286.6332092285156,0,286.6332092285156,1.0,-9.873503126200944e-10
20,2018-04-28,5,STANDARD,31,1693.904541015625,5,R_A5,286.83209228515625,0,286.83209228515625,1.0,-8.349173574728752e-10
20,2018-04-28,6,STANDARD,31,1696.0064697265625,6,R_A5,287.03082275390625,0,287.03082275390625,1.0,-5.082365084341234e-10
20,2018-04-28,7,STANDARD,31,1698.1085205078125,7,R_A5,287.5256042480469,0,287.5256042480469,1.0,-3.779487573601914e-12
20,2018-04-28,8,STANDARD,31,1700.2105712890625,8,R_A5,287.7156066894531,0,287.7156066894531,1.0,-4.947508982361404e-12
21,2018-04-28,8,STANDARD,31,1693.6243896484375,9,R_A5,286.8812255859375,0,286.8812255859375,1.0,-1.2514865532775588e-10
21,2018-04-28,9,STANDARD,31,1695.9541015625,10,R_A5,287.0522766113281,0,287.0522766113281,1.0,-5.286151377736914e-11
21,2018-04-28,10,STANDARD,31,1698.283935546875,11,R_A5,287.06610107421875,0,287.06610107421875,1.0,-2.1347866183130115e-11
21,2018-04-28,11,STANDARD,31,1700.47802734375,12,R_A5,278.4931335449219,0,278.4931335449219,1.0,-6.097815308248045e-11
21,2018-04-28,12,STANDARD,31,1702.536376953125,13,R_A5,278.73919677734375,0,278.73919677734375,1.0,-7.807681584592885e-11
21,2018-04-28,13,STANDARD,31,1704.5948486328125,14,R_A5,278.9454345703125,0,278.9454345703125,1.0,-4.533448269561369e-12
21,2018-04-28,14,STANDARD,31,1706.6533203125,15,R_A5,279.13970947265625,0,279.13970947265625,1.0,-3.3174875607028254e-12
21,2018-04-28,15,STANDARD,31,1708.7117919921875,16,R_A5,279.3351745605469,0,279.3351745605469,1.0,-2.4007013824794976e-12
21,2018-04-28,16,STANDARD,31,1710.770263671875,17,R_A5,279.6804504394531,0,279.6804504394531,1.0,-3.1302399366127387e-13
21,2018-04-28,17,STANDARD,31,1712.8154296875,18,R_A5,279.88092041015625,0,279.88092041015625,1.0,-4.828518227611989e-13
21,2018-04-28,18,STANDARD,31,1714.1888427734375,19,R_A5,280.01300048828125,0,280.01300048828125,1.0,-7.790151851502433e-14
21,2018-04-28,19,STANDARD,31,1714.74365234375,20,R_A5,280.0662841796875,0,280.0662841796875,1.0,0.0
21,2018-04-28,26,STANDARD,31,1716.061279296875,21,R_A5,284.1937561035156,0,284.1937561035156,1.0,-1.8582774208297792e-11
21,2018-04-28,27,STANDARD,31,1718.3017578125,22,R_A5,284.684814453125,0,284.684814453125,1.0,-8.949081926890035e-12
21,2018-04-28,28,STANDARD,31,1720.542236328125,23,R_A5,295.8837585449219,0,295.8837585449219,1.0,-1.2810089129320304e-18
21,2018-04-28,29,STANDARD,31,1722.7828369140625,24,R_A5,303.69256591796875,0,303.69256591796875,1.0,-8.579473369429961e-20
21,2018-04-28,30,STANDARD,31,1725.0233154296875,25,R_A5,306.79876708984375,0,306.79876708984375,1.0,-1.3449431694293715e-21
41,2018-07-03,1,STANDARD,28,1609.628662109375,1,R_A3,275.3141174316406,0,275.3141174316406,0.6497759819030762,0.0
41,2018-07-03,2,STANDARD,28,1611.619140625,2,R_A3,275.44403076171875,0,275.44403076171875,0.13062673807144165,0.0
41,2018-07-03,3,STANDARD,28,1613.609619140625,3,R_A3,275.5766296386719,0,275.5766296386719,0.11853406578302383,0.0
41,2018-07-03,3,STANDARD,29,1604.1380615234375,4,R_A3,274.91650390625,0,274.91650390625,0.14540411531925201,0.0
41,2018-07-03,4,STANDARD,29,1606.2159423828125,5,R_A3,275.054931640625,0,275.054931640625,0.14578761160373688,0.0
41,2018-07-03,5,STANDARD,29,1608.2938232421875,6,R_A3,275.2950744628906,0,275.2950744628906,0.8076609373092651,0.0
41,2018-07-03,6,STANDARD,29,1610.3717041015625,7,R_A3,275.3975830078125,0,275.3975830078125,0.6496466994285583,0.0
41,2018-07-03,7,STANDARD,29,1612.449462890625,8,R_A3,275.5517883300781,0,275.5517883300781,0.19635990262031555,0.0
41,2018-07-03,8,STANDARD,29,1614.5274658203125,9,R_A3,275.6902770996094,0,275.6902770996094,0.19793164730072021,0.0
41,2018-07-03,9,STANDARD,29,1616.6053466796875,10,R_A3,276.0792236328125,0,276.0792236328125,0.7995386123657227,0.0
41,2018-07-03,10,STANDARD,29,1618.6832275390625,11,R_A3,278.46099853515625,0,278.46099853515625,0.7788209319114685,0.0
41,2018-07-03,11,STANDARD,29,1620.8419189453125,12,R_A3,293.38726806640625,0,293.38726806640625,0.04938161000609398,0.0
41,2018-07-03,12,STANDARD,29,1623.0816650390625,13,R_A3,293.53717041015625,0,293.53717041015625,0.05318474397063255,0.0
41,2018-07-03,13,STANDARD,29,1625.3212890625,14,R_A3,293.6874084472656,0,293.6874084472656,0.3664710223674774,0.0
41,2018-07-03,15,STANDARD,29,1629.800537109375,15,R_A3,294.99957275390625,0,294.99957275390625,0.4938141405582428,0.0
41,2018-07-03,16,STANDARD,29,1631.72265625,16,R_A3,295.1353454589844,0,295.1353454589844,0.7997866272926331,0.0
41,2018-07-03,26,STANDARD,29,1634.3896484375,17,R_A3,288.03863525390625,0,288.03863525390625,0.6838988661766052,0.0
41,2018-07-03,27,STANDARD,29,1637.9443359375,18,R_A3,286.160888671875,0,286.160888671875,0.04460964351892471,0.0
41,2018-07-03,28,STANDARD,29,1641.4990234375,19,R_A3,286.39801025390625,0,286.39801025390625,0.0496242456138134,0.0
41,2018-07-03,29,STANDARD,29,1645.0537109375,20,R_A3,286.6327819824219,0,286.6327819824219,0.26884889602661133,0.0
41,2018-07-03,30,STANDARD,29,1648.6082763671875,21,R_A3,286.8607177734375,0,286.8607177734375,0.09519331157207489,0.0
52,2018-09-12,1,STANDARD,30,1631.044921875,1,R_A4,280.365234375,0,280.365234375,0.0475764162838459,0.0
52,2018-09-12,1,STANDARD,31,1626.3414306640625,2,R_A4,280.0744934082031,0,280.0744934082031,0.04884093627333641,0.0
52,2018-09-12,2,STANDARD,31,1628.418212890625,3,R_A4,280.2130432128906,0,280.2130432128906,0.0485241673886776,0.0
52,2018-09-12,3,STANDARD,31,1630.4951171875,4,R_A4,280.3515625,0,280.3515625,0.05031400918960571,0.0
52,2018-09-12,4,STANDARD,31,1632.5718994140625,5,R_A4,280.4901123046875,0,280.4901123046875,0.052423909306526184,0.0
52,2018-09-12,4,STANDARD,32,1630.736572265625,6,R_A4,280.3836975097656,0,280.3836975097656,0.05224660411477089,0.0
52,2018-09-12,5,STANDARD,32,1632.6357421875,7,R_A4,280.5103759765625,0,280.5103759765625,0.05435516685247421,0.0
51,2018-09-12,5,STANDARD,32,1637.133544921875,8,R_A4,280.789794921875,0,280.789794921875,0.2846156358718872,0.0
51,2018-09-12,4,STANDARD,32,1635.279052734375,9,R_A4,280.6610107421875,0,280.6610107421875,0.054792072623968124,0.0
51,2018-09-12,4,STANDARD,33,1635.4833984375,10,R_A4,280.6775817871094,0,280.6775817871094,0.08784671127796173,0.0
51,2018-09-12,5,STANDARD,33,1637.3388671875,11,R_A4,280.8056335449219,0,280.8056335449219,0.2782410681247711,0.0
50,2018-09-12,5,STANDARD,33,1643.6485595703125,12,R_A4,281.2042236328125,0,281.2042236328125,0.26963260769844055,0.0
50,2018-09-12,5,STANDARD,34,1641.770263671875,13,R_A4,281.0568542480469,0,281.0568542480469,0.1961909532546997,0.0
50,2018-09-12,4,STANDARD,34,1639.890869140625,14,R_A4,280.9314270019531,0,280.9314270019531,0.06017392873764038,0.0
50,2018-09-12,4,STANDARD,35,1640.960693359375,15,R_A4,280.95343017578125,0,280.95343017578125,0.06154019013047218,0.0
50,2018-09-12,3,STANDARD,35,1639.14697265625,16,R_A4,280.83270263671875,0,280.83270263671875,0.22440356016159058,0.0
49,2018-09-12,3,STANDARD,35,1643.7060546875,17,R_A4,281.1271057128906,0,281.1271057128906,0.2306976318359375,0.0
49,2018-09-12,2,STANDARD,35,1641.87353515625,18,R_A4,281.0042419433594,0,281.0042419433594,0.23155555129051208,0.0
49,2018-09-12,29,STANDARD,36,1641.8944091796875,19,R_A4,275.26507568359375,0,275.26507568359375,0.26109060645103455,0.0
48,2018-09-12,29,STANDARD,36,1641.81103515625,20,R_A4,274.4311218261719,0,274.4311218261719,0.13715031743049622,0.0
48,2018-09-12,29,STANDARD,37,1646.723876953125,21,R_A4,278.57269287109375,0,278.57269287109375,0.8397091031074524,0.0
48,2018-09-12,29,STANDARD,38,1651.5760498046875,22,R_A4,277.76129150390625,0,277.76129150390625,0.7435339093208313,0.0
47,2018-09-12,29,STANDARD,38,1659.17919921875,23,R_A4,278.70184326171875,0,278.70184326171875,0.8640124797821045,0.0
42,2018-11-07,1,STANDARD,17,1694.5079345703125,1,R_A6,277.203369140625,0,277.203369140625,1.0,3.038116633269361e-13
42,2018-11-07,2,STANDARD,17,1696.0478515625,2,R_A6,277.3484802246094,0,277.3484802246094,1.0,1.5665901464522597e-13
42,2018-11-07,3,STANDARD,17,1697.587646484375,3,R_A6,277.49224853515625,0,277.49224853515625,1.0,1.2373945184468438e-13
42,2018-11-07,4,STANDARD,17,1699.1275634765625,4,R_A6,277.6339416503906,0,277.6339416503906,1.0,8.80814111968789e-14
42,2018-11-07,5,STANDARD,17,1700.66748046875,5,R_A6,277.7742614746094,0,277.7742614746094,1.0,1.0916606025179396e-13
42,2018-11-07,6,STANDARD,17,1702.2073974609375,6,R_A6,277.9161682128906,0,277.9161682128906,1.0,5.103197378564239e-12
42,2018-11-07,7,STANDARD,17,1703.747314453125,7,R_A6,277.7633056640625,0,277.7633056640625,1.0,9.547034170165336e-12
