CONJPOS,WELLMODEL,PRESSURE,CONKPOS,CONBPRES,SGAS,DATE,WELL,CONIPOS,DRAWDOWN,SWAT,DEPTH,CONIDX
42,STANDARD,277.3786315917969,4,277.3786315917969,1.9516582360629142e-13,2018-11-07,R_A6,17,0,1.0,1700.1441650390625,4
42,STANDARD,277.5310974121094,5,277.5310974121094,2.619535718981908e-13,2018-11-07,R_A6,17,0,1.0,1701.69873046875,5
42,STANDARD,277.3831787109375,6,277.3831787109375,3.2379316242114875e-12,2018-11-07,R_A6,17,0,1.0,1703.25341796875,6
42,STANDARD,277.5346984863281,7,277.5346984863281,1.4829373840008486e-11,2018-11-07,R_A6,17,0,1.0,1704.8079833984375,7
42,STANDARD,277.7212219238281,8,277.7212219238281,8.534971340790065e-12,2018-11-07,R_A6,17,0,1.0,1706.362548828125,8
42,STANDARD,278.27825927734375,9,278.27825927734375,6.043955483661656e-13,2018-11-07,R_A6,17,0,1.0,1707.9171142578125,9
42,STANDARD,278.36492919921875,10,278.36492919921875,1.3850236235679603e-10,2018-11-07,R_A6,17,0,1.0,1709.4716796875,10
42,STANDARD,279.9743347167969,11,279.9743347167969,7.66124143292135e-12,2018-11-07,R_A6,17,0,1.0,1711.40625,11
42,STANDARD,280.1935119628906,12,280.1935119628906,3.936032489521013e-12,2018-11-07,R_A6,17,0,1.0,1713.720703125,12
42,STANDARD,280.42633056640625,13,280.42633056640625,4.652390719715868e-15,2018-11-07,R_A6,17,0,1.0,1716.0352783203125,13
42,STANDARD,280.6474304199219,14,280.6474304199219,4.7860512482431755e-15,2018-11-07,R_A6,17,0,1.0,1718.3497314453125,14
42,STANDARD,280.87042236328125,15,280.87042236328125,2.98436621789589e-15,2018-11-07,R_A6,17,0,1.0,1720.664306640625,15
42,STANDARD,281.2403869628906,16,281.2403869628906,1.0232471405022432e-15,2018-11-07,R_A6,17,0,1.0,1722.978759765625,16
42,STANDARD,281.469482421875,17,281.469482421875,1.418700247916556e-15,2018-11-07,R_A6,17,0,1.0,1725.2933349609375,17
42,STANDARD,281.6263732910156,18,281.6263732910156,1.4076590675699777e-15,2018-11-07,R_A6,17,0,1.0,1726.8692626953125,18
42,STANDARD,282.75927734375,26,282.75927734375,6.2149750779539725e-15,2018-11-07,R_A6,17,0,1.0,1728.1541748046875,19
42,STANDARD,282.9904479980469,27,282.9904479980469,3.6229144989195165e-15,2018-11-07,R_A6,17,0,1.0,1729.886474609375,20
42,STANDARD,284.0466003417969,28,284.0466003417969,6.1267070773300666e-21,2018-11-07,R_A6,17,0,1.0,1731.6187744140625,21
42,STANDARD,284.3212890625,29,284.3212890625,-6.944956597989191e-23,2018-11-07,R_A6,17,0,1.0,1733.3511962890625,22
42,STANDARD,283.32659912109375,30,283.32659912109375,-2.1209890287704892e-17,2018-11-07,R_A6,17,0,1.0,1735.08349609375,23
