DRAWDOWN,SGAS,SWAT,CONBPRES,WELLMODEL,CONIPOS,CONIDX,CONKPOS,CONJPOS,DEPTH,WELL,DATE,PRESSURE
0,-9.971864778140702e-17,1.0,274.6321716308594,STANDARD,17,6,6,42,1702.9439697265625,R_A6,2018-11-07,274.6321716308594
0,-1.7142737183499241e-16,1.0,274.4764099121094,STANDARD,17,7,7,42,1704.490478515625,R_A6,2018-11-07,274.4764099121094
0,-1.5386836560352097e-17,1.0,274.92303466796875,STANDARD,17,8,8,42,1706.036865234375,R_A6,2018-11-07,274.92303466796875
0,-1.650127052986519e-17,1.0,275.0709228515625,STANDARD,17,9,9,42,1707.5833740234375,R_A6,2018-11-07,275.0709228515625
0,0.0,1.0,275.2409973144531,STANDARD,17,10,10,42,1709.1297607421875,R_A6,2018-11-07,275.2409973144531
0,-4.109658540987852e-16,1.0,275.19207763671875,STANDARD,17,11,11,42,1711.048095703125,R_A6,2018-11-07,275.19207763671875
0,-1.768635366462419e-16,1.0,275.4088134765625,STANDARD,17,12,12,42,1713.338134765625,R_A6,2018-11-07,275.4088134765625
0,-2.854837198447934e-17,1.0,275.6371154785156,STANDARD,17,13,13,42,1715.6282958984375,R_A6,2018-11-07,275.6371154785156
0,-3.030595211514221e-17,1.0,275.8529357910156,STANDARD,17,14,14,42,1717.91845703125,R_A6,2018-11-07,275.8529357910156
0,-2.9301797864894686e-17,1.0,276.0440979003906,STANDARD,17,15,15,42,1720.2086181640625,R_A6,2018-11-07,276.0440979003906
0,-3.14070159508243e-18,1.0,276.3599548339844,STANDARD,17,16,16,42,1722.4986572265625,R_A6,2018-11-07,276.3599548339844
0,-4.178980974705675e-18,1.0,276.5513916015625,STANDARD,17,17,17,42,1724.788818359375,R_A6,2018-11-07,276.5513916015625
0,-4.5840198878096156e-18,1.0,276.69378662109375,STANDARD,17,18,18,42,1726.3961181640625,R_A6,2018-11-07,276.69378662109375
0,-4.085141966422964e-17,1.0,276.6037902832031,STANDARD,17,19,27,42,1727.719970703125,R_A6,2018-11-07,276.6037902832031
0,-1.199176836559027e-16,1.0,276.7828063964844,STANDARD,17,20,28,42,1729.4432373046875,R_A6,2018-11-07,276.7828063964844
0,-2.584807895338093e-22,1.0,278.11614990234375,STANDARD,17,21,29,42,1731.1663818359375,R_A6,2018-11-07,278.11614990234375
0,-2.651049113529353e-23,1.0,278.3974914550781,STANDARD,17,22,30,42,1732.8896484375,R_A6,2018-11-07,278.3974914550781
0,-3.648777434008426e-19,1.0,277.2779846191406,STANDARD,17,23,31,42,1734.61279296875,R_A6,2018-11-07,277.2779846191406
