SGAS,CONBPRES,DATE,DRAWDOWN,CONIDX,SWAT,CONJPOS,DEPTH,CONIPOS,WELLMODEL,CONKPOS,PRESSURE,WELL
0.0,302.674072265625,2018-01-01,0,18,0.9526396989822388,29,1670.9676513671875,22,STANDARD,17,302.674072265625,R_A2
0.0,302.8091125488281,2018-01-01,0,19,0.9733268618583679,29,1672.9805908203125,22,STANDARD,18,302.8091125488281,R_A2
0.0,302.8948059082031,2018-01-01,0,20,0.9976213574409485,29,1674.2579345703125,22,STANDARD,19,302.8948059082031,R_A2
0.0,302.9746398925781,2018-01-01,0,21,1.0,29,1675.4478759765625,22,STANDARD,31,302.9746398925781,R_A2
0.0,303.10565185546875,2018-01-01,0,22,1.0,29,1677.2340087890625,22,STANDARD,32,303.10565185546875,R_A2
0.0,303.5806884765625,2018-01-01,0,23,1.0,29,1679.020263671875,22,STANDARD,33,303.5806884765625,R_A2
0.0,303.7499694824219,2018-01-01,0,24,1.0,29,1680.806396484375,22,STANDARD,34,303.7499694824219,R_A2
0.0,303.9192199707031,2018-01-01,0,25,1.0,29,1682.592529296875,22,STANDARD,35,303.9192199707031,R_A2
0.0,298.615234375,2018-01-01,0,1,0.6481541991233826,41,1610.43505859375,28,STANDARD,1,298.615234375,R_A3
0.0,298.76226806640625,2018-01-01,0,2,0.19657044112682343,41,1612.628662109375,28,STANDARD,2,298.76226806640625,R_A3
0.0,298.9092712402344,2018-01-01,0,3,0.15417520701885223,41,1614.822265625,28,STANDARD,3,298.9092712402344,R_A3
0.0,299.0563049316406,2018-01-01,0,4,0.1435656100511551,41,1617.0159912109375,28,STANDARD,4,299.0563049316406,R_A3
0.0,298.09564208984375,2018-01-01,0,5,0.26458045840263367,41,1602.6815185546875,29,STANDARD,4,298.09564208984375,R_A3
0.0,298.2441101074219,2018-01-01,0,6,0.6741389036178589,41,1604.8970947265625,29,STANDARD,5,298.2441101074219,R_A3
0.0,298.3926086425781,2018-01-01,0,7,0.3352057933807373,41,1607.1126708984375,29,STANDARD,6,298.3926086425781,R_A3
0.0,298.54107666015625,2018-01-01,0,8,0.23884537816047668,41,1609.328369140625,29,STANDARD,7,298.54107666015625,R_A3
0.0,298.6895751953125,2018-01-01,0,9,0.2903507351875305,41,1611.5439453125,29,STANDARD,8,298.6895751953125,R_A3
0.0,298.8380432128906,2018-01-01,0,10,0.80088871717453,41,1613.759521484375,29,STANDARD,9,298.8380432128906,R_A3
0.0,298.9865417480469,2018-01-01,0,11,0.7998642325401306,41,1615.97509765625,29,STANDARD,10,298.9865417480469,R_A3
0.0,299.1370849609375,2018-01-01,0,12,0.04643584042787552,41,1618.220947265625,29,STANDARD,11,299.1370849609375,R_A3
0.0,299.2896423339844,2018-01-01,0,13,0.052741698920726776,41,1620.4971923828125,29,STANDARD,12,299.2896423339844,R_A3
0.0,299.4422302246094,2018-01-01,0,14,0.20142999291419983,41,1622.7734375,29,STANDARD,13,299.4422302246094,R_A3
0.0,299.5948181152344,2018-01-01,0,15,0.38924258947372437,41,1625.049560546875,29,STANDARD,14,299.5948181152344,R_A3
0.0,299.74737548828125,2018-01-01,0,16,0.3530154228210449,41,1627.3258056640625,29,STANDARD,15,299.74737548828125,R_A3
0.0,299.8999938964844,2018-01-01,0,17,0.7951340675354004,41,1629.6019287109375,29,STANDARD,16,299.8999938964844,R_A3
0.0,300.0003662109375,2018-01-01,0,18,0.7861243486404419,41,1631.099365234375,29,STANDARD,17,300.0003662109375,R_A3
0.0,300.1575012207031,2018-01-01,0,19,0.2208693027496338,41,1633.4429931640625,29,STANDARD,31,300.1575012207031,R_A3
0.0,300.4235534667969,2018-01-01,0,20,0.04638291895389557,41,1637.41162109375,29,STANDARD,32,300.4235534667969,R_A3
0.0,300.6896667480469,2018-01-01,0,21,0.05320250988006592,41,1641.380126953125,29,STANDARD,33,300.6896667480469,R_A3
0.0,300.9557800292969,2018-01-01,0,22,0.6481541991233826,41,1645.3486328125,29,STANDARD,34,300.9557800292969,R_A3
0.0,301.2218933105469,2018-01-01,0,23,0.0659426599740982,41,1649.3172607421875,29,STANDARD,35,301.2218933105469,R_A3
0.0,300.0130615234375,2018-01-01,0,1,0.05368118733167648,52,1631.2886962890625,30,STANDARD,1,300.0130615234375,R_A4
0.0,299.5331115722656,2018-01-01,0,2,0.050109077244997025,52,1624.1292724609375,31,STANDARD,1,299.5331115722656,R_A4
0.0,299.6743469238281,2018-01-01,0,3,0.05033835023641586,52,1626.2362060546875,31,STANDARD,2,299.6743469238281,R_A4
0.0,299.81561279296875,2018-01-01,0,4,0.05079791694879532,52,1628.34326171875,31,STANDARD,3,299.81561279296875,R_A4
0.0,299.95684814453125,2018-01-01,0,5,0.053216785192489624,52,1630.4501953125,31,STANDARD,4,299.95684814453125,R_A4
0.0,300.0981140136719,2018-01-01,0,6,0.05461030825972557,52,1632.5572509765625,31,STANDARD,5,300.0981140136719,R_A4
0.0,300.2393798828125,2018-01-01,0,7,0.056664519011974335,52,1634.664306640625,31,STANDARD,6,300.2393798828125,R_A4
0.0,300.3806457519531,2018-01-01,0,8,0.10165303945541382,52,1636.771240234375,31,STANDARD,7,300.3806457519531,R_A4
0.0,300.2015686035156,2018-01-01,0,9,0.05712391436100006,52,1634.100341796875,32,STANDARD,7,300.2015686035156,R_A4
0.0,300.44647216796875,2018-01-01,0,10,0.06010643020272255,51,1637.753173828125,32,STANDARD,7,300.44647216796875,R_A4
0.0,300.3236389160156,2018-01-01,0,11,0.058741338551044464,51,1635.9210205078125,32,STANDARD,6,300.3236389160156,R_A4
0.0,300.2007751464844,2018-01-01,0,12,0.05614619329571724,51,1634.0887451171875,32,STANDARD,5,300.2007751464844,R_A4
0.0,300.4188232421875,2018-01-01,0,13,0.05963272973895073,51,1637.3409423828125,33,STANDARD,5,300.4188232421875,R_A4
0.0,300.2955322265625,2018-01-01,0,14,0.057220619171857834,51,1635.5020751953125,33,STANDARD,4,300.2955322265625,R_A4
0.0,300.7033386230469,2018-01-01,0,15,0.06383458524942398,50,1641.583984375,33,STANDARD,5,300.7033386230469,R_A4
0.0,300.68701171875,2018-01-01,0,16,0.06141083315014839,50,1641.340576171875,34,STANDARD,5,300.68701171875,R_A4
0.0,300.55816650390625,2018-01-01,0,17,0.06275686621665955,50,1639.419189453125,34,STANDARD,4,300.55816650390625,R_A4
0.0,300.83587646484375,2018-01-01,0,18,0.06461600214242935,50,1643.5609130859375,35,STANDARD,4,300.83587646484375,R_A4
0.0,300.71148681640625,2018-01-01,0,19,0.3129493296146393,50,1641.7056884765625,35,STANDARD,3,300.71148681640625,R_A4
0.0,300.58709716796875,2018-01-01,0,20,0.2692408859729767,50,1639.8504638671875,35,STANDARD,2,300.58709716796875,R_A4
0.0,300.7469787597656,2018-01-01,0,21,0.23981843888759613,49,1642.235107421875,35,STANDARD,2,300.7469787597656,R_A4
0.0,300.6204833984375,2018-01-01,0,22,0.23890408873558044,49,1640.348388671875,35,STANDARD,1,300.6204833984375,R_A4
0.0,300.7627868652344,2018-01-01,0,23,0.17340539395809174,49,1642.4705810546875,36,STANDARD,33,300.7627868652344,R_A4
0.0,300.4906921386719,2018-01-01,0,24,0.05090557411313057,48,1638.4127197265625,36,STANDARD,33,300.4906921386719,R_A4
0.0,301.005615234375,2018-01-01,0,25,0.22683578729629517,48,1646.0921630859375,37,STANDARD,33,301.005615234375,R_A4
0.0,301.46539306640625,2018-01-01,0,26,0.13663600385189056,48,1652.9478759765625,38,STANDARD,33,301.46539306640625,R_A4
0.0,301.77813720703125,2018-01-01,0,27,0.10573165863752365,47,1657.6109619140625,38,STANDARD,33,301.77813720703125,R_A4
0.0,303.7898864746094,2018-01-01,0,1,1.0,20,1684.45458984375,31,STANDARD,1,303.7898864746094,R_A5
0.0,304.0094299316406,2018-01-01,0,2,1.0,20,1686.771240234375,31,STANDARD,2,304.0094299316406,R_A5
0.0,304.22894287109375,2018-01-01,0,3,1.0,20,1689.087890625,31,STANDARD,3,304.22894287109375,R_A5
0.0,304.448486328125,2018-01-01,0,4,1.0,20,1691.4046630859375,31,STANDARD,4,304.448486328125,R_A5
0.0,304.6680603027344,2018-01-01,0,5,1.0,20,1693.721435546875,31,STANDARD,5,304.6680603027344,R_A5
0.0,304.8876037597656,2018-01-01,0,6,1.0,20,1696.0380859375,31,STANDARD,6,304.8876037597656,R_A5
0.0,305.4129333496094,2018-01-01,0,7,1.0,20,1698.354736328125,31,STANDARD,7,305.4129333496094,R_A5
0.0,305.6324768066406,2018-01-01,0,8,1.0,20,1700.6715087890625,31,STANDARD,8,305.6324768066406,R_A5
0.0,305.3743591308594,2018-01-01,0,9,1.0,21,1701.173095703125,31,STANDARD,11,305.3743591308594,R_A5
0.0,305.5482482910156,2018-01-01,0,10,1.0,21,1703.0081787109375,31,STANDARD,12,305.5482482910156,R_A5
0.0,305.734130859375,2018-01-01,0,11,1.0,21,1704.84326171875,31,STANDARD,13,305.734130859375,R_A5
0.0,305.9080505371094,2018-01-01,0,12,1.0,21,1706.6783447265625,31,STANDARD,14,305.9080505371094,R_A5
0.0,306.0819396972656,2018-01-01,0,13,1.0,21,1708.513427734375,31,STANDARD,15,306.0819396972656,R_A5
0.0,306.40087890625,2018-01-01,0,14,1.0,21,1710.3485107421875,31,STANDARD,16,306.40087890625,R_A5
0.0,306.5747985839844,2018-01-01,0,15,1.0,21,1712.18359375,31,STANDARD,17,306.5747985839844,R_A5
0.0,306.7386779785156,2018-01-01,0,16,1.0,21,1713.9127197265625,31,STANDARD,18,306.7386779785156,R_A5
0.0,306.8566589355469,2018-01-01,0,17,1.0,21,1715.1575927734375,31,STANDARD,19,306.8566589355469,R_A5
0.0,306.8516540527344,2018-01-01,0,18,1.0,21,1716.7623291015625,31,STANDARD,31,306.8516540527344,R_A5
0.0,307.0736999511719,2018-01-01,0,19,1.0,21,1719.10546875,31,STANDARD,32,307.0736999511719,R_A5
0.0,307.2957763671875,2018-01-01,0,20,1.0,21,1721.448486328125,31,STANDARD,33,307.2957763671875,R_A5
0.0,307.8236389160156,2018-01-01,0,21,1.0,21,1723.7916259765625,31,STANDARD,34,307.8236389160156,R_A5
0.0,308.04571533203125,2018-01-01,0,22,1.0,21,1726.1346435546875,31,STANDARD,35,308.04571533203125,R_A5
0.0,305.1572265625,2018-01-01,0,1,1.0,42,1695.6566162109375,17,STANDARD,1,305.1572265625,R_A6
0.0,305.30474853515625,2018-01-01,0,2,1.0,42,1697.21337890625,17,STANDARD,2,305.30474853515625,R_A6
0.0,305.4522705078125,2018-01-01,0,3,1.0,42,1698.77001953125,17,STANDARD,3,305.4522705078125,R_A6
0.0,305.59979248046875,2018-01-01,0,4,1.0,42,1700.32666015625,17,STANDARD,4,305.59979248046875,R_A6
0.0,305.4482727050781,2018-01-01,0,5,1.0,42,1701.8834228515625,17,STANDARD,5,305.4482727050781,R_A6
0.0,305.5957946777344,2018-01-01,0,6,1.0,42,1703.440185546875,17,STANDARD,6,305.5957946777344,R_A6
0.0,305.74334716796875,2018-01-01,0,7,1.0,42,1704.996826171875,17,STANDARD,7,305.74334716796875,R_A6
0.0,305.890869140625,2018-01-01,0,8,1.0,42,1706.5535888671875,17,STANDARD,8,305.890869140625,R_A6
0.0,306.3374328613281,2018-01-01,0,9,1.0,42,1708.1102294921875,17,STANDARD,9,306.3374328613281,R_A6
0.0,306.4849853515625,2018-01-01,0,10,1.0,42,1709.6669921875,17,STANDARD,10,306.4849853515625,R_A6
0.0,306.3582458496094,2018-01-01,0,11,1.0,42,1711.554931640625,17,STANDARD,11,306.3582458496094,R_A6
0.0,306.5685729980469,2018-01-01,0,12,1.0,42,1713.7742919921875,17,STANDARD,12,306.5685729980469,R_A6
0.0,306.7908630371094,2018-01-01,0,13,1.0,42,1715.99365234375,17,STANDARD,13,306.7908630371094,R_A6
0.0,307.001220703125,2018-01-01,0,14,1.0,42,1718.212890625,17,STANDARD,14,307.001220703125,R_A6
0.0,307.2115478515625,2018-01-01,0,15,1.0,42,1720.4322509765625,17,STANDARD,15,307.2115478515625,R_A6
0.0,307.56689453125,2018-01-01,0,16,1.0,42,1722.651611328125,17,STANDARD,16,307.56689453125,R_A6
0.0,307.7772521972656,2018-01-01,0,17,1.0,42,1724.870849609375,17,STANDARD,17,307.7772521972656,R_A6
0.0,307.95458984375,2018-01-01,0,18,1.0,42,1726.7421875,17,STANDARD,18,307.95458984375,R_A6
0.0,307.951904296875,2018-01-01,0,19,1.0,42,1728.371337890625,17,STANDARD,31,307.951904296875,R_A6
0.0,308.1163635253906,2018-01-01,0,20,1.0,42,1730.1064453125,17,STANDARD,32,308.1163635253906,R_A6
0.0,308.58660888671875,2018-01-01,0,21,1.0,42,1731.8416748046875,17,STANDARD,33,308.58660888671875,R_A6
0.0,308.7510681152344,2018-01-01,0,22,1.0,42,1733.5767822265625,17,STANDARD,34,308.7510681152344,R_A6
0.0,308.6097412109375,2018-01-01,0,23,1.0,42,1735.3118896484375,17,STANDARD,35,308.6097412109375,R_A6
0.0,298.5086364746094,2018-03-01,0,1,0.05680134892463684,30,1639.9454345703125,22,STANDARD,1,298.5086364746094,R_A2
0.0,298.6269836425781,2018-03-01,0,2,0.05787881463766098,30,1641.7117919921875,22,STANDARD,2,298.6269836425781,R_A2
0.0,298.745361328125,2018-03-01,0,3,0.06051646173000336,30,1643.478271484375,22,STANDARD,3,298.745361328125,R_A2
0.0,298.86370849609375,2018-03-01,0,4,0.08573316782712936,30,1645.24462890625,22,STANDARD,4,298.86370849609375,R_A2
0.0,298.9820251464844,2018-03-01,0,5,0.06879018992185593,30,1647.010986328125,22,STANDARD,5,298.9820251464844,R_A2
0.0,299.0887756347656,2018-03-01,0,6,0.648642361164093,30,1648.77734375,22,STANDARD,6,299.0887756347656,R_A2
0.0,299.2178039550781,2018-03-01,0,7,0.8895840644836426,30,1650.543701171875,22,STANDARD,7,299.2178039550781,R_A2
0.0,299.3457336425781,2018-03-01,0,8,0.8829353451728821,30,1652.31005859375,22,STANDARD,8,299.3457336425781,R_A2
0.0,299.6327819824219,2018-03-01,0,9,0.9150925874710083,30,1654.076416015625,22,STANDARD,9,299.6327819824219,R_A2
0.0,299.9547119140625,2018-03-01,0,10,0.91409832239151,30,1655.8427734375,22,STANDARD,10,299.9547119140625,R_A2
0.0,299.9741516113281,2018-03-01,0,11,0.07490288466215134,30,1657.697509765625,22,STANDARD,11,299.9741516113281,R_A2
0.0,300.1043395996094,2018-03-01,0,12,0.07552283257246017,30,1659.6405029296875,22,STANDARD,12,300.1043395996094,R_A2
0.0,300.33892822265625,2018-03-01,0,13,0.44936662912368774,30,1661.58349609375,22,STANDARD,13,300.33892822265625,R_A2
0.0,300.5394592285156,2018-03-01,0,14,0.4935612082481384,30,1663.5263671875,22,STANDARD,14,300.5394592285156,R_A2
0.0,300.66888427734375,2018-03-01,0,15,0.5651048421859741,30,1665.469482421875,22,STANDARD,15,300.66888427734375,R_A2
0.0,300.3256530761719,2018-03-01,0,16,0.657940149307251,29,1666.83740234375,22,STANDARD,15,300.3256530761719,R_A2
0.0,300.4648132324219,2018-03-01,0,17,0.9911037087440491,29,1668.902587890625,22,STANDARD,16,300.4648132324219,R_A2
0.0,300.6041259765625,2018-03-01,0,18,0.9526097178459167,29,1670.9676513671875,22,STANDARD,17,300.6041259765625,R_A2
0.0,300.73931884765625,2018-03-01,0,19,0.9733099937438965,29,1672.9805908203125,22,STANDARD,18,300.73931884765625,R_A2
0.0,300.8249816894531,2018-03-01,0,20,0.9976198673248291,29,1674.2579345703125,22,STANDARD,19,300.8249816894531,R_A2
-1.390226909286918e-13,301.8837890625,2018-03-01,0,21,1.0,29,1675.4478759765625,22,STANDARD,31,301.8837890625,R_A2
0.0,301.7440490722656,2018-03-01,0,22,0.9992017149925232,29,1677.2340087890625,22,STANDARD,32,301.7440490722656,R_A2
-4.209507430672811e-14,302.56396484375,2018-03-01,0,23,1.0,29,1679.020263671875,22,STANDARD,33,302.56396484375,R_A2
-8.289668864541744e-14,302.7126770019531,2018-03-01,0,24,1.0,29,1680.806396484375,22,STANDARD,34,302.7126770019531,R_A2
-1.408821583698261e-11,302.5030822753906,2018-03-01,0,25,1.0,29,1682.592529296875,22,STANDARD,35,302.5030822753906,R_A2
-5.507696743645119e-17,278.6296081542969,2018-04-28,0,1,1.0,20,1684.45458984375,31,STANDARD,1,278.6296081542969,R_A5
-5.848605005602314e-17,278.848876953125,2018-04-28,0,2,1.0,20,1686.771240234375,31,STANDARD,2,278.848876953125,R_A5
-5.715529512143763e-17,279.068115234375,2018-04-28,0,3,1.0,20,1689.087890625,31,STANDARD,3,279.068115234375,R_A5
-4.8034841392097347e-17,279.2872619628906,2018-04-28,0,4,1.0,20,1691.4046630859375,31,STANDARD,4,279.2872619628906,R_A5
-4.819451702882213e-17,279.5064392089844,2018-04-28,0,5,1.0,20,1693.721435546875,31,STANDARD,5,279.5064392089844,R_A5
-3.768198450300411e-17,279.7256164550781,2018-04-28,0,6,1.0,20,1696.0380859375,31,STANDARD,6,279.7256164550781,R_A5
-4.0706121460526794e-19,280.2703857421875,2018-04-28,0,7,1.0,20,1698.354736328125,31,STANDARD,7,280.2703857421875,R_A5
-3.975790622978136e-19,281.0333251953125,2018-04-28,0,8,1.0,20,1700.6715087890625,31,STANDARD,8,281.0333251953125,R_A5
-4.434563827260263e-11,274.83233642578125,2018-04-28,0,9,1.0,21,1701.173095703125,31,STANDARD,11,274.83233642578125,R_A5
-2.6894063365201504e-11,275.0059509277344,2018-04-28,0,10,1.0,21,1703.0081787109375,31,STANDARD,12,275.0059509277344,R_A5
-1.0191006892534826e-11,275.7963562011719,2018-04-28,0,11,1.0,21,1704.84326171875,31,STANDARD,13,275.7963562011719,R_A5
-1.4027627150137167e-11,276.4351501464844,2018-04-28,0,12,1.0,21,1706.6783447265625,31,STANDARD,14,276.4351501464844,R_A5
-3.961828261289657e-12,276.6090393066406,2018-04-28,0,13,1.0,21,1708.513427734375,31,STANDARD,15,276.6090393066406,R_A5
-1.0678973330624508e-11,278.1588439941406,2018-04-28,0,14,1.0,21,1710.3485107421875,31,STANDARD,16,278.1588439941406,R_A5
-5.654184585812683e-12,280.80487060546875,2018-04-28,0,15,1.0,21,1712.18359375,31,STANDARD,17,280.80487060546875,R_A5
-1.0926327117383172e-12,280.9908142089844,2018-04-28,0,16,1.0,21,1713.9127197265625,31,STANDARD,18,280.9908142089844,R_A5
-3.337903412871379e-13,281.1142883300781,2018-04-28,0,17,1.0,21,1715.1575927734375,31,STANDARD,19,281.1142883300781,R_A5
-9.12223096539988e-13,281.6972961425781,2018-04-28,0,18,1.0,21,1716.7623291015625,31,STANDARD,31,281.6972961425781,R_A5
-4.594541435677668e-13,281.9267272949219,2018-04-28,0,19,1.0,21,1719.10546875,31,STANDARD,32,281.9267272949219,R_A5
-3.4806960915942375e-13,282.148193359375,2018-04-28,0,20,1.0,21,1721.448486328125,31,STANDARD,33,282.148193359375,R_A5
-2.383629047180563e-13,282.82745361328125,2018-04-28,0,21,1.0,21,1723.7916259765625,31,STANDARD,34,282.82745361328125,R_A5
-5.362942460308873e-20,293.64190673828125,2018-04-28,0,22,1.0,21,1726.1346435546875,31,STANDARD,35,293.64190673828125,R_A5
0.0,279.2168273925781,2018-07-03,0,1,0.6494384407997131,41,1610.43505859375,28,STANDARD,1,279.2168273925781,R_A3
0.0,279.33770751953125,2018-07-03,0,2,0.19697962701320648,41,1612.628662109375,28,STANDARD,2,279.33770751953125,R_A3
0.0,279.4831848144531,2018-07-03,0,3,0.154540553689003,41,1614.822265625,28,STANDARD,3,279.4831848144531,R_A3
0.0,279.6288757324219,2018-07-03,0,4,0.14379024505615234,41,1617.0159912109375,28,STANDARD,4,279.6288757324219,R_A3
0.0,278.7174072265625,2018-07-03,0,5,0.2657008469104767,41,1602.6815185546875,29,STANDARD,4,278.7174072265625,R_A3
0.0,278.8555603027344,2018-07-03,0,6,0.675997257232666,41,1604.8970947265625,29,STANDARD,5,278.8555603027344,R_A3
0.0,279.0208435058594,2018-07-03,0,7,0.33563032746315,41,1607.1126708984375,29,STANDARD,6,279.0208435058594,R_A3
0.0,279.16650390625,2018-07-03,0,8,0.2405729442834854,41,1609.328369140625,29,STANDARD,7,279.16650390625,R_A3
0.0,279.3136291503906,2018-07-03,0,9,0.29257336258888245,41,1611.5439453125,29,STANDARD,8,279.3136291503906,R_A3
0.0,279.55706787109375,2018-07-03,0,10,0.7997827529907227,41,1613.759521484375,29,STANDARD,9,279.55706787109375,R_A3
0.0,281.3276062011719,2018-07-03,0,11,0.798396646976471,41,1615.97509765625,29,STANDARD,10,281.3276062011719,R_A3
0.0,283.2990417480469,2018-07-03,0,12,0.04651334509253502,41,1618.220947265625,29,STANDARD,11,283.2990417480469,R_A3
0.0,283.4510192871094,2018-07-03,0,13,0.05281791463494301,41,1620.4971923828125,29,STANDARD,12,283.4510192871094,R_A3
0.0,283.6031799316406,2018-07-03,0,14,0.20175527036190033,41,1622.7734375,29,STANDARD,13,283.6031799316406,R_A3
0.0,283.9740295410156,2018-07-03,0,15,0.3897984027862549,41,1625.049560546875,29,STANDARD,14,283.9740295410156,R_A3
0.0,283.9995422363281,2018-07-03,0,16,0.35399842262268066,41,1627.3258056640625,29,STANDARD,15,283.9995422363281,R_A3
0.0,284.13201904296875,2018-07-03,0,17,0.7938820719718933,41,1629.6019287109375,29,STANDARD,16,284.13201904296875,R_A3
0.0,284.2251892089844,2018-07-03,0,18,0.7847513556480408,41,1631.099365234375,29,STANDARD,17,284.2251892089844,R_A3
0.0,282.96759033203125,2018-07-03,0,19,0.2217249721288681,41,1633.4429931640625,29,STANDARD,31,282.96759033203125,R_A3
0.0,283.22442626953125,2018-07-03,0,20,0.04657524824142456,41,1637.41162109375,29,STANDARD,32,283.22442626953125,R_A3
0.0,283.4893798828125,2018-07-03,0,21,0.05339566618204117,41,1641.380126953125,29,STANDARD,33,283.4893798828125,R_A3
0.0,283.7558898925781,2018-07-03,0,22,0.6493543982505798,41,1645.3486328125,29,STANDARD,34,283.7558898925781,R_A3
0.0,284.0325927734375,2018-07-03,0,23,0.06617607921361923,41,1649.3172607421875,29,STANDARD,35,284.0325927734375,R_A3
0.0,275.33624267578125,2018-09-12,0,1,0.05379491671919823,52,1631.2886962890625,30,STANDARD,1,275.33624267578125,R_A4
0.0,275.10540771484375,2018-09-12,0,2,0.05022848770022392,52,1624.1292724609375,31,STANDARD,1,275.10540771484375,R_A4
0.0,275.24560546875,2018-09-12,0,3,0.05048191547393799,52,1626.2362060546875,31,STANDARD,2,275.24560546875,R_A4
0.0,275.3858642578125,2018-09-12,0,4,0.050999533385038376,52,1628.34326171875,31,STANDARD,3,275.3858642578125,R_A4
0.0,275.5262451171875,2018-09-12,0,5,0.05352453887462616,52,1630.4501953125,31,STANDARD,4,275.5262451171875,R_A4
0.0,275.6667175292969,2018-09-12,0,6,0.055106453597545624,52,1632.5572509765625,31,STANDARD,5,275.6667175292969,R_A4
0.0,275.80731201171875,2018-09-12,0,7,0.057358670979738235,52,1634.664306640625,31,STANDARD,6,275.80731201171875,R_A4
0.0,275.9480895996094,2018-09-12,0,8,0.10418443381786346,52,1636.771240234375,31,STANDARD,7,275.9480895996094,R_A4
0.0,275.9860534667969,2018-09-12,0,9,0.058317720890045166,52,1634.100341796875,32,STANDARD,7,275.9860534667969,R_A4
0.0,275.97216796875,2018-09-12,0,10,0.06025061011314392,51,1637.753173828125,32,STANDARD,7,275.97216796875,R_A4
0.0,275.8502197265625,2018-09-12,0,11,0.05888081714510918,51,1635.9210205078125,32,STANDARD,6,275.8502197265625,R_A4
0.0,275.7283020019531,2018-09-12,0,12,0.056287143379449844,51,1634.0887451171875,32,STANDARD,5,275.7283020019531,R_A4
0.0,276.1750793457031,2018-09-12,0,13,0.059762585908174515,51,1637.3409423828125,33,STANDARD,5,276.1750793457031,R_A4
0.0,276.0526428222656,2018-09-12,0,14,0.057354703545570374,51,1635.5020751953125,33,STANDARD,4,276.0526428222656,R_A4
0.0,276.13623046875,2018-09-12,0,15,0.0639834925532341,50,1641.583984375,33,STANDARD,5,276.13623046875,R_A4
0.0,276.4071350097656,2018-09-12,0,16,0.061829861253499985,50,1641.340576171875,34,STANDARD,5,276.4071350097656,R_A4
0.0,276.27899169921875,2018-09-12,0,17,0.063755564391613,50,1639.419189453125,34,STANDARD,4,276.27899169921875,R_A4
0.0,276.8565979003906,2018-09-12,0,18,0.06492790579795837,50,1643.5609130859375,35,STANDARD,4,276.8565979003906,R_A4
0.0,276.73486328125,2018-09-12,0,19,0.31344863772392273,50,1641.7056884765625,35,STANDARD,3,276.73486328125,R_A4
0.0,276.6124572753906,2018-09-12,0,20,0.26968470215797424,50,1639.8504638671875,35,STANDARD,2,276.6124572753906,R_A4
0.0,276.5113830566406,2018-09-12,0,21,0.24029190838336945,49,1642.235107421875,35,STANDARD,2,276.5113830566406,R_A4
0.0,276.3863525390625,2018-09-12,0,22,0.23934952914714813,49,1640.348388671875,35,STANDARD,1,276.3863525390625,R_A4
0.0,278.14495849609375,2018-09-12,0,23,0.1739118993282318,49,1642.4705810546875,36,STANDARD,33,278.14495849609375,R_A4
0.0,277.7530822753906,2018-09-12,0,24,0.0546111986041069,48,1638.4127197265625,36,STANDARD,33,277.7530822753906,R_A4
0.0,278.47283935546875,2018-09-12,0,25,0.2218157947063446,48,1646.0921630859375,37,STANDARD,33,278.47283935546875,R_A4
