WELLMODEL,DEPTH,DRAWDOWN,CONJPOS,PRESSURE,WELL,CONIPOS,CONBPRES,SGAS,CONKPOS,SWAT,CONIDX,DATE
STANDARD,1644.95166015625,0,48,300.9908142089844,R_A4,37,300.9908142089844,0.0,28,0.6481541991233826,25,2018-01-01
STANDARD,1649.298583984375,0,48,301.2823181152344,R_A4,38,301.2823181152344,0.0,28,0.15416161715984344,26,2018-01-01
STANDARD,1658.9189453125,0,47,301.9275207519531,R_A4,38,301.9275207519531,0.0,28,0.2668660879135132,27,2018-01-01
STANDARD,1685.939697265625,0,20,303.93060302734375,R_A5,31,303.93060302734375,0.0,1,1.0,1,2018-01-01
STANDARD,1688.180908203125,0,20,304.14300537109375,R_A5,31,304.14300537109375,0.0,2,1.0,2,2018-01-01
STANDARD,1690.4222412109375,0,20,304.35540771484375,R_A5,31,304.35540771484375,0.0,3,1.0,3,2018-01-01
STANDARD,1692.6634521484375,0,20,304.5677795410156,R_A5,31,304.5677795410156,0.0,4,1.0,4,2018-01-01
STANDARD,1694.90478515625,0,20,304.7801818847656,R_A5,31,304.7801818847656,0.0,5,1.0,5,2018-01-01
STANDARD,1697.14599609375,0,20,304.9925842285156,R_A5,31,304.9925842285156,0.0,6,1.0,6,2018-01-01
STANDARD,1699.38720703125,0,20,305.5107727050781,R_A5,31,305.5107727050781,0.0,7,1.0,7,2018-01-01
STANDARD,1701.6285400390625,0,20,305.7231750488281,R_A5,31,305.7231750488281,0.0,8,1.0,8,2018-01-01
STANDARD,1706.111083984375,0,20,305.84893798828125,R_A5,31,305.84893798828125,0.0,10,1.0,9,2018-01-01
STANDARD,1696.5040283203125,0,21,304.9317321777344,R_A5,31,304.9317321777344,0.0,10,1.0,10,2018-01-01
STANDARD,1698.7332763671875,0,21,305.14312744140625,R_A5,31,305.14312744140625,0.0,11,1.0,11,2018-01-01
STANDARD,1700.7530517578125,0,21,305.33453369140625,R_A5,31,305.33453369140625,0.0,12,1.0,12,2018-01-01
STANDARD,1702.772705078125,0,21,305.53790283203125,R_A5,31,305.53790283203125,0.0,13,1.0,13,2018-01-01
STANDARD,1704.79248046875,0,21,305.72930908203125,R_A5,31,305.72930908203125,0.0,14,1.0,14,2018-01-01
STANDARD,1706.812255859375,0,21,305.9207458496094,R_A5,31,305.9207458496094,0.0,15,1.0,15,2018-01-01
STANDARD,1708.83203125,0,21,306.2571716308594,R_A5,31,306.2571716308594,0.0,16,1.0,16,2018-01-01
STANDARD,1710.851806640625,0,21,306.4485778808594,R_A5,31,306.4485778808594,0.0,17,1.0,17,2018-01-01
STANDARD,1712.581298828125,0,21,306.61248779296875,R_A5,31,306.61248779296875,0.0,18,1.0,18,2018-01-01
STANDARD,1713.5147705078125,0,21,306.7009582519531,R_A5,31,306.7009582519531,0.0,19,1.0,19,2018-01-01
STANDARD,1714.9384765625,0,21,306.67877197265625,R_A5,31,306.67877197265625,0.0,26,1.0,20,2018-01-01
STANDARD,1717.35791015625,0,21,306.9080810546875,R_A5,31,306.9080810546875,0.0,27,1.0,21,2018-01-01
STANDARD,1719.77734375,0,21,307.44317626953125,R_A5,31,307.44317626953125,0.0,28,1.0,22,2018-01-01
STANDARD,1722.19677734375,0,21,307.6724853515625,R_A5,31,307.6724853515625,0.0,29,1.0,23,2018-01-01
STANDARD,1724.6162109375,0,21,307.90179443359375,R_A5,31,307.90179443359375,0.0,30,1.0,24,2018-01-01
STANDARD,1695.32177734375,0,42,305.12548828125,R_A6,17,305.12548828125,0.0,1,1.0,1,2018-01-01
STANDARD,1696.8751220703125,0,42,305.272705078125,R_A6,17,305.272705078125,0.0,2,1.0,2,2018-01-01
STANDARD,1698.428466796875,0,42,305.4198913574219,R_A6,17,305.4198913574219,0.0,3,1.0,3,2018-01-01
STANDARD,1699.9818115234375,0,42,305.5671081542969,R_A6,17,305.5671081542969,0.0,4,1.0,4,2018-01-01
STANDARD,1701.53515625,0,42,305.7143249511719,R_A6,17,305.7143249511719,0.0,5,1.0,5,2018-01-01
STANDARD,1703.0885009765625,0,42,305.8615417480469,R_A6,17,305.8615417480469,0.0,6,1.0,6,2018-01-01
STANDARD,1704.641845703125,0,42,305.7096862792969,R_A6,17,305.7096862792969,0.0,7,1.0,7,2018-01-01
STANDARD,1706.1951904296875,0,42,305.8569030761719,R_A6,17,305.8569030761719,0.0,8,1.0,8,2018-01-01
STANDARD,1707.74853515625,0,42,306.30316162109375,R_A6,17,306.30316162109375,0.0,9,1.0,9,2018-01-01
STANDARD,1709.3018798828125,0,42,306.14459228515625,R_A6,17,306.14459228515625,0.0,10,1.0,10,2018-01-01
STANDARD,1711.2427978515625,0,42,306.3286437988281,R_A6,17,306.3286437988281,0.0,11,1.0,11,2018-01-01
STANDARD,1713.5712890625,0,42,306.54931640625,R_A6,17,306.54931640625,0.0,12,1.0,12,2018-01-01
STANDARD,1715.899658203125,0,42,306.781982421875,R_A6,17,306.781982421875,0.0,13,1.0,13,2018-01-01
STANDARD,1718.228271484375,0,42,307.0026550292969,R_A6,17,307.0026550292969,0.0,14,1.0,14,2018-01-01
STANDARD,1720.556640625,0,42,307.22332763671875,R_A6,17,307.22332763671875,0.0,15,1.0,15,2018-01-01
STANDARD,1722.8851318359375,0,42,307.58905029296875,R_A6,17,307.58905029296875,0.0,16,1.0,16,2018-01-01
STANDARD,1725.213623046875,0,42,307.8097229003906,R_A6,17,307.8097229003906,0.0,17,1.0,17,2018-01-01
STANDARD,1726.7467041015625,0,42,307.95501708984375,R_A6,17,307.95501708984375,0.0,18,1.0,18,2018-01-01
STANDARD,1727.982177734375,0,42,307.9150085449219,R_A6,17,307.9150085449219,0.0,26,1.0,19,2018-01-01
STANDARD,1729.71533203125,0,42,308.38507080078125,R_A6,17,308.38507080078125,0.0,27,1.0,20,2018-01-01
STANDARD,1731.44873046875,0,42,308.5493469238281,R_A6,17,308.5493469238281,0.0,28,1.0,21,2018-01-01
STANDARD,1733.1820068359375,0,42,308.7136535644531,R_A6,17,308.7136535644531,0.0,29,1.0,22,2018-01-01
STANDARD,1734.915283203125,0,42,308.5721435546875,R_A6,17,308.5721435546875,0.0,30,1.0,23,2018-01-01
STANDARD,1639.635498046875,0,30,298.3404235839844,R_A2,22,298.3404235839844,0.0,1,0.054230187088251114,1,2018-03-01
STANDARD,1641.38134765625,0,30,298.4573974609375,R_A2,22,298.4573974609375,0.0,2,0.05549061670899391,2,2018-03-01
STANDARD,1643.1273193359375,0,30,298.57440185546875,R_A2,22,298.57440185546875,0.0,3,0.058306410908699036,3,2018-03-01
STANDARD,1644.8731689453125,0,30,298.69140625,R_A2,22,298.69140625,0.0,4,0.06362992525100708,4,2018-03-01
STANDARD,1646.619140625,0,30,298.80841064453125,R_A2,22,298.80841064453125,0.0,5,0.06578706949949265,5,2018-03-01
STANDARD,1648.364990234375,0,30,298.9505310058594,R_A2,22,298.9505310058594,0.0,6,0.3016570806503296,6,2018-03-01
STANDARD,1650.11083984375,0,30,299.0777587890625,R_A2,22,299.0777587890625,0.0,7,0.8744170665740967,7,2018-03-01
STANDARD,1651.8568115234375,0,30,299.203125,R_A2,22,299.203125,0.0,8,0.8889898061752319,8,2018-03-01
STANDARD,1653.6026611328125,0,30,299.32611083984375,R_A2,22,299.32611083984375,0.0,9,0.891372799873352,9,2018-03-01
STANDARD,1655.3486328125,0,30,299.6205139160156,R_A2,22,299.6205139160156,0.0,10,0.894611656665802,10,2018-03-01
STANDARD,1657.2371826171875,0,30,299.6834411621094,R_A2,22,299.6834411621094,0.0,11,0.06900437921285629,11,2018-03-01
STANDARD,1659.2685546875,0,30,299.8445739746094,R_A2,22,299.8445739746094,0.0,12,0.0659216046333313,12,2018-03-01
STANDARD,1661.2999267578125,0,30,300.0506286621094,R_A2,22,300.0506286621094,0.0,13,0.4357355237007141,13,2018-03-01
STANDARD,1663.331298828125,0,30,300.18804931640625,R_A2,22,300.18804931640625,0.0,14,0.4831847846508026,14,2018-03-01
STANDARD,1665.36279296875,0,30,300.3262939453125,R_A2,22,300.3262939453125,0.0,15,0.9046049118041992,15,2018-03-01
STANDARD,1667.3941650390625,0,30,300.46356201171875,R_A2,22,300.46356201171875,0.0,16,0.9232699871063232,16,2018-03-01
STANDARD,1669.425537109375,0,30,300.60089111328125,R_A2,22,300.60089111328125,0.0,17,0.8879571557044983,17,2018-03-01
STANDARD,1675.0709228515625,0,29,301.1297912597656,R_A2,22,301.1297912597656,0.0,17,0.9712673425674438,18,2018-03-01
STANDARD,1676.77294921875,0,29,301.24383544921875,R_A2,22,301.24383544921875,0.0,18,0.9991277456283569,19,2018-03-01
STANDARD,1678.27392578125,0,29,302.6008605957031,R_A2,22,302.6008605957031,-5.779514508034295e-14,26,1.0,20,2018-03-01
STANDARD,1679.9932861328125,0,29,302.73919677734375,R_A2,22,302.73919677734375,-2.9380350149293966e-13,27,1.0,21,2018-03-01
STANDARD,1681.7125244140625,0,29,302.7904357910156,R_A2,22,302.7904357910156,-4.4429382395350103e-10,28,1.0,22,2018-03-01
STANDARD,1683.431884765625,0,29,303.1592712402344,R_A2,22,303.1592712402344,-1.3589883341921793e-13,29,1.0,23,2018-03-01
STANDARD,1685.1512451171875,0,29,303.1601867675781,R_A2,22,303.1601867675781,-1.0889637802602437e-10,30,1.0,24,2018-03-01
STANDARD,1685.939697265625,0,20,278.7425842285156,R_A5,31,278.7425842285156,-4.371516343359971e-11,1,1.0,1,2018-04-28
STANDARD,1688.180908203125,0,20,278.95458984375,R_A5,31,278.95458984375,-4.516680432442577e-11,2,1.0,2,2018-04-28
STANDARD,1690.4222412109375,0,20,279.166748046875,R_A5,31,279.166748046875,-4.622198110371123e-11,3,1.0,3,2018-04-28
STANDARD,1692.6634521484375,0,20,279.3787841796875,R_A5,31,279.3787841796875,-4.332946154650408e-11,4,1.0,4,2018-04-28
STANDARD,1694.90478515625,0,20,279.5908508300781,R_A5,31,279.5908508300781,-3.7520521412037766e-11,5,1.0,5,2018-04-28
STANDARD,1697.14599609375,0,20,279.80316162109375,R_A5,31,279.80316162109375,-3.9354290659598945e-11,6,1.0,6,2018-04-28
STANDARD,1699.38720703125,0,20,280.58099365234375,R_A5,31,280.58099365234375,-7.11821018795078e-11,7,1.0,7,2018-04-28
STANDARD,1701.6285400390625,0,20,281.498779296875,R_A5,31,281.498779296875,-4.624485473378459e-13,8,1.0,8,2018-04-28
STANDARD,1706.111083984375,0,20,281.87213134765625,R_A5,31,281.87213134765625,-4.533030201203658e-12,10,1.0,9,2018-04-28
STANDARD,1696.5040283203125,0,21,279.1732482910156,R_A5,31,279.1732482910156,-4.389119290237886e-09,10,0.9999998807907104,10,2018-04-28
STANDARD,1698.7332763671875,0,21,279.4083557128906,R_A5,31,279.4083557128906,-8.164633413798583e-09,11,0.9999998211860657,11,2018-04-28
STANDARD,1700.7530517578125,0,21,279.5997009277344,R_A5,31,279.5997009277344,-4.188767555035611e-09,12,0.9999998807907104,12,2018-04-28
STANDARD,1702.772705078125,0,21,279.80389404296875,R_A5,31,279.80389404296875,-2.3864804576945176e-10,13,1.0,13,2018-04-28
STANDARD,1704.79248046875,0,21,279.9958801269531,R_A5,31,279.9958801269531,-7.336276586222823e-10,14,1.0,14,2018-04-28
STANDARD,1706.812255859375,0,21,280.18829345703125,R_A5,31,280.18829345703125,-1.5911091888476392e-10,15,1.0,15,2018-04-28
STANDARD,1708.83203125,0,21,280.5302734375,R_A5,31,280.5302734375,-1.201729549205055e-10,16,1.0,16,2018-04-28
STANDARD,1710.851806640625,0,21,280.72906494140625,R_A5,31,280.72906494140625,-2.4614792842880817e-11,17,1.0,17,2018-04-28
STANDARD,1712.581298828125,0,21,280.8973083496094,R_A5,31,280.8973083496094,-1.998517323853477e-11,18,1.0,18,2018-04-28
STANDARD,1713.5147705078125,0,21,280.986328125,R_A5,31,280.986328125,0.0,19,1.0,19,2018-04-28
STANDARD,1714.9384765625,0,21,286.6087646484375,R_A5,31,286.6087646484375,-4.5590906050385627e-11,26,1.0,20,2018-04-28
STANDARD,1717.35791015625,0,21,286.79473876953125,R_A5,31,286.79473876953125,-3.8190995504949754e-11,27,1.0,21,2018-04-28
STANDARD,1719.77734375,0,21,286.94195556640625,R_A5,31,286.94195556640625,-1.9050953852025165e-17,28,1.0,22,2018-04-28
STANDARD,1722.19677734375,0,21,287.1264343261719,R_A5,31,287.1264343261719,-3.467026795864192e-12,29,1.0,23,2018-04-28
STANDARD,1724.6162109375,0,21,289.20458984375,R_A5,31,289.20458984375,-2.37202725384268e-15,30,1.0,24,2018-04-28
STANDARD,1608.798828125,0,41,283.442138671875,R_A3,28,283.442138671875,0.0,1,0.649112343788147,1,2018-07-03
STANDARD,1610.7994384765625,0,41,283.5724792480469,R_A3,28,283.5724792480469,0.0,2,0.11850622296333313,2,2018-07-03
STANDARD,1612.7999267578125,0,41,283.7060546875,R_A3,28,283.7060546875,0.0,3,0.0963023230433464,3,2018-07-03
STANDARD,1604.41015625,0,41,283.10968017578125,R_A3,29,283.10968017578125,0.0,3,0.11857833713293076,4,2018-07-03
STANDARD,1606.4901123046875,0,41,283.24859619140625,R_A3,29,283.24859619140625,0.0,4,0.10565642267465591,5,2018-07-03
STANDARD,1608.570068359375,0,41,283.4087829589844,R_A3,29,283.4087829589844,0.0,5,0.6492632031440735,6,2018-07-03
STANDARD,1610.650146484375,0,41,283.58905029296875,R_A3,29,283.58905029296875,0.0,6,0.649177074432373,7,2018-07-03
STANDARD,1612.7301025390625,0,41,283.75341796875,R_A3,29,283.75341796875,0.0,7,0.1975831687450409,8,2018-07-03
STANDARD,1614.81005859375,0,41,283.8938293457031,R_A3,29,283.8938293457031,0.0,8,0.3716309666633606,9,2018-07-03
STANDARD,1616.8900146484375,0,41,284.1391906738281,R_A3,29,284.1391906738281,0.0,9,0.7958728671073914,10,2018-07-03
STANDARD,1618.969970703125,0,41,289.4656982421875,R_A3,29,289.4656982421875,0.0,10,0.7947729229927063,11,2018-07-03
STANDARD,1621.178955078125,0,41,297.7470397949219,R_A3,29,297.7470397949219,0.0,11,0.04714527353644371,12,2018-07-03
STANDARD,1623.5167236328125,0,41,297.9036865234375,R_A3,29,297.9036865234375,0.0,12,0.05537828803062439,13,2018-07-03
STANDARD,1625.8544921875,0,41,298.0606689453125,R_A3,29,298.0606689453125,0.0,13,0.3724992573261261,14,2018-07-03
STANDARD,1628.1922607421875,0,41,298.2173767089844,R_A3,29,298.2173767089844,0.0,14,0.22319532930850983,15,2018-07-03
STANDARD,1630.530029296875,0,41,298.377685546875,R_A3,29,298.377685546875,0.0,15,0.4989795386791229,16,2018-07-03
STANDARD,1632.2861328125,0,41,298.49725341796875,R_A3,29,298.49725341796875,0.0,16,0.8016984462738037,17,2018-07-03
STANDARD,1634.6397705078125,0,41,289.7330627441406,R_A3,29,289.7330627441406,-3.0529445638194375e-08,26,0.9999995231628418,18,2018-07-03
STANDARD,1638.172607421875,0,41,286.9595031738281,R_A3,29,286.9595031738281,0.0,27,0.04473261162638664,19,2018-07-03
STANDARD,1641.7052001953125,0,41,287.1957702636719,R_A3,29,287.1957702636719,0.0,28,0.051538851112127304,20,2018-07-03
STANDARD,1645.2379150390625,0,41,287.3937683105469,R_A3,29,287.3937683105469,0.0,29,0.6496304869651794,21,2018-07-03
STANDARD,1648.770751953125,0,41,287.5149230957031,R_A3,29,287.5149230957031,0.0,30,0.10593844950199127,22,2018-07-03
STANDARD,1630.1102294921875,0,52,280.2554016113281,R_A4,30,280.2554016113281,0.0,1,0.051158104091882706,1,2018-09-12
STANDARD,1624.359619140625,0,52,279.92474365234375,R_A4,31,279.92474365234375,0.0,1,0.047191791236400604,2,2018-09-12
STANDARD,1626.4586181640625,0,52,280.064697265625,R_A4,31,280.064697265625,0.0,2,0.04811543598771095,3,2018-09-12
STANDARD,1628.5577392578125,0,52,280.2046203613281,R_A4,31,280.2046203613281,0.0,3,0.0508330836892128,4,2018-09-12
STANDARD,1630.65673828125,0,52,280.344482421875,R_A4,31,280.344482421875,0.0,4,0.05127566307783127,5,2018-09-12
STANDARD,1632.755859375,0,52,280.48431396484375,R_A4,31,280.48431396484375,0.0,5,0.05326615273952484,6,2018-09-12
STANDARD,1634.8548583984375,0,52,280.6241455078125,R_A4,31,280.6241455078125,0.0,6,0.05563420429825783,7,2018-09-12
STANDARD,1632.360107421875,0,52,280.51580810546875,R_A4,32,280.51580810546875,0.0,6,0.05474497377872467,8,2018-09-12
STANDARD,1634.260986328125,0,52,280.6426086425781,R_A4,32,280.6426086425781,0.0,7,0.05629807710647583,9,2018-09-12
STANDARD,1636.4796142578125,0,51,280.7254638671875,R_A4,32,280.7254638671875,0.0,7,0.05696595832705498,10,2018-09-12
STANDARD,1634.66455078125,0,51,280.6044006347656,R_A4,32,280.6044006347656,0.0,6,0.05547094717621803,11,2018-09-12
STANDARD,1636.988525390625,0,51,280.7843933105469,R_A4,33,280.7843933105469,0.0,6,0.05813788250088692,12,2018-09-12
STANDARD,1635.1676025390625,0,51,280.6629333496094,R_A4,33,280.6629333496094,0.0,5,0.05644506588578224,13,2018-09-12
STANDARD,1642.188232421875,0,50,281.03515625,R_A4,33,281.03515625,0.0,5,0.05991630256175995,14,2018-09-12
STANDARD,1641.40966796875,0,50,281.01776123046875,R_A4,34,281.01776123046875,0.0,5,0.06244710460305214,15,2018-09-12
STANDARD,1639.5513916015625,0,50,280.8937683105469,R_A4,34,280.8937683105469,0.0,4,0.061350882053375244,16,2018-09-12
STANDARD,1640.8052978515625,0,50,281.0140380859375,R_A4,35,281.0140380859375,0.0,4,0.061375901103019714,17,2018-09-12
STANDARD,1639.0479736328125,0,50,280.8969421386719,R_A4,35,280.8969421386719,0.0,3,0.22459270060062408,18,2018-09-12
STANDARD,1637.29052734375,0,50,280.77996826171875,R_A4,35,280.77996826171875,0.0,2,0.22272008657455444,19,2018-09-12
STANDARD,1643.189453125,0,49,281.09136962890625,R_A4,35,281.09136962890625,0.0,2,0.2359137237071991,20,2018-09-12
STANDARD,1641.44140625,0,49,280.9735412597656,R_A4,35,280.9735412597656,0.0,1,0.2639521658420563,21,2018-09-12
STANDARD,1644.0238037109375,0,49,278.5640563964844,R_A4,36,278.5640563964844,0.0,29,0.325802206993103,22,2018-09-12
STANDARD,1644.8250732421875,0,48,282.23040771484375,R_A4,36,282.23040771484375,6.430858016243102e-12,29,1.0,23,2018-09-12
STANDARD,1650.49169921875,0,48,278.89105224609375,R_A4,37,278.89105224609375,0.0,29,0.7161544561386108,24,2018-09-12
STANDARD,1644.95166015625,0,48,278.36181640625,R_A4,37,278.36181640625,0.0,28,0.6557123064994812,25,2018-09-12
