CONIPOS,SGAS,PRESSURE,CONBPRES,DRAWDOWN,CONJPOS,WELLMODEL,DATE,WELL,CONKPOS,DEPTH,SWAT,CONIDX
29,0.0,278.7245178222656,278.7245178222656,0,41,STANDARD,2018-07-03,R_A3,7,1612.715087890625,0.19683480262756348,8
29,0.0,278.86859130859375,278.86859130859375,0,41,STANDARD,2018-07-03,R_A3,8,1614.872314453125,0.1982393115758896,9
29,0.0,279.1316223144531,279.1316223144531,0,41,STANDARD,2018-07-03,R_A3,9,1617.029541015625,0.7956936359405518,10
29,0.0,281.1943664550781,281.1943664550781,0,41,STANDARD,2018-07-03,R_A3,10,1619.186767578125,0.7946404218673706,11
29,0.0,286.1076965332031,286.1076965332031,0,41,STANDARD,2018-07-03,R_A3,11,1621.4251708984375,0.04803774133324623,12
29,0.0,286.2626647949219,286.2626647949219,0,41,STANDARD,2018-07-03,R_A3,12,1623.744873046875,0.05375253036618233,13
29,0.0,286.4190673828125,286.4190673828125,0,41,STANDARD,2018-07-03,R_A3,13,1626.064697265625,0.3688964247703552,14
29,0.0,288.91461181640625,288.91461181640625,0,41,STANDARD,2018-07-03,R_A3,14,1628.384521484375,0.37497711181640625,15
29,0.0,288.3760986328125,288.3760986328125,0,41,STANDARD,2018-07-03,R_A3,15,1630.7042236328125,0.498462438583374,16
29,0.0,288.5019226074219,288.5019226074219,0,41,STANDARD,2018-07-03,R_A3,16,1632.549072265625,0.813244104385376,17
29,0.0,284.80853271484375,284.80853271484375,0,41,STANDARD,2018-07-03,R_A3,25,1634.993896484375,0.6529765725135803,18
29,0.0,285.061767578125,285.061767578125,0,41,STANDARD,2018-07-03,R_A3,26,1638.513427734375,0.042443953454494476,19
29,0.0,285.2967834472656,285.2967834472656,0,41,STANDARD,2018-07-03,R_A3,27,1642.0330810546875,0.04860775172710419,20
29,0.0,285.532470703125,285.532470703125,0,41,STANDARD,2018-07-03,R_A3,28,1645.552734375,0.14725275337696075,21
29,0.0,285.76763916015625,285.76763916015625,0,41,STANDARD,2018-07-03,R_A3,29,1649.0723876953125,0.06135205924510956,22
30,0.0,275.30767822265625,275.30767822265625,0,52,STANDARD,2018-09-12,R_A4,1,1633.0498046875,0.0639469251036644,1
31,0.0,274.9916076660156,274.9916076660156,0,52,STANDARD,2018-09-12,R_A4,1,1626.5927734375,0.10819617658853531,2
31,0.0,275.12518310546875,275.12518310546875,0,52,STANDARD,2018-09-12,R_A4,2,1628.5987548828125,0.06353585422039032,3
31,0.0,275.25872802734375,275.25872802734375,0,52,STANDARD,2018-09-12,R_A4,3,1630.604736328125,0.050028908997774124,4
31,0.0,275.3923034667969,275.3923034667969,0,52,STANDARD,2018-09-12,R_A4,4,1632.6107177734375,0.05291202291846275,5
31,0.0,275.52587890625,275.52587890625,0,52,STANDARD,2018-09-12,R_A4,5,1634.61669921875,0.05571581423282623,6
32,0.0,275.4154052734375,275.4154052734375,0,52,STANDARD,2018-09-12,R_A4,5,1631.732666015625,0.053159043192863464,7
32,0.0,275.3304748535156,275.3304748535156,0,51,STANDARD,2018-09-12,R_A4,5,1634.7733154296875,0.05539314076304436,8
32,0.0,275.4527587890625,275.4527587890625,0,51,STANDARD,2018-09-12,R_A4,6,1636.610107421875,0.05619668960571289,9
33,0.0,275.5906066894531,275.5906066894531,0,51,STANDARD,2018-09-12,R_A4,6,1637.5516357421875,0.6500279903411865,10
33,0.0,275.4703674316406,275.4703674316406,0,51,STANDARD,2018-09-12,R_A4,5,1635.7469482421875,0.05648887902498245,11
33,0.0,275.5084533691406,275.5084533691406,0,50,STANDARD,2018-09-12,R_A4,5,1640.865478515625,0.05866160988807678,12
34,0.0,275.6760559082031,275.6760559082031,0,50,STANDARD,2018-09-12,R_A4,5,1641.4342041015625,0.06000165641307831,13
34,0.0,275.5531311035156,275.5531311035156,0,50,STANDARD,2018-09-12,R_A4,4,1639.5914306640625,0.06102849915623665,14
34,0.0,275.4298095703125,275.4298095703125,0,50,STANDARD,2018-09-12,R_A4,3,1637.7486572265625,0.13361366093158722,15
35,0.0,275.8232727050781,275.8232727050781,0,50,STANDARD,2018-09-12,R_A4,3,1641.274658203125,0.09910658746957779,16
35,0.0,275.7010498046875,275.7010498046875,0,50,STANDARD,2018-09-12,R_A4,2,1639.4317626953125,0.22642764449119568,17
35,0.0,275.6988830566406,275.6988830566406,0,49,STANDARD,2018-09-12,R_A4,2,1642.847412109375,0.2293308526277542,18
35,0.0,275.57452392578125,275.57452392578125,0,49,STANDARD,2018-09-12,R_A4,1,1640.9957275390625,0.2296745628118515,19
36,0.0,275.1284484863281,275.1284484863281,0,49,STANDARD,2018-09-12,R_A4,28,1643.298828125,0.1713385432958603,20
36,0.0,274.72869873046875,274.72869873046875,0,48,STANDARD,2018-09-12,R_A4,28,1642.5521240234375,0.053692638874053955,21
37,0.0,275.62750244140625,275.62750244140625,0,48,STANDARD,2018-09-12,R_A4,28,1649.2703857421875,0.6504782438278198,22
38,0.0,276.518798828125,276.518798828125,0,48,STANDARD,2018-09-12,R_A4,28,1654.4725341796875,0.6564967036247253,23
38,0.0,276.1036376953125,276.1036376953125,0,48,STANDARD,2018-09-12,R_A4,27,1648.7215576171875,0.05951641499996185,24
38,0.0,276.3300476074219,276.3300476074219,0,47,STANDARD,2018-09-12,R_A4,27,1655.8135986328125,0.07086192816495895,25
17,6.410271483547544e-14,276.9129333496094,276.9129333496094,0,42,STANDARD,2018-11-07,R_A6,1,1694.8602294921875,1.0,1
17,5.721206792824382e-14,277.0576477050781,277.0576477050781,0,42,STANDARD,2018-11-07,R_A6,2,1696.400390625,1.0,2
17,4.688142709870051e-14,277.2000732421875,277.2000732421875,0,42,STANDARD,2018-11-07,R_A6,3,1697.9405517578125,1.0,3
17,3.959407400468823e-14,277.3394470214844,277.3394470214844,0,42,STANDARD,2018-11-07,R_A6,4,1699.480712890625,1.0,4
17,5.158600732994498e-14,277.477294921875,277.477294921875,0,42,STANDARD,2018-11-07,R_A6,5,1701.0208740234375,1.0,5
17,2.125906221894791e-12,277.6172790527344,277.6172790527344,0,42,STANDARD,2018-11-07,R_A6,6,1702.56103515625,1.0,6
