DRAWDOWN,SWAT,CONIPOS,WELL,PRESSURE,CONIDX,DATE,CONBPRES,CONJPOS,DEPTH,SGAS,CONKPOS,WELLMODEL
0,0.053413692861795425,29,R_A3,299.7943115234375,15,2018-01-01,299.7943115234375,41,1628.3021240234375,0.0,14,STANDARD
0,0.5048249363899231,29,R_A3,299.9476318359375,16,2018-01-01,299.9476318359375,41,1630.5888671875,0.0,15,STANDARD
0,0.8105908036231995,29,R_A3,300.0772399902344,17,2018-01-01,300.0772399902344,41,1632.522216796875,0.0,16,STANDARD
0,0.30760446190834045,29,R_A3,300.2568359375,18,2018-01-01,300.2568359375,41,1635.200927734375,0.0,27,STANDARD
0,0.04461335390806198,29,R_A3,300.49322509765625,19,2018-01-01,300.49322509765625,41,1638.7269287109375,0.0,28,STANDARD
0,0.05244725942611694,29,R_A3,300.7296447753906,20,2018-01-01,300.7296447753906,41,1642.2529296875,0.0,29,STANDARD
0,0.6481541991233826,29,R_A3,300.9660949707031,21,2018-01-01,300.9660949707031,41,1645.7789306640625,0.0,30,STANDARD
0,0.06688208878040314,29,R_A3,301.2025451660156,22,2018-01-01,301.2025451660156,41,1649.3050537109375,0.0,31,STANDARD
0,0.050848767161369324,30,R_A4,299.8609619140625,1,2018-01-01,299.8609619140625,52,1629.296142578125,0.0,1,STANDARD
0,0.050792958587408066,31,R_A4,299.60296630859375,2,2018-01-01,299.60296630859375,52,1625.44775390625,0.0,1,STANDARD
0,0.084144227206707,31,R_A4,299.74249267578125,3,2018-01-01,299.74249267578125,52,1627.529052734375,0.0,2,STANDARD
0,0.24686948955059052,31,R_A4,299.88201904296875,4,2018-01-01,299.88201904296875,52,1629.6103515625,0.0,3,STANDARD
0,0.08958172798156738,31,R_A4,300.02154541015625,5,2018-01-01,300.02154541015625,52,1631.691650390625,0.0,4,STANDARD
0,0.056700579822063446,31,R_A4,300.16107177734375,6,2018-01-01,300.16107177734375,52,1633.77294921875,0.0,5,STANDARD
0,0.05966571345925331,32,R_A4,300.2300109863281,7,2018-01-01,300.2300109863281,52,1634.801025390625,0.0,5,STANDARD
0,0.05715053901076317,32,R_A4,300.08660888671875,8,2018-01-01,300.08660888671875,51,1632.662109375,0.0,5,STANDARD
0,0.06018998101353645,33,R_A4,300.3612365722656,9,2018-01-01,300.3612365722656,51,1636.758056640625,0.0,5,STANDARD
0,0.0584711953997612,33,R_A4,300.3868713378906,10,2018-01-01,300.3868713378906,50,1637.140625,0.0,5,STANDARD
0,0.05996145308017731,34,R_A4,300.5427551269531,11,2018-01-01,300.5427551269531,50,1639.465576171875,0.0,5,STANDARD
0,0.061811286956071854,35,R_A4,300.7502746582031,12,2018-01-01,300.7502746582031,50,1642.5604248046875,0.0,5,STANDARD
0,0.18042613565921783,35,R_A4,300.62359619140625,13,2018-01-01,300.62359619140625,50,1640.671142578125,0.0,4,STANDARD
0,0.23859736323356628,35,R_A4,300.6736755371094,14,2018-01-01,300.6736755371094,49,1641.4180908203125,0.0,4,STANDARD
0,0.22818276286125183,35,R_A4,300.5489196777344,15,2018-01-01,300.5489196777344,49,1639.557373046875,0.0,3,STANDARD
0,0.0619845911860466,36,R_A4,301.0009765625,16,2018-01-01,301.0009765625,49,1646.299072265625,0.0,31,STANDARD
0,0.6481541991233826,36,R_A4,300.58648681640625,17,2018-01-01,300.58648681640625,49,1640.11767578125,0.0,30,STANDARD
0,0.6481541991233826,36,R_A4,300.4722595214844,18,2018-01-01,300.4722595214844,48,1638.4140625,0.0,30,STANDARD
0,1.0,37,R_A4,301.1952209472656,19,2018-01-01,301.1952209472656,48,1649.19580078125,0.0,30,STANDARD
0,0.6481541991233826,37,R_A4,300.8154602050781,20,2018-01-01,300.8154602050781,48,1643.5325927734375,0.0,29,STANDARD
0,0.34646129608154297,38,R_A4,301.2679748535156,21,2018-01-01,301.2679748535156,48,1650.28076171875,0.0,29,STANDARD
0,0.6481541991233826,38,R_A4,301.6865234375,22,2018-01-01,301.6865234375,47,1656.521484375,0.0,29,STANDARD
0,1.0,31,R_A5,303.9572448730469,1,2018-01-01,303.9572448730469,20,1686.220703125,0.0,1,STANDARD
0,1.0,31,R_A5,304.1782531738281,2,2018-01-01,304.1782531738281,20,1688.552978515625,0.0,2,STANDARD
0,1.0,31,R_A5,304.3992614746094,3,2018-01-01,304.3992614746094,20,1690.8851318359375,0.0,3,STANDARD
0,1.0,31,R_A5,304.6202697753906,4,2018-01-01,304.6202697753906,20,1693.2174072265625,0.0,4,STANDARD
0,1.0,31,R_A5,304.84130859375,5,2018-01-01,304.84130859375,20,1695.549560546875,0.0,5,STANDARD
0,1.0,31,R_A5,305.06231689453125,6,2018-01-01,305.06231689453125,20,1697.8818359375,0.0,6,STANDARD
0,1.0,31,R_A5,305.5891418457031,7,2018-01-01,305.5891418457031,20,1700.214111328125,0.0,7,STANDARD
0,1.0,31,R_A5,305.8101501464844,8,2018-01-01,305.8101501464844,20,1702.54638671875,0.0,8,STANDARD
0,1.0,31,R_A5,305.2003479003906,9,2018-01-01,305.2003479003906,21,1699.3369140625,0.0,11,STANDARD
0,1.0,31,R_A5,305.38494873046875,10,2018-01-01,305.38494873046875,21,1701.284912109375,0.0,12,STANDARD
0,1.0,31,R_A5,305.5815124511719,11,2018-01-01,305.5815124511719,21,1703.2327880859375,0.0,13,STANDARD
0,1.0,31,R_A5,305.76611328125,12,2018-01-01,305.76611328125,21,1705.1807861328125,0.0,14,STANDARD
0,1.0,31,R_A5,305.9507141113281,13,2018-01-01,305.9507141113281,21,1707.128662109375,0.0,15,STANDARD
0,1.0,31,R_A5,306.28033447265625,14,2018-01-01,306.28033447265625,21,1709.07666015625,0.0,16,STANDARD
0,1.0,31,R_A5,306.4649658203125,15,2018-01-01,306.4649658203125,21,1711.0245361328125,0.0,17,STANDARD
0,1.0,31,R_A5,306.6305847167969,16,2018-01-01,306.6305847167969,21,1712.772216796875,0.0,18,STANDARD
0,1.0,31,R_A5,306.72705078125,17,2018-01-01,306.72705078125,21,1713.7901611328125,0.0,19,STANDARD
0,1.0,31,R_A5,306.71002197265625,18,2018-01-01,306.71002197265625,21,1715.26806640625,0.0,27,STANDARD
0,1.0,31,R_A5,306.9334716796875,19,2018-01-01,306.9334716796875,21,1717.6256103515625,0.0,28,STANDARD
0,1.0,31,R_A5,307.46270751953125,20,2018-01-01,307.46270751953125,21,1719.9833984375,0.0,29,STANDARD
0,1.0,31,R_A5,307.6861572265625,21,2018-01-01,307.6861572265625,21,1722.341064453125,0.0,30,STANDARD
0,1.0,31,R_A5,307.90960693359375,22,2018-01-01,307.90960693359375,21,1724.69873046875,0.0,31,STANDARD
0,1.0,17,R_A6,305.08349609375,1,2018-01-01,305.08349609375,42,1694.87841796875,0.0,1,STANDARD
0,1.0,17,R_A6,305.22991943359375,2,2018-01-01,305.22991943359375,42,1696.423583984375,0.0,2,STANDARD
0,1.0,17,R_A6,305.3763427734375,3,2018-01-01,305.3763427734375,42,1697.9686279296875,0.0,3,STANDARD
0,1.0,17,R_A6,305.52276611328125,4,2018-01-01,305.52276611328125,42,1699.5137939453125,0.0,4,STANDARD
0,1.0,17,R_A6,305.669189453125,5,2018-01-01,305.669189453125,42,1701.058837890625,0.0,5,STANDARD
0,1.0,17,R_A6,305.5165710449219,6,2018-01-01,305.5165710449219,42,1702.60400390625,0.0,6,STANDARD
0,1.0,17,R_A6,305.6629943847656,7,2018-01-01,305.6629943847656,42,1704.1490478515625,0.0,7,STANDARD
0,1.0,17,R_A6,305.8094177246094,8,2018-01-01,305.8094177246094,42,1705.694091796875,0.0,8,STANDARD
0,1.0,17,R_A6,306.2549133300781,9,2018-01-01,306.2549133300781,42,1707.2392578125,0.0,9,STANDARD
0,1.0,17,R_A6,306.0955505371094,10,2018-01-01,306.0955505371094,42,1708.784423828125,0.0,10,STANDARD
0,1.0,17,R_A6,306.2790832519531,11,2018-01-01,306.2790832519531,42,1710.7198486328125,0.0,11,STANDARD
0,1.0,17,R_A6,306.49951171875,12,2018-01-01,306.49951171875,42,1713.0455322265625,0.0,12,STANDARD
0,1.0,17,R_A6,306.7319030761719,13,2018-01-01,306.7319030761719,42,1715.371337890625,0.0,13,STANDARD
0,1.0,17,R_A6,306.9523010253906,14,2018-01-01,306.9523010253906,42,1717.697021484375,0.0,14,STANDARD
0,1.0,17,R_A6,307.1727294921875,15,2018-01-01,307.1727294921875,42,1720.0228271484375,0.0,15,STANDARD
0,1.0,17,R_A6,307.5381774902344,16,2018-01-01,307.5381774902344,42,1722.3485107421875,0.0,16,STANDARD
0,1.0,17,R_A6,307.75860595703125,17,2018-01-01,307.75860595703125,42,1724.67431640625,0.0,17,STANDARD
0,1.0,17,R_A6,307.8993835449219,18,2018-01-01,307.8993835449219,42,1726.15966796875,0.0,18,STANDARD
0,1.0,17,R_A6,307.85430908203125,19,2018-01-01,307.85430908203125,42,1727.341552734375,0.0,27,STANDARD
0,1.0,17,R_A6,308.0172119140625,20,2018-01-01,308.0172119140625,42,1729.0604248046875,0.0,28,STANDARD
0,1.0,17,R_A6,308.4859313964844,21,2018-01-01,308.4859313964844,42,1730.779296875,0.0,29,STANDARD
0,1.0,17,R_A6,308.6488342285156,22,2018-01-01,308.6488342285156,42,1732.4981689453125,0.0,30,STANDARD
0,1.0,17,R_A6,308.5059814453125,23,2018-01-01,308.5059814453125,42,1734.2171630859375,0.0,31,STANDARD
0,0.0539654865860939,22,R_A2,298.2672424316406,1,2018-03-01,298.2672424316406,30,1639.0560302734375,0.0,1,STANDARD
0,0.05671849846839905,22,R_A2,298.3828430175781,2,2018-03-01,298.3828430175781,30,1640.7811279296875,0.0,2,STANDARD
0,0.061304233968257904,22,R_A2,298.4984436035156,3,2018-03-01,298.4984436035156,30,1642.506103515625,0.0,3,STANDARD
0,0.06483762711286545,22,R_A2,298.6140441894531,4,2018-03-01,298.6140441894531,30,1644.231201171875,0.0,4,STANDARD
0,0.06856934726238251,22,R_A2,298.7296447753906,5,2018-03-01,298.7296447753906,30,1645.956298828125,0.0,5,STANDARD
0,0.31093791127204895,22,R_A2,298.8599548339844,6,2018-03-01,298.8599548339844,30,1647.681396484375,0.0,6,STANDARD
0,0.892349123954773,22,R_A2,298.98284912109375,7,2018-03-01,298.98284912109375,30,1649.406494140625,0.0,7,STANDARD
0,0.8710310459136963,22,R_A2,299.1042175292969,8,2018-03-01,299.1042175292969,30,1651.1314697265625,0.0,8,STANDARD
0,0.8913806080818176,22,R_A2,299.46478271484375,9,2018-03-01,299.46478271484375,30,1652.8565673828125,0.0,9,STANDARD
0,0.9062622785568237,22,R_A2,299.81866455078125,10,2018-03-01,299.81866455078125,30,1654.5816650390625,0.0,10,STANDARD
0,0.07444460690021515,22,R_A2,299.872802734375,11,2018-03-01,299.872802734375,30,1656.421142578125,0.0,11,STANDARD
0,0.19269531965255737,22,R_A2,300.04718017578125,12,2018-03-01,300.04718017578125,30,1658.3748779296875,0.0,12,STANDARD
0,0.43979015946388245,22,R_A2,300.2123718261719,13,2018-03-01,300.2123718261719,30,1660.32861328125,0.0,13,STANDARD
0,0.49555885791778564,22,R_A2,300.3436584472656,14,2018-03-01,300.3436584472656,30,1662.282470703125,0.0,14,STANDARD
0,0.9300204515457153,22,R_A2,300.47515869140625,15,2018-03-01,300.47515869140625,30,1664.2362060546875,0.0,15,STANDARD
0,0.9872986078262329,22,R_A2,300.88385009765625,16,2018-03-01,300.88385009765625,29,1670.79638671875,0.0,15,STANDARD
0,0.999598503112793,22,R_A2,301.0278015136719,17,2018-03-01,301.0278015136719,29,1672.9686279296875,0.0,16,STANDARD
0,0.9957162737846375,22,R_A2,301.1720886230469,18,2018-03-01,301.1720886230469,29,1675.140869140625,0.0,17,STANDARD
0,1.0,22,R_A2,301.45892333984375,19,2018-03-01,301.45892333984375,29,1676.80908203125,-5.756245740479171e-12,18,STANDARD
0,0.9999998211860657,22,R_A2,302.203369140625,20,2018-03-01,302.203369140625,29,1678.235107421875,-1.6663722846033124e-08,27,STANDARD
0,0.9999999403953552,22,R_A2,301.90203857421875,21,2018-03-01,301.90203857421875,29,1679.9228515625,-7.324872264291571e-09,28,STANDARD
0,1.0,22,R_A2,302.0690002441406,22,2018-03-01,302.0690002441406,29,1681.610595703125,-3.6118522062089653e-10,29,STANDARD
0,1.0,22,R_A2,303.1376953125,23,2018-03-01,303.1376953125,29,1683.29833984375,4.2261085988126376e-14,30,STANDARD
0,1.0,22,R_A2,303.6872863769531,24,2018-03-01,303.6872863769531,29,1684.986083984375,5.559705392463657e-14,31,STANDARD
0,1.0,31,R_A5,281.2873229980469,1,2018-04-28,281.2873229980469,20,1686.220703125,1.2619438913979986e-12,1,STANDARD
0,1.0,31,R_A5,281.50823974609375,2,2018-04-28,281.50823974609375,20,1688.552978515625,1.6553065342039819e-12,2,STANDARD
0,1.0,31,R_A5,281.7292175292969,3,2018-04-28,281.7292175292969,20,1690.8851318359375,1.7412003913350182e-12,3,STANDARD
0,1.0,31,R_A5,281.95025634765625,4,2018-04-28,281.95025634765625,20,1693.2174072265625,1.4701076727491325e-12,4,STANDARD
0,1.0,31,R_A5,282.1715087890625,5,2018-04-28,282.1715087890625,20,1695.549560546875,1.7618676699873714e-12,5,STANDARD
0,1.0,31,R_A5,282.392578125,6,2018-04-28,282.392578125,20,1697.8818359375,1.7238755995602206e-12,6,STANDARD
0,1.0,31,R_A5,282.91973876953125,7,2018-04-28,282.91973876953125,20,1700.214111328125,5.237315572545476e-13,7,STANDARD
0,1.0,31,R_A5,283.5025329589844,8,2018-04-28,283.5025329589844,20,1702.54638671875,2.0836204127090002e-13,8,STANDARD
0,1.0,31,R_A5,277.5280456542969,9,2018-04-28,277.5280456542969,21,1699.3369140625,0.0,11,STANDARD
0,1.0,31,R_A5,278.1266174316406,10,2018-04-28,278.1266174316406,21,1701.284912109375,7.851986422169333e-12,12,STANDARD
0,1.0,31,R_A5,278.3241271972656,11,2018-04-28,278.3241271972656,21,1703.2327880859375,5.088998883753804e-13,13,STANDARD
0,1.0,31,R_A5,278.50958251953125,12,2018-04-28,278.50958251953125,21,1705.1807861328125,7.874651993845794e-13,14,STANDARD
0,1.0,31,R_A5,278.83026123046875,13,2018-04-28,278.83026123046875,21,1707.128662109375,4.833552178298839e-13,15,STANDARD
0,1.0,31,R_A5,279.28717041015625,14,2018-04-28,279.28717041015625,21,1709.07666015625,4.590577592535061e-13,16,STANDARD
0,1.0,31,R_A5,279.4735412597656,15,2018-04-28,279.4735412597656,21,1711.0245361328125,6.881324801427322e-14,17,STANDARD
0,1.0,31,R_A5,279.6394958496094,16,2018-04-28,279.6394958496094,21,1712.772216796875,1.5408772077295935e-13,18,STANDARD
0,1.0,31,R_A5,279.7353210449219,17,2018-04-28,279.7353210449219,21,1713.7901611328125,0.0,19,STANDARD
0,1.0,31,R_A5,284.55322265625,18,2018-04-28,284.55322265625,21,1715.26806640625,-7.922698955220575e-14,27,STANDARD
0,1.0,31,R_A5,284.6171875,19,2018-04-28,284.6171875,21,1717.6256103515625,-4.784587236497141e-14,28,STANDARD
0,1.0,31,R_A5,284.5517578125,20,2018-04-28,284.5517578125,21,1719.9833984375,9.530187719601072e-18,29,STANDARD
0,1.0,31,R_A5,295.0859069824219,21,2018-04-28,295.0859069824219,21,1722.341064453125,2.238136187597112e-20,30,STANDARD
0,1.0,31,R_A5,303.98095703125,22,2018-04-28,303.98095703125,21,1724.69873046875,1.6722376967425773e-22,31,STANDARD
0,0.6495245695114136,28,R_A3,281.58148193359375,1,2018-07-03,281.58148193359375,41,1608.09521484375,0.0,1,STANDARD
0,0.6495704054832458,29,R_A3,281.01043701171875,2,2018-07-03,281.01043701171875,41,1599.736328125,0.0,1,STANDARD
0,0.19038280844688416,29,R_A3,281.1616516113281,3,2018-07-03,281.1616516113281,41,1601.900634765625,0.0,2,STANDARD
0,0.18612346053123474,29,R_A3,281.3060302734375,4,2018-07-03,281.3060302734375,41,1604.0650634765625,0.0,3,STANDARD
0,0.19937360286712646,29,R_A3,281.4503173828125,5,2018-07-03,281.4503173828125,41,1606.2294921875,0.0,4,STANDARD
0,0.6493217945098877,29,R_A3,281.5945739746094,6,2018-07-03,281.5945739746094,41,1608.3939208984375,0.0,5,STANDARD
0,0.17639292776584625,29,R_A3,281.7389831542969,7,2018-07-03,281.7389831542969,41,1610.558349609375,0.0,6,STANDARD
0,0.20096835494041443,29,R_A3,281.8835144042969,8,2018-07-03,281.8835144042969,41,1612.7227783203125,0.0,7,STANDARD
0,0.20274174213409424,29,R_A3,282.0279235839844,9,2018-07-03,282.0279235839844,41,1614.88720703125,0.0,8,STANDARD
0,0.7999488115310669,29,R_A3,282.2521667480469,10,2018-07-03,282.2521667480469,41,1617.0516357421875,0.0,9,STANDARD
0,0.805757462978363,29,R_A3,283.62255859375,11,2018-07-03,283.62255859375,41,1619.216064453125,0.0,10,STANDARD
0,0.05067490413784981,29,R_A3,284.0770263671875,12,2018-07-03,284.0770263671875,41,1621.441650390625,0.0,11,STANDARD
0,0.05627072975039482,29,R_A3,284.229736328125,13,2018-07-03,284.229736328125,41,1623.728515625,0.0,12,STANDARD
0,0.36952459812164307,29,R_A3,284.3827819824219,14,2018-07-03,284.3827819824219,41,1626.0152587890625,0.0,13,STANDARD
0,0.05348935350775719,29,R_A3,285.25946044921875,15,2018-07-03,285.25946044921875,41,1628.3021240234375,0.0,14,STANDARD
0,0.5052554607391357,29,R_A3,285.2230529785156,16,2018-07-03,285.2230529785156,41,1630.5888671875,0.0,15,STANDARD
0,0.8097583055496216,29,R_A3,285.3671569824219,17,2018-07-03,285.3671569824219,41,1632.522216796875,0.0,16,STANDARD
0,0.30181437730789185,29,R_A3,283.8971862792969,18,2018-07-03,283.8971862792969,41,1635.200927734375,0.0,27,STANDARD
0,0.04572455585002899,29,R_A3,284.06329345703125,19,2018-07-03,284.06329345703125,41,1638.7269287109375,0.0,28,STANDARD
0,0.05261926352977753,29,R_A3,284.2991638183594,20,2018-07-03,284.2991638183594,41,1642.2529296875,0.0,29,STANDARD
0,0.6508256196975708,29,R_A3,284.5232238769531,21,2018-07-03,284.5232238769531,41,1645.7789306640625,0.0,30,STANDARD
0,0.0678890198469162,29,R_A3,284.7024841308594,22,2018-07-03,284.7024841308594,41,1649.3050537109375,0.0,31,STANDARD
0,0.05098523199558258,30,R_A4,274.4356384277344,1,2018-09-12,274.4356384277344,52,1629.296142578125,0.0,1,STANDARD
0,0.05091109126806259,31,R_A4,274.4249267578125,2,2018-09-12,274.4249267578125,52,1625.44775390625,0.0,1,STANDARD
0,0.08436355739831924,31,R_A4,274.5636291503906,3,2018-09-12,274.5636291503906,52,1627.529052734375,0.0,2,STANDARD
0,0.24722236394882202,31,R_A4,274.70257568359375,4,2018-09-12,274.70257568359375,52,1629.6103515625,0.0,3,STANDARD
0,0.08982560783624649,31,R_A4,274.841064453125,5,2018-09-12,274.841064453125,52,1631.691650390625,0.0,4,STANDARD
0,0.05694812536239624,31,R_A4,274.9795837402344,6,2018-09-12,274.9795837402344,52,1633.77294921875,0.0,5,STANDARD
0,0.05980132520198822,32,R_A4,275.27667236328125,7,2018-09-12,275.27667236328125,52,1634.801025390625,0.0,5,STANDARD
0,0.05728738009929657,32,R_A4,274.8748474121094,8,2018-09-12,274.8748474121094,51,1632.662109375,0.0,5,STANDARD
0,0.0603712722659111,33,R_A4,275.4197692871094,9,2018-09-12,275.4197692871094,51,1636.758056640625,0.0,5,STANDARD
0,0.058590203523635864,33,R_A4,275.1908874511719,10,2018-09-12,275.1908874511719,50,1637.140625,0.0,5,STANDARD
0,0.06007416173815727,34,R_A4,275.6539611816406,11,2018-09-12,275.6539611816406,50,1639.465576171875,0.0,5,STANDARD
0,0.062017302960157394,35,R_A4,276.1279296875,12,2018-09-12,276.1279296875,50,1642.5604248046875,0.0,5,STANDARD
0,0.18078731000423431,35,R_A4,276.0030212402344,13,2018-09-12,276.0030212402344,50,1640.671142578125,0.0,4,STANDARD
0,0.23826268315315247,35,R_A4,275.8538513183594,14,2018-09-12,275.8538513183594,49,1641.4180908203125,0.0,4,STANDARD
0,0.2282714992761612,35,R_A4,275.7309265136719,15,2018-09-12,275.7309265136719,49,1639.557373046875,0.0,3,STANDARD
0,0.06301404535770416,36,R_A4,276.72186279296875,16,2018-09-12,276.72186279296875,49,1646.299072265625,0.0,31,STANDARD
0,0.6499315500259399,36,R_A4,275.9997863769531,17,2018-09-12,275.9997863769531,49,1640.11767578125,0.0,30,STANDARD
0,0.6500110626220703,36,R_A4,275.7625732421875,18,2018-09-12,275.7625732421875,48,1638.4140625,0.0,30,STANDARD
0,1.0,37,R_A4,280.17718505859375,19,2018-09-12,280.17718505859375,48,1649.19580078125,-6.405906621126389e-13,30,STANDARD
0,0.6678990125656128,37,R_A4,276.1463928222656,20,2018-09-12,276.1463928222656,48,1643.5325927734375,0.0,29,STANDARD
0,0.3267803490161896,38,R_A4,276.98486328125,21,2018-09-12,276.98486328125,48,1650.28076171875,0.0,29,STANDARD
0,0.6557344198226929,38,R_A4,277.449951171875,22,2018-09-12,277.449951171875,47,1656.521484375,0.0,29,STANDARD
0,1.0,17,R_A6,273.9496765136719,1,2018-11-07,273.9496765136719,42,1694.87841796875,-9.34346783970641e-13,1,STANDARD
0,1.0,17,R_A6,274.0931396484375,2,2018-11-07,274.0931396484375,42,1696.423583984375,-2.1046132891999747e-10,2,STANDARD
0,1.0,17,R_A6,274.2698974609375,3,2018-11-07,274.2698974609375,42,1697.9686279296875,-8.019352543131575e-11,3,STANDARD
0,1.0,17,R_A6,274.46563720703125,4,2018-11-07,274.46563720703125,42,1699.5137939453125,-5.083950296337625e-13,4,STANDARD
0,1.0,17,R_A6,274.65850830078125,5,2018-11-07,274.65850830078125,42,1701.058837890625,-1.133283029051968e-12,5,STANDARD
0,1.0,17,R_A6,274.5227966308594,6,2018-11-07,274.5227966308594,42,1702.60400390625,-7.954658459707886e-11,6,STANDARD
0,1.0,17,R_A6,274.6690673828125,7,2018-11-07,274.6690673828125,42,1704.1490478515625,-1.8501110365942708e-10,7,STANDARD
0,1.0,17,R_A6,274.8153381347656,8,2018-11-07,274.8153381347656,42,1705.694091796875,-1.1466110699798193e-10,8,STANDARD
0,1.0,17,R_A6,275.2607116699219,9,2018-11-07,275.2607116699219,42,1707.2392578125,-4.2086698015531e-10,9,STANDARD
0,1.0,17,R_A6,275.174560546875,10,2018-11-07,275.174560546875,42,1708.784423828125,-7.111432553941199e-10,10,STANDARD
0,1.0,17,R_A6,276.4259033203125,11,2018-11-07,276.4259033203125,42,1710.7198486328125,-3.1136151990018845e-10,11,STANDARD
0,1.0,17,R_A6,276.7814025878906,12,2018-11-07,276.7814025878906,42,1713.0455322265625,0.0,12,STANDARD
