CONJPOS,PRESSURE,WELLMODEL,DATE,CONKPOS,CONIDX,WELL,DEPTH,CONBPRES,SWAT,SGAS,DRAWDOWN,CONIPOS
42,305.30401611328125,STANDARD,2018-01-01,2,2,R_A6,1697.2054443359375,305.30401611328125,1.0,0.0,0,17
42,305.4510192871094,STANDARD,2018-01-01,3,3,R_A6,1698.7568359375,305.4510192871094,1.0,0.0,0,17
42,305.5980529785156,STANDARD,2018-01-01,4,4,R_A6,1700.3082275390625,305.5980529785156,1.0,0.0,0,17
42,305.7450866699219,STANDARD,2018-01-01,5,5,R_A6,1701.859619140625,305.7450866699219,1.0,0.0,0,17
42,305.8921203613281,STANDARD,2018-01-01,6,6,R_A6,1703.4111328125,305.8921203613281,1.0,0.0,0,17
42,305.7400817871094,STANDARD,2018-01-01,7,7,R_A6,1704.962646484375,305.7400817871094,1.0,0.0,0,17
42,305.8871154785156,STANDARD,2018-01-01,8,8,R_A6,1706.513916015625,305.8871154785156,1.0,0.0,0,17
42,306.33319091796875,STANDARD,2018-01-01,9,9,R_A6,1708.0653076171875,306.33319091796875,1.0,0.0,0,17
42,306.480224609375,STANDARD,2018-01-01,10,10,R_A6,1709.6168212890625,306.480224609375,1.0,0.0,0,17
42,306.3542175292969,STANDARD,2018-01-01,11,11,R_A6,1711.5125732421875,306.3542175292969,1.0,0.0,0,17
42,306.5665283203125,STANDARD,2018-01-01,12,12,R_A6,1713.752685546875,306.5665283203125,1.0,0.0,0,17
42,306.7908020019531,STANDARD,2018-01-01,13,13,R_A6,1715.99267578125,306.7908020019531,1.0,0.0,0,17
42,307.00311279296875,STANDARD,2018-01-01,14,14,R_A6,1718.23291015625,307.00311279296875,1.0,0.0,0,17
42,307.21539306640625,STANDARD,2018-01-01,15,15,R_A6,1720.4730224609375,307.21539306640625,1.0,0.0,0,17
42,307.5727233886719,STANDARD,2018-01-01,16,16,R_A6,1722.713134765625,307.5727233886719,1.0,0.0,0,17
42,307.7850341796875,STANDARD,2018-01-01,17,17,R_A6,1724.9532470703125,307.7850341796875,1.0,0.0,0,17
42,307.9544982910156,STANDARD,2018-01-01,18,18,R_A6,1726.7412109375,307.9544982910156,1.0,0.0,0,17
42,307.9425964355469,STANDARD,2018-01-01,27,19,R_A6,1728.27294921875,307.9425964355469,1.0,0.0,0,17
42,308.4121398925781,STANDARD,2018-01-01,28,20,R_A6,1730.0008544921875,308.4121398925781,1.0,0.0,0,17
42,308.5758972167969,STANDARD,2018-01-01,29,21,R_A6,1731.728759765625,308.5758972167969,1.0,0.0,0,17
42,308.73968505859375,STANDARD,2018-01-01,30,22,R_A6,1733.4566650390625,308.73968505859375,1.0,0.0,0,17
42,308.59765625,STANDARD,2018-01-01,31,23,R_A6,1735.1845703125,308.59765625,1.0,0.0,0,17
30,299.1087646484375,STANDARD,2018-03-01,1,1,R_A2,1638.95166015625,299.1087646484375,0.05903353542089462,0.0,0,22
30,299.2203063964844,STANDARD,2018-03-01,2,2,R_A2,1640.615966796875,299.2203063964844,0.060871466994285583,0.0,0,22
30,299.3318786621094,STANDARD,2018-03-01,3,3,R_A2,1642.2802734375,299.3318786621094,0.06370312720537186,0.0,0,22
30,299.4434509277344,STANDARD,2018-03-01,4,4,R_A2,1643.944580078125,299.4434509277344,0.06974047422409058,0.0,0,22
30,299.5550231933594,STANDARD,2018-03-01,5,5,R_A2,1645.60888671875,299.5550231933594,0.07369022071361542,0.0,0,22
30,299.6834411621094,STANDARD,2018-03-01,6,6,R_A2,1647.2730712890625,299.6834411621094,0.3099161684513092,0.0,0,22
30,299.8157043457031,STANDARD,2018-03-01,7,7,R_A2,1648.9373779296875,299.8157043457031,0.9006545543670654,0.0,0,22
30,299.94244384765625,STANDARD,2018-03-01,8,8,R_A2,1650.6015625,299.94244384765625,0.6482400894165039,0.0,0,22
30,300.06561279296875,STANDARD,2018-03-01,9,9,R_A2,1652.265869140625,300.06561279296875,0.6483312249183655,0.0,0,22
30,300.27557373046875,STANDARD,2018-03-01,10,10,R_A2,1653.93017578125,300.27557373046875,0.9180828332901001,0.0,0,22
30,300.6761474609375,STANDARD,2018-03-01,11,11,R_A2,1655.74169921875,300.6761474609375,0.08536048978567123,0.0,0,22
30,301.11932373046875,STANDARD,2018-03-01,13,12,R_A2,1659.65966796875,301.11932373046875,0.4676276743412018,0.0,0,22
30,301.2507629394531,STANDARD,2018-03-01,14,13,R_A2,1661.61865234375,301.2507629394531,0.525542676448822,0.0,0,22
30,301.3820495605469,STANDARD,2018-03-01,15,14,R_A2,1663.5775146484375,301.3820495605469,0.6972654461860657,0.0,0,22
29,301.6750793457031,STANDARD,2018-03-01,15,15,R_A2,1669.217041015625,301.6750793457031,0.9999921321868896,0.0,0,22
29,301.8146667480469,STANDARD,2018-03-01,16,16,R_A2,1671.3006591796875,301.8146667480469,1.0,-9.648457588440351e-10,0,22
29,302.1363220214844,STANDARD,2018-03-01,17,17,R_A2,1673.3843994140625,302.1363220214844,1.0,-1.6986620998693525e-09,0,22
29,302.3190002441406,STANDARD,2018-03-01,18,18,R_A2,1675.31298828125,302.3190002441406,1.0,-4.2099729258282537e-10,0,22
29,302.9928283691406,STANDARD,2018-03-01,27,19,R_A2,1677.15380859375,302.9928283691406,1.0,9.262221732983906e-18,0,22
29,302.9465026855469,STANDARD,2018-03-01,28,20,R_A2,1678.9246826171875,302.9465026855469,1.0,1.5593944056889654e-16,0,22
29,303.3184814453125,STANDARD,2018-03-01,29,21,R_A2,1680.695556640625,303.3184814453125,1.0,1.4105664124152722e-19,0,22
29,303.3310546875,STANDARD,2018-03-01,30,22,R_A2,1682.46630859375,303.3310546875,1.0,2.494476295461452e-16,0,22
29,303.7643127441406,STANDARD,2018-03-01,31,23,R_A2,1684.2371826171875,303.7643127441406,1.0,-1.760694808173607e-20,0,22
20,271.1925354003906,STANDARD,2018-04-28,1,1,R_A5,1682.639404296875,271.1925354003906,1.0,8.664769132269132e-19,0,31
20,271.40283203125,STANDARD,2018-04-28,2,2,R_A5,1684.86181640625,271.40283203125,1.0,8.468231018726533e-19,0,31
20,271.6131286621094,STANDARD,2018-04-28,3,3,R_A5,1687.084228515625,271.6131286621094,1.0,7.960395372370907e-19,0,31
20,271.8234558105469,STANDARD,2018-04-28,4,4,R_A5,1689.306640625,271.8234558105469,1.0,6.545598060369397e-19,0,31
20,272.03375244140625,STANDARD,2018-04-28,5,5,R_A5,1691.529052734375,272.03375244140625,1.0,3.2034572549162024e-19,0,31
20,272.24407958984375,STANDARD,2018-04-28,6,6,R_A5,1693.75146484375,272.24407958984375,1.0,7.152187698130432e-19,0,31
20,272.7626037597656,STANDARD,2018-04-28,7,7,R_A5,1695.973876953125,272.7626037597656,1.0,2.699555214264784e-18,0,31
20,272.0673522949219,STANDARD,2018-04-28,11,8,R_A5,1704.6917724609375,272.0673522949219,1.0,1.596595842510239e-19,0,31
20,271.7259216308594,STANDARD,2018-04-28,12,9,R_A5,1706.5706787109375,271.7259216308594,1.0,8.506960338789302e-17,0,31
21,270.6785888671875,STANDARD,2018-04-28,12,10,R_A5,1704.5498046875,270.6785888671875,1.0,8.031893360582916e-15,0,31
21,270.8721008300781,STANDARD,2018-04-28,13,11,R_A5,1706.4505615234375,270.8721008300781,1.0,4.3308966646679787e-16,0,31
21,271.0535888671875,STANDARD,2018-04-28,14,12,R_A5,1708.3511962890625,271.0535888671875,1.0,1.1202134606006658e-15,0,31
21,271.23455810546875,STANDARD,2018-04-28,15,13,R_A5,1710.251953125,271.23455810546875,1.0,7.917155018701677e-16,0,31
21,271.432861328125,STANDARD,2018-04-28,16,14,R_A5,1712.152587890625,271.432861328125,1.0,1.6559959986942561e-15,0,31
21,271.7730407714844,STANDARD,2018-04-28,17,15,R_A5,1714.0533447265625,271.7730407714844,1.0,1.359923705264294e-16,0,31
21,271.9598083496094,STANDARD,2018-04-28,18,16,R_A5,1715.9490966796875,271.9598083496094,1.0,3.669939385870911e-16,0,31
21,272.08477783203125,STANDARD,2018-04-28,19,17,R_A5,1717.26171875,272.08477783203125,1.0,2.879067899393123e-16,0,31
21,270.9016418457031,STANDARD,2018-04-28,27,18,R_A5,1718.87060546875,270.9016418457031,1.0,3.8067971461367485e-16,0,31
21,271.1200256347656,STANDARD,2018-04-28,28,19,R_A5,1721.1812744140625,271.1200256347656,1.0,3.597399219570257e-16,0,31
21,271.7379150390625,STANDARD,2018-04-28,29,20,R_A5,1723.491943359375,271.7379150390625,1.0,8.53844945034797e-18,0,31
21,279.2082214355469,STANDARD,2018-04-28,30,21,R_A5,1725.802490234375,279.2082214355469,1.0,1.71888696744016e-21,0,31
21,277.4689025878906,STANDARD,2018-04-28,31,22,R_A5,1728.1131591796875,277.4689025878906,1.0,2.665967924751148e-22,0,31
41,286.8922424316406,STANDARD,2018-07-03,1,1,R_A3,1609.0611572265625,286.8922424316406,0.6488842964172363,0.0,0,28
41,287.0274658203125,STANDARD,2018-07-03,2,2,R_A3,1611.07763671875,287.0274658203125,0.2013930082321167,0.0,0,28
41,287.1620178222656,STANDARD,2018-07-03,3,3,R_A3,1613.0941162109375,287.1620178222656,0.19963409006595612,0.0,0,28
41,287.2964172363281,STANDARD,2018-07-03,4,4,R_A3,1615.110595703125,287.2964172363281,0.1641414761543274,0.0,0,28
41,287.4310302734375,STANDARD,2018-07-03,5,5,R_A3,1617.127197265625,287.4310302734375,0.1344248652458191,0.0,0,28
41,286.9930725097656,STANDARD,2018-07-03,5,6,R_A3,1610.461181640625,286.9930725097656,0.2395843267440796,0.0,0,29
41,287.11798095703125,STANDARD,2018-07-03,6,7,R_A3,1612.3309326171875,287.11798095703125,0.24233922362327576,0.0,0,29
41,287.2429504394531,STANDARD,2018-07-03,7,8,R_A3,1614.20068359375,287.2429504394531,0.20548252761363983,0.0,0,29
41,287.3679504394531,STANDARD,2018-07-03,8,9,R_A3,1616.070556640625,287.3679504394531,0.20693625509738922,0.0,0,29
41,287.5249938964844,STANDARD,2018-07-03,9,10,R_A3,1617.9404296875,287.5249938964844,0.8098945617675781,0.0,0,29
41,288.1094055175781,STANDARD,2018-07-03,10,11,R_A3,1619.810302734375,288.1094055175781,0.8068690896034241,0.0,0,29
41,294.219482421875,STANDARD,2018-07-03,11,12,R_A3,1621.8087158203125,294.219482421875,0.052163053303956985,0.0,0,29
41,294.3618469238281,STANDARD,2018-07-03,12,13,R_A3,1623.935546875,294.3618469238281,0.058485522866249084,0.0,0,29
41,294.50457763671875,STANDARD,2018-07-03,13,14,R_A3,1626.0623779296875,294.50457763671875,0.3739297091960907,0.0,0,29
41,295.117919921875,STANDARD,2018-07-03,15,15,R_A3,1630.3160400390625,295.117919921875,0.5152453184127808,0.0,0,29
41,295.234619140625,STANDARD,2018-07-03,16,16,R_A3,1632.058837890625,295.234619140625,0.8206466436386108,0.0,0,29
41,294.28326416015625,STANDARD,2018-07-03,27,17,R_A3,1634.661376953125,294.28326416015625,0.9999909400939941,0.0,0,29
41,291.1275329589844,STANDARD,2018-07-03,28,18,R_A3,1638.11083984375,291.1275329589844,0.1282503306865692,0.0,0,29
41,291.3580322265625,STANDARD,2018-07-03,29,19,R_A3,1641.5601806640625,291.3580322265625,0.056372568011283875,0.0,0,29
41,291.588134765625,STANDARD,2018-07-03,30,20,R_A3,1645.009521484375,291.588134765625,0.247733473777771,0.0,0,29
41,291.8172607421875,STANDARD,2018-07-03,31,21,R_A3,1648.458984375,291.8172607421875,0.06812283396720886,0.0,0,29
52,287.684814453125,STANDARD,2018-09-12,1,1,R_A4,1629.2569580078125,287.684814453125,0.05446968972682953,0.0,0,30
52,287.4105529785156,STANDARD,2018-09-12,1,2,R_A4,1624.6715087890625,287.4105529785156,0.04874253273010254,0.0,0,31
52,287.5492858886719,STANDARD,2018-09-12,2,3,R_A4,1626.7479248046875,287.5492858886719,0.05238689109683037,0.0,0,31
52,287.6880798339844,STANDARD,2018-09-12,3,4,R_A4,1628.8243408203125,287.6880798339844,0.053309086710214615,0.0,0,31
52,287.82684326171875,STANDARD,2018-09-12,4,5,R_A4,1630.9007568359375,287.82684326171875,0.05629910156130791,0.0,0,31
52,287.9656066894531,STANDARD,2018-09-12,5,6,R_A4,1632.9771728515625,287.9656066894531,0.05789072811603546,0.0,0,31
52,288.1043701171875,STANDARD,2018-09-12,6,7,R_A4,1635.0535888671875,288.1043701171875,0.05919798091053963,0.0,0,31
52,288.0058288574219,STANDARD,2018-09-12,6,8,R_A4,1633.14306640625,288.0058288574219,0.05762812867760658,0.0,0,32
51,288.3282775878906,STANDARD,2018-09-12,6,9,R_A4,1638.3433837890625,288.3282775878906,0.0603238083422184,0.0,0,32
51,288.2099914550781,STANDARD,2018-09-12,5,10,R_A4,1636.572998046875,288.2099914550781,0.06256361305713654,0.0,0,32
51,288.0916748046875,STANDARD,2018-09-12,4,11,R_A4,1634.802734375,288.0916748046875,0.06069624423980713,0.0,0,32
51,288.3005676269531,STANDARD,2018-09-12,4,12,R_A4,1637.467041015625,288.3005676269531,0.06295393407344818,0.0,0,33
51,288.18023681640625,STANDARD,2018-09-12,3,13,R_A4,1635.667236328125,288.18023681640625,0.06188807636499405,0.0,0,33
50,288.7326354980469,STANDARD,2018-09-12,3,14,R_A4,1644.46240234375,288.7326354980469,0.07414550334215164,0.0,0,33
50,288.57196044921875,STANDARD,2018-09-12,3,15,R_A4,1641.6522216796875,288.57196044921875,0.07137243449687958,0.0,0,34
50,288.450927734375,STANDARD,2018-09-12,2,16,R_A4,1639.7724609375,288.450927734375,0.1512281894683838,0.0,0,34
50,288.3332824707031,STANDARD,2018-09-12,2,17,R_A4,1637.6904296875,288.3332824707031,0.14371424913406372,0.0,0,35
49,288.78167724609375,STANDARD,2018-09-12,2,18,R_A4,1644.6893310546875,288.78167724609375,0.14591708779335022,0.0,0,35
49,288.6575622558594,STANDARD,2018-09-12,1,19,R_A4,1642.832275390625,288.6575622558594,0.24550272524356842,0.0,0,35
49,286.50872802734375,STANDARD,2018-09-12,30,20,R_A4,1643.31884765625,286.50872802734375,0.07685225456953049,0.0,0,36
48,286.30401611328125,STANDARD,2018-09-12,30,21,R_A4,1638.824951171875,286.30401611328125,0.15050269663333893,0.0,0,36
48,286.6139831542969,STANDARD,2018-09-12,30,22,R_A4,1644.84375,286.6139831542969,0.20866040885448456,0.0,0,37
48,286.9298400878906,STANDARD,2018-09-12,30,23,R_A4,1651.399169921875,286.9298400878906,0.3348146378993988,0.0,0,38
47,286.9495544433594,STANDARD,2018-09-12,30,24,R_A4,1650.7105712890625,286.9495544433594,0.31624406576156616,0.0,0,38
42,278.7633056640625,STANDARD,2018-11-07,1,1,R_A6,1695.654052734375,278.7633056640625,1.0,-2.0647058281836328e-14,0,17
42,279.23980712890625,STANDARD,2018-11-07,2,2,R_A6,1697.2054443359375,279.23980712890625,1.0,-1.1423921448217928e-16,0,17
42,279.4447326660156,STANDARD,2018-11-07,3,3,R_A6,1698.7568359375,279.4447326660156,1.0,-4.4286654426048064e-17,0,17
42,279.6741638183594,STANDARD,2018-11-07,4,4,R_A6,1700.3082275390625,279.6741638183594,1.0,-3.572409100648295e-17,0,17
42,279.8938293457031,STANDARD,2018-11-07,5,5,R_A6,1701.859619140625,279.8938293457031,1.0,-6.246026247009131e-17,0,17
42,280.0762939453125,STANDARD,2018-11-07,6,6,R_A6,1703.4111328125,280.0762939453125,1.0,-3.3996495312757285e-15,0,17
42,279.93115234375,STANDARD,2018-11-07,7,7,R_A6,1704.962646484375,279.93115234375,1.0,-4.520745282570078e-15,0,17
42,280.0799560546875,STANDARD,2018-11-07,8,8,R_A6,1706.513916015625,280.0799560546875,1.0,-2.894794601306116e-15,0,17
42,280.5269470214844,STANDARD,2018-11-07,9,9,R_A6,1708.0653076171875,280.5269470214844,1.0,-1.8112114775561565e-16,0,17
42,280.781494140625,STANDARD,2018-11-07,10,10,R_A6,1709.6168212890625,280.781494140625,1.0,-2.0748363210569705e-17,0,17
42,284.1136169433594,STANDARD,2018-11-07,11,11,R_A6,1711.5125732421875,284.1136169433594,1.0,-1.4941652917759732e-18,0,17
42,284.3370056152344,STANDARD,2018-11-07,12,12,R_A6,1713.752685546875,284.3370056152344,1.0,-6.772673614175923e-19,0,17
