CONIPOS,DEPTH,SWAT,CONBPRES,DRAWDOWN,DATE,WELLMODEL,CONJPOS,CONKPOS,PRESSURE,CONIDX,SGAS,WELL
32,1635.880615234375,0.059060242027044296,300.3236999511719,0,2018-01-01,STANDARD,51,4,300.3236999511719,7,0.0,R_A4
33,1637.321044921875,0.0928310677409172,300.4202575683594,0,2018-01-01,STANDARD,51,4,300.4202575683594,8,0.0,R_A4
33,1635.474609375,0.1678450107574463,300.29644775390625,0,2018-01-01,STANDARD,51,3,300.29644775390625,9,0.0,R_A4
33,1642.1485595703125,0.18907098472118378,300.74395751953125,0,2018-01-01,STANDARD,50,4,300.74395751953125,10,0.0,R_A4
34,1641.132080078125,0.16031335294246674,300.67578125,0,2018-01-01,STANDARD,50,4,300.67578125,11,0.0,R_A4
34,1639.20703125,0.25342857837677,300.5467224121094,0,2018-01-01,STANDARD,50,3,300.5467224121094,12,0.0,R_A4
35,1640.9061279296875,0.16939347982406616,300.66064453125,0,2018-01-01,STANDARD,50,3,300.66064453125,13,0.0,R_A4
35,1639.0426025390625,0.23071172833442688,300.53570556640625,0,2018-01-01,STANDARD,50,2,300.53570556640625,14,0.0,R_A4
35,1641.93212890625,0.23815256357192993,300.72943115234375,0,2018-01-01,STANDARD,49,2,300.72943115234375,15,0.0,R_A4
36,1642.357421875,0.8387154340744019,300.7579650878906,0,2018-01-01,STANDARD,49,30,300.7579650878906,16,0.0,R_A4
36,1639.6068115234375,0.6481541991233826,300.5735168457031,0,2018-01-01,STANDARD,48,30,300.5735168457031,17,0.0,R_A4
37,1646.7513427734375,0.8328254222869873,301.0526123046875,0,2018-01-01,STANDARD,48,30,301.0526123046875,18,0.0,R_A4
38,1653.461669921875,0.6481541991233826,301.5025939941406,0,2018-01-01,STANDARD,48,30,301.5025939941406,19,0.0,R_A4
38,1657.8184814453125,0.8453923463821411,301.7947998046875,0,2018-01-01,STANDARD,47,30,301.7947998046875,20,0.0,R_A4
31,1685.026611328125,1.0,303.8440856933594,0,2018-01-01,STANDARD,20,1,303.8440856933594,1,0.0,R_A5
31,1687.3070068359375,1.0,304.0601806640625,0,2018-01-01,STANDARD,20,2,304.0601806640625,2,0.0,R_A5
31,1689.5875244140625,1.0,304.27630615234375,0,2018-01-01,STANDARD,20,3,304.27630615234375,3,0.0,R_A5
31,1691.8680419921875,1.0,304.4924011230469,0,2018-01-01,STANDARD,20,4,304.4924011230469,4,0.0,R_A5
31,1694.1485595703125,1.0,304.7085266113281,0,2018-01-01,STANDARD,20,5,304.7085266113281,5,0.0,R_A5
31,1696.4290771484375,1.0,304.9246520996094,0,2018-01-01,STANDARD,20,6,304.9246520996094,6,0.0,R_A5
31,1698.70947265625,1.0,305.446533203125,0,2018-01-01,STANDARD,20,7,305.446533203125,7,0.0,R_A5
31,1707.6488037109375,1.0,305.988037109375,0,2018-01-01,STANDARD,20,11,305.988037109375,8,0.0,R_A5
31,1709.5638427734375,1.0,306.1695251464844,0,2018-01-01,STANDARD,20,12,306.1695251464844,9,0.0,R_A5
31,1701.7845458984375,1.0,305.4322814941406,0,2018-01-01,STANDARD,21,12,305.4322814941406,10,0.0,R_A5
31,1703.735107421875,1.0,305.6291198730469,0,2018-01-01,STANDARD,21,13,305.6291198730469,11,0.0,R_A5
31,1705.6856689453125,1.0,305.81396484375,0,2018-01-01,STANDARD,21,14,305.81396484375,12,0.0,R_A5
31,1707.63623046875,1.0,305.9988098144531,0,2018-01-01,STANDARD,21,15,305.9988098144531,13,0.0,R_A5
31,1709.5867919921875,1.0,306.3287048339844,0,2018-01-01,STANDARD,21,16,306.3287048339844,14,0.0,R_A5
31,1711.537353515625,1.0,306.5135498046875,0,2018-01-01,STANDARD,21,17,306.5135498046875,15,0.0,R_A5
31,1713.35400390625,1.0,306.6856994628906,0,2018-01-01,STANDARD,21,18,306.6856994628906,16,0.0,R_A5
31,1714.3951416015625,1.0,306.7843933105469,0,2018-01-01,STANDARD,21,19,306.7843933105469,17,0.0,R_A5
31,1715.7628173828125,1.0,306.75689697265625,0,2018-01-01,STANDARD,21,27,306.75689697265625,18,0.0,R_A5
31,1718.098388671875,1.0,306.978271484375,0,2018-01-01,STANDARD,21,28,306.978271484375,19,0.0,R_A5
31,1720.43408203125,1.0,307.5054016113281,0,2018-01-01,STANDARD,21,29,307.5054016113281,20,0.0,R_A5
31,1722.7696533203125,1.0,307.7267761230469,0,2018-01-01,STANDARD,21,30,307.7267761230469,21,0.0,R_A5
31,1725.105224609375,1.0,307.9481506347656,0,2018-01-01,STANDARD,21,31,307.9481506347656,22,0.0,R_A5
17,1695.20263671875,1.0,305.11419677734375,0,2018-01-01,STANDARD,42,1,305.11419677734375,1,0.0,R_A6
17,1696.7510986328125,1.0,304.9618835449219,0,2018-01-01,STANDARD,42,2,304.9618835449219,2,0.0,R_A6
17,1698.299560546875,1.0,305.4076843261719,0,2018-01-01,STANDARD,42,3,305.4076843261719,3,0.0,R_A6
17,1699.84814453125,1.0,305.554443359375,0,2018-01-01,STANDARD,42,4,305.554443359375,4,0.0,R_A6
17,1701.3966064453125,1.0,305.7012023925781,0,2018-01-01,STANDARD,42,5,305.7012023925781,5,0.0,R_A6
17,1702.9451904296875,1.0,305.84796142578125,0,2018-01-01,STANDARD,42,6,305.84796142578125,6,0.0,R_A6
17,1704.49365234375,1.0,305.6956481933594,0,2018-01-01,STANDARD,42,7,305.6956481933594,7,0.0,R_A6
17,1706.042236328125,1.0,305.8424072265625,0,2018-01-01,STANDARD,42,8,305.8424072265625,8,0.0,R_A6
17,1707.5906982421875,1.0,306.2882080078125,0,2018-01-01,STANDARD,42,9,306.2882080078125,9,0.0,R_A6
17,1709.1392822265625,1.0,306.1291809082031,0,2018-01-01,STANDARD,42,10,306.1291809082031,10,0.0,R_A6
17,1711.055419921875,1.0,306.3109130859375,0,2018-01-01,STANDARD,42,11,306.3109130859375,11,0.0,R_A6
17,1713.3392333984375,1.0,306.52734375,0,2018-01-01,STANDARD,42,12,306.52734375,12,0.0,R_A6
17,1715.623046875,1.0,306.7557678222656,0,2018-01-01,STANDARD,42,13,306.7557678222656,13,0.0,R_A6
17,1717.9068603515625,1.0,306.9721984863281,0,2018-01-01,STANDARD,42,14,306.9721984863281,14,0.0,R_A6
17,1720.190673828125,1.0,307.18865966796875,0,2018-01-01,STANDARD,42,15,307.18865966796875,15,0.0,R_A6
17,1722.474365234375,1.0,307.55010986328125,0,2018-01-01,STANDARD,42,16,307.55010986328125,16,0.0,R_A6
17,1724.7581787109375,1.0,307.7665710449219,0,2018-01-01,STANDARD,42,17,307.7665710449219,17,0.0,R_A6
17,1726.394287109375,1.0,307.921630859375,0,2018-01-01,STANDARD,42,18,307.921630859375,18,0.0,R_A6
17,1727.7508544921875,1.0,307.8930969238281,0,2018-01-01,STANDARD,42,27,307.8930969238281,19,0.0,R_A6
17,1729.4755859375,1.0,308.3623352050781,0,2018-01-01,STANDARD,42,28,308.3623352050781,20,0.0,R_A6
17,1731.2001953125,1.0,308.52581787109375,0,2018-01-01,STANDARD,42,29,308.52581787109375,21,0.0,R_A6
17,1732.9249267578125,1.0,308.68927001953125,0,2018-01-01,STANDARD,42,30,308.68927001953125,22,0.0,R_A6
17,1734.649658203125,1.0,308.5469665527344,0,2018-01-01,STANDARD,42,31,308.5469665527344,23,0.0,R_A6
22,1641.094970703125,0.05765116214752197,298.98822021484375,0,2018-03-01,STANDARD,30,1,298.98822021484375,1,0.0,R_A2
22,1642.8890380859375,0.05855737626552582,299.1084899902344,0,2018-03-01,STANDARD,30,2,299.1084899902344,2,0.0,R_A2
22,1644.68310546875,0.06120644882321358,299.228759765625,0,2018-03-01,STANDARD,30,3,299.228759765625,3,0.0,R_A2
22,1646.4771728515625,0.06639040261507034,299.3490295410156,0,2018-03-01,STANDARD,30,4,299.3490295410156,4,0.0,R_A2
22,1648.2713623046875,0.06882688403129578,299.46929931640625,0,2018-03-01,STANDARD,30,5,299.46929931640625,5,0.0,R_A2
22,1650.0654296875,0.31204620003700256,299.6061706542969,0,2018-03-01,STANDARD,30,6,299.6061706542969,6,0.0,R_A2
22,1651.859619140625,0.8978025913238525,299.729736328125,0,2018-03-01,STANDARD,30,7,299.729736328125,7,0.0,R_A2
22,1653.6536865234375,0.8618056178092957,299.8528747558594,0,2018-03-01,STANDARD,30,8,299.8528747558594,8,0.0,R_A2
22,1655.44775390625,0.9104816913604736,300.0093078613281,0,2018-03-01,STANDARD,30,9,300.0093078613281,9,0.0,R_A2
22,1657.2418212890625,0.9083491563796997,300.1143493652344,0,2018-03-01,STANDARD,30,10,300.1143493652344,10,0.0,R_A2
22,1659.1368408203125,0.07612545043230057,300.1404724121094,0,2018-03-01,STANDARD,30,11,300.1404724121094,11,0.0,R_A2
22,1661.132568359375,0.07947792112827301,300.2655944824219,0,2018-03-01,STANDARD,30,12,300.2655944824219,12,0.0,R_A2
22,1663.12841796875,0.44912949204444885,300.4227294921875,0,2018-03-01,STANDARD,30,13,300.4227294921875,13,0.0,R_A2
22,1665.1241455078125,0.5072868466377258,300.5584716796875,0,2018-03-01,STANDARD,30,14,300.5584716796875,14,0.0,R_A2
22,1667.1199951171875,0.6860362887382507,300.6956787109375,0,2018-03-01,STANDARD,30,15,300.6956787109375,15,0.0,R_A2
22,1669.11572265625,0.9714537262916565,300.82989501953125,0,2018-03-01,STANDARD,30,16,300.82989501953125,16,0.0,R_A2
22,1671.111572265625,0.9485090970993042,300.9642333984375,0,2018-03-01,STANDARD,30,17,300.9642333984375,17,0.0,R_A2
22,1672.9881591796875,0.9796212315559387,301.09027099609375,0,2018-03-01,STANDARD,30,18,301.09027099609375,18,0.0,R_A2
22,1674.229736328125,0.994049608707428,300.97174072265625,0,2018-03-01,STANDARD,29,18,300.97174072265625,19,0.0,R_A2
22,1675.235107421875,0.991123378276825,301.0391845703125,0,2018-03-01,STANDARD,29,19,301.0391845703125,20,0.0,R_A2
22,1676.1676025390625,0.6483204960823059,300.6005554199219,0,2018-03-01,STANDARD,29,27,300.6005554199219,21,0.0,R_A2
22,1677.9368896484375,1.0,303.45635986328125,0,2018-03-01,STANDARD,29,28,303.45635986328125,22,-3.5159683307574253e-15,R_A2
22,1679.7061767578125,1.0,303.6217041015625,0,2018-03-01,STANDARD,29,29,303.6217041015625,23,-1.0107748979912789e-15,R_A2
22,1681.4754638671875,1.0,303.79156494140625,0,2018-03-01,STANDARD,29,30,303.79156494140625,24,-5.58613252395646e-16,R_A2
22,1683.2447509765625,1.0,303.96759033203125,0,2018-03-01,STANDARD,29,31,303.96759033203125,25,-2.7206565916910118e-17,R_A2
31,1685.026611328125,1.0,280.3663330078125,0,2018-04-28,STANDARD,20,1,280.3663330078125,1,1.5254441590104029e-12,R_A5
31,1687.3070068359375,1.0,280.58221435546875,0,2018-04-28,STANDARD,20,2,280.58221435546875,2,1.4088654288341163e-12,R_A5
31,1689.5875244140625,1.0,280.79815673828125,0,2018-04-28,STANDARD,20,3,280.79815673828125,3,1.3370412632954243e-12,R_A5
31,1691.8680419921875,1.0,281.01409912109375,0,2018-04-28,STANDARD,20,4,281.01409912109375,4,1.4879206807622003e-12,R_A5
31,1694.1485595703125,1.0,281.23004150390625,0,2018-04-28,STANDARD,20,5,281.23004150390625,5,1.4494884242530204e-12,R_A5
31,1696.4290771484375,1.0,281.4459533691406,0,2018-04-28,STANDARD,20,6,281.4459533691406,6,1.3837621369930386e-12,R_A5
31,1698.70947265625,1.0,281.99609375,0,2018-04-28,STANDARD,20,7,281.99609375,7,6.00790982718466e-14,R_A5
31,1707.6488037109375,1.0,280.2632141113281,0,2018-04-28,STANDARD,20,11,280.2632141113281,8,-4.270130429806507e-11,R_A5
31,1709.5638427734375,1.0,280.4256286621094,0,2018-04-28,STANDARD,20,12,280.4256286621094,9,-3.7751458209500655e-11,R_A5
31,1701.7845458984375,1.0,278.6773376464844,0,2018-04-28,STANDARD,21,12,278.6773376464844,10,-1.754252992869354e-10,R_A5
31,1703.735107421875,1.0,278.8710632324219,0,2018-04-28,STANDARD,21,13,278.8710632324219,11,-6.427380329354637e-12,R_A5
31,1705.6856689453125,1.0,279.0517883300781,0,2018-04-28,STANDARD,21,14,279.0517883300781,12,-2.6590223078937214e-11,R_A5
31,1707.63623046875,1.0,279.2296447753906,0,2018-04-28,STANDARD,21,15,279.2296447753906,13,-4.596165028430965e-12,R_A5
31,1709.5867919921875,1.0,279.5370788574219,0,2018-04-28,STANDARD,21,16,279.5370788574219,14,-3.077244622312625e-12,R_A5
31,1711.537353515625,1.0,279.6678466796875,0,2018-04-28,STANDARD,21,17,279.6678466796875,15,-5.856042105227555e-13,R_A5
31,1713.35400390625,1.0,279.7815246582031,0,2018-04-28,STANDARD,21,18,279.7815246582031,16,-4.408891058228087e-13,R_A5
31,1714.3951416015625,1.0,279.8523254394531,0,2018-04-28,STANDARD,21,19,279.8523254394531,17,0.0,R_A5
31,1715.7628173828125,1.0,279.8189392089844,0,2018-04-28,STANDARD,21,27,279.8189392089844,18,-1.7012507722014014e-11,R_A5
31,1718.098388671875,1.0,280.03936767578125,0,2018-04-28,STANDARD,21,28,280.03936767578125,19,-3.194158479380427e-11,R_A5
31,1720.43408203125,1.0,284.9551086425781,0,2018-04-28,STANDARD,21,29,284.9551086425781,20,-1.3812215339501e-19,R_A5
31,1722.7696533203125,1.0,280.4475402832031,0,2018-04-28,STANDARD,21,30,280.4475402832031,21,-1.0435134812714478e-19,R_A5
31,1725.105224609375,1.0,291.7200927734375,0,2018-04-28,STANDARD,21,31,291.7200927734375,22,-4.8489017315128775e-19,R_A5
28,1609.243408203125,0.6494181156158447,278.59124755859375,0,2018-07-03,STANDARD,41,1,278.59124755859375,1,0.0,R_A3
28,1611.3077392578125,0.19839468598365784,278.72528076171875,0,2018-07-03,STANDARD,41,2,278.72528076171875,2,0.0,R_A3
28,1613.3720703125,0.19403955340385437,278.8629455566406,0,2018-07-03,STANDARD,41,3,278.8629455566406,3,0.0,R_A3
28,1615.4365234375,0.25596100091934204,279.0006103515625,0,2018-07-03,STANDARD,41,4,279.0006103515625,4,0.0,R_A3
28,1617.5008544921875,0.8272674083709717,279.1689758300781,0,2018-07-03,STANDARD,41,5,279.1689758300781,5,0.0,R_A3
28,1619.565185546875,0.6508120894432068,279.22723388671875,0,2018-07-03,STANDARD,41,6,279.22723388671875,6,0.0,R_A3
29,1609.3663330078125,0.6509450674057007,278.5270690917969,0,2018-07-03,STANDARD,41,6,278.5270690917969,7,0.0,R_A3
29,1611.4163818359375,0.1996132731437683,278.6780090332031,0,2018-07-03,STANDARD,41,7,278.6780090332031,8,0.0,R_A3
29,1613.46630859375,0.20230291783809662,278.81475830078125,0,2018-07-03,STANDARD,41,8,278.81475830078125,9,0.0,R_A3
29,1615.516357421875,0.801800012588501,279.0638122558594,0,2018-07-03,STANDARD,41,9,279.0638122558594,10,0.0,R_A3
29,1617.5662841796875,0.798582911491394,282.83935546875,0,2018-07-03,STANDARD,41,10,282.83935546875,11,0.0,R_A3
29,1619.750732421875,0.04776255413889885,283.6947937011719,0,2018-07-03,STANDARD,41,11,283.6947937011719,12,0.0,R_A3
29,1622.0697021484375,0.05476197600364685,283.8496398925781,0,2018-07-03,STANDARD,41,12,283.8496398925781,13,0.0,R_A3
29,1624.388671875,0.370116263628006,284.0049133300781,0,2018-07-03,STANDARD,41,13,284.0049133300781,14,0.0,R_A3
29,1629.026611328125,0.4028666913509369,284.2172546386719,0,2018-07-03,STANDARD,41,15,284.2172546386719,15,0.0,R_A3
29,1630.9468994140625,0.8058622479438782,284.333740234375,0,2018-07-03,STANDARD,41,16,284.333740234375,16,0.0,R_A3
29,1633.5262451171875,0.6536117792129517,284.2868347167969,0,2018-07-03,STANDARD,41,27,284.2868347167969,17,0.0,R_A3
29,1637.1630859375,0.04673170670866966,284.51361083984375,0,2018-07-03,STANDARD,41,28,284.51361083984375,18,0.0,R_A3
29,1640.8001708984375,0.05473562702536583,284.7565002441406,0,2018-07-03,STANDARD,41,29,284.7565002441406,19,0.0,R_A3
29,1644.4371337890625,1.0,287.9781494140625,0,2018-07-03,STANDARD,41,30,287.9781494140625,20,-2.75728089449076e-13,R_A3
29,1648.0740966796875,0.06266573816537857,285.2482604980469,0,2018-07-03,STANDARD,41,31,285.2482604980469,21,0.0,R_A3
30,1631.1873779296875,0.0498146153986454,276.01910400390625,0,2018-09-12,STANDARD,52,1,276.01910400390625,1,0.0,R_A4
31,1627.4293212890625,0.049900803714990616,275.88360595703125,0,2018-09-12,STANDARD,52,1,275.88360595703125,2,0.0,R_A4
31,1629.4896240234375,0.05141433700919151,276.0208435058594,0,2018-09-12,STANDARD,52,2,276.0208435058594,3,0.0,R_A4
31,1631.5498046875,0.05389218032360077,276.1580810546875,0,2018-09-12,STANDARD,52,3,276.1580810546875,4,0.0,R_A4
31,1633.610107421875,0.05851782113313675,276.2952880859375,0,2018-09-12,STANDARD,52,4,276.2952880859375,5,0.0,R_A4
32,1632.3968505859375,0.05650882050395012,276.2938537597656,0,2018-09-12,STANDARD,52,4,276.2938537597656,6,0.0,R_A4
32,1635.880615234375,0.05919719114899635,276.4922180175781,0,2018-09-12,STANDARD,51,4,276.4922180175781,7,0.0,R_A4
33,1637.321044921875,0.09314145147800446,276.6788330078125,0,2018-09-12,STANDARD,51,4,276.6788330078125,8,0.0,R_A4
33,1635.474609375,0.16839490830898285,276.55609130859375,0,2018-09-12,STANDARD,51,3,276.55609130859375,9,0.0,R_A4
33,1642.1485595703125,0.1913290023803711,276.7452087402344,0,2018-09-12,STANDARD,50,4,276.7452087402344,10,0.0,R_A4
34,1641.132080078125,0.16114985942840576,276.783203125,0,2018-09-12,STANDARD,50,4,276.783203125,11,0.0,R_A4
34,1639.20703125,0.2544410824775696,276.65521240234375,0,2018-09-12,STANDARD,50,3,276.65521240234375,12,0.0,R_A4
35,1640.9061279296875,0.16999970376491547,276.95947265625,0,2018-09-12,STANDARD,50,3,276.95947265625,13,0.0,R_A4
35,1639.0426025390625,0.23143182694911957,276.8359375,0,2018-09-12,STANDARD,50,2,276.8359375,14,0.0,R_A4
35,1641.93212890625,0.23858141899108887,276.7937316894531,0,2018-09-12,STANDARD,49,2,276.7937316894531,15,0.0,R_A4
36,1642.357421875,0.8377822637557983,282.0091857910156,0,2018-09-12,STANDARD,49,30,282.0091857910156,16,0.0,R_A4
36,1639.6068115234375,0.6561062335968018,275.1533508300781,0,2018-09-12,STANDARD,48,30,275.1533508300781,17,0.0,R_A4
37,1646.7513427734375,0.8316194415092468,277.9658508300781,0,2018-09-12,STANDARD,48,30,277.9658508300781,18,0.0,R_A4
38,1653.461669921875,0.7018213868141174,277.34466552734375,0,2018-09-12,STANDARD,48,30,277.34466552734375,19,0.0,R_A4
38,1657.8184814453125,0.8442140817642212,278.32073974609375,0,2018-09-12,STANDARD,47,30,278.32073974609375,20,0.0,R_A4
17,1695.20263671875,1.0,273.90301513671875,0,2018-11-07,STANDARD,42,1,273.90301513671875,1,-1.1055508071511344e-11,R_A6
17,1696.7510986328125,1.0,273.7500915527344,0,2018-11-07,STANDARD,42,2,273.7500915527344,2,-2.76889552952575e-11,R_A6
17,1698.299560546875,1.0,274.2182922363281,0,2018-11-07,STANDARD,42,3,274.2182922363281,3,-4.3696428420059163e-11,R_A6
17,1699.84814453125,1.0,274.3464660644531,0,2018-11-07,STANDARD,42,4,274.3464660644531,4,-3.288360523549111e-13,R_A6
17,1701.3966064453125,1.0,274.4715881347656,0,2018-11-07,STANDARD,42,5,274.4715881347656,5,-3.2767273052888846e-13,R_A6
17,1702.9451904296875,1.0,274.6049499511719,0,2018-11-07,STANDARD,42,6,274.6049499511719,6,-1.2476067054456585e-11,R_A6
17,1704.49365234375,1.0,274.4507141113281,0,2018-11-07,STANDARD,42,7,274.4507141113281,7,-1.9007748500166066e-11,R_A6
17,1706.042236328125,1.0,274.59906005859375,0,2018-11-07,STANDARD,42,8,274.59906005859375,8,-3.69080417270129e-12,R_A6
17,1707.5906982421875,1.0,275.04241943359375,0,2018-11-07,STANDARD,42,9,275.04241943359375,9,-3.9317222979944055e-13,R_A6
17,1709.1392822265625,1.0,274.87725830078125,0,2018-11-07,STANDARD,42,10,274.87725830078125,10,-1.8532319775999007e-11,R_A6
17,1711.055419921875,1.0,274.9429931640625,0,2018-11-07,STANDARD,42,11,274.9429931640625,11,-3.0068716613818047e-12,R_A6
17,1713.3392333984375,1.0,275.1591491699219,0,2018-11-07,STANDARD,42,12,275.1591491699219,12,-3.2911488204862005e-13,R_A6
17,1715.623046875,1.0,275.3871154785156,0,2018-11-07,STANDARD,42,13,275.3871154785156,13,-1.563286379144789e-14,R_A6
17,1717.9068603515625,1.0,275.6028747558594,0,2018-11-07,STANDARD,42,14,275.6028747558594,14,-1.07507827239086e-14,R_A6
17,1720.190673828125,1.0,275.8148193359375,0,2018-11-07,STANDARD,42,15,275.8148193359375,15,-5.676930432495621e-15,R_A6
