SGAS,DEPTH,WELL,CONIDX,DATE,CONIPOS,CONKPOS,DRAWDOWN,PRESSURE,WELLMODEL,CONBPRES,CONJPOS,SWAT
2.4725227833026497e-13,1710.2684326171875,R_A6,11,2018-11-07,17,11,0,281.0534362792969,STANDARD,281.0534362792969,42,1.0
1.2948390732021864e-13,1712.5421142578125,R_A6,12,2018-11-07,17,12,0,281.2763977050781,STANDARD,281.2763977050781,42,1.0
9.152415458813738e-15,1714.8157958984375,R_A6,13,2018-11-07,17,13,0,281.52801513671875,STANDARD,281.52801513671875,42,1.0
8.670227554029124e-15,1717.089599609375,R_A6,14,2018-11-07,17,14,0,281.7433776855469,STANDARD,281.7433776855469,42,1.0
5.1441284974643e-15,1719.36328125,R_A6,15,2018-11-07,17,15,0,281.9590759277344,STANDARD,281.9590759277344,42,1.0
1.212521946522137e-15,1721.636962890625,R_A6,16,2018-11-07,17,16,0,282.32012939453125,STANDARD,282.32012939453125,42,1.0
3.0966182004395822e-15,1723.91064453125,R_A6,17,2018-11-07,17,17,0,282.5360412597656,STANDARD,282.5360412597656,42,1.0
2.8974426380574698e-15,1725.513916015625,R_A6,18,2018-11-07,17,18,0,282.6878356933594,STANDARD,282.6878356933594,42,1.0
6.622659235247519e-15,1726.836669921875,R_A6,19,2018-11-07,17,25,0,281.3193664550781,STANDARD,281.3193664550781,42,1.0
3.012938756789146e-15,1728.549560546875,R_A6,20,2018-11-07,17,26,0,281.8094177246094,STANDARD,281.8094177246094,42,1.0
1.7829154320544528e-20,1730.262451171875,R_A6,21,2018-11-07,17,27,0,282.4652404785156,STANDARD,282.4652404785156,42,1.0
5.625074542398507e-22,1731.975341796875,R_A6,22,2018-11-07,17,28,0,282.9695129394531,STANDARD,282.9695129394531,42,1.0
3.3096255990921206e-16,1733.688232421875,R_A6,23,2018-11-07,17,29,0,282.0353698730469,STANDARD,282.0353698730469,42,1.0
